Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXU_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXU_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,SIBERIA_2024_WorldCover_2021_42WXU_M_R
473,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
474,Built-up,Bareland,NULL,Non_Wetland,Bareland
475,Built-up,Bareland,NULL,Non_Wetland,Built-up
476,Built-up,Bareland,NULL,Non_Wetland,Water
477,Built-up,Bareland,NULL,Non_Wetland,Forest
478,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
479,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
480,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
481,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
482,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
483,Built-up,Bareland,Water,Non_Wetland,Grassland
484,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
485,Built-up,Bareland,Water,Non_Wetland,Bareland
486,Built-up,Bareland,Water,Non_Wetland,Water
487,Built-up,Built-up,NULL,Non_Wetland,Grassland
488,Built-up,Built-up,NULL,Non_Wetland,Wetland
489,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
490,Built-up,Built-up,NULL,Non_Wetland,Bareland
491,Built-up,Built-up,NULL,Non_Wetland,Built-up
492,Built-up,Built-up,NULL,Non_Wetland,Water
493,Built-up,Built-up,NULL,Non_Wetland,Forest
494,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
495,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
496,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
497,Built-up,Built-up,Water,Non_Wetland,Grassland
498,Built-up,Built-up,Water,Non_Wetland,Bareland
499,Built-up,Built-up,Water,Non_Wetland,Built-up
500,Built-up,Water,NULL,Water,Wetland
501,Built-up,Water,NULL,Water,Bareland
502,Built-up,Water,NULL,Water,Forest
503,Built-up,Water,Water,Water,Built-up
504,Built-up,Water,Water,Water,Water
505,Built-up,Forest,NULL,Non_Wetland,Grassland
506,Built-up,Forest,NULL,Non_Wetland,Wetland
507,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
508,Built-up,Forest,NULL,Non_Wetland,Bareland
509,Built-up,Forest,NULL,Non_Wetland,Built-up
510,Built-up,Forest,NULL,Non_Wetland,Forest
511,Water,NULL,NULL,Non_Wetland,Water
512,Water,NULL,NULL,Non_Wetland,Forest
513,Water,NULL,Non_Water,Non_Wetland,Water
514,Water,NULL,Water,Non_Wetland,Wetland
515,Water,NULL,Water,Non_Wetland,Water
516,Water,NULL,Water,Non_Wetland,Forest
517,Water,Shrubland,NULL,Non_Wetland,Wetland
518,Water,Shrubland,NULL,Non_Wetland,Bareland
519,Water,Shrubland,NULL,Non_Wetland,Water
520,Water,Shrubland,Non_Water,Non_Wetland,Wetland
521,Water,Shrubland,Water,Non_Wetland,Wetland
522,Water,Shrubland,Water,Non_Wetland,Water
523,Water,Grassland,NULL,Non_Wetland,Grassland
524,Water,Grassland,NULL,Non_Wetland,Wetland
525,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
526,Water,Grassland,NULL,Non_Wetland,Bareland
527,Water,Grassland,NULL,Non_Wetland,Water
528,Water,Grassland,NULL,Non_Wetland,Forest
529,Water,Grassland,Non_Water,Non_Wetland,Grassland
530,Water,Grassland,Non_Water,Non_Wetland,Wetland
531,Water,Grassland,Non_Water,Non_Wetland,Water
532,Water,Grassland,Water,Non_Wetland,Grassland
533,Water,Grassland,Water,Non_Wetland,Wetland
534,Water,Grassland,Water,Non_Wetland,Bareland
535,Water,Grassland,Water,Non_Wetland,Water
536,Water,Grassland,Water,Non_Wetland,Forest
537,Water,Wetland,NULL,NULL,Wetland
538,Water,Wetland,NULL,NULL,Water
539,Water,Wetland,NULL,NULL,Forest
540,Water,Wetland,NULL,Wetland,Grassland
541,Water,Wetland,NULL,Wetland,Wetland
542,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
543,Water,Wetland,NULL,Wetland,Bareland
544,Water,Wetland,NULL,Wetland,Built-up
545,Water,Wetland,NULL,Wetland,Water
546,Water,Wetland,NULL,Wetland,Forest
547,Water,Wetland,Non_Water,NULL,Wetland
548,Water,Wetland,Non_Water,NULL,Water
549,Water,Wetland,Non_Water,Wetland,Grassland
550,Water,Wetland,Non_Water,Wetland,Wetland
551,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
552,Water,Wetland,Non_Water,Wetland,Bareland
553,Water,Wetland,Non_Water,Wetland,Water
554,Water,Wetland,Non_Water,Wetland,Forest
555,Water,Wetland,Water,NULL,Grassland
556,Water,Wetland,Water,NULL,Wetland
557,Water,Wetland,Water,NULL,Bareland
558,Water,Wetland,Water,NULL,Water
559,Water,Wetland,Water,NULL,Forest
560,Water,Wetland,Water,Wetland,Grassland
561,Water,Wetland,Water,Wetland,Wetland
562,Water,Wetland,Water,Wetland,Lichens_and_Mosses
563,Water,Wetland,Water,Wetland,Bareland
564,Water,Wetland,Water,Wetland,Built-up
565,Water,Wetland,Water,Wetland,Water
566,Water,Wetland,Water,Wetland,Forest
567,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
568,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
569,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
570,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
571,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
572,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
573,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
574,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
575,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
576,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
577,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
578,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
579,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
580,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
581,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
582,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
583,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
584,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
585,Water,Bareland,NULL,Non_Wetland,Grassland
586,Water,Bareland,NULL,Non_Wetland,Wetland
587,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
588,Water,Bareland,NULL,Non_Wetland,Bareland
589,Water,Bareland,NULL,Non_Wetland,Built-up
590,Water,Bareland,NULL,Non_Wetland,Water
591,Water,Bareland,NULL,Non_Wetland,Forest
592,Water,Bareland,Non_Water,Non_Wetland,Grassland
593,Water,Bareland,Non_Water,Non_Wetland,Wetland
594,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
595,Water,Bareland,Non_Water,Non_Wetland,Bareland
596,Water,Bareland,Non_Water,Non_Wetland,Water
597,Water,Bareland,Non_Water,Non_Wetland,Forest
598,Water,Bareland,Water,Non_Wetland,Grassland
599,Water,Bareland,Water,Non_Wetland,Wetland
600,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
601,Water,Bareland,Water,Non_Wetland,Bareland
602,Water,Bareland,Water,Non_Wetland,Built-up
603,Water,Bareland,Water,Non_Wetland,Water
604,Water,Bareland,Water,Non_Wetland,Forest
605,Water,Built-up,NULL,Non_Wetland,Grassland
606,Water,Built-up,NULL,Non_Wetland,Wetland
607,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
608,Water,Built-up,NULL,Non_Wetland,Bareland
609,Water,Built-up,NULL,Non_Wetland,Water
610,Water,Built-up,Non_Water,Non_Wetland,Bareland
611,Water,Built-up,Non_Water,Non_Wetland,Water
612,Water,Built-up,Water,Non_Wetland,Wetland
613,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
614,Water,Built-up,Water,Non_Wetland,Water
615,Water,Water,NULL,NULL,Grassland
616,Water,Water,NULL,NULL,Wetland
617,Water,Water,NULL,NULL,Water
618,Water,Water,NULL,Water,Grassland
619,Water,Water,NULL,Water,Wetland
620,Water,Water,NULL,Water,Lichens_and_Mosses
621,Water,Water,NULL,Water,Bareland
622,Water,Water,NULL,Water,Water
623,Water,Water,NULL,Water,Forest
624,Water,Water,Non_Water,NULL,Wetland
625,Water,Water,Non_Water,NULL,Water
626,Water,Water,Non_Water,Water,Grassland
627,Water,Water,Non_Water,Water,Wetland
628,Water,Water,Non_Water,Water,Lichens_and_Mosses
629,Water,Water,Non_Water,Water,Bareland
630,Water,Water,Non_Water,Water,Water
631,Water,Water,Non_Water,Water,Forest
632,Water,Water,Water,NULL,Wetland
633,Water,Water,Water,NULL,Bareland
634,Water,Water,Water,NULL,Water
635,Water,Water,Water,NULL,Forest
636,Water,Water,Water,Water,Grassland
637,Water,Water,Water,Water,Wetland
638,Water,Water,Water,Water,Lichens_and_Mosses
639,Water,Water,Water,Water,Bareland
640,Water,Water,Water,Water,Built-up
641,Water,Water,Water,Water,Water
642,Water,Water,Water,Water,Forest
643,Water,Forest,NULL,Non_Wetland,Grassland
644,Water,Forest,NULL,Non_Wetland,Wetland
645,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
646,Water,Forest,NULL,Non_Wetland,Bareland
647,Water,Forest,NULL,Non_Wetland,Built-up
648,Water,Forest,NULL,Non_Wetland,Water
649,Water,Forest,NULL,Non_Wetland,Forest
650,Water,Forest,Non_Water,Non_Wetland,Grassland
651,Water,Forest,Non_Water,Non_Wetland,Wetland
652,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
653,Water,Forest,Non_Water,Non_Wetland,Bareland
654,Water,Forest,Non_Water,Non_Wetland,Water
655,Water,Forest,Non_Water,Non_Wetland,Forest
656,Water,Forest,Water,Non_Wetland,Grassland
657,Water,Forest,Water,Non_Wetland,Wetland
658,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
659,Water,Forest,Water,Non_Wetland,Bareland
660,Water,Forest,Water,Non_Wetland,Water
661,Water,Forest,Water,Non_Wetland,Forest
662,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
663,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
664,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
665,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
666,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
667,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
668,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
669,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
670,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
671,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
672,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
673,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
674,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
675,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
676,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
677,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
678,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
679,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
680,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
681,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
682,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
683,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
684,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
685,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
686,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
687,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
688,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
689,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
690,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
691,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
692,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
695,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
696,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
697,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
698,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
699,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
700,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
701,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
702,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
703,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
704,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
705,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
706,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
707,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
708,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
709,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
710,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
711,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
712,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
713,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
714,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
715,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
716,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
717,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
718,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
719,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
720,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
721,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
722,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
723,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
724,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
725,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
726,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
727,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
728,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
729,Permanent_ice_and_snow,Water,NULL,Water,Grassland
730,Permanent_ice_and_snow,Water,NULL,Water,Wetland
731,Permanent_ice_and_snow,Water,NULL,Water,Water
732,Permanent_ice_and_snow,Water,NULL,Water,Forest
733,Permanent_ice_and_snow,Water,Water,Water,Grassland
734,Permanent_ice_and_snow,Water,Water,Water,Wetland
735,Permanent_ice_and_snow,Water,Water,Water,Bareland
736,Permanent_ice_and_snow,Water,Water,Water,Water
737,Permanent_ice_and_snow,Water,Water,Water,Forest
738,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
739,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
740,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
741,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
742,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
743,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
744,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
745,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
746,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
747,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
748,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
749,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
750,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
751,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
752,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
753,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
754,Forest,NULL,NULL,Non_Wetland,Grassland
755,Forest,NULL,NULL,Non_Wetland,Wetland
756,Forest,NULL,NULL,Non_Wetland,Bareland
757,Forest,NULL,NULL,Non_Wetland,Water
758,Forest,NULL,NULL,Non_Wetland,Forest
759,Forest,NULL,Non_Water,Non_Wetland,Bareland
760,Forest,NULL,Non_Water,Non_Wetland,Water
761,Forest,NULL,Non_Water,Non_Wetland,Forest
762,Forest,NULL,Water,Non_Wetland,Wetland
763,Forest,NULL,Water,Non_Wetland,Water
764,Forest,NULL,Water,Non_Wetland,Forest
765,Forest,Shrubland,NULL,Non_Wetland,Grassland
766,Forest,Shrubland,NULL,Non_Wetland,Wetland
767,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
768,Forest,Shrubland,NULL,Non_Wetland,Water
769,Forest,Shrubland,NULL,Non_Wetland,Forest
770,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
771,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
772,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
773,Forest,Shrubland,Non_Water,Non_Wetland,Forest
774,Forest,Shrubland,Water,Non_Wetland,Wetland
775,Forest,Grassland,NULL,Non_Wetland,Grassland
776,Forest,Grassland,NULL,Non_Wetland,Wetland
777,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
778,Forest,Grassland,NULL,Non_Wetland,Bareland
779,Forest,Grassland,NULL,Non_Wetland,Water
780,Forest,Grassland,NULL,Non_Wetland,Forest
781,Forest,Grassland,Non_Water,Non_Wetland,Grassland
782,Forest,Grassland,Non_Water,Non_Wetland,Wetland
783,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
784,Forest,Grassland,Non_Water,Non_Wetland,Bareland
785,Forest,Grassland,Non_Water,Non_Wetland,Water
786,Forest,Grassland,Non_Water,Non_Wetland,Forest
787,Forest,Grassland,Water,Non_Wetland,Grassland
788,Forest,Grassland,Water,Non_Wetland,Wetland
789,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
790,Forest,Grassland,Water,Non_Wetland,Bareland
791,Forest,Grassland,Water,Non_Wetland,Water
792,Forest,Grassland,Water,Non_Wetland,Forest
793,Forest,Wetland,NULL,NULL,Forest
794,Forest,Wetland,NULL,Wetland,NULL
795,Forest,Wetland,NULL,Wetland,Grassland
796,Forest,Wetland,NULL,Wetland,Wetland
797,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
798,Forest,Wetland,NULL,Wetland,Bareland
799,Forest,Wetland,NULL,Wetland,Built-up
800,Forest,Wetland,NULL,Wetland,Water
801,Forest,Wetland,NULL,Wetland,Forest
802,Forest,Wetland,Non_Water,Wetland,Grassland
803,Forest,Wetland,Non_Water,Wetland,Wetland
804,Forest,Wetland,Non_Water,Wetland,Bareland
805,Forest,Wetland,Non_Water,Wetland,Water
806,Forest,Wetland,Non_Water,Wetland,Forest
807,Forest,Wetland,Water,Wetland,Grassland
808,Forest,Wetland,Water,Wetland,Wetland
809,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
810,Forest,Wetland,Water,Wetland,Bareland
811,Forest,Wetland,Water,Wetland,Water
812,Forest,Wetland,Water,Wetland,Forest
813,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
814,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
815,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
816,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
817,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
818,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
819,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
820,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
821,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
822,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
823,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
824,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
825,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
826,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
827,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
828,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
829,Forest,Bareland,NULL,Non_Wetland,NULL
830,Forest,Bareland,NULL,Non_Wetland,Grassland
831,Forest,Bareland,NULL,Non_Wetland,Wetland
832,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
833,Forest,Bareland,NULL,Non_Wetland,Bareland
834,Forest,Bareland,NULL,Non_Wetland,Built-up
835,Forest,Bareland,NULL,Non_Wetland,Water
836,Forest,Bareland,NULL,Non_Wetland,Forest
837,Forest,Bareland,Non_Water,Non_Wetland,Grassland
838,Forest,Bareland,Non_Water,Non_Wetland,Wetland
839,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
840,Forest,Bareland,Non_Water,Non_Wetland,Bareland
841,Forest,Bareland,Non_Water,Non_Wetland,Water
842,Forest,Bareland,Non_Water,Non_Wetland,Forest
843,Forest,Bareland,Water,Non_Wetland,Grassland
844,Forest,Bareland,Water,Non_Wetland,Wetland
845,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
846,Forest,Bareland,Water,Non_Wetland,Bareland
847,Forest,Bareland,Water,Non_Wetland,Water
848,Forest,Bareland,Water,Non_Wetland,Forest
849,Forest,Built-up,NULL,Non_Wetland,Grassland
850,Forest,Built-up,NULL,Non_Wetland,Wetland
851,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
852,Forest,Built-up,NULL,Non_Wetland,Bareland
853,Forest,Built-up,NULL,Non_Wetland,Built-up
854,Forest,Built-up,NULL,Non_Wetland,Water
855,Forest,Built-up,NULL,Non_Wetland,Forest
856,Forest,Built-up,Non_Water,Non_Wetland,Water
857,Forest,Built-up,Water,Non_Wetland,Wetland
858,Forest,Water,NULL,Water,Grassland
859,Forest,Water,NULL,Water,Wetland
860,Forest,Water,NULL,Water,Lichens_and_Mosses
861,Forest,Water,NULL,Water,Water
862,Forest,Water,NULL,Water,Forest
863,Forest,Water,Non_Water,Water,Wetland
864,Forest,Water,Non_Water,Water,Bareland
865,Forest,Water,Non_Water,Water,Water
866,Forest,Water,Non_Water,Water,Forest
867,Forest,Water,Water,Water,Grassland
868,Forest,Water,Water,Water,Wetland
869,Forest,Water,Water,Water,Water
870,Forest,Water,Water,Water,Forest
871,Forest,Forest,NULL,Non_Wetland,NULL
872,Forest,Forest,NULL,Non_Wetland,Grassland
873,Forest,Forest,NULL,Non_Wetland,Wetland
874,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
875,Forest,Forest,NULL,Non_Wetland,Bareland
876,Forest,Forest,NULL,Non_Wetland,Built-up
877,Forest,Forest,NULL,Non_Wetland,Water
878,Forest,Forest,NULL,Non_Wetland,Forest
879,Forest,Forest,Non_Water,Non_Wetland,Grassland
880,Forest,Forest,Non_Water,Non_Wetland,Wetland
881,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
882,Forest,Forest,Non_Water,Non_Wetland,Bareland
883,Forest,Forest,Non_Water,Non_Wetland,Water
884,Forest,Forest,Non_Water,Non_Wetland,Forest
885,Forest,Forest,Water,Non_Wetland,Grassland
886,Forest,Forest,Water,Non_Wetland,Wetland
887,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
888,Forest,Forest,Water,Non_Wetland,Bareland
889,Forest,Forest,Water,Non_Wetland,Water
890,Forest,Forest,Water,Non_Wetland,Forest
