Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFT_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFT_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,SIBERIA_2024_WorldCover_2021_43WFT_M_R
470,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
471,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
472,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
473,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
474,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
475,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
476,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
477,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
478,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
479,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
480,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
481,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
482,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
483,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
484,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
485,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
486,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
487,Water,Bareland,NULL,Non_Wetland,Grassland
488,Water,Bareland,NULL,Non_Wetland,Wetland
489,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
490,Water,Bareland,NULL,Non_Wetland,Bareland
491,Water,Bareland,NULL,Non_Wetland,Water
492,Water,Bareland,NULL,Non_Wetland,Forest
493,Water,Bareland,Non_Water,Non_Wetland,Grassland
494,Water,Bareland,Non_Water,Non_Wetland,Wetland
495,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
496,Water,Bareland,Non_Water,Non_Wetland,Bareland
497,Water,Bareland,Non_Water,Non_Wetland,Water
498,Water,Bareland,Non_Water,Non_Wetland,Forest
499,Water,Bareland,Water,Non_Wetland,Grassland
500,Water,Bareland,Water,Non_Wetland,Wetland
501,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
502,Water,Bareland,Water,Non_Wetland,Bareland
503,Water,Bareland,Water,Non_Wetland,Water
504,Water,Bareland,Water,Non_Wetland,Forest
505,Water,Built-up,NULL,Non_Wetland,Grassland
506,Water,Built-up,NULL,Non_Wetland,Wetland
507,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
508,Water,Built-up,NULL,Non_Wetland,Bareland
509,Water,Built-up,NULL,Non_Wetland,Water
510,Water,Built-up,Non_Water,Non_Wetland,Grassland
511,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
512,Water,Built-up,Non_Water,Non_Wetland,Bareland
513,Water,Built-up,Non_Water,Non_Wetland,Water
514,Water,Built-up,Water,Non_Wetland,Grassland
515,Water,Built-up,Water,Non_Wetland,Wetland
516,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
517,Water,Built-up,Water,Non_Wetland,Bareland
518,Water,Built-up,Water,Non_Wetland,Water
519,Water,Water,NULL,Water,Grassland
520,Water,Water,NULL,Water,Wetland
521,Water,Water,NULL,Water,Lichens_and_Mosses
522,Water,Water,NULL,Water,Bareland
523,Water,Water,NULL,Water,Water
524,Water,Water,NULL,Water,Forest
525,Water,Water,Non_Water,Water,Grassland
526,Water,Water,Non_Water,Water,Wetland
527,Water,Water,Non_Water,Water,Lichens_and_Mosses
528,Water,Water,Non_Water,Water,Bareland
529,Water,Water,Non_Water,Water,Water
530,Water,Water,Non_Water,Water,Forest
531,Water,Water,Water,Water,Grassland
532,Water,Water,Water,Water,Wetland
533,Water,Water,Water,Water,Lichens_and_Mosses
534,Water,Water,Water,Water,Bareland
535,Water,Water,Water,Water,Water
536,Water,Water,Water,Water,Forest
537,Water,Forest,NULL,Non_Wetland,Grassland
538,Water,Forest,NULL,Non_Wetland,Wetland
539,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
540,Water,Forest,NULL,Non_Wetland,Bareland
541,Water,Forest,NULL,Non_Wetland,Water
542,Water,Forest,NULL,Non_Wetland,Forest
543,Water,Forest,Non_Water,Non_Wetland,Grassland
544,Water,Forest,Non_Water,Non_Wetland,Wetland
545,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
546,Water,Forest,Non_Water,Non_Wetland,Bareland
547,Water,Forest,Non_Water,Non_Wetland,Water
548,Water,Forest,Non_Water,Non_Wetland,Forest
549,Water,Forest,Water,Non_Wetland,Grassland
550,Water,Forest,Water,Non_Wetland,Wetland
551,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
552,Water,Forest,Water,Non_Wetland,Bareland
553,Water,Forest,Water,Non_Wetland,Water
554,Water,Forest,Water,Non_Wetland,Forest
555,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
556,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
557,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
558,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
559,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
560,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
561,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
562,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
563,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
564,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
565,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
566,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
567,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
568,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
569,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
570,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
571,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
572,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
573,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
574,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
575,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
576,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
577,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
578,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
579,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
580,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
581,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
582,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
583,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
584,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
585,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
586,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
587,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
588,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
589,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
590,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
591,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
592,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
593,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
594,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
595,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
596,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
597,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
598,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
599,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
600,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
601,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
602,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
603,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
604,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
605,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
606,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
607,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
608,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
609,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
610,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
611,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
612,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
613,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
614,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
615,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
616,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
617,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
618,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
619,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
620,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
621,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
622,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
623,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
624,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
625,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
626,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
627,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
628,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
629,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
630,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
631,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
632,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
633,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
634,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
635,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
636,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
637,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
638,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
639,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
640,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
641,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
642,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
643,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
644,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
645,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
646,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
647,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
648,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
649,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
650,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
651,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
652,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
653,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
654,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
655,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
656,Permanent_ice_and_snow,Water,NULL,Water,Grassland
657,Permanent_ice_and_snow,Water,NULL,Water,Wetland
658,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
659,Permanent_ice_and_snow,Water,NULL,Water,Bareland
660,Permanent_ice_and_snow,Water,NULL,Water,Water
661,Permanent_ice_and_snow,Water,NULL,Water,Forest
662,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
663,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
664,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
665,Permanent_ice_and_snow,Water,Non_Water,Water,Water
666,Permanent_ice_and_snow,Water,Water,Water,Grassland
667,Permanent_ice_and_snow,Water,Water,Water,Wetland
668,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
669,Permanent_ice_and_snow,Water,Water,Water,Bareland
670,Permanent_ice_and_snow,Water,Water,Water,Water
671,Permanent_ice_and_snow,Water,Water,Water,Forest
672,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
673,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
674,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
675,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
676,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
677,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
678,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
679,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
682,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
683,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
684,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
685,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
686,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
687,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
688,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
689,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
690,Forest,NULL,NULL,Non_Wetland,Grassland
691,Forest,NULL,NULL,Non_Wetland,Wetland
692,Forest,NULL,NULL,Non_Wetland,Forest
693,Forest,NULL,Non_Water,Non_Wetland,Wetland
694,Forest,NULL,Water,Non_Wetland,Wetland
695,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
696,Forest,NULL,Water,Non_Wetland,Bareland
697,Forest,NULL,Water,Non_Wetland,Forest
698,Forest,Shrubland,NULL,Non_Wetland,Grassland
699,Forest,Shrubland,NULL,Non_Wetland,Wetland
700,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
701,Forest,Shrubland,NULL,Non_Wetland,Bareland
702,Forest,Shrubland,NULL,Non_Wetland,Water
703,Forest,Shrubland,NULL,Non_Wetland,Forest
704,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
705,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
706,Forest,Shrubland,Non_Water,Non_Wetland,Forest
707,Forest,Shrubland,Water,Non_Wetland,Grassland
708,Forest,Shrubland,Water,Non_Wetland,Wetland
709,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
710,Forest,Shrubland,Water,Non_Wetland,Bareland
711,Forest,Shrubland,Water,Non_Wetland,Water
712,Forest,Shrubland,Water,Non_Wetland,Forest
713,Forest,Grassland,NULL,Non_Wetland,Grassland
714,Forest,Grassland,NULL,Non_Wetland,Wetland
715,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
716,Forest,Grassland,NULL,Non_Wetland,Bareland
717,Forest,Grassland,NULL,Non_Wetland,Water
718,Forest,Grassland,NULL,Non_Wetland,Forest
719,Forest,Grassland,Non_Water,Non_Wetland,Grassland
720,Forest,Grassland,Non_Water,Non_Wetland,Wetland
721,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
722,Forest,Grassland,Non_Water,Non_Wetland,Bareland
723,Forest,Grassland,Non_Water,Non_Wetland,Forest
724,Forest,Grassland,Water,Non_Wetland,Grassland
725,Forest,Grassland,Water,Non_Wetland,Wetland
726,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
727,Forest,Grassland,Water,Non_Wetland,Bareland
728,Forest,Grassland,Water,Non_Wetland,Water
729,Forest,Grassland,Water,Non_Wetland,Forest
730,Forest,Wetland,NULL,Wetland,Grassland
731,Forest,Wetland,NULL,Wetland,Wetland
732,Forest,Wetland,NULL,Wetland,Water
733,Forest,Wetland,NULL,Wetland,Forest
734,Forest,Wetland,Non_Water,Wetland,Grassland
735,Forest,Wetland,Non_Water,Wetland,Wetland
736,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
737,Forest,Wetland,Non_Water,Wetland,Water
738,Forest,Wetland,Water,Wetland,Grassland
739,Forest,Wetland,Water,Wetland,Wetland
740,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
741,Forest,Wetland,Water,Wetland,Bareland
742,Forest,Wetland,Water,Wetland,Water
743,Forest,Wetland,Water,Wetland,Forest
744,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
745,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
746,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
747,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
748,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
749,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
750,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
751,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
752,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
753,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
754,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
755,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
756,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
757,Forest,Bareland,NULL,Non_Wetland,Grassland
758,Forest,Bareland,NULL,Non_Wetland,Wetland
759,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
760,Forest,Bareland,NULL,Non_Wetland,Bareland
761,Forest,Bareland,NULL,Non_Wetland,Water
762,Forest,Bareland,NULL,Non_Wetland,Forest
763,Forest,Bareland,Non_Water,Non_Wetland,Grassland
764,Forest,Bareland,Non_Water,Non_Wetland,Wetland
765,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
766,Forest,Bareland,Non_Water,Non_Wetland,Bareland
767,Forest,Bareland,Non_Water,Non_Wetland,Water
768,Forest,Bareland,Non_Water,Non_Wetland,Forest
769,Forest,Bareland,Water,Non_Wetland,Grassland
770,Forest,Bareland,Water,Non_Wetland,Wetland
771,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
772,Forest,Bareland,Water,Non_Wetland,Bareland
773,Forest,Bareland,Water,Non_Wetland,Water
774,Forest,Bareland,Water,Non_Wetland,Forest
775,Forest,Built-up,NULL,Non_Wetland,Grassland
776,Forest,Built-up,NULL,Non_Wetland,Wetland
777,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
778,Forest,Built-up,NULL,Non_Wetland,Bareland
779,Forest,Built-up,NULL,Non_Wetland,Forest
780,Forest,Built-up,Non_Water,Non_Wetland,Grassland
781,Forest,Built-up,Non_Water,Non_Wetland,Wetland
782,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
783,Forest,Built-up,Water,Non_Wetland,Grassland
784,Forest,Built-up,Water,Non_Wetland,Wetland
785,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
786,Forest,Built-up,Water,Non_Wetland,Bareland
787,Forest,Built-up,Water,Non_Wetland,Water
788,Forest,Built-up,Water,Non_Wetland,Forest
789,Forest,Water,NULL,Water,Grassland
790,Forest,Water,NULL,Water,Wetland
791,Forest,Water,NULL,Water,Water
792,Forest,Water,NULL,Water,Forest
793,Forest,Water,Non_Water,Water,Wetland
794,Forest,Water,Water,Water,Grassland
795,Forest,Water,Water,Water,Wetland
796,Forest,Water,Water,Water,Water
797,Forest,Water,Water,Water,Forest
798,Forest,Forest,NULL,Non_Wetland,Grassland
799,Forest,Forest,NULL,Non_Wetland,Wetland
800,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
801,Forest,Forest,NULL,Non_Wetland,Bareland
802,Forest,Forest,NULL,Non_Wetland,Water
803,Forest,Forest,NULL,Non_Wetland,Forest
804,Forest,Forest,Non_Water,Non_Wetland,Grassland
805,Forest,Forest,Non_Water,Non_Wetland,Wetland
806,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
807,Forest,Forest,Non_Water,Non_Wetland,Bareland
808,Forest,Forest,Non_Water,Non_Wetland,Water
809,Forest,Forest,Non_Water,Non_Wetland,Forest
810,Forest,Forest,Water,Non_Wetland,Grassland
811,Forest,Forest,Water,Non_Wetland,Wetland
812,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
813,Forest,Forest,Water,Non_Wetland,Bareland
814,Forest,Forest,Water,Non_Wetland,Water
815,Forest,Forest,Water,Non_Wetland,Forest
