Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VUJ_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VUJ_M_R,SIBERIA_2024_GSW_Yearly_2021_45VUJ_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VUJ_M_R,SIBERIA_2024_WorldCover_2021_45VUJ_M_R
498,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
499,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
500,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
501,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
502,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
503,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
504,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
505,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
506,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Forest
507,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
508,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
509,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
510,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
511,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
512,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
513,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
514,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
515,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
516,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
517,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
518,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
519,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
520,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
521,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
522,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
523,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
524,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
525,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL
526,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
527,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
528,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
529,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
530,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
531,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
532,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
533,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
534,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
535,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
536,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
537,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
538,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
539,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
540,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
541,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
542,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
543,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
544,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
545,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
546,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
547,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
548,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
549,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
550,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
551,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
552,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
553,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
554,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
555,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
556,Permanent_ice_and_snow,Water,NULL,Water,NULL
557,Permanent_ice_and_snow,Water,NULL,Water,Grassland
558,Permanent_ice_and_snow,Water,NULL,Water,Wetland
559,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
560,Permanent_ice_and_snow,Water,NULL,Water,Bareland
561,Permanent_ice_and_snow,Water,NULL,Water,Water
562,Permanent_ice_and_snow,Water,NULL,Water,Forest
563,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
564,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
565,Permanent_ice_and_snow,Water,Non_Water,Water,Water
566,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
567,Permanent_ice_and_snow,Water,Water,Water,Grassland
568,Permanent_ice_and_snow,Water,Water,Water,Wetland
569,Permanent_ice_and_snow,Water,Water,Water,Bareland
570,Permanent_ice_and_snow,Water,Water,Water,Water
571,Permanent_ice_and_snow,Water,Water,Water,Forest
572,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
573,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
574,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
575,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
576,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
577,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
578,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
579,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
580,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
581,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
582,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
583,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
584,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
585,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
586,Forest,NULL,NULL,Non_Wetland,NULL
587,Forest,NULL,NULL,Non_Wetland,Grassland
588,Forest,NULL,NULL,Non_Wetland,Wetland
589,Forest,NULL,NULL,Non_Wetland,Bareland
590,Forest,NULL,NULL,Non_Wetland,Water
591,Forest,NULL,NULL,Non_Wetland,Forest
592,Forest,NULL,Non_Water,Non_Wetland,Grassland
593,Forest,NULL,Non_Water,Non_Wetland,Wetland
594,Forest,NULL,Non_Water,Non_Wetland,Water
595,Forest,NULL,Non_Water,Non_Wetland,Forest
596,Forest,NULL,Water,Non_Wetland,Grassland
597,Forest,NULL,Water,Non_Wetland,Wetland
598,Forest,NULL,Water,Non_Wetland,Water
599,Forest,NULL,Water,Non_Wetland,Forest
600,Forest,Shrubland,NULL,Non_Wetland,NULL
601,Forest,Shrubland,NULL,Non_Wetland,Grassland
602,Forest,Shrubland,NULL,Non_Wetland,Wetland
603,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
604,Forest,Shrubland,NULL,Non_Wetland,Bareland
605,Forest,Shrubland,NULL,Non_Wetland,Water
606,Forest,Shrubland,NULL,Non_Wetland,Forest
607,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
608,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
609,Forest,Shrubland,Non_Water,Non_Wetland,Water
610,Forest,Shrubland,Non_Water,Non_Wetland,Forest
611,Forest,Shrubland,Water,Non_Wetland,Grassland
612,Forest,Shrubland,Water,Non_Wetland,Wetland
613,Forest,Shrubland,Water,Non_Wetland,Bareland
614,Forest,Shrubland,Water,Non_Wetland,Water
615,Forest,Shrubland,Water,Non_Wetland,Forest
616,Forest,Grassland,NULL,Non_Wetland,NULL
617,Forest,Grassland,NULL,Non_Wetland,Grassland
618,Forest,Grassland,NULL,Non_Wetland,Wetland
619,Forest,Grassland,NULL,Non_Wetland,Forest
620,Forest,Grassland,Non_Water,Non_Wetland,Grassland
621,Forest,Grassland,Non_Water,Non_Wetland,Forest
622,Forest,Grassland,Water,Non_Wetland,Forest
623,Forest,Cropland,NULL,Non_Wetland,Grassland
624,Forest,Cropland,NULL,Non_Wetland,Wetland
625,Forest,Cropland,NULL,Non_Wetland,Forest
626,Forest,Cropland,Water,Non_Wetland,Grassland
627,Forest,Cropland,Water,Non_Wetland,Forest
628,Forest,Wetland,NULL,Wetland,NULL
629,Forest,Wetland,NULL,Wetland,Grassland
630,Forest,Wetland,NULL,Wetland,Wetland
631,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
632,Forest,Wetland,NULL,Wetland,Bareland
633,Forest,Wetland,NULL,Wetland,Built-up
634,Forest,Wetland,NULL,Wetland,Water
635,Forest,Wetland,NULL,Wetland,Forest
636,Forest,Wetland,Non_Water,Wetland,NULL
637,Forest,Wetland,Non_Water,Wetland,Grassland
638,Forest,Wetland,Non_Water,Wetland,Wetland
639,Forest,Wetland,Non_Water,Wetland,Water
640,Forest,Wetland,Non_Water,Wetland,Forest
641,Forest,Wetland,Water,Wetland,Grassland
642,Forest,Wetland,Water,Wetland,Wetland
643,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
644,Forest,Wetland,Water,Wetland,Bareland
645,Forest,Wetland,Water,Wetland,Built-up
646,Forest,Wetland,Water,Wetland,Water
647,Forest,Wetland,Water,Wetland,Forest
648,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
649,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
650,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
651,Forest,Bareland,NULL,Non_Wetland,NULL
652,Forest,Bareland,NULL,Non_Wetland,Grassland
653,Forest,Bareland,NULL,Non_Wetland,Wetland
654,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
655,Forest,Bareland,NULL,Non_Wetland,Bareland
656,Forest,Bareland,NULL,Non_Wetland,Water
657,Forest,Bareland,NULL,Non_Wetland,Forest
658,Forest,Bareland,Non_Water,Non_Wetland,Grassland
659,Forest,Bareland,Non_Water,Non_Wetland,Wetland
660,Forest,Bareland,Non_Water,Non_Wetland,Bareland
661,Forest,Bareland,Non_Water,Non_Wetland,Water
662,Forest,Bareland,Non_Water,Non_Wetland,Forest
663,Forest,Bareland,Water,Non_Wetland,Grassland
664,Forest,Bareland,Water,Non_Wetland,Wetland
665,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
666,Forest,Bareland,Water,Non_Wetland,Bareland
667,Forest,Bareland,Water,Non_Wetland,Built-up
668,Forest,Bareland,Water,Non_Wetland,Water
669,Forest,Bareland,Water,Non_Wetland,Forest
670,Forest,Built-up,NULL,Non_Wetland,Grassland
671,Forest,Built-up,NULL,Non_Wetland,Wetland
672,Forest,Built-up,NULL,Non_Wetland,Bareland
673,Forest,Built-up,NULL,Non_Wetland,Water
674,Forest,Built-up,NULL,Non_Wetland,Forest
675,Forest,Built-up,Non_Water,Non_Wetland,Forest
676,Forest,Built-up,Water,Non_Wetland,Grassland
677,Forest,Built-up,Water,Non_Wetland,Wetland
678,Forest,Built-up,Water,Non_Wetland,Water
679,Forest,Built-up,Water,Non_Wetland,Forest
680,Forest,Water,NULL,Water,Grassland
681,Forest,Water,NULL,Water,Wetland
682,Forest,Water,NULL,Water,Water
683,Forest,Water,NULL,Water,Forest
684,Forest,Water,Non_Water,Water,Grassland
685,Forest,Water,Non_Water,Water,Wetland
686,Forest,Water,Non_Water,Water,Water
687,Forest,Water,Non_Water,Water,Forest
688,Forest,Water,Water,Water,Grassland
689,Forest,Water,Water,Water,Wetland
690,Forest,Water,Water,Water,Lichens_and_Mosses
691,Forest,Water,Water,Water,Bareland
692,Forest,Water,Water,Water,Water
693,Forest,Water,Water,Water,Forest
694,Forest,Forest,NULL,Non_Wetland,NULL
695,Forest,Forest,NULL,Non_Wetland,Grassland
696,Forest,Forest,NULL,Non_Wetland,Wetland
697,Forest,Forest,NULL,Non_Wetland,Bareland
698,Forest,Forest,NULL,Non_Wetland,Water
699,Forest,Forest,NULL,Non_Wetland,Forest
700,Forest,Forest,Non_Water,Non_Wetland,Grassland
701,Forest,Forest,Non_Water,Non_Wetland,Wetland
702,Forest,Forest,Non_Water,Non_Wetland,Water
703,Forest,Forest,Non_Water,Non_Wetland,Forest
704,Forest,Forest,Water,Non_Wetland,Grassland
705,Forest,Forest,Water,Non_Wetland,Wetland
706,Forest,Forest,Water,Non_Wetland,Bareland
707,Forest,Forest,Water,Non_Wetland,Water
708,Forest,Forest,Water,Non_Wetland,Forest
