Value,SIBERIA_2024_ESA_CALU_2024_41WPR_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPR_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPR_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPR_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPR_M_R,SIBERIA_2024_WorldCover_2021_41WPR_M_R
408,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
409,NULL,Bareland,Wetland,NULL,Wetland,Bareland
410,NULL,Bareland,Wetland,NULL,Wetland,Water
411,NULL,Bareland,Wetland,NULL,Wetland,Forest
412,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland
413,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
414,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
415,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
416,NULL,Bareland,Wetland,Non_Water,Wetland,Water
417,NULL,Bareland,Wetland,Non_Water,Wetland,Forest
418,NULL,Bareland,Wetland,Water,Wetland,Grassland
419,NULL,Bareland,Wetland,Water,Wetland,Wetland
420,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
421,NULL,Bareland,Wetland,Water,Wetland,Bareland
422,NULL,Bareland,Wetland,Water,Wetland,Water
423,NULL,Bareland,Wetland,Water,Wetland,Permanent_ice_and_snow
424,NULL,Bareland,Wetland,Water,Wetland,Forest
425,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
426,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
427,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
428,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
429,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
430,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
431,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
432,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
433,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
434,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
435,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
436,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
437,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
438,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
439,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
440,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
441,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
442,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
443,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
444,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
445,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
446,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
447,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
448,NULL,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
449,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
450,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
451,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
452,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
453,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
454,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
455,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
456,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
457,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
458,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
459,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
460,NULL,Bareland,Bareland,Water,Non_Wetland,Built-up
461,NULL,Bareland,Bareland,Water,Non_Wetland,Water
462,NULL,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
463,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
464,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
465,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
466,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
467,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
468,NULL,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
469,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
470,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
471,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
472,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
473,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
474,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland
475,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
476,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
477,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
478,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up
479,NULL,Bareland,Built-up,Water,Non_Wetland,Water
480,NULL,Bareland,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
481,NULL,Bareland,Water,NULL,NULL,Lichens_and_Mosses
482,NULL,Bareland,Water,NULL,NULL,Bareland
483,NULL,Bareland,Water,NULL,NULL,Water
484,NULL,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
485,NULL,Bareland,Water,NULL,Water,Grassland
486,NULL,Bareland,Water,NULL,Water,Wetland
487,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
488,NULL,Bareland,Water,NULL,Water,Bareland
489,NULL,Bareland,Water,NULL,Water,Water
490,NULL,Bareland,Water,NULL,Water,Permanent_ice_and_snow
491,NULL,Bareland,Water,NULL,Water,Forest
492,NULL,Bareland,Water,Non_Water,Water,Grassland
493,NULL,Bareland,Water,Non_Water,Water,Wetland
494,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
495,NULL,Bareland,Water,Non_Water,Water,Bareland
496,NULL,Bareland,Water,Non_Water,Water,Water
497,NULL,Bareland,Water,Water,NULL,Lichens_and_Mosses
498,NULL,Bareland,Water,Water,NULL,Bareland
499,NULL,Bareland,Water,Water,NULL,Water
500,NULL,Bareland,Water,Water,NULL,Permanent_ice_and_snow
501,NULL,Bareland,Water,Water,Water,Grassland
502,NULL,Bareland,Water,Water,Water,Wetland
503,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
504,NULL,Bareland,Water,Water,Water,Bareland
505,NULL,Bareland,Water,Water,Water,Water
506,NULL,Bareland,Water,Water,Water,Permanent_ice_and_snow
507,NULL,Bareland,Water,Water,Water,Forest
508,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
509,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
510,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
511,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
512,NULL,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
513,NULL,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
514,NULL,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Permanent_ice_and_snow
515,NULL,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
516,NULL,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
517,NULL,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Water
518,NULL,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
519,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
520,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
521,NULL,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
522,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
523,NULL,Bareland,Forest,NULL,Non_Wetland,Water
524,NULL,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
525,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
526,NULL,Bareland,Forest,Non_Water,Non_Wetland,Grassland
527,NULL,Bareland,Forest,Non_Water,Non_Wetland,Wetland
528,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
529,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
530,NULL,Bareland,Forest,Non_Water,Non_Wetland,Forest
531,NULL,Bareland,Forest,Water,Non_Wetland,Grassland
532,NULL,Bareland,Forest,Water,Non_Wetland,Wetland
533,NULL,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
534,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
535,NULL,Bareland,Forest,Water,Non_Wetland,Water
536,NULL,Bareland,Forest,Water,Non_Wetland,Forest
537,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
538,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
539,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
540,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
541,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
542,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
543,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
544,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
545,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
546,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
547,NULL,Built-up,Wetland,NULL,Wetland,Grassland
548,NULL,Built-up,Wetland,Water,Wetland,Bareland
549,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
550,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
551,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
552,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
553,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
554,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
555,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
556,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
557,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
558,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
559,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
560,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
561,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
562,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
563,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
564,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
565,NULL,Built-up,Bareland,Water,Non_Wetland,Water
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
569,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
570,NULL,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
571,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
572,NULL,Water,NULL,NULL,Non_Wetland,Grassland
573,NULL,Water,NULL,NULL,Non_Wetland,Wetland
574,NULL,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
575,NULL,Water,NULL,NULL,Non_Wetland,Bareland
576,NULL,Water,NULL,NULL,Non_Wetland,Water
577,NULL,Water,NULL,NULL,Non_Wetland,Forest
578,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
579,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
580,NULL,Water,NULL,Non_Water,Non_Wetland,Water
581,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
582,NULL,Water,NULL,Water,Non_Wetland,Grassland
583,NULL,Water,NULL,Water,Non_Wetland,Wetland
584,NULL,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
585,NULL,Water,NULL,Water,Non_Wetland,Bareland
586,NULL,Water,NULL,Water,Non_Wetland,Water
587,NULL,Water,NULL,Water,Non_Wetland,Forest
588,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
589,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
590,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
591,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
592,NULL,Water,Shrubland,NULL,Non_Wetland,Water
593,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
594,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
595,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
596,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
597,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
598,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
599,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
600,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
601,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
602,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
603,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
604,NULL,Water,Shrubland,Water,Non_Wetland,Water
605,NULL,Water,Shrubland,Water,Non_Wetland,Forest
606,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
607,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
608,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
609,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
610,NULL,Water,Grassland,NULL,Non_Wetland,Water
611,NULL,Water,Grassland,NULL,Non_Wetland,Forest
612,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
613,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
614,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
615,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
616,NULL,Water,Grassland,Water,Non_Wetland,Grassland
617,NULL,Water,Grassland,Water,Non_Wetland,Wetland
618,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
619,NULL,Water,Grassland,Water,Non_Wetland,Bareland
620,NULL,Water,Grassland,Water,Non_Wetland,Water
621,NULL,Water,Wetland,NULL,Wetland,Grassland
622,NULL,Water,Wetland,NULL,Wetland,Wetland
623,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
624,NULL,Water,Wetland,NULL,Wetland,Bareland
625,NULL,Water,Wetland,NULL,Wetland,Water
626,NULL,Water,Wetland,NULL,Wetland,Forest
627,NULL,Water,Wetland,Non_Water,Wetland,Grassland
628,NULL,Water,Wetland,Non_Water,Wetland,Wetland
629,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
630,NULL,Water,Wetland,Non_Water,Wetland,Bareland
631,NULL,Water,Wetland,Non_Water,Wetland,Water
632,NULL,Water,Wetland,Non_Water,Wetland,Forest
633,NULL,Water,Wetland,Water,NULL,Water
634,NULL,Water,Wetland,Water,Wetland,Grassland
635,NULL,Water,Wetland,Water,Wetland,Wetland
636,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
637,NULL,Water,Wetland,Water,Wetland,Bareland
638,NULL,Water,Wetland,Water,Wetland,Water
639,NULL,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
640,NULL,Water,Wetland,Water,Wetland,Forest
641,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
642,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
643,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
644,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
645,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
646,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
647,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
648,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
649,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
650,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
651,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
652,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
653,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
654,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
655,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
656,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
657,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
658,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
659,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
660,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
661,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
662,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
663,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
664,NULL,Water,Bareland,NULL,Non_Wetland,Water
665,NULL,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
666,NULL,Water,Bareland,NULL,Non_Wetland,Forest
667,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
668,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
669,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
670,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
671,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
672,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
673,NULL,Water,Bareland,Water,Non_Wetland,Grassland
674,NULL,Water,Bareland,Water,Non_Wetland,Wetland
675,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
676,NULL,Water,Bareland,Water,Non_Wetland,Bareland
677,NULL,Water,Bareland,Water,Non_Wetland,Built-up
678,NULL,Water,Bareland,Water,Non_Wetland,Water
679,NULL,Water,Bareland,Water,Non_Wetland,Forest
680,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
681,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
682,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
683,NULL,Water,Built-up,NULL,Non_Wetland,Water
684,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
685,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
686,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
687,NULL,Water,Built-up,Water,Non_Wetland,Grassland
688,NULL,Water,Built-up,Water,Non_Wetland,Wetland
689,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
690,NULL,Water,Built-up,Water,Non_Wetland,Bareland
691,NULL,Water,Built-up,Water,Non_Wetland,Built-up
692,NULL,Water,Built-up,Water,Non_Wetland,Water
693,NULL,Water,Built-up,Water,Non_Wetland,Forest
694,NULL,Water,Water,NULL,NULL,Water
695,NULL,Water,Water,NULL,Water,Grassland
696,NULL,Water,Water,NULL,Water,Wetland
697,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
698,NULL,Water,Water,NULL,Water,Bareland
699,NULL,Water,Water,NULL,Water,Water
700,NULL,Water,Water,NULL,Water,Permanent_ice_and_snow
701,NULL,Water,Water,NULL,Water,Forest
702,NULL,Water,Water,Non_Water,Water,Grassland
703,NULL,Water,Water,Non_Water,Water,Wetland
704,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
705,NULL,Water,Water,Non_Water,Water,Bareland
706,NULL,Water,Water,Non_Water,Water,Water
707,NULL,Water,Water,Non_Water,Water,Forest
708,NULL,Water,Water,Water,NULL,Water
709,NULL,Water,Water,Water,NULL,Permanent_ice_and_snow
710,NULL,Water,Water,Water,Water,Grassland
711,NULL,Water,Water,Water,Water,Wetland
712,NULL,Water,Water,Water,Water,Lichens_and_Mosses
713,NULL,Water,Water,Water,Water,Bareland
714,NULL,Water,Water,Water,Water,Built-up
715,NULL,Water,Water,Water,Water,Water
716,NULL,Water,Water,Water,Water,Permanent_ice_and_snow
717,NULL,Water,Water,Water,Water,Forest
718,NULL,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
719,NULL,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
720,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
721,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
722,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
723,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
724,NULL,Water,Forest,NULL,Non_Wetland,Grassland
725,NULL,Water,Forest,NULL,Non_Wetland,Wetland
726,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
727,NULL,Water,Forest,NULL,Non_Wetland,Bareland
728,NULL,Water,Forest,NULL,Non_Wetland,Water
729,NULL,Water,Forest,NULL,Non_Wetland,Forest
730,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
731,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
732,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
733,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
734,NULL,Water,Forest,Non_Water,Non_Wetland,Water
735,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
736,NULL,Water,Forest,Water,Non_Wetland,Grassland
737,NULL,Water,Forest,Water,Non_Wetland,Wetland
738,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
739,NULL,Water,Forest,Water,Non_Wetland,Bareland
740,NULL,Water,Forest,Water,Non_Wetland,Water
741,NULL,Water,Forest,Water,Non_Wetland,Forest
742,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
743,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
744,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
745,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
746,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
747,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
748,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
749,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
750,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
751,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
752,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
753,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
754,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
755,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
756,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
757,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
758,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
759,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
760,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
761,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
762,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
763,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
764,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
765,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
766,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
767,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
768,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
769,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
770,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
771,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
772,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
773,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
774,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
775,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
776,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
777,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
778,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
779,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
780,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
781,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
782,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Permanent_ice_and_snow
783,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
784,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL
785,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
786,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
787,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
788,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
789,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
790,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
791,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
792,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
793,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
794,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
795,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
796,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
797,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
798,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
799,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
800,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
801,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
802,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
803,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
804,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
805,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
806,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
