Value,SIBERIA_2024_ESA_CALU_2024_42WVA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVA_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVA_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R,SIBERIA_2024_WorldCover_2021_42WVA_M_R
402,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
403,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
404,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
405,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
406,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
407,Wetland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
408,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
409,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
410,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
411,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
412,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
413,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
414,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
415,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
416,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
417,Wetland,NULL,Bareland,Water,Non_Wetland,Water
418,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
419,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water
420,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
421,Wetland,NULL,Water,NULL,Water,Grassland
422,Wetland,NULL,Water,NULL,Water,Wetland
423,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
424,Wetland,NULL,Water,NULL,Water,Bareland
425,Wetland,NULL,Water,NULL,Water,Water
426,Wetland,NULL,Water,Non_Water,Water,Grassland
427,Wetland,NULL,Water,Non_Water,Water,Wetland
428,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
429,Wetland,NULL,Water,Non_Water,Water,Water
430,Wetland,NULL,Water,Water,NULL,Water
431,Wetland,NULL,Water,Water,Water,Grassland
432,Wetland,NULL,Water,Water,Water,Wetland
433,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
434,Wetland,NULL,Water,Water,Water,Bareland
435,Wetland,NULL,Water,Water,Water,Water
436,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
437,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
438,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
439,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
440,Wetland,NULL,Forest,NULL,Non_Wetland,Water
441,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
442,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
443,Wetland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
444,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
445,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
446,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
447,Wetland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
448,Wetland,NULL,Forest,Water,Non_Wetland,Water
449,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
450,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
451,Bareland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
452,Bareland,NULL,NULL,NULL,Non_Wetland,Water
453,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
454,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
455,Bareland,NULL,NULL,Water,Non_Wetland,Water
456,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
457,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
461,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
462,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
463,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
464,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
465,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
466,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
467,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
468,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
469,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
470,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
471,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
472,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
473,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
474,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
475,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
476,Bareland,NULL,Wetland,NULL,NULL,Water
477,Bareland,NULL,Wetland,NULL,Wetland,Grassland
478,Bareland,NULL,Wetland,NULL,Wetland,Wetland
479,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
480,Bareland,NULL,Wetland,NULL,Wetland,Bareland
481,Bareland,NULL,Wetland,NULL,Wetland,Water
482,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
483,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
484,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
485,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
486,Bareland,NULL,Wetland,Non_Water,Wetland,Water
487,Bareland,NULL,Wetland,Water,Wetland,Grassland
488,Bareland,NULL,Wetland,Water,Wetland,Wetland
489,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
490,Bareland,NULL,Wetland,Water,Wetland,Bareland
491,Bareland,NULL,Wetland,Water,Wetland,Water
492,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
493,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
494,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
495,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
496,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
497,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
498,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
499,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
500,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
501,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
502,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
503,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
504,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
505,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
506,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
507,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
508,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
509,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
510,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
511,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
512,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
513,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
514,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
515,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
516,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
517,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
518,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
519,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
520,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
521,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
522,Bareland,NULL,Bareland,Water,Non_Wetland,Water
523,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
524,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
525,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
526,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
527,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
528,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
529,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
530,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
531,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
532,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
533,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
534,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
535,Bareland,NULL,Built-up,Water,Non_Wetland,Water
536,Bareland,NULL,Water,NULL,Water,Grassland
537,Bareland,NULL,Water,NULL,Water,Wetland
538,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
539,Bareland,NULL,Water,NULL,Water,Bareland
540,Bareland,NULL,Water,NULL,Water,Water
541,Bareland,NULL,Water,Non_Water,Water,Grassland
542,Bareland,NULL,Water,Non_Water,Water,Wetland
543,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
544,Bareland,NULL,Water,Non_Water,Water,Bareland
545,Bareland,NULL,Water,Non_Water,Water,Water
546,Bareland,NULL,Water,Water,NULL,Water
547,Bareland,NULL,Water,Water,Water,Grassland
548,Bareland,NULL,Water,Water,Water,Wetland
549,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
550,Bareland,NULL,Water,Water,Water,Bareland
551,Bareland,NULL,Water,Water,Water,Water
552,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
553,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
554,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
555,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
556,Bareland,NULL,Forest,NULL,Non_Wetland,Water
557,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
558,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
559,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
560,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
561,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
562,Bareland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
563,Bareland,NULL,Forest,Water,Non_Wetland,Water
564,Bareland,NULL,Forest,Water,Non_Wetland,Forest
565,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
566,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
567,Water,NULL,Shrubland,NULL,Non_Wetland,Water
568,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
569,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
570,Water,NULL,Shrubland,Water,Non_Wetland,Water
571,Water,NULL,Wetland,NULL,Wetland,Wetland
572,Water,NULL,Wetland,NULL,Wetland,Water
573,Water,NULL,Wetland,Non_Water,Wetland,Water
574,Water,NULL,Wetland,Water,NULL,Water
575,Water,NULL,Wetland,Water,Wetland,Grassland
576,Water,NULL,Wetland,Water,Wetland,Wetland
577,Water,NULL,Wetland,Water,Wetland,Water
578,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
579,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
580,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
581,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
582,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
583,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
584,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
585,Water,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
586,Water,NULL,Bareland,NULL,Non_Wetland,Water
587,Water,NULL,Bareland,Water,Non_Wetland,Wetland
588,Water,NULL,Bareland,Water,Non_Wetland,Water
589,Water,NULL,Water,NULL,Water,Grassland
590,Water,NULL,Water,NULL,Water,Wetland
591,Water,NULL,Water,NULL,Water,Lichens_and_Mosses
592,Water,NULL,Water,NULL,Water,Water
593,Water,NULL,Water,Non_Water,Water,Wetland
594,Water,NULL,Water,Non_Water,Water,Water
595,Water,NULL,Water,Water,NULL,Water
596,Water,NULL,Water,Water,Water,Grassland
597,Water,NULL,Water,Water,Water,Wetland
598,Water,NULL,Water,Water,Water,Lichens_and_Mosses
599,Water,NULL,Water,Water,Water,Bareland
600,Water,NULL,Water,Water,Water,Water
601,Water,NULL,Forest,NULL,Non_Wetland,Wetland
602,Water,NULL,Forest,NULL,Non_Wetland,Water
603,Water,NULL,Forest,Non_Water,Non_Wetland,Water
604,Water,NULL,Forest,Water,Non_Wetland,Wetland
605,Water,NULL,Forest,Water,Non_Wetland,Water
606,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
607,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
608,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
609,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
610,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
611,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
612,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
613,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
614,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
615,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
616,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
617,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
618,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
619,Forest,NULL,Shrubland,Water,Non_Wetland,Water
620,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
621,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
622,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
623,Forest,NULL,Grassland,NULL,Non_Wetland,Water
624,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
625,Forest,NULL,Wetland,NULL,Wetland,Grassland
626,Forest,NULL,Wetland,NULL,Wetland,Wetland
627,Forest,NULL,Wetland,NULL,Wetland,Bareland
628,Forest,NULL,Wetland,NULL,Wetland,Water
629,Forest,NULL,Wetland,NULL,Wetland,Forest
630,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
631,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
632,Forest,NULL,Wetland,Non_Water,Wetland,Water
633,Forest,NULL,Wetland,Water,Wetland,Wetland
634,Forest,NULL,Wetland,Water,Wetland,Water
635,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
636,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
637,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
638,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
639,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
640,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
641,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
642,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
643,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
644,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
645,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
646,Forest,NULL,Bareland,NULL,Non_Wetland,Water
647,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
648,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
649,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
650,Forest,NULL,Water,NULL,Water,Grassland
651,Forest,NULL,Water,NULL,Water,Wetland
652,Forest,NULL,Water,NULL,Water,Water
653,Forest,NULL,Water,Non_Water,Water,Grassland
654,Forest,NULL,Water,Non_Water,Water,Wetland
655,Forest,NULL,Water,Non_Water,Water,Water
656,Forest,NULL,Water,Water,Water,Grassland
657,Forest,NULL,Water,Water,Water,Wetland
658,Forest,NULL,Water,Water,Water,Water
659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
660,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
661,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
662,Forest,NULL,Forest,NULL,Non_Wetland,Water
663,Forest,NULL,Forest,NULL,Non_Wetland,Forest
664,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
665,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
666,Forest,NULL,Forest,Water,Non_Wetland,Grassland
667,Forest,NULL,Forest,Water,Non_Wetland,Wetland
668,Forest,NULL,Forest,Water,Non_Wetland,Water
