Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VNK_M_R,SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,SIBERIA_2024_WorldCover_2021_41VNK_M_R
486,Water,Shrubland,NULL,Non_Wetland,Wetland
487,Water,Shrubland,NULL,Non_Wetland,Bareland
488,Water,Shrubland,NULL,Non_Wetland,Water
489,Water,Shrubland,NULL,Non_Wetland,Forest
490,Water,Shrubland,Non_Water,Non_Wetland,Grassland
491,Water,Shrubland,Non_Water,Non_Wetland,Wetland
492,Water,Shrubland,Non_Water,Non_Wetland,Water
493,Water,Shrubland,Non_Water,Non_Wetland,Forest
494,Water,Shrubland,Water,Non_Wetland,Grassland
495,Water,Shrubland,Water,Non_Wetland,Wetland
496,Water,Shrubland,Water,Non_Wetland,Water
497,Water,Shrubland,Water,Non_Wetland,Forest
498,Water,Grassland,NULL,Non_Wetland,Grassland
499,Water,Grassland,NULL,Non_Wetland,Wetland
500,Water,Grassland,NULL,Non_Wetland,Water
501,Water,Grassland,NULL,Non_Wetland,Forest
502,Water,Grassland,Non_Water,Non_Wetland,Grassland
503,Water,Grassland,Non_Water,Non_Wetland,Wetland
504,Water,Grassland,Water,Non_Wetland,Grassland
505,Water,Grassland,Water,Non_Wetland,Water
506,Water,Cropland,NULL,Non_Wetland,Grassland
507,Water,Cropland,NULL,Non_Wetland,Wetland
508,Water,Cropland,NULL,Non_Wetland,Water
509,Water,Cropland,NULL,Non_Wetland,Forest
510,Water,Cropland,Non_Water,Non_Wetland,Grassland
511,Water,Cropland,Non_Water,Non_Wetland,Cropland
512,Water,Cropland,Non_Water,Non_Wetland,Wetland
513,Water,Cropland,Non_Water,Non_Wetland,Water
514,Water,Cropland,Non_Water,Non_Wetland,Forest
515,Water,Cropland,Water,Non_Wetland,Grassland
516,Water,Cropland,Water,Non_Wetland,Wetland
517,Water,Cropland,Water,Non_Wetland,Water
518,Water,Cropland,Water,Non_Wetland,Forest
519,Water,Wetland,NULL,Wetland,NULL
520,Water,Wetland,NULL,Wetland,Grassland
521,Water,Wetland,NULL,Wetland,Wetland
522,Water,Wetland,NULL,Wetland,Bareland
523,Water,Wetland,NULL,Wetland,Built-up
524,Water,Wetland,NULL,Wetland,Water
525,Water,Wetland,NULL,Wetland,Forest
526,Water,Wetland,Non_Water,Wetland,NULL
527,Water,Wetland,Non_Water,Wetland,Grassland
528,Water,Wetland,Non_Water,Wetland,Cropland
529,Water,Wetland,Non_Water,Wetland,Wetland
530,Water,Wetland,Non_Water,Wetland,Bareland
531,Water,Wetland,Non_Water,Wetland,Built-up
532,Water,Wetland,Non_Water,Wetland,Water
533,Water,Wetland,Non_Water,Wetland,Forest
534,Water,Wetland,Water,Wetland,NULL
535,Water,Wetland,Water,Wetland,Grassland
536,Water,Wetland,Water,Wetland,Cropland
537,Water,Wetland,Water,Wetland,Wetland
538,Water,Wetland,Water,Wetland,Lichens_and_Mosses
539,Water,Wetland,Water,Wetland,Bareland
540,Water,Wetland,Water,Wetland,Water
541,Water,Wetland,Water,Wetland,Forest
542,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
543,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
544,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
545,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
546,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
547,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
548,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
549,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
550,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
551,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
552,Water,Bareland,NULL,Non_Wetland,Grassland
553,Water,Bareland,NULL,Non_Wetland,Wetland
554,Water,Bareland,NULL,Non_Wetland,Bareland
555,Water,Bareland,NULL,Non_Wetland,Built-up
556,Water,Bareland,NULL,Non_Wetland,Water
557,Water,Bareland,NULL,Non_Wetland,Forest
558,Water,Bareland,Non_Water,Non_Wetland,Grassland
559,Water,Bareland,Non_Water,Non_Wetland,Wetland
560,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
561,Water,Bareland,Non_Water,Non_Wetland,Bareland
562,Water,Bareland,Non_Water,Non_Wetland,Built-up
563,Water,Bareland,Non_Water,Non_Wetland,Water
564,Water,Bareland,Non_Water,Non_Wetland,Forest
565,Water,Bareland,Water,Non_Wetland,Grassland
566,Water,Bareland,Water,Non_Wetland,Wetland
567,Water,Bareland,Water,Non_Wetland,Bareland
568,Water,Bareland,Water,Non_Wetland,Water
569,Water,Bareland,Water,Non_Wetland,Forest
570,Water,Built-up,NULL,Non_Wetland,Grassland
571,Water,Built-up,NULL,Non_Wetland,Wetland
572,Water,Built-up,NULL,Non_Wetland,Bareland
573,Water,Built-up,NULL,Non_Wetland,Built-up
574,Water,Built-up,NULL,Non_Wetland,Water
575,Water,Built-up,NULL,Non_Wetland,Forest
576,Water,Built-up,Non_Water,Non_Wetland,Grassland
577,Water,Built-up,Non_Water,Non_Wetland,Wetland
578,Water,Built-up,Non_Water,Non_Wetland,Bareland
579,Water,Built-up,Non_Water,Non_Wetland,Built-up
580,Water,Built-up,Non_Water,Non_Wetland,Water
581,Water,Built-up,Water,Non_Wetland,Grassland
582,Water,Built-up,Water,Non_Wetland,Wetland
583,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
584,Water,Built-up,Water,Non_Wetland,Bareland
585,Water,Built-up,Water,Non_Wetland,Water
586,Water,Water,NULL,Water,NULL
587,Water,Water,NULL,Water,Grassland
588,Water,Water,NULL,Water,Wetland
589,Water,Water,NULL,Water,Bareland
590,Water,Water,NULL,Water,Water
591,Water,Water,NULL,Water,Forest
592,Water,Water,Non_Water,Water,Grassland
593,Water,Water,Non_Water,Water,Wetland
594,Water,Water,Non_Water,Water,Bareland
595,Water,Water,Non_Water,Water,Water
596,Water,Water,Non_Water,Water,Forest
597,Water,Water,Water,Water,NULL
598,Water,Water,Water,Water,Grassland
599,Water,Water,Water,Water,Wetland
600,Water,Water,Water,Water,Lichens_and_Mosses
601,Water,Water,Water,Water,Bareland
602,Water,Water,Water,Water,Water
603,Water,Water,Water,Water,Forest
604,Water,Forest,NULL,Non_Wetland,NULL
605,Water,Forest,NULL,Non_Wetland,Grassland
606,Water,Forest,NULL,Non_Wetland,Wetland
607,Water,Forest,NULL,Non_Wetland,Water
608,Water,Forest,NULL,Non_Wetland,Forest
609,Water,Forest,Non_Water,Non_Wetland,NULL
610,Water,Forest,Non_Water,Non_Wetland,Grassland
611,Water,Forest,Non_Water,Non_Wetland,Wetland
612,Water,Forest,Non_Water,Non_Wetland,Water
613,Water,Forest,Non_Water,Non_Wetland,Forest
614,Water,Forest,Water,Non_Wetland,NULL
615,Water,Forest,Water,Non_Wetland,Grassland
616,Water,Forest,Water,Non_Wetland,Wetland
617,Water,Forest,Water,Non_Wetland,Water
618,Water,Forest,Water,Non_Wetland,Forest
619,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
620,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
621,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
622,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
623,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
624,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
625,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
626,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
627,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
628,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
629,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
630,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
631,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
632,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
633,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
634,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
635,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
636,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
637,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
638,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
639,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
640,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
641,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
642,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
643,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
644,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
645,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
646,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
647,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
648,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
649,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
650,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
651,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
652,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
653,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
654,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
655,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
656,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
657,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
658,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
659,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
660,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
661,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
662,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
663,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
664,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
665,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
666,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
667,Permanent_ice_and_snow,Water,NULL,Water,Wetland
668,Permanent_ice_and_snow,Water,NULL,Water,Forest
669,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
670,Permanent_ice_and_snow,Water,Water,Water,Wetland
671,Permanent_ice_and_snow,Water,Water,Water,Water
672,Permanent_ice_and_snow,Water,Water,Water,Forest
673,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
674,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
675,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
676,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
677,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
678,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
679,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
681,Forest,NULL,NULL,Non_Wetland,NULL
682,Forest,NULL,NULL,Non_Wetland,Grassland
683,Forest,NULL,NULL,Non_Wetland,Wetland
684,Forest,NULL,NULL,Non_Wetland,Bareland
685,Forest,NULL,NULL,Non_Wetland,Built-up
686,Forest,NULL,NULL,Non_Wetland,Water
687,Forest,NULL,NULL,Non_Wetland,Forest
688,Forest,NULL,Non_Water,Non_Wetland,NULL
689,Forest,NULL,Non_Water,Non_Wetland,Grassland
690,Forest,NULL,Non_Water,Non_Wetland,Wetland
691,Forest,NULL,Non_Water,Non_Wetland,Water
692,Forest,NULL,Non_Water,Non_Wetland,Forest
693,Forest,NULL,Water,Non_Wetland,NULL
694,Forest,NULL,Water,Non_Wetland,Grassland
695,Forest,NULL,Water,Non_Wetland,Wetland
696,Forest,NULL,Water,Non_Wetland,Water
697,Forest,NULL,Water,Non_Wetland,Forest
698,Forest,Shrubland,NULL,Non_Wetland,NULL
699,Forest,Shrubland,NULL,Non_Wetland,Grassland
700,Forest,Shrubland,NULL,Non_Wetland,Wetland
701,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
702,Forest,Shrubland,NULL,Non_Wetland,Bareland
703,Forest,Shrubland,NULL,Non_Wetland,Built-up
704,Forest,Shrubland,NULL,Non_Wetland,Water
705,Forest,Shrubland,NULL,Non_Wetland,Forest
706,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
707,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
708,Forest,Shrubland,Non_Water,Non_Wetland,Forest
709,Forest,Shrubland,Water,Non_Wetland,Grassland
710,Forest,Shrubland,Water,Non_Wetland,Wetland
711,Forest,Shrubland,Water,Non_Wetland,Water
712,Forest,Shrubland,Water,Non_Wetland,Forest
713,Forest,Grassland,NULL,Non_Wetland,NULL
714,Forest,Grassland,NULL,Non_Wetland,Grassland
715,Forest,Grassland,NULL,Non_Wetland,Wetland
716,Forest,Grassland,NULL,Non_Wetland,Bareland
717,Forest,Grassland,NULL,Non_Wetland,Built-up
718,Forest,Grassland,NULL,Non_Wetland,Water
719,Forest,Grassland,NULL,Non_Wetland,Forest
720,Forest,Grassland,Non_Water,Non_Wetland,Forest
721,Forest,Grassland,Water,Non_Wetland,Forest
722,Forest,Cropland,NULL,Non_Wetland,NULL
723,Forest,Cropland,NULL,Non_Wetland,Grassland
724,Forest,Cropland,NULL,Non_Wetland,Wetland
725,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
726,Forest,Cropland,NULL,Non_Wetland,Bareland
727,Forest,Cropland,NULL,Non_Wetland,Built-up
728,Forest,Cropland,NULL,Non_Wetland,Forest
729,Forest,Cropland,Non_Water,Non_Wetland,Wetland
730,Forest,Cropland,Non_Water,Non_Wetland,Forest
731,Forest,Cropland,Water,Non_Wetland,Wetland
732,Forest,Cropland,Water,Non_Wetland,Water
733,Forest,Cropland,Water,Non_Wetland,Forest
734,Forest,Wetland,NULL,Wetland,NULL
735,Forest,Wetland,NULL,Wetland,Grassland
736,Forest,Wetland,NULL,Wetland,Wetland
737,Forest,Wetland,NULL,Wetland,Bareland
738,Forest,Wetland,NULL,Wetland,Built-up
739,Forest,Wetland,NULL,Wetland,Water
740,Forest,Wetland,NULL,Wetland,Forest
741,Forest,Wetland,Non_Water,Wetland,NULL
742,Forest,Wetland,Non_Water,Wetland,Grassland
743,Forest,Wetland,Non_Water,Wetland,Wetland
744,Forest,Wetland,Non_Water,Wetland,Water
745,Forest,Wetland,Non_Water,Wetland,Forest
746,Forest,Wetland,Water,Wetland,Grassland
747,Forest,Wetland,Water,Wetland,Wetland
748,Forest,Wetland,Water,Wetland,Built-up
749,Forest,Wetland,Water,Wetland,Water
750,Forest,Wetland,Water,Wetland,Forest
751,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
752,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
753,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
754,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
755,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
756,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
757,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
758,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
759,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
760,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
761,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
762,Forest,Bareland,NULL,Non_Wetland,NULL
763,Forest,Bareland,NULL,Non_Wetland,Grassland
764,Forest,Bareland,NULL,Non_Wetland,Wetland
765,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
766,Forest,Bareland,NULL,Non_Wetland,Bareland
767,Forest,Bareland,NULL,Non_Wetland,Built-up
768,Forest,Bareland,NULL,Non_Wetland,Water
769,Forest,Bareland,NULL,Non_Wetland,Forest
770,Forest,Bareland,Non_Water,Non_Wetland,NULL
771,Forest,Bareland,Non_Water,Non_Wetland,Grassland
772,Forest,Bareland,Non_Water,Non_Wetland,Wetland
773,Forest,Bareland,Non_Water,Non_Wetland,Water
774,Forest,Bareland,Non_Water,Non_Wetland,Forest
775,Forest,Bareland,Water,Non_Wetland,Grassland
776,Forest,Bareland,Water,Non_Wetland,Wetland
777,Forest,Bareland,Water,Non_Wetland,Water
778,Forest,Bareland,Water,Non_Wetland,Forest
779,Forest,Built-up,NULL,Non_Wetland,NULL
780,Forest,Built-up,NULL,Non_Wetland,Grassland
781,Forest,Built-up,NULL,Non_Wetland,Wetland
782,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
783,Forest,Built-up,NULL,Non_Wetland,Bareland
784,Forest,Built-up,NULL,Non_Wetland,Built-up
785,Forest,Built-up,NULL,Non_Wetland,Water
786,Forest,Built-up,NULL,Non_Wetland,Forest
787,Forest,Built-up,Non_Water,Non_Wetland,Grassland
788,Forest,Built-up,Non_Water,Non_Wetland,Forest
789,Forest,Built-up,Water,Non_Wetland,Grassland
790,Forest,Built-up,Water,Non_Wetland,Wetland
791,Forest,Built-up,Water,Non_Wetland,Water
792,Forest,Built-up,Water,Non_Wetland,Forest
793,Forest,Water,NULL,Water,NULL
794,Forest,Water,NULL,Water,Grassland
795,Forest,Water,NULL,Water,Wetland
796,Forest,Water,NULL,Water,Bareland
797,Forest,Water,NULL,Water,Built-up
798,Forest,Water,NULL,Water,Water
799,Forest,Water,NULL,Water,Forest
800,Forest,Water,Non_Water,Water,NULL
801,Forest,Water,Non_Water,Water,Grassland
802,Forest,Water,Non_Water,Water,Wetland
803,Forest,Water,Non_Water,Water,Water
804,Forest,Water,Non_Water,Water,Forest
805,Forest,Water,Water,Water,NULL
806,Forest,Water,Water,Water,Grassland
807,Forest,Water,Water,Water,Wetland
808,Forest,Water,Water,Water,Water
809,Forest,Water,Water,Water,Forest
810,Forest,Forest,NULL,Non_Wetland,NULL
811,Forest,Forest,NULL,Non_Wetland,Grassland
812,Forest,Forest,NULL,Non_Wetland,Cropland
813,Forest,Forest,NULL,Non_Wetland,Wetland
814,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
815,Forest,Forest,NULL,Non_Wetland,Bareland
816,Forest,Forest,NULL,Non_Wetland,Built-up
817,Forest,Forest,NULL,Non_Wetland,Water
818,Forest,Forest,NULL,Non_Wetland,Forest
819,Forest,Forest,Non_Water,Non_Wetland,NULL
820,Forest,Forest,Non_Water,Non_Wetland,Grassland
821,Forest,Forest,Non_Water,Non_Wetland,Wetland
822,Forest,Forest,Non_Water,Non_Wetland,Water
823,Forest,Forest,Non_Water,Non_Wetland,Forest
824,Forest,Forest,Water,Non_Wetland,Grassland
825,Forest,Forest,Water,Non_Wetland,Wetland
826,Forest,Forest,Water,Non_Wetland,Water
827,Forest,Forest,Water,Non_Wetland,Forest
