Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WES_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WES_M_R,SIBERIA_2024_GSW_Yearly_2021_43WES_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WES_M_R,SIBERIA_2024_WorldCover_2021_43WES_M_R
473,Built-up,Water,Water,Water,Water
474,Built-up,Forest,NULL,Non_Wetland,Grassland
475,Built-up,Forest,NULL,Non_Wetland,Wetland
476,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
477,Built-up,Forest,NULL,Non_Wetland,Bareland
478,Built-up,Forest,NULL,Non_Wetland,Built-up
479,Built-up,Forest,NULL,Non_Wetland,Water
480,Built-up,Forest,Non_Water,Non_Wetland,Wetland
481,Built-up,Forest,Water,Non_Wetland,Wetland
482,Built-up,Forest,Water,Non_Wetland,Bareland
483,Built-up,Forest,Water,Non_Wetland,Water
484,Water,NULL,NULL,Non_Wetland,Wetland
485,Water,NULL,NULL,Non_Wetland,Bareland
486,Water,NULL,NULL,Non_Wetland,Water
487,Water,NULL,NULL,Non_Wetland,Forest
488,Water,NULL,Non_Water,Non_Wetland,Wetland
489,Water,NULL,Non_Water,Non_Wetland,Water
490,Water,NULL,Water,Non_Wetland,Wetland
491,Water,NULL,Water,Non_Wetland,Water
492,Water,NULL,Water,Non_Wetland,Forest
493,Water,Shrubland,NULL,Non_Wetland,Grassland
494,Water,Shrubland,NULL,Non_Wetland,Wetland
495,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
496,Water,Shrubland,NULL,Non_Wetland,Bareland
497,Water,Shrubland,NULL,Non_Wetland,Water
498,Water,Shrubland,NULL,Non_Wetland,Forest
499,Water,Shrubland,Non_Water,Non_Wetland,Wetland
500,Water,Shrubland,Non_Water,Non_Wetland,Water
501,Water,Shrubland,Water,Non_Wetland,Grassland
502,Water,Shrubland,Water,Non_Wetland,Wetland
503,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
504,Water,Shrubland,Water,Non_Wetland,Bareland
505,Water,Shrubland,Water,Non_Wetland,Water
506,Water,Shrubland,Water,Non_Wetland,Forest
507,Water,Grassland,NULL,Non_Wetland,Grassland
508,Water,Grassland,NULL,Non_Wetland,Wetland
509,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
510,Water,Grassland,NULL,Non_Wetland,Bareland
511,Water,Grassland,NULL,Non_Wetland,Water
512,Water,Grassland,NULL,Non_Wetland,Forest
513,Water,Grassland,Non_Water,Non_Wetland,Grassland
514,Water,Grassland,Non_Water,Non_Wetland,Wetland
515,Water,Grassland,Non_Water,Non_Wetland,Water
516,Water,Grassland,Water,Non_Wetland,Grassland
517,Water,Grassland,Water,Non_Wetland,Wetland
518,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
519,Water,Grassland,Water,Non_Wetland,Bareland
520,Water,Grassland,Water,Non_Wetland,Water
521,Water,Grassland,Water,Non_Wetland,Forest
522,Water,Wetland,NULL,NULL,Grassland
523,Water,Wetland,NULL,NULL,Wetland
524,Water,Wetland,NULL,NULL,Lichens_and_Mosses
525,Water,Wetland,NULL,NULL,Bareland
526,Water,Wetland,NULL,NULL,Water
527,Water,Wetland,NULL,Wetland,Grassland
528,Water,Wetland,NULL,Wetland,Wetland
529,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
530,Water,Wetland,NULL,Wetland,Bareland
531,Water,Wetland,NULL,Wetland,Water
532,Water,Wetland,NULL,Wetland,Forest
533,Water,Wetland,Non_Water,NULL,Wetland
534,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
535,Water,Wetland,Non_Water,NULL,Bareland
536,Water,Wetland,Non_Water,NULL,Water
537,Water,Wetland,Non_Water,Wetland,Grassland
538,Water,Wetland,Non_Water,Wetland,Wetland
539,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
540,Water,Wetland,Non_Water,Wetland,Bareland
541,Water,Wetland,Non_Water,Wetland,Water
542,Water,Wetland,Water,NULL,Wetland
543,Water,Wetland,Water,NULL,Lichens_and_Mosses
544,Water,Wetland,Water,NULL,Bareland
545,Water,Wetland,Water,NULL,Water
546,Water,Wetland,Water,Wetland,Grassland
547,Water,Wetland,Water,Wetland,Wetland
548,Water,Wetland,Water,Wetland,Lichens_and_Mosses
549,Water,Wetland,Water,Wetland,Bareland
550,Water,Wetland,Water,Wetland,Water
551,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
552,Water,Wetland,Water,Wetland,Forest
553,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
554,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
555,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
556,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
557,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
558,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
559,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
560,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
561,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
562,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
563,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
564,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
565,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
566,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
567,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
568,Water,Bareland,NULL,Non_Wetland,Grassland
569,Water,Bareland,NULL,Non_Wetland,Wetland
570,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
571,Water,Bareland,NULL,Non_Wetland,Bareland
572,Water,Bareland,NULL,Non_Wetland,Water
573,Water,Bareland,NULL,Non_Wetland,Forest
574,Water,Bareland,Non_Water,Non_Wetland,Grassland
575,Water,Bareland,Non_Water,Non_Wetland,Wetland
576,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
577,Water,Bareland,Non_Water,Non_Wetland,Bareland
578,Water,Bareland,Non_Water,Non_Wetland,Water
579,Water,Bareland,Water,Non_Wetland,Grassland
580,Water,Bareland,Water,Non_Wetland,Wetland
581,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
582,Water,Bareland,Water,Non_Wetland,Bareland
583,Water,Bareland,Water,Non_Wetland,Water
584,Water,Bareland,Water,Non_Wetland,Forest
585,Water,Built-up,NULL,Non_Wetland,Grassland
586,Water,Built-up,NULL,Non_Wetland,Wetland
587,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
588,Water,Built-up,NULL,Non_Wetland,Bareland
589,Water,Built-up,NULL,Non_Wetland,Water
590,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
591,Water,Built-up,Non_Water,Non_Wetland,Bareland
592,Water,Built-up,Non_Water,Non_Wetland,Water
593,Water,Built-up,Water,Non_Wetland,Wetland
594,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
595,Water,Built-up,Water,Non_Wetland,Bareland
596,Water,Built-up,Water,Non_Wetland,Water
597,Water,Water,NULL,NULL,Grassland
598,Water,Water,NULL,NULL,Wetland
599,Water,Water,NULL,NULL,Lichens_and_Mosses
600,Water,Water,NULL,NULL,Bareland
601,Water,Water,NULL,NULL,Water
602,Water,Water,NULL,Water,Grassland
603,Water,Water,NULL,Water,Wetland
604,Water,Water,NULL,Water,Lichens_and_Mosses
605,Water,Water,NULL,Water,Bareland
606,Water,Water,NULL,Water,Water
607,Water,Water,NULL,Water,Forest
608,Water,Water,Non_Water,NULL,Grassland
609,Water,Water,Non_Water,NULL,Wetland
610,Water,Water,Non_Water,NULL,Bareland
611,Water,Water,Non_Water,NULL,Water
612,Water,Water,Non_Water,Water,Grassland
613,Water,Water,Non_Water,Water,Wetland
614,Water,Water,Non_Water,Water,Lichens_and_Mosses
615,Water,Water,Non_Water,Water,Bareland
616,Water,Water,Non_Water,Water,Water
617,Water,Water,Non_Water,Water,Forest
618,Water,Water,Water,NULL,Grassland
619,Water,Water,Water,NULL,Wetland
620,Water,Water,Water,NULL,Lichens_and_Mosses
621,Water,Water,Water,NULL,Bareland
622,Water,Water,Water,NULL,Water
623,Water,Water,Water,Water,Grassland
624,Water,Water,Water,Water,Wetland
625,Water,Water,Water,Water,Lichens_and_Mosses
626,Water,Water,Water,Water,Bareland
627,Water,Water,Water,Water,Water
628,Water,Water,Water,Water,Forest
629,Water,Forest,NULL,Non_Wetland,Grassland
630,Water,Forest,NULL,Non_Wetland,Wetland
631,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
632,Water,Forest,NULL,Non_Wetland,Bareland
633,Water,Forest,NULL,Non_Wetland,Water
634,Water,Forest,NULL,Non_Wetland,Forest
635,Water,Forest,Non_Water,Non_Wetland,Grassland
636,Water,Forest,Non_Water,Non_Wetland,Wetland
637,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
638,Water,Forest,Non_Water,Non_Wetland,Bareland
639,Water,Forest,Non_Water,Non_Wetland,Water
640,Water,Forest,Non_Water,Non_Wetland,Forest
641,Water,Forest,Water,Non_Wetland,Grassland
642,Water,Forest,Water,Non_Wetland,Wetland
643,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
644,Water,Forest,Water,Non_Wetland,Bareland
645,Water,Forest,Water,Non_Wetland,Water
646,Water,Forest,Water,Non_Wetland,Forest
647,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
648,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
649,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
650,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
651,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
652,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
653,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
654,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
655,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
656,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
657,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
658,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
659,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
660,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
661,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
662,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
663,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
664,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
665,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
666,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
667,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
668,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
669,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
670,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
671,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
672,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
673,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
674,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
675,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
676,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
677,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
678,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
679,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
682,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
683,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
684,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
685,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
686,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
687,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
688,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
689,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
690,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
691,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
692,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
693,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
694,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
695,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
696,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
697,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
698,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
699,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
700,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
702,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
703,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
704,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
705,Permanent_ice_and_snow,Wetland,Water,NULL,Water
706,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
707,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
708,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
709,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
710,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
711,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
712,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
713,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
714,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
715,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
716,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
717,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
718,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
719,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
720,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
721,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
722,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
723,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
724,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
725,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
726,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
727,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
728,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
729,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
730,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
731,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
732,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
733,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
734,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
735,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
736,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
737,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
738,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
739,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
740,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
741,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
742,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
743,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
744,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
745,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
746,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
747,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
748,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
749,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
750,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
751,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
752,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
753,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
754,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
755,Permanent_ice_and_snow,Water,NULL,NULL,Water
756,Permanent_ice_and_snow,Water,NULL,Water,Grassland
757,Permanent_ice_and_snow,Water,NULL,Water,Wetland
758,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
759,Permanent_ice_and_snow,Water,NULL,Water,Bareland
760,Permanent_ice_and_snow,Water,NULL,Water,Water
761,Permanent_ice_and_snow,Water,NULL,Water,Forest
762,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
763,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
764,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
765,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
766,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
767,Permanent_ice_and_snow,Water,Non_Water,Water,Water
768,Permanent_ice_and_snow,Water,Water,NULL,Wetland
769,Permanent_ice_and_snow,Water,Water,NULL,Water
770,Permanent_ice_and_snow,Water,Water,Water,Grassland
771,Permanent_ice_and_snow,Water,Water,Water,Wetland
772,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
773,Permanent_ice_and_snow,Water,Water,Water,Bareland
774,Permanent_ice_and_snow,Water,Water,Water,Water
775,Permanent_ice_and_snow,Water,Water,Water,Forest
776,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
777,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
778,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
779,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
780,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
781,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
782,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
783,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
784,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
785,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
786,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
787,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
788,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
789,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
790,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
791,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
792,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
793,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
794,Forest,NULL,NULL,Non_Wetland,Wetland
795,Forest,NULL,NULL,Non_Wetland,Forest
796,Forest,Shrubland,NULL,Non_Wetland,Grassland
797,Forest,Shrubland,NULL,Non_Wetland,Wetland
798,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
799,Forest,Shrubland,NULL,Non_Wetland,Bareland
800,Forest,Shrubland,NULL,Non_Wetland,Forest
801,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
802,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
803,Forest,Shrubland,Non_Water,Non_Wetland,Forest
804,Forest,Shrubland,Water,Non_Wetland,Wetland
805,Forest,Shrubland,Water,Non_Wetland,Bareland
806,Forest,Shrubland,Water,Non_Wetland,Water
807,Forest,Shrubland,Water,Non_Wetland,Forest
808,Forest,Grassland,NULL,Non_Wetland,Grassland
809,Forest,Grassland,NULL,Non_Wetland,Wetland
810,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
811,Forest,Grassland,NULL,Non_Wetland,Bareland
812,Forest,Grassland,NULL,Non_Wetland,Water
813,Forest,Grassland,NULL,Non_Wetland,Forest
814,Forest,Grassland,Non_Water,Non_Wetland,Grassland
815,Forest,Grassland,Non_Water,Non_Wetland,Wetland
816,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
817,Forest,Grassland,Non_Water,Non_Wetland,Forest
818,Forest,Grassland,Water,Non_Wetland,Wetland
819,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
820,Forest,Grassland,Water,Non_Wetland,Water
821,Forest,Wetland,NULL,NULL,Forest
822,Forest,Wetland,NULL,Wetland,Grassland
823,Forest,Wetland,NULL,Wetland,Wetland
824,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
825,Forest,Wetland,NULL,Wetland,Bareland
826,Forest,Wetland,NULL,Wetland,Water
827,Forest,Wetland,NULL,Wetland,Forest
828,Forest,Wetland,Non_Water,Wetland,Wetland
829,Forest,Wetland,Water,Wetland,Wetland
830,Forest,Wetland,Water,Wetland,Water
831,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
832,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
833,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
834,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
835,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
836,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
837,Forest,Bareland,NULL,Non_Wetland,Grassland
838,Forest,Bareland,NULL,Non_Wetland,Wetland
839,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
840,Forest,Bareland,NULL,Non_Wetland,Bareland
841,Forest,Bareland,NULL,Non_Wetland,Water
842,Forest,Bareland,NULL,Non_Wetland,Forest
843,Forest,Bareland,Non_Water,Non_Wetland,Grassland
844,Forest,Bareland,Non_Water,Non_Wetland,Wetland
845,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
846,Forest,Bareland,Non_Water,Non_Wetland,Bareland
847,Forest,Bareland,Non_Water,Non_Wetland,Forest
848,Forest,Bareland,Water,Non_Wetland,Grassland
849,Forest,Bareland,Water,Non_Wetland,Wetland
850,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
851,Forest,Bareland,Water,Non_Wetland,Bareland
852,Forest,Bareland,Water,Non_Wetland,Water
853,Forest,Bareland,Water,Non_Wetland,Forest
854,Forest,Built-up,NULL,Non_Wetland,Grassland
855,Forest,Built-up,NULL,Non_Wetland,Wetland
856,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
857,Forest,Built-up,NULL,Non_Wetland,Bareland
858,Forest,Built-up,NULL,Non_Wetland,Water
859,Forest,Built-up,NULL,Non_Wetland,Forest
860,Forest,Built-up,Non_Water,Non_Wetland,Wetland
861,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
862,Forest,Built-up,Non_Water,Non_Wetland,Bareland
863,Forest,Built-up,Water,Non_Wetland,Wetland
864,Forest,Built-up,Water,Non_Wetland,Bareland
865,Forest,Water,NULL,Water,Grassland
866,Forest,Water,NULL,Water,Wetland
867,Forest,Water,Non_Water,Water,Wetland
868,Forest,Water,Non_Water,Water,Lichens_and_Mosses
869,Forest,Water,Water,Water,Wetland
870,Forest,Water,Water,Water,Water
871,Forest,Forest,NULL,Non_Wetland,Grassland
872,Forest,Forest,NULL,Non_Wetland,Wetland
873,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
874,Forest,Forest,NULL,Non_Wetland,Bareland
875,Forest,Forest,NULL,Non_Wetland,Water
876,Forest,Forest,NULL,Non_Wetland,Forest
877,Forest,Forest,Non_Water,Non_Wetland,Grassland
878,Forest,Forest,Non_Water,Non_Wetland,Wetland
879,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
880,Forest,Forest,Non_Water,Non_Wetland,Bareland
881,Forest,Forest,Non_Water,Non_Wetland,Water
882,Forest,Forest,Non_Water,Non_Wetland,Forest
883,Forest,Forest,Water,Non_Wetland,Grassland
884,Forest,Forest,Water,Non_Wetland,Wetland
885,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
886,Forest,Forest,Water,Non_Wetland,Bareland
887,Forest,Forest,Water,Non_Wetland,Water
888,Forest,Forest,Water,Non_Wetland,Forest
