Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VVQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VVQ_M_R,SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,SIBERIA_2024_WorldCover_2021_42VVQ_M_R
477,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
478,Built-up,Bareland,NULL,Non_Wetland,Bareland
479,Built-up,Bareland,NULL,Non_Wetland,Built-up
480,Built-up,Bareland,NULL,Non_Wetland,Water
481,Built-up,Bareland,NULL,Non_Wetland,Forest
482,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
483,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
484,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
485,Built-up,Bareland,Non_Water,Non_Wetland,Water
486,Built-up,Bareland,Non_Water,Non_Wetland,Forest
487,Built-up,Bareland,Water,Non_Wetland,Wetland
488,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
489,Built-up,Bareland,Water,Non_Wetland,Bareland
490,Built-up,Bareland,Water,Non_Wetland,Built-up
491,Built-up,Bareland,Water,Non_Wetland,Water
492,Built-up,Bareland,Water,Non_Wetland,Forest
493,Built-up,Built-up,NULL,Non_Wetland,Grassland
494,Built-up,Built-up,NULL,Non_Wetland,Cropland
495,Built-up,Built-up,NULL,Non_Wetland,Wetland
496,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
497,Built-up,Built-up,NULL,Non_Wetland,Bareland
498,Built-up,Built-up,NULL,Non_Wetland,Built-up
499,Built-up,Built-up,NULL,Non_Wetland,Forest
500,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
501,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
502,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
503,Built-up,Built-up,Non_Water,Non_Wetland,Forest
504,Built-up,Built-up,Water,Non_Wetland,Grassland
505,Built-up,Built-up,Water,Non_Wetland,Built-up
506,Built-up,Built-up,Water,Non_Wetland,Water
507,Built-up,Built-up,Water,Non_Wetland,Forest
508,Built-up,Water,NULL,Water,Bareland
509,Built-up,Water,Non_Water,Water,Water
510,Built-up,Water,Water,Water,Bareland
511,Built-up,Forest,NULL,Non_Wetland,Grassland
512,Built-up,Forest,NULL,Non_Wetland,Bareland
513,Built-up,Forest,NULL,Non_Wetland,Built-up
514,Built-up,Forest,NULL,Non_Wetland,Forest
515,Built-up,Forest,Non_Water,Non_Wetland,Grassland
516,Water,NULL,NULL,Non_Wetland,Grassland
517,Water,NULL,NULL,Non_Wetland,Wetland
518,Water,NULL,NULL,Non_Wetland,Bareland
519,Water,NULL,NULL,Non_Wetland,Water
520,Water,NULL,NULL,Non_Wetland,Forest
521,Water,NULL,Non_Water,Non_Wetland,Water
522,Water,NULL,Non_Water,Non_Wetland,Forest
523,Water,NULL,Water,Non_Wetland,Water
524,Water,NULL,Water,Non_Wetland,Forest
525,Water,Shrubland,NULL,Non_Wetland,Grassland
526,Water,Shrubland,NULL,Non_Wetland,Wetland
527,Water,Shrubland,NULL,Non_Wetland,Bareland
528,Water,Shrubland,NULL,Non_Wetland,Water
529,Water,Shrubland,NULL,Non_Wetland,Forest
530,Water,Shrubland,Non_Water,Non_Wetland,Grassland
531,Water,Shrubland,Non_Water,Non_Wetland,Wetland
532,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
533,Water,Shrubland,Non_Water,Non_Wetland,Bareland
534,Water,Shrubland,Non_Water,Non_Wetland,Water
535,Water,Shrubland,Water,Non_Wetland,Grassland
536,Water,Shrubland,Water,Non_Wetland,Water
537,Water,Shrubland,Water,Non_Wetland,Forest
538,Water,Grassland,NULL,Non_Wetland,Grassland
539,Water,Grassland,NULL,Non_Wetland,Bareland
540,Water,Grassland,NULL,Non_Wetland,Water
541,Water,Grassland,NULL,Non_Wetland,Forest
542,Water,Grassland,Water,Non_Wetland,Grassland
543,Water,Cropland,NULL,Non_Wetland,Grassland
544,Water,Cropland,NULL,Non_Wetland,Wetland
545,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
546,Water,Cropland,NULL,Non_Wetland,Bareland
547,Water,Cropland,NULL,Non_Wetland,Water
548,Water,Cropland,NULL,Non_Wetland,Forest
549,Water,Cropland,Non_Water,Non_Wetland,Bareland
550,Water,Cropland,Water,Non_Wetland,Grassland
551,Water,Cropland,Water,Non_Wetland,Bareland
552,Water,Cropland,Water,Non_Wetland,Water
553,Water,Wetland,NULL,Wetland,NULL
554,Water,Wetland,NULL,Wetland,Grassland
555,Water,Wetland,NULL,Wetland,Wetland
556,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
557,Water,Wetland,NULL,Wetland,Bareland
558,Water,Wetland,NULL,Wetland,Water
559,Water,Wetland,NULL,Wetland,Forest
560,Water,Wetland,Non_Water,Wetland,Grassland
561,Water,Wetland,Non_Water,Wetland,Wetland
562,Water,Wetland,Non_Water,Wetland,Bareland
563,Water,Wetland,Non_Water,Wetland,Water
564,Water,Wetland,Non_Water,Wetland,Forest
565,Water,Wetland,Water,Wetland,Grassland
566,Water,Wetland,Water,Wetland,Wetland
567,Water,Wetland,Water,Wetland,Lichens_and_Mosses
568,Water,Wetland,Water,Wetland,Bareland
569,Water,Wetland,Water,Wetland,Water
570,Water,Wetland,Water,Wetland,Forest
571,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
572,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
573,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
574,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
575,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
576,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
577,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
578,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
579,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
580,Water,Bareland,NULL,Non_Wetland,NULL
581,Water,Bareland,NULL,Non_Wetland,Grassland
582,Water,Bareland,NULL,Non_Wetland,Wetland
583,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
584,Water,Bareland,NULL,Non_Wetland,Bareland
585,Water,Bareland,NULL,Non_Wetland,Built-up
586,Water,Bareland,NULL,Non_Wetland,Water
587,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
588,Water,Bareland,NULL,Non_Wetland,Forest
589,Water,Bareland,Non_Water,Non_Wetland,Grassland
590,Water,Bareland,Non_Water,Non_Wetland,Wetland
591,Water,Bareland,Non_Water,Non_Wetland,Bareland
592,Water,Bareland,Non_Water,Non_Wetland,Built-up
593,Water,Bareland,Non_Water,Non_Wetland,Water
594,Water,Bareland,Non_Water,Non_Wetland,Forest
595,Water,Bareland,Water,Non_Wetland,Grassland
596,Water,Bareland,Water,Non_Wetland,Wetland
597,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
598,Water,Bareland,Water,Non_Wetland,Bareland
599,Water,Bareland,Water,Non_Wetland,Water
600,Water,Bareland,Water,Non_Wetland,Forest
601,Water,Built-up,NULL,Non_Wetland,Grassland
602,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
603,Water,Built-up,NULL,Non_Wetland,Bareland
604,Water,Built-up,NULL,Non_Wetland,Built-up
605,Water,Built-up,NULL,Non_Wetland,Water
606,Water,Built-up,NULL,Non_Wetland,Forest
607,Water,Built-up,Non_Water,Non_Wetland,Grassland
608,Water,Built-up,Non_Water,Non_Wetland,Bareland
609,Water,Built-up,Non_Water,Non_Wetland,Built-up
610,Water,Built-up,Non_Water,Non_Wetland,Water
611,Water,Built-up,Non_Water,Non_Wetland,Forest
612,Water,Built-up,Water,Non_Wetland,Grassland
613,Water,Built-up,Water,Non_Wetland,Bareland
614,Water,Built-up,Water,Non_Wetland,Water
615,Water,Built-up,Water,Non_Wetland,Forest
616,Water,Water,NULL,Water,NULL
617,Water,Water,NULL,Water,Grassland
618,Water,Water,NULL,Water,Wetland
619,Water,Water,NULL,Water,Bareland
620,Water,Water,NULL,Water,Water
621,Water,Water,NULL,Water,Forest
622,Water,Water,Non_Water,Water,Grassland
623,Water,Water,Non_Water,Water,Wetland
624,Water,Water,Non_Water,Water,Bareland
625,Water,Water,Non_Water,Water,Water
626,Water,Water,Non_Water,Water,Forest
627,Water,Water,Water,Water,NULL
628,Water,Water,Water,Water,Grassland
629,Water,Water,Water,Water,Wetland
630,Water,Water,Water,Water,Lichens_and_Mosses
631,Water,Water,Water,Water,Bareland
632,Water,Water,Water,Water,Water
633,Water,Water,Water,Water,Forest
634,Water,Forest,NULL,Non_Wetland,NULL
635,Water,Forest,NULL,Non_Wetland,Grassland
636,Water,Forest,NULL,Non_Wetland,Wetland
637,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
638,Water,Forest,NULL,Non_Wetland,Bareland
639,Water,Forest,NULL,Non_Wetland,Water
640,Water,Forest,NULL,Non_Wetland,Forest
641,Water,Forest,Non_Water,Non_Wetland,NULL
642,Water,Forest,Non_Water,Non_Wetland,Grassland
643,Water,Forest,Non_Water,Non_Wetland,Wetland
644,Water,Forest,Non_Water,Non_Wetland,Bareland
645,Water,Forest,Non_Water,Non_Wetland,Water
646,Water,Forest,Non_Water,Non_Wetland,Forest
647,Water,Forest,Water,Non_Wetland,Grassland
648,Water,Forest,Water,Non_Wetland,Wetland
649,Water,Forest,Water,Non_Wetland,Bareland
650,Water,Forest,Water,Non_Wetland,Water
651,Water,Forest,Water,Non_Wetland,Forest
652,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
653,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
654,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
655,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
656,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
657,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
658,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
659,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
660,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
661,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
662,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
663,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
664,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
665,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
666,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
667,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
668,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
669,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
670,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
671,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
672,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
673,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
674,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
675,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
676,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
677,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
678,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
679,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
680,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
681,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
682,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
683,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
684,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
685,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
686,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
687,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
688,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
689,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
690,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
691,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
692,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
693,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
694,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
695,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
696,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
697,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
698,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
699,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
700,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
701,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
702,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
703,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
704,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
705,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
706,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
707,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
708,Permanent_ice_and_snow,Water,Non_Water,Water,Water
709,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
710,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
711,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
712,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
713,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
714,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
715,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
716,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
717,Forest,NULL,NULL,Non_Wetland,NULL
718,Forest,NULL,NULL,Non_Wetland,Grassland
719,Forest,NULL,NULL,Non_Wetland,Wetland
720,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
721,Forest,NULL,NULL,Non_Wetland,Bareland
722,Forest,NULL,NULL,Non_Wetland,Built-up
723,Forest,NULL,NULL,Non_Wetland,Water
724,Forest,NULL,NULL,Non_Wetland,Forest
725,Forest,NULL,Non_Water,Non_Wetland,Grassland
726,Forest,NULL,Non_Water,Non_Wetland,Water
727,Forest,NULL,Non_Water,Non_Wetland,Forest
728,Forest,NULL,Water,Non_Wetland,Bareland
729,Forest,NULL,Water,Non_Wetland,Water
730,Forest,NULL,Water,Non_Wetland,Forest
731,Forest,Shrubland,NULL,Non_Wetland,NULL
732,Forest,Shrubland,NULL,Non_Wetland,Grassland
733,Forest,Shrubland,NULL,Non_Wetland,Cropland
734,Forest,Shrubland,NULL,Non_Wetland,Wetland
735,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
736,Forest,Shrubland,NULL,Non_Wetland,Bareland
737,Forest,Shrubland,NULL,Non_Wetland,Built-up
738,Forest,Shrubland,NULL,Non_Wetland,Water
739,Forest,Shrubland,NULL,Non_Wetland,Forest
740,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
741,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
742,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
743,Forest,Shrubland,Non_Water,Non_Wetland,Water
744,Forest,Shrubland,Non_Water,Non_Wetland,Forest
745,Forest,Shrubland,Water,Non_Wetland,Bareland
746,Forest,Shrubland,Water,Non_Wetland,Forest
747,Forest,Grassland,NULL,Non_Wetland,NULL
748,Forest,Grassland,NULL,Non_Wetland,Grassland
749,Forest,Grassland,NULL,Non_Wetland,Cropland
750,Forest,Grassland,NULL,Non_Wetland,Wetland
751,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
752,Forest,Grassland,NULL,Non_Wetland,Bareland
753,Forest,Grassland,NULL,Non_Wetland,Built-up
754,Forest,Grassland,NULL,Non_Wetland,Forest
755,Forest,Grassland,Water,Non_Wetland,Grassland
756,Forest,Cropland,NULL,Non_Wetland,Grassland
757,Forest,Cropland,NULL,Non_Wetland,Cropland
758,Forest,Cropland,NULL,Non_Wetland,Wetland
759,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
760,Forest,Cropland,NULL,Non_Wetland,Bareland
761,Forest,Cropland,NULL,Non_Wetland,Built-up
762,Forest,Cropland,NULL,Non_Wetland,Water
763,Forest,Cropland,NULL,Non_Wetland,Forest
764,Forest,Cropland,Non_Water,Non_Wetland,Grassland
765,Forest,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
766,Forest,Cropland,Non_Water,Non_Wetland,Bareland
767,Forest,Cropland,Non_Water,Non_Wetland,Built-up
768,Forest,Cropland,Non_Water,Non_Wetland,Forest
769,Forest,Cropland,Water,Non_Wetland,Grassland
770,Forest,Cropland,Water,Non_Wetland,Lichens_and_Mosses
771,Forest,Cropland,Water,Non_Wetland,Bareland
772,Forest,Cropland,Water,Non_Wetland,Forest
773,Forest,Wetland,NULL,Wetland,NULL
774,Forest,Wetland,NULL,Wetland,Grassland
775,Forest,Wetland,NULL,Wetland,Wetland
776,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
777,Forest,Wetland,NULL,Wetland,Bareland
778,Forest,Wetland,NULL,Wetland,Built-up
779,Forest,Wetland,NULL,Wetland,Water
780,Forest,Wetland,NULL,Wetland,Forest
781,Forest,Wetland,Non_Water,Wetland,Grassland
782,Forest,Wetland,Non_Water,Wetland,Wetland
783,Forest,Wetland,Non_Water,Wetland,Bareland
784,Forest,Wetland,Non_Water,Wetland,Water
785,Forest,Wetland,Non_Water,Wetland,Forest
786,Forest,Wetland,Water,Wetland,Grassland
787,Forest,Wetland,Water,Wetland,Wetland
788,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
789,Forest,Wetland,Water,Wetland,Water
790,Forest,Wetland,Water,Wetland,Forest
791,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
792,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
793,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
794,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
795,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
796,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
797,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
798,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
799,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
800,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
801,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
802,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
803,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
804,Forest,Bareland,NULL,Non_Wetland,NULL
805,Forest,Bareland,NULL,Non_Wetland,Grassland
806,Forest,Bareland,NULL,Non_Wetland,Cropland
807,Forest,Bareland,NULL,Non_Wetland,Wetland
808,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
809,Forest,Bareland,NULL,Non_Wetland,Bareland
810,Forest,Bareland,NULL,Non_Wetland,Built-up
811,Forest,Bareland,NULL,Non_Wetland,Water
812,Forest,Bareland,NULL,Non_Wetland,Forest
813,Forest,Bareland,Non_Water,Non_Wetland,Grassland
814,Forest,Bareland,Non_Water,Non_Wetland,Wetland
815,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
816,Forest,Bareland,Non_Water,Non_Wetland,Bareland
817,Forest,Bareland,Non_Water,Non_Wetland,Water
818,Forest,Bareland,Non_Water,Non_Wetland,Forest
819,Forest,Bareland,Water,Non_Wetland,Grassland
820,Forest,Bareland,Water,Non_Wetland,Wetland
821,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
822,Forest,Bareland,Water,Non_Wetland,Bareland
823,Forest,Bareland,Water,Non_Wetland,Water
824,Forest,Bareland,Water,Non_Wetland,Forest
825,Forest,Built-up,NULL,Non_Wetland,NULL
826,Forest,Built-up,NULL,Non_Wetland,Grassland
827,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
828,Forest,Built-up,NULL,Non_Wetland,Bareland
829,Forest,Built-up,NULL,Non_Wetland,Built-up
830,Forest,Built-up,NULL,Non_Wetland,Water
831,Forest,Built-up,NULL,Non_Wetland,Forest
832,Forest,Built-up,Non_Water,Non_Wetland,Grassland
833,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
834,Forest,Built-up,Non_Water,Non_Wetland,Bareland
835,Forest,Built-up,Non_Water,Non_Wetland,Forest
836,Forest,Built-up,Water,Non_Wetland,Water
837,Forest,Built-up,Water,Non_Wetland,Forest
838,Forest,Water,NULL,Water,Grassland
839,Forest,Water,NULL,Water,Wetland
840,Forest,Water,NULL,Water,Lichens_and_Mosses
841,Forest,Water,NULL,Water,Bareland
842,Forest,Water,NULL,Water,Water
843,Forest,Water,NULL,Water,Forest
844,Forest,Water,Non_Water,Water,Grassland
845,Forest,Water,Non_Water,Water,Wetland
846,Forest,Water,Non_Water,Water,Water
847,Forest,Water,Non_Water,Water,Forest
848,Forest,Water,Water,Water,Grassland
849,Forest,Water,Water,Water,Wetland
850,Forest,Water,Water,Water,Bareland
851,Forest,Water,Water,Water,Water
852,Forest,Water,Water,Water,Forest
853,Forest,Forest,NULL,Non_Wetland,NULL
854,Forest,Forest,NULL,Non_Wetland,Grassland
855,Forest,Forest,NULL,Non_Wetland,Cropland
856,Forest,Forest,NULL,Non_Wetland,Wetland
857,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
858,Forest,Forest,NULL,Non_Wetland,Bareland
859,Forest,Forest,NULL,Non_Wetland,Built-up
860,Forest,Forest,NULL,Non_Wetland,Water
861,Forest,Forest,NULL,Non_Wetland,Forest
862,Forest,Forest,Non_Water,Non_Wetland,NULL
863,Forest,Forest,Non_Water,Non_Wetland,Grassland
864,Forest,Forest,Non_Water,Non_Wetland,Wetland
865,Forest,Forest,Non_Water,Non_Wetland,Bareland
866,Forest,Forest,Non_Water,Non_Wetland,Water
867,Forest,Forest,Non_Water,Non_Wetland,Forest
868,Forest,Forest,Water,Non_Wetland,Grassland
869,Forest,Forest,Water,Non_Wetland,Wetland
870,Forest,Forest,Water,Non_Wetland,Bareland
871,Forest,Forest,Water,Non_Wetland,Water
872,Forest,Forest,Water,Non_Wetland,Forest
