Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVT_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVT_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVT_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVT_M_R,SIBERIA_2024_WorldCover_2021_42WVT_M_R
492,Water,Forest,Water,Non_Wetland,Grassland
493,Water,Forest,Water,Non_Wetland,Wetland
494,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
495,Water,Forest,Water,Non_Wetland,Bareland
496,Water,Forest,Water,Non_Wetland,Water
497,Water,Forest,Water,Non_Wetland,Forest
498,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
499,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
500,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
501,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
502,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
503,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
504,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
505,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
506,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
507,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
508,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
509,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
510,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
511,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
512,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
513,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
514,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
515,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
516,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
517,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
518,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
519,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
520,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
521,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
522,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
523,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
524,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
525,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
526,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
527,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
528,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
529,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
530,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
531,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
532,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
533,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
534,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
535,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
536,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
537,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
538,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
539,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
540,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
541,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
542,Permanent_ice_and_snow,Water,NULL,Water,Grassland
543,Permanent_ice_and_snow,Water,NULL,Water,Wetland
544,Permanent_ice_and_snow,Water,NULL,Water,Water
545,Permanent_ice_and_snow,Water,NULL,Water,Forest
546,Permanent_ice_and_snow,Water,Non_Water,Water,Water
547,Permanent_ice_and_snow,Water,Water,Water,Grassland
548,Permanent_ice_and_snow,Water,Water,Water,Wetland
549,Permanent_ice_and_snow,Water,Water,Water,Water
550,Permanent_ice_and_snow,Water,Water,Water,Forest
551,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
552,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
553,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
554,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
555,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
556,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
557,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
558,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
559,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
560,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
561,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
562,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
563,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
564,Forest,NULL,NULL,Non_Wetland,NULL
565,Forest,NULL,NULL,Non_Wetland,Grassland
566,Forest,NULL,NULL,Non_Wetland,Wetland
567,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
568,Forest,NULL,NULL,Non_Wetland,Bareland
569,Forest,NULL,NULL,Non_Wetland,Water
570,Forest,NULL,NULL,Non_Wetland,Forest
571,Forest,NULL,Non_Water,Non_Wetland,Grassland
572,Forest,NULL,Non_Water,Non_Wetland,Wetland
573,Forest,NULL,Non_Water,Non_Wetland,Water
574,Forest,NULL,Non_Water,Non_Wetland,Forest
575,Forest,NULL,Water,Non_Wetland,Grassland
576,Forest,NULL,Water,Non_Wetland,Wetland
577,Forest,NULL,Water,Non_Wetland,Water
578,Forest,NULL,Water,Non_Wetland,Forest
579,Forest,Shrubland,NULL,Non_Wetland,NULL
580,Forest,Shrubland,NULL,Non_Wetland,Grassland
581,Forest,Shrubland,NULL,Non_Wetland,Wetland
582,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
583,Forest,Shrubland,NULL,Non_Wetland,Water
584,Forest,Shrubland,NULL,Non_Wetland,Forest
585,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
586,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
587,Forest,Shrubland,Non_Water,Non_Wetland,Water
588,Forest,Shrubland,Non_Water,Non_Wetland,Forest
589,Forest,Shrubland,Water,Non_Wetland,Grassland
590,Forest,Shrubland,Water,Non_Wetland,Wetland
591,Forest,Shrubland,Water,Non_Wetland,Water
592,Forest,Shrubland,Water,Non_Wetland,Forest
593,Forest,Grassland,NULL,Non_Wetland,NULL
594,Forest,Grassland,NULL,Non_Wetland,Grassland
595,Forest,Grassland,NULL,Non_Wetland,Wetland
596,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
597,Forest,Grassland,NULL,Non_Wetland,Water
598,Forest,Grassland,NULL,Non_Wetland,Forest
599,Forest,Grassland,Non_Water,Non_Wetland,Grassland
600,Forest,Grassland,Non_Water,Non_Wetland,Wetland
601,Forest,Grassland,Non_Water,Non_Wetland,Water
602,Forest,Grassland,Non_Water,Non_Wetland,Forest
603,Forest,Grassland,Water,Non_Wetland,Grassland
604,Forest,Grassland,Water,Non_Wetland,Wetland
605,Forest,Grassland,Water,Non_Wetland,Water
606,Forest,Grassland,Water,Non_Wetland,Forest
607,Forest,Cropland,NULL,Non_Wetland,Grassland
608,Forest,Cropland,NULL,Non_Wetland,Wetland
609,Forest,Cropland,NULL,Non_Wetland,Water
610,Forest,Cropland,NULL,Non_Wetland,Forest
611,Forest,Cropland,Non_Water,Non_Wetland,Forest
612,Forest,Cropland,Water,Non_Wetland,Forest
613,Forest,Wetland,NULL,Wetland,NULL
614,Forest,Wetland,NULL,Wetland,Grassland
615,Forest,Wetland,NULL,Wetland,Wetland
616,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
617,Forest,Wetland,NULL,Wetland,Bareland
618,Forest,Wetland,NULL,Wetland,Water
619,Forest,Wetland,NULL,Wetland,Forest
620,Forest,Wetland,Non_Water,Wetland,NULL
621,Forest,Wetland,Non_Water,Wetland,Grassland
622,Forest,Wetland,Non_Water,Wetland,Wetland
623,Forest,Wetland,Non_Water,Wetland,Water
624,Forest,Wetland,Non_Water,Wetland,Forest
625,Forest,Wetland,Water,Wetland,Grassland
626,Forest,Wetland,Water,Wetland,Wetland
627,Forest,Wetland,Water,Wetland,Bareland
628,Forest,Wetland,Water,Wetland,Water
629,Forest,Wetland,Water,Wetland,Forest
630,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
631,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
632,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
633,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
634,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
635,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
636,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
637,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
638,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
639,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
640,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
641,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
642,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
643,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
644,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
645,Forest,Bareland,NULL,Non_Wetland,NULL
646,Forest,Bareland,NULL,Non_Wetland,Grassland
647,Forest,Bareland,NULL,Non_Wetland,Wetland
648,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
649,Forest,Bareland,NULL,Non_Wetland,Bareland
650,Forest,Bareland,NULL,Non_Wetland,Water
651,Forest,Bareland,NULL,Non_Wetland,Forest
652,Forest,Bareland,Non_Water,Non_Wetland,Grassland
653,Forest,Bareland,Non_Water,Non_Wetland,Wetland
654,Forest,Bareland,Non_Water,Non_Wetland,Water
655,Forest,Bareland,Non_Water,Non_Wetland,Forest
656,Forest,Bareland,Water,Non_Wetland,Grassland
657,Forest,Bareland,Water,Non_Wetland,Wetland
658,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
659,Forest,Bareland,Water,Non_Wetland,Bareland
660,Forest,Bareland,Water,Non_Wetland,Water
661,Forest,Bareland,Water,Non_Wetland,Forest
662,Forest,Built-up,NULL,Non_Wetland,Grassland
663,Forest,Built-up,Water,Non_Wetland,Forest
664,Forest,Water,NULL,Water,Grassland
665,Forest,Water,NULL,Water,Wetland
666,Forest,Water,NULL,Water,Water
667,Forest,Water,NULL,Water,Forest
668,Forest,Water,Non_Water,Water,Grassland
669,Forest,Water,Non_Water,Water,Wetland
670,Forest,Water,Non_Water,Water,Water
671,Forest,Water,Non_Water,Water,Forest
672,Forest,Water,Water,Water,Grassland
673,Forest,Water,Water,Water,Wetland
674,Forest,Water,Water,Water,Water
675,Forest,Water,Water,Water,Forest
676,Forest,Forest,NULL,Non_Wetland,NULL
677,Forest,Forest,NULL,Non_Wetland,Grassland
678,Forest,Forest,NULL,Non_Wetland,Wetland
679,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
680,Forest,Forest,NULL,Non_Wetland,Water
681,Forest,Forest,NULL,Non_Wetland,Forest
682,Forest,Forest,Non_Water,Non_Wetland,NULL
683,Forest,Forest,Non_Water,Non_Wetland,Grassland
684,Forest,Forest,Non_Water,Non_Wetland,Wetland
685,Forest,Forest,Non_Water,Non_Wetland,Water
686,Forest,Forest,Non_Water,Non_Wetland,Forest
687,Forest,Forest,Water,Non_Wetland,NULL
688,Forest,Forest,Water,Non_Wetland,Grassland
689,Forest,Forest,Water,Non_Wetland,Wetland
690,Forest,Forest,Water,Non_Wetland,Water
691,Forest,Forest,Water,Non_Wetland,Forest
