Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VLN_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VLN_M_R,SIBERIA_2024_GSW_Yearly_2021_44VLN_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VLN_M_R,SIBERIA_2024_WorldCover_2021_44VLN_M_R
483,Built-up,Water,NULL,Water,Grassland
484,Built-up,Water,NULL,Water,Wetland
485,Built-up,Water,NULL,Water,Bareland
486,Built-up,Water,NULL,Water,Built-up
487,Built-up,Water,NULL,Water,Water
488,Built-up,Water,NULL,Water,Forest
489,Built-up,Water,Water,Water,Bareland
490,Built-up,Water,Water,Water,Built-up
491,Built-up,Water,Water,Water,Water
492,Built-up,Water,Water,Water,Forest
493,Built-up,Forest,NULL,Non_Wetland,NULL
494,Built-up,Forest,NULL,Non_Wetland,Grassland
495,Built-up,Forest,NULL,Non_Wetland,Wetland
496,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
497,Built-up,Forest,NULL,Non_Wetland,Bareland
498,Built-up,Forest,NULL,Non_Wetland,Built-up
499,Built-up,Forest,NULL,Non_Wetland,Water
500,Built-up,Forest,NULL,Non_Wetland,Forest
501,Built-up,Forest,Non_Water,Non_Wetland,Grassland
502,Built-up,Forest,Non_Water,Non_Wetland,Bareland
503,Built-up,Forest,Non_Water,Non_Wetland,Built-up
504,Built-up,Forest,Non_Water,Non_Wetland,Forest
505,Built-up,Forest,Water,Non_Wetland,Wetland
506,Built-up,Forest,Water,Non_Wetland,Forest
507,Water,NULL,NULL,Non_Wetland,NULL
508,Water,NULL,NULL,Non_Wetland,Grassland
509,Water,NULL,NULL,Non_Wetland,Wetland
510,Water,NULL,NULL,Non_Wetland,Water
511,Water,NULL,NULL,Non_Wetland,Forest
512,Water,NULL,Non_Water,Non_Wetland,Grassland
513,Water,NULL,Non_Water,Non_Wetland,Wetland
514,Water,NULL,Non_Water,Non_Wetland,Water
515,Water,NULL,Non_Water,Non_Wetland,Forest
516,Water,NULL,Water,Non_Wetland,Grassland
517,Water,NULL,Water,Non_Wetland,Wetland
518,Water,NULL,Water,Non_Wetland,Water
519,Water,NULL,Water,Non_Wetland,Forest
520,Water,Shrubland,NULL,Non_Wetland,Grassland
521,Water,Shrubland,NULL,Non_Wetland,Wetland
522,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
523,Water,Shrubland,NULL,Non_Wetland,Bareland
524,Water,Shrubland,NULL,Non_Wetland,Built-up
525,Water,Shrubland,NULL,Non_Wetland,Water
526,Water,Shrubland,NULL,Non_Wetland,Forest
527,Water,Shrubland,Non_Water,Non_Wetland,Grassland
528,Water,Shrubland,Non_Water,Non_Wetland,Wetland
529,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
530,Water,Shrubland,Non_Water,Non_Wetland,Water
531,Water,Shrubland,Non_Water,Non_Wetland,Forest
532,Water,Shrubland,Water,Non_Wetland,Grassland
533,Water,Shrubland,Water,Non_Wetland,Wetland
534,Water,Shrubland,Water,Non_Wetland,Water
535,Water,Shrubland,Water,Non_Wetland,Forest
536,Water,Grassland,NULL,Non_Wetland,Grassland
537,Water,Grassland,NULL,Non_Wetland,Wetland
538,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
539,Water,Grassland,NULL,Non_Wetland,Bareland
540,Water,Grassland,NULL,Non_Wetland,Water
541,Water,Grassland,NULL,Non_Wetland,Forest
542,Water,Grassland,Non_Water,Non_Wetland,Grassland
543,Water,Grassland,Non_Water,Non_Wetland,Wetland
544,Water,Grassland,Non_Water,Non_Wetland,Bareland
545,Water,Grassland,Non_Water,Non_Wetland,Water
546,Water,Grassland,Non_Water,Non_Wetland,Forest
547,Water,Grassland,Water,Non_Wetland,Grassland
548,Water,Grassland,Water,Non_Wetland,Wetland
549,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
550,Water,Grassland,Water,Non_Wetland,Bareland
551,Water,Grassland,Water,Non_Wetland,Water
552,Water,Grassland,Water,Non_Wetland,Forest
553,Water,Wetland,NULL,Wetland,NULL
554,Water,Wetland,NULL,Wetland,Grassland
555,Water,Wetland,NULL,Wetland,Wetland
556,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
557,Water,Wetland,NULL,Wetland,Bareland
558,Water,Wetland,NULL,Wetland,Built-up
559,Water,Wetland,NULL,Wetland,Water
560,Water,Wetland,NULL,Wetland,Forest
561,Water,Wetland,Non_Water,Wetland,NULL
562,Water,Wetland,Non_Water,Wetland,Grassland
563,Water,Wetland,Non_Water,Wetland,Wetland
564,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
565,Water,Wetland,Non_Water,Wetland,Bareland
566,Water,Wetland,Non_Water,Wetland,Water
567,Water,Wetland,Non_Water,Wetland,Forest
568,Water,Wetland,Water,Wetland,NULL
569,Water,Wetland,Water,Wetland,Grassland
570,Water,Wetland,Water,Wetland,Wetland
571,Water,Wetland,Water,Wetland,Lichens_and_Mosses
572,Water,Wetland,Water,Wetland,Bareland
573,Water,Wetland,Water,Wetland,Built-up
574,Water,Wetland,Water,Wetland,Water
575,Water,Wetland,Water,Wetland,Forest
576,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
577,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
578,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
579,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
580,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
581,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
582,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
583,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
584,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
585,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
586,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
587,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
588,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
589,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
590,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
591,Water,Bareland,NULL,Non_Wetland,NULL
592,Water,Bareland,NULL,Non_Wetland,Grassland
593,Water,Bareland,NULL,Non_Wetland,Wetland
594,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
595,Water,Bareland,NULL,Non_Wetland,Bareland
596,Water,Bareland,NULL,Non_Wetland,Built-up
597,Water,Bareland,NULL,Non_Wetland,Water
598,Water,Bareland,NULL,Non_Wetland,Forest
599,Water,Bareland,Non_Water,Non_Wetland,Grassland
600,Water,Bareland,Non_Water,Non_Wetland,Wetland
601,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
602,Water,Bareland,Non_Water,Non_Wetland,Bareland
603,Water,Bareland,Non_Water,Non_Wetland,Built-up
604,Water,Bareland,Non_Water,Non_Wetland,Water
605,Water,Bareland,Non_Water,Non_Wetland,Forest
606,Water,Bareland,Water,Non_Wetland,Grassland
607,Water,Bareland,Water,Non_Wetland,Wetland
608,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
609,Water,Bareland,Water,Non_Wetland,Bareland
610,Water,Bareland,Water,Non_Wetland,Built-up
611,Water,Bareland,Water,Non_Wetland,Water
612,Water,Bareland,Water,Non_Wetland,Forest
613,Water,Built-up,NULL,Non_Wetland,Grassland
614,Water,Built-up,NULL,Non_Wetland,Wetland
615,Water,Built-up,NULL,Non_Wetland,Bareland
616,Water,Built-up,NULL,Non_Wetland,Built-up
617,Water,Built-up,NULL,Non_Wetland,Water
618,Water,Built-up,NULL,Non_Wetland,Forest
619,Water,Built-up,Non_Water,Non_Wetland,Grassland
620,Water,Built-up,Non_Water,Non_Wetland,Built-up
621,Water,Built-up,Non_Water,Non_Wetland,Forest
622,Water,Built-up,Water,Non_Wetland,Grassland
623,Water,Built-up,Water,Non_Wetland,Wetland
624,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
625,Water,Built-up,Water,Non_Wetland,Bareland
626,Water,Built-up,Water,Non_Wetland,Built-up
627,Water,Built-up,Water,Non_Wetland,Water
628,Water,Built-up,Water,Non_Wetland,Forest
629,Water,Water,NULL,Water,NULL
630,Water,Water,NULL,Water,Grassland
631,Water,Water,NULL,Water,Wetland
632,Water,Water,NULL,Water,Lichens_and_Mosses
633,Water,Water,NULL,Water,Bareland
634,Water,Water,NULL,Water,Water
635,Water,Water,NULL,Water,Forest
636,Water,Water,Non_Water,Water,Grassland
637,Water,Water,Non_Water,Water,Wetland
638,Water,Water,Non_Water,Water,Lichens_and_Mosses
639,Water,Water,Non_Water,Water,Bareland
640,Water,Water,Non_Water,Water,Water
641,Water,Water,Non_Water,Water,Forest
642,Water,Water,Water,Water,NULL
643,Water,Water,Water,Water,Grassland
644,Water,Water,Water,Water,Wetland
645,Water,Water,Water,Water,Lichens_and_Mosses
646,Water,Water,Water,Water,Bareland
647,Water,Water,Water,Water,Built-up
648,Water,Water,Water,Water,Water
649,Water,Water,Water,Water,Forest
650,Water,Forest,NULL,Non_Wetland,NULL
651,Water,Forest,NULL,Non_Wetland,Grassland
652,Water,Forest,NULL,Non_Wetland,Wetland
653,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
654,Water,Forest,NULL,Non_Wetland,Bareland
655,Water,Forest,NULL,Non_Wetland,Water
656,Water,Forest,NULL,Non_Wetland,Forest
657,Water,Forest,Non_Water,Non_Wetland,NULL
658,Water,Forest,Non_Water,Non_Wetland,Grassland
659,Water,Forest,Non_Water,Non_Wetland,Wetland
660,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
661,Water,Forest,Non_Water,Non_Wetland,Bareland
662,Water,Forest,Non_Water,Non_Wetland,Water
663,Water,Forest,Non_Water,Non_Wetland,Forest
664,Water,Forest,Water,Non_Wetland,NULL
665,Water,Forest,Water,Non_Wetland,Grassland
666,Water,Forest,Water,Non_Wetland,Wetland
667,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
668,Water,Forest,Water,Non_Wetland,Bareland
669,Water,Forest,Water,Non_Wetland,Built-up
670,Water,Forest,Water,Non_Wetland,Water
671,Water,Forest,Water,Non_Wetland,Forest
672,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
673,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
674,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
675,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
676,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
677,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
678,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
679,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
680,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
681,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
682,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
683,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
684,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
685,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
686,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
687,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
688,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
689,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
690,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
691,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
692,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
693,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
694,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
695,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
696,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
697,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
698,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
699,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
700,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
701,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
702,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
703,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
704,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
705,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
706,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
707,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
708,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL
709,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
710,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
711,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
712,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
713,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
714,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
715,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
716,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
717,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
718,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
719,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
720,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
721,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
722,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
723,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
724,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
725,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
726,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
727,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
728,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
729,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
730,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
731,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
732,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
733,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
734,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
735,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
736,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
737,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
738,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
739,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
740,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
741,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
742,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
743,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
744,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
745,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
746,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
747,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
748,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
749,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
750,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
751,Permanent_ice_and_snow,Water,NULL,Water,NULL
752,Permanent_ice_and_snow,Water,NULL,Water,Grassland
753,Permanent_ice_and_snow,Water,NULL,Water,Wetland
754,Permanent_ice_and_snow,Water,NULL,Water,Bareland
755,Permanent_ice_and_snow,Water,NULL,Water,Water
756,Permanent_ice_and_snow,Water,NULL,Water,Forest
757,Permanent_ice_and_snow,Water,Non_Water,Water,NULL
758,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
759,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
760,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
761,Permanent_ice_and_snow,Water,Water,Water,NULL
762,Permanent_ice_and_snow,Water,Water,Water,Grassland
763,Permanent_ice_and_snow,Water,Water,Water,Wetland
764,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
765,Permanent_ice_and_snow,Water,Water,Water,Bareland
766,Permanent_ice_and_snow,Water,Water,Water,Water
767,Permanent_ice_and_snow,Water,Water,Water,Forest
768,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
769,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
770,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
771,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
772,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
773,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
774,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
775,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
776,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
777,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
778,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
779,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
780,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
781,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
782,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
783,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
784,Forest,NULL,NULL,Non_Wetland,NULL
785,Forest,NULL,NULL,Non_Wetland,Grassland
786,Forest,NULL,NULL,Non_Wetland,Wetland
787,Forest,NULL,NULL,Non_Wetland,Bareland
788,Forest,NULL,NULL,Non_Wetland,Built-up
789,Forest,NULL,NULL,Non_Wetland,Water
790,Forest,NULL,NULL,Non_Wetland,Forest
791,Forest,NULL,Non_Water,Non_Wetland,Grassland
792,Forest,NULL,Non_Water,Non_Wetland,Wetland
793,Forest,NULL,Non_Water,Non_Wetland,Water
794,Forest,NULL,Non_Water,Non_Wetland,Forest
795,Forest,NULL,Water,Non_Wetland,Grassland
796,Forest,NULL,Water,Non_Wetland,Wetland
797,Forest,NULL,Water,Non_Wetland,Water
798,Forest,NULL,Water,Non_Wetland,Forest
799,Forest,Shrubland,NULL,Non_Wetland,NULL
800,Forest,Shrubland,NULL,Non_Wetland,Grassland
801,Forest,Shrubland,NULL,Non_Wetland,Wetland
802,Forest,Shrubland,NULL,Non_Wetland,Bareland
803,Forest,Shrubland,NULL,Non_Wetland,Built-up
804,Forest,Shrubland,NULL,Non_Wetland,Forest
805,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
806,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
807,Forest,Shrubland,Non_Water,Non_Wetland,Forest
808,Forest,Shrubland,Water,Non_Wetland,Grassland
809,Forest,Shrubland,Water,Non_Wetland,Wetland
810,Forest,Shrubland,Water,Non_Wetland,Forest
811,Forest,Grassland,NULL,Non_Wetland,NULL
812,Forest,Grassland,NULL,Non_Wetland,Grassland
813,Forest,Grassland,NULL,Non_Wetland,Wetland
814,Forest,Grassland,NULL,Non_Wetland,Built-up
815,Forest,Grassland,NULL,Non_Wetland,Forest
816,Forest,Grassland,Non_Water,Non_Wetland,Grassland
817,Forest,Grassland,Non_Water,Non_Wetland,Forest
818,Forest,Grassland,Water,Non_Wetland,Grassland
819,Forest,Grassland,Water,Non_Wetland,Forest
820,Forest,Cropland,NULL,Non_Wetland,Forest
821,Forest,Wetland,NULL,Wetland,NULL
822,Forest,Wetland,NULL,Wetland,Grassland
823,Forest,Wetland,NULL,Wetland,Wetland
824,Forest,Wetland,NULL,Wetland,Bareland
825,Forest,Wetland,NULL,Wetland,Built-up
826,Forest,Wetland,NULL,Wetland,Water
827,Forest,Wetland,NULL,Wetland,Forest
828,Forest,Wetland,Non_Water,Wetland,NULL
829,Forest,Wetland,Non_Water,Wetland,Grassland
830,Forest,Wetland,Non_Water,Wetland,Wetland
831,Forest,Wetland,Non_Water,Wetland,Water
832,Forest,Wetland,Non_Water,Wetland,Forest
833,Forest,Wetland,Water,Wetland,NULL
834,Forest,Wetland,Water,Wetland,Grassland
835,Forest,Wetland,Water,Wetland,Wetland
836,Forest,Wetland,Water,Wetland,Water
837,Forest,Wetland,Water,Wetland,Forest
838,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
839,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
840,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
841,Forest,Bareland,NULL,Non_Wetland,NULL
842,Forest,Bareland,NULL,Non_Wetland,Grassland
843,Forest,Bareland,NULL,Non_Wetland,Wetland
844,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
845,Forest,Bareland,NULL,Non_Wetland,Bareland
846,Forest,Bareland,NULL,Non_Wetland,Built-up
847,Forest,Bareland,NULL,Non_Wetland,Water
848,Forest,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
849,Forest,Bareland,NULL,Non_Wetland,Forest
850,Forest,Bareland,Non_Water,Non_Wetland,Grassland
851,Forest,Bareland,Non_Water,Non_Wetland,Forest
852,Forest,Bareland,Water,Non_Wetland,Grassland
853,Forest,Bareland,Water,Non_Wetland,Wetland
854,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
855,Forest,Bareland,Water,Non_Wetland,Water
856,Forest,Bareland,Water,Non_Wetland,Forest
857,Forest,Built-up,NULL,Non_Wetland,Grassland
858,Forest,Built-up,NULL,Non_Wetland,Bareland
859,Forest,Built-up,NULL,Non_Wetland,Built-up
860,Forest,Built-up,NULL,Non_Wetland,Forest
861,Forest,Built-up,Water,Non_Wetland,Forest
862,Forest,Water,NULL,Water,Grassland
863,Forest,Water,NULL,Water,Wetland
864,Forest,Water,NULL,Water,Water
865,Forest,Water,NULL,Water,Forest
866,Forest,Water,Non_Water,Water,Grassland
867,Forest,Water,Non_Water,Water,Wetland
868,Forest,Water,Non_Water,Water,Water
869,Forest,Water,Non_Water,Water,Forest
870,Forest,Water,Water,Water,Grassland
871,Forest,Water,Water,Water,Wetland
872,Forest,Water,Water,Water,Water
873,Forest,Water,Water,Water,Forest
874,Forest,Forest,NULL,Non_Wetland,NULL
875,Forest,Forest,NULL,Non_Wetland,Grassland
876,Forest,Forest,NULL,Non_Wetland,Wetland
877,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
878,Forest,Forest,NULL,Non_Wetland,Bareland
879,Forest,Forest,NULL,Non_Wetland,Built-up
880,Forest,Forest,NULL,Non_Wetland,Water
881,Forest,Forest,NULL,Non_Wetland,Forest
882,Forest,Forest,Non_Water,Non_Wetland,NULL
883,Forest,Forest,Non_Water,Non_Wetland,Grassland
884,Forest,Forest,Non_Water,Non_Wetland,Wetland
885,Forest,Forest,Non_Water,Non_Wetland,Bareland
886,Forest,Forest,Non_Water,Non_Wetland,Water
887,Forest,Forest,Non_Water,Non_Wetland,Forest
888,Forest,Forest,Water,Non_Wetland,Grassland
889,Forest,Forest,Water,Non_Wetland,Wetland
890,Forest,Forest,Water,Non_Wetland,Bareland
891,Forest,Forest,Water,Non_Wetland,Water
892,Forest,Forest,Water,Non_Wetland,Forest
