Value,SIBERIA_2024_ESA_CALU_2024_45XWB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XWB_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,SIBERIA_2024_WorldCover_2021_45XWB_M_R
406,NULL,Water,Wetland,Non_Water,Wetland,Wetland
407,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
408,NULL,Water,Wetland,Non_Water,Wetland,Bareland
409,NULL,Water,Wetland,Non_Water,Wetland,Water
410,NULL,Water,Wetland,Water,NULL,Water
411,NULL,Water,Wetland,Water,Wetland,Grassland
412,NULL,Water,Wetland,Water,Wetland,Wetland
413,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
414,NULL,Water,Wetland,Water,Wetland,Bareland
415,NULL,Water,Wetland,Water,Wetland,Water
416,NULL,Water,Wetland,Water,Wetland,Forest
417,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
418,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
419,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
420,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
421,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
422,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
423,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
424,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
425,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
426,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
427,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
428,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
429,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
430,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
431,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
432,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
433,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
434,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
435,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
436,NULL,Water,Bareland,NULL,Non_Wetland,Water
437,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
438,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
439,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
440,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
441,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
442,NULL,Water,Bareland,Water,Non_Wetland,Grassland
443,NULL,Water,Bareland,Water,Non_Wetland,Wetland
444,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
445,NULL,Water,Bareland,Water,Non_Wetland,Bareland
446,NULL,Water,Bareland,Water,Non_Wetland,Water
447,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
448,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
449,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
450,NULL,Water,Built-up,NULL,Non_Wetland,Water
451,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
452,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
453,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
454,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
455,NULL,Water,Built-up,Water,Non_Wetland,Bareland
456,NULL,Water,Built-up,Water,Non_Wetland,Water
457,NULL,Water,Water,NULL,NULL,Water
458,NULL,Water,Water,NULL,Water,Grassland
459,NULL,Water,Water,NULL,Water,Wetland
460,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
461,NULL,Water,Water,NULL,Water,Bareland
462,NULL,Water,Water,NULL,Water,Water
463,NULL,Water,Water,Non_Water,Water,Grassland
464,NULL,Water,Water,Non_Water,Water,Wetland
465,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
466,NULL,Water,Water,Non_Water,Water,Bareland
467,NULL,Water,Water,Non_Water,Water,Water
468,NULL,Water,Water,Water,NULL,Water
469,NULL,Water,Water,Water,Water,Grassland
470,NULL,Water,Water,Water,Water,Wetland
471,NULL,Water,Water,Water,Water,Lichens_and_Mosses
472,NULL,Water,Water,Water,Water,Bareland
473,NULL,Water,Water,Water,Water,Water
474,NULL,Water,Forest,NULL,Non_Wetland,Grassland
475,NULL,Water,Forest,NULL,Non_Wetland,Wetland
476,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
477,NULL,Water,Forest,NULL,Non_Wetland,Water
478,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
479,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
480,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
481,NULL,Water,Forest,Non_Water,Non_Wetland,Water
482,NULL,Water,Forest,Water,Non_Wetland,Grassland
483,NULL,Water,Forest,Water,Non_Wetland,Wetland
484,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
485,NULL,Water,Forest,Water,Non_Wetland,Water
486,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
487,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
488,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
489,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
490,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
491,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
492,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
493,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
494,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
495,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
496,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
497,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
498,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
499,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
500,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
501,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
502,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
503,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
504,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
505,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
506,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
507,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
508,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
509,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
510,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
511,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
512,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
513,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
514,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
515,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
516,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
517,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
518,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
519,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
520,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
521,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
522,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
523,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
524,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
525,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
526,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
527,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
528,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
529,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
530,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
531,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
532,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
533,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
534,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
535,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
536,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
537,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
538,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
539,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
540,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
541,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
542,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
543,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
544,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
545,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
546,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
547,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
548,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
549,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
550,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
551,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
552,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
553,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
554,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
555,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
556,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
557,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
558,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
559,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
560,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
561,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
562,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
563,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
564,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
565,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
566,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
567,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
568,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
569,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
570,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
571,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
572,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
573,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
574,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
575,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
576,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
577,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
578,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
579,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
580,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
581,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
582,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
583,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
584,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
585,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
586,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
587,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
588,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
589,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
590,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
591,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
592,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
593,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
594,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
595,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
596,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
597,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
598,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
599,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
600,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
601,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
602,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
603,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
604,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
605,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
606,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
607,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
608,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
609,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
610,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
611,NULL,Forest,Shrubland,Water,Non_Wetland,Water
612,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
613,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
614,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
615,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
616,NULL,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
617,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
618,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
619,NULL,Forest,Wetland,NULL,Wetland,Grassland
620,NULL,Forest,Wetland,NULL,Wetland,Wetland
621,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
622,NULL,Forest,Wetland,NULL,Wetland,Water
623,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
624,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
625,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
626,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
627,NULL,Forest,Wetland,Non_Water,Wetland,Water
628,NULL,Forest,Wetland,Water,Wetland,Grassland
629,NULL,Forest,Wetland,Water,Wetland,Wetland
630,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
631,NULL,Forest,Wetland,Water,Wetland,Bareland
632,NULL,Forest,Wetland,Water,Wetland,Water
633,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
634,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
635,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
636,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
637,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
638,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
639,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
640,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
641,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
642,NULL,Forest,Water,NULL,Water,Wetland
643,NULL,Forest,Water,NULL,Water,Water
644,NULL,Forest,Water,Non_Water,Water,Water
645,NULL,Forest,Water,Water,Water,Grassland
646,NULL,Forest,Water,Water,Water,Wetland
647,NULL,Forest,Water,Water,Water,Water
648,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
649,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
650,NULL,Forest,Forest,Water,Non_Wetland,Grassland
651,NULL,Forest,Forest,Water,Non_Wetland,Wetland
652,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
653,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
654,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
655,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
656,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
657,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
658,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
659,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
660,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
661,Shrubland,NULL,Wetland,NULL,Wetland,Water
662,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
663,Shrubland,NULL,Wetland,Water,Wetland,Wetland
664,Shrubland,NULL,Wetland,Water,Wetland,Water
665,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
666,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
667,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
668,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
669,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
670,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
671,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
672,Shrubland,NULL,Water,Water,Water,Wetland
673,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
674,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
675,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
676,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
677,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
678,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
679,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
680,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
681,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
682,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
683,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
684,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
685,Shrubland,Wetland,Wetland,NULL,Wetland,Water
686,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
687,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
688,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
689,Shrubland,Wetland,Wetland,Water,Wetland,Water
690,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
691,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
692,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
693,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
694,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
695,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
696,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
697,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
698,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
699,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
700,Shrubland,Wetland,Water,Water,Water,Wetland
701,Shrubland,Wetland,Water,Water,Water,Water
702,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
703,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
704,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
705,Shrubland,Water,Wetland,NULL,Wetland,Wetland
706,Shrubland,Water,Wetland,NULL,Wetland,Water
707,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
708,Shrubland,Water,Wetland,Water,Wetland,Wetland
709,Shrubland,Water,Wetland,Water,Wetland,Water
710,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
711,Shrubland,Water,Water,NULL,Water,Water
712,Shrubland,Water,Water,Water,Water,Wetland
713,Shrubland,Water,Water,Water,Water,Water
714,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
715,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
716,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
717,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
718,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
719,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
720,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
721,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
722,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
723,Shrubland,Forest,Wetland,Water,Wetland,Wetland
724,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
725,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
726,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
727,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
728,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
729,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
730,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
731,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
732,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
733,Wetland,NULL,Wetland,NULL,Wetland,Grassland
734,Wetland,NULL,Wetland,NULL,Wetland,Wetland
735,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
736,Wetland,NULL,Wetland,NULL,Wetland,Water
737,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
738,Wetland,NULL,Wetland,Non_Water,Wetland,Water
739,Wetland,NULL,Wetland,Water,Wetland,Wetland
740,Wetland,NULL,Wetland,Water,Wetland,Bareland
741,Wetland,NULL,Wetland,Water,Wetland,Water
742,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
743,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
744,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
745,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
746,Wetland,NULL,Bareland,Water,Non_Wetland,Water
747,Wetland,NULL,Water,NULL,Water,Wetland
748,Wetland,NULL,Water,NULL,Water,Water
749,Wetland,NULL,Water,Non_Water,Water,Wetland
750,Wetland,NULL,Water,Water,Water,Wetland
751,Wetland,NULL,Water,Water,Water,Water
752,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
753,Wetland,NULL,Forest,NULL,Non_Wetland,Water
754,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
755,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
756,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
757,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
758,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
759,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
760,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
761,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
762,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
763,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
764,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
765,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
766,Wetland,Wetland,Wetland,NULL,NULL,Water
767,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
768,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
769,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
770,Wetland,Wetland,Wetland,NULL,Wetland,Water
771,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
772,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
773,Wetland,Wetland,Wetland,Water,Wetland,Grassland
774,Wetland,Wetland,Wetland,Water,Wetland,Wetland
775,Wetland,Wetland,Wetland,Water,Wetland,Water
776,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
777,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
778,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
779,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
780,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
781,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
782,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
783,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
784,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
785,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
786,Wetland,Wetland,Water,NULL,Water,Wetland
787,Wetland,Wetland,Water,NULL,Water,Water
788,Wetland,Wetland,Water,Non_Water,Water,Wetland
789,Wetland,Wetland,Water,Non_Water,Water,Water
790,Wetland,Wetland,Water,Water,Water,Wetland
791,Wetland,Wetland,Water,Water,Water,Water
792,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
793,Wetland,Bareland,Wetland,NULL,Wetland,Water
794,Wetland,Bareland,Wetland,Water,Wetland,Wetland
795,Wetland,Bareland,Wetland,Water,Wetland,Water
796,Wetland,Bareland,Water,Water,Water,Water
