Value,SIBERIA_2024_ESA_CALU_2024_42WXE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXE_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXE_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXE_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXE_M_R,SIBERIA_2024_WorldCover_2021_42WXE_M_R
406,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
407,NULL,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
408,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
409,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
410,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
411,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
412,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
413,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
414,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water
415,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
416,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland
417,NULL,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
418,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
419,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
420,NULL,Built-up,Built-up,Water,Non_Wetland,Water
421,NULL,Built-up,Water,NULL,Water,Wetland
422,NULL,Built-up,Water,NULL,Water,Bareland
423,NULL,Built-up,Water,NULL,Water,Built-up
424,NULL,Built-up,Water,NULL,Water,Water
425,NULL,Built-up,Water,Non_Water,Water,Wetland
426,NULL,Built-up,Water,Non_Water,Water,Bareland
427,NULL,Built-up,Water,Non_Water,Water,Built-up
428,NULL,Built-up,Water,Non_Water,Water,Water
429,NULL,Built-up,Water,Water,Water,Wetland
430,NULL,Built-up,Water,Water,Water,Bareland
431,NULL,Built-up,Water,Water,Water,Built-up
432,NULL,Built-up,Water,Water,Water,Water
433,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
434,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
435,NULL,Water,Shrubland,NULL,Non_Wetland,Water
436,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
437,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
438,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
439,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
440,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
441,NULL,Water,Shrubland,Water,Non_Wetland,Water
442,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
443,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
444,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
445,NULL,Water,Grassland,NULL,Non_Wetland,Water
446,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
447,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
448,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
449,NULL,Water,Grassland,Water,Non_Wetland,Grassland
450,NULL,Water,Grassland,Water,Non_Wetland,Wetland
451,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
452,NULL,Water,Grassland,Water,Non_Wetland,Water
453,NULL,Water,Wetland,NULL,NULL,Grassland
454,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
455,NULL,Water,Wetland,NULL,NULL,Bareland
456,NULL,Water,Wetland,NULL,NULL,Water
457,NULL,Water,Wetland,NULL,Wetland,Grassland
458,NULL,Water,Wetland,NULL,Wetland,Wetland
459,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
460,NULL,Water,Wetland,NULL,Wetland,Bareland
461,NULL,Water,Wetland,NULL,Wetland,Built-up
462,NULL,Water,Wetland,NULL,Wetland,Water
463,NULL,Water,Wetland,Non_Water,NULL,Wetland
464,NULL,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
465,NULL,Water,Wetland,Non_Water,NULL,Bareland
466,NULL,Water,Wetland,Non_Water,NULL,Water
467,NULL,Water,Wetland,Non_Water,Wetland,Grassland
468,NULL,Water,Wetland,Non_Water,Wetland,Wetland
469,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
470,NULL,Water,Wetland,Non_Water,Wetland,Bareland
471,NULL,Water,Wetland,Non_Water,Wetland,Built-up
472,NULL,Water,Wetland,Non_Water,Wetland,Water
473,NULL,Water,Wetland,Water,NULL,Grassland
474,NULL,Water,Wetland,Water,NULL,Wetland
475,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
476,NULL,Water,Wetland,Water,NULL,Bareland
477,NULL,Water,Wetland,Water,NULL,Built-up
478,NULL,Water,Wetland,Water,NULL,Water
479,NULL,Water,Wetland,Water,Wetland,Grassland
480,NULL,Water,Wetland,Water,Wetland,Wetland
481,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
482,NULL,Water,Wetland,Water,Wetland,Bareland
483,NULL,Water,Wetland,Water,Wetland,Built-up
484,NULL,Water,Wetland,Water,Wetland,Water
485,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
486,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
487,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
488,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
489,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
490,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
491,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
492,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
493,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
494,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
495,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
496,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
497,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
498,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
499,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
500,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
501,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
502,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
503,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
504,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
505,NULL,Water,Bareland,NULL,Non_Wetland,Water
506,NULL,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
507,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
508,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
509,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
510,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
511,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
512,NULL,Water,Bareland,Water,Non_Wetland,Grassland
513,NULL,Water,Bareland,Water,Non_Wetland,Wetland
514,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
515,NULL,Water,Bareland,Water,Non_Wetland,Bareland
516,NULL,Water,Bareland,Water,Non_Wetland,Built-up
517,NULL,Water,Bareland,Water,Non_Wetland,Water
518,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
519,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
520,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
521,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
522,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
523,NULL,Water,Built-up,NULL,Non_Wetland,Water
524,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
525,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
526,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
527,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
528,NULL,Water,Built-up,Water,Non_Wetland,Grassland
529,NULL,Water,Built-up,Water,Non_Wetland,Wetland
530,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
531,NULL,Water,Built-up,Water,Non_Wetland,Bareland
532,NULL,Water,Built-up,Water,Non_Wetland,Built-up
533,NULL,Water,Built-up,Water,Non_Wetland,Water
534,NULL,Water,Water,NULL,NULL,Grassland
535,NULL,Water,Water,NULL,NULL,Wetland
536,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
537,NULL,Water,Water,NULL,NULL,Bareland
538,NULL,Water,Water,NULL,NULL,Water
539,NULL,Water,Water,NULL,Water,Grassland
540,NULL,Water,Water,NULL,Water,Wetland
541,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
542,NULL,Water,Water,NULL,Water,Bareland
543,NULL,Water,Water,NULL,Water,Built-up
544,NULL,Water,Water,NULL,Water,Water
545,NULL,Water,Water,Non_Water,NULL,Bareland
546,NULL,Water,Water,Non_Water,NULL,Water
547,NULL,Water,Water,Non_Water,Water,Grassland
548,NULL,Water,Water,Non_Water,Water,Wetland
549,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
550,NULL,Water,Water,Non_Water,Water,Bareland
551,NULL,Water,Water,Non_Water,Water,Built-up
552,NULL,Water,Water,Non_Water,Water,Water
553,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
554,NULL,Water,Water,Water,NULL,Bareland
555,NULL,Water,Water,Water,NULL,Built-up
556,NULL,Water,Water,Water,NULL,Water
557,NULL,Water,Water,Water,Water,Grassland
558,NULL,Water,Water,Water,Water,Wetland
559,NULL,Water,Water,Water,Water,Lichens_and_Mosses
560,NULL,Water,Water,Water,Water,Bareland
561,NULL,Water,Water,Water,Water,Built-up
562,NULL,Water,Water,Water,Water,Water
563,NULL,Water,Forest,NULL,Non_Wetland,Grassland
564,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
565,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
566,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
567,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
568,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
569,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
570,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
571,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
572,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
573,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
574,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
575,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
576,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
577,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
578,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
579,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
580,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
581,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
582,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
583,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
584,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
585,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
586,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
587,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
588,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
589,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
590,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
591,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
592,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
593,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
594,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
595,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
596,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
597,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
598,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
599,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
600,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
601,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
602,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
603,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
604,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
605,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
606,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
607,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
608,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
609,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
610,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
611,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
612,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
613,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
614,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
615,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
616,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
617,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
618,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
619,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
620,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
621,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
622,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
623,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
624,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
625,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
626,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
627,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
628,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
629,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
630,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
631,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
632,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
633,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
634,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
635,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
636,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
637,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
638,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
639,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
640,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
641,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
642,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
643,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
644,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
645,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
646,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
647,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
648,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
649,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
650,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
651,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
652,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
653,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
654,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
655,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
656,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
657,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
658,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
659,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
660,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
661,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
662,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
663,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
664,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
665,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
666,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
667,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
668,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
669,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
670,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
671,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
672,NULL,Forest,Shrubland,Water,Non_Wetland,Water
673,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
674,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
675,NULL,Forest,Wetland,NULL,Wetland,Grassland
676,NULL,Forest,Wetland,NULL,Wetland,Wetland
677,NULL,Forest,Wetland,Water,Wetland,Wetland
678,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
679,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
680,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
681,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
682,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
683,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
684,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
685,NULL,Forest,Bareland,NULL,Non_Wetland,Water
686,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
687,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
688,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
689,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
690,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
691,NULL,Forest,Water,NULL,Water,Wetland
692,NULL,Forest,Water,Water,Water,Wetland
693,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
694,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
695,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
696,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
697,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
698,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
699,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
700,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
701,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
702,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
703,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
704,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
705,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
706,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
707,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
708,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
709,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
710,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
711,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
712,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
713,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
714,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
715,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
716,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
717,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
718,Shrubland,NULL,Wetland,NULL,Wetland,Water
719,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
720,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
721,Shrubland,NULL,Wetland,Water,Wetland,Grassland
722,Shrubland,NULL,Wetland,Water,Wetland,Wetland
723,Shrubland,NULL,Wetland,Water,Wetland,Bareland
724,Shrubland,NULL,Wetland,Water,Wetland,Water
725,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
726,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
727,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
728,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
729,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
730,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
731,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
732,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
733,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
734,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
735,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
736,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
737,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
738,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
739,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
740,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
741,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
742,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
743,Shrubland,NULL,Bareland,NULL,Non_Wetland,Built-up
744,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
745,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
746,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
747,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
748,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
749,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
750,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
751,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
752,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
753,Shrubland,NULL,Bareland,Water,Non_Wetland,Bareland
754,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
755,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
756,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
757,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
758,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
759,Shrubland,NULL,Built-up,NULL,Non_Wetland,Built-up
760,Shrubland,NULL,Built-up,NULL,Non_Wetland,Water
761,Shrubland,NULL,Built-up,NULL,Non_Wetland,Forest
762,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
763,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
764,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
765,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
766,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Water
767,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
768,Shrubland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
769,Shrubland,NULL,Water,NULL,Water,Grassland
770,Shrubland,NULL,Water,NULL,Water,Wetland
771,Shrubland,NULL,Water,NULL,Water,Water
772,Shrubland,NULL,Water,Non_Water,Water,Wetland
773,Shrubland,NULL,Water,Non_Water,Water,Water
774,Shrubland,NULL,Water,Water,Water,Grassland
775,Shrubland,NULL,Water,Water,Water,Wetland
776,Shrubland,NULL,Water,Water,Water,Water
777,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
778,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
779,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
780,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
781,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
782,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
783,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
784,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
785,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
786,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
787,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
788,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
789,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
790,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
791,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
792,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Bareland
793,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
794,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
795,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
796,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
797,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
798,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
799,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
800,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
801,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
