Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDK_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDK_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDK_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDK_M_R,SIBERIA_2024_WorldCover_2021_43VDK_M_R
475,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
476,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
477,Bareland,Bareland,Non_Water,Non_Wetland,Water
478,Bareland,Bareland,Non_Water,Non_Wetland,Forest
479,Bareland,Bareland,Water,Non_Wetland,Grassland
480,Bareland,Bareland,Water,Non_Wetland,Bareland
481,Bareland,Bareland,Water,Non_Wetland,Water
482,Bareland,Bareland,Water,Non_Wetland,Forest
483,Bareland,Built-up,NULL,Non_Wetland,Grassland
484,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
485,Bareland,Built-up,NULL,Non_Wetland,Bareland
486,Bareland,Built-up,NULL,Non_Wetland,Built-up
487,Bareland,Built-up,NULL,Non_Wetland,Water
488,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
489,Bareland,Built-up,NULL,Non_Wetland,Forest
490,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
491,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
492,Bareland,Built-up,Non_Water,Non_Wetland,Water
493,Bareland,Built-up,Water,Non_Wetland,Bareland
494,Bareland,Built-up,Water,Non_Wetland,Built-up
495,Bareland,Built-up,Water,Non_Wetland,Water
496,Bareland,Water,NULL,Water,Wetland
497,Bareland,Water,NULL,Water,Bareland
498,Bareland,Water,NULL,Water,Water
499,Bareland,Water,NULL,Water,Forest
500,Bareland,Water,Non_Water,Water,Wetland
501,Bareland,Water,Non_Water,Water,Bareland
502,Bareland,Water,Non_Water,Water,Water
503,Bareland,Water,Non_Water,Water,Forest
504,Bareland,Water,Water,Water,Wetland
505,Bareland,Water,Water,Water,Bareland
506,Bareland,Water,Water,Water,Water
507,Bareland,Water,Water,Water,Forest
508,Bareland,Forest,NULL,Non_Wetland,Grassland
509,Bareland,Forest,NULL,Non_Wetland,Wetland
510,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
511,Bareland,Forest,NULL,Non_Wetland,Bareland
512,Bareland,Forest,NULL,Non_Wetland,Built-up
513,Bareland,Forest,NULL,Non_Wetland,Water
514,Bareland,Forest,NULL,Non_Wetland,Forest
515,Bareland,Forest,Non_Water,Non_Wetland,Grassland
516,Bareland,Forest,Non_Water,Non_Wetland,Bareland
517,Bareland,Forest,Non_Water,Non_Wetland,Water
518,Bareland,Forest,Non_Water,Non_Wetland,Forest
519,Bareland,Forest,Water,Non_Wetland,Water
520,Bareland,Forest,Water,Non_Wetland,Forest
521,Built-up,NULL,NULL,Non_Wetland,Grassland
522,Built-up,NULL,NULL,Non_Wetland,Wetland
523,Built-up,NULL,NULL,Non_Wetland,Bareland
524,Built-up,NULL,NULL,Non_Wetland,Built-up
525,Built-up,NULL,NULL,Non_Wetland,Forest
526,Built-up,NULL,Non_Water,Non_Wetland,Wetland
527,Built-up,Shrubland,NULL,Non_Wetland,Grassland
528,Built-up,Shrubland,NULL,Non_Wetland,Wetland
529,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
530,Built-up,Shrubland,NULL,Non_Wetland,Bareland
531,Built-up,Shrubland,NULL,Non_Wetland,Built-up
532,Built-up,Shrubland,NULL,Non_Wetland,Water
533,Built-up,Shrubland,NULL,Non_Wetland,Forest
534,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
535,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
536,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
537,Built-up,Shrubland,Non_Water,Non_Wetland,Water
538,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
539,Built-up,Shrubland,Water,Non_Wetland,Grassland
540,Built-up,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
541,Built-up,Shrubland,Water,Non_Wetland,Bareland
542,Built-up,Shrubland,Water,Non_Wetland,Water
543,Built-up,Shrubland,Water,Non_Wetland,Forest
544,Built-up,Grassland,NULL,Non_Wetland,Grassland
545,Built-up,Grassland,NULL,Non_Wetland,Wetland
546,Built-up,Grassland,NULL,Non_Wetland,Bareland
547,Built-up,Grassland,NULL,Non_Wetland,Built-up
548,Built-up,Grassland,NULL,Non_Wetland,Forest
549,Built-up,Grassland,Non_Water,Non_Wetland,Forest
550,Built-up,Cropland,NULL,Non_Wetland,Grassland
551,Built-up,Cropland,NULL,Non_Wetland,Wetland
552,Built-up,Cropland,NULL,Non_Wetland,Bareland
553,Built-up,Cropland,NULL,Non_Wetland,Built-up
554,Built-up,Cropland,NULL,Non_Wetland,Water
555,Built-up,Cropland,NULL,Non_Wetland,Forest
556,Built-up,Wetland,NULL,Wetland,NULL
557,Built-up,Wetland,NULL,Wetland,Grassland
558,Built-up,Wetland,NULL,Wetland,Wetland
559,Built-up,Wetland,NULL,Wetland,Bareland
560,Built-up,Wetland,NULL,Wetland,Built-up
561,Built-up,Wetland,NULL,Wetland,Water
562,Built-up,Wetland,NULL,Wetland,Forest
563,Built-up,Wetland,Non_Water,Wetland,Wetland
564,Built-up,Wetland,Non_Water,Wetland,Bareland
565,Built-up,Wetland,Non_Water,Wetland,Water
566,Built-up,Wetland,Non_Water,Wetland,Forest
567,Built-up,Wetland,Water,Wetland,Grassland
568,Built-up,Wetland,Water,Wetland,Wetland
569,Built-up,Wetland,Water,Wetland,Bareland
570,Built-up,Wetland,Water,Wetland,Built-up
571,Built-up,Wetland,Water,Wetland,Water
572,Built-up,Wetland,Water,Wetland,Forest
573,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
574,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
575,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
576,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
577,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
578,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
579,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
580,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
581,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
582,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
583,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
584,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
585,Built-up,Bareland,NULL,Non_Wetland,NULL
586,Built-up,Bareland,NULL,Non_Wetland,Grassland
587,Built-up,Bareland,NULL,Non_Wetland,Cropland
588,Built-up,Bareland,NULL,Non_Wetland,Wetland
589,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
590,Built-up,Bareland,NULL,Non_Wetland,Bareland
591,Built-up,Bareland,NULL,Non_Wetland,Built-up
592,Built-up,Bareland,NULL,Non_Wetland,Water
593,Built-up,Bareland,NULL,Non_Wetland,Forest
594,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
595,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
596,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
597,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
598,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
599,Built-up,Bareland,Non_Water,Non_Wetland,Water
600,Built-up,Bareland,Non_Water,Non_Wetland,Forest
601,Built-up,Bareland,Water,Non_Wetland,Grassland
602,Built-up,Bareland,Water,Non_Wetland,Wetland
603,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
604,Built-up,Bareland,Water,Non_Wetland,Bareland
605,Built-up,Bareland,Water,Non_Wetland,Built-up
606,Built-up,Bareland,Water,Non_Wetland,Water
607,Built-up,Bareland,Water,Non_Wetland,Forest
608,Built-up,Built-up,NULL,Non_Wetland,NULL
609,Built-up,Built-up,NULL,Non_Wetland,Grassland
610,Built-up,Built-up,NULL,Non_Wetland,Cropland
611,Built-up,Built-up,NULL,Non_Wetland,Wetland
612,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
613,Built-up,Built-up,NULL,Non_Wetland,Bareland
614,Built-up,Built-up,NULL,Non_Wetland,Built-up
615,Built-up,Built-up,NULL,Non_Wetland,Water
616,Built-up,Built-up,NULL,Non_Wetland,Forest
617,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
618,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
619,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
620,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
621,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
622,Built-up,Built-up,Non_Water,Non_Wetland,Water
623,Built-up,Built-up,Non_Water,Non_Wetland,Forest
624,Built-up,Built-up,Water,Non_Wetland,Grassland
625,Built-up,Built-up,Water,Non_Wetland,Wetland
626,Built-up,Built-up,Water,Non_Wetland,Bareland
627,Built-up,Built-up,Water,Non_Wetland,Built-up
628,Built-up,Built-up,Water,Non_Wetland,Water
629,Built-up,Built-up,Water,Non_Wetland,Forest
630,Built-up,Water,NULL,Water,Grassland
631,Built-up,Water,NULL,Water,Wetland
632,Built-up,Water,NULL,Water,Bareland
633,Built-up,Water,NULL,Water,Built-up
634,Built-up,Water,NULL,Water,Water
635,Built-up,Water,NULL,Water,Forest
636,Built-up,Water,Non_Water,Water,Wetland
637,Built-up,Water,Non_Water,Water,Bareland
638,Built-up,Water,Non_Water,Water,Built-up
639,Built-up,Water,Non_Water,Water,Water
640,Built-up,Water,Non_Water,Water,Forest
641,Built-up,Water,Water,Water,Grassland
642,Built-up,Water,Water,Water,Wetland
643,Built-up,Water,Water,Water,Bareland
644,Built-up,Water,Water,Water,Built-up
645,Built-up,Water,Water,Water,Water
646,Built-up,Water,Water,Water,Forest
647,Built-up,Forest,NULL,Non_Wetland,NULL
648,Built-up,Forest,NULL,Non_Wetland,Grassland
649,Built-up,Forest,NULL,Non_Wetland,Cropland
650,Built-up,Forest,NULL,Non_Wetland,Wetland
651,Built-up,Forest,NULL,Non_Wetland,Bareland
652,Built-up,Forest,NULL,Non_Wetland,Built-up
653,Built-up,Forest,NULL,Non_Wetland,Water
654,Built-up,Forest,NULL,Non_Wetland,Forest
655,Built-up,Forest,Non_Water,Non_Wetland,Grassland
656,Built-up,Forest,Non_Water,Non_Wetland,Wetland
657,Built-up,Forest,Non_Water,Non_Wetland,Bareland
658,Built-up,Forest,Non_Water,Non_Wetland,Water
659,Built-up,Forest,Non_Water,Non_Wetland,Forest
660,Built-up,Forest,Water,Non_Wetland,Grassland
661,Built-up,Forest,Water,Non_Wetland,Wetland
662,Built-up,Forest,Water,Non_Wetland,Bareland
663,Built-up,Forest,Water,Non_Wetland,Water
664,Built-up,Forest,Water,Non_Wetland,Forest
665,Water,NULL,NULL,Non_Wetland,Grassland
666,Water,NULL,NULL,Non_Wetland,Wetland
667,Water,NULL,NULL,Non_Wetland,Water
668,Water,NULL,NULL,Non_Wetland,Forest
669,Water,NULL,Non_Water,Non_Wetland,Wetland
670,Water,NULL,Non_Water,Non_Wetland,Water
671,Water,NULL,Non_Water,Non_Wetland,Forest
672,Water,NULL,Water,Non_Wetland,Grassland
673,Water,NULL,Water,Non_Wetland,Wetland
674,Water,NULL,Water,Non_Wetland,Water
675,Water,NULL,Water,Non_Wetland,Forest
676,Water,Shrubland,NULL,Non_Wetland,Grassland
677,Water,Shrubland,NULL,Non_Wetland,Wetland
678,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
679,Water,Shrubland,NULL,Non_Wetland,Bareland
680,Water,Shrubland,NULL,Non_Wetland,Water
681,Water,Shrubland,NULL,Non_Wetland,Forest
682,Water,Shrubland,Non_Water,Non_Wetland,Grassland
683,Water,Shrubland,Non_Water,Non_Wetland,Wetland
684,Water,Shrubland,Non_Water,Non_Wetland,Bareland
685,Water,Shrubland,Non_Water,Non_Wetland,Water
686,Water,Shrubland,Non_Water,Non_Wetland,Forest
687,Water,Shrubland,Water,Non_Wetland,Grassland
688,Water,Shrubland,Water,Non_Wetland,Wetland
689,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
690,Water,Shrubland,Water,Non_Wetland,Bareland
691,Water,Shrubland,Water,Non_Wetland,Water
692,Water,Shrubland,Water,Non_Wetland,Forest
693,Water,Grassland,NULL,Non_Wetland,Grassland
694,Water,Grassland,NULL,Non_Wetland,Water
695,Water,Grassland,Non_Water,Non_Wetland,Water
696,Water,Grassland,Water,Non_Wetland,Grassland
697,Water,Grassland,Water,Non_Wetland,Water
698,Water,Cropland,NULL,Non_Wetland,Bareland
699,Water,Wetland,NULL,Wetland,NULL
700,Water,Wetland,NULL,Wetland,Grassland
701,Water,Wetland,NULL,Wetland,Wetland
702,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
703,Water,Wetland,NULL,Wetland,Bareland
704,Water,Wetland,NULL,Wetland,Built-up
705,Water,Wetland,NULL,Wetland,Water
706,Water,Wetland,NULL,Wetland,Forest
707,Water,Wetland,Non_Water,Wetland,Grassland
708,Water,Wetland,Non_Water,Wetland,Wetland
709,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
710,Water,Wetland,Non_Water,Wetland,Bareland
711,Water,Wetland,Non_Water,Wetland,Water
712,Water,Wetland,Non_Water,Wetland,Forest
713,Water,Wetland,Water,Wetland,Grassland
714,Water,Wetland,Water,Wetland,Wetland
715,Water,Wetland,Water,Wetland,Lichens_and_Mosses
716,Water,Wetland,Water,Wetland,Bareland
717,Water,Wetland,Water,Wetland,Water
718,Water,Wetland,Water,Wetland,Forest
719,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
720,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
721,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
722,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
723,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
724,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
725,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
726,Water,Bareland,NULL,Non_Wetland,NULL
727,Water,Bareland,NULL,Non_Wetland,Grassland
728,Water,Bareland,NULL,Non_Wetland,Wetland
729,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
730,Water,Bareland,NULL,Non_Wetland,Bareland
731,Water,Bareland,NULL,Non_Wetland,Built-up
732,Water,Bareland,NULL,Non_Wetland,Water
733,Water,Bareland,NULL,Non_Wetland,Forest
734,Water,Bareland,Non_Water,Non_Wetland,Grassland
735,Water,Bareland,Non_Water,Non_Wetland,Wetland
736,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
737,Water,Bareland,Non_Water,Non_Wetland,Bareland
738,Water,Bareland,Non_Water,Non_Wetland,Built-up
739,Water,Bareland,Non_Water,Non_Wetland,Water
740,Water,Bareland,Non_Water,Non_Wetland,Forest
741,Water,Bareland,Water,Non_Wetland,Grassland
742,Water,Bareland,Water,Non_Wetland,Wetland
743,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
744,Water,Bareland,Water,Non_Wetland,Bareland
745,Water,Bareland,Water,Non_Wetland,Water
746,Water,Bareland,Water,Non_Wetland,Forest
747,Water,Built-up,NULL,Non_Wetland,Grassland
748,Water,Built-up,NULL,Non_Wetland,Wetland
749,Water,Built-up,NULL,Non_Wetland,Bareland
750,Water,Built-up,NULL,Non_Wetland,Built-up
751,Water,Built-up,NULL,Non_Wetland,Water
752,Water,Built-up,NULL,Non_Wetland,Forest
753,Water,Built-up,Non_Water,Non_Wetland,Wetland
754,Water,Built-up,Non_Water,Non_Wetland,Bareland
755,Water,Built-up,Non_Water,Non_Wetland,Water
756,Water,Built-up,Water,Non_Wetland,Grassland
757,Water,Built-up,Water,Non_Wetland,Wetland
758,Water,Built-up,Water,Non_Wetland,Bareland
759,Water,Built-up,Water,Non_Wetland,Water
760,Water,Water,NULL,Water,NULL
761,Water,Water,NULL,Water,Grassland
762,Water,Water,NULL,Water,Wetland
763,Water,Water,NULL,Water,Lichens_and_Mosses
764,Water,Water,NULL,Water,Bareland
765,Water,Water,NULL,Water,Built-up
766,Water,Water,NULL,Water,Water
767,Water,Water,NULL,Water,Forest
768,Water,Water,Non_Water,Water,Grassland
769,Water,Water,Non_Water,Water,Wetland
770,Water,Water,Non_Water,Water,Lichens_and_Mosses
771,Water,Water,Non_Water,Water,Bareland
772,Water,Water,Non_Water,Water,Water
773,Water,Water,Non_Water,Water,Forest
774,Water,Water,Water,Water,NULL
775,Water,Water,Water,Water,Grassland
776,Water,Water,Water,Water,Wetland
777,Water,Water,Water,Water,Lichens_and_Mosses
778,Water,Water,Water,Water,Bareland
779,Water,Water,Water,Water,Water
780,Water,Water,Water,Water,Permanent_ice_and_snow
781,Water,Water,Water,Water,Forest
782,Water,Forest,NULL,Non_Wetland,NULL
783,Water,Forest,NULL,Non_Wetland,Grassland
784,Water,Forest,NULL,Non_Wetland,Wetland
785,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
786,Water,Forest,NULL,Non_Wetland,Bareland
787,Water,Forest,NULL,Non_Wetland,Water
788,Water,Forest,NULL,Non_Wetland,Forest
789,Water,Forest,Non_Water,Non_Wetland,Grassland
790,Water,Forest,Non_Water,Non_Wetland,Wetland
791,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
792,Water,Forest,Non_Water,Non_Wetland,Water
793,Water,Forest,Non_Water,Non_Wetland,Forest
794,Water,Forest,Water,Non_Wetland,NULL
795,Water,Forest,Water,Non_Wetland,Grassland
796,Water,Forest,Water,Non_Wetland,Wetland
797,Water,Forest,Water,Non_Wetland,Bareland
798,Water,Forest,Water,Non_Wetland,Water
799,Water,Forest,Water,Non_Wetland,Permanent_ice_and_snow
800,Water,Forest,Water,Non_Wetland,Forest
801,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
802,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
803,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
804,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
805,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
806,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
807,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
808,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
809,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
810,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
811,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
812,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
813,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
814,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
815,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
816,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
817,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
818,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
819,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
820,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
821,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
822,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
823,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
824,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
825,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
826,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
827,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
828,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
829,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
830,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
831,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
832,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
833,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
834,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
835,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
836,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
837,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
838,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
839,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
840,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
841,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
842,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
843,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
844,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
845,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
846,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
847,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
848,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
849,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
850,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
851,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
852,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
853,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
854,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
855,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
856,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
857,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
858,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
859,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
860,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
861,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
862,Permanent_ice_and_snow,Water,NULL,Water,Grassland
863,Permanent_ice_and_snow,Water,NULL,Water,Wetland
864,Permanent_ice_and_snow,Water,NULL,Water,Bareland
865,Permanent_ice_and_snow,Water,NULL,Water,Water
866,Permanent_ice_and_snow,Water,NULL,Water,Forest
867,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
868,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
869,Permanent_ice_and_snow,Water,Water,Water,Grassland
870,Permanent_ice_and_snow,Water,Water,Water,Wetland
871,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
872,Permanent_ice_and_snow,Water,Water,Water,Bareland
873,Permanent_ice_and_snow,Water,Water,Water,Water
874,Permanent_ice_and_snow,Water,Water,Water,Forest
875,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
876,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
877,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
878,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
879,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
880,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
881,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
882,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
883,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
884,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
885,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
886,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
887,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
888,Forest,NULL,NULL,Non_Wetland,NULL
889,Forest,NULL,NULL,Non_Wetland,Grassland
890,Forest,NULL,NULL,Non_Wetland,Wetland
891,Forest,NULL,NULL,Non_Wetland,Built-up
892,Forest,NULL,NULL,Non_Wetland,Water
893,Forest,NULL,NULL,Non_Wetland,Forest
894,Forest,NULL,Non_Water,Non_Wetland,Grassland
895,Forest,NULL,Non_Water,Non_Wetland,Wetland
896,Forest,NULL,Non_Water,Non_Wetland,Bareland
897,Forest,NULL,Non_Water,Non_Wetland,Water
898,Forest,NULL,Non_Water,Non_Wetland,Forest
899,Forest,NULL,Water,Non_Wetland,Grassland
900,Forest,NULL,Water,Non_Wetland,Wetland
901,Forest,NULL,Water,Non_Wetland,Water
902,Forest,NULL,Water,Non_Wetland,Forest
903,Forest,Shrubland,NULL,Non_Wetland,NULL
904,Forest,Shrubland,NULL,Non_Wetland,Grassland
905,Forest,Shrubland,NULL,Non_Wetland,Wetland
906,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
907,Forest,Shrubland,NULL,Non_Wetland,Bareland
908,Forest,Shrubland,NULL,Non_Wetland,Built-up
909,Forest,Shrubland,NULL,Non_Wetland,Water
910,Forest,Shrubland,NULL,Non_Wetland,Forest
911,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
912,Forest,Shrubland,Non_Water,Non_Wetland,Water
913,Forest,Shrubland,Non_Water,Non_Wetland,Forest
914,Forest,Shrubland,Water,Non_Wetland,Grassland
915,Forest,Shrubland,Water,Non_Wetland,Bareland
916,Forest,Shrubland,Water,Non_Wetland,Water
917,Forest,Shrubland,Water,Non_Wetland,Forest
918,Forest,Grassland,NULL,Non_Wetland,Grassland
919,Forest,Grassland,NULL,Non_Wetland,Wetland
920,Forest,Grassland,NULL,Non_Wetland,Forest
921,Forest,Grassland,Non_Water,Non_Wetland,Wetland
922,Forest,Grassland,Non_Water,Non_Wetland,Forest
923,Forest,Grassland,Water,Non_Wetland,Forest
924,Forest,Cropland,NULL,Non_Wetland,Grassland
925,Forest,Cropland,NULL,Non_Wetland,Forest
926,Forest,Wetland,NULL,Wetland,NULL
927,Forest,Wetland,NULL,Wetland,Grassland
928,Forest,Wetland,NULL,Wetland,Wetland
929,Forest,Wetland,NULL,Wetland,Bareland
930,Forest,Wetland,NULL,Wetland,Built-up
931,Forest,Wetland,NULL,Wetland,Water
932,Forest,Wetland,NULL,Wetland,Forest
933,Forest,Wetland,Non_Water,Wetland,NULL
934,Forest,Wetland,Non_Water,Wetland,Grassland
935,Forest,Wetland,Non_Water,Wetland,Wetland
936,Forest,Wetland,Non_Water,Wetland,Bareland
937,Forest,Wetland,Non_Water,Wetland,Water
938,Forest,Wetland,Non_Water,Wetland,Forest
939,Forest,Wetland,Water,Wetland,Grassland
940,Forest,Wetland,Water,Wetland,Wetland
941,Forest,Wetland,Water,Wetland,Bareland
942,Forest,Wetland,Water,Wetland,Water
943,Forest,Wetland,Water,Wetland,Forest
944,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
945,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
946,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
947,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
948,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
949,Forest,Bareland,NULL,Non_Wetland,NULL
950,Forest,Bareland,NULL,Non_Wetland,Grassland
951,Forest,Bareland,NULL,Non_Wetland,Wetland
952,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
