Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VMQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VMQ_M_R,SIBERIA_2024_GSW_Yearly_2021_44VMQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VMQ_M_R,SIBERIA_2024_WorldCover_2021_44VMQ_M_R
486,Built-up,Bareland,NULL,Non_Wetland,Bareland
487,Built-up,Bareland,NULL,Non_Wetland,Built-up
488,Built-up,Bareland,NULL,Non_Wetland,Water
489,Built-up,Bareland,NULL,Non_Wetland,Forest
490,Built-up,Bareland,Non_Water,Non_Wetland,NULL
491,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
492,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
493,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
494,Built-up,Bareland,Non_Water,Non_Wetland,Forest
495,Built-up,Bareland,Water,Non_Wetland,Grassland
496,Built-up,Bareland,Water,Non_Wetland,Wetland
497,Built-up,Bareland,Water,Non_Wetland,Bareland
498,Built-up,Bareland,Water,Non_Wetland,Water
499,Built-up,Bareland,Water,Non_Wetland,Forest
500,Built-up,Built-up,NULL,Non_Wetland,Grassland
501,Built-up,Built-up,NULL,Non_Wetland,Wetland
502,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
503,Built-up,Built-up,NULL,Non_Wetland,Bareland
504,Built-up,Built-up,NULL,Non_Wetland,Built-up
505,Built-up,Built-up,NULL,Non_Wetland,Water
506,Built-up,Built-up,NULL,Non_Wetland,Forest
507,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
508,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
509,Built-up,Built-up,Non_Water,Non_Wetland,Forest
510,Built-up,Built-up,Water,Non_Wetland,Grassland
511,Built-up,Built-up,Water,Non_Wetland,Built-up
512,Built-up,Built-up,Water,Non_Wetland,Water
513,Built-up,Built-up,Water,Non_Wetland,Forest
514,Built-up,Water,NULL,Water,Grassland
515,Built-up,Water,NULL,Water,Wetland
516,Built-up,Water,NULL,Water,Bareland
517,Built-up,Water,NULL,Water,Water
518,Built-up,Water,NULL,Water,Forest
519,Built-up,Water,Non_Water,Water,Water
520,Built-up,Water,Water,Water,Wetland
521,Built-up,Water,Water,Water,Water
522,Built-up,Water,Water,Water,Forest
523,Built-up,Forest,NULL,Non_Wetland,NULL
524,Built-up,Forest,NULL,Non_Wetland,Grassland
525,Built-up,Forest,NULL,Non_Wetland,Wetland
526,Built-up,Forest,NULL,Non_Wetland,Bareland
527,Built-up,Forest,NULL,Non_Wetland,Built-up
528,Built-up,Forest,NULL,Non_Wetland,Forest
529,Built-up,Forest,Non_Water,Non_Wetland,Grassland
530,Built-up,Forest,Non_Water,Non_Wetland,Forest
531,Built-up,Forest,Water,Non_Wetland,Forest
532,Water,NULL,NULL,Non_Wetland,Grassland
533,Water,NULL,NULL,Non_Wetland,Wetland
534,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
535,Water,NULL,NULL,Non_Wetland,Bareland
536,Water,NULL,NULL,Non_Wetland,Water
537,Water,NULL,NULL,Non_Wetland,Forest
538,Water,NULL,Non_Water,Non_Wetland,Wetland
539,Water,NULL,Non_Water,Non_Wetland,Water
540,Water,NULL,Non_Water,Non_Wetland,Forest
541,Water,NULL,Water,Non_Wetland,Grassland
542,Water,NULL,Water,Non_Wetland,Wetland
543,Water,NULL,Water,Non_Wetland,Bareland
544,Water,NULL,Water,Non_Wetland,Water
545,Water,NULL,Water,Non_Wetland,Forest
546,Water,Shrubland,NULL,Non_Wetland,Grassland
547,Water,Shrubland,NULL,Non_Wetland,Wetland
548,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
549,Water,Shrubland,NULL,Non_Wetland,Bareland
550,Water,Shrubland,NULL,Non_Wetland,Water
551,Water,Shrubland,NULL,Non_Wetland,Forest
552,Water,Shrubland,Non_Water,Non_Wetland,Wetland
553,Water,Shrubland,Non_Water,Non_Wetland,Water
554,Water,Shrubland,Non_Water,Non_Wetland,Forest
555,Water,Shrubland,Water,Non_Wetland,Grassland
556,Water,Shrubland,Water,Non_Wetland,Wetland
557,Water,Shrubland,Water,Non_Wetland,Bareland
558,Water,Shrubland,Water,Non_Wetland,Water
559,Water,Shrubland,Water,Non_Wetland,Forest
560,Water,Grassland,NULL,Non_Wetland,Grassland
561,Water,Grassland,NULL,Non_Wetland,Forest
562,Water,Grassland,Water,Non_Wetland,Forest
563,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
564,Water,Cropland,NULL,Non_Wetland,Water
565,Water,Cropland,Water,Non_Wetland,Grassland
566,Water,Cropland,Water,Non_Wetland,Bareland
567,Water,Cropland,Water,Non_Wetland,Water
568,Water,Wetland,NULL,Wetland,Grassland
569,Water,Wetland,NULL,Wetland,Wetland
570,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
571,Water,Wetland,NULL,Wetland,Bareland
572,Water,Wetland,NULL,Wetland,Water
573,Water,Wetland,NULL,Wetland,Forest
574,Water,Wetland,Non_Water,Wetland,Grassland
575,Water,Wetland,Non_Water,Wetland,Wetland
576,Water,Wetland,Non_Water,Wetland,Bareland
577,Water,Wetland,Non_Water,Wetland,Water
578,Water,Wetland,Non_Water,Wetland,Forest
579,Water,Wetland,Water,Wetland,Grassland
580,Water,Wetland,Water,Wetland,Wetland
581,Water,Wetland,Water,Wetland,Lichens_and_Mosses
582,Water,Wetland,Water,Wetland,Bareland
583,Water,Wetland,Water,Wetland,Water
584,Water,Wetland,Water,Wetland,Forest
585,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
586,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
587,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
588,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
589,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
590,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
591,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
592,Water,Bareland,NULL,Non_Wetland,Grassland
593,Water,Bareland,NULL,Non_Wetland,Wetland
594,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
595,Water,Bareland,NULL,Non_Wetland,Bareland
596,Water,Bareland,NULL,Non_Wetland,Water
597,Water,Bareland,NULL,Non_Wetland,Forest
598,Water,Bareland,Non_Water,Non_Wetland,Grassland
599,Water,Bareland,Non_Water,Non_Wetland,Wetland
600,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
601,Water,Bareland,Non_Water,Non_Wetland,Bareland
602,Water,Bareland,Non_Water,Non_Wetland,Water
603,Water,Bareland,Non_Water,Non_Wetland,Forest
604,Water,Bareland,Water,Non_Wetland,Grassland
605,Water,Bareland,Water,Non_Wetland,Wetland
606,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
607,Water,Bareland,Water,Non_Wetland,Bareland
608,Water,Bareland,Water,Non_Wetland,Water
609,Water,Bareland,Water,Non_Wetland,Forest
610,Water,Built-up,NULL,Non_Wetland,Grassland
611,Water,Built-up,NULL,Non_Wetland,Wetland
612,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
613,Water,Built-up,NULL,Non_Wetland,Bareland
614,Water,Built-up,NULL,Non_Wetland,Water
615,Water,Built-up,NULL,Non_Wetland,Forest
616,Water,Built-up,Non_Water,Non_Wetland,Bareland
617,Water,Built-up,Non_Water,Non_Wetland,Water
618,Water,Built-up,Water,Non_Wetland,Grassland
619,Water,Built-up,Water,Non_Wetland,Bareland
620,Water,Built-up,Water,Non_Wetland,Water
621,Water,Built-up,Water,Non_Wetland,Forest
622,Water,Water,NULL,Water,Grassland
623,Water,Water,NULL,Water,Wetland
624,Water,Water,NULL,Water,Lichens_and_Mosses
625,Water,Water,NULL,Water,Bareland
626,Water,Water,NULL,Water,Water
627,Water,Water,NULL,Water,Forest
628,Water,Water,Non_Water,Water,Grassland
629,Water,Water,Non_Water,Water,Wetland
630,Water,Water,Non_Water,Water,Bareland
631,Water,Water,Non_Water,Water,Water
632,Water,Water,Non_Water,Water,Forest
633,Water,Water,Water,Water,Grassland
634,Water,Water,Water,Water,Wetland
635,Water,Water,Water,Water,Lichens_and_Mosses
636,Water,Water,Water,Water,Bareland
637,Water,Water,Water,Water,Water
638,Water,Water,Water,Water,Forest
639,Water,Forest,NULL,Non_Wetland,Grassland
640,Water,Forest,NULL,Non_Wetland,Wetland
641,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
642,Water,Forest,NULL,Non_Wetland,Bareland
643,Water,Forest,NULL,Non_Wetland,Water
644,Water,Forest,NULL,Non_Wetland,Forest
645,Water,Forest,Non_Water,Non_Wetland,Grassland
646,Water,Forest,Non_Water,Non_Wetland,Wetland
647,Water,Forest,Non_Water,Non_Wetland,Water
648,Water,Forest,Non_Water,Non_Wetland,Forest
649,Water,Forest,Water,Non_Wetland,Grassland
650,Water,Forest,Water,Non_Wetland,Wetland
651,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
652,Water,Forest,Water,Non_Wetland,Bareland
653,Water,Forest,Water,Non_Wetland,Water
654,Water,Forest,Water,Non_Wetland,Forest
655,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
656,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
657,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
658,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
659,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
660,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
661,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
662,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
663,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
664,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
665,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
666,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
667,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
668,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
669,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
670,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
671,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
672,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
673,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
674,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
675,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
676,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
677,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
678,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
679,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
680,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
681,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
682,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Forest
683,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
684,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
685,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
686,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
687,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
688,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
689,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
690,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL
691,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
692,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
693,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
694,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
695,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
696,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
697,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
698,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
699,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
700,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
701,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
702,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
703,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
704,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
705,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
706,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
707,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
708,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
709,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
710,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
711,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
712,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
713,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
714,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
715,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
716,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
717,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
718,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
719,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
720,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
721,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
722,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
723,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
724,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
725,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL
726,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
727,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
728,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
729,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
730,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
731,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
732,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
733,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
734,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
735,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
736,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
737,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
738,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
739,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
740,Permanent_ice_and_snow,Water,NULL,Water,Grassland
741,Permanent_ice_and_snow,Water,NULL,Water,Wetland
742,Permanent_ice_and_snow,Water,NULL,Water,Bareland
743,Permanent_ice_and_snow,Water,NULL,Water,Water
744,Permanent_ice_and_snow,Water,NULL,Water,Forest
745,Permanent_ice_and_snow,Water,Non_Water,Water,Water
746,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
747,Permanent_ice_and_snow,Water,Water,Water,Grassland
748,Permanent_ice_and_snow,Water,Water,Water,Wetland
749,Permanent_ice_and_snow,Water,Water,Water,Bareland
750,Permanent_ice_and_snow,Water,Water,Water,Water
751,Permanent_ice_and_snow,Water,Water,Water,Forest
752,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
753,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
754,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
755,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
756,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
757,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
758,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
759,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
760,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
761,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
762,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
763,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
764,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
765,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
766,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
767,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
768,Forest,NULL,NULL,Non_Wetland,NULL
769,Forest,NULL,NULL,Non_Wetland,Grassland
770,Forest,NULL,NULL,Non_Wetland,Wetland
771,Forest,NULL,NULL,Non_Wetland,Bareland
772,Forest,NULL,NULL,Non_Wetland,Water
773,Forest,NULL,NULL,Non_Wetland,Forest
774,Forest,NULL,Non_Water,Non_Wetland,Grassland
775,Forest,NULL,Non_Water,Non_Wetland,Wetland
776,Forest,NULL,Non_Water,Non_Wetland,Water
777,Forest,NULL,Non_Water,Non_Wetland,Forest
778,Forest,NULL,Water,Non_Wetland,Grassland
779,Forest,NULL,Water,Non_Wetland,Wetland
780,Forest,NULL,Water,Non_Wetland,Bareland
781,Forest,NULL,Water,Non_Wetland,Water
782,Forest,NULL,Water,Non_Wetland,Forest
783,Forest,Shrubland,NULL,Non_Wetland,NULL
784,Forest,Shrubland,NULL,Non_Wetland,Grassland
785,Forest,Shrubland,NULL,Non_Wetland,Wetland
786,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
787,Forest,Shrubland,NULL,Non_Wetland,Bareland
788,Forest,Shrubland,NULL,Non_Wetland,Built-up
789,Forest,Shrubland,NULL,Non_Wetland,Water
790,Forest,Shrubland,NULL,Non_Wetland,Forest
791,Forest,Shrubland,Non_Water,Non_Wetland,NULL
792,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
793,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
794,Forest,Shrubland,Non_Water,Non_Wetland,Forest
795,Forest,Shrubland,Water,Non_Wetland,NULL
796,Forest,Shrubland,Water,Non_Wetland,Grassland
797,Forest,Shrubland,Water,Non_Wetland,Wetland
798,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
799,Forest,Shrubland,Water,Non_Wetland,Water
800,Forest,Shrubland,Water,Non_Wetland,Forest
801,Forest,Grassland,NULL,Non_Wetland,NULL
802,Forest,Grassland,NULL,Non_Wetland,Grassland
803,Forest,Grassland,NULL,Non_Wetland,Wetland
804,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
805,Forest,Grassland,NULL,Non_Wetland,Bareland
806,Forest,Grassland,NULL,Non_Wetland,Built-up
807,Forest,Grassland,NULL,Non_Wetland,Forest
808,Forest,Grassland,Non_Water,Non_Wetland,Grassland
809,Forest,Grassland,Non_Water,Non_Wetland,Forest
810,Forest,Grassland,Water,Non_Wetland,Grassland
811,Forest,Grassland,Water,Non_Wetland,Forest
812,Forest,Cropland,NULL,Non_Wetland,Grassland
813,Forest,Cropland,NULL,Non_Wetland,Wetland
814,Forest,Cropland,NULL,Non_Wetland,Forest
815,Forest,Cropland,Non_Water,Non_Wetland,Forest
816,Forest,Cropland,Water,Non_Wetland,Forest
817,Forest,Wetland,NULL,Wetland,NULL
818,Forest,Wetland,NULL,Wetland,Grassland
819,Forest,Wetland,NULL,Wetland,Wetland
820,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
821,Forest,Wetland,NULL,Wetland,Bareland
822,Forest,Wetland,NULL,Wetland,Built-up
823,Forest,Wetland,NULL,Wetland,Water
824,Forest,Wetland,NULL,Wetland,Forest
825,Forest,Wetland,Non_Water,Wetland,NULL
826,Forest,Wetland,Non_Water,Wetland,Grassland
827,Forest,Wetland,Non_Water,Wetland,Wetland
828,Forest,Wetland,Non_Water,Wetland,Water
829,Forest,Wetland,Non_Water,Wetland,Forest
830,Forest,Wetland,Water,Wetland,NULL
831,Forest,Wetland,Water,Wetland,Grassland
832,Forest,Wetland,Water,Wetland,Wetland
833,Forest,Wetland,Water,Wetland,Bareland
834,Forest,Wetland,Water,Wetland,Water
835,Forest,Wetland,Water,Wetland,Forest
836,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
837,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
838,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
839,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
840,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
841,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
842,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
843,Forest,Bareland,NULL,Non_Wetland,NULL
844,Forest,Bareland,NULL,Non_Wetland,Grassland
845,Forest,Bareland,NULL,Non_Wetland,Wetland
846,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
847,Forest,Bareland,NULL,Non_Wetland,Bareland
848,Forest,Bareland,NULL,Non_Wetland,Built-up
849,Forest,Bareland,NULL,Non_Wetland,Water
850,Forest,Bareland,NULL,Non_Wetland,Forest
851,Forest,Bareland,Non_Water,Non_Wetland,NULL
852,Forest,Bareland,Non_Water,Non_Wetland,Grassland
853,Forest,Bareland,Non_Water,Non_Wetland,Wetland
854,Forest,Bareland,Non_Water,Non_Wetland,Bareland
855,Forest,Bareland,Non_Water,Non_Wetland,Built-up
856,Forest,Bareland,Non_Water,Non_Wetland,Water
857,Forest,Bareland,Non_Water,Non_Wetland,Forest
858,Forest,Bareland,Water,Non_Wetland,NULL
859,Forest,Bareland,Water,Non_Wetland,Grassland
860,Forest,Bareland,Water,Non_Wetland,Wetland
861,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
862,Forest,Bareland,Water,Non_Wetland,Bareland
863,Forest,Bareland,Water,Non_Wetland,Built-up
864,Forest,Bareland,Water,Non_Wetland,Water
865,Forest,Bareland,Water,Non_Wetland,Forest
866,Forest,Built-up,NULL,Non_Wetland,Grassland
867,Forest,Built-up,NULL,Non_Wetland,Wetland
868,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
869,Forest,Built-up,NULL,Non_Wetland,Bareland
870,Forest,Built-up,NULL,Non_Wetland,Built-up
871,Forest,Built-up,NULL,Non_Wetland,Water
872,Forest,Built-up,NULL,Non_Wetland,Forest
873,Forest,Built-up,Non_Water,Non_Wetland,Grassland
874,Forest,Built-up,Non_Water,Non_Wetland,Bareland
875,Forest,Built-up,Non_Water,Non_Wetland,Built-up
876,Forest,Built-up,Non_Water,Non_Wetland,Forest
877,Forest,Built-up,Water,Non_Wetland,Grassland
878,Forest,Built-up,Water,Non_Wetland,Bareland
879,Forest,Built-up,Water,Non_Wetland,Built-up
880,Forest,Built-up,Water,Non_Wetland,Water
881,Forest,Built-up,Water,Non_Wetland,Forest
882,Forest,Water,NULL,Water,Grassland
883,Forest,Water,NULL,Water,Wetland
884,Forest,Water,NULL,Water,Bareland
885,Forest,Water,NULL,Water,Built-up
886,Forest,Water,NULL,Water,Water
887,Forest,Water,NULL,Water,Forest
888,Forest,Water,Non_Water,Water,Wetland
889,Forest,Water,Non_Water,Water,Water
890,Forest,Water,Non_Water,Water,Forest
891,Forest,Water,Water,Water,NULL
892,Forest,Water,Water,Water,Grassland
893,Forest,Water,Water,Water,Wetland
894,Forest,Water,Water,Water,Bareland
895,Forest,Water,Water,Water,Water
896,Forest,Water,Water,Water,Forest
897,Forest,Forest,NULL,Non_Wetland,NULL
898,Forest,Forest,NULL,Non_Wetland,Grassland
899,Forest,Forest,NULL,Non_Wetland,Wetland
900,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
901,Forest,Forest,NULL,Non_Wetland,Bareland
902,Forest,Forest,NULL,Non_Wetland,Built-up
903,Forest,Forest,NULL,Non_Wetland,Water
904,Forest,Forest,NULL,Non_Wetland,Forest
905,Forest,Forest,Non_Water,Non_Wetland,NULL
906,Forest,Forest,Non_Water,Non_Wetland,Grassland
907,Forest,Forest,Non_Water,Non_Wetland,Wetland
908,Forest,Forest,Non_Water,Non_Wetland,Bareland
909,Forest,Forest,Non_Water,Non_Wetland,Water
910,Forest,Forest,Non_Water,Non_Wetland,Forest
911,Forest,Forest,Water,Non_Wetland,NULL
912,Forest,Forest,Water,Non_Wetland,Grassland
913,Forest,Forest,Water,Non_Wetland,Wetland
914,Forest,Forest,Water,Non_Wetland,Bareland
915,Forest,Forest,Water,Non_Wetland,Water
916,Forest,Forest,Water,Non_Wetland,Forest
