Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R,SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,SIBERIA_2024_WorldCover_2021_44VMR_M_R
486,Built-up,Forest,NULL,Non_Wetland,Built-up
487,Built-up,Forest,NULL,Non_Wetland,Forest
488,Built-up,Forest,Non_Water,Non_Wetland,Wetland
489,Built-up,Forest,Water,Non_Wetland,Forest
490,Water,NULL,NULL,Non_Wetland,Grassland
491,Water,NULL,NULL,Non_Wetland,Wetland
492,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
493,Water,NULL,NULL,Non_Wetland,Bareland
494,Water,NULL,NULL,Non_Wetland,Water
495,Water,NULL,NULL,Non_Wetland,Forest
496,Water,NULL,Non_Water,Non_Wetland,Wetland
497,Water,NULL,Non_Water,Non_Wetland,Water
498,Water,NULL,Non_Water,Non_Wetland,Forest
499,Water,NULL,Water,Non_Wetland,Grassland
500,Water,NULL,Water,Non_Wetland,Wetland
501,Water,NULL,Water,Non_Wetland,Water
502,Water,NULL,Water,Non_Wetland,Forest
503,Water,Shrubland,NULL,Non_Wetland,Grassland
504,Water,Shrubland,NULL,Non_Wetland,Wetland
505,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
506,Water,Shrubland,NULL,Non_Wetland,Bareland
507,Water,Shrubland,NULL,Non_Wetland,Water
508,Water,Shrubland,NULL,Non_Wetland,Forest
509,Water,Shrubland,Non_Water,Non_Wetland,Bareland
510,Water,Shrubland,Non_Water,Non_Wetland,Water
511,Water,Shrubland,Non_Water,Non_Wetland,Forest
512,Water,Shrubland,Water,Non_Wetland,Grassland
513,Water,Shrubland,Water,Non_Wetland,Wetland
514,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
515,Water,Shrubland,Water,Non_Wetland,Bareland
516,Water,Shrubland,Water,Non_Wetland,Water
517,Water,Shrubland,Water,Non_Wetland,Forest
518,Water,Grassland,NULL,Non_Wetland,Grassland
519,Water,Grassland,NULL,Non_Wetland,Wetland
520,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
521,Water,Grassland,NULL,Non_Wetland,Water
522,Water,Grassland,NULL,Non_Wetland,Forest
523,Water,Grassland,Water,Non_Wetland,Grassland
524,Water,Grassland,Water,Non_Wetland,Wetland
525,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
526,Water,Grassland,Water,Non_Wetland,Bareland
527,Water,Grassland,Water,Non_Wetland,Water
528,Water,Grassland,Water,Non_Wetland,Forest
529,Water,Cropland,NULL,Non_Wetland,Water
530,Water,Cropland,NULL,Non_Wetland,Forest
531,Water,Cropland,Water,Non_Wetland,Bareland
532,Water,Cropland,Water,Non_Wetland,Water
533,Water,Wetland,NULL,Wetland,NULL
534,Water,Wetland,NULL,Wetland,Grassland
535,Water,Wetland,NULL,Wetland,Wetland
536,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
537,Water,Wetland,NULL,Wetland,Bareland
538,Water,Wetland,NULL,Wetland,Water
539,Water,Wetland,NULL,Wetland,Forest
540,Water,Wetland,Non_Water,Wetland,Grassland
541,Water,Wetland,Non_Water,Wetland,Wetland
542,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
543,Water,Wetland,Non_Water,Wetland,Bareland
544,Water,Wetland,Non_Water,Wetland,Water
545,Water,Wetland,Non_Water,Wetland,Forest
546,Water,Wetland,Water,Wetland,Grassland
547,Water,Wetland,Water,Wetland,Wetland
548,Water,Wetland,Water,Wetland,Lichens_and_Mosses
549,Water,Wetland,Water,Wetland,Bareland
550,Water,Wetland,Water,Wetland,Water
551,Water,Wetland,Water,Wetland,Forest
552,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
553,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
554,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
555,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
556,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
557,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
558,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
559,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
560,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
561,Water,Bareland,NULL,Non_Wetland,Grassland
562,Water,Bareland,NULL,Non_Wetland,Wetland
563,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
564,Water,Bareland,NULL,Non_Wetland,Bareland
565,Water,Bareland,NULL,Non_Wetland,Water
566,Water,Bareland,NULL,Non_Wetland,Forest
567,Water,Bareland,Non_Water,Non_Wetland,Grassland
568,Water,Bareland,Non_Water,Non_Wetland,Wetland
569,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
570,Water,Bareland,Non_Water,Non_Wetland,Bareland
571,Water,Bareland,Non_Water,Non_Wetland,Water
572,Water,Bareland,Non_Water,Non_Wetland,Forest
573,Water,Bareland,Water,Non_Wetland,Grassland
574,Water,Bareland,Water,Non_Wetland,Wetland
575,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
576,Water,Bareland,Water,Non_Wetland,Bareland
577,Water,Bareland,Water,Non_Wetland,Water
578,Water,Bareland,Water,Non_Wetland,Forest
579,Water,Built-up,NULL,Non_Wetland,Grassland
580,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
581,Water,Built-up,NULL,Non_Wetland,Bareland
582,Water,Built-up,NULL,Non_Wetland,Water
583,Water,Built-up,NULL,Non_Wetland,Forest
584,Water,Built-up,Non_Water,Non_Wetland,Water
585,Water,Built-up,Non_Water,Non_Wetland,Forest
586,Water,Built-up,Water,Non_Wetland,Grassland
587,Water,Built-up,Water,Non_Wetland,Wetland
588,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
589,Water,Built-up,Water,Non_Wetland,Bareland
590,Water,Built-up,Water,Non_Wetland,Water
591,Water,Built-up,Water,Non_Wetland,Forest
592,Water,Water,NULL,Water,Grassland
593,Water,Water,NULL,Water,Wetland
594,Water,Water,NULL,Water,Lichens_and_Mosses
595,Water,Water,NULL,Water,Bareland
596,Water,Water,NULL,Water,Water
597,Water,Water,NULL,Water,Forest
598,Water,Water,Non_Water,Water,Grassland
599,Water,Water,Non_Water,Water,Wetland
600,Water,Water,Non_Water,Water,Water
601,Water,Water,Non_Water,Water,Forest
602,Water,Water,Water,Water,Grassland
603,Water,Water,Water,Water,Wetland
604,Water,Water,Water,Water,Lichens_and_Mosses
605,Water,Water,Water,Water,Bareland
606,Water,Water,Water,Water,Water
607,Water,Water,Water,Water,Forest
608,Water,Forest,NULL,Non_Wetland,Grassland
609,Water,Forest,NULL,Non_Wetland,Wetland
610,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
611,Water,Forest,NULL,Non_Wetland,Bareland
612,Water,Forest,NULL,Non_Wetland,Water
613,Water,Forest,NULL,Non_Wetland,Forest
614,Water,Forest,Non_Water,Non_Wetland,Grassland
615,Water,Forest,Non_Water,Non_Wetland,Wetland
616,Water,Forest,Non_Water,Non_Wetland,Bareland
617,Water,Forest,Non_Water,Non_Wetland,Water
618,Water,Forest,Non_Water,Non_Wetland,Forest
619,Water,Forest,Water,Non_Wetland,Grassland
620,Water,Forest,Water,Non_Wetland,Wetland
621,Water,Forest,Water,Non_Wetland,Bareland
622,Water,Forest,Water,Non_Wetland,Water
623,Water,Forest,Water,Non_Wetland,Forest
624,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
625,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
626,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
627,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
628,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
629,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
630,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
631,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
632,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
633,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
634,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
635,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
636,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
637,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
638,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
639,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
640,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
641,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
642,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
643,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
644,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
645,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
646,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
647,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
648,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
649,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
650,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
651,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
652,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
653,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
654,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
655,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
656,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
657,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
658,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
659,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
660,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
661,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
662,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
663,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
664,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
665,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
666,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
667,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
668,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
669,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
670,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
671,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
672,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
673,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
674,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
675,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
676,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
677,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
678,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
679,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
680,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
681,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
682,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
683,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
684,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
685,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
686,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
687,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
688,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
689,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
690,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
691,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
692,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
693,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
694,Permanent_ice_and_snow,Water,NULL,Water,Grassland
695,Permanent_ice_and_snow,Water,NULL,Water,Wetland
696,Permanent_ice_and_snow,Water,NULL,Water,Bareland
697,Permanent_ice_and_snow,Water,NULL,Water,Water
698,Permanent_ice_and_snow,Water,NULL,Water,Forest
699,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
700,Permanent_ice_and_snow,Water,Non_Water,Water,Water
701,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
702,Permanent_ice_and_snow,Water,Water,Water,Grassland
703,Permanent_ice_and_snow,Water,Water,Water,Wetland
704,Permanent_ice_and_snow,Water,Water,Water,Bareland
705,Permanent_ice_and_snow,Water,Water,Water,Water
706,Permanent_ice_and_snow,Water,Water,Water,Forest
707,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
708,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
709,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
710,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
711,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
712,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
713,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
714,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
715,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
716,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
717,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
718,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
719,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
720,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
721,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
722,Forest,NULL,NULL,Non_Wetland,NULL
723,Forest,NULL,NULL,Non_Wetland,Grassland
724,Forest,NULL,NULL,Non_Wetland,Wetland
725,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
726,Forest,NULL,NULL,Non_Wetland,Bareland
727,Forest,NULL,NULL,Non_Wetland,Built-up
728,Forest,NULL,NULL,Non_Wetland,Water
729,Forest,NULL,NULL,Non_Wetland,Forest
730,Forest,NULL,Non_Water,Non_Wetland,Grassland
731,Forest,NULL,Non_Water,Non_Wetland,Wetland
732,Forest,NULL,Non_Water,Non_Wetland,Water
733,Forest,NULL,Non_Water,Non_Wetland,Forest
734,Forest,NULL,Water,Non_Wetland,Grassland
735,Forest,NULL,Water,Non_Wetland,Wetland
736,Forest,NULL,Water,Non_Wetland,Water
737,Forest,NULL,Water,Non_Wetland,Forest
738,Forest,Shrubland,NULL,Non_Wetland,NULL
739,Forest,Shrubland,NULL,Non_Wetland,Grassland
740,Forest,Shrubland,NULL,Non_Wetland,Wetland
741,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
742,Forest,Shrubland,NULL,Non_Wetland,Bareland
743,Forest,Shrubland,NULL,Non_Wetland,Built-up
744,Forest,Shrubland,NULL,Non_Wetland,Water
745,Forest,Shrubland,NULL,Non_Wetland,Forest
746,Forest,Shrubland,Non_Water,Non_Wetland,NULL
747,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
748,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
749,Forest,Shrubland,Non_Water,Non_Wetland,Forest
750,Forest,Shrubland,Water,Non_Wetland,Grassland
751,Forest,Shrubland,Water,Non_Wetland,Wetland
752,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
753,Forest,Shrubland,Water,Non_Wetland,Bareland
754,Forest,Shrubland,Water,Non_Wetland,Water
755,Forest,Shrubland,Water,Non_Wetland,Forest
756,Forest,Grassland,NULL,Non_Wetland,NULL
757,Forest,Grassland,NULL,Non_Wetland,Grassland
758,Forest,Grassland,NULL,Non_Wetland,Wetland
759,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
760,Forest,Grassland,NULL,Non_Wetland,Bareland
761,Forest,Grassland,NULL,Non_Wetland,Built-up
762,Forest,Grassland,NULL,Non_Wetland,Water
763,Forest,Grassland,NULL,Non_Wetland,Forest
764,Forest,Grassland,Non_Water,Non_Wetland,Grassland
765,Forest,Grassland,Non_Water,Non_Wetland,Forest
766,Forest,Grassland,Water,Non_Wetland,Grassland
767,Forest,Grassland,Water,Non_Wetland,Forest
768,Forest,Cropland,NULL,Non_Wetland,Grassland
769,Forest,Cropland,NULL,Non_Wetland,Wetland
770,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
771,Forest,Cropland,NULL,Non_Wetland,Forest
772,Forest,Cropland,Non_Water,Non_Wetland,Grassland
773,Forest,Cropland,Water,Non_Wetland,Grassland
774,Forest,Cropland,Water,Non_Wetland,Forest
775,Forest,Wetland,NULL,Wetland,NULL
776,Forest,Wetland,NULL,Wetland,Grassland
777,Forest,Wetland,NULL,Wetland,Wetland
778,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
779,Forest,Wetland,NULL,Wetland,Bareland
780,Forest,Wetland,NULL,Wetland,Built-up
781,Forest,Wetland,NULL,Wetland,Water
782,Forest,Wetland,NULL,Wetland,Forest
783,Forest,Wetland,Non_Water,Wetland,Grassland
784,Forest,Wetland,Non_Water,Wetland,Wetland
785,Forest,Wetland,Non_Water,Wetland,Water
786,Forest,Wetland,Non_Water,Wetland,Forest
787,Forest,Wetland,Water,Wetland,Grassland
788,Forest,Wetland,Water,Wetland,Wetland
789,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
790,Forest,Wetland,Water,Wetland,Bareland
791,Forest,Wetland,Water,Wetland,Water
792,Forest,Wetland,Water,Wetland,Forest
793,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
794,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
795,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
796,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
797,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
798,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
799,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
800,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
801,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
802,Forest,Bareland,NULL,Non_Wetland,NULL
803,Forest,Bareland,NULL,Non_Wetland,Grassland
804,Forest,Bareland,NULL,Non_Wetland,Wetland
805,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
806,Forest,Bareland,NULL,Non_Wetland,Bareland
807,Forest,Bareland,NULL,Non_Wetland,Built-up
808,Forest,Bareland,NULL,Non_Wetland,Water
809,Forest,Bareland,NULL,Non_Wetland,Forest
810,Forest,Bareland,Non_Water,Non_Wetland,Grassland
811,Forest,Bareland,Non_Water,Non_Wetland,Wetland
812,Forest,Bareland,Non_Water,Non_Wetland,Water
813,Forest,Bareland,Non_Water,Non_Wetland,Forest
814,Forest,Bareland,Water,Non_Wetland,Grassland
815,Forest,Bareland,Water,Non_Wetland,Wetland
816,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
817,Forest,Bareland,Water,Non_Wetland,Bareland
818,Forest,Bareland,Water,Non_Wetland,Water
819,Forest,Bareland,Water,Non_Wetland,Forest
820,Forest,Built-up,NULL,Non_Wetland,Grassland
821,Forest,Built-up,NULL,Non_Wetland,Wetland
822,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
823,Forest,Built-up,NULL,Non_Wetland,Bareland
824,Forest,Built-up,NULL,Non_Wetland,Built-up
825,Forest,Built-up,NULL,Non_Wetland,Water
826,Forest,Built-up,NULL,Non_Wetland,Forest
827,Forest,Built-up,Non_Water,Non_Wetland,Grassland
828,Forest,Built-up,Non_Water,Non_Wetland,Wetland
829,Forest,Built-up,Non_Water,Non_Wetland,Forest
830,Forest,Built-up,Water,Non_Wetland,Grassland
831,Forest,Built-up,Water,Non_Wetland,Wetland
832,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
833,Forest,Built-up,Water,Non_Wetland,Bareland
834,Forest,Built-up,Water,Non_Wetland,Water
835,Forest,Built-up,Water,Non_Wetland,Forest
836,Forest,Water,NULL,Water,Grassland
837,Forest,Water,NULL,Water,Wetland
838,Forest,Water,NULL,Water,Water
839,Forest,Water,NULL,Water,Forest
840,Forest,Water,Non_Water,Water,Grassland
841,Forest,Water,Non_Water,Water,Wetland
842,Forest,Water,Non_Water,Water,Water
843,Forest,Water,Non_Water,Water,Forest
844,Forest,Water,Water,Water,Grassland
845,Forest,Water,Water,Water,Wetland
846,Forest,Water,Water,Water,Water
847,Forest,Water,Water,Water,Forest
848,Forest,Forest,NULL,Non_Wetland,NULL
849,Forest,Forest,NULL,Non_Wetland,Grassland
850,Forest,Forest,NULL,Non_Wetland,Wetland
851,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
852,Forest,Forest,NULL,Non_Wetland,Bareland
853,Forest,Forest,NULL,Non_Wetland,Built-up
854,Forest,Forest,NULL,Non_Wetland,Water
855,Forest,Forest,NULL,Non_Wetland,Forest
856,Forest,Forest,Non_Water,Non_Wetland,Grassland
857,Forest,Forest,Non_Water,Non_Wetland,Wetland
858,Forest,Forest,Non_Water,Non_Wetland,Water
859,Forest,Forest,Non_Water,Non_Wetland,Forest
860,Forest,Forest,Water,Non_Wetland,Grassland
861,Forest,Forest,Water,Non_Wetland,Wetland
862,Forest,Forest,Water,Non_Wetland,Bareland
863,Forest,Forest,Water,Non_Wetland,Water
864,Forest,Forest,Water,Non_Wetland,Forest
