Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R,SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,SIBERIA_2024_WorldCover_2021_43VEH_M_R
481,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
482,Bareland,Grassland,NULL,Non_Wetland,Bareland
483,Bareland,Grassland,NULL,Non_Wetland,Built-up
484,Bareland,Grassland,NULL,Non_Wetland,Forest
485,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
486,Bareland,Wetland,NULL,Wetland,NULL
487,Bareland,Wetland,NULL,Wetland,Grassland
488,Bareland,Wetland,NULL,Wetland,Wetland
489,Bareland,Wetland,NULL,Wetland,Bareland
490,Bareland,Wetland,NULL,Wetland,Built-up
491,Bareland,Wetland,NULL,Wetland,Water
492,Bareland,Wetland,NULL,Wetland,Forest
493,Bareland,Wetland,Non_Water,Wetland,Grassland
494,Bareland,Wetland,Non_Water,Wetland,Bareland
495,Bareland,Wetland,Non_Water,Wetland,Water
496,Bareland,Wetland,Non_Water,Wetland,Forest
497,Bareland,Wetland,Water,Wetland,Grassland
498,Bareland,Wetland,Water,Wetland,Wetland
499,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
500,Bareland,Wetland,Water,Wetland,Bareland
501,Bareland,Wetland,Water,Wetland,Water
502,Bareland,Wetland,Water,Wetland,Forest
503,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
504,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
505,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
506,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
507,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
508,Bareland,Bareland,NULL,Non_Wetland,NULL
509,Bareland,Bareland,NULL,Non_Wetland,Grassland
510,Bareland,Bareland,NULL,Non_Wetland,Wetland
511,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
512,Bareland,Bareland,NULL,Non_Wetland,Bareland
513,Bareland,Bareland,NULL,Non_Wetland,Built-up
514,Bareland,Bareland,NULL,Non_Wetland,Water
515,Bareland,Bareland,NULL,Non_Wetland,Forest
516,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
517,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
518,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
519,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
520,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
521,Bareland,Bareland,Non_Water,Non_Wetland,Water
522,Bareland,Bareland,Non_Water,Non_Wetland,Forest
523,Bareland,Bareland,Water,Non_Wetland,Grassland
524,Bareland,Bareland,Water,Non_Wetland,Wetland
525,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
526,Bareland,Bareland,Water,Non_Wetland,Bareland
527,Bareland,Bareland,Water,Non_Wetland,Built-up
528,Bareland,Bareland,Water,Non_Wetland,Water
529,Bareland,Bareland,Water,Non_Wetland,Forest
530,Bareland,Built-up,NULL,Non_Wetland,Grassland
531,Bareland,Built-up,NULL,Non_Wetland,Wetland
532,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
533,Bareland,Built-up,NULL,Non_Wetland,Bareland
534,Bareland,Built-up,NULL,Non_Wetland,Built-up
535,Bareland,Built-up,NULL,Non_Wetland,Water
536,Bareland,Built-up,NULL,Non_Wetland,Forest
537,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
538,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
539,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
540,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
541,Bareland,Built-up,Non_Water,Non_Wetland,Forest
542,Bareland,Built-up,Water,Non_Wetland,Grassland
543,Bareland,Built-up,Water,Non_Wetland,Bareland
544,Bareland,Built-up,Water,Non_Wetland,Built-up
545,Bareland,Built-up,Water,Non_Wetland,Water
546,Bareland,Built-up,Water,Non_Wetland,Forest
547,Bareland,Water,NULL,Water,Grassland
548,Bareland,Water,NULL,Water,Bareland
549,Bareland,Water,NULL,Water,Water
550,Bareland,Water,NULL,Water,Forest
551,Bareland,Water,Non_Water,Water,Bareland
552,Bareland,Water,Non_Water,Water,Water
553,Bareland,Water,Non_Water,Water,Forest
554,Bareland,Water,Water,Water,Grassland
555,Bareland,Water,Water,Water,Wetland
556,Bareland,Water,Water,Water,Lichens_and_Mosses
557,Bareland,Water,Water,Water,Bareland
558,Bareland,Water,Water,Water,Built-up
559,Bareland,Water,Water,Water,Water
560,Bareland,Water,Water,Water,Forest
561,Bareland,Forest,NULL,Non_Wetland,NULL
562,Bareland,Forest,NULL,Non_Wetland,Grassland
563,Bareland,Forest,NULL,Non_Wetland,Wetland
564,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
565,Bareland,Forest,NULL,Non_Wetland,Bareland
566,Bareland,Forest,NULL,Non_Wetland,Built-up
567,Bareland,Forest,NULL,Non_Wetland,Water
568,Bareland,Forest,NULL,Non_Wetland,Forest
569,Bareland,Forest,Non_Water,Non_Wetland,Grassland
570,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
571,Bareland,Forest,Non_Water,Non_Wetland,Bareland
572,Bareland,Forest,Non_Water,Non_Wetland,Built-up
573,Bareland,Forest,Non_Water,Non_Wetland,Water
574,Bareland,Forest,Non_Water,Non_Wetland,Forest
575,Bareland,Forest,Water,Non_Wetland,Grassland
576,Bareland,Forest,Water,Non_Wetland,Bareland
577,Bareland,Forest,Water,Non_Wetland,Water
578,Bareland,Forest,Water,Non_Wetland,Forest
579,Built-up,NULL,NULL,Non_Wetland,Grassland
580,Built-up,NULL,NULL,Non_Wetland,Wetland
581,Built-up,NULL,NULL,Non_Wetland,Bareland
582,Built-up,NULL,NULL,Non_Wetland,Built-up
583,Built-up,NULL,NULL,Non_Wetland,Water
584,Built-up,NULL,NULL,Non_Wetland,Forest
585,Built-up,NULL,Non_Water,Non_Wetland,Forest
586,Built-up,Shrubland,NULL,Non_Wetland,NULL
587,Built-up,Shrubland,NULL,Non_Wetland,Grassland
588,Built-up,Shrubland,NULL,Non_Wetland,Wetland
589,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
590,Built-up,Shrubland,NULL,Non_Wetland,Bareland
591,Built-up,Shrubland,NULL,Non_Wetland,Built-up
592,Built-up,Shrubland,NULL,Non_Wetland,Water
593,Built-up,Shrubland,NULL,Non_Wetland,Forest
594,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
595,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
596,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
597,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
598,Built-up,Shrubland,Water,Non_Wetland,Grassland
599,Built-up,Shrubland,Water,Non_Wetland,Wetland
600,Built-up,Shrubland,Water,Non_Wetland,Built-up
601,Built-up,Shrubland,Water,Non_Wetland,Water
602,Built-up,Shrubland,Water,Non_Wetland,Forest
603,Built-up,Grassland,NULL,Non_Wetland,NULL
604,Built-up,Grassland,NULL,Non_Wetland,Grassland
605,Built-up,Grassland,NULL,Non_Wetland,Wetland
606,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
607,Built-up,Grassland,NULL,Non_Wetland,Bareland
608,Built-up,Grassland,NULL,Non_Wetland,Built-up
609,Built-up,Grassland,NULL,Non_Wetland,Water
610,Built-up,Grassland,NULL,Non_Wetland,Forest
611,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
612,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
613,Built-up,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
614,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
615,Built-up,Grassland,Non_Water,Non_Wetland,Forest
616,Built-up,Grassland,Water,Non_Wetland,Grassland
617,Built-up,Grassland,Water,Non_Wetland,Built-up
618,Built-up,Grassland,Water,Non_Wetland,Forest
619,Built-up,Wetland,NULL,Wetland,NULL
620,Built-up,Wetland,NULL,Wetland,Grassland
621,Built-up,Wetland,NULL,Wetland,Wetland
622,Built-up,Wetland,NULL,Wetland,Bareland
623,Built-up,Wetland,NULL,Wetland,Built-up
624,Built-up,Wetland,NULL,Wetland,Water
625,Built-up,Wetland,NULL,Wetland,Forest
626,Built-up,Wetland,Non_Water,Wetland,Grassland
627,Built-up,Wetland,Non_Water,Wetland,Wetland
628,Built-up,Wetland,Non_Water,Wetland,Built-up
629,Built-up,Wetland,Non_Water,Wetland,Water
630,Built-up,Wetland,Non_Water,Wetland,Forest
631,Built-up,Wetland,Water,Wetland,Grassland
632,Built-up,Wetland,Water,Wetland,Wetland
633,Built-up,Wetland,Water,Wetland,Bareland
634,Built-up,Wetland,Water,Wetland,Built-up
635,Built-up,Wetland,Water,Wetland,Water
636,Built-up,Wetland,Water,Wetland,Forest
637,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
638,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
639,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
640,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
641,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
642,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
643,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
644,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
645,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
646,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
647,Built-up,Bareland,NULL,Non_Wetland,NULL
648,Built-up,Bareland,NULL,Non_Wetland,Grassland
649,Built-up,Bareland,NULL,Non_Wetland,Wetland
650,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
651,Built-up,Bareland,NULL,Non_Wetland,Bareland
652,Built-up,Bareland,NULL,Non_Wetland,Built-up
653,Built-up,Bareland,NULL,Non_Wetland,Water
654,Built-up,Bareland,NULL,Non_Wetland,Forest
655,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
656,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
657,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
658,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
659,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
660,Built-up,Bareland,Non_Water,Non_Wetland,Water
661,Built-up,Bareland,Non_Water,Non_Wetland,Forest
662,Built-up,Bareland,Water,Non_Wetland,Grassland
663,Built-up,Bareland,Water,Non_Wetland,Wetland
664,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
665,Built-up,Bareland,Water,Non_Wetland,Bareland
666,Built-up,Bareland,Water,Non_Wetland,Built-up
667,Built-up,Bareland,Water,Non_Wetland,Water
668,Built-up,Bareland,Water,Non_Wetland,Forest
669,Built-up,Built-up,NULL,Non_Wetland,NULL
670,Built-up,Built-up,NULL,Non_Wetland,Grassland
671,Built-up,Built-up,NULL,Non_Wetland,Wetland
672,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
673,Built-up,Built-up,NULL,Non_Wetland,Bareland
674,Built-up,Built-up,NULL,Non_Wetland,Built-up
675,Built-up,Built-up,NULL,Non_Wetland,Water
676,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
677,Built-up,Built-up,NULL,Non_Wetland,Forest
678,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
679,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
680,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
681,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
682,Built-up,Built-up,Non_Water,Non_Wetland,Water
683,Built-up,Built-up,Non_Water,Non_Wetland,Forest
684,Built-up,Built-up,Water,Non_Wetland,Grassland
685,Built-up,Built-up,Water,Non_Wetland,Wetland
686,Built-up,Built-up,Water,Non_Wetland,Bareland
687,Built-up,Built-up,Water,Non_Wetland,Built-up
688,Built-up,Built-up,Water,Non_Wetland,Water
689,Built-up,Built-up,Water,Non_Wetland,Forest
690,Built-up,Water,NULL,Water,Grassland
691,Built-up,Water,NULL,Water,Wetland
692,Built-up,Water,NULL,Water,Bareland
693,Built-up,Water,NULL,Water,Built-up
694,Built-up,Water,NULL,Water,Water
695,Built-up,Water,NULL,Water,Forest
696,Built-up,Water,Non_Water,Water,Grassland
697,Built-up,Water,Non_Water,Water,Wetland
698,Built-up,Water,Non_Water,Water,Bareland
699,Built-up,Water,Non_Water,Water,Built-up
700,Built-up,Water,Non_Water,Water,Water
701,Built-up,Water,Non_Water,Water,Forest
702,Built-up,Water,Water,Water,Grassland
703,Built-up,Water,Water,Water,Wetland
704,Built-up,Water,Water,Water,Bareland
705,Built-up,Water,Water,Water,Built-up
706,Built-up,Water,Water,Water,Water
707,Built-up,Water,Water,Water,Forest
708,Built-up,Forest,NULL,Non_Wetland,NULL
709,Built-up,Forest,NULL,Non_Wetland,Grassland
710,Built-up,Forest,NULL,Non_Wetland,Wetland
711,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
712,Built-up,Forest,NULL,Non_Wetland,Bareland
713,Built-up,Forest,NULL,Non_Wetland,Built-up
714,Built-up,Forest,NULL,Non_Wetland,Water
715,Built-up,Forest,NULL,Non_Wetland,Forest
716,Built-up,Forest,Non_Water,Non_Wetland,Grassland
717,Built-up,Forest,Non_Water,Non_Wetland,Wetland
718,Built-up,Forest,Non_Water,Non_Wetland,Bareland
719,Built-up,Forest,Non_Water,Non_Wetland,Built-up
720,Built-up,Forest,Non_Water,Non_Wetland,Forest
721,Built-up,Forest,Water,Non_Wetland,Grassland
722,Built-up,Forest,Water,Non_Wetland,Wetland
723,Built-up,Forest,Water,Non_Wetland,Bareland
724,Built-up,Forest,Water,Non_Wetland,Built-up
725,Built-up,Forest,Water,Non_Wetland,Water
726,Built-up,Forest,Water,Non_Wetland,Forest
727,Water,NULL,NULL,Non_Wetland,Grassland
728,Water,NULL,NULL,Non_Wetland,Wetland
729,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
730,Water,NULL,NULL,Non_Wetland,Water
731,Water,NULL,NULL,Non_Wetland,Forest
732,Water,NULL,Non_Water,Non_Wetland,Grassland
733,Water,NULL,Non_Water,Non_Wetland,Wetland
734,Water,NULL,Non_Water,Non_Wetland,Water
735,Water,NULL,Non_Water,Non_Wetland,Forest
736,Water,NULL,Water,Non_Wetland,Grassland
737,Water,NULL,Water,Non_Wetland,Wetland
738,Water,NULL,Water,Non_Wetland,Water
739,Water,NULL,Water,Non_Wetland,Forest
740,Water,Shrubland,NULL,Non_Wetland,NULL
741,Water,Shrubland,NULL,Non_Wetland,Grassland
742,Water,Shrubland,NULL,Non_Wetland,Wetland
743,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
744,Water,Shrubland,NULL,Non_Wetland,Built-up
745,Water,Shrubland,NULL,Non_Wetland,Water
746,Water,Shrubland,NULL,Non_Wetland,Forest
747,Water,Shrubland,Non_Water,Non_Wetland,Grassland
748,Water,Shrubland,Non_Water,Non_Wetland,Wetland
749,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
750,Water,Shrubland,Non_Water,Non_Wetland,Bareland
751,Water,Shrubland,Non_Water,Non_Wetland,Built-up
752,Water,Shrubland,Non_Water,Non_Wetland,Water
753,Water,Shrubland,Non_Water,Non_Wetland,Forest
754,Water,Shrubland,Water,Non_Wetland,Grassland
755,Water,Shrubland,Water,Non_Wetland,Wetland
756,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
757,Water,Shrubland,Water,Non_Wetland,Bareland
758,Water,Shrubland,Water,Non_Wetland,Built-up
759,Water,Shrubland,Water,Non_Wetland,Water
760,Water,Shrubland,Water,Non_Wetland,Forest
761,Water,Grassland,NULL,Non_Wetland,Grassland
762,Water,Grassland,NULL,Non_Wetland,Wetland
763,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
764,Water,Grassland,NULL,Non_Wetland,Built-up
765,Water,Grassland,NULL,Non_Wetland,Water
766,Water,Grassland,NULL,Non_Wetland,Forest
767,Water,Grassland,Non_Water,Non_Wetland,Grassland
768,Water,Grassland,Non_Water,Non_Wetland,Wetland
769,Water,Grassland,Non_Water,Non_Wetland,Bareland
770,Water,Grassland,Non_Water,Non_Wetland,Built-up
771,Water,Grassland,Non_Water,Non_Wetland,Water
772,Water,Grassland,Non_Water,Non_Wetland,Forest
773,Water,Grassland,Water,Non_Wetland,Grassland
774,Water,Grassland,Water,Non_Wetland,Wetland
775,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
776,Water,Grassland,Water,Non_Wetland,Built-up
777,Water,Grassland,Water,Non_Wetland,Water
778,Water,Grassland,Water,Non_Wetland,Forest
779,Water,Wetland,NULL,Wetland,NULL
780,Water,Wetland,NULL,Wetland,Grassland
781,Water,Wetland,NULL,Wetland,Wetland
782,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
783,Water,Wetland,NULL,Wetland,Bareland
784,Water,Wetland,NULL,Wetland,Built-up
785,Water,Wetland,NULL,Wetland,Water
786,Water,Wetland,NULL,Wetland,Forest
787,Water,Wetland,Non_Water,Wetland,NULL
788,Water,Wetland,Non_Water,Wetland,Grassland
789,Water,Wetland,Non_Water,Wetland,Wetland
790,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
791,Water,Wetland,Non_Water,Wetland,Bareland
792,Water,Wetland,Non_Water,Wetland,Built-up
793,Water,Wetland,Non_Water,Wetland,Water
794,Water,Wetland,Non_Water,Wetland,Forest
795,Water,Wetland,Water,Wetland,NULL
796,Water,Wetland,Water,Wetland,Grassland
797,Water,Wetland,Water,Wetland,Wetland
798,Water,Wetland,Water,Wetland,Lichens_and_Mosses
799,Water,Wetland,Water,Wetland,Bareland
800,Water,Wetland,Water,Wetland,Built-up
801,Water,Wetland,Water,Wetland,Water
802,Water,Wetland,Water,Wetland,Forest
803,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
804,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
805,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
806,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
807,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
808,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
809,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
810,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
811,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
812,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
813,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
814,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
815,Water,Lichens_and_Mosses,Water,Non_Wetland,Built-up
816,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
817,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
818,Water,Bareland,NULL,Non_Wetland,NULL
819,Water,Bareland,NULL,Non_Wetland,Grassland
820,Water,Bareland,NULL,Non_Wetland,Wetland
821,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
822,Water,Bareland,NULL,Non_Wetland,Bareland
823,Water,Bareland,NULL,Non_Wetland,Built-up
824,Water,Bareland,NULL,Non_Wetland,Water
825,Water,Bareland,NULL,Non_Wetland,Forest
826,Water,Bareland,Non_Water,Non_Wetland,Grassland
827,Water,Bareland,Non_Water,Non_Wetland,Wetland
828,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
829,Water,Bareland,Non_Water,Non_Wetland,Bareland
830,Water,Bareland,Non_Water,Non_Wetland,Built-up
831,Water,Bareland,Non_Water,Non_Wetland,Water
832,Water,Bareland,Non_Water,Non_Wetland,Forest
833,Water,Bareland,Water,Non_Wetland,Grassland
834,Water,Bareland,Water,Non_Wetland,Wetland
835,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
836,Water,Bareland,Water,Non_Wetland,Bareland
837,Water,Bareland,Water,Non_Wetland,Built-up
838,Water,Bareland,Water,Non_Wetland,Water
839,Water,Bareland,Water,Non_Wetland,Forest
840,Water,Built-up,NULL,Non_Wetland,Grassland
841,Water,Built-up,NULL,Non_Wetland,Wetland
842,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
843,Water,Built-up,NULL,Non_Wetland,Bareland
844,Water,Built-up,NULL,Non_Wetland,Built-up
845,Water,Built-up,NULL,Non_Wetland,Water
846,Water,Built-up,NULL,Non_Wetland,Forest
847,Water,Built-up,Non_Water,Non_Wetland,Grassland
848,Water,Built-up,Non_Water,Non_Wetland,Wetland
849,Water,Built-up,Non_Water,Non_Wetland,Bareland
850,Water,Built-up,Non_Water,Non_Wetland,Built-up
851,Water,Built-up,Non_Water,Non_Wetland,Water
852,Water,Built-up,Non_Water,Non_Wetland,Forest
853,Water,Built-up,Water,Non_Wetland,Grassland
854,Water,Built-up,Water,Non_Wetland,Wetland
855,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
856,Water,Built-up,Water,Non_Wetland,Bareland
857,Water,Built-up,Water,Non_Wetland,Built-up
858,Water,Built-up,Water,Non_Wetland,Water
859,Water,Built-up,Water,Non_Wetland,Forest
860,Water,Water,NULL,Water,NULL
861,Water,Water,NULL,Water,Grassland
862,Water,Water,NULL,Water,Wetland
863,Water,Water,NULL,Water,Lichens_and_Mosses
864,Water,Water,NULL,Water,Bareland
865,Water,Water,NULL,Water,Built-up
866,Water,Water,NULL,Water,Water
867,Water,Water,NULL,Water,Forest
868,Water,Water,Non_Water,Water,Grassland
869,Water,Water,Non_Water,Water,Wetland
870,Water,Water,Non_Water,Water,Lichens_and_Mosses
871,Water,Water,Non_Water,Water,Bareland
872,Water,Water,Non_Water,Water,Built-up
873,Water,Water,Non_Water,Water,Water
874,Water,Water,Non_Water,Water,Forest
875,Water,Water,Water,Water,NULL
876,Water,Water,Water,Water,Grassland
877,Water,Water,Water,Water,Wetland
878,Water,Water,Water,Water,Lichens_and_Mosses
879,Water,Water,Water,Water,Bareland
880,Water,Water,Water,Water,Built-up
881,Water,Water,Water,Water,Water
882,Water,Water,Water,Water,Forest
883,Water,Forest,NULL,Non_Wetland,NULL
884,Water,Forest,NULL,Non_Wetland,Grassland
885,Water,Forest,NULL,Non_Wetland,Wetland
886,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
887,Water,Forest,NULL,Non_Wetland,Bareland
888,Water,Forest,NULL,Non_Wetland,Built-up
889,Water,Forest,NULL,Non_Wetland,Water
890,Water,Forest,NULL,Non_Wetland,Forest
891,Water,Forest,Non_Water,Non_Wetland,NULL
892,Water,Forest,Non_Water,Non_Wetland,Grassland
893,Water,Forest,Non_Water,Non_Wetland,Wetland
894,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
895,Water,Forest,Non_Water,Non_Wetland,Bareland
896,Water,Forest,Non_Water,Non_Wetland,Built-up
897,Water,Forest,Non_Water,Non_Wetland,Water
898,Water,Forest,Non_Water,Non_Wetland,Forest
899,Water,Forest,Water,Non_Wetland,NULL
900,Water,Forest,Water,Non_Wetland,Grassland
901,Water,Forest,Water,Non_Wetland,Wetland
902,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
903,Water,Forest,Water,Non_Wetland,Bareland
904,Water,Forest,Water,Non_Wetland,Built-up
905,Water,Forest,Water,Non_Wetland,Water
906,Water,Forest,Water,Non_Wetland,Forest
907,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
908,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
909,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
910,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
911,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
912,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
913,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
914,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
915,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
916,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
917,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
918,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
919,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
920,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
921,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
922,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
923,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
924,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
925,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
926,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL
927,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
928,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
929,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
930,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
931,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
932,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
933,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Built-up
934,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
935,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Built-up
936,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
937,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
938,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
939,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
940,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
941,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
942,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
943,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
944,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
945,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Built-up
946,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
947,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
948,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
949,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
950,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
951,Permanent_ice_and_snow,Wetland,Water,Wetland,Built-up
952,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
953,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
954,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
955,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
956,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
957,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
958,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
959,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
960,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
961,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
