Value,SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXC_M_R,SIBERIA_2024_WorldCover_2021_42WXC_M_R
413,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
414,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
415,NULL,Bareland,Built-up,Water,Non_Wetland,Water
416,NULL,Bareland,Water,NULL,NULL,Bareland
417,NULL,Bareland,Water,NULL,NULL,Water
418,NULL,Bareland,Water,NULL,Water,Wetland
419,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
420,NULL,Bareland,Water,NULL,Water,Bareland
421,NULL,Bareland,Water,NULL,Water,Water
422,NULL,Bareland,Water,Non_Water,NULL,Bareland
423,NULL,Bareland,Water,Non_Water,NULL,Water
424,NULL,Bareland,Water,Non_Water,Water,Wetland
425,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
426,NULL,Bareland,Water,Non_Water,Water,Bareland
427,NULL,Bareland,Water,Non_Water,Water,Water
428,NULL,Bareland,Water,Water,NULL,Bareland
429,NULL,Bareland,Water,Water,NULL,Water
430,NULL,Bareland,Water,Water,Water,Wetland
431,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
432,NULL,Bareland,Water,Water,Water,Bareland
433,NULL,Bareland,Water,Water,Water,Water
434,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
435,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
436,NULL,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
437,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
438,NULL,Bareland,Forest,NULL,Non_Wetland,Water
439,NULL,Bareland,Forest,Non_Water,Non_Wetland,Wetland
440,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
441,NULL,Bareland,Forest,Water,Non_Wetland,Wetland
442,NULL,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
444,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
445,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
446,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
447,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
448,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
449,NULL,Built-up,Wetland,NULL,Wetland,Grassland
450,NULL,Built-up,Wetland,NULL,Wetland,Wetland
451,NULL,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
452,NULL,Built-up,Wetland,NULL,Wetland,Bareland
453,NULL,Built-up,Wetland,NULL,Wetland,Built-up
454,NULL,Built-up,Wetland,NULL,Wetland,Water
455,NULL,Built-up,Wetland,NULL,Wetland,Forest
456,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
457,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
458,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up
459,NULL,Built-up,Wetland,Non_Water,Wetland,Water
460,NULL,Built-up,Wetland,Water,Wetland,Built-up
461,NULL,Built-up,Wetland,Water,Wetland,Water
462,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
463,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
464,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
465,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
466,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
467,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
468,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
469,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
470,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
471,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
472,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
473,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
474,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
475,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
476,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
477,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
478,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
479,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
480,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
481,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
482,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
483,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
484,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
485,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
486,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
487,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
488,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
489,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
490,NULL,Built-up,Built-up,Water,Non_Wetland,Water
491,NULL,Built-up,Water,NULL,Water,Water
492,NULL,Built-up,Water,Water,Water,Bareland
493,NULL,Built-up,Water,Water,Water,Water
494,NULL,Water,NULL,NULL,Non_Wetland,Wetland
495,NULL,Water,NULL,NULL,Non_Wetland,Water
496,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
497,NULL,Water,NULL,Water,Non_Wetland,Water
498,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
499,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
500,NULL,Water,Shrubland,NULL,Non_Wetland,Water
501,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
502,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
503,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
504,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
505,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
506,NULL,Water,Shrubland,Water,Non_Wetland,Water
507,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
508,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
509,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
510,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
511,NULL,Water,Grassland,NULL,Non_Wetland,Water
512,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
513,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
514,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
515,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
516,NULL,Water,Grassland,Water,Non_Wetland,Grassland
517,NULL,Water,Grassland,Water,Non_Wetland,Wetland
518,NULL,Water,Grassland,Water,Non_Wetland,Bareland
519,NULL,Water,Grassland,Water,Non_Wetland,Water
520,NULL,Water,Wetland,NULL,NULL,Wetland
521,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
522,NULL,Water,Wetland,NULL,NULL,Bareland
523,NULL,Water,Wetland,NULL,NULL,Water
524,NULL,Water,Wetland,NULL,Wetland,Grassland
525,NULL,Water,Wetland,NULL,Wetland,Wetland
526,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
527,NULL,Water,Wetland,NULL,Wetland,Bareland
528,NULL,Water,Wetland,NULL,Wetland,Water
529,NULL,Water,Wetland,NULL,Wetland,Permanent_ice_and_snow
530,NULL,Water,Wetland,NULL,Wetland,Forest
531,NULL,Water,Wetland,Non_Water,NULL,Wetland
532,NULL,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
533,NULL,Water,Wetland,Non_Water,NULL,Bareland
534,NULL,Water,Wetland,Non_Water,NULL,Water
535,NULL,Water,Wetland,Non_Water,Wetland,Grassland
536,NULL,Water,Wetland,Non_Water,Wetland,Wetland
537,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
538,NULL,Water,Wetland,Non_Water,Wetland,Bareland
539,NULL,Water,Wetland,Non_Water,Wetland,Water
540,NULL,Water,Wetland,Non_Water,Wetland,Permanent_ice_and_snow
541,NULL,Water,Wetland,Non_Water,Wetland,Forest
542,NULL,Water,Wetland,Water,NULL,Wetland
543,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
544,NULL,Water,Wetland,Water,NULL,Bareland
545,NULL,Water,Wetland,Water,NULL,Water
546,NULL,Water,Wetland,Water,Wetland,Grassland
547,NULL,Water,Wetland,Water,Wetland,Wetland
548,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
549,NULL,Water,Wetland,Water,Wetland,Bareland
550,NULL,Water,Wetland,Water,Wetland,Built-up
551,NULL,Water,Wetland,Water,Wetland,Water
552,NULL,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
553,NULL,Water,Wetland,Water,Wetland,Forest
554,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
555,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
556,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
557,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
558,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
559,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
560,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
561,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
562,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
563,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
564,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
565,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
566,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
567,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
568,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
569,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
570,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
571,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
572,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
573,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
574,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
575,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
576,NULL,Water,Bareland,NULL,Non_Wetland,Water
577,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
578,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
579,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
580,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
581,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
582,NULL,Water,Bareland,Water,Non_Wetland,Grassland
583,NULL,Water,Bareland,Water,Non_Wetland,Wetland
584,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
585,NULL,Water,Bareland,Water,Non_Wetland,Bareland
586,NULL,Water,Bareland,Water,Non_Wetland,Water
587,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
588,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
589,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
590,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
591,NULL,Water,Built-up,NULL,Non_Wetland,Water
592,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
593,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
594,NULL,Water,Built-up,Water,Non_Wetland,Wetland
595,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
596,NULL,Water,Built-up,Water,Non_Wetland,Bareland
597,NULL,Water,Built-up,Water,Non_Wetland,Water
598,NULL,Water,Water,NULL,NULL,Wetland
599,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
600,NULL,Water,Water,NULL,NULL,Bareland
601,NULL,Water,Water,NULL,NULL,Water
602,NULL,Water,Water,NULL,Water,Grassland
603,NULL,Water,Water,NULL,Water,Wetland
604,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
605,NULL,Water,Water,NULL,Water,Bareland
606,NULL,Water,Water,NULL,Water,Water
607,NULL,Water,Water,NULL,Water,Forest
608,NULL,Water,Water,Non_Water,NULL,Wetland
609,NULL,Water,Water,Non_Water,NULL,Bareland
610,NULL,Water,Water,Non_Water,NULL,Water
611,NULL,Water,Water,Non_Water,Water,Grassland
612,NULL,Water,Water,Non_Water,Water,Wetland
613,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
614,NULL,Water,Water,Non_Water,Water,Bareland
615,NULL,Water,Water,Non_Water,Water,Water
616,NULL,Water,Water,Water,NULL,Wetland
617,NULL,Water,Water,Water,NULL,Bareland
618,NULL,Water,Water,Water,NULL,Water
619,NULL,Water,Water,Water,Water,Grassland
620,NULL,Water,Water,Water,Water,Wetland
621,NULL,Water,Water,Water,Water,Lichens_and_Mosses
622,NULL,Water,Water,Water,Water,Bareland
623,NULL,Water,Water,Water,Water,Water
624,NULL,Water,Water,Water,Water,Permanent_ice_and_snow
625,NULL,Water,Water,Water,Water,Forest
626,NULL,Water,Forest,NULL,Non_Wetland,Grassland
627,NULL,Water,Forest,NULL,Non_Wetland,Wetland
628,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
629,NULL,Water,Forest,NULL,Non_Wetland,Bareland
630,NULL,Water,Forest,NULL,Non_Wetland,Water
631,NULL,Water,Forest,NULL,Non_Wetland,Forest
632,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
633,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
634,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
635,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
636,NULL,Water,Forest,Non_Water,Non_Wetland,Water
637,NULL,Water,Forest,Water,Non_Wetland,Grassland
638,NULL,Water,Forest,Water,Non_Wetland,Wetland
639,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
640,NULL,Water,Forest,Water,Non_Wetland,Bareland
641,NULL,Water,Forest,Water,Non_Wetland,Water
642,NULL,Water,Forest,Water,Non_Wetland,Forest
643,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
644,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
645,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
646,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
647,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
648,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
649,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
650,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
651,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
652,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
653,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
654,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
655,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
656,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
657,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
658,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
659,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
660,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
661,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
662,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
663,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
664,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
665,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
666,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
667,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
668,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
669,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
670,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
671,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
672,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
673,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
674,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
675,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
676,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
677,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
678,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
679,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
680,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
681,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
682,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
683,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
684,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
685,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
686,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
687,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
688,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
689,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
690,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
691,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Built-up
692,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
693,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
694,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
695,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
696,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
697,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
698,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
699,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
700,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
701,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
702,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
703,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
704,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
705,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
706,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
707,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
708,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
709,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
710,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
711,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
712,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
713,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
714,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
715,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
716,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
717,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
718,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
719,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
720,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
721,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
722,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
723,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
724,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
725,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
726,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
727,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
728,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
729,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
730,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
731,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
732,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
733,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
734,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
735,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
736,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
737,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
738,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
739,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
740,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
741,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
742,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
743,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
744,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
745,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
746,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
747,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
748,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
749,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
750,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
751,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
752,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
753,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
754,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
755,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
756,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
757,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
758,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
759,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
760,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
761,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
762,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
763,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
764,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
765,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
766,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
767,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
768,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
769,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
770,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
771,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
772,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
773,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
774,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
775,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
776,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
777,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
778,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
779,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
780,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
781,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
782,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
783,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
784,NULL,Forest,Wetland,NULL,Wetland,Grassland
785,NULL,Forest,Wetland,NULL,Wetland,Wetland
786,NULL,Forest,Wetland,NULL,Wetland,Water
787,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
788,NULL,Forest,Wetland,Non_Water,Wetland,Water
789,NULL,Forest,Wetland,Water,Wetland,Wetland
790,NULL,Forest,Wetland,Water,Wetland,Water
791,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
792,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
793,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
794,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
795,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
796,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
797,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
798,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
799,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
800,NULL,Forest,Bareland,NULL,Non_Wetland,Water
801,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
802,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
803,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
804,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
805,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
806,NULL,Forest,Bareland,Water,Non_Wetland,Water
807,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
808,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
809,NULL,Forest,Water,NULL,Water,Wetland
810,NULL,Forest,Water,Non_Water,Water,Wetland
811,NULL,Forest,Water,Non_Water,Water,Water
812,NULL,Forest,Water,Water,Water,Wetland
