Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VVF_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VVF_M_R,SIBERIA_2024_GSW_Yearly_2021_45VVF_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VVF_M_R,SIBERIA_2024_WorldCover_2021_45VVF_M_R
481,Water,NULL,Non_Water,Non_Wetland,Cropland
482,Water,NULL,Non_Water,Non_Wetland,Wetland
483,Water,NULL,Non_Water,Non_Wetland,Water
484,Water,NULL,Non_Water,Non_Wetland,Forest
485,Water,NULL,Water,Non_Wetland,Grassland
486,Water,NULL,Water,Non_Wetland,Cropland
487,Water,NULL,Water,Non_Wetland,Wetland
488,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
489,Water,NULL,Water,Non_Wetland,Bareland
490,Water,NULL,Water,Non_Wetland,Water
491,Water,NULL,Water,Non_Wetland,Forest
492,Water,Shrubland,NULL,Non_Wetland,Grassland
493,Water,Shrubland,NULL,Non_Wetland,Bareland
494,Water,Shrubland,NULL,Non_Wetland,Water
495,Water,Shrubland,NULL,Non_Wetland,Forest
496,Water,Shrubland,Non_Water,Non_Wetland,Grassland
497,Water,Shrubland,Non_Water,Non_Wetland,Bareland
498,Water,Shrubland,Non_Water,Non_Wetland,Water
499,Water,Shrubland,Water,Non_Wetland,Grassland
500,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
501,Water,Shrubland,Water,Non_Wetland,Bareland
502,Water,Shrubland,Water,Non_Wetland,Water
503,Water,Shrubland,Water,Non_Wetland,Forest
504,Water,Grassland,NULL,Non_Wetland,Grassland
505,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
506,Water,Grassland,NULL,Non_Wetland,Bareland
507,Water,Grassland,NULL,Non_Wetland,Water
508,Water,Grassland,NULL,Non_Wetland,Forest
509,Water,Grassland,Non_Water,Non_Wetland,Grassland
510,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
511,Water,Grassland,Non_Water,Non_Wetland,Water
512,Water,Grassland,Non_Water,Non_Wetland,Forest
513,Water,Grassland,Water,Non_Wetland,Grassland
514,Water,Grassland,Water,Non_Wetland,Cropland
515,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
516,Water,Grassland,Water,Non_Wetland,Bareland
517,Water,Grassland,Water,Non_Wetland,Water
518,Water,Grassland,Water,Non_Wetland,Forest
519,Water,Cropland,NULL,Non_Wetland,Grassland
520,Water,Cropland,NULL,Non_Wetland,Cropland
521,Water,Cropland,NULL,Non_Wetland,Wetland
522,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
523,Water,Cropland,NULL,Non_Wetland,Bareland
524,Water,Cropland,NULL,Non_Wetland,Water
525,Water,Cropland,NULL,Non_Wetland,Forest
526,Water,Cropland,Non_Water,Non_Wetland,Grassland
527,Water,Cropland,Non_Water,Non_Wetland,Cropland
528,Water,Cropland,Non_Water,Non_Wetland,Wetland
529,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
530,Water,Cropland,Non_Water,Non_Wetland,Bareland
531,Water,Cropland,Non_Water,Non_Wetland,Water
532,Water,Cropland,Non_Water,Non_Wetland,Forest
533,Water,Cropland,Water,Non_Wetland,Grassland
534,Water,Cropland,Water,Non_Wetland,Cropland
535,Water,Cropland,Water,Non_Wetland,Wetland
536,Water,Cropland,Water,Non_Wetland,Lichens_and_Mosses
537,Water,Cropland,Water,Non_Wetland,Bareland
538,Water,Cropland,Water,Non_Wetland,Water
539,Water,Cropland,Water,Non_Wetland,Forest
540,Water,Wetland,NULL,Wetland,NULL
541,Water,Wetland,NULL,Wetland,Grassland
542,Water,Wetland,NULL,Wetland,Cropland
543,Water,Wetland,NULL,Wetland,Wetland
544,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
545,Water,Wetland,NULL,Wetland,Bareland
546,Water,Wetland,NULL,Wetland,Water
547,Water,Wetland,NULL,Wetland,Forest
548,Water,Wetland,Non_Water,Wetland,Grassland
549,Water,Wetland,Non_Water,Wetland,Cropland
550,Water,Wetland,Non_Water,Wetland,Wetland
551,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
552,Water,Wetland,Non_Water,Wetland,Bareland
553,Water,Wetland,Non_Water,Wetland,Water
554,Water,Wetland,Non_Water,Wetland,Forest
555,Water,Wetland,Water,Wetland,Grassland
556,Water,Wetland,Water,Wetland,Cropland
557,Water,Wetland,Water,Wetland,Wetland
558,Water,Wetland,Water,Wetland,Lichens_and_Mosses
559,Water,Wetland,Water,Wetland,Bareland
560,Water,Wetland,Water,Wetland,Water
561,Water,Wetland,Water,Wetland,Forest
562,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
563,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
564,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
565,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
566,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
567,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
568,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
569,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
570,Water,Lichens_and_Mosses,Water,Non_Wetland,Cropland
571,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
572,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
573,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
574,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
575,Water,Bareland,NULL,Non_Wetland,Grassland
576,Water,Bareland,NULL,Non_Wetland,Cropland
577,Water,Bareland,NULL,Non_Wetland,Wetland
578,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
579,Water,Bareland,NULL,Non_Wetland,Bareland
580,Water,Bareland,NULL,Non_Wetland,Water
581,Water,Bareland,NULL,Non_Wetland,Forest
582,Water,Bareland,Non_Water,Non_Wetland,Grassland
583,Water,Bareland,Non_Water,Non_Wetland,Wetland
584,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
585,Water,Bareland,Non_Water,Non_Wetland,Bareland
586,Water,Bareland,Non_Water,Non_Wetland,Water
587,Water,Bareland,Non_Water,Non_Wetland,Forest
588,Water,Bareland,Water,Non_Wetland,Grassland
589,Water,Bareland,Water,Non_Wetland,Cropland
590,Water,Bareland,Water,Non_Wetland,Wetland
591,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
592,Water,Bareland,Water,Non_Wetland,Bareland
593,Water,Bareland,Water,Non_Wetland,Water
594,Water,Bareland,Water,Non_Wetland,Forest
595,Water,Built-up,NULL,Non_Wetland,Grassland
596,Water,Built-up,NULL,Non_Wetland,Wetland
597,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
598,Water,Built-up,NULL,Non_Wetland,Bareland
599,Water,Built-up,NULL,Non_Wetland,Water
600,Water,Built-up,NULL,Non_Wetland,Forest
601,Water,Built-up,Non_Water,Non_Wetland,Grassland
602,Water,Built-up,Non_Water,Non_Wetland,Bareland
603,Water,Built-up,Non_Water,Non_Wetland,Water
604,Water,Built-up,Non_Water,Non_Wetland,Forest
605,Water,Built-up,Water,Non_Wetland,Grassland
606,Water,Built-up,Water,Non_Wetland,Cropland
607,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
608,Water,Built-up,Water,Non_Wetland,Bareland
609,Water,Built-up,Water,Non_Wetland,Water
610,Water,Built-up,Water,Non_Wetland,Forest
611,Water,Water,NULL,Water,Grassland
612,Water,Water,NULL,Water,Wetland
613,Water,Water,NULL,Water,Lichens_and_Mosses
614,Water,Water,NULL,Water,Bareland
615,Water,Water,NULL,Water,Water
616,Water,Water,NULL,Water,Forest
617,Water,Water,Non_Water,Water,Grassland
618,Water,Water,Non_Water,Water,Wetland
619,Water,Water,Non_Water,Water,Bareland
620,Water,Water,Non_Water,Water,Water
621,Water,Water,Non_Water,Water,Forest
622,Water,Water,Water,Water,Grassland
623,Water,Water,Water,Water,Cropland
624,Water,Water,Water,Water,Wetland
625,Water,Water,Water,Water,Lichens_and_Mosses
626,Water,Water,Water,Water,Bareland
627,Water,Water,Water,Water,Water
628,Water,Water,Water,Water,Forest
629,Water,Forest,NULL,Non_Wetland,Grassland
630,Water,Forest,NULL,Non_Wetland,Cropland
631,Water,Forest,NULL,Non_Wetland,Wetland
632,Water,Forest,NULL,Non_Wetland,Bareland
633,Water,Forest,NULL,Non_Wetland,Water
634,Water,Forest,NULL,Non_Wetland,Forest
635,Water,Forest,Non_Water,Non_Wetland,Grassland
636,Water,Forest,Non_Water,Non_Wetland,Cropland
637,Water,Forest,Non_Water,Non_Wetland,Wetland
638,Water,Forest,Non_Water,Non_Wetland,Water
639,Water,Forest,Non_Water,Non_Wetland,Forest
640,Water,Forest,Water,Non_Wetland,Grassland
641,Water,Forest,Water,Non_Wetland,Cropland
642,Water,Forest,Water,Non_Wetland,Wetland
643,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
644,Water,Forest,Water,Non_Wetland,Water
645,Water,Forest,Water,Non_Wetland,Forest
646,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
647,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
648,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
649,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
650,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
651,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
652,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
653,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
654,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
655,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
656,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
657,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
658,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
659,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
660,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
661,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
662,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
663,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
664,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
665,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
666,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
667,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
668,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Cropland
669,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
670,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
671,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
672,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
673,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
674,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
675,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
676,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
677,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland
678,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Forest
679,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Grassland
680,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Cropland
681,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Bareland
682,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Water
683,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Forest
684,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
685,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
686,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
687,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
688,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
689,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
690,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
691,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
692,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
693,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
694,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
695,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
696,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
697,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
698,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
699,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
700,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
701,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
702,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
703,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
704,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
705,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
706,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
707,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
708,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
709,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Cropland
710,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
711,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
712,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
713,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
714,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
715,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
716,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
717,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
718,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
719,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
720,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
721,Permanent_ice_and_snow,Water,NULL,Water,Wetland
722,Permanent_ice_and_snow,Water,NULL,Water,Bareland
723,Permanent_ice_and_snow,Water,NULL,Water,Water
724,Permanent_ice_and_snow,Water,NULL,Water,Forest
725,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
726,Permanent_ice_and_snow,Water,Water,Water,Grassland
727,Permanent_ice_and_snow,Water,Water,Water,Wetland
728,Permanent_ice_and_snow,Water,Water,Water,Bareland
729,Permanent_ice_and_snow,Water,Water,Water,Water
730,Permanent_ice_and_snow,Water,Water,Water,Forest
731,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
732,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
733,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
734,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
735,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
736,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
737,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
738,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
739,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
740,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
741,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
742,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Cropland
743,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
744,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
745,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
746,Forest,NULL,NULL,Non_Wetland,NULL
747,Forest,NULL,NULL,Non_Wetland,Grassland
748,Forest,NULL,NULL,Non_Wetland,Wetland
749,Forest,NULL,NULL,Non_Wetland,Built-up
750,Forest,NULL,NULL,Non_Wetland,Water
751,Forest,NULL,NULL,Non_Wetland,Forest
752,Forest,NULL,Non_Water,Non_Wetland,Grassland
753,Forest,NULL,Non_Water,Non_Wetland,Wetland
754,Forest,NULL,Non_Water,Non_Wetland,Bareland
755,Forest,NULL,Non_Water,Non_Wetland,Water
756,Forest,NULL,Non_Water,Non_Wetland,Forest
757,Forest,NULL,Water,Non_Wetland,Grassland
758,Forest,NULL,Water,Non_Wetland,Wetland
759,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
760,Forest,NULL,Water,Non_Wetland,Water
761,Forest,NULL,Water,Non_Wetland,Forest
762,Forest,Shrubland,NULL,Non_Wetland,Grassland
763,Forest,Shrubland,NULL,Non_Wetland,Wetland
764,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
765,Forest,Shrubland,NULL,Non_Wetland,Bareland
766,Forest,Shrubland,NULL,Non_Wetland,Forest
767,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
768,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
769,Forest,Shrubland,Non_Water,Non_Wetland,Forest
770,Forest,Shrubland,Water,Non_Wetland,Grassland
771,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
772,Forest,Shrubland,Water,Non_Wetland,Forest
773,Forest,Grassland,NULL,Non_Wetland,Grassland
774,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
775,Forest,Grassland,NULL,Non_Wetland,Bareland
776,Forest,Grassland,NULL,Non_Wetland,Built-up
777,Forest,Grassland,NULL,Non_Wetland,Water
778,Forest,Grassland,NULL,Non_Wetland,Forest
779,Forest,Grassland,Non_Water,Non_Wetland,Grassland
780,Forest,Grassland,Non_Water,Non_Wetland,Bareland
781,Forest,Grassland,Non_Water,Non_Wetland,Forest
782,Forest,Grassland,Water,Non_Wetland,Grassland
783,Forest,Grassland,Water,Non_Wetland,Forest
784,Forest,Cropland,NULL,Non_Wetland,NULL
785,Forest,Cropland,NULL,Non_Wetland,Grassland
786,Forest,Cropland,NULL,Non_Wetland,Cropland
787,Forest,Cropland,NULL,Non_Wetland,Wetland
788,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
789,Forest,Cropland,NULL,Non_Wetland,Bareland
790,Forest,Cropland,NULL,Non_Wetland,Built-up
791,Forest,Cropland,NULL,Non_Wetland,Water
792,Forest,Cropland,NULL,Non_Wetland,Forest
793,Forest,Cropland,Non_Water,Non_Wetland,Grassland
794,Forest,Cropland,Non_Water,Non_Wetland,Cropland
795,Forest,Cropland,Non_Water,Non_Wetland,Wetland
796,Forest,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
797,Forest,Cropland,Non_Water,Non_Wetland,Water
798,Forest,Cropland,Non_Water,Non_Wetland,Forest
799,Forest,Cropland,Water,Non_Wetland,Grassland
800,Forest,Cropland,Water,Non_Wetland,Cropland
801,Forest,Cropland,Water,Non_Wetland,Wetland
802,Forest,Cropland,Water,Non_Wetland,Lichens_and_Mosses
803,Forest,Cropland,Water,Non_Wetland,Bareland
804,Forest,Cropland,Water,Non_Wetland,Water
805,Forest,Cropland,Water,Non_Wetland,Forest
806,Forest,Wetland,NULL,Wetland,NULL
807,Forest,Wetland,NULL,Wetland,Grassland
808,Forest,Wetland,NULL,Wetland,Cropland
809,Forest,Wetland,NULL,Wetland,Wetland
810,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
811,Forest,Wetland,NULL,Wetland,Built-up
812,Forest,Wetland,NULL,Wetland,Water
813,Forest,Wetland,NULL,Wetland,Forest
814,Forest,Wetland,Non_Water,Wetland,Grassland
815,Forest,Wetland,Non_Water,Wetland,Wetland
816,Forest,Wetland,Non_Water,Wetland,Water
817,Forest,Wetland,Non_Water,Wetland,Forest
818,Forest,Wetland,Water,Wetland,Grassland
819,Forest,Wetland,Water,Wetland,Cropland
820,Forest,Wetland,Water,Wetland,Wetland
821,Forest,Wetland,Water,Wetland,Water
822,Forest,Wetland,Water,Wetland,Forest
823,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
824,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
825,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
826,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
827,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
828,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
829,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
830,Forest,Bareland,NULL,Non_Wetland,NULL
831,Forest,Bareland,NULL,Non_Wetland,Grassland
832,Forest,Bareland,NULL,Non_Wetland,Cropland
833,Forest,Bareland,NULL,Non_Wetland,Wetland
834,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
835,Forest,Bareland,NULL,Non_Wetland,Bareland
836,Forest,Bareland,NULL,Non_Wetland,Built-up
837,Forest,Bareland,NULL,Non_Wetland,Water
838,Forest,Bareland,NULL,Non_Wetland,Forest
839,Forest,Bareland,Non_Water,Non_Wetland,Grassland
840,Forest,Bareland,Non_Water,Non_Wetland,Wetland
841,Forest,Bareland,Non_Water,Non_Wetland,Water
842,Forest,Bareland,Non_Water,Non_Wetland,Forest
843,Forest,Bareland,Water,Non_Wetland,Grassland
844,Forest,Bareland,Water,Non_Wetland,Wetland
845,Forest,Bareland,Water,Non_Wetland,Bareland
846,Forest,Bareland,Water,Non_Wetland,Water
847,Forest,Bareland,Water,Non_Wetland,Forest
848,Forest,Built-up,NULL,Non_Wetland,Grassland
849,Forest,Built-up,NULL,Non_Wetland,Wetland
850,Forest,Built-up,NULL,Non_Wetland,Bareland
851,Forest,Built-up,NULL,Non_Wetland,Built-up
852,Forest,Built-up,NULL,Non_Wetland,Water
853,Forest,Built-up,NULL,Non_Wetland,Forest
854,Forest,Built-up,Non_Water,Non_Wetland,Bareland
855,Forest,Built-up,Non_Water,Non_Wetland,Forest
856,Forest,Built-up,Water,Non_Wetland,Grassland
857,Forest,Built-up,Water,Non_Wetland,Wetland
858,Forest,Built-up,Water,Non_Wetland,Bareland
859,Forest,Built-up,Water,Non_Wetland,Forest
860,Forest,Water,NULL,Water,Grassland
861,Forest,Water,NULL,Water,Wetland
862,Forest,Water,NULL,Water,Water
863,Forest,Water,NULL,Water,Forest
864,Forest,Water,Non_Water,Water,Wetland
865,Forest,Water,Non_Water,Water,Water
866,Forest,Water,Non_Water,Water,Forest
867,Forest,Water,Water,Water,Grassland
868,Forest,Water,Water,Water,Wetland
869,Forest,Water,Water,Water,Water
870,Forest,Water,Water,Water,Forest
871,Forest,Forest,NULL,Non_Wetland,NULL
872,Forest,Forest,NULL,Non_Wetland,Grassland
873,Forest,Forest,NULL,Non_Wetland,Cropland
874,Forest,Forest,NULL,Non_Wetland,Wetland
875,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
876,Forest,Forest,NULL,Non_Wetland,Bareland
877,Forest,Forest,NULL,Non_Wetland,Built-up
878,Forest,Forest,NULL,Non_Wetland,Water
879,Forest,Forest,NULL,Non_Wetland,Forest
880,Forest,Forest,Non_Water,Non_Wetland,Grassland
881,Forest,Forest,Non_Water,Non_Wetland,Wetland
882,Forest,Forest,Non_Water,Non_Wetland,Bareland
883,Forest,Forest,Non_Water,Non_Wetland,Water
884,Forest,Forest,Non_Water,Non_Wetland,Forest
885,Forest,Forest,Water,Non_Wetland,Grassland
886,Forest,Forest,Water,Non_Wetland,Cropland
887,Forest,Forest,Water,Non_Wetland,Wetland
888,Forest,Forest,Water,Non_Wetland,Water
889,Forest,Forest,Water,Non_Wetland,Forest
