Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNN_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNN_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNN_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNN_M_R,SIBERIA_2024_WorldCover_2021_41WNN_M_R
483,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
484,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL
485,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
486,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
487,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
488,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
489,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
490,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
491,Water,Bareland,NULL,Non_Wetland,NULL
492,Water,Bareland,NULL,Non_Wetland,Grassland
493,Water,Bareland,NULL,Non_Wetland,Wetland
494,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
495,Water,Bareland,NULL,Non_Wetland,Bareland
496,Water,Bareland,NULL,Non_Wetland,Water
497,Water,Bareland,NULL,Non_Wetland,Forest
498,Water,Bareland,Non_Water,Non_Wetland,Grassland
499,Water,Bareland,Non_Water,Non_Wetland,Wetland
500,Water,Bareland,Non_Water,Non_Wetland,Bareland
501,Water,Bareland,Non_Water,Non_Wetland,Water
502,Water,Bareland,Non_Water,Non_Wetland,Forest
503,Water,Bareland,Water,Non_Wetland,NULL
504,Water,Bareland,Water,Non_Wetland,Grassland
505,Water,Bareland,Water,Non_Wetland,Wetland
506,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
507,Water,Bareland,Water,Non_Wetland,Bareland
508,Water,Bareland,Water,Non_Wetland,Water
509,Water,Bareland,Water,Non_Wetland,Forest
510,Water,Built-up,NULL,Non_Wetland,Grassland
511,Water,Built-up,NULL,Non_Wetland,Wetland
512,Water,Built-up,NULL,Non_Wetland,Water
513,Water,Built-up,NULL,Non_Wetland,Forest
514,Water,Built-up,Non_Water,Non_Wetland,Bareland
515,Water,Built-up,Non_Water,Non_Wetland,Water
516,Water,Built-up,Water,Non_Wetland,Grassland
517,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
518,Water,Built-up,Water,Non_Wetland,Bareland
519,Water,Built-up,Water,Non_Wetland,Built-up
520,Water,Built-up,Water,Non_Wetland,Water
521,Water,Built-up,Water,Non_Wetland,Forest
522,Water,Water,NULL,Water,NULL
523,Water,Water,NULL,Water,Grassland
524,Water,Water,NULL,Water,Wetland
525,Water,Water,NULL,Water,Lichens_and_Mosses
526,Water,Water,NULL,Water,Bareland
527,Water,Water,NULL,Water,Water
528,Water,Water,NULL,Water,Forest
529,Water,Water,Non_Water,Water,Grassland
530,Water,Water,Non_Water,Water,Wetland
531,Water,Water,Non_Water,Water,Bareland
532,Water,Water,Non_Water,Water,Water
533,Water,Water,Non_Water,Water,Forest
534,Water,Water,Water,Water,NULL
535,Water,Water,Water,Water,Grassland
536,Water,Water,Water,Water,Wetland
537,Water,Water,Water,Water,Lichens_and_Mosses
538,Water,Water,Water,Water,Bareland
539,Water,Water,Water,Water,Water
540,Water,Water,Water,Water,Forest
541,Water,Forest,NULL,Non_Wetland,NULL
542,Water,Forest,NULL,Non_Wetland,Grassland
543,Water,Forest,NULL,Non_Wetland,Wetland
544,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
545,Water,Forest,NULL,Non_Wetland,Bareland
546,Water,Forest,NULL,Non_Wetland,Water
547,Water,Forest,NULL,Non_Wetland,Forest
548,Water,Forest,Non_Water,Non_Wetland,NULL
549,Water,Forest,Non_Water,Non_Wetland,Grassland
550,Water,Forest,Non_Water,Non_Wetland,Wetland
551,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
552,Water,Forest,Non_Water,Non_Wetland,Bareland
553,Water,Forest,Non_Water,Non_Wetland,Water
554,Water,Forest,Non_Water,Non_Wetland,Forest
555,Water,Forest,Water,Non_Wetland,NULL
556,Water,Forest,Water,Non_Wetland,Grassland
557,Water,Forest,Water,Non_Wetland,Wetland
558,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
559,Water,Forest,Water,Non_Wetland,Bareland
560,Water,Forest,Water,Non_Wetland,Water
561,Water,Forest,Water,Non_Wetland,Forest
562,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
563,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
564,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
565,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
566,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
567,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
568,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
569,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
570,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
571,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
572,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
573,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
574,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
575,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
576,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
577,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
578,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
579,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
580,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
581,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
582,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
583,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
584,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
585,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
586,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
587,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
588,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
589,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
590,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
591,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
592,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
593,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
594,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
595,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
596,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
597,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
598,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
599,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
600,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
601,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
602,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
603,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
604,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
605,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
606,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
607,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
608,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
609,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
610,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
611,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
612,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
613,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
614,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
615,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
616,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
617,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
618,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
619,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
620,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
621,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
622,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
623,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
624,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
625,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
626,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
627,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
628,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
629,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
630,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
631,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
632,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
633,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
634,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
635,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
636,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
637,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
638,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
639,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
640,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
641,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
642,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
643,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
644,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
645,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
646,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
647,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
648,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
649,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
650,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
651,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
652,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
653,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
654,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
655,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
656,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
657,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
658,Permanent_ice_and_snow,Water,NULL,Water,Grassland
659,Permanent_ice_and_snow,Water,NULL,Water,Wetland
660,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
661,Permanent_ice_and_snow,Water,NULL,Water,Bareland
662,Permanent_ice_and_snow,Water,NULL,Water,Water
663,Permanent_ice_and_snow,Water,NULL,Water,Forest
664,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
665,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
666,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
667,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
668,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
669,Permanent_ice_and_snow,Water,Water,Water,Grassland
670,Permanent_ice_and_snow,Water,Water,Water,Wetland
671,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
672,Permanent_ice_and_snow,Water,Water,Water,Bareland
673,Permanent_ice_and_snow,Water,Water,Water,Water
674,Permanent_ice_and_snow,Water,Water,Water,Forest
675,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
676,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
677,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
678,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
679,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
680,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
681,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
682,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
683,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
684,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
685,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
686,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
687,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
688,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
689,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
690,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
691,Forest,NULL,NULL,Non_Wetland,NULL
692,Forest,NULL,NULL,Non_Wetland,Grassland
693,Forest,NULL,NULL,Non_Wetland,Wetland
694,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
695,Forest,NULL,NULL,Non_Wetland,Bareland
696,Forest,NULL,NULL,Non_Wetland,Water
697,Forest,NULL,NULL,Non_Wetland,Forest
698,Forest,NULL,Non_Water,Non_Wetland,Grassland
699,Forest,NULL,Non_Water,Non_Wetland,Wetland
700,Forest,NULL,Non_Water,Non_Wetland,Water
701,Forest,NULL,Non_Water,Non_Wetland,Forest
702,Forest,NULL,Water,Non_Wetland,Grassland
703,Forest,NULL,Water,Non_Wetland,Wetland
704,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
705,Forest,NULL,Water,Non_Wetland,Water
706,Forest,NULL,Water,Non_Wetland,Forest
707,Forest,Shrubland,NULL,Non_Wetland,NULL
708,Forest,Shrubland,NULL,Non_Wetland,Grassland
709,Forest,Shrubland,NULL,Non_Wetland,Wetland
710,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
711,Forest,Shrubland,NULL,Non_Wetland,Bareland
712,Forest,Shrubland,NULL,Non_Wetland,Water
713,Forest,Shrubland,NULL,Non_Wetland,Forest
714,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
715,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
716,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
717,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
718,Forest,Shrubland,Non_Water,Non_Wetland,Forest
719,Forest,Shrubland,Water,Non_Wetland,Grassland
720,Forest,Shrubland,Water,Non_Wetland,Wetland
721,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
722,Forest,Shrubland,Water,Non_Wetland,Forest
723,Forest,Grassland,NULL,Non_Wetland,NULL
724,Forest,Grassland,NULL,Non_Wetland,Grassland
725,Forest,Grassland,NULL,Non_Wetland,Wetland
726,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
727,Forest,Grassland,NULL,Non_Wetland,Forest
728,Forest,Grassland,Non_Water,Non_Wetland,Grassland
729,Forest,Grassland,Non_Water,Non_Wetland,Wetland
730,Forest,Grassland,Non_Water,Non_Wetland,Forest
731,Forest,Grassland,Water,Non_Wetland,Wetland
732,Forest,Grassland,Water,Non_Wetland,Forest
733,Forest,Cropland,NULL,Non_Wetland,Grassland
734,Forest,Cropland,NULL,Non_Wetland,Wetland
735,Forest,Cropland,NULL,Non_Wetland,Forest
736,Forest,Cropland,Non_Water,Non_Wetland,Wetland
737,Forest,Cropland,Water,Non_Wetland,Forest
738,Forest,Wetland,NULL,Wetland,NULL
739,Forest,Wetland,NULL,Wetland,Grassland
740,Forest,Wetland,NULL,Wetland,Wetland
741,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
742,Forest,Wetland,NULL,Wetland,Bareland
743,Forest,Wetland,NULL,Wetland,Water
744,Forest,Wetland,NULL,Wetland,Forest
745,Forest,Wetland,Non_Water,Wetland,Grassland
746,Forest,Wetland,Non_Water,Wetland,Wetland
747,Forest,Wetland,Non_Water,Wetland,Water
748,Forest,Wetland,Non_Water,Wetland,Forest
749,Forest,Wetland,Water,Wetland,Grassland
750,Forest,Wetland,Water,Wetland,Wetland
751,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
752,Forest,Wetland,Water,Wetland,Water
753,Forest,Wetland,Water,Wetland,Forest
754,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
755,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
756,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
757,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
758,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
759,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
760,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
761,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
762,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
763,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
764,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
765,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
766,Forest,Bareland,NULL,Non_Wetland,NULL
767,Forest,Bareland,NULL,Non_Wetland,Grassland
768,Forest,Bareland,NULL,Non_Wetland,Wetland
769,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
770,Forest,Bareland,NULL,Non_Wetland,Bareland
771,Forest,Bareland,NULL,Non_Wetland,Water
772,Forest,Bareland,NULL,Non_Wetland,Forest
773,Forest,Bareland,Non_Water,Non_Wetland,Grassland
774,Forest,Bareland,Non_Water,Non_Wetland,Wetland
775,Forest,Bareland,Non_Water,Non_Wetland,Forest
776,Forest,Bareland,Water,Non_Wetland,NULL
777,Forest,Bareland,Water,Non_Wetland,Grassland
778,Forest,Bareland,Water,Non_Wetland,Wetland
779,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
780,Forest,Bareland,Water,Non_Wetland,Forest
781,Forest,Built-up,NULL,Non_Wetland,NULL
782,Forest,Built-up,NULL,Non_Wetland,Grassland
783,Forest,Built-up,NULL,Non_Wetland,Forest
784,Forest,Built-up,Water,Non_Wetland,Grassland
785,Forest,Built-up,Water,Non_Wetland,Bareland
786,Forest,Built-up,Water,Non_Wetland,Forest
787,Forest,Water,NULL,Water,Grassland
788,Forest,Water,NULL,Water,Wetland
789,Forest,Water,NULL,Water,Water
790,Forest,Water,NULL,Water,Forest
791,Forest,Water,Non_Water,Water,Wetland
792,Forest,Water,Non_Water,Water,Water
793,Forest,Water,Non_Water,Water,Forest
794,Forest,Water,Water,Water,Grassland
795,Forest,Water,Water,Water,Wetland
796,Forest,Water,Water,Water,Lichens_and_Mosses
797,Forest,Water,Water,Water,Bareland
798,Forest,Water,Water,Water,Water
799,Forest,Water,Water,Water,Forest
800,Forest,Forest,NULL,Non_Wetland,NULL
801,Forest,Forest,NULL,Non_Wetland,Grassland
802,Forest,Forest,NULL,Non_Wetland,Wetland
803,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
804,Forest,Forest,NULL,Non_Wetland,Bareland
805,Forest,Forest,NULL,Non_Wetland,Water
806,Forest,Forest,NULL,Non_Wetland,Forest
807,Forest,Forest,Non_Water,Non_Wetland,Grassland
808,Forest,Forest,Non_Water,Non_Wetland,Wetland
809,Forest,Forest,Non_Water,Non_Wetland,Water
810,Forest,Forest,Non_Water,Non_Wetland,Forest
811,Forest,Forest,Water,Non_Wetland,Grassland
812,Forest,Forest,Water,Non_Wetland,Wetland
813,Forest,Forest,Water,Non_Wetland,Bareland
814,Forest,Forest,Water,Non_Wetland,Water
815,Forest,Forest,Water,Non_Wetland,Forest
