Value,SIBERIA_2024_ESA_CALU_2024_44WNE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,SIBERIA_2024_WorldCover_2021_44WNE_M_R
413,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
414,NULL,Water,Grassland,Water,Non_Wetland,Bareland
415,NULL,Water,Grassland,Water,Non_Wetland,Water
416,NULL,Water,Wetland,NULL,NULL,Grassland
417,NULL,Water,Wetland,NULL,NULL,Wetland
418,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
419,NULL,Water,Wetland,NULL,NULL,Bareland
420,NULL,Water,Wetland,NULL,NULL,Water
421,NULL,Water,Wetland,NULL,Wetland,Grassland
422,NULL,Water,Wetland,NULL,Wetland,Wetland
423,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
424,NULL,Water,Wetland,NULL,Wetland,Bareland
425,NULL,Water,Wetland,NULL,Wetland,Water
426,NULL,Water,Wetland,NULL,Wetland,Forest
427,NULL,Water,Wetland,Non_Water,NULL,Grassland
428,NULL,Water,Wetland,Non_Water,NULL,Wetland
429,NULL,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
430,NULL,Water,Wetland,Non_Water,NULL,Bareland
431,NULL,Water,Wetland,Non_Water,NULL,Water
432,NULL,Water,Wetland,Non_Water,Wetland,Grassland
433,NULL,Water,Wetland,Non_Water,Wetland,Wetland
434,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
435,NULL,Water,Wetland,Non_Water,Wetland,Bareland
436,NULL,Water,Wetland,Non_Water,Wetland,Water
437,NULL,Water,Wetland,Water,NULL,Grassland
438,NULL,Water,Wetland,Water,NULL,Wetland
439,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
440,NULL,Water,Wetland,Water,NULL,Bareland
441,NULL,Water,Wetland,Water,NULL,Water
442,NULL,Water,Wetland,Water,Wetland,Grassland
443,NULL,Water,Wetland,Water,Wetland,Wetland
444,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
445,NULL,Water,Wetland,Water,Wetland,Bareland
446,NULL,Water,Wetland,Water,Wetland,Water
447,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
448,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
449,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
450,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
451,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
452,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
453,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
454,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
455,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
456,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
457,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
458,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
459,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
460,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
461,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
462,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
463,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
464,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
465,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
466,NULL,Water,Bareland,NULL,Non_Wetland,Water
467,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
468,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
469,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
470,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
471,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
472,NULL,Water,Bareland,Water,Non_Wetland,Grassland
473,NULL,Water,Bareland,Water,Non_Wetland,Wetland
474,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
475,NULL,Water,Bareland,Water,Non_Wetland,Bareland
476,NULL,Water,Bareland,Water,Non_Wetland,Water
477,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
478,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
479,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
480,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
481,NULL,Water,Built-up,NULL,Non_Wetland,Water
482,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
483,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
484,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
485,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
486,NULL,Water,Built-up,Water,Non_Wetland,Grassland
487,NULL,Water,Built-up,Water,Non_Wetland,Wetland
488,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
489,NULL,Water,Built-up,Water,Non_Wetland,Bareland
490,NULL,Water,Built-up,Water,Non_Wetland,Water
491,NULL,Water,Water,NULL,NULL,NULL
492,NULL,Water,Water,NULL,NULL,Bareland
493,NULL,Water,Water,NULL,NULL,Water
494,NULL,Water,Water,NULL,Water,Grassland
495,NULL,Water,Water,NULL,Water,Wetland
496,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
497,NULL,Water,Water,NULL,Water,Bareland
498,NULL,Water,Water,NULL,Water,Water
499,NULL,Water,Water,Non_Water,NULL,Grassland
500,NULL,Water,Water,Non_Water,NULL,Water
501,NULL,Water,Water,Non_Water,Water,Grassland
502,NULL,Water,Water,Non_Water,Water,Wetland
503,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
504,NULL,Water,Water,Non_Water,Water,Bareland
505,NULL,Water,Water,Non_Water,Water,Water
506,NULL,Water,Water,Water,NULL,Wetland
507,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
508,NULL,Water,Water,Water,NULL,Bareland
509,NULL,Water,Water,Water,NULL,Water
510,NULL,Water,Water,Water,Water,Grassland
511,NULL,Water,Water,Water,Water,Wetland
512,NULL,Water,Water,Water,Water,Lichens_and_Mosses
513,NULL,Water,Water,Water,Water,Bareland
514,NULL,Water,Water,Water,Water,Water
515,NULL,Water,Forest,NULL,Non_Wetland,Wetland
516,NULL,Water,Forest,NULL,Non_Wetland,Water
517,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
518,NULL,Water,Forest,Non_Water,Non_Wetland,Water
519,NULL,Water,Forest,Water,Non_Wetland,Wetland
520,NULL,Water,Forest,Water,Non_Wetland,Water
521,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
522,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
523,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
524,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
525,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
526,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
527,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
528,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
529,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
530,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
531,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
532,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
533,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
534,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
535,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
536,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
537,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
538,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
539,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
540,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
541,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
542,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
543,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
544,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
545,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
546,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
547,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
548,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
549,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
550,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
551,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
552,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
553,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
554,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
555,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
556,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
557,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
558,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
559,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
560,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
561,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
562,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
563,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
564,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
565,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
566,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
567,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
568,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
569,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
570,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
571,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
572,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
573,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
574,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
575,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
576,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
577,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
578,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
579,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
580,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
581,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
582,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
583,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
584,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
585,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
586,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
587,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
588,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
589,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
590,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
591,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
592,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
593,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
594,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
595,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
596,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
597,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
598,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
599,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
600,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
601,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
602,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
603,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
604,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
605,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
606,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
607,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
608,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
609,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
610,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
611,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
612,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
613,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
614,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
615,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
616,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
617,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
618,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
619,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
620,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
621,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
622,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
623,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
624,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
625,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
626,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
627,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
628,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
629,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
630,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
631,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
632,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
633,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
634,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
635,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
636,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
637,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
638,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
639,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
640,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
641,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
642,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
643,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
644,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
645,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
646,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
647,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
648,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
649,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
650,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
651,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
652,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
653,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
654,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
655,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
656,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
657,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
658,NULL,Forest,Shrubland,Water,Non_Wetland,Water
659,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
660,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
661,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
662,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
663,NULL,Forest,Wetland,NULL,NULL,Grassland
664,NULL,Forest,Wetland,NULL,NULL,Wetland
665,NULL,Forest,Wetland,NULL,NULL,Forest
666,NULL,Forest,Wetland,NULL,Wetland,Grassland
667,NULL,Forest,Wetland,NULL,Wetland,Wetland
668,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
669,NULL,Forest,Wetland,NULL,Wetland,Bareland
670,NULL,Forest,Wetland,NULL,Wetland,Water
671,NULL,Forest,Wetland,NULL,Wetland,Forest
672,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
673,NULL,Forest,Wetland,Water,NULL,Grassland
674,NULL,Forest,Wetland,Water,Wetland,Grassland
675,NULL,Forest,Wetland,Water,Wetland,Wetland
676,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
677,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
678,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
679,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
680,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
681,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
682,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
683,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
684,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
685,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
686,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
687,NULL,Forest,Bareland,Water,Non_Wetland,Water
688,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
689,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
690,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
691,NULL,Forest,Forest,NULL,Non_Wetland,Forest
692,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
693,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
694,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
695,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
696,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
697,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
698,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
699,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
700,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
701,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
702,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
703,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
704,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
705,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
706,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
707,Shrubland,NULL,Shrubland,Water,Non_Wetland,Bareland
708,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
709,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
710,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
711,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
712,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
713,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
714,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
715,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
716,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
717,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
718,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
719,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
720,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Forest
721,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
722,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
723,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
724,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
725,Shrubland,NULL,Grassland,Water,Non_Wetland,Forest
726,Shrubland,NULL,Wetland,NULL,NULL,Grassland
727,Shrubland,NULL,Wetland,NULL,NULL,Wetland
728,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
729,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
730,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
731,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
732,Shrubland,NULL,Wetland,NULL,Wetland,Built-up
733,Shrubland,NULL,Wetland,NULL,Wetland,Water
734,Shrubland,NULL,Wetland,NULL,Wetland,Forest
735,Shrubland,NULL,Wetland,Non_Water,NULL,Grassland
736,Shrubland,NULL,Wetland,Non_Water,NULL,Wetland
737,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
738,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
739,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
740,Shrubland,NULL,Wetland,Non_Water,Wetland,Bareland
741,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
742,Shrubland,NULL,Wetland,Water,NULL,Grassland
743,Shrubland,NULL,Wetland,Water,NULL,Wetland
744,Shrubland,NULL,Wetland,Water,Wetland,Grassland
745,Shrubland,NULL,Wetland,Water,Wetland,Wetland
746,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
747,Shrubland,NULL,Wetland,Water,Wetland,Bareland
748,Shrubland,NULL,Wetland,Water,Wetland,Water
749,Shrubland,NULL,Wetland,Water,Wetland,Forest
750,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
751,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
752,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
753,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
754,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
755,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
756,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
757,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
758,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
759,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
760,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
761,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
762,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
763,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
764,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
765,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
766,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
767,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
768,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
769,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
770,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
771,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
772,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
773,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
774,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
775,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
776,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
777,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
778,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
779,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
780,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
781,Shrubland,NULL,Bareland,Water,Non_Wetland,Bareland
782,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
783,Shrubland,NULL,Bareland,Water,Non_Wetland,Forest
784,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
785,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
786,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
787,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
788,Shrubland,NULL,Built-up,NULL,Non_Wetland,Forest
789,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
790,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
791,Shrubland,NULL,Built-up,Water,Non_Wetland,Grassland
792,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
793,Shrubland,NULL,Built-up,Water,Non_Wetland,Bareland
794,Shrubland,NULL,Built-up,Water,Non_Wetland,Water
795,Shrubland,NULL,Water,NULL,Water,Grassland
796,Shrubland,NULL,Water,NULL,Water,Wetland
797,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
798,Shrubland,NULL,Water,NULL,Water,Water
799,Shrubland,NULL,Water,NULL,Water,Forest
800,Shrubland,NULL,Water,Non_Water,Water,Grassland
