Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R,SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,SIBERIA_2024_WorldCover_2021_43VFK_M_R
482,Built-up,Bareland,NULL,Non_Wetland,NULL
483,Built-up,Bareland,NULL,Non_Wetland,Grassland
484,Built-up,Bareland,NULL,Non_Wetland,Wetland
485,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
486,Built-up,Bareland,NULL,Non_Wetland,Bareland
487,Built-up,Bareland,NULL,Non_Wetland,Built-up
488,Built-up,Bareland,NULL,Non_Wetland,Water
489,Built-up,Bareland,NULL,Non_Wetland,Forest
490,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
491,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
492,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
493,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
494,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
495,Built-up,Bareland,Non_Water,Non_Wetland,Water
496,Built-up,Bareland,Non_Water,Non_Wetland,Forest
497,Built-up,Bareland,Water,Non_Wetland,Grassland
498,Built-up,Bareland,Water,Non_Wetland,Wetland
499,Built-up,Bareland,Water,Non_Wetland,Bareland
500,Built-up,Bareland,Water,Non_Wetland,Built-up
501,Built-up,Bareland,Water,Non_Wetland,Water
502,Built-up,Bareland,Water,Non_Wetland,Forest
503,Built-up,Built-up,NULL,Non_Wetland,Grassland
504,Built-up,Built-up,NULL,Non_Wetland,Wetland
505,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
506,Built-up,Built-up,NULL,Non_Wetland,Bareland
507,Built-up,Built-up,NULL,Non_Wetland,Built-up
508,Built-up,Built-up,NULL,Non_Wetland,Water
509,Built-up,Built-up,NULL,Non_Wetland,Forest
510,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
511,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
512,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
513,Built-up,Built-up,Non_Water,Non_Wetland,Forest
514,Built-up,Built-up,Water,Non_Wetland,Wetland
515,Built-up,Built-up,Water,Non_Wetland,Built-up
516,Built-up,Built-up,Water,Non_Wetland,Forest
517,Built-up,Water,NULL,Water,Water
518,Built-up,Water,NULL,Water,Forest
519,Built-up,Water,Non_Water,Water,Grassland
520,Built-up,Water,Non_Water,Water,Bareland
521,Built-up,Water,Water,Water,Wetland
522,Built-up,Water,Water,Water,Water
523,Built-up,Water,Water,Water,Forest
524,Built-up,Forest,NULL,Non_Wetland,NULL
525,Built-up,Forest,NULL,Non_Wetland,Grassland
526,Built-up,Forest,NULL,Non_Wetland,Wetland
527,Built-up,Forest,NULL,Non_Wetland,Bareland
528,Built-up,Forest,NULL,Non_Wetland,Built-up
529,Built-up,Forest,NULL,Non_Wetland,Water
530,Built-up,Forest,NULL,Non_Wetland,Forest
531,Built-up,Forest,Non_Water,Non_Wetland,Bareland
532,Built-up,Forest,Water,Non_Wetland,Bareland
533,Built-up,Forest,Water,Non_Wetland,Forest
534,Water,NULL,NULL,Non_Wetland,Grassland
535,Water,NULL,NULL,Non_Wetland,Wetland
536,Water,NULL,NULL,Non_Wetland,Water
537,Water,NULL,NULL,Non_Wetland,Forest
538,Water,NULL,Non_Water,Non_Wetland,Water
539,Water,NULL,Non_Water,Non_Wetland,Forest
540,Water,NULL,Water,Non_Wetland,Water
541,Water,NULL,Water,Non_Wetland,Forest
542,Water,Shrubland,NULL,Non_Wetland,Grassland
543,Water,Shrubland,NULL,Non_Wetland,Wetland
544,Water,Shrubland,NULL,Non_Wetland,Water
545,Water,Shrubland,NULL,Non_Wetland,Forest
546,Water,Shrubland,Non_Water,Non_Wetland,Wetland
547,Water,Shrubland,Water,Non_Wetland,Grassland
548,Water,Shrubland,Water,Non_Wetland,Wetland
549,Water,Shrubland,Water,Non_Wetland,Water
550,Water,Shrubland,Water,Non_Wetland,Forest
551,Water,Grassland,NULL,Non_Wetland,Forest
552,Water,Grassland,Water,Non_Wetland,Water
553,Water,Wetland,NULL,Wetland,Grassland
554,Water,Wetland,NULL,Wetland,Wetland
555,Water,Wetland,NULL,Wetland,Bareland
556,Water,Wetland,NULL,Wetland,Water
557,Water,Wetland,NULL,Wetland,Forest
558,Water,Wetland,Non_Water,Wetland,Grassland
559,Water,Wetland,Non_Water,Wetland,Wetland
560,Water,Wetland,Non_Water,Wetland,Water
561,Water,Wetland,Non_Water,Wetland,Forest
562,Water,Wetland,Water,Wetland,Grassland
563,Water,Wetland,Water,Wetland,Wetland
564,Water,Wetland,Water,Wetland,Lichens_and_Mosses
565,Water,Wetland,Water,Wetland,Bareland
566,Water,Wetland,Water,Wetland,Water
567,Water,Wetland,Water,Wetland,Forest
568,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
569,Water,Bareland,NULL,Non_Wetland,Grassland
570,Water,Bareland,NULL,Non_Wetland,Wetland
571,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
572,Water,Bareland,NULL,Non_Wetland,Bareland
573,Water,Bareland,NULL,Non_Wetland,Built-up
574,Water,Bareland,NULL,Non_Wetland,Water
575,Water,Bareland,NULL,Non_Wetland,Forest
576,Water,Bareland,Non_Water,Non_Wetland,Grassland
577,Water,Bareland,Non_Water,Non_Wetland,Wetland
578,Water,Bareland,Non_Water,Non_Wetland,Bareland
579,Water,Bareland,Non_Water,Non_Wetland,Water
580,Water,Bareland,Non_Water,Non_Wetland,Forest
581,Water,Bareland,Water,Non_Wetland,Grassland
582,Water,Bareland,Water,Non_Wetland,Wetland
583,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
584,Water,Bareland,Water,Non_Wetland,Bareland
585,Water,Bareland,Water,Non_Wetland,Water
586,Water,Bareland,Water,Non_Wetland,Forest
587,Water,Built-up,NULL,Non_Wetland,Grassland
588,Water,Built-up,NULL,Non_Wetland,Wetland
589,Water,Built-up,NULL,Non_Wetland,Bareland
590,Water,Built-up,NULL,Non_Wetland,Built-up
591,Water,Built-up,NULL,Non_Wetland,Water
592,Water,Built-up,NULL,Non_Wetland,Forest
593,Water,Built-up,Non_Water,Non_Wetland,Grassland
594,Water,Built-up,Water,Non_Wetland,Bareland
595,Water,Built-up,Water,Non_Wetland,Water
596,Water,Built-up,Water,Non_Wetland,Forest
597,Water,Water,NULL,Water,NULL
598,Water,Water,NULL,Water,Grassland
599,Water,Water,NULL,Water,Wetland
600,Water,Water,NULL,Water,Bareland
601,Water,Water,NULL,Water,Water
602,Water,Water,NULL,Water,Forest
603,Water,Water,Non_Water,Water,Grassland
604,Water,Water,Non_Water,Water,Wetland
605,Water,Water,Non_Water,Water,Bareland
606,Water,Water,Non_Water,Water,Water
607,Water,Water,Non_Water,Water,Forest
608,Water,Water,Water,Water,NULL
609,Water,Water,Water,Water,Grassland
610,Water,Water,Water,Water,Wetland
611,Water,Water,Water,Water,Lichens_and_Mosses
612,Water,Water,Water,Water,Bareland
613,Water,Water,Water,Water,Water
614,Water,Water,Water,Water,Forest
615,Water,Forest,NULL,Non_Wetland,Grassland
616,Water,Forest,NULL,Non_Wetland,Wetland
617,Water,Forest,NULL,Non_Wetland,Water
618,Water,Forest,NULL,Non_Wetland,Forest
619,Water,Forest,Non_Water,Non_Wetland,Grassland
620,Water,Forest,Non_Water,Non_Wetland,Wetland
621,Water,Forest,Non_Water,Non_Wetland,Water
622,Water,Forest,Non_Water,Non_Wetland,Forest
623,Water,Forest,Water,Non_Wetland,NULL
624,Water,Forest,Water,Non_Wetland,Grassland
625,Water,Forest,Water,Non_Wetland,Wetland
626,Water,Forest,Water,Non_Wetland,Water
627,Water,Forest,Water,Non_Wetland,Forest
628,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
629,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
630,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
631,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
632,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
633,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
634,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
635,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
636,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
637,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
638,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
639,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
640,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
641,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
642,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
643,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
644,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
645,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
646,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
647,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
648,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
649,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
650,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
651,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
652,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
653,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
654,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
655,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
656,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
657,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
658,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
659,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
660,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
661,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
662,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
663,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
664,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
665,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
666,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
667,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
668,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
669,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
670,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
671,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
672,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
673,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
674,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
675,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
676,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
677,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
678,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
679,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
682,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
683,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
684,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
685,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
686,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
687,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
688,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
689,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
690,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
691,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
692,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
693,Permanent_ice_and_snow,Water,NULL,Water,Grassland
694,Permanent_ice_and_snow,Water,NULL,Water,Wetland
695,Permanent_ice_and_snow,Water,NULL,Water,Water
696,Permanent_ice_and_snow,Water,NULL,Water,Forest
697,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
698,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
699,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
700,Permanent_ice_and_snow,Water,Water,Water,Grassland
701,Permanent_ice_and_snow,Water,Water,Water,Wetland
702,Permanent_ice_and_snow,Water,Water,Water,Bareland
703,Permanent_ice_and_snow,Water,Water,Water,Water
704,Permanent_ice_and_snow,Water,Water,Water,Forest
705,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
706,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
707,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
708,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
709,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
710,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
711,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
712,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
713,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
714,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
715,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
716,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
717,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
718,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
719,Forest,NULL,NULL,Non_Wetland,NULL
720,Forest,NULL,NULL,Non_Wetland,Grassland
721,Forest,NULL,NULL,Non_Wetland,Wetland
722,Forest,NULL,NULL,Non_Wetland,Built-up
723,Forest,NULL,NULL,Non_Wetland,Water
724,Forest,NULL,NULL,Non_Wetland,Forest
725,Forest,NULL,Non_Water,Non_Wetland,Grassland
726,Forest,NULL,Non_Water,Non_Wetland,Wetland
727,Forest,NULL,Non_Water,Non_Wetland,Forest
728,Forest,NULL,Water,Non_Wetland,Wetland
729,Forest,NULL,Water,Non_Wetland,Water
730,Forest,NULL,Water,Non_Wetland,Forest
731,Forest,Shrubland,NULL,Non_Wetland,NULL
732,Forest,Shrubland,NULL,Non_Wetland,Grassland
733,Forest,Shrubland,NULL,Non_Wetland,Wetland
734,Forest,Shrubland,NULL,Non_Wetland,Bareland
735,Forest,Shrubland,NULL,Non_Wetland,Built-up
736,Forest,Shrubland,NULL,Non_Wetland,Forest
737,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
738,Forest,Shrubland,Non_Water,Non_Wetland,Forest
739,Forest,Shrubland,Water,Non_Wetland,Grassland
740,Forest,Shrubland,Water,Non_Wetland,Forest
741,Forest,Grassland,NULL,Non_Wetland,NULL
742,Forest,Grassland,NULL,Non_Wetland,Grassland
743,Forest,Grassland,NULL,Non_Wetland,Wetland
744,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
745,Forest,Grassland,NULL,Non_Wetland,Bareland
746,Forest,Grassland,NULL,Non_Wetland,Built-up
747,Forest,Grassland,NULL,Non_Wetland,Forest
748,Forest,Grassland,Non_Water,Non_Wetland,Grassland
749,Forest,Grassland,Non_Water,Non_Wetland,Forest
750,Forest,Grassland,Water,Non_Wetland,Forest
751,Forest,Cropland,NULL,Non_Wetland,Wetland
752,Forest,Cropland,NULL,Non_Wetland,Forest
753,Forest,Cropland,Non_Water,Non_Wetland,Forest
754,Forest,Cropland,Water,Non_Wetland,Forest
755,Forest,Wetland,NULL,Wetland,NULL
756,Forest,Wetland,NULL,Wetland,Grassland
757,Forest,Wetland,NULL,Wetland,Wetland
758,Forest,Wetland,NULL,Wetland,Bareland
759,Forest,Wetland,NULL,Wetland,Water
760,Forest,Wetland,NULL,Wetland,Forest
761,Forest,Wetland,Non_Water,Wetland,NULL
762,Forest,Wetland,Non_Water,Wetland,Grassland
763,Forest,Wetland,Non_Water,Wetland,Wetland
764,Forest,Wetland,Non_Water,Wetland,Built-up
765,Forest,Wetland,Non_Water,Wetland,Water
766,Forest,Wetland,Non_Water,Wetland,Forest
767,Forest,Wetland,Water,Wetland,Grassland
768,Forest,Wetland,Water,Wetland,Wetland
769,Forest,Wetland,Water,Wetland,Water
770,Forest,Wetland,Water,Wetland,Forest
771,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
772,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
773,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
774,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
775,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
776,Forest,Bareland,NULL,Non_Wetland,NULL
777,Forest,Bareland,NULL,Non_Wetland,Grassland
778,Forest,Bareland,NULL,Non_Wetland,Wetland
779,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
780,Forest,Bareland,NULL,Non_Wetland,Bareland
781,Forest,Bareland,NULL,Non_Wetland,Built-up
782,Forest,Bareland,NULL,Non_Wetland,Water
783,Forest,Bareland,NULL,Non_Wetland,Forest
784,Forest,Bareland,Non_Water,Non_Wetland,Grassland
785,Forest,Bareland,Non_Water,Non_Wetland,Wetland
786,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
787,Forest,Bareland,Non_Water,Non_Wetland,Bareland
788,Forest,Bareland,Non_Water,Non_Wetland,Built-up
789,Forest,Bareland,Non_Water,Non_Wetland,Water
790,Forest,Bareland,Non_Water,Non_Wetland,Forest
791,Forest,Bareland,Water,Non_Wetland,NULL
792,Forest,Bareland,Water,Non_Wetland,Grassland
793,Forest,Bareland,Water,Non_Wetland,Wetland
794,Forest,Bareland,Water,Non_Wetland,Bareland
795,Forest,Bareland,Water,Non_Wetland,Built-up
796,Forest,Bareland,Water,Non_Wetland,Water
797,Forest,Bareland,Water,Non_Wetland,Forest
798,Forest,Built-up,NULL,Non_Wetland,Grassland
799,Forest,Built-up,NULL,Non_Wetland,Wetland
800,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
801,Forest,Built-up,NULL,Non_Wetland,Bareland
802,Forest,Built-up,NULL,Non_Wetland,Built-up
803,Forest,Built-up,NULL,Non_Wetland,Water
804,Forest,Built-up,NULL,Non_Wetland,Forest
805,Forest,Built-up,Non_Water,Non_Wetland,Built-up
806,Forest,Built-up,Non_Water,Non_Wetland,Forest
807,Forest,Built-up,Water,Non_Wetland,Forest
808,Forest,Water,NULL,Water,Grassland
809,Forest,Water,NULL,Water,Wetland
810,Forest,Water,NULL,Water,Water
811,Forest,Water,NULL,Water,Forest
812,Forest,Water,Non_Water,Water,Wetland
813,Forest,Water,Non_Water,Water,Water
814,Forest,Water,Non_Water,Water,Forest
815,Forest,Water,Water,Water,Grassland
816,Forest,Water,Water,Water,Wetland
817,Forest,Water,Water,Water,Water
818,Forest,Water,Water,Water,Forest
819,Forest,Forest,NULL,Non_Wetland,NULL
820,Forest,Forest,NULL,Non_Wetland,Grassland
821,Forest,Forest,NULL,Non_Wetland,Wetland
822,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
823,Forest,Forest,NULL,Non_Wetland,Bareland
824,Forest,Forest,NULL,Non_Wetland,Built-up
825,Forest,Forest,NULL,Non_Wetland,Water
826,Forest,Forest,NULL,Non_Wetland,Forest
827,Forest,Forest,Non_Water,Non_Wetland,Grassland
828,Forest,Forest,Non_Water,Non_Wetland,Wetland
829,Forest,Forest,Non_Water,Non_Wetland,Built-up
830,Forest,Forest,Non_Water,Non_Wetland,Water
831,Forest,Forest,Non_Water,Non_Wetland,Forest
832,Forest,Forest,Water,Non_Wetland,Grassland
833,Forest,Forest,Water,Non_Wetland,Wetland
834,Forest,Forest,Water,Non_Wetland,Water
835,Forest,Forest,Water,Non_Wetland,Forest
