Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDL_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDL_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDL_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDL_M_R,SIBERIA_2024_WorldCover_2021_43VDL_M_R
472,Bareland,Bareland,NULL,Non_Wetland,Built-up
473,Bareland,Bareland,NULL,Non_Wetland,Water
474,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
475,Bareland,Bareland,NULL,Non_Wetland,Forest
476,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
477,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
478,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
479,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
480,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
481,Bareland,Bareland,Non_Water,Non_Wetland,Water
482,Bareland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
483,Bareland,Bareland,Non_Water,Non_Wetland,Forest
484,Bareland,Bareland,Water,Non_Wetland,Grassland
485,Bareland,Bareland,Water,Non_Wetland,Wetland
486,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
487,Bareland,Bareland,Water,Non_Wetland,Bareland
488,Bareland,Bareland,Water,Non_Wetland,Water
489,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
490,Bareland,Bareland,Water,Non_Wetland,Forest
491,Bareland,Built-up,NULL,Non_Wetland,Grassland
492,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
493,Bareland,Built-up,NULL,Non_Wetland,Bareland
494,Bareland,Built-up,NULL,Non_Wetland,Built-up
495,Bareland,Built-up,NULL,Non_Wetland,Water
496,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
497,Bareland,Built-up,NULL,Non_Wetland,Forest
498,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
499,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
500,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
501,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
502,Bareland,Built-up,Non_Water,Non_Wetland,Water
503,Bareland,Built-up,Water,Non_Wetland,Grassland
504,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
505,Bareland,Built-up,Water,Non_Wetland,Bareland
506,Bareland,Built-up,Water,Non_Wetland,Water
507,Bareland,Built-up,Water,Non_Wetland,Forest
508,Bareland,Water,NULL,Water,Grassland
509,Bareland,Water,NULL,Water,Lichens_and_Mosses
510,Bareland,Water,NULL,Water,Bareland
511,Bareland,Water,NULL,Water,Water
512,Bareland,Water,NULL,Water,Permanent_ice_and_snow
513,Bareland,Water,NULL,Water,Forest
514,Bareland,Water,Non_Water,Water,Bareland
515,Bareland,Water,Non_Water,Water,Built-up
516,Bareland,Water,Non_Water,Water,Water
517,Bareland,Water,Water,Water,Grassland
518,Bareland,Water,Water,Water,Lichens_and_Mosses
519,Bareland,Water,Water,Water,Bareland
520,Bareland,Water,Water,Water,Water
521,Bareland,Water,Water,Water,Permanent_ice_and_snow
522,Bareland,Water,Water,Water,Forest
523,Bareland,Forest,NULL,Non_Wetland,Grassland
524,Bareland,Forest,NULL,Non_Wetland,Wetland
525,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
526,Bareland,Forest,NULL,Non_Wetland,Bareland
527,Bareland,Forest,NULL,Non_Wetland,Built-up
528,Bareland,Forest,NULL,Non_Wetland,Water
529,Bareland,Forest,NULL,Non_Wetland,Forest
530,Bareland,Forest,Non_Water,Non_Wetland,Grassland
531,Bareland,Forest,Non_Water,Non_Wetland,Bareland
532,Bareland,Forest,Water,Non_Wetland,Water
533,Bareland,Forest,Water,Non_Wetland,Forest
534,Built-up,NULL,NULL,Non_Wetland,Grassland
535,Built-up,NULL,NULL,Non_Wetland,Wetland
536,Built-up,NULL,NULL,Non_Wetland,Built-up
537,Built-up,NULL,NULL,Non_Wetland,Water
538,Built-up,NULL,NULL,Non_Wetland,Forest
539,Built-up,Shrubland,NULL,Non_Wetland,Grassland
540,Built-up,Shrubland,NULL,Non_Wetland,Wetland
541,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
542,Built-up,Shrubland,NULL,Non_Wetland,Bareland
543,Built-up,Shrubland,NULL,Non_Wetland,Built-up
544,Built-up,Shrubland,NULL,Non_Wetland,Water
545,Built-up,Shrubland,NULL,Non_Wetland,Forest
546,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
547,Built-up,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
548,Built-up,Shrubland,Water,Non_Wetland,Forest
549,Built-up,Grassland,NULL,Non_Wetland,Grassland
550,Built-up,Grassland,NULL,Non_Wetland,Wetland
551,Built-up,Grassland,NULL,Non_Wetland,Bareland
552,Built-up,Grassland,NULL,Non_Wetland,Built-up
553,Built-up,Grassland,NULL,Non_Wetland,Forest
554,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
555,Built-up,Cropland,NULL,Non_Wetland,Grassland
556,Built-up,Cropland,NULL,Non_Wetland,Bareland
557,Built-up,Cropland,NULL,Non_Wetland,Built-up
558,Built-up,Cropland,NULL,Non_Wetland,Forest
559,Built-up,Wetland,NULL,Wetland,NULL
560,Built-up,Wetland,NULL,Wetland,Grassland
561,Built-up,Wetland,NULL,Wetland,Wetland
562,Built-up,Wetland,NULL,Wetland,Bareland
563,Built-up,Wetland,NULL,Wetland,Water
564,Built-up,Wetland,NULL,Wetland,Forest
565,Built-up,Wetland,Non_Water,Wetland,Grassland
566,Built-up,Wetland,Non_Water,Wetland,Wetland
567,Built-up,Wetland,Non_Water,Wetland,Water
568,Built-up,Wetland,Non_Water,Wetland,Forest
569,Built-up,Wetland,Water,Wetland,Grassland
570,Built-up,Wetland,Water,Wetland,Water
571,Built-up,Wetland,Water,Wetland,Forest
572,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
573,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
574,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
575,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
576,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
577,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
578,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
579,Built-up,Bareland,NULL,Non_Wetland,Grassland
580,Built-up,Bareland,NULL,Non_Wetland,Wetland
581,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
582,Built-up,Bareland,NULL,Non_Wetland,Bareland
583,Built-up,Bareland,NULL,Non_Wetland,Built-up
584,Built-up,Bareland,NULL,Non_Wetland,Water
585,Built-up,Bareland,NULL,Non_Wetland,Forest
586,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
587,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
588,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
589,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
590,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
591,Built-up,Bareland,Non_Water,Non_Wetland,Water
592,Built-up,Bareland,Non_Water,Non_Wetland,Forest
593,Built-up,Bareland,Water,Non_Wetland,Grassland
594,Built-up,Bareland,Water,Non_Wetland,Wetland
595,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
596,Built-up,Bareland,Water,Non_Wetland,Bareland
597,Built-up,Bareland,Water,Non_Wetland,Built-up
598,Built-up,Bareland,Water,Non_Wetland,Water
599,Built-up,Bareland,Water,Non_Wetland,Forest
600,Built-up,Built-up,NULL,Non_Wetland,Grassland
601,Built-up,Built-up,NULL,Non_Wetland,Wetland
602,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
603,Built-up,Built-up,NULL,Non_Wetland,Bareland
604,Built-up,Built-up,NULL,Non_Wetland,Built-up
605,Built-up,Built-up,NULL,Non_Wetland,Water
606,Built-up,Built-up,NULL,Non_Wetland,Forest
607,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
608,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
609,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
610,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
611,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
612,Built-up,Built-up,Non_Water,Non_Wetland,Water
613,Built-up,Built-up,Non_Water,Non_Wetland,Forest
614,Built-up,Built-up,Water,Non_Wetland,Grassland
615,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
616,Built-up,Built-up,Water,Non_Wetland,Bareland
617,Built-up,Built-up,Water,Non_Wetland,Built-up
618,Built-up,Built-up,Water,Non_Wetland,Water
619,Built-up,Built-up,Water,Non_Wetland,Forest
620,Built-up,Water,NULL,Water,Grassland
621,Built-up,Water,NULL,Water,Lichens_and_Mosses
622,Built-up,Water,NULL,Water,Bareland
623,Built-up,Water,NULL,Water,Water
624,Built-up,Water,NULL,Water,Forest
625,Built-up,Water,Non_Water,Water,Grassland
626,Built-up,Water,Non_Water,Water,Water
627,Built-up,Water,Water,Water,Grassland
628,Built-up,Water,Water,Water,Wetland
629,Built-up,Water,Water,Water,Bareland
630,Built-up,Water,Water,Water,Water
631,Built-up,Water,Water,Water,Forest
632,Built-up,Forest,NULL,Non_Wetland,Grassland
633,Built-up,Forest,NULL,Non_Wetland,Wetland
634,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
635,Built-up,Forest,NULL,Non_Wetland,Bareland
636,Built-up,Forest,NULL,Non_Wetland,Built-up
637,Built-up,Forest,NULL,Non_Wetland,Water
638,Built-up,Forest,NULL,Non_Wetland,Forest
639,Built-up,Forest,Non_Water,Non_Wetland,Grassland
640,Built-up,Forest,Non_Water,Non_Wetland,Wetland
641,Built-up,Forest,Non_Water,Non_Wetland,Forest
642,Built-up,Forest,Water,Non_Wetland,Wetland
643,Built-up,Forest,Water,Non_Wetland,Forest
644,Water,NULL,NULL,Non_Wetland,Grassland
645,Water,NULL,NULL,Non_Wetland,Wetland
646,Water,NULL,NULL,Non_Wetland,Bareland
647,Water,NULL,NULL,Non_Wetland,Water
648,Water,NULL,NULL,Non_Wetland,Forest
649,Water,NULL,Non_Water,Non_Wetland,Grassland
650,Water,NULL,Non_Water,Non_Wetland,Wetland
651,Water,NULL,Non_Water,Non_Wetland,Water
652,Water,NULL,Non_Water,Non_Wetland,Forest
653,Water,NULL,Water,Non_Wetland,Wetland
654,Water,NULL,Water,Non_Wetland,Water
655,Water,NULL,Water,Non_Wetland,Forest
656,Water,Shrubland,NULL,Non_Wetland,Grassland
657,Water,Shrubland,NULL,Non_Wetland,Wetland
658,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
659,Water,Shrubland,NULL,Non_Wetland,Bareland
660,Water,Shrubland,NULL,Non_Wetland,Water
661,Water,Shrubland,NULL,Non_Wetland,Forest
662,Water,Shrubland,Non_Water,Non_Wetland,Wetland
663,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
664,Water,Shrubland,Non_Water,Non_Wetland,Bareland
665,Water,Shrubland,Non_Water,Non_Wetland,Water
666,Water,Shrubland,Non_Water,Non_Wetland,Forest
667,Water,Shrubland,Water,Non_Wetland,Grassland
668,Water,Shrubland,Water,Non_Wetland,Wetland
669,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
670,Water,Shrubland,Water,Non_Wetland,Bareland
671,Water,Shrubland,Water,Non_Wetland,Water
672,Water,Shrubland,Water,Non_Wetland,Forest
673,Water,Grassland,NULL,Non_Wetland,Grassland
674,Water,Grassland,NULL,Non_Wetland,Water
675,Water,Grassland,NULL,Non_Wetland,Forest
676,Water,Grassland,Non_Water,Non_Wetland,Water
677,Water,Grassland,Water,Non_Wetland,Wetland
678,Water,Grassland,Water,Non_Wetland,Water
679,Water,Grassland,Water,Non_Wetland,Forest
680,Water,Cropland,NULL,Non_Wetland,Wetland
681,Water,Wetland,NULL,Wetland,NULL
682,Water,Wetland,NULL,Wetland,Grassland
683,Water,Wetland,NULL,Wetland,Wetland
684,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
685,Water,Wetland,NULL,Wetland,Bareland
686,Water,Wetland,NULL,Wetland,Water
687,Water,Wetland,NULL,Wetland,Forest
688,Water,Wetland,Non_Water,Wetland,Grassland
689,Water,Wetland,Non_Water,Wetland,Wetland
690,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
691,Water,Wetland,Non_Water,Wetland,Bareland
692,Water,Wetland,Non_Water,Wetland,Water
693,Water,Wetland,Non_Water,Wetland,Forest
694,Water,Wetland,Water,Wetland,Grassland
695,Water,Wetland,Water,Wetland,Wetland
696,Water,Wetland,Water,Wetland,Lichens_and_Mosses
697,Water,Wetland,Water,Wetland,Bareland
698,Water,Wetland,Water,Wetland,Built-up
699,Water,Wetland,Water,Wetland,Water
700,Water,Wetland,Water,Wetland,Forest
701,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
702,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
703,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
704,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
705,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
706,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
707,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
708,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
709,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
710,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
711,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
712,Water,Bareland,NULL,Non_Wetland,Grassland
713,Water,Bareland,NULL,Non_Wetland,Wetland
714,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
715,Water,Bareland,NULL,Non_Wetland,Bareland
716,Water,Bareland,NULL,Non_Wetland,Built-up
717,Water,Bareland,NULL,Non_Wetland,Water
718,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
719,Water,Bareland,NULL,Non_Wetland,Forest
720,Water,Bareland,Non_Water,Non_Wetland,Grassland
721,Water,Bareland,Non_Water,Non_Wetland,Wetland
722,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
723,Water,Bareland,Non_Water,Non_Wetland,Bareland
724,Water,Bareland,Non_Water,Non_Wetland,Water
725,Water,Bareland,Non_Water,Non_Wetland,Forest
726,Water,Bareland,Water,Non_Wetland,Grassland
727,Water,Bareland,Water,Non_Wetland,Wetland
728,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
729,Water,Bareland,Water,Non_Wetland,Bareland
730,Water,Bareland,Water,Non_Wetland,Water
731,Water,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
732,Water,Bareland,Water,Non_Wetland,Forest
733,Water,Built-up,NULL,Non_Wetland,Grassland
734,Water,Built-up,NULL,Non_Wetland,Wetland
735,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
736,Water,Built-up,NULL,Non_Wetland,Bareland
737,Water,Built-up,NULL,Non_Wetland,Built-up
738,Water,Built-up,NULL,Non_Wetland,Water
739,Water,Built-up,NULL,Non_Wetland,Forest
740,Water,Built-up,Non_Water,Non_Wetland,Wetland
741,Water,Built-up,Non_Water,Non_Wetland,Bareland
742,Water,Built-up,Non_Water,Non_Wetland,Water
743,Water,Built-up,Non_Water,Non_Wetland,Forest
744,Water,Built-up,Water,Non_Wetland,Grassland
745,Water,Built-up,Water,Non_Wetland,Wetland
746,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
747,Water,Built-up,Water,Non_Wetland,Bareland
748,Water,Built-up,Water,Non_Wetland,Water
749,Water,Built-up,Water,Non_Wetland,Forest
750,Water,Water,NULL,Water,Grassland
751,Water,Water,NULL,Water,Wetland
752,Water,Water,NULL,Water,Lichens_and_Mosses
753,Water,Water,NULL,Water,Bareland
754,Water,Water,NULL,Water,Water
755,Water,Water,NULL,Water,Forest
756,Water,Water,Non_Water,Water,Grassland
757,Water,Water,Non_Water,Water,Wetland
758,Water,Water,Non_Water,Water,Lichens_and_Mosses
759,Water,Water,Non_Water,Water,Bareland
760,Water,Water,Non_Water,Water,Water
761,Water,Water,Non_Water,Water,Forest
762,Water,Water,Water,Water,Grassland
763,Water,Water,Water,Water,Wetland
764,Water,Water,Water,Water,Lichens_and_Mosses
765,Water,Water,Water,Water,Bareland
766,Water,Water,Water,Water,Water
767,Water,Water,Water,Water,Forest
768,Water,Forest,NULL,Non_Wetland,NULL
769,Water,Forest,NULL,Non_Wetland,Grassland
770,Water,Forest,NULL,Non_Wetland,Wetland
771,Water,Forest,NULL,Non_Wetland,Bareland
772,Water,Forest,NULL,Non_Wetland,Water
773,Water,Forest,NULL,Non_Wetland,Forest
774,Water,Forest,Non_Water,Non_Wetland,Grassland
775,Water,Forest,Non_Water,Non_Wetland,Wetland
776,Water,Forest,Non_Water,Non_Wetland,Bareland
777,Water,Forest,Non_Water,Non_Wetland,Water
778,Water,Forest,Non_Water,Non_Wetland,Forest
779,Water,Forest,Water,Non_Wetland,NULL
780,Water,Forest,Water,Non_Wetland,Grassland
781,Water,Forest,Water,Non_Wetland,Wetland
782,Water,Forest,Water,Non_Wetland,Bareland
783,Water,Forest,Water,Non_Wetland,Water
784,Water,Forest,Water,Non_Wetland,Forest
785,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
786,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
787,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
788,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
789,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
790,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
791,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
792,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
793,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
794,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
795,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
796,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
797,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
798,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
799,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
800,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
801,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
802,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
803,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
804,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
805,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
806,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
807,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
808,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
809,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland
810,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
811,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
812,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
813,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
814,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
815,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
816,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
817,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
818,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
819,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
820,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
821,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
822,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
823,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
824,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
825,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
826,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
827,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
828,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
829,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
830,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
831,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
832,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
833,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
834,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
835,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
836,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
837,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
838,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
839,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
840,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
841,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
842,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
843,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
844,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
845,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
846,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
847,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
848,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
849,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
850,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
851,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
852,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
853,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
854,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
855,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
856,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
857,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
858,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
859,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
860,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
861,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
862,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
863,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
864,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
865,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
866,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
867,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
868,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
869,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
870,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
871,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
872,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
873,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
874,Permanent_ice_and_snow,Water,NULL,Water,Grassland
875,Permanent_ice_and_snow,Water,NULL,Water,Wetland
876,Permanent_ice_and_snow,Water,NULL,Water,Bareland
877,Permanent_ice_and_snow,Water,NULL,Water,Water
878,Permanent_ice_and_snow,Water,NULL,Water,Forest
879,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
880,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
881,Permanent_ice_and_snow,Water,Non_Water,Water,Water
882,Permanent_ice_and_snow,Water,Water,Water,Grassland
883,Permanent_ice_and_snow,Water,Water,Water,Wetland
884,Permanent_ice_and_snow,Water,Water,Water,Bareland
885,Permanent_ice_and_snow,Water,Water,Water,Water
886,Permanent_ice_and_snow,Water,Water,Water,Forest
887,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
888,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
889,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
890,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
891,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
892,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
893,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
894,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
895,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
896,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
897,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
898,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
899,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
900,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
901,Forest,NULL,NULL,Non_Wetland,NULL
902,Forest,NULL,NULL,Non_Wetland,Grassland
903,Forest,NULL,NULL,Non_Wetland,Wetland
904,Forest,NULL,NULL,Non_Wetland,Bareland
905,Forest,NULL,NULL,Non_Wetland,Built-up
906,Forest,NULL,NULL,Non_Wetland,Water
907,Forest,NULL,NULL,Non_Wetland,Forest
908,Forest,NULL,Non_Water,Non_Wetland,Grassland
909,Forest,NULL,Non_Water,Non_Wetland,Wetland
910,Forest,NULL,Non_Water,Non_Wetland,Water
911,Forest,NULL,Non_Water,Non_Wetland,Forest
912,Forest,NULL,Water,Non_Wetland,Grassland
913,Forest,NULL,Water,Non_Wetland,Wetland
914,Forest,NULL,Water,Non_Wetland,Bareland
915,Forest,NULL,Water,Non_Wetland,Water
916,Forest,NULL,Water,Non_Wetland,Forest
917,Forest,Shrubland,NULL,Non_Wetland,NULL
918,Forest,Shrubland,NULL,Non_Wetland,Grassland
919,Forest,Shrubland,NULL,Non_Wetland,Wetland
920,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
921,Forest,Shrubland,NULL,Non_Wetland,Bareland
922,Forest,Shrubland,NULL,Non_Wetland,Built-up
923,Forest,Shrubland,NULL,Non_Wetland,Water
924,Forest,Shrubland,NULL,Non_Wetland,Forest
925,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
926,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
927,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
928,Forest,Shrubland,Non_Water,Non_Wetland,Forest
929,Forest,Shrubland,Water,Non_Wetland,Grassland
930,Forest,Shrubland,Water,Non_Wetland,Wetland
931,Forest,Shrubland,Water,Non_Wetland,Forest
932,Forest,Grassland,NULL,Non_Wetland,Grassland
