Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXA_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXA_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXA_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXA_M_R,SIBERIA_2024_WorldCover_2021_42WXA_M_R
468,Built-up,Built-up,NULL,Non_Wetland,Grassland
469,Built-up,Built-up,NULL,Non_Wetland,Wetland
470,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
471,Built-up,Built-up,NULL,Non_Wetland,Bareland
472,Built-up,Built-up,NULL,Non_Wetland,Built-up
473,Built-up,Built-up,NULL,Non_Wetland,Water
474,Built-up,Built-up,NULL,Non_Wetland,Forest
475,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
476,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
477,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
478,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
479,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
480,Built-up,Built-up,Non_Water,Non_Wetland,Water
481,Built-up,Built-up,Non_Water,Non_Wetland,Forest
482,Built-up,Built-up,Water,Non_Wetland,Grassland
483,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
484,Built-up,Built-up,Water,Non_Wetland,Bareland
485,Built-up,Built-up,Water,Non_Wetland,Built-up
486,Built-up,Built-up,Water,Non_Wetland,Water
487,Built-up,Built-up,Water,Non_Wetland,Forest
488,Built-up,Water,NULL,Water,Grassland
489,Built-up,Water,NULL,Water,Wetland
490,Built-up,Water,NULL,Water,Lichens_and_Mosses
491,Built-up,Water,NULL,Water,Bareland
492,Built-up,Water,NULL,Water,Built-up
493,Built-up,Water,NULL,Water,Water
494,Built-up,Water,Non_Water,Water,Grassland
495,Built-up,Water,Non_Water,Water,Bareland
496,Built-up,Water,Water,NULL,Grassland
497,Built-up,Water,Water,Water,Grassland
498,Built-up,Water,Water,Water,Wetland
499,Built-up,Water,Water,Water,Bareland
500,Built-up,Water,Water,Water,Water
501,Built-up,Forest,NULL,Non_Wetland,Grassland
502,Built-up,Forest,NULL,Non_Wetland,Wetland
503,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
504,Built-up,Forest,NULL,Non_Wetland,Bareland
505,Built-up,Forest,NULL,Non_Wetland,Built-up
506,Built-up,Forest,NULL,Non_Wetland,Water
507,Built-up,Forest,NULL,Non_Wetland,Forest
508,Built-up,Forest,Non_Water,Non_Wetland,Grassland
509,Built-up,Forest,Non_Water,Non_Wetland,Wetland
510,Built-up,Forest,Non_Water,Non_Wetland,Bareland
511,Built-up,Forest,Non_Water,Non_Wetland,Water
512,Built-up,Forest,Water,Non_Wetland,Wetland
513,Built-up,Forest,Water,Non_Wetland,Built-up
514,Built-up,Forest,Water,Non_Wetland,Water
515,Water,NULL,NULL,Non_Wetland,Water
516,Water,NULL,Non_Water,Non_Wetland,Water
517,Water,NULL,Water,Non_Wetland,Water
518,Water,Shrubland,NULL,Non_Wetland,Grassland
519,Water,Shrubland,NULL,Non_Wetland,Wetland
520,Water,Shrubland,NULL,Non_Wetland,Water
521,Water,Shrubland,Non_Water,Non_Wetland,Wetland
522,Water,Shrubland,Water,Non_Wetland,Wetland
523,Water,Shrubland,Water,Non_Wetland,Water
524,Water,Grassland,NULL,Non_Wetland,Grassland
525,Water,Grassland,NULL,Non_Wetland,Wetland
526,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
527,Water,Grassland,NULL,Non_Wetland,Bareland
528,Water,Grassland,NULL,Non_Wetland,Water
529,Water,Grassland,NULL,Non_Wetland,Forest
530,Water,Grassland,Non_Water,Non_Wetland,Grassland
531,Water,Grassland,Non_Water,Non_Wetland,Wetland
532,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
533,Water,Grassland,Non_Water,Non_Wetland,Bareland
534,Water,Grassland,Non_Water,Non_Wetland,Water
535,Water,Grassland,Non_Water,Non_Wetland,Forest
536,Water,Grassland,Water,Non_Wetland,Grassland
537,Water,Grassland,Water,Non_Wetland,Wetland
538,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
539,Water,Grassland,Water,Non_Wetland,Bareland
540,Water,Grassland,Water,Non_Wetland,Water
541,Water,Wetland,NULL,NULL,Grassland
542,Water,Wetland,NULL,NULL,Wetland
543,Water,Wetland,NULL,NULL,Bareland
544,Water,Wetland,NULL,NULL,Water
545,Water,Wetland,NULL,Wetland,Grassland
546,Water,Wetland,NULL,Wetland,Wetland
547,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
548,Water,Wetland,NULL,Wetland,Bareland
549,Water,Wetland,NULL,Wetland,Water
550,Water,Wetland,NULL,Wetland,Forest
551,Water,Wetland,Non_Water,NULL,Wetland
552,Water,Wetland,Non_Water,NULL,Bareland
553,Water,Wetland,Non_Water,NULL,Water
554,Water,Wetland,Non_Water,Wetland,Grassland
555,Water,Wetland,Non_Water,Wetland,Wetland
556,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
557,Water,Wetland,Non_Water,Wetland,Bareland
558,Water,Wetland,Non_Water,Wetland,Water
559,Water,Wetland,Non_Water,Wetland,Forest
560,Water,Wetland,Water,NULL,Wetland
561,Water,Wetland,Water,NULL,Water
562,Water,Wetland,Water,Wetland,Grassland
563,Water,Wetland,Water,Wetland,Wetland
564,Water,Wetland,Water,Wetland,Lichens_and_Mosses
565,Water,Wetland,Water,Wetland,Bareland
566,Water,Wetland,Water,Wetland,Water
567,Water,Wetland,Water,Wetland,Forest
568,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
569,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
570,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
571,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
572,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
573,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
574,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
575,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
576,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
577,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
578,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
579,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
580,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
581,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
582,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
583,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
584,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
585,Water,Bareland,NULL,Non_Wetland,Grassland
586,Water,Bareland,NULL,Non_Wetland,Wetland
587,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
588,Water,Bareland,NULL,Non_Wetland,Bareland
589,Water,Bareland,NULL,Non_Wetland,Water
590,Water,Bareland,NULL,Non_Wetland,Forest
591,Water,Bareland,Non_Water,Non_Wetland,Grassland
592,Water,Bareland,Non_Water,Non_Wetland,Wetland
593,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
594,Water,Bareland,Non_Water,Non_Wetland,Bareland
595,Water,Bareland,Non_Water,Non_Wetland,Water
596,Water,Bareland,Non_Water,Non_Wetland,Forest
597,Water,Bareland,Water,Non_Wetland,Grassland
598,Water,Bareland,Water,Non_Wetland,Wetland
599,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
600,Water,Bareland,Water,Non_Wetland,Bareland
601,Water,Bareland,Water,Non_Wetland,Water
602,Water,Bareland,Water,Non_Wetland,Forest
603,Water,Built-up,NULL,Non_Wetland,Grassland
604,Water,Built-up,NULL,Non_Wetland,Wetland
605,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
606,Water,Built-up,NULL,Non_Wetland,Bareland
607,Water,Built-up,NULL,Non_Wetland,Water
608,Water,Built-up,NULL,Non_Wetland,Forest
609,Water,Built-up,Non_Water,Non_Wetland,Grassland
610,Water,Built-up,Non_Water,Non_Wetland,Wetland
611,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
612,Water,Built-up,Non_Water,Non_Wetland,Bareland
613,Water,Built-up,Non_Water,Non_Wetland,Water
614,Water,Built-up,Water,Non_Wetland,Grassland
615,Water,Built-up,Water,Non_Wetland,Wetland
616,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
617,Water,Built-up,Water,Non_Wetland,Bareland
618,Water,Built-up,Water,Non_Wetland,Built-up
619,Water,Built-up,Water,Non_Wetland,Water
620,Water,Water,NULL,NULL,Wetland
621,Water,Water,NULL,NULL,Lichens_and_Mosses
622,Water,Water,NULL,NULL,Bareland
623,Water,Water,NULL,NULL,Water
624,Water,Water,NULL,Water,Grassland
625,Water,Water,NULL,Water,Wetland
626,Water,Water,NULL,Water,Lichens_and_Mosses
627,Water,Water,NULL,Water,Bareland
628,Water,Water,NULL,Water,Water
629,Water,Water,NULL,Water,Forest
630,Water,Water,Non_Water,NULL,Grassland
631,Water,Water,Non_Water,NULL,Wetland
632,Water,Water,Non_Water,NULL,Bareland
633,Water,Water,Non_Water,NULL,Water
634,Water,Water,Non_Water,Water,Grassland
635,Water,Water,Non_Water,Water,Wetland
636,Water,Water,Non_Water,Water,Lichens_and_Mosses
637,Water,Water,Non_Water,Water,Bareland
638,Water,Water,Non_Water,Water,Water
639,Water,Water,Non_Water,Water,Forest
640,Water,Water,Water,NULL,Grassland
641,Water,Water,Water,NULL,Wetland
642,Water,Water,Water,NULL,Bareland
643,Water,Water,Water,NULL,Water
644,Water,Water,Water,Water,Grassland
645,Water,Water,Water,Water,Wetland
646,Water,Water,Water,Water,Lichens_and_Mosses
647,Water,Water,Water,Water,Bareland
648,Water,Water,Water,Water,Water
649,Water,Water,Water,Water,Forest
650,Water,Forest,NULL,Non_Wetland,Grassland
651,Water,Forest,NULL,Non_Wetland,Wetland
652,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
653,Water,Forest,NULL,Non_Wetland,Bareland
654,Water,Forest,NULL,Non_Wetland,Water
655,Water,Forest,NULL,Non_Wetland,Forest
656,Water,Forest,Non_Water,Non_Wetland,Grassland
657,Water,Forest,Non_Water,Non_Wetland,Wetland
658,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
659,Water,Forest,Non_Water,Non_Wetland,Bareland
660,Water,Forest,Non_Water,Non_Wetland,Water
661,Water,Forest,Non_Water,Non_Wetland,Forest
662,Water,Forest,Water,Non_Wetland,Grassland
663,Water,Forest,Water,Non_Wetland,Wetland
664,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
665,Water,Forest,Water,Non_Wetland,Bareland
666,Water,Forest,Water,Non_Wetland,Water
667,Water,Forest,Water,Non_Wetland,Forest
668,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
669,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
670,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
671,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
672,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
673,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
674,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
675,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
676,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
677,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
678,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
679,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
682,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
683,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
684,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
685,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
686,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
687,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
688,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
689,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
690,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
691,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
692,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
693,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
694,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
695,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
696,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
697,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
698,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
699,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
700,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
702,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
703,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
704,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
705,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
706,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
707,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
708,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
709,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
710,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
711,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
712,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
713,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
714,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
715,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
716,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
717,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
718,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Built-up
719,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
720,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
721,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
722,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
723,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
724,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
725,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
726,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
727,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
728,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
729,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
730,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
731,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
732,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
733,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
734,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
735,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
736,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
737,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
738,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
739,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
740,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
741,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
742,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
743,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
744,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
745,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
746,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
747,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
748,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
749,Permanent_ice_and_snow,Water,NULL,Water,Grassland
750,Permanent_ice_and_snow,Water,NULL,Water,Wetland
751,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
752,Permanent_ice_and_snow,Water,NULL,Water,Bareland
753,Permanent_ice_and_snow,Water,NULL,Water,Water
754,Permanent_ice_and_snow,Water,NULL,Water,Forest
755,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
756,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
757,Permanent_ice_and_snow,Water,Non_Water,Water,Water
758,Permanent_ice_and_snow,Water,Water,NULL,Grassland
759,Permanent_ice_and_snow,Water,Water,Water,Grassland
760,Permanent_ice_and_snow,Water,Water,Water,Wetland
761,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
762,Permanent_ice_and_snow,Water,Water,Water,Bareland
763,Permanent_ice_and_snow,Water,Water,Water,Water
764,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
765,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
766,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
767,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
768,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
769,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
770,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
771,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
772,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
773,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
774,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
775,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
776,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
777,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
778,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
779,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
780,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
781,Forest,Shrubland,NULL,Non_Wetland,Grassland
782,Forest,Shrubland,NULL,Non_Wetland,Wetland
783,Forest,Shrubland,NULL,Non_Wetland,Forest
784,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
785,Forest,Grassland,NULL,Non_Wetland,Grassland
786,Forest,Grassland,NULL,Non_Wetland,Wetland
787,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
788,Forest,Grassland,NULL,Non_Wetland,Water
789,Forest,Grassland,NULL,Non_Wetland,Forest
790,Forest,Grassland,Non_Water,Non_Wetland,Grassland
791,Forest,Grassland,Non_Water,Non_Wetland,Wetland
792,Forest,Grassland,Non_Water,Non_Wetland,Bareland
793,Forest,Grassland,Non_Water,Non_Wetland,Forest
794,Forest,Grassland,Water,Non_Wetland,Grassland
795,Forest,Grassland,Water,Non_Wetland,Wetland
796,Forest,Wetland,NULL,Wetland,Grassland
797,Forest,Wetland,NULL,Wetland,Wetland
798,Forest,Wetland,NULL,Wetland,Bareland
799,Forest,Wetland,NULL,Wetland,Water
800,Forest,Wetland,NULL,Wetland,Forest
801,Forest,Wetland,Non_Water,Wetland,Grassland
802,Forest,Wetland,Non_Water,Wetland,Wetland
803,Forest,Wetland,Non_Water,Wetland,Water
804,Forest,Wetland,Non_Water,Wetland,Forest
805,Forest,Wetland,Water,Wetland,Grassland
806,Forest,Wetland,Water,Wetland,Wetland
807,Forest,Wetland,Water,Wetland,Water
808,Forest,Wetland,Water,Wetland,Forest
809,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
810,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
811,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
812,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
813,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
814,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
815,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
816,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
817,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
818,Forest,Bareland,NULL,Non_Wetland,Grassland
819,Forest,Bareland,NULL,Non_Wetland,Wetland
820,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
821,Forest,Bareland,NULL,Non_Wetland,Bareland
822,Forest,Bareland,NULL,Non_Wetland,Water
823,Forest,Bareland,NULL,Non_Wetland,Forest
824,Forest,Bareland,Non_Water,Non_Wetland,Grassland
825,Forest,Bareland,Non_Water,Non_Wetland,Wetland
826,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
827,Forest,Bareland,Non_Water,Non_Wetland,Forest
828,Forest,Bareland,Water,Non_Wetland,Grassland
829,Forest,Bareland,Water,Non_Wetland,Wetland
830,Forest,Bareland,Water,Non_Wetland,Water
831,Forest,Built-up,NULL,Non_Wetland,Grassland
832,Forest,Built-up,NULL,Non_Wetland,Wetland
833,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
834,Forest,Built-up,Non_Water,Non_Wetland,Wetland
835,Forest,Water,NULL,Water,Grassland
836,Forest,Water,NULL,Water,Wetland
837,Forest,Water,NULL,Water,Forest
838,Forest,Water,Non_Water,Water,Water
839,Forest,Water,Water,Water,Water
840,Forest,Forest,NULL,Non_Wetland,Grassland
841,Forest,Forest,NULL,Non_Wetland,Wetland
842,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
843,Forest,Forest,NULL,Non_Wetland,Bareland
844,Forest,Forest,NULL,Non_Wetland,Water
845,Forest,Forest,NULL,Non_Wetland,Forest
846,Forest,Forest,Non_Water,Non_Wetland,Grassland
847,Forest,Forest,Non_Water,Non_Wetland,Wetland
848,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
849,Forest,Forest,Non_Water,Non_Wetland,Water
850,Forest,Forest,Non_Water,Non_Wetland,Forest
851,Forest,Forest,Water,Non_Wetland,Grassland
852,Forest,Forest,Water,Non_Wetland,Wetland
853,Forest,Forest,Water,Non_Wetland,Water
854,Forest,Forest,Water,Non_Wetland,Forest
