Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFU_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFU_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,SIBERIA_2024_WorldCover_2021_43WFU_M_R
472,Water,Wetland,Non_Water,Wetland,Water
473,Water,Wetland,Water,NULL,Wetland
474,Water,Wetland,Water,NULL,Lichens_and_Mosses
475,Water,Wetland,Water,NULL,Bareland
476,Water,Wetland,Water,NULL,Water
477,Water,Wetland,Water,Wetland,Grassland
478,Water,Wetland,Water,Wetland,Wetland
479,Water,Wetland,Water,Wetland,Lichens_and_Mosses
480,Water,Wetland,Water,Wetland,Bareland
481,Water,Wetland,Water,Wetland,Water
482,Water,Wetland,Water,Wetland,Forest
483,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
484,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
485,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
486,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
487,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
488,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
489,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
490,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
491,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
492,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
493,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
494,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
495,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
496,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
497,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
498,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
499,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
500,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
501,Water,Bareland,NULL,Non_Wetland,Grassland
502,Water,Bareland,NULL,Non_Wetland,Wetland
503,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
504,Water,Bareland,NULL,Non_Wetland,Bareland
505,Water,Bareland,NULL,Non_Wetland,Water
506,Water,Bareland,NULL,Non_Wetland,Forest
507,Water,Bareland,Non_Water,Non_Wetland,Grassland
508,Water,Bareland,Non_Water,Non_Wetland,Wetland
509,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
510,Water,Bareland,Non_Water,Non_Wetland,Bareland
511,Water,Bareland,Non_Water,Non_Wetland,Water
512,Water,Bareland,Non_Water,Non_Wetland,Forest
513,Water,Bareland,Water,Non_Wetland,Grassland
514,Water,Bareland,Water,Non_Wetland,Wetland
515,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
516,Water,Bareland,Water,Non_Wetland,Bareland
517,Water,Bareland,Water,Non_Wetland,Water
518,Water,Bareland,Water,Non_Wetland,Forest
519,Water,Built-up,NULL,Non_Wetland,Grassland
520,Water,Built-up,NULL,Non_Wetland,Wetland
521,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
522,Water,Built-up,NULL,Non_Wetland,Bareland
523,Water,Built-up,NULL,Non_Wetland,Water
524,Water,Built-up,Non_Water,Non_Wetland,Wetland
525,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
526,Water,Built-up,Non_Water,Non_Wetland,Bareland
527,Water,Built-up,Non_Water,Non_Wetland,Water
528,Water,Built-up,Water,Non_Wetland,Grassland
529,Water,Built-up,Water,Non_Wetland,Wetland
530,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
531,Water,Built-up,Water,Non_Wetland,Bareland
532,Water,Built-up,Water,Non_Wetland,Water
533,Water,Water,NULL,NULL,Wetland
534,Water,Water,NULL,NULL,Water
535,Water,Water,NULL,Water,Grassland
536,Water,Water,NULL,Water,Wetland
537,Water,Water,NULL,Water,Lichens_and_Mosses
538,Water,Water,NULL,Water,Bareland
539,Water,Water,NULL,Water,Water
540,Water,Water,NULL,Water,Forest
541,Water,Water,Non_Water,NULL,Water
542,Water,Water,Non_Water,Water,Grassland
543,Water,Water,Non_Water,Water,Wetland
544,Water,Water,Non_Water,Water,Lichens_and_Mosses
545,Water,Water,Non_Water,Water,Water
546,Water,Water,Water,NULL,Wetland
547,Water,Water,Water,NULL,Water
548,Water,Water,Water,Water,Grassland
549,Water,Water,Water,Water,Wetland
550,Water,Water,Water,Water,Lichens_and_Mosses
551,Water,Water,Water,Water,Bareland
552,Water,Water,Water,Water,Water
553,Water,Water,Water,Water,Forest
554,Water,Forest,NULL,Non_Wetland,Grassland
555,Water,Forest,NULL,Non_Wetland,Wetland
556,Water,Forest,NULL,Non_Wetland,Water
557,Water,Forest,Non_Water,Non_Wetland,Wetland
558,Water,Forest,Non_Water,Non_Wetland,Water
559,Water,Forest,Water,Non_Wetland,Grassland
560,Water,Forest,Water,Non_Wetland,Wetland
561,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
562,Water,Forest,Water,Non_Wetland,Water
563,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
564,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
565,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
566,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
567,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
568,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
569,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
570,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
571,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
572,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
573,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
574,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
575,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
576,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
577,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
578,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
579,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
580,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
581,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
582,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
583,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
584,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
585,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
586,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
587,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
588,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
589,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
590,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
591,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
592,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
593,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
594,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
595,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
596,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
597,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
598,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
599,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
600,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
601,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
602,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
603,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
604,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
605,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
606,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
607,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
608,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
609,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
610,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
611,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
612,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
613,Permanent_ice_and_snow,Wetland,Water,NULL,Water
614,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
615,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
616,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
617,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
618,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
619,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
620,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
621,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
622,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
623,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
624,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
625,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
626,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
627,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
628,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
629,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
630,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
631,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
632,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
633,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
634,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
635,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
636,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
637,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
638,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
639,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
640,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
641,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
642,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
643,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
644,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
645,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
646,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
647,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
648,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
649,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
650,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
651,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
652,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
653,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
654,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
655,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
656,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
657,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
658,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
659,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
660,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
661,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
662,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
663,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
664,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
665,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
666,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
667,Permanent_ice_and_snow,Water,NULL,Water,Grassland
668,Permanent_ice_and_snow,Water,NULL,Water,Wetland
669,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
670,Permanent_ice_and_snow,Water,NULL,Water,Bareland
671,Permanent_ice_and_snow,Water,NULL,Water,Water
672,Permanent_ice_and_snow,Water,NULL,Water,Forest
673,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
674,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
675,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
676,Permanent_ice_and_snow,Water,Non_Water,Water,Water
677,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
678,Permanent_ice_and_snow,Water,Water,NULL,Wetland
679,Permanent_ice_and_snow,Water,Water,Water,Grassland
680,Permanent_ice_and_snow,Water,Water,Water,Wetland
681,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
682,Permanent_ice_and_snow,Water,Water,Water,Bareland
683,Permanent_ice_and_snow,Water,Water,Water,Water
684,Permanent_ice_and_snow,Water,Water,Water,Forest
685,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
686,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
687,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
688,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
689,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
690,Forest,NULL,Non_Water,Non_Wetland,Wetland
691,Forest,NULL,Water,Non_Wetland,Wetland
692,Forest,Shrubland,NULL,Non_Wetland,Grassland
693,Forest,Shrubland,NULL,Non_Wetland,Wetland
694,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
695,Forest,Shrubland,NULL,Non_Wetland,Bareland
696,Forest,Shrubland,NULL,Non_Wetland,Water
697,Forest,Shrubland,NULL,Non_Wetland,Forest
698,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
699,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
700,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
701,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
702,Forest,Shrubland,Non_Water,Non_Wetland,Water
703,Forest,Shrubland,Non_Water,Non_Wetland,Forest
704,Forest,Shrubland,Water,Non_Wetland,Grassland
705,Forest,Shrubland,Water,Non_Wetland,Wetland
706,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
707,Forest,Shrubland,Water,Non_Wetland,Bareland
708,Forest,Shrubland,Water,Non_Wetland,Water
709,Forest,Shrubland,Water,Non_Wetland,Forest
710,Forest,Grassland,NULL,Non_Wetland,Grassland
711,Forest,Grassland,NULL,Non_Wetland,Wetland
712,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
713,Forest,Grassland,NULL,Non_Wetland,Water
714,Forest,Grassland,NULL,Non_Wetland,Forest
715,Forest,Grassland,Non_Water,Non_Wetland,Grassland
716,Forest,Grassland,Non_Water,Non_Wetland,Wetland
717,Forest,Grassland,Water,Non_Wetland,Grassland
718,Forest,Grassland,Water,Non_Wetland,Wetland
719,Forest,Grassland,Water,Non_Wetland,Forest
720,Forest,Wetland,NULL,Wetland,Grassland
721,Forest,Wetland,NULL,Wetland,Wetland
722,Forest,Wetland,NULL,Wetland,Bareland
723,Forest,Wetland,NULL,Wetland,Water
724,Forest,Wetland,NULL,Wetland,Forest
725,Forest,Wetland,Non_Water,Wetland,Wetland
726,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
727,Forest,Wetland,Non_Water,Wetland,Bareland
728,Forest,Wetland,Non_Water,Wetland,Water
729,Forest,Wetland,Water,Wetland,Grassland
730,Forest,Wetland,Water,Wetland,Wetland
731,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
732,Forest,Wetland,Water,Wetland,Bareland
733,Forest,Wetland,Water,Wetland,Water
734,Forest,Wetland,Water,Wetland,Forest
735,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
736,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
737,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
738,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
739,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
740,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
741,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
742,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
743,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
744,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
745,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
746,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
747,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
748,Forest,Bareland,NULL,Non_Wetland,Grassland
749,Forest,Bareland,NULL,Non_Wetland,Wetland
750,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
751,Forest,Bareland,NULL,Non_Wetland,Bareland
752,Forest,Bareland,NULL,Non_Wetland,Water
753,Forest,Bareland,NULL,Non_Wetland,Forest
754,Forest,Bareland,Non_Water,Non_Wetland,Grassland
755,Forest,Bareland,Non_Water,Non_Wetland,Wetland
756,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
757,Forest,Bareland,Non_Water,Non_Wetland,Water
758,Forest,Bareland,Non_Water,Non_Wetland,Forest
759,Forest,Bareland,Water,Non_Wetland,Grassland
760,Forest,Bareland,Water,Non_Wetland,Wetland
761,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
762,Forest,Bareland,Water,Non_Wetland,Bareland
763,Forest,Bareland,Water,Non_Wetland,Water
764,Forest,Bareland,Water,Non_Wetland,Forest
765,Forest,Built-up,NULL,Non_Wetland,Grassland
766,Forest,Built-up,NULL,Non_Wetland,Wetland
767,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
768,Forest,Built-up,Non_Water,Non_Wetland,Wetland
769,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
770,Forest,Built-up,Non_Water,Non_Wetland,Bareland
771,Forest,Built-up,Water,Non_Wetland,Grassland
772,Forest,Built-up,Water,Non_Wetland,Wetland
773,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
774,Forest,Built-up,Water,Non_Wetland,Forest
775,Forest,Water,NULL,Water,Wetland
776,Forest,Water,NULL,Water,Water
777,Forest,Water,Non_Water,Water,Wetland
778,Forest,Water,Non_Water,Water,Water
779,Forest,Water,Water,Water,Grassland
780,Forest,Water,Water,Water,Wetland
781,Forest,Water,Water,Water,Water
782,Forest,Forest,NULL,Non_Wetland,Grassland
783,Forest,Forest,NULL,Non_Wetland,Wetland
784,Forest,Forest,NULL,Non_Wetland,Forest
785,Forest,Forest,Water,Non_Wetland,Grassland
786,Forest,Forest,Water,Non_Wetland,Wetland
787,Forest,Forest,Water,Non_Wetland,Forest
