Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VEK_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VEK_M_R,SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,SIBERIA_2024_WorldCover_2021_43VEK_M_R
480,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
481,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
482,Built-up,Bareland,NULL,Non_Wetland,NULL
483,Built-up,Bareland,NULL,Non_Wetland,Grassland
484,Built-up,Bareland,NULL,Non_Wetland,Cropland
485,Built-up,Bareland,NULL,Non_Wetland,Wetland
486,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
487,Built-up,Bareland,NULL,Non_Wetland,Bareland
488,Built-up,Bareland,NULL,Non_Wetland,Built-up
489,Built-up,Bareland,NULL,Non_Wetland,Water
490,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
491,Built-up,Bareland,NULL,Non_Wetland,Forest
492,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
493,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
494,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
495,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
496,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
497,Built-up,Bareland,Non_Water,Non_Wetland,Water
498,Built-up,Bareland,Non_Water,Non_Wetland,Forest
499,Built-up,Bareland,Water,Non_Wetland,Grassland
500,Built-up,Bareland,Water,Non_Wetland,Wetland
501,Built-up,Bareland,Water,Non_Wetland,Bareland
502,Built-up,Bareland,Water,Non_Wetland,Built-up
503,Built-up,Bareland,Water,Non_Wetland,Water
504,Built-up,Bareland,Water,Non_Wetland,Forest
505,Built-up,Built-up,NULL,Non_Wetland,Grassland
506,Built-up,Built-up,NULL,Non_Wetland,Wetland
507,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
508,Built-up,Built-up,NULL,Non_Wetland,Bareland
509,Built-up,Built-up,NULL,Non_Wetland,Built-up
510,Built-up,Built-up,NULL,Non_Wetland,Water
511,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
512,Built-up,Built-up,NULL,Non_Wetland,Forest
513,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
514,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
515,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
516,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
517,Built-up,Built-up,Non_Water,Non_Wetland,Water
518,Built-up,Built-up,Non_Water,Non_Wetland,Forest
519,Built-up,Built-up,Water,Non_Wetland,Bareland
520,Built-up,Built-up,Water,Non_Wetland,Built-up
521,Built-up,Built-up,Water,Non_Wetland,Water
522,Built-up,Built-up,Water,Non_Wetland,Forest
523,Built-up,Water,NULL,Water,Grassland
524,Built-up,Water,NULL,Water,Wetland
525,Built-up,Water,NULL,Water,Bareland
526,Built-up,Water,NULL,Water,Built-up
527,Built-up,Water,NULL,Water,Water
528,Built-up,Water,NULL,Water,Forest
529,Built-up,Water,Non_Water,Water,Wetland
530,Built-up,Water,Non_Water,Water,Water
531,Built-up,Water,Non_Water,Water,Forest
532,Built-up,Water,Water,Water,Wetland
533,Built-up,Water,Water,Water,Water
534,Built-up,Water,Water,Water,Forest
535,Built-up,Forest,NULL,Non_Wetland,NULL
536,Built-up,Forest,NULL,Non_Wetland,Grassland
537,Built-up,Forest,NULL,Non_Wetland,Wetland
538,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
539,Built-up,Forest,NULL,Non_Wetland,Bareland
540,Built-up,Forest,NULL,Non_Wetland,Built-up
541,Built-up,Forest,NULL,Non_Wetland,Forest
542,Built-up,Forest,Non_Water,Non_Wetland,Wetland
543,Built-up,Forest,Non_Water,Non_Wetland,Forest
544,Built-up,Forest,Water,Non_Wetland,Grassland
545,Built-up,Forest,Water,Non_Wetland,Wetland
546,Built-up,Forest,Water,Non_Wetland,Water
547,Built-up,Forest,Water,Non_Wetland,Forest
548,Water,NULL,NULL,Non_Wetland,Wetland
549,Water,NULL,NULL,Non_Wetland,Water
550,Water,NULL,NULL,Non_Wetland,Forest
551,Water,NULL,Non_Water,Non_Wetland,Water
552,Water,NULL,Water,Non_Wetland,Water
553,Water,NULL,Water,Non_Wetland,Forest
554,Water,Shrubland,NULL,Non_Wetland,Wetland
555,Water,Shrubland,NULL,Non_Wetland,Bareland
556,Water,Shrubland,NULL,Non_Wetland,Water
557,Water,Shrubland,NULL,Non_Wetland,Forest
558,Water,Shrubland,Non_Water,Non_Wetland,Water
559,Water,Shrubland,Water,Non_Wetland,Grassland
560,Water,Shrubland,Water,Non_Wetland,Wetland
561,Water,Shrubland,Water,Non_Wetland,Water
562,Water,Shrubland,Water,Non_Wetland,Forest
563,Water,Grassland,NULL,Non_Wetland,Forest
564,Water,Grassland,Non_Water,Non_Wetland,Grassland
565,Water,Grassland,Non_Water,Non_Wetland,Wetland
566,Water,Grassland,Water,Non_Wetland,Wetland
567,Water,Wetland,NULL,Wetland,NULL
568,Water,Wetland,NULL,Wetland,Grassland
569,Water,Wetland,NULL,Wetland,Wetland
570,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
571,Water,Wetland,NULL,Wetland,Bareland
572,Water,Wetland,NULL,Wetland,Water
573,Water,Wetland,NULL,Wetland,Forest
574,Water,Wetland,Non_Water,Wetland,Grassland
575,Water,Wetland,Non_Water,Wetland,Wetland
576,Water,Wetland,Non_Water,Wetland,Bareland
577,Water,Wetland,Non_Water,Wetland,Water
578,Water,Wetland,Non_Water,Wetland,Forest
579,Water,Wetland,Water,Wetland,Grassland
580,Water,Wetland,Water,Wetland,Wetland
581,Water,Wetland,Water,Wetland,Lichens_and_Mosses
582,Water,Wetland,Water,Wetland,Bareland
583,Water,Wetland,Water,Wetland,Water
584,Water,Wetland,Water,Wetland,Forest
585,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
586,Water,Bareland,NULL,Non_Wetland,NULL
587,Water,Bareland,NULL,Non_Wetland,Grassland
588,Water,Bareland,NULL,Non_Wetland,Wetland
589,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
590,Water,Bareland,NULL,Non_Wetland,Bareland
591,Water,Bareland,NULL,Non_Wetland,Built-up
592,Water,Bareland,NULL,Non_Wetland,Water
593,Water,Bareland,NULL,Non_Wetland,Forest
594,Water,Bareland,Non_Water,Non_Wetland,Grassland
595,Water,Bareland,Non_Water,Non_Wetland,Wetland
596,Water,Bareland,Non_Water,Non_Wetland,Bareland
597,Water,Bareland,Non_Water,Non_Wetland,Water
598,Water,Bareland,Non_Water,Non_Wetland,Forest
599,Water,Bareland,Water,Non_Wetland,Grassland
600,Water,Bareland,Water,Non_Wetland,Wetland
601,Water,Bareland,Water,Non_Wetland,Bareland
602,Water,Bareland,Water,Non_Wetland,Water
603,Water,Bareland,Water,Non_Wetland,Forest
604,Water,Built-up,NULL,Non_Wetland,Grassland
605,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
606,Water,Built-up,NULL,Non_Wetland,Bareland
607,Water,Built-up,NULL,Non_Wetland,Built-up
608,Water,Built-up,NULL,Non_Wetland,Water
609,Water,Built-up,NULL,Non_Wetland,Forest
610,Water,Built-up,Non_Water,Non_Wetland,Water
611,Water,Built-up,Water,Non_Wetland,Grassland
612,Water,Built-up,Water,Non_Wetland,Bareland
613,Water,Built-up,Water,Non_Wetland,Water
614,Water,Built-up,Water,Non_Wetland,Forest
615,Water,Water,NULL,Water,NULL
616,Water,Water,NULL,Water,Grassland
617,Water,Water,NULL,Water,Wetland
618,Water,Water,NULL,Water,Bareland
619,Water,Water,NULL,Water,Water
620,Water,Water,NULL,Water,Forest
621,Water,Water,Non_Water,Water,Grassland
622,Water,Water,Non_Water,Water,Wetland
623,Water,Water,Non_Water,Water,Bareland
624,Water,Water,Non_Water,Water,Water
625,Water,Water,Non_Water,Water,Forest
626,Water,Water,Water,Water,NULL
627,Water,Water,Water,Water,Grassland
628,Water,Water,Water,Water,Wetland
629,Water,Water,Water,Water,Bareland
630,Water,Water,Water,Water,Water
631,Water,Water,Water,Water,Forest
632,Water,Forest,NULL,Non_Wetland,NULL
633,Water,Forest,NULL,Non_Wetland,Grassland
634,Water,Forest,NULL,Non_Wetland,Wetland
635,Water,Forest,NULL,Non_Wetland,Bareland
636,Water,Forest,NULL,Non_Wetland,Water
637,Water,Forest,NULL,Non_Wetland,Forest
638,Water,Forest,Non_Water,Non_Wetland,Grassland
639,Water,Forest,Non_Water,Non_Wetland,Wetland
640,Water,Forest,Non_Water,Non_Wetland,Water
641,Water,Forest,Non_Water,Non_Wetland,Forest
642,Water,Forest,Water,Non_Wetland,Grassland
643,Water,Forest,Water,Non_Wetland,Wetland
644,Water,Forest,Water,Non_Wetland,Water
645,Water,Forest,Water,Non_Wetland,Forest
646,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
647,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
648,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
649,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
650,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
651,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
652,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
653,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
654,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
655,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
656,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
657,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
658,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
659,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
660,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
661,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
662,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
663,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
664,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
665,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
666,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
667,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
668,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
669,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
670,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
671,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
672,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
673,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
674,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
675,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
676,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
677,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
678,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
679,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
680,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
681,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
682,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
683,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
684,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
685,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
686,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
687,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
688,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
689,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
690,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
691,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
692,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
693,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
694,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
695,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
696,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
697,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
698,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
699,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
700,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
701,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
702,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
703,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
704,Permanent_ice_and_snow,Water,NULL,Water,Grassland
705,Permanent_ice_and_snow,Water,NULL,Water,Wetland
706,Permanent_ice_and_snow,Water,NULL,Water,Bareland
707,Permanent_ice_and_snow,Water,NULL,Water,Water
708,Permanent_ice_and_snow,Water,NULL,Water,Forest
709,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
710,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
711,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
712,Permanent_ice_and_snow,Water,Water,Water,Grassland
713,Permanent_ice_and_snow,Water,Water,Water,Wetland
714,Permanent_ice_and_snow,Water,Water,Water,Bareland
715,Permanent_ice_and_snow,Water,Water,Water,Water
716,Permanent_ice_and_snow,Water,Water,Water,Forest
717,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
718,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
719,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
720,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
721,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
722,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
723,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
724,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
725,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
726,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
727,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
728,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
729,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
730,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
731,Forest,NULL,NULL,Non_Wetland,NULL
732,Forest,NULL,NULL,Non_Wetland,Grassland
733,Forest,NULL,NULL,Non_Wetland,Wetland
734,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
735,Forest,NULL,NULL,Non_Wetland,Built-up
736,Forest,NULL,NULL,Non_Wetland,Water
737,Forest,NULL,NULL,Non_Wetland,Forest
738,Forest,NULL,Non_Water,Non_Wetland,Grassland
739,Forest,NULL,Non_Water,Non_Wetland,Forest
740,Forest,NULL,Water,Non_Wetland,Forest
741,Forest,Shrubland,NULL,Non_Wetland,NULL
742,Forest,Shrubland,NULL,Non_Wetland,Grassland
743,Forest,Shrubland,NULL,Non_Wetland,Wetland
744,Forest,Shrubland,NULL,Non_Wetland,Bareland
745,Forest,Shrubland,NULL,Non_Wetland,Built-up
746,Forest,Shrubland,NULL,Non_Wetland,Forest
747,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
748,Forest,Shrubland,Non_Water,Non_Wetland,Forest
749,Forest,Shrubland,Water,Non_Wetland,Forest
750,Forest,Grassland,NULL,Non_Wetland,NULL
751,Forest,Grassland,NULL,Non_Wetland,Grassland
752,Forest,Grassland,NULL,Non_Wetland,Wetland
753,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
754,Forest,Grassland,NULL,Non_Wetland,Bareland
755,Forest,Grassland,NULL,Non_Wetland,Built-up
756,Forest,Grassland,NULL,Non_Wetland,Forest
757,Forest,Grassland,Non_Water,Non_Wetland,Forest
758,Forest,Grassland,Water,Non_Wetland,Forest
759,Forest,Cropland,NULL,Non_Wetland,Forest
760,Forest,Wetland,NULL,Wetland,NULL
761,Forest,Wetland,NULL,Wetland,Grassland
762,Forest,Wetland,NULL,Wetland,Wetland
763,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
764,Forest,Wetland,NULL,Wetland,Bareland
765,Forest,Wetland,NULL,Wetland,Built-up
766,Forest,Wetland,NULL,Wetland,Water
767,Forest,Wetland,NULL,Wetland,Forest
768,Forest,Wetland,Non_Water,Wetland,Grassland
769,Forest,Wetland,Non_Water,Wetland,Wetland
770,Forest,Wetland,Non_Water,Wetland,Built-up
771,Forest,Wetland,Non_Water,Wetland,Water
772,Forest,Wetland,Non_Water,Wetland,Forest
773,Forest,Wetland,Water,Wetland,Grassland
774,Forest,Wetland,Water,Wetland,Wetland
775,Forest,Wetland,Water,Wetland,Water
776,Forest,Wetland,Water,Wetland,Forest
777,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
778,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
779,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
780,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
781,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
782,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
783,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
784,Forest,Bareland,NULL,Non_Wetland,NULL
785,Forest,Bareland,NULL,Non_Wetland,Grassland
786,Forest,Bareland,NULL,Non_Wetland,Wetland
787,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
788,Forest,Bareland,NULL,Non_Wetland,Bareland
789,Forest,Bareland,NULL,Non_Wetland,Built-up
790,Forest,Bareland,NULL,Non_Wetland,Water
791,Forest,Bareland,NULL,Non_Wetland,Forest
792,Forest,Bareland,Non_Water,Non_Wetland,Grassland
793,Forest,Bareland,Non_Water,Non_Wetland,Wetland
794,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
795,Forest,Bareland,Non_Water,Non_Wetland,Bareland
796,Forest,Bareland,Non_Water,Non_Wetland,Built-up
797,Forest,Bareland,Non_Water,Non_Wetland,Water
798,Forest,Bareland,Non_Water,Non_Wetland,Forest
799,Forest,Bareland,Water,Non_Wetland,Grassland
800,Forest,Bareland,Water,Non_Wetland,Wetland
801,Forest,Bareland,Water,Non_Wetland,Bareland
802,Forest,Bareland,Water,Non_Wetland,Water
803,Forest,Bareland,Water,Non_Wetland,Forest
804,Forest,Built-up,NULL,Non_Wetland,NULL
805,Forest,Built-up,NULL,Non_Wetland,Grassland
806,Forest,Built-up,NULL,Non_Wetland,Wetland
807,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
808,Forest,Built-up,NULL,Non_Wetland,Bareland
809,Forest,Built-up,NULL,Non_Wetland,Built-up
810,Forest,Built-up,NULL,Non_Wetland,Water
811,Forest,Built-up,NULL,Non_Wetland,Forest
812,Forest,Built-up,Non_Water,Non_Wetland,Forest
813,Forest,Built-up,Water,Non_Wetland,Forest
814,Forest,Water,NULL,Water,Grassland
815,Forest,Water,NULL,Water,Wetland
816,Forest,Water,NULL,Water,Water
817,Forest,Water,NULL,Water,Forest
818,Forest,Water,Non_Water,Water,Wetland
819,Forest,Water,Non_Water,Water,Water
820,Forest,Water,Non_Water,Water,Forest
821,Forest,Water,Water,Water,Grassland
822,Forest,Water,Water,Water,Wetland
823,Forest,Water,Water,Water,Water
824,Forest,Water,Water,Water,Forest
825,Forest,Forest,NULL,Non_Wetland,NULL
826,Forest,Forest,NULL,Non_Wetland,Grassland
827,Forest,Forest,NULL,Non_Wetland,Wetland
828,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
829,Forest,Forest,NULL,Non_Wetland,Bareland
830,Forest,Forest,NULL,Non_Wetland,Built-up
831,Forest,Forest,NULL,Non_Wetland,Water
832,Forest,Forest,NULL,Non_Wetland,Forest
833,Forest,Forest,Non_Water,Non_Wetland,Grassland
834,Forest,Forest,Non_Water,Non_Wetland,Wetland
835,Forest,Forest,Non_Water,Non_Wetland,Built-up
836,Forest,Forest,Non_Water,Non_Wetland,Water
837,Forest,Forest,Non_Water,Non_Wetland,Forest
838,Forest,Forest,Water,Non_Wetland,Grassland
839,Forest,Forest,Water,Non_Wetland,Wetland
840,Forest,Forest,Water,Non_Wetland,Water
841,Forest,Forest,Water,Non_Wetland,Forest
