Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNV_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNV_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,SIBERIA_2024_WorldCover_2021_44WNV_M_R
467,Built-up,Bareland,NULL,Non_Wetland,Built-up
468,Built-up,Bareland,NULL,Non_Wetland,Water
469,Built-up,Bareland,NULL,Non_Wetland,Forest
470,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
471,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
472,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
473,Built-up,Bareland,Non_Water,Non_Wetland,Water
474,Built-up,Bareland,Water,Non_Wetland,Wetland
475,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
476,Built-up,Bareland,Water,Non_Wetland,Bareland
477,Built-up,Bareland,Water,Non_Wetland,Water
478,Built-up,Built-up,NULL,Non_Wetland,Grassland
479,Built-up,Built-up,NULL,Non_Wetland,Wetland
480,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
481,Built-up,Built-up,NULL,Non_Wetland,Bareland
482,Built-up,Built-up,NULL,Non_Wetland,Built-up
483,Built-up,Built-up,NULL,Non_Wetland,Water
484,Built-up,Built-up,NULL,Non_Wetland,Forest
485,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
486,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
487,Built-up,Built-up,Water,Non_Wetland,Wetland
488,Built-up,Built-up,Water,Non_Wetland,Bareland
489,Built-up,Built-up,Water,Non_Wetland,Water
490,Built-up,Water,NULL,Water,Lichens_and_Mosses
491,Built-up,Water,NULL,Water,Bareland
492,Built-up,Water,NULL,Water,Water
493,Built-up,Water,Water,Water,Bareland
494,Built-up,Forest,NULL,Non_Wetland,Grassland
495,Built-up,Forest,NULL,Non_Wetland,Wetland
496,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
497,Built-up,Forest,NULL,Non_Wetland,Bareland
498,Built-up,Forest,NULL,Non_Wetland,Forest
499,Built-up,Forest,Water,Non_Wetland,Wetland
500,Water,NULL,NULL,Non_Wetland,Grassland
501,Water,NULL,NULL,Non_Wetland,Wetland
502,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
503,Water,NULL,NULL,Non_Wetland,Bareland
504,Water,NULL,NULL,Non_Wetland,Water
505,Water,NULL,NULL,Non_Wetland,Forest
506,Water,NULL,Non_Water,Non_Wetland,Grassland
507,Water,NULL,Non_Water,Non_Wetland,Wetland
508,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
509,Water,NULL,Non_Water,Non_Wetland,Bareland
510,Water,NULL,Non_Water,Non_Wetland,Water
511,Water,NULL,Non_Water,Non_Wetland,Forest
512,Water,NULL,Water,Non_Wetland,Grassland
513,Water,NULL,Water,Non_Wetland,Wetland
514,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
515,Water,NULL,Water,Non_Wetland,Bareland
516,Water,NULL,Water,Non_Wetland,Water
517,Water,NULL,Water,Non_Wetland,Forest
518,Water,Shrubland,NULL,Non_Wetland,Grassland
519,Water,Shrubland,NULL,Non_Wetland,Wetland
520,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
521,Water,Shrubland,NULL,Non_Wetland,Bareland
522,Water,Shrubland,NULL,Non_Wetland,Water
523,Water,Shrubland,NULL,Non_Wetland,Forest
524,Water,Shrubland,Non_Water,Non_Wetland,Grassland
525,Water,Shrubland,Non_Water,Non_Wetland,Wetland
526,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
527,Water,Shrubland,Non_Water,Non_Wetland,Bareland
528,Water,Shrubland,Non_Water,Non_Wetland,Water
529,Water,Shrubland,Non_Water,Non_Wetland,Forest
530,Water,Shrubland,Water,Non_Wetland,Grassland
531,Water,Shrubland,Water,Non_Wetland,Wetland
532,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
533,Water,Shrubland,Water,Non_Wetland,Bareland
534,Water,Shrubland,Water,Non_Wetland,Water
535,Water,Shrubland,Water,Non_Wetland,Forest
536,Water,Grassland,NULL,Non_Wetland,Grassland
537,Water,Grassland,NULL,Non_Wetland,Wetland
538,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
539,Water,Grassland,NULL,Non_Wetland,Bareland
540,Water,Grassland,NULL,Non_Wetland,Water
541,Water,Grassland,NULL,Non_Wetland,Forest
542,Water,Grassland,Non_Water,Non_Wetland,Grassland
543,Water,Grassland,Non_Water,Non_Wetland,Wetland
544,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
545,Water,Grassland,Non_Water,Non_Wetland,Bareland
546,Water,Grassland,Non_Water,Non_Wetland,Water
547,Water,Grassland,Non_Water,Non_Wetland,Forest
548,Water,Grassland,Water,Non_Wetland,Grassland
549,Water,Grassland,Water,Non_Wetland,Wetland
550,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
551,Water,Grassland,Water,Non_Wetland,Bareland
552,Water,Grassland,Water,Non_Wetland,Water
553,Water,Grassland,Water,Non_Wetland,Forest
554,Water,Wetland,NULL,Wetland,Grassland
555,Water,Wetland,NULL,Wetland,Wetland
556,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
557,Water,Wetland,NULL,Wetland,Bareland
558,Water,Wetland,NULL,Wetland,Water
559,Water,Wetland,NULL,Wetland,Forest
560,Water,Wetland,Non_Water,Wetland,Grassland
561,Water,Wetland,Non_Water,Wetland,Wetland
562,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
563,Water,Wetland,Non_Water,Wetland,Bareland
564,Water,Wetland,Non_Water,Wetland,Water
565,Water,Wetland,Non_Water,Wetland,Forest
566,Water,Wetland,Water,Wetland,Grassland
567,Water,Wetland,Water,Wetland,Wetland
568,Water,Wetland,Water,Wetland,Lichens_and_Mosses
569,Water,Wetland,Water,Wetland,Bareland
570,Water,Wetland,Water,Wetland,Water
571,Water,Wetland,Water,Wetland,Forest
572,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
573,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
574,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
575,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
576,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
577,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
578,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
579,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
580,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
581,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
582,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
583,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
584,Water,Bareland,NULL,Non_Wetland,Grassland
585,Water,Bareland,NULL,Non_Wetland,Wetland
586,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
587,Water,Bareland,NULL,Non_Wetland,Bareland
588,Water,Bareland,NULL,Non_Wetland,Water
589,Water,Bareland,NULL,Non_Wetland,Forest
590,Water,Bareland,Non_Water,Non_Wetland,Grassland
591,Water,Bareland,Non_Water,Non_Wetland,Wetland
592,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
593,Water,Bareland,Non_Water,Non_Wetland,Bareland
594,Water,Bareland,Non_Water,Non_Wetland,Water
595,Water,Bareland,Non_Water,Non_Wetland,Forest
596,Water,Bareland,Water,Non_Wetland,Grassland
597,Water,Bareland,Water,Non_Wetland,Wetland
598,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
599,Water,Bareland,Water,Non_Wetland,Bareland
600,Water,Bareland,Water,Non_Wetland,Water
601,Water,Bareland,Water,Non_Wetland,Forest
602,Water,Built-up,NULL,Non_Wetland,Grassland
603,Water,Built-up,NULL,Non_Wetland,Wetland
604,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
605,Water,Built-up,NULL,Non_Wetland,Bareland
606,Water,Built-up,NULL,Non_Wetland,Water
607,Water,Built-up,NULL,Non_Wetland,Forest
608,Water,Built-up,Non_Water,Non_Wetland,Grassland
609,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
610,Water,Built-up,Non_Water,Non_Wetland,Bareland
611,Water,Built-up,Non_Water,Non_Wetland,Water
612,Water,Built-up,Non_Water,Non_Wetland,Forest
613,Water,Built-up,Water,Non_Wetland,Grassland
614,Water,Built-up,Water,Non_Wetland,Wetland
615,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
616,Water,Built-up,Water,Non_Wetland,Bareland
617,Water,Built-up,Water,Non_Wetland,Water
618,Water,Built-up,Water,Non_Wetland,Forest
619,Water,Water,NULL,Water,Grassland
620,Water,Water,NULL,Water,Wetland
621,Water,Water,NULL,Water,Lichens_and_Mosses
622,Water,Water,NULL,Water,Bareland
623,Water,Water,NULL,Water,Water
624,Water,Water,NULL,Water,Forest
625,Water,Water,Non_Water,Water,Grassland
626,Water,Water,Non_Water,Water,Wetland
627,Water,Water,Non_Water,Water,Lichens_and_Mosses
628,Water,Water,Non_Water,Water,Bareland
629,Water,Water,Non_Water,Water,Water
630,Water,Water,Non_Water,Water,Forest
631,Water,Water,Water,Water,Grassland
632,Water,Water,Water,Water,Wetland
633,Water,Water,Water,Water,Lichens_and_Mosses
634,Water,Water,Water,Water,Bareland
635,Water,Water,Water,Water,Water
636,Water,Water,Water,Water,Forest
637,Water,Forest,NULL,Non_Wetland,Grassland
638,Water,Forest,NULL,Non_Wetland,Wetland
639,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
640,Water,Forest,NULL,Non_Wetland,Bareland
641,Water,Forest,NULL,Non_Wetland,Water
642,Water,Forest,NULL,Non_Wetland,Forest
643,Water,Forest,Non_Water,Non_Wetland,Grassland
644,Water,Forest,Non_Water,Non_Wetland,Wetland
645,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
646,Water,Forest,Non_Water,Non_Wetland,Bareland
647,Water,Forest,Non_Water,Non_Wetland,Water
648,Water,Forest,Non_Water,Non_Wetland,Forest
649,Water,Forest,Water,Non_Wetland,Grassland
650,Water,Forest,Water,Non_Wetland,Wetland
651,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
652,Water,Forest,Water,Non_Wetland,Bareland
653,Water,Forest,Water,Non_Wetland,Water
654,Water,Forest,Water,Non_Wetland,Forest
655,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
656,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
657,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
658,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
659,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
660,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
661,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
662,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
663,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
664,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
665,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
666,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
667,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
668,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
669,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
670,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
671,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
672,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
673,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
674,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
675,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
676,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
677,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
678,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
679,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
680,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
681,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
682,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
683,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
684,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
685,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
686,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
687,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
688,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
689,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
690,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
691,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
692,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
693,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
694,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
695,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
696,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
697,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
698,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
699,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
700,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
701,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
702,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
703,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
704,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
705,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
706,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
707,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
708,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
709,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
710,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
711,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
712,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
713,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
714,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
715,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
716,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
717,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
718,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
719,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
720,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
721,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
722,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
723,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
724,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
725,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
726,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
727,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
728,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
729,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
730,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
731,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
732,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
733,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
734,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
735,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
736,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
737,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
738,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
739,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
740,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
741,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
742,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
743,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
744,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
745,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
746,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
747,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
748,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
749,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
750,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
751,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
752,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
753,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
754,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
755,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
756,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
757,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
758,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
759,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
760,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
761,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
762,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
763,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
764,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
765,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
766,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
767,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
768,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
769,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
770,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
771,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
772,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
773,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
774,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
775,Permanent_ice_and_snow,Water,NULL,Water,Grassland
776,Permanent_ice_and_snow,Water,NULL,Water,Wetland
777,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
778,Permanent_ice_and_snow,Water,NULL,Water,Bareland
779,Permanent_ice_and_snow,Water,NULL,Water,Water
780,Permanent_ice_and_snow,Water,NULL,Water,Forest
781,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
782,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
783,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
784,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
785,Permanent_ice_and_snow,Water,Non_Water,Water,Water
786,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
787,Permanent_ice_and_snow,Water,Water,Water,Grassland
788,Permanent_ice_and_snow,Water,Water,Water,Wetland
789,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
790,Permanent_ice_and_snow,Water,Water,Water,Bareland
791,Permanent_ice_and_snow,Water,Water,Water,Water
792,Permanent_ice_and_snow,Water,Water,Water,Forest
793,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
794,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
795,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
796,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
797,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
798,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
799,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
800,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
801,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
802,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
803,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
804,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
805,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
806,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
807,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
808,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
809,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
810,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
811,Forest,NULL,NULL,Non_Wetland,Grassland
812,Forest,NULL,NULL,Non_Wetland,Wetland
813,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
814,Forest,NULL,NULL,Non_Wetland,Bareland
815,Forest,NULL,NULL,Non_Wetland,Water
816,Forest,NULL,NULL,Non_Wetland,Forest
817,Forest,NULL,Non_Water,Non_Wetland,Grassland
818,Forest,NULL,Non_Water,Non_Wetland,Wetland
819,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
820,Forest,NULL,Non_Water,Non_Wetland,Bareland
821,Forest,NULL,Non_Water,Non_Wetland,Water
822,Forest,NULL,Non_Water,Non_Wetland,Forest
823,Forest,NULL,Water,Non_Wetland,Grassland
824,Forest,NULL,Water,Non_Wetland,Wetland
825,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
826,Forest,NULL,Water,Non_Wetland,Bareland
827,Forest,NULL,Water,Non_Wetland,Water
828,Forest,NULL,Water,Non_Wetland,Forest
829,Forest,Shrubland,NULL,Non_Wetland,Grassland
830,Forest,Shrubland,NULL,Non_Wetland,Wetland
831,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
832,Forest,Shrubland,NULL,Non_Wetland,Bareland
833,Forest,Shrubland,NULL,Non_Wetland,Water
834,Forest,Shrubland,NULL,Non_Wetland,Forest
835,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
836,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
837,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
838,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
839,Forest,Shrubland,Non_Water,Non_Wetland,Water
840,Forest,Shrubland,Non_Water,Non_Wetland,Forest
841,Forest,Shrubland,Water,Non_Wetland,Grassland
842,Forest,Shrubland,Water,Non_Wetland,Wetland
843,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
844,Forest,Shrubland,Water,Non_Wetland,Bareland
845,Forest,Shrubland,Water,Non_Wetland,Water
846,Forest,Shrubland,Water,Non_Wetland,Forest
847,Forest,Grassland,NULL,Non_Wetland,Grassland
848,Forest,Grassland,NULL,Non_Wetland,Wetland
849,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
850,Forest,Grassland,NULL,Non_Wetland,Bareland
851,Forest,Grassland,NULL,Non_Wetland,Water
852,Forest,Grassland,NULL,Non_Wetland,Forest
853,Forest,Grassland,Non_Water,Non_Wetland,Grassland
854,Forest,Grassland,Non_Water,Non_Wetland,Wetland
855,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
856,Forest,Grassland,Non_Water,Non_Wetland,Bareland
857,Forest,Grassland,Non_Water,Non_Wetland,Water
858,Forest,Grassland,Non_Water,Non_Wetland,Forest
859,Forest,Grassland,Water,Non_Wetland,Grassland
860,Forest,Grassland,Water,Non_Wetland,Wetland
861,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
862,Forest,Grassland,Water,Non_Wetland,Bareland
863,Forest,Grassland,Water,Non_Wetland,Water
864,Forest,Grassland,Water,Non_Wetland,Forest
865,Forest,Wetland,NULL,Wetland,Grassland
866,Forest,Wetland,NULL,Wetland,Wetland
867,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
868,Forest,Wetland,NULL,Wetland,Bareland
869,Forest,Wetland,NULL,Wetland,Water
870,Forest,Wetland,NULL,Wetland,Forest
871,Forest,Wetland,Non_Water,Wetland,Grassland
872,Forest,Wetland,Non_Water,Wetland,Wetland
873,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
874,Forest,Wetland,Non_Water,Wetland,Bareland
875,Forest,Wetland,Non_Water,Wetland,Water
876,Forest,Wetland,Non_Water,Wetland,Forest
877,Forest,Wetland,Water,Wetland,Grassland
878,Forest,Wetland,Water,Wetland,Wetland
879,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
880,Forest,Wetland,Water,Wetland,Bareland
881,Forest,Wetland,Water,Wetland,Water
882,Forest,Wetland,Water,Wetland,Forest
883,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
884,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
885,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
886,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
887,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
888,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
889,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
890,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
891,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
892,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
893,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
894,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
895,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
896,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
897,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
898,Forest,Bareland,NULL,Non_Wetland,Grassland
899,Forest,Bareland,NULL,Non_Wetland,Wetland
900,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
901,Forest,Bareland,NULL,Non_Wetland,Bareland
902,Forest,Bareland,NULL,Non_Wetland,Water
903,Forest,Bareland,NULL,Non_Wetland,Forest
904,Forest,Bareland,Non_Water,Non_Wetland,Grassland
905,Forest,Bareland,Non_Water,Non_Wetland,Wetland
