Value,SIBERIA_2024_ESA_CALU_2024_42WVD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R,SIBERIA_2024_WorldCover_2021_42WVD_M_R
405,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
406,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
407,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water
408,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
409,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
410,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
411,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
412,Wetland,NULL,Built-up,Water,Non_Wetland,Built-up
413,Wetland,NULL,Built-up,Water,Non_Wetland,Water
414,Wetland,NULL,Water,NULL,NULL,Wetland
415,Wetland,NULL,Water,NULL,NULL,Water
416,Wetland,NULL,Water,NULL,Water,Grassland
417,Wetland,NULL,Water,NULL,Water,Wetland
418,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
419,Wetland,NULL,Water,NULL,Water,Bareland
420,Wetland,NULL,Water,NULL,Water,Water
421,Wetland,NULL,Water,Non_Water,Water,Grassland
422,Wetland,NULL,Water,Non_Water,Water,Wetland
423,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
424,Wetland,NULL,Water,Non_Water,Water,Bareland
425,Wetland,NULL,Water,Non_Water,Water,Water
426,Wetland,NULL,Water,Water,NULL,Wetland
427,Wetland,NULL,Water,Water,NULL,Bareland
428,Wetland,NULL,Water,Water,NULL,Water
429,Wetland,NULL,Water,Water,Water,Grassland
430,Wetland,NULL,Water,Water,Water,Wetland
431,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
432,Wetland,NULL,Water,Water,Water,Bareland
433,Wetland,NULL,Water,Water,Water,Water
434,Wetland,NULL,Water,Water,Water,Permanent_ice_and_snow
435,Wetland,NULL,Water,Water,Water,Forest
436,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
437,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
438,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
439,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
440,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
441,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
442,Wetland,NULL,Forest,Water,Non_Wetland,Water
443,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
444,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
445,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
446,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
447,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
448,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
449,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
450,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
451,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
452,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
453,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
454,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
455,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
456,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
457,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
458,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
459,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
460,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
461,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
462,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
463,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
464,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
465,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
466,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
467,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
468,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
469,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
470,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
471,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
472,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
473,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
474,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
475,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
476,Bareland,NULL,Grassland,Water,Non_Wetland,Water
477,Bareland,NULL,Wetland,NULL,NULL,Grassland
478,Bareland,NULL,Wetland,NULL,NULL,Wetland
479,Bareland,NULL,Wetland,NULL,NULL,Bareland
480,Bareland,NULL,Wetland,NULL,NULL,Water
481,Bareland,NULL,Wetland,NULL,Wetland,Grassland
482,Bareland,NULL,Wetland,NULL,Wetland,Wetland
483,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
484,Bareland,NULL,Wetland,NULL,Wetland,Bareland
485,Bareland,NULL,Wetland,NULL,Wetland,Built-up
486,Bareland,NULL,Wetland,NULL,Wetland,Water
487,Bareland,NULL,Wetland,NULL,Wetland,Forest
488,Bareland,NULL,Wetland,Non_Water,NULL,Wetland
489,Bareland,NULL,Wetland,Non_Water,NULL,Bareland
490,Bareland,NULL,Wetland,Non_Water,NULL,Built-up
491,Bareland,NULL,Wetland,Non_Water,NULL,Water
492,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
493,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
494,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
495,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
496,Bareland,NULL,Wetland,Non_Water,Wetland,Built-up
497,Bareland,NULL,Wetland,Non_Water,Wetland,Water
498,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
499,Bareland,NULL,Wetland,Water,NULL,Grassland
500,Bareland,NULL,Wetland,Water,NULL,Wetland
501,Bareland,NULL,Wetland,Water,NULL,Lichens_and_Mosses
502,Bareland,NULL,Wetland,Water,NULL,Bareland
503,Bareland,NULL,Wetland,Water,NULL,Built-up
504,Bareland,NULL,Wetland,Water,NULL,Water
505,Bareland,NULL,Wetland,Water,Wetland,Grassland
506,Bareland,NULL,Wetland,Water,Wetland,Wetland
507,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
508,Bareland,NULL,Wetland,Water,Wetland,Bareland
509,Bareland,NULL,Wetland,Water,Wetland,Built-up
510,Bareland,NULL,Wetland,Water,Wetland,Water
511,Bareland,NULL,Wetland,Water,Wetland,Permanent_ice_and_snow
512,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
513,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
514,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
515,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
516,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
517,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
518,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
519,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
520,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
521,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
522,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
523,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
524,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
525,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
526,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
527,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
528,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
529,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Built-up
530,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
531,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
532,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
533,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
534,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
535,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
536,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
537,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
538,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
539,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
540,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
541,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
542,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
543,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
544,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
545,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
546,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
547,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
548,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
549,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
550,Bareland,NULL,Bareland,Water,Non_Wetland,Water
551,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
552,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
553,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
554,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
555,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
556,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
557,Bareland,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
558,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
559,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
560,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
561,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
562,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
563,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
564,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
565,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Permanent_ice_and_snow
566,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
567,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
568,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
569,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
570,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
571,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
572,Bareland,NULL,Built-up,Water,Non_Wetland,Water
573,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
574,Bareland,NULL,Water,NULL,NULL,Grassland
575,Bareland,NULL,Water,NULL,NULL,Wetland
576,Bareland,NULL,Water,NULL,NULL,Bareland
577,Bareland,NULL,Water,NULL,NULL,Water
578,Bareland,NULL,Water,NULL,Water,Grassland
579,Bareland,NULL,Water,NULL,Water,Wetland
580,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
581,Bareland,NULL,Water,NULL,Water,Bareland
582,Bareland,NULL,Water,NULL,Water,Water
583,Bareland,NULL,Water,Non_Water,NULL,Bareland
584,Bareland,NULL,Water,Non_Water,NULL,Water
585,Bareland,NULL,Water,Non_Water,Water,Grassland
586,Bareland,NULL,Water,Non_Water,Water,Wetland
587,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
588,Bareland,NULL,Water,Non_Water,Water,Bareland
589,Bareland,NULL,Water,Non_Water,Water,Built-up
590,Bareland,NULL,Water,Non_Water,Water,Water
591,Bareland,NULL,Water,Water,NULL,Grassland
592,Bareland,NULL,Water,Water,NULL,Wetland
593,Bareland,NULL,Water,Water,NULL,Lichens_and_Mosses
594,Bareland,NULL,Water,Water,NULL,Bareland
595,Bareland,NULL,Water,Water,NULL,Water
596,Bareland,NULL,Water,Water,Water,Grassland
597,Bareland,NULL,Water,Water,Water,Wetland
598,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
599,Bareland,NULL,Water,Water,Water,Bareland
600,Bareland,NULL,Water,Water,Water,Built-up
601,Bareland,NULL,Water,Water,Water,Water
602,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
603,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
604,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
605,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
606,Water,NULL,Shrubland,NULL,Non_Wetland,Water
607,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
608,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
609,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
610,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
611,Water,NULL,Shrubland,Water,Non_Wetland,Water
612,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
613,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
614,Water,NULL,Grassland,NULL,Non_Wetland,Water
615,Water,NULL,Grassland,Water,Non_Wetland,Wetland
616,Water,NULL,Grassland,Water,Non_Wetland,Water
617,Water,NULL,Wetland,NULL,Wetland,Grassland
618,Water,NULL,Wetland,NULL,Wetland,Wetland
619,Water,NULL,Wetland,NULL,Wetland,Bareland
620,Water,NULL,Wetland,NULL,Wetland,Water
621,Water,NULL,Wetland,Non_Water,Wetland,Grassland
622,Water,NULL,Wetland,Non_Water,Wetland,Wetland
623,Water,NULL,Wetland,Non_Water,Wetland,Bareland
624,Water,NULL,Wetland,Non_Water,Wetland,Water
625,Water,NULL,Wetland,Water,NULL,Bareland
626,Water,NULL,Wetland,Water,NULL,Water
627,Water,NULL,Wetland,Water,NULL,Permanent_ice_and_snow
628,Water,NULL,Wetland,Water,Wetland,Grassland
629,Water,NULL,Wetland,Water,Wetland,Wetland
630,Water,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
631,Water,NULL,Wetland,Water,Wetland,Bareland
632,Water,NULL,Wetland,Water,Wetland,Water
633,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
634,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
635,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
636,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
637,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
638,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
639,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
640,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
641,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
642,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
643,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
644,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
645,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
646,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
647,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
648,Water,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
649,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
650,Water,NULL,Bareland,NULL,Non_Wetland,Water
651,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
652,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
653,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
654,Water,NULL,Bareland,Water,Non_Wetland,Grassland
655,Water,NULL,Bareland,Water,Non_Wetland,Wetland
656,Water,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
657,Water,NULL,Bareland,Water,Non_Wetland,Bareland
658,Water,NULL,Bareland,Water,Non_Wetland,Water
659,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
660,Water,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
661,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
662,Water,NULL,Built-up,NULL,Non_Wetland,Water
663,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
664,Water,NULL,Built-up,Water,Non_Wetland,Wetland
665,Water,NULL,Built-up,Water,Non_Wetland,Bareland
666,Water,NULL,Built-up,Water,Non_Wetland,Water
667,Water,NULL,Water,NULL,NULL,Water
668,Water,NULL,Water,NULL,Water,Grassland
669,Water,NULL,Water,NULL,Water,Wetland
670,Water,NULL,Water,NULL,Water,Lichens_and_Mosses
671,Water,NULL,Water,NULL,Water,Bareland
672,Water,NULL,Water,NULL,Water,Water
673,Water,NULL,Water,Non_Water,NULL,Water
674,Water,NULL,Water,Non_Water,Water,Grassland
675,Water,NULL,Water,Non_Water,Water,Wetland
676,Water,NULL,Water,Non_Water,Water,Bareland
677,Water,NULL,Water,Non_Water,Water,Water
678,Water,NULL,Water,Water,NULL,Wetland
679,Water,NULL,Water,Water,NULL,Water
680,Water,NULL,Water,Water,Water,Grassland
681,Water,NULL,Water,Water,Water,Wetland
682,Water,NULL,Water,Water,Water,Lichens_and_Mosses
683,Water,NULL,Water,Water,Water,Bareland
684,Water,NULL,Water,Water,Water,Water
685,Water,NULL,Forest,NULL,Non_Wetland,Water
686,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Water
687,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water
688,Permanent_ice_and_snow,NULL,Wetland,Water,NULL,Water
689,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
690,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland
691,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
692,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
693,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
694,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
695,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
696,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
697,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
698,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
699,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
700,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Water
701,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
702,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
703,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water
704,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
705,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Water
706,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Grassland
707,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Bareland
708,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Water
709,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
710,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,Water
711,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland
712,Permanent_ice_and_snow,NULL,Water,Water,Water,Lichens_and_Mosses
713,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland
714,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
715,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
716,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
717,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
718,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
719,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
720,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
721,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
722,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
723,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
724,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
725,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
726,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
727,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
728,Forest,NULL,Shrubland,Water,Non_Wetland,Water
729,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
730,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
731,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
732,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
733,Forest,NULL,Grassland,NULL,Non_Wetland,Water
734,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
735,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
736,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
737,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
738,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
739,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
740,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
741,Forest,NULL,Grassland,Water,Non_Wetland,Water
742,Forest,NULL,Wetland,NULL,Wetland,Wetland
743,Forest,NULL,Wetland,NULL,Wetland,Bareland
744,Forest,NULL,Wetland,NULL,Wetland,Water
745,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
746,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
747,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
748,Forest,NULL,Wetland,Non_Water,Wetland,Water
749,Forest,NULL,Wetland,Water,Wetland,Grassland
750,Forest,NULL,Wetland,Water,Wetland,Wetland
751,Forest,NULL,Wetland,Water,Wetland,Bareland
752,Forest,NULL,Wetland,Water,Wetland,Water
753,Forest,NULL,Wetland,Water,Wetland,Forest
754,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
755,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
756,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
757,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
758,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
759,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
760,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
761,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
762,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
763,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
764,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
765,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
766,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
767,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
768,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
769,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
770,Forest,NULL,Bareland,NULL,Non_Wetland,Water
771,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
772,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
773,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
774,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
775,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
776,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
777,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
778,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
779,Forest,NULL,Bareland,Water,Non_Wetland,Water
780,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
781,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
782,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
783,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
784,Forest,NULL,Water,NULL,Water,Grassland
785,Forest,NULL,Water,NULL,Water,Wetland
786,Forest,NULL,Water,NULL,Water,Bareland
787,Forest,NULL,Water,NULL,Water,Water
788,Forest,NULL,Water,Non_Water,Water,Wetland
789,Forest,NULL,Water,Non_Water,Water,Water
790,Forest,NULL,Water,Water,Water,Grassland
791,Forest,NULL,Water,Water,Water,Wetland
792,Forest,NULL,Water,Water,Water,Bareland
793,Forest,NULL,Water,Water,Water,Water
794,Forest,NULL,Water,Water,Water,Forest
795,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
796,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
797,Forest,NULL,Forest,NULL,Non_Wetland,Water
798,Forest,NULL,Forest,NULL,Non_Wetland,Forest
799,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
800,Forest,NULL,Forest,Water,Non_Wetland,Wetland
