Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VNQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VNQ_M_R,SIBERIA_2024_GSW_Yearly_2021_44VNQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VNQ_M_R,SIBERIA_2024_WorldCover_2021_44VNQ_M_R
494,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
495,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Grassland
496,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
497,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
498,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
499,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
500,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
501,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
502,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
503,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
504,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
505,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
506,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
507,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
508,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
509,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
510,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
511,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
512,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
513,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
514,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
515,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
516,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
517,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
518,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
519,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
520,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
521,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
522,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
523,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
524,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
525,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
526,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
527,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
528,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
529,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
530,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
531,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
532,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
533,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
534,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
535,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
536,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
537,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
538,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
539,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
540,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
541,Permanent_ice_and_snow,Water,NULL,Water,Grassland
542,Permanent_ice_and_snow,Water,NULL,Water,Wetland
543,Permanent_ice_and_snow,Water,NULL,Water,Bareland
544,Permanent_ice_and_snow,Water,NULL,Water,Water
545,Permanent_ice_and_snow,Water,NULL,Water,Forest
546,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
547,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
548,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
549,Permanent_ice_and_snow,Water,Non_Water,Water,Water
550,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
551,Permanent_ice_and_snow,Water,Water,Water,NULL
552,Permanent_ice_and_snow,Water,Water,Water,Grassland
553,Permanent_ice_and_snow,Water,Water,Water,Wetland
554,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
555,Permanent_ice_and_snow,Water,Water,Water,Water
556,Permanent_ice_and_snow,Water,Water,Water,Forest
557,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
558,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
559,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
560,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
561,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
562,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
563,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
564,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
565,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
566,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
567,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
568,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
569,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
570,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
571,Forest,NULL,NULL,Non_Wetland,NULL
572,Forest,NULL,NULL,Non_Wetland,Grassland
573,Forest,NULL,NULL,Non_Wetland,Wetland
574,Forest,NULL,NULL,Non_Wetland,Water
575,Forest,NULL,NULL,Non_Wetland,Forest
576,Forest,NULL,Non_Water,Non_Wetland,Grassland
577,Forest,NULL,Non_Water,Non_Wetland,Wetland
578,Forest,NULL,Non_Water,Non_Wetland,Water
579,Forest,NULL,Non_Water,Non_Wetland,Forest
580,Forest,NULL,Water,Non_Wetland,Grassland
581,Forest,NULL,Water,Non_Wetland,Wetland
582,Forest,NULL,Water,Non_Wetland,Water
583,Forest,NULL,Water,Non_Wetland,Forest
584,Forest,Shrubland,NULL,Non_Wetland,NULL
585,Forest,Shrubland,NULL,Non_Wetland,Grassland
586,Forest,Shrubland,NULL,Non_Wetland,Wetland
587,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
588,Forest,Shrubland,NULL,Non_Wetland,Water
589,Forest,Shrubland,NULL,Non_Wetland,Forest
590,Forest,Shrubland,Non_Water,Non_Wetland,NULL
591,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
592,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
593,Forest,Shrubland,Non_Water,Non_Wetland,Forest
594,Forest,Shrubland,Water,Non_Wetland,Grassland
595,Forest,Shrubland,Water,Non_Wetland,Wetland
596,Forest,Shrubland,Water,Non_Wetland,Water
597,Forest,Shrubland,Water,Non_Wetland,Forest
598,Forest,Grassland,NULL,Non_Wetland,NULL
599,Forest,Grassland,NULL,Non_Wetland,Grassland
600,Forest,Grassland,NULL,Non_Wetland,Wetland
601,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
602,Forest,Grassland,NULL,Non_Wetland,Forest
603,Forest,Grassland,Non_Water,Non_Wetland,Forest
604,Forest,Grassland,Water,Non_Wetland,Grassland
605,Forest,Grassland,Water,Non_Wetland,Forest
606,Forest,Cropland,NULL,Non_Wetland,Grassland
607,Forest,Cropland,NULL,Non_Wetland,Wetland
608,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
609,Forest,Cropland,NULL,Non_Wetland,Forest
610,Forest,Cropland,Non_Water,Non_Wetland,Grassland
611,Forest,Cropland,Non_Water,Non_Wetland,Forest
612,Forest,Cropland,Water,Non_Wetland,Forest
613,Forest,Wetland,NULL,Wetland,NULL
614,Forest,Wetland,NULL,Wetland,Grassland
615,Forest,Wetland,NULL,Wetland,Wetland
616,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
617,Forest,Wetland,NULL,Wetland,Water
618,Forest,Wetland,NULL,Wetland,Forest
619,Forest,Wetland,Non_Water,Wetland,NULL
620,Forest,Wetland,Non_Water,Wetland,Grassland
621,Forest,Wetland,Non_Water,Wetland,Wetland
622,Forest,Wetland,Non_Water,Wetland,Water
623,Forest,Wetland,Non_Water,Wetland,Forest
624,Forest,Wetland,Water,Wetland,NULL
625,Forest,Wetland,Water,Wetland,Grassland
626,Forest,Wetland,Water,Wetland,Wetland
627,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
628,Forest,Wetland,Water,Wetland,Bareland
629,Forest,Wetland,Water,Wetland,Water
630,Forest,Wetland,Water,Wetland,Forest
631,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
632,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
633,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
634,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
635,Forest,Bareland,NULL,Non_Wetland,NULL
636,Forest,Bareland,NULL,Non_Wetland,Grassland
637,Forest,Bareland,NULL,Non_Wetland,Wetland
638,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
639,Forest,Bareland,NULL,Non_Wetland,Bareland
640,Forest,Bareland,NULL,Non_Wetland,Water
641,Forest,Bareland,NULL,Non_Wetland,Forest
642,Forest,Bareland,Non_Water,Non_Wetland,Grassland
643,Forest,Bareland,Non_Water,Non_Wetland,Wetland
644,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
645,Forest,Bareland,Non_Water,Non_Wetland,Water
646,Forest,Bareland,Non_Water,Non_Wetland,Forest
647,Forest,Bareland,Water,Non_Wetland,Grassland
648,Forest,Bareland,Water,Non_Wetland,Wetland
649,Forest,Bareland,Water,Non_Wetland,Water
650,Forest,Bareland,Water,Non_Wetland,Forest
651,Forest,Built-up,NULL,Non_Wetland,NULL
652,Forest,Built-up,NULL,Non_Wetland,Grassland
653,Forest,Built-up,NULL,Non_Wetland,Wetland
654,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
655,Forest,Built-up,NULL,Non_Wetland,Water
656,Forest,Built-up,NULL,Non_Wetland,Forest
657,Forest,Built-up,Non_Water,Non_Wetland,Grassland
658,Forest,Built-up,Non_Water,Non_Wetland,Forest
659,Forest,Built-up,Water,Non_Wetland,Grassland
660,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
661,Forest,Built-up,Water,Non_Wetland,Water
662,Forest,Built-up,Water,Non_Wetland,Forest
663,Forest,Water,NULL,Water,Grassland
664,Forest,Water,NULL,Water,Wetland
665,Forest,Water,NULL,Water,Lichens_and_Mosses
666,Forest,Water,NULL,Water,Water
667,Forest,Water,NULL,Water,Forest
668,Forest,Water,Non_Water,Water,Grassland
669,Forest,Water,Non_Water,Water,Wetland
670,Forest,Water,Non_Water,Water,Water
671,Forest,Water,Non_Water,Water,Forest
672,Forest,Water,Water,Water,Grassland
673,Forest,Water,Water,Water,Wetland
674,Forest,Water,Water,Water,Lichens_and_Mosses
675,Forest,Water,Water,Water,Bareland
676,Forest,Water,Water,Water,Water
677,Forest,Water,Water,Water,Forest
678,Forest,Forest,NULL,Non_Wetland,NULL
679,Forest,Forest,NULL,Non_Wetland,Grassland
680,Forest,Forest,NULL,Non_Wetland,Wetland
681,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
682,Forest,Forest,NULL,Non_Wetland,Bareland
683,Forest,Forest,NULL,Non_Wetland,Water
684,Forest,Forest,NULL,Non_Wetland,Forest
685,Forest,Forest,Non_Water,Non_Wetland,NULL
686,Forest,Forest,Non_Water,Non_Wetland,Grassland
687,Forest,Forest,Non_Water,Non_Wetland,Wetland
688,Forest,Forest,Non_Water,Non_Wetland,Water
689,Forest,Forest,Non_Water,Non_Wetland,Forest
690,Forest,Forest,Water,Non_Wetland,Grassland
691,Forest,Forest,Water,Non_Wetland,Wetland
692,Forest,Forest,Water,Non_Wetland,Water
693,Forest,Forest,Water,Non_Wetland,Forest
