Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VNP_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VNP_M_R,SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,SIBERIA_2024_WorldCover_2021_44VNP_M_R
494,Water,Wetland,Non_Water,Wetland,Water
495,Water,Wetland,Non_Water,Wetland,Forest
496,Water,Wetland,Water,Wetland,Grassland
497,Water,Wetland,Water,Wetland,Wetland
498,Water,Wetland,Water,Wetland,Lichens_and_Mosses
499,Water,Wetland,Water,Wetland,Bareland
500,Water,Wetland,Water,Wetland,Water
501,Water,Wetland,Water,Wetland,Forest
502,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
503,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
504,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
505,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
506,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
507,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
508,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
509,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
510,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
511,Water,Bareland,NULL,Non_Wetland,Grassland
512,Water,Bareland,NULL,Non_Wetland,Wetland
513,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
514,Water,Bareland,NULL,Non_Wetland,Bareland
515,Water,Bareland,NULL,Non_Wetland,Water
516,Water,Bareland,NULL,Non_Wetland,Forest
517,Water,Bareland,Non_Water,Non_Wetland,Grassland
518,Water,Bareland,Non_Water,Non_Wetland,Wetland
519,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
520,Water,Bareland,Non_Water,Non_Wetland,Bareland
521,Water,Bareland,Non_Water,Non_Wetland,Water
522,Water,Bareland,Non_Water,Non_Wetland,Forest
523,Water,Bareland,Water,Non_Wetland,Grassland
524,Water,Bareland,Water,Non_Wetland,Wetland
525,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
526,Water,Bareland,Water,Non_Wetland,Bareland
527,Water,Bareland,Water,Non_Wetland,Water
528,Water,Bareland,Water,Non_Wetland,Forest
529,Water,Built-up,NULL,Non_Wetland,Wetland
530,Water,Built-up,NULL,Non_Wetland,Bareland
531,Water,Built-up,NULL,Non_Wetland,Water
532,Water,Built-up,NULL,Non_Wetland,Forest
533,Water,Built-up,Non_Water,Non_Wetland,Water
534,Water,Built-up,Non_Water,Non_Wetland,Forest
535,Water,Built-up,Water,Non_Wetland,Grassland
536,Water,Built-up,Water,Non_Wetland,Bareland
537,Water,Built-up,Water,Non_Wetland,Water
538,Water,Built-up,Water,Non_Wetland,Forest
539,Water,Water,NULL,Water,Grassland
540,Water,Water,NULL,Water,Wetland
541,Water,Water,NULL,Water,Lichens_and_Mosses
542,Water,Water,NULL,Water,Bareland
543,Water,Water,NULL,Water,Water
544,Water,Water,NULL,Water,Forest
545,Water,Water,Non_Water,Water,Grassland
546,Water,Water,Non_Water,Water,Wetland
547,Water,Water,Non_Water,Water,Bareland
548,Water,Water,Non_Water,Water,Water
549,Water,Water,Non_Water,Water,Forest
550,Water,Water,Water,Water,NULL
551,Water,Water,Water,Water,Grassland
552,Water,Water,Water,Water,Wetland
553,Water,Water,Water,Water,Lichens_and_Mosses
554,Water,Water,Water,Water,Bareland
555,Water,Water,Water,Water,Water
556,Water,Water,Water,Water,Forest
557,Water,Forest,NULL,Non_Wetland,NULL
558,Water,Forest,NULL,Non_Wetland,Grassland
559,Water,Forest,NULL,Non_Wetland,Wetland
560,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
561,Water,Forest,NULL,Non_Wetland,Bareland
562,Water,Forest,NULL,Non_Wetland,Water
563,Water,Forest,NULL,Non_Wetland,Forest
564,Water,Forest,Non_Water,Non_Wetland,Grassland
565,Water,Forest,Non_Water,Non_Wetland,Wetland
566,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
567,Water,Forest,Non_Water,Non_Wetland,Bareland
568,Water,Forest,Non_Water,Non_Wetland,Water
569,Water,Forest,Non_Water,Non_Wetland,Forest
570,Water,Forest,Water,Non_Wetland,Grassland
571,Water,Forest,Water,Non_Wetland,Wetland
572,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
573,Water,Forest,Water,Non_Wetland,Bareland
574,Water,Forest,Water,Non_Wetland,Water
575,Water,Forest,Water,Non_Wetland,Forest
576,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
577,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
578,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
579,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
580,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
581,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
582,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
583,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
584,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
585,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
586,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
587,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
588,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
589,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
590,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
591,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
592,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
593,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
594,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
595,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
596,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
597,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
598,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
599,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
600,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
601,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
602,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
603,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
604,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
605,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
606,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
607,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Grassland
608,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Lichens_and_Mosses
609,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
610,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
611,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
612,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
613,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
614,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
615,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
616,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
617,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
618,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
619,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
620,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
621,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
622,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
623,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
624,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
625,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
626,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
627,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
628,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
629,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
630,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
631,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
632,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
633,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
634,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
635,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
636,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
637,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
638,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
639,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
640,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
641,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
642,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
643,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
644,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
645,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
646,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
647,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
648,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
649,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
650,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
651,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
652,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
653,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
654,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
655,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
656,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
657,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
658,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
659,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
660,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
661,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
662,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
663,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
664,Permanent_ice_and_snow,Water,NULL,Water,Grassland
665,Permanent_ice_and_snow,Water,NULL,Water,Wetland
666,Permanent_ice_and_snow,Water,NULL,Water,Bareland
667,Permanent_ice_and_snow,Water,NULL,Water,Water
668,Permanent_ice_and_snow,Water,NULL,Water,Forest
669,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
670,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
671,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
672,Permanent_ice_and_snow,Water,Non_Water,Water,Water
673,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
674,Permanent_ice_and_snow,Water,Water,Water,NULL
675,Permanent_ice_and_snow,Water,Water,Water,Grassland
676,Permanent_ice_and_snow,Water,Water,Water,Wetland
677,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
678,Permanent_ice_and_snow,Water,Water,Water,Bareland
679,Permanent_ice_and_snow,Water,Water,Water,Water
680,Permanent_ice_and_snow,Water,Water,Water,Forest
681,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
682,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
683,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
684,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
685,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
686,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
687,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
688,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
689,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
690,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
691,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
692,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
695,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
696,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
697,Forest,NULL,NULL,Non_Wetland,NULL
698,Forest,NULL,NULL,Non_Wetland,Grassland
699,Forest,NULL,NULL,Non_Wetland,Wetland
700,Forest,NULL,NULL,Non_Wetland,Water
701,Forest,NULL,NULL,Non_Wetland,Forest
702,Forest,NULL,Non_Water,Non_Wetland,Grassland
703,Forest,NULL,Non_Water,Non_Wetland,Wetland
704,Forest,NULL,Non_Water,Non_Wetland,Water
705,Forest,NULL,Non_Water,Non_Wetland,Forest
706,Forest,NULL,Water,Non_Wetland,Grassland
707,Forest,NULL,Water,Non_Wetland,Wetland
708,Forest,NULL,Water,Non_Wetland,Bareland
709,Forest,NULL,Water,Non_Wetland,Water
710,Forest,NULL,Water,Non_Wetland,Forest
711,Forest,Shrubland,NULL,Non_Wetland,NULL
712,Forest,Shrubland,NULL,Non_Wetland,Grassland
713,Forest,Shrubland,NULL,Non_Wetland,Wetland
714,Forest,Shrubland,NULL,Non_Wetland,Bareland
715,Forest,Shrubland,NULL,Non_Wetland,Water
716,Forest,Shrubland,NULL,Non_Wetland,Forest
717,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
718,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
719,Forest,Shrubland,Non_Water,Non_Wetland,Water
720,Forest,Shrubland,Non_Water,Non_Wetland,Forest
721,Forest,Shrubland,Water,Non_Wetland,Grassland
722,Forest,Shrubland,Water,Non_Wetland,Wetland
723,Forest,Shrubland,Water,Non_Wetland,Water
724,Forest,Shrubland,Water,Non_Wetland,Forest
725,Forest,Grassland,NULL,Non_Wetland,NULL
726,Forest,Grassland,NULL,Non_Wetland,Grassland
727,Forest,Grassland,NULL,Non_Wetland,Wetland
728,Forest,Grassland,NULL,Non_Wetland,Forest
729,Forest,Grassland,Non_Water,Non_Wetland,Forest
730,Forest,Grassland,Water,Non_Wetland,Grassland
731,Forest,Grassland,Water,Non_Wetland,Wetland
732,Forest,Grassland,Water,Non_Wetland,Forest
733,Forest,Cropland,NULL,Non_Wetland,Grassland
734,Forest,Cropland,NULL,Non_Wetland,Wetland
735,Forest,Cropland,NULL,Non_Wetland,Forest
736,Forest,Cropland,Non_Water,Non_Wetland,Forest
737,Forest,Cropland,Water,Non_Wetland,Forest
738,Forest,Wetland,NULL,Wetland,NULL
739,Forest,Wetland,NULL,Wetland,Grassland
740,Forest,Wetland,NULL,Wetland,Wetland
741,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
742,Forest,Wetland,NULL,Wetland,Bareland
743,Forest,Wetland,NULL,Wetland,Water
744,Forest,Wetland,NULL,Wetland,Forest
745,Forest,Wetland,Non_Water,Wetland,Grassland
746,Forest,Wetland,Non_Water,Wetland,Wetland
747,Forest,Wetland,Non_Water,Wetland,Bareland
748,Forest,Wetland,Non_Water,Wetland,Water
749,Forest,Wetland,Non_Water,Wetland,Forest
750,Forest,Wetland,Water,Wetland,NULL
751,Forest,Wetland,Water,Wetland,Grassland
752,Forest,Wetland,Water,Wetland,Wetland
753,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
754,Forest,Wetland,Water,Wetland,Bareland
755,Forest,Wetland,Water,Wetland,Water
756,Forest,Wetland,Water,Wetland,Forest
757,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
758,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
759,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
760,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
761,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
762,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
763,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
764,Forest,Bareland,NULL,Non_Wetland,NULL
765,Forest,Bareland,NULL,Non_Wetland,Grassland
766,Forest,Bareland,NULL,Non_Wetland,Wetland
767,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
768,Forest,Bareland,NULL,Non_Wetland,Bareland
769,Forest,Bareland,NULL,Non_Wetland,Water
770,Forest,Bareland,NULL,Non_Wetland,Forest
771,Forest,Bareland,Non_Water,Non_Wetland,Grassland
772,Forest,Bareland,Non_Water,Non_Wetland,Wetland
773,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
774,Forest,Bareland,Non_Water,Non_Wetland,Bareland
775,Forest,Bareland,Non_Water,Non_Wetland,Water
776,Forest,Bareland,Non_Water,Non_Wetland,Forest
777,Forest,Bareland,Water,Non_Wetland,Grassland
778,Forest,Bareland,Water,Non_Wetland,Wetland
779,Forest,Bareland,Water,Non_Wetland,Bareland
780,Forest,Bareland,Water,Non_Wetland,Water
781,Forest,Bareland,Water,Non_Wetland,Forest
782,Forest,Built-up,NULL,Non_Wetland,NULL
783,Forest,Built-up,NULL,Non_Wetland,Grassland
784,Forest,Built-up,NULL,Non_Wetland,Wetland
785,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
786,Forest,Built-up,NULL,Non_Wetland,Bareland
787,Forest,Built-up,NULL,Non_Wetland,Water
788,Forest,Built-up,NULL,Non_Wetland,Forest
789,Forest,Built-up,Non_Water,Non_Wetland,Wetland
790,Forest,Built-up,Non_Water,Non_Wetland,Forest
791,Forest,Built-up,Water,Non_Wetland,Grassland
792,Forest,Built-up,Water,Non_Wetland,Forest
793,Forest,Water,NULL,Water,NULL
794,Forest,Water,NULL,Water,Grassland
795,Forest,Water,NULL,Water,Wetland
796,Forest,Water,NULL,Water,Water
797,Forest,Water,NULL,Water,Forest
798,Forest,Water,Non_Water,Water,Grassland
799,Forest,Water,Non_Water,Water,Wetland
800,Forest,Water,Non_Water,Water,Water
801,Forest,Water,Non_Water,Water,Forest
802,Forest,Water,Water,Water,NULL
803,Forest,Water,Water,Water,Grassland
804,Forest,Water,Water,Water,Wetland
805,Forest,Water,Water,Water,Bareland
806,Forest,Water,Water,Water,Water
807,Forest,Water,Water,Water,Forest
808,Forest,Forest,NULL,Non_Wetland,NULL
809,Forest,Forest,NULL,Non_Wetland,Grassland
810,Forest,Forest,NULL,Non_Wetland,Wetland
811,Forest,Forest,NULL,Non_Wetland,Bareland
812,Forest,Forest,NULL,Non_Wetland,Water
813,Forest,Forest,NULL,Non_Wetland,Forest
814,Forest,Forest,Non_Water,Non_Wetland,NULL
815,Forest,Forest,Non_Water,Non_Wetland,Grassland
816,Forest,Forest,Non_Water,Non_Wetland,Wetland
817,Forest,Forest,Non_Water,Non_Wetland,Water
818,Forest,Forest,Non_Water,Non_Wetland,Forest
819,Forest,Forest,Water,Non_Wetland,Grassland
820,Forest,Forest,Water,Non_Wetland,Wetland
821,Forest,Forest,Water,Non_Wetland,Bareland
822,Forest,Forest,Water,Non_Wetland,Water
823,Forest,Forest,Water,Non_Wetland,Forest
