Value,SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,SIBERIA_2024_WorldCover_2021_41WPT_M_R
419,NULL,Water,Bareland,Water,Non_Wetland,Built-up
420,NULL,Water,Bareland,Water,Non_Wetland,Water
421,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
422,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
423,NULL,Water,Built-up,NULL,Non_Wetland,Water
424,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
425,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
426,NULL,Water,Built-up,Water,Non_Wetland,Bareland
427,NULL,Water,Built-up,Water,Non_Wetland,Water
428,NULL,Water,Water,NULL,NULL,Wetland
429,NULL,Water,Water,NULL,NULL,Bareland
430,NULL,Water,Water,NULL,NULL,Water
431,NULL,Water,Water,NULL,Water,Grassland
432,NULL,Water,Water,NULL,Water,Wetland
433,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
434,NULL,Water,Water,NULL,Water,Bareland
435,NULL,Water,Water,NULL,Water,Water
436,NULL,Water,Water,Non_Water,NULL,Bareland
437,NULL,Water,Water,Non_Water,NULL,Water
438,NULL,Water,Water,Non_Water,Water,Grassland
439,NULL,Water,Water,Non_Water,Water,Wetland
440,NULL,Water,Water,Non_Water,Water,Bareland
441,NULL,Water,Water,Non_Water,Water,Water
442,NULL,Water,Water,Water,NULL,Wetland
443,NULL,Water,Water,Water,NULL,Bareland
444,NULL,Water,Water,Water,NULL,Water
445,NULL,Water,Water,Water,NULL,Permanent_ice_and_snow
446,NULL,Water,Water,Water,Water,Grassland
447,NULL,Water,Water,Water,Water,Wetland
448,NULL,Water,Water,Water,Water,Lichens_and_Mosses
449,NULL,Water,Water,Water,Water,Bareland
450,NULL,Water,Water,Water,Water,Water
451,NULL,Water,Water,Water,Water,Permanent_ice_and_snow
452,NULL,Water,Forest,NULL,Non_Wetland,Grassland
453,NULL,Water,Forest,NULL,Non_Wetland,Wetland
454,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
455,NULL,Water,Forest,NULL,Non_Wetland,Bareland
456,NULL,Water,Forest,NULL,Non_Wetland,Water
457,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
458,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
459,NULL,Water,Forest,Non_Water,Non_Wetland,Water
460,NULL,Water,Forest,Water,Non_Wetland,Grassland
461,NULL,Water,Forest,Water,Non_Wetland,Wetland
462,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
463,NULL,Water,Forest,Water,Non_Wetland,Bareland
464,NULL,Water,Forest,Water,Non_Wetland,Water
465,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
466,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
467,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
468,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
469,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
470,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
471,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
472,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
473,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
474,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
475,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
476,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
477,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
478,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
479,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
480,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
481,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
482,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
483,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
484,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
485,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
486,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
487,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
488,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
489,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
490,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
491,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
492,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
493,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
494,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
495,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
496,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
497,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
498,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
499,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
500,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
501,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
502,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
503,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
504,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
505,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
506,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
507,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
508,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
509,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
510,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
511,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
512,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
513,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
514,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
515,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
516,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
517,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
518,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
519,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
520,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
521,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
522,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
523,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
524,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
525,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
526,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
527,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
528,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
529,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
530,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
531,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
532,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
533,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
534,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
535,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
536,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
537,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
538,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
539,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
540,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
541,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
542,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
543,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
544,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
545,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
546,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
547,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
548,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Wetland
549,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
550,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
551,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
552,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
553,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
554,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
555,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
556,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
557,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
558,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
559,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
560,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
561,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
562,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
563,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
564,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
565,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
566,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
567,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
568,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
569,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
570,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
571,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
572,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
573,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
574,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
575,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
576,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
577,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
578,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
579,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
580,NULL,Forest,Wetland,NULL,Wetland,Grassland
581,NULL,Forest,Wetland,NULL,Wetland,Wetland
582,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
583,NULL,Forest,Wetland,Water,Wetland,Wetland
584,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
585,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
586,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
587,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
588,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
589,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
590,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
591,NULL,Forest,Forest,NULL,Non_Wetland,Forest
592,NULL,Forest,Forest,Water,Non_Wetland,Wetland
593,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
594,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
595,Shrubland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
596,Shrubland,NULL,NULL,NULL,Non_Wetland,Water
597,Shrubland,NULL,NULL,NULL,Non_Wetland,Forest
598,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Grassland
599,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Wetland
600,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Water
601,Shrubland,NULL,NULL,Water,Non_Wetland,Grassland
602,Shrubland,NULL,NULL,Water,Non_Wetland,Wetland
603,Shrubland,NULL,NULL,Water,Non_Wetland,Bareland
604,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
605,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
606,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
607,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
608,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
609,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
610,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
611,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
612,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
613,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
614,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
615,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
616,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
617,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
618,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
619,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
620,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
621,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
622,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
623,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
624,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
625,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
626,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
627,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
628,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
629,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
630,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
631,Shrubland,NULL,Wetland,NULL,NULL,Grassland
632,Shrubland,NULL,Wetland,NULL,NULL,Wetland
633,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
634,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
635,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
636,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
637,Shrubland,NULL,Wetland,NULL,Wetland,Water
638,Shrubland,NULL,Wetland,NULL,Wetland,Forest
639,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
640,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
641,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
642,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
643,Shrubland,NULL,Wetland,Water,NULL,Wetland
644,Shrubland,NULL,Wetland,Water,Wetland,Grassland
645,Shrubland,NULL,Wetland,Water,Wetland,Wetland
646,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
647,Shrubland,NULL,Wetland,Water,Wetland,Water
648,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
649,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
650,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
651,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
652,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
653,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
654,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
655,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
656,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
657,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
658,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
659,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
660,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
661,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
662,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
663,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
664,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
665,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
666,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
667,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
668,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
669,Shrubland,NULL,Bareland,NULL,Non_Wetland,Built-up
670,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
671,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
672,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
673,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
674,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
675,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
676,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
677,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
678,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
679,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
680,Shrubland,NULL,Bareland,Water,Non_Wetland,Bareland
681,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
682,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
683,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
684,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
685,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
686,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
687,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
688,Shrubland,NULL,Built-up,Water,Non_Wetland,Water
689,Shrubland,NULL,Water,NULL,NULL,Wetland
690,Shrubland,NULL,Water,NULL,Water,Grassland
691,Shrubland,NULL,Water,NULL,Water,Wetland
692,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
693,Shrubland,NULL,Water,NULL,Water,Water
694,Shrubland,NULL,Water,NULL,Water,Forest
695,Shrubland,NULL,Water,Non_Water,Water,Grassland
696,Shrubland,NULL,Water,Non_Water,Water,Wetland
697,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
698,Shrubland,NULL,Water,Non_Water,Water,Water
699,Shrubland,NULL,Water,Water,Water,Grassland
700,Shrubland,NULL,Water,Water,Water,Wetland
701,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
702,Shrubland,NULL,Water,Water,Water,Bareland
703,Shrubland,NULL,Water,Water,Water,Water
704,Shrubland,NULL,Water,Water,Water,Forest
705,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
706,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
707,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
708,Shrubland,NULL,Forest,NULL,Non_Wetland,Bareland
709,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
710,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
711,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
712,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
713,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
714,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Bareland
715,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
716,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
717,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
718,Shrubland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
719,Shrubland,NULL,Forest,Water,Non_Wetland,Bareland
720,Shrubland,NULL,Forest,Water,Non_Wetland,Water
721,Shrubland,Cropland,Wetland,NULL,Wetland,Wetland
722,Shrubland,Wetland,NULL,NULL,Non_Wetland,Grassland
723,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
724,Shrubland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
725,Shrubland,Wetland,NULL,NULL,Non_Wetland,Bareland
726,Shrubland,Wetland,NULL,NULL,Non_Wetland,Water
727,Shrubland,Wetland,NULL,NULL,Non_Wetland,Forest
728,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
729,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
730,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Bareland
731,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Water
732,Shrubland,Wetland,NULL,Water,Non_Wetland,Grassland
733,Shrubland,Wetland,NULL,Water,Non_Wetland,Wetland
734,Shrubland,Wetland,NULL,Water,Non_Wetland,Bareland
735,Shrubland,Wetland,NULL,Water,Non_Wetland,Water
736,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
737,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
738,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
739,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
740,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
741,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
742,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
743,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
744,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
745,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
746,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
747,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
748,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
749,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
750,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
751,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Bareland
752,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
753,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
754,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
755,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
756,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Bareland
757,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
758,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
759,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
760,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
761,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
762,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
763,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
764,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
765,Shrubland,Wetland,Wetland,NULL,NULL,Grassland
766,Shrubland,Wetland,Wetland,NULL,NULL,Wetland
767,Shrubland,Wetland,Wetland,NULL,NULL,Water
768,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
769,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
770,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
771,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
772,Shrubland,Wetland,Wetland,NULL,Wetland,Water
773,Shrubland,Wetland,Wetland,NULL,Wetland,Permanent_ice_and_snow
774,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
775,Shrubland,Wetland,Wetland,Non_Water,NULL,Wetland
776,Shrubland,Wetland,Wetland,Non_Water,NULL,Water
777,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
778,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
779,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
780,Shrubland,Wetland,Wetland,Non_Water,Wetland,Bareland
781,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
782,Shrubland,Wetland,Wetland,Non_Water,Wetland,Forest
783,Shrubland,Wetland,Wetland,Water,NULL,Wetland
784,Shrubland,Wetland,Wetland,Water,NULL,Water
785,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
786,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
787,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
788,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
789,Shrubland,Wetland,Wetland,Water,Wetland,Water
790,Shrubland,Wetland,Wetland,Water,Wetland,Permanent_ice_and_snow
791,Shrubland,Wetland,Wetland,Water,Wetland,Forest
792,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
793,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
794,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
795,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
796,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
797,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
798,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
799,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
800,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
801,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
802,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
803,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
804,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
805,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
