Value,SIBERIA_2024_ESA_CALU_2024_45XVB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XVB_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XVB_M_R,SIBERIA_2024_GSW_Yearly_2021_45XVB_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XVB_M_R,SIBERIA_2024_WorldCover_2021_45XVB_M_R
412,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
413,NULL,Water,Shrubland,Water,Non_Wetland,Water
414,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
415,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
416,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
417,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
418,NULL,Water,Grassland,NULL,Non_Wetland,Water
419,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
420,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
421,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
422,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
423,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
424,NULL,Water,Grassland,Water,Non_Wetland,Grassland
425,NULL,Water,Grassland,Water,Non_Wetland,Wetland
426,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
427,NULL,Water,Grassland,Water,Non_Wetland,Bareland
428,NULL,Water,Grassland,Water,Non_Wetland,Water
429,NULL,Water,Wetland,NULL,NULL,Grassland
430,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
431,NULL,Water,Wetland,NULL,NULL,Bareland
432,NULL,Water,Wetland,NULL,NULL,Water
433,NULL,Water,Wetland,NULL,Wetland,Grassland
434,NULL,Water,Wetland,NULL,Wetland,Wetland
435,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
436,NULL,Water,Wetland,NULL,Wetland,Bareland
437,NULL,Water,Wetland,NULL,Wetland,Water
438,NULL,Water,Wetland,Non_Water,NULL,Grassland
439,NULL,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
440,NULL,Water,Wetland,Non_Water,NULL,Bareland
441,NULL,Water,Wetland,Non_Water,NULL,Water
442,NULL,Water,Wetland,Non_Water,Wetland,Grassland
443,NULL,Water,Wetland,Non_Water,Wetland,Wetland
444,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
445,NULL,Water,Wetland,Non_Water,Wetland,Bareland
446,NULL,Water,Wetland,Non_Water,Wetland,Water
447,NULL,Water,Wetland,Water,NULL,Grassland
448,NULL,Water,Wetland,Water,NULL,Wetland
449,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
450,NULL,Water,Wetland,Water,NULL,Bareland
451,NULL,Water,Wetland,Water,NULL,Water
452,NULL,Water,Wetland,Water,Wetland,Grassland
453,NULL,Water,Wetland,Water,Wetland,Wetland
454,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
455,NULL,Water,Wetland,Water,Wetland,Bareland
456,NULL,Water,Wetland,Water,Wetland,Water
457,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
458,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
459,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
460,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
461,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
462,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
463,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
464,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
465,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
466,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
467,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
468,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
469,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
470,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
471,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
472,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
473,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
474,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
475,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
476,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
477,NULL,Water,Bareland,NULL,Non_Wetland,Water
478,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
479,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
480,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
481,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
482,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
483,NULL,Water,Bareland,Water,Non_Wetland,Grassland
484,NULL,Water,Bareland,Water,Non_Wetland,Wetland
485,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
486,NULL,Water,Bareland,Water,Non_Wetland,Bareland
487,NULL,Water,Bareland,Water,Non_Wetland,Water
488,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
489,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
490,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
491,NULL,Water,Built-up,NULL,Non_Wetland,Water
492,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
493,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
494,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
495,NULL,Water,Built-up,Water,Non_Wetland,Bareland
496,NULL,Water,Built-up,Water,Non_Wetland,Water
497,NULL,Water,Water,NULL,NULL,Water
498,NULL,Water,Water,NULL,Water,Grassland
499,NULL,Water,Water,NULL,Water,Wetland
500,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
501,NULL,Water,Water,NULL,Water,Bareland
502,NULL,Water,Water,NULL,Water,Water
503,NULL,Water,Water,Non_Water,NULL,Grassland
504,NULL,Water,Water,Non_Water,NULL,Water
505,NULL,Water,Water,Non_Water,Water,Grassland
506,NULL,Water,Water,Non_Water,Water,Wetland
507,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
508,NULL,Water,Water,Non_Water,Water,Bareland
509,NULL,Water,Water,Non_Water,Water,Water
510,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
511,NULL,Water,Water,Water,NULL,Bareland
512,NULL,Water,Water,Water,NULL,Water
513,NULL,Water,Water,Water,Water,Grassland
514,NULL,Water,Water,Water,Water,Wetland
515,NULL,Water,Water,Water,Water,Lichens_and_Mosses
516,NULL,Water,Water,Water,Water,Bareland
517,NULL,Water,Water,Water,Water,Water
518,NULL,Water,Water,Water,Water,Forest
519,NULL,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
520,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
521,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
522,NULL,Water,Forest,NULL,Non_Wetland,Grassland
523,NULL,Water,Forest,NULL,Non_Wetland,Wetland
524,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
525,NULL,Water,Forest,NULL,Non_Wetland,Water
526,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
527,NULL,Water,Forest,Non_Water,Non_Wetland,Water
528,NULL,Water,Forest,Water,Non_Wetland,Grassland
529,NULL,Water,Forest,Water,Non_Wetland,Wetland
530,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
531,NULL,Water,Forest,Water,Non_Wetland,Water
532,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
533,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
534,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
535,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
536,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
537,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
538,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
539,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
540,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
541,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
542,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
543,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
544,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
545,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
546,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
547,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
548,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
549,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
550,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
551,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
552,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
553,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
554,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
555,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
556,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
557,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
558,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
559,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
560,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
561,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
562,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
563,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
564,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
565,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
566,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
567,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
568,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
569,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
570,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
571,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
572,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
573,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
574,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
575,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
576,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
577,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
578,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
579,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
580,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
581,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
582,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
583,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
584,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
585,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
586,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
587,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
588,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
589,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
590,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
591,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
592,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
593,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
594,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
595,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
596,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
597,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
598,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
599,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
600,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
601,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
602,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
603,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
604,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
605,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
606,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
607,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
608,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
609,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
610,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
611,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
612,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
613,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
614,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
615,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
616,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
617,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
618,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
619,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
620,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
621,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
622,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
623,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
624,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
625,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
626,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
627,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
628,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
629,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
630,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
631,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
632,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
633,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
634,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
635,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
636,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
637,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
638,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
639,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
640,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
641,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
642,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
643,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
644,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
645,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
646,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
647,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
648,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
649,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Grassland
650,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
651,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
652,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
653,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
654,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
655,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
656,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
657,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
658,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
659,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
660,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
661,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
662,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
663,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
664,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
665,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
666,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
667,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
668,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
669,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
670,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
671,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Grassland
672,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
673,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
674,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
675,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
676,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
677,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
678,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
679,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
680,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
681,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
682,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
683,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
684,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
685,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
686,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
687,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
688,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
689,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
690,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
691,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
692,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
693,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
694,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
695,NULL,Forest,Shrubland,Water,Non_Wetland,Water
696,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
697,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
698,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
699,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
700,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
701,NULL,Forest,Wetland,NULL,Wetland,Grassland
702,NULL,Forest,Wetland,NULL,Wetland,Wetland
703,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
704,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
705,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
706,NULL,Forest,Wetland,Non_Water,Wetland,Water
707,NULL,Forest,Wetland,Water,Wetland,Grassland
708,NULL,Forest,Wetland,Water,Wetland,Wetland
709,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
710,NULL,Forest,Wetland,Water,Wetland,Water
711,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
712,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
713,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
714,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
715,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
716,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
717,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
718,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
719,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
720,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
721,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
722,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
723,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
724,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
725,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
726,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
727,NULL,Forest,Bareland,Water,Non_Wetland,Water
728,NULL,Forest,Water,NULL,Water,Wetland
729,NULL,Forest,Water,Water,Water,Wetland
730,NULL,Forest,Water,Water,Water,Water
731,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
732,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
733,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
734,NULL,Forest,Forest,Water,Non_Wetland,Grassland
735,NULL,Forest,Forest,Water,Non_Wetland,Wetland
736,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
737,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
738,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
739,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
740,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
741,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
742,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
743,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
744,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
745,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
746,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
747,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
748,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
749,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
750,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
751,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
752,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
753,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
754,Shrubland,NULL,Wetland,NULL,NULL,Grassland
755,Shrubland,NULL,Wetland,NULL,NULL,Wetland
756,Shrubland,NULL,Wetland,NULL,NULL,Water
757,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
758,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
759,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
760,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
761,Shrubland,NULL,Wetland,NULL,Wetland,Water
762,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
763,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
764,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
765,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
766,Shrubland,NULL,Wetland,Water,NULL,Wetland
767,Shrubland,NULL,Wetland,Water,Wetland,Grassland
768,Shrubland,NULL,Wetland,Water,Wetland,Wetland
769,Shrubland,NULL,Wetland,Water,Wetland,Water
770,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
771,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
772,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
773,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
774,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
775,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
776,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
777,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
778,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
779,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
780,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
781,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
782,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
783,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
784,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
785,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
786,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
787,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
788,Shrubland,NULL,Water,NULL,Water,Wetland
789,Shrubland,NULL,Water,Water,Water,Wetland
790,Shrubland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
