Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXN_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXN_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXN_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXN_M_R,SIBERIA_2024_WorldCover_2021_42VXN_M_R
476,Wetland,Water,Water,Water,NULL
477,Wetland,Water,Water,Water,Grassland
478,Wetland,Water,Water,Water,Cropland
479,Wetland,Water,Water,Water,Wetland
480,Wetland,Water,Water,Water,Lichens_and_Mosses
481,Wetland,Water,Water,Water,Bareland
482,Wetland,Water,Water,Water,Built-up
483,Wetland,Water,Water,Water,Water
484,Wetland,Water,Water,Water,Forest
485,Wetland,Forest,NULL,Non_Wetland,NULL
486,Wetland,Forest,NULL,Non_Wetland,Grassland
487,Wetland,Forest,NULL,Non_Wetland,Cropland
488,Wetland,Forest,NULL,Non_Wetland,Wetland
489,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
490,Wetland,Forest,NULL,Non_Wetland,Bareland
491,Wetland,Forest,NULL,Non_Wetland,Built-up
492,Wetland,Forest,NULL,Non_Wetland,Water
493,Wetland,Forest,NULL,Non_Wetland,Forest
494,Wetland,Forest,Non_Water,Non_Wetland,NULL
495,Wetland,Forest,Non_Water,Non_Wetland,Grassland
496,Wetland,Forest,Non_Water,Non_Wetland,Cropland
497,Wetland,Forest,Non_Water,Non_Wetland,Wetland
498,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
499,Wetland,Forest,Non_Water,Non_Wetland,Bareland
500,Wetland,Forest,Non_Water,Non_Wetland,Built-up
501,Wetland,Forest,Non_Water,Non_Wetland,Water
502,Wetland,Forest,Non_Water,Non_Wetland,Forest
503,Wetland,Forest,Water,Non_Wetland,NULL
504,Wetland,Forest,Water,Non_Wetland,Grassland
505,Wetland,Forest,Water,Non_Wetland,Cropland
506,Wetland,Forest,Water,Non_Wetland,Wetland
507,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
508,Wetland,Forest,Water,Non_Wetland,Bareland
509,Wetland,Forest,Water,Non_Wetland,Built-up
510,Wetland,Forest,Water,Non_Wetland,Water
511,Wetland,Forest,Water,Non_Wetland,Forest
512,Bareland,NULL,NULL,Non_Wetland,NULL
513,Bareland,NULL,NULL,Non_Wetland,Grassland
514,Bareland,NULL,NULL,Non_Wetland,Wetland
515,Bareland,NULL,NULL,Non_Wetland,Bareland
516,Bareland,NULL,NULL,Non_Wetland,Built-up
517,Bareland,NULL,NULL,Non_Wetland,Water
518,Bareland,NULL,NULL,Non_Wetland,Forest
519,Bareland,NULL,Non_Water,Non_Wetland,Water
520,Bareland,Shrubland,NULL,Non_Wetland,Grassland
521,Bareland,Shrubland,NULL,Non_Wetland,Wetland
522,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
523,Bareland,Shrubland,NULL,Non_Wetland,Bareland
524,Bareland,Shrubland,NULL,Non_Wetland,Built-up
525,Bareland,Shrubland,NULL,Non_Wetland,Water
526,Bareland,Shrubland,NULL,Non_Wetland,Forest
527,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
528,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
529,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
530,Bareland,Shrubland,Non_Water,Non_Wetland,Water
531,Bareland,Shrubland,Water,Non_Wetland,Grassland
532,Bareland,Shrubland,Water,Non_Wetland,Wetland
533,Bareland,Shrubland,Water,Non_Wetland,Bareland
534,Bareland,Shrubland,Water,Non_Wetland,Water
535,Bareland,Grassland,NULL,Non_Wetland,Grassland
536,Bareland,Grassland,NULL,Non_Wetland,Wetland
537,Bareland,Grassland,NULL,Non_Wetland,Bareland
538,Bareland,Grassland,NULL,Non_Wetland,Built-up
539,Bareland,Grassland,NULL,Non_Wetland,Forest
540,Bareland,Cropland,NULL,Non_Wetland,Grassland
541,Bareland,Cropland,NULL,Non_Wetland,Wetland
542,Bareland,Cropland,NULL,Non_Wetland,Bareland
543,Bareland,Cropland,NULL,Non_Wetland,Built-up
544,Bareland,Cropland,NULL,Non_Wetland,Forest
545,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
546,Bareland,Wetland,NULL,Wetland,NULL
547,Bareland,Wetland,NULL,Wetland,Grassland
548,Bareland,Wetland,NULL,Wetland,Cropland
549,Bareland,Wetland,NULL,Wetland,Wetland
550,Bareland,Wetland,NULL,Wetland,Bareland
551,Bareland,Wetland,NULL,Wetland,Water
552,Bareland,Wetland,NULL,Wetland,Forest
553,Bareland,Wetland,Non_Water,Wetland,Grassland
554,Bareland,Wetland,Non_Water,Wetland,Wetland
555,Bareland,Wetland,Non_Water,Wetland,Bareland
556,Bareland,Wetland,Non_Water,Wetland,Water
557,Bareland,Wetland,Non_Water,Wetland,Forest
558,Bareland,Wetland,Water,Wetland,Grassland
559,Bareland,Wetland,Water,Wetland,Wetland
560,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
561,Bareland,Wetland,Water,Wetland,Bareland
562,Bareland,Wetland,Water,Wetland,Water
563,Bareland,Wetland,Water,Wetland,Forest
564,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
565,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
566,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
567,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
568,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
569,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
570,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
571,Bareland,Bareland,NULL,Non_Wetland,NULL
572,Bareland,Bareland,NULL,Non_Wetland,Grassland
573,Bareland,Bareland,NULL,Non_Wetland,Cropland
574,Bareland,Bareland,NULL,Non_Wetland,Wetland
575,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
576,Bareland,Bareland,NULL,Non_Wetland,Bareland
577,Bareland,Bareland,NULL,Non_Wetland,Built-up
578,Bareland,Bareland,NULL,Non_Wetland,Water
579,Bareland,Bareland,NULL,Non_Wetland,Forest
580,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
581,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
582,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
583,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
584,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
585,Bareland,Bareland,Non_Water,Non_Wetland,Water
586,Bareland,Bareland,Non_Water,Non_Wetland,Forest
587,Bareland,Bareland,Water,Non_Wetland,Grassland
588,Bareland,Bareland,Water,Non_Wetland,Wetland
589,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
590,Bareland,Bareland,Water,Non_Wetland,Bareland
591,Bareland,Bareland,Water,Non_Wetland,Water
592,Bareland,Built-up,NULL,Non_Wetland,Grassland
593,Bareland,Built-up,NULL,Non_Wetland,Wetland
594,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
595,Bareland,Built-up,NULL,Non_Wetland,Bareland
596,Bareland,Built-up,NULL,Non_Wetland,Built-up
597,Bareland,Built-up,NULL,Non_Wetland,Water
598,Bareland,Built-up,NULL,Non_Wetland,Forest
599,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
600,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
601,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
602,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
603,Bareland,Built-up,Non_Water,Non_Wetland,Water
604,Bareland,Built-up,Water,Non_Wetland,Bareland
605,Bareland,Built-up,Water,Non_Wetland,Built-up
606,Bareland,Built-up,Water,Non_Wetland,Water
607,Bareland,Built-up,Water,Non_Wetland,Forest
608,Bareland,Water,NULL,Water,NULL
609,Bareland,Water,NULL,Water,Water
610,Bareland,Water,NULL,Water,Forest
611,Bareland,Water,Non_Water,Water,Bareland
612,Bareland,Water,Non_Water,Water,Water
613,Bareland,Water,Non_Water,Water,Forest
614,Bareland,Water,Water,Water,Grassland
615,Bareland,Water,Water,Water,Wetland
616,Bareland,Water,Water,Water,Lichens_and_Mosses
617,Bareland,Water,Water,Water,Bareland
618,Bareland,Water,Water,Water,Water
619,Bareland,Water,Water,Water,Forest
620,Bareland,Forest,NULL,Non_Wetland,NULL
621,Bareland,Forest,NULL,Non_Wetland,Grassland
622,Bareland,Forest,NULL,Non_Wetland,Wetland
623,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
624,Bareland,Forest,NULL,Non_Wetland,Bareland
625,Bareland,Forest,NULL,Non_Wetland,Built-up
626,Bareland,Forest,NULL,Non_Wetland,Water
627,Bareland,Forest,NULL,Non_Wetland,Forest
628,Bareland,Forest,Non_Water,Non_Wetland,Grassland
629,Bareland,Forest,Non_Water,Non_Wetland,Wetland
630,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
631,Bareland,Forest,Non_Water,Non_Wetland,Bareland
632,Bareland,Forest,Non_Water,Non_Wetland,Built-up
633,Bareland,Forest,Non_Water,Non_Wetland,Water
634,Bareland,Forest,Non_Water,Non_Wetland,Forest
635,Bareland,Forest,Water,Non_Wetland,Grassland
636,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
637,Bareland,Forest,Water,Non_Wetland,Bareland
638,Bareland,Forest,Water,Non_Wetland,Built-up
639,Bareland,Forest,Water,Non_Wetland,Water
640,Bareland,Forest,Water,Non_Wetland,Forest
641,Built-up,NULL,NULL,Non_Wetland,Grassland
642,Built-up,NULL,NULL,Non_Wetland,Cropland
643,Built-up,NULL,NULL,Non_Wetland,Wetland
644,Built-up,NULL,NULL,Non_Wetland,Bareland
645,Built-up,NULL,NULL,Non_Wetland,Built-up
646,Built-up,NULL,NULL,Non_Wetland,Water
647,Built-up,NULL,NULL,Non_Wetland,Forest
648,Built-up,NULL,Non_Water,Non_Wetland,Wetland
649,Built-up,NULL,Non_Water,Non_Wetland,Forest
650,Built-up,NULL,Water,Non_Wetland,Grassland
651,Built-up,NULL,Water,Non_Wetland,Bareland
652,Built-up,NULL,Water,Non_Wetland,Water
653,Built-up,NULL,Water,Non_Wetland,Forest
654,Built-up,Shrubland,NULL,Non_Wetland,Grassland
655,Built-up,Shrubland,NULL,Non_Wetland,Cropland
656,Built-up,Shrubland,NULL,Non_Wetland,Wetland
657,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
658,Built-up,Shrubland,NULL,Non_Wetland,Bareland
659,Built-up,Shrubland,NULL,Non_Wetland,Built-up
660,Built-up,Shrubland,NULL,Non_Wetland,Water
661,Built-up,Shrubland,NULL,Non_Wetland,Forest
662,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
663,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
664,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
665,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
666,Built-up,Shrubland,Water,Non_Wetland,Water
667,Built-up,Shrubland,Water,Non_Wetland,Forest
668,Built-up,Grassland,NULL,Non_Wetland,NULL
669,Built-up,Grassland,NULL,Non_Wetland,Grassland
670,Built-up,Grassland,NULL,Non_Wetland,Cropland
671,Built-up,Grassland,NULL,Non_Wetland,Wetland
672,Built-up,Grassland,NULL,Non_Wetland,Bareland
673,Built-up,Grassland,NULL,Non_Wetland,Built-up
674,Built-up,Grassland,NULL,Non_Wetland,Water
675,Built-up,Grassland,NULL,Non_Wetland,Forest
676,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
677,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
678,Built-up,Grassland,Non_Water,Non_Wetland,Forest
679,Built-up,Grassland,Water,Non_Wetland,Forest
680,Built-up,Cropland,NULL,Non_Wetland,NULL
681,Built-up,Cropland,NULL,Non_Wetland,Grassland
682,Built-up,Cropland,NULL,Non_Wetland,Cropland
683,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
684,Built-up,Cropland,NULL,Non_Wetland,Bareland
685,Built-up,Cropland,NULL,Non_Wetland,Built-up
686,Built-up,Cropland,NULL,Non_Wetland,Forest
687,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
688,Built-up,Cropland,Non_Water,Non_Wetland,Forest
689,Built-up,Wetland,NULL,Wetland,NULL
690,Built-up,Wetland,NULL,Wetland,Grassland
691,Built-up,Wetland,NULL,Wetland,Wetland
692,Built-up,Wetland,NULL,Wetland,Bareland
693,Built-up,Wetland,NULL,Wetland,Built-up
694,Built-up,Wetland,NULL,Wetland,Water
695,Built-up,Wetland,NULL,Wetland,Forest
696,Built-up,Wetland,Non_Water,Wetland,Grassland
697,Built-up,Wetland,Non_Water,Wetland,Cropland
698,Built-up,Wetland,Non_Water,Wetland,Wetland
699,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
700,Built-up,Wetland,Non_Water,Wetland,Bareland
701,Built-up,Wetland,Non_Water,Wetland,Built-up
702,Built-up,Wetland,Non_Water,Wetland,Water
703,Built-up,Wetland,Non_Water,Wetland,Forest
704,Built-up,Wetland,Water,Wetland,Grassland
705,Built-up,Wetland,Water,Wetland,Wetland
706,Built-up,Wetland,Water,Wetland,Bareland
707,Built-up,Wetland,Water,Wetland,Built-up
708,Built-up,Wetland,Water,Wetland,Water
709,Built-up,Wetland,Water,Wetland,Forest
710,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
711,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
712,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
713,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
714,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
715,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
716,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
717,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
718,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
719,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
720,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
721,Built-up,Bareland,NULL,Non_Wetland,NULL
722,Built-up,Bareland,NULL,Non_Wetland,Grassland
723,Built-up,Bareland,NULL,Non_Wetland,Cropland
724,Built-up,Bareland,NULL,Non_Wetland,Wetland
725,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
726,Built-up,Bareland,NULL,Non_Wetland,Bareland
727,Built-up,Bareland,NULL,Non_Wetland,Built-up
728,Built-up,Bareland,NULL,Non_Wetland,Water
729,Built-up,Bareland,NULL,Non_Wetland,Forest
730,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
731,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
732,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
733,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
734,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
735,Built-up,Bareland,Non_Water,Non_Wetland,Water
736,Built-up,Bareland,Non_Water,Non_Wetland,Forest
737,Built-up,Bareland,Water,Non_Wetland,Grassland
738,Built-up,Bareland,Water,Non_Wetland,Wetland
739,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
740,Built-up,Bareland,Water,Non_Wetland,Bareland
741,Built-up,Bareland,Water,Non_Wetland,Built-up
742,Built-up,Bareland,Water,Non_Wetland,Water
743,Built-up,Bareland,Water,Non_Wetland,Forest
744,Built-up,Built-up,NULL,Non_Wetland,Grassland
745,Built-up,Built-up,NULL,Non_Wetland,Cropland
746,Built-up,Built-up,NULL,Non_Wetland,Wetland
747,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
748,Built-up,Built-up,NULL,Non_Wetland,Bareland
749,Built-up,Built-up,NULL,Non_Wetland,Built-up
750,Built-up,Built-up,NULL,Non_Wetland,Water
751,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
752,Built-up,Built-up,NULL,Non_Wetland,Forest
753,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
754,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
755,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
756,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
757,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
758,Built-up,Built-up,Non_Water,Non_Wetland,Water
759,Built-up,Built-up,Non_Water,Non_Wetland,Forest
760,Built-up,Built-up,Water,Non_Wetland,Grassland
761,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
762,Built-up,Built-up,Water,Non_Wetland,Bareland
763,Built-up,Built-up,Water,Non_Wetland,Built-up
764,Built-up,Built-up,Water,Non_Wetland,Water
765,Built-up,Built-up,Water,Non_Wetland,Forest
766,Built-up,Water,NULL,Water,Grassland
767,Built-up,Water,NULL,Water,Wetland
768,Built-up,Water,NULL,Water,Bareland
769,Built-up,Water,NULL,Water,Built-up
770,Built-up,Water,NULL,Water,Water
771,Built-up,Water,NULL,Water,Forest
772,Built-up,Water,Non_Water,Water,Grassland
773,Built-up,Water,Non_Water,Water,Wetland
774,Built-up,Water,Non_Water,Water,Bareland
775,Built-up,Water,Non_Water,Water,Built-up
776,Built-up,Water,Non_Water,Water,Water
777,Built-up,Water,Non_Water,Water,Forest
778,Built-up,Water,Water,Water,Grassland
779,Built-up,Water,Water,Water,Wetland
780,Built-up,Water,Water,Water,Bareland
781,Built-up,Water,Water,Water,Built-up
782,Built-up,Water,Water,Water,Water
783,Built-up,Water,Water,Water,Forest
784,Built-up,Forest,NULL,Non_Wetland,NULL
785,Built-up,Forest,NULL,Non_Wetland,Grassland
786,Built-up,Forest,NULL,Non_Wetland,Cropland
787,Built-up,Forest,NULL,Non_Wetland,Wetland
788,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
789,Built-up,Forest,NULL,Non_Wetland,Bareland
790,Built-up,Forest,NULL,Non_Wetland,Built-up
791,Built-up,Forest,NULL,Non_Wetland,Water
792,Built-up,Forest,NULL,Non_Wetland,Forest
793,Built-up,Forest,Non_Water,Non_Wetland,Grassland
794,Built-up,Forest,Non_Water,Non_Wetland,Wetland
795,Built-up,Forest,Non_Water,Non_Wetland,Bareland
796,Built-up,Forest,Non_Water,Non_Wetland,Built-up
797,Built-up,Forest,Non_Water,Non_Wetland,Water
798,Built-up,Forest,Non_Water,Non_Wetland,Forest
799,Built-up,Forest,Water,Non_Wetland,Grassland
800,Built-up,Forest,Water,Non_Wetland,Wetland
801,Built-up,Forest,Water,Non_Wetland,Bareland
802,Built-up,Forest,Water,Non_Wetland,Built-up
803,Built-up,Forest,Water,Non_Wetland,Water
804,Built-up,Forest,Water,Non_Wetland,Forest
805,Water,NULL,NULL,Non_Wetland,Grassland
806,Water,NULL,NULL,Non_Wetland,Cropland
807,Water,NULL,NULL,Non_Wetland,Wetland
808,Water,NULL,NULL,Non_Wetland,Bareland
809,Water,NULL,NULL,Non_Wetland,Water
810,Water,NULL,NULL,Non_Wetland,Forest
811,Water,NULL,Non_Water,Non_Wetland,Grassland
812,Water,NULL,Non_Water,Non_Wetland,Cropland
813,Water,NULL,Non_Water,Non_Wetland,Wetland
814,Water,NULL,Non_Water,Non_Wetland,Bareland
815,Water,NULL,Non_Water,Non_Wetland,Water
816,Water,NULL,Non_Water,Non_Wetland,Forest
817,Water,NULL,Water,Non_Wetland,Grassland
818,Water,NULL,Water,Non_Wetland,Cropland
819,Water,NULL,Water,Non_Wetland,Wetland
820,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
821,Water,NULL,Water,Non_Wetland,Water
822,Water,NULL,Water,Non_Wetland,Forest
823,Water,Shrubland,NULL,Non_Wetland,Grassland
824,Water,Shrubland,NULL,Non_Wetland,Wetland
825,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
826,Water,Shrubland,NULL,Non_Wetland,Bareland
827,Water,Shrubland,NULL,Non_Wetland,Water
828,Water,Shrubland,NULL,Non_Wetland,Forest
829,Water,Shrubland,Non_Water,Non_Wetland,Grassland
830,Water,Shrubland,Non_Water,Non_Wetland,Cropland
831,Water,Shrubland,Non_Water,Non_Wetland,Wetland
832,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
833,Water,Shrubland,Non_Water,Non_Wetland,Bareland
834,Water,Shrubland,Non_Water,Non_Wetland,Built-up
835,Water,Shrubland,Non_Water,Non_Wetland,Water
836,Water,Shrubland,Non_Water,Non_Wetland,Forest
837,Water,Shrubland,Water,Non_Wetland,Grassland
838,Water,Shrubland,Water,Non_Wetland,Cropland
839,Water,Shrubland,Water,Non_Wetland,Wetland
840,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
841,Water,Shrubland,Water,Non_Wetland,Bareland
842,Water,Shrubland,Water,Non_Wetland,Built-up
843,Water,Shrubland,Water,Non_Wetland,Water
844,Water,Shrubland,Water,Non_Wetland,Forest
845,Water,Grassland,NULL,Non_Wetland,Grassland
846,Water,Grassland,NULL,Non_Wetland,Wetland
847,Water,Grassland,NULL,Non_Wetland,Bareland
848,Water,Grassland,NULL,Non_Wetland,Built-up
849,Water,Grassland,NULL,Non_Wetland,Water
850,Water,Grassland,NULL,Non_Wetland,Forest
851,Water,Grassland,Non_Water,Non_Wetland,Grassland
852,Water,Grassland,Non_Water,Non_Wetland,Wetland
853,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
854,Water,Grassland,Non_Water,Non_Wetland,Bareland
855,Water,Grassland,Non_Water,Non_Wetland,Water
856,Water,Grassland,Non_Water,Non_Wetland,Forest
857,Water,Grassland,Water,Non_Wetland,Grassland
858,Water,Grassland,Water,Non_Wetland,Wetland
859,Water,Grassland,Water,Non_Wetland,Water
860,Water,Grassland,Water,Non_Wetland,Forest
861,Water,Cropland,NULL,Non_Wetland,Grassland
862,Water,Cropland,NULL,Non_Wetland,Wetland
863,Water,Cropland,NULL,Non_Wetland,Bareland
864,Water,Cropland,NULL,Non_Wetland,Water
865,Water,Cropland,NULL,Non_Wetland,Forest
866,Water,Cropland,Non_Water,Non_Wetland,Grassland
867,Water,Cropland,Non_Water,Non_Wetland,Wetland
868,Water,Cropland,Non_Water,Non_Wetland,Bareland
869,Water,Cropland,Non_Water,Non_Wetland,Forest
870,Water,Cropland,Water,Non_Wetland,Grassland
871,Water,Cropland,Water,Non_Wetland,Wetland
872,Water,Cropland,Water,Non_Wetland,Water
873,Water,Wetland,NULL,Wetland,NULL
874,Water,Wetland,NULL,Wetland,Grassland
875,Water,Wetland,NULL,Wetland,Cropland
876,Water,Wetland,NULL,Wetland,Wetland
877,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
878,Water,Wetland,NULL,Wetland,Bareland
879,Water,Wetland,NULL,Wetland,Built-up
880,Water,Wetland,NULL,Wetland,Water
881,Water,Wetland,NULL,Wetland,Forest
882,Water,Wetland,Non_Water,Wetland,Grassland
883,Water,Wetland,Non_Water,Wetland,Cropland
884,Water,Wetland,Non_Water,Wetland,Wetland
885,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
886,Water,Wetland,Non_Water,Wetland,Bareland
887,Water,Wetland,Non_Water,Wetland,Built-up
888,Water,Wetland,Non_Water,Wetland,Water
889,Water,Wetland,Non_Water,Wetland,Forest
890,Water,Wetland,Water,Wetland,NULL
891,Water,Wetland,Water,Wetland,Grassland
892,Water,Wetland,Water,Wetland,Cropland
893,Water,Wetland,Water,Wetland,Wetland
894,Water,Wetland,Water,Wetland,Lichens_and_Mosses
895,Water,Wetland,Water,Wetland,Bareland
896,Water,Wetland,Water,Wetland,Built-up
897,Water,Wetland,Water,Wetland,Water
898,Water,Wetland,Water,Wetland,Forest
899,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
900,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
901,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
902,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
903,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
904,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
905,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
906,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
907,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
908,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
909,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
910,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
911,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
912,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
913,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
914,Water,Bareland,NULL,Non_Wetland,NULL
915,Water,Bareland,NULL,Non_Wetland,Grassland
916,Water,Bareland,NULL,Non_Wetland,Cropland
917,Water,Bareland,NULL,Non_Wetland,Wetland
918,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
919,Water,Bareland,NULL,Non_Wetland,Bareland
920,Water,Bareland,NULL,Non_Wetland,Built-up
921,Water,Bareland,NULL,Non_Wetland,Water
922,Water,Bareland,NULL,Non_Wetland,Forest
923,Water,Bareland,Non_Water,Non_Wetland,Grassland
924,Water,Bareland,Non_Water,Non_Wetland,Cropland
925,Water,Bareland,Non_Water,Non_Wetland,Wetland
926,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
927,Water,Bareland,Non_Water,Non_Wetland,Bareland
928,Water,Bareland,Non_Water,Non_Wetland,Built-up
929,Water,Bareland,Non_Water,Non_Wetland,Water
930,Water,Bareland,Non_Water,Non_Wetland,Forest
931,Water,Bareland,Water,Non_Wetland,Grassland
932,Water,Bareland,Water,Non_Wetland,Cropland
933,Water,Bareland,Water,Non_Wetland,Wetland
934,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
935,Water,Bareland,Water,Non_Wetland,Bareland
936,Water,Bareland,Water,Non_Wetland,Built-up
937,Water,Bareland,Water,Non_Wetland,Water
938,Water,Bareland,Water,Non_Wetland,Forest
939,Water,Built-up,NULL,Non_Wetland,Grassland
940,Water,Built-up,NULL,Non_Wetland,Cropland
941,Water,Built-up,NULL,Non_Wetland,Wetland
942,Water,Built-up,NULL,Non_Wetland,Bareland
943,Water,Built-up,NULL,Non_Wetland,Built-up
944,Water,Built-up,NULL,Non_Wetland,Water
945,Water,Built-up,NULL,Non_Wetland,Forest
946,Water,Built-up,Non_Water,Non_Wetland,Grassland
947,Water,Built-up,Non_Water,Non_Wetland,Wetland
948,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
949,Water,Built-up,Non_Water,Non_Wetland,Bareland
950,Water,Built-up,Non_Water,Non_Wetland,Built-up
951,Water,Built-up,Non_Water,Non_Wetland,Water
952,Water,Built-up,Non_Water,Non_Wetland,Forest
953,Water,Built-up,Water,Non_Wetland,NULL
954,Water,Built-up,Water,Non_Wetland,Grassland
955,Water,Built-up,Water,Non_Wetland,Wetland
956,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
957,Water,Built-up,Water,Non_Wetland,Bareland
958,Water,Built-up,Water,Non_Wetland,Built-up
959,Water,Built-up,Water,Non_Wetland,Water
960,Water,Built-up,Water,Non_Wetland,Forest
961,Water,Water,NULL,Water,NULL
962,Water,Water,NULL,Water,Grassland
963,Water,Water,NULL,Water,Wetland
964,Water,Water,NULL,Water,Bareland
965,Water,Water,NULL,Water,Built-up
966,Water,Water,NULL,Water,Water
967,Water,Water,NULL,Water,Forest
968,Water,Water,Non_Water,Water,Grassland
