Value,SIBERIA_2024_ESA_CALU_2024_42WWC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWC_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWC_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWC_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWC_M_R,SIBERIA_2024_WorldCover_2021_42WWC_M_R
796,Shrubland,Wetland,Bareland,Water,Non_Wetland,Forest
797,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
798,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
799,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
800,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Bareland
801,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Water
802,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Forest
803,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
804,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
805,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
806,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
807,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Water
808,Shrubland,Wetland,Built-up,Water,Non_Wetland,Grassland
809,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
810,Shrubland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
811,Shrubland,Wetland,Built-up,Water,Non_Wetland,Bareland
812,Shrubland,Wetland,Built-up,Water,Non_Wetland,Water
813,Shrubland,Wetland,Water,NULL,Water,Grassland
814,Shrubland,Wetland,Water,NULL,Water,Wetland
815,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
816,Shrubland,Wetland,Water,NULL,Water,Bareland
817,Shrubland,Wetland,Water,NULL,Water,Water
818,Shrubland,Wetland,Water,NULL,Water,Forest
819,Shrubland,Wetland,Water,Non_Water,Water,Grassland
820,Shrubland,Wetland,Water,Non_Water,Water,Wetland
821,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
822,Shrubland,Wetland,Water,Non_Water,Water,Bareland
823,Shrubland,Wetland,Water,Non_Water,Water,Water
824,Shrubland,Wetland,Water,Non_Water,Water,Forest
825,Shrubland,Wetland,Water,Water,Water,Grassland
826,Shrubland,Wetland,Water,Water,Water,Wetland
827,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
828,Shrubland,Wetland,Water,Water,Water,Bareland
829,Shrubland,Wetland,Water,Water,Water,Water
830,Shrubland,Wetland,Water,Water,Water,Forest
831,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
832,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
833,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
834,Shrubland,Wetland,Forest,NULL,Non_Wetland,Bareland
835,Shrubland,Wetland,Forest,NULL,Non_Wetland,Built-up
836,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
837,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
838,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
839,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
840,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
841,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
842,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
843,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Forest
844,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
845,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
846,Shrubland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
847,Shrubland,Wetland,Forest,Water,Non_Wetland,Bareland
848,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
849,Shrubland,Wetland,Forest,Water,Non_Wetland,Forest
850,Shrubland,Bareland,NULL,NULL,Non_Wetland,Wetland
851,Shrubland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
852,Shrubland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
853,Shrubland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
854,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Grassland
855,Shrubland,Bareland,Wetland,NULL,Wetland,Grassland
856,Shrubland,Bareland,Wetland,Water,Wetland,Wetland
857,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
858,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
859,Shrubland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
860,Shrubland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
861,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Wetland
862,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
863,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Water
864,Shrubland,Bareland,Bareland,Water,Non_Wetland,Wetland
865,Shrubland,Bareland,Bareland,Water,Non_Wetland,Water
866,Shrubland,Bareland,Water,Water,Water,Grassland
867,Shrubland,Bareland,Water,Water,Water,Water
868,Shrubland,Bareland,Forest,NULL,Non_Wetland,Grassland
869,Shrubland,Bareland,Forest,NULL,Non_Wetland,Wetland
870,Shrubland,Bareland,Forest,NULL,Non_Wetland,Water
871,Shrubland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
872,Shrubland,Bareland,Forest,Non_Water,Non_Wetland,Water
873,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
874,Shrubland,Water,NULL,NULL,Non_Wetland,Grassland
875,Shrubland,Water,NULL,NULL,Non_Wetland,Wetland
876,Shrubland,Water,NULL,NULL,Non_Wetland,Water
877,Shrubland,Water,NULL,Non_Water,Non_Wetland,Wetland
878,Shrubland,Water,NULL,Non_Water,Non_Wetland,Water
879,Shrubland,Water,NULL,Water,Non_Wetland,Water
880,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
881,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
882,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
883,Shrubland,Water,Shrubland,NULL,Non_Wetland,Bareland
884,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
885,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
886,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
887,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
888,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
889,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
890,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
891,Shrubland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
892,Shrubland,Water,Shrubland,Water,Non_Wetland,Bareland
893,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
894,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
895,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
896,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
897,Shrubland,Water,Grassland,NULL,Non_Wetland,Bareland
898,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
899,Shrubland,Water,Grassland,NULL,Non_Wetland,Forest
900,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Grassland
901,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Wetland
902,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
903,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Bareland
904,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
905,Shrubland,Water,Grassland,Water,Non_Wetland,Grassland
906,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
907,Shrubland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
908,Shrubland,Water,Grassland,Water,Non_Wetland,Water
909,Shrubland,Water,Wetland,NULL,Wetland,Grassland
910,Shrubland,Water,Wetland,NULL,Wetland,Wetland
911,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
912,Shrubland,Water,Wetland,NULL,Wetland,Bareland
913,Shrubland,Water,Wetland,NULL,Wetland,Water
914,Shrubland,Water,Wetland,NULL,Wetland,Forest
915,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
916,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
917,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
918,Shrubland,Water,Wetland,Non_Water,Wetland,Bareland
919,Shrubland,Water,Wetland,Non_Water,Wetland,Water
920,Shrubland,Water,Wetland,Non_Water,Wetland,Forest
921,Shrubland,Water,Wetland,Water,Wetland,Grassland
922,Shrubland,Water,Wetland,Water,Wetland,Wetland
923,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
924,Shrubland,Water,Wetland,Water,Wetland,Bareland
925,Shrubland,Water,Wetland,Water,Wetland,Water
926,Shrubland,Water,Wetland,Water,Wetland,Forest
927,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
928,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
929,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
930,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
931,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
932,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
933,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
934,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
935,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
936,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
937,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
938,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
939,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
940,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
941,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
942,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
943,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
944,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
945,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
946,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
947,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
948,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
949,Shrubland,Water,Bareland,NULL,Non_Wetland,Forest
950,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
951,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
952,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
953,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Bareland
954,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
955,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Forest
956,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
957,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
958,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
959,Shrubland,Water,Bareland,Water,Non_Wetland,Bareland
960,Shrubland,Water,Bareland,Water,Non_Wetland,Water
961,Shrubland,Water,Bareland,Water,Non_Wetland,Forest
962,Shrubland,Water,Built-up,NULL,Non_Wetland,Grassland
963,Shrubland,Water,Built-up,NULL,Non_Wetland,Wetland
964,Shrubland,Water,Built-up,NULL,Non_Wetland,Water
965,Shrubland,Water,Built-up,Non_Water,Non_Wetland,Water
966,Shrubland,Water,Built-up,Water,Non_Wetland,Bareland
967,Shrubland,Water,Built-up,Water,Non_Wetland,Water
968,Shrubland,Water,Water,NULL,Water,Grassland
969,Shrubland,Water,Water,NULL,Water,Wetland
970,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
971,Shrubland,Water,Water,NULL,Water,Bareland
972,Shrubland,Water,Water,NULL,Water,Water
973,Shrubland,Water,Water,NULL,Water,Forest
974,Shrubland,Water,Water,Non_Water,Water,Grassland
975,Shrubland,Water,Water,Non_Water,Water,Wetland
976,Shrubland,Water,Water,Non_Water,Water,Lichens_and_Mosses
977,Shrubland,Water,Water,Non_Water,Water,Bareland
978,Shrubland,Water,Water,Non_Water,Water,Water
979,Shrubland,Water,Water,Non_Water,Water,Forest
980,Shrubland,Water,Water,Water,Water,Grassland
981,Shrubland,Water,Water,Water,Water,Wetland
982,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
983,Shrubland,Water,Water,Water,Water,Bareland
984,Shrubland,Water,Water,Water,Water,Water
985,Shrubland,Water,Water,Water,Water,Forest
986,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
987,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
988,Shrubland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
989,Shrubland,Water,Forest,NULL,Non_Wetland,Bareland
990,Shrubland,Water,Forest,NULL,Non_Wetland,Water
991,Shrubland,Water,Forest,NULL,Non_Wetland,Forest
992,Shrubland,Water,Forest,Non_Water,Non_Wetland,Grassland
993,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
994,Shrubland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
995,Shrubland,Water,Forest,Non_Water,Non_Wetland,Bareland
996,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
997,Shrubland,Water,Forest,Non_Water,Non_Wetland,Forest
998,Shrubland,Water,Forest,Water,Non_Wetland,Grassland
999,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1000,Shrubland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1001,Shrubland,Water,Forest,Water,Non_Wetland,Bareland
1002,Shrubland,Water,Forest,Water,Non_Wetland,Water
1003,Shrubland,Water,Forest,Water,Non_Wetland,Forest
1004,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1005,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1006,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1007,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1008,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
1009,Shrubland,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
1010,Shrubland,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
1011,Shrubland,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
1012,Shrubland,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
1013,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1014,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1015,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1016,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1017,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1018,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1019,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1020,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1021,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1022,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1023,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1024,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1025,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1026,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1027,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1028,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1029,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1030,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1031,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1032,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1033,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1034,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1035,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
1036,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
1037,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
1038,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1039,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1040,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1041,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
1042,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1043,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1044,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1045,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1046,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1047,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1048,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1049,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1050,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1051,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1052,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1053,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1054,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1055,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1056,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1057,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1058,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1059,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1060,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1061,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1062,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1063,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1064,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1065,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1066,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1067,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1068,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1069,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1070,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1071,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1072,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1073,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1074,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1075,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1076,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1077,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1078,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1079,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1080,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1081,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1082,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1083,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1084,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1085,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1086,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1087,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1088,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1089,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1090,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1091,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1092,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1093,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1094,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1095,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1096,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1097,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1098,Shrubland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1099,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1100,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1101,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1102,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1103,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Forest
1104,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1105,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1106,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1107,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1108,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
1109,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1110,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1111,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1112,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
1113,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Forest
1114,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1115,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1116,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1117,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1118,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1119,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1120,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1121,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1122,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1123,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
1124,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1125,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1126,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1127,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1128,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
1129,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
1130,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1131,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1132,Shrubland,Forest,NULL,NULL,Non_Wetland,Grassland
1133,Shrubland,Forest,NULL,NULL,Non_Wetland,Wetland
1134,Shrubland,Forest,NULL,NULL,Non_Wetland,Forest
1135,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1136,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1137,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1138,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1139,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1140,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1141,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
1142,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1143,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1144,Shrubland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1145,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1146,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1147,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1148,Shrubland,Forest,Grassland,Water,Non_Wetland,Wetland
1149,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
1150,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1151,Shrubland,Forest,Wetland,NULL,Wetland,Water
1152,Shrubland,Forest,Wetland,NULL,Wetland,Forest
1153,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
1154,Shrubland,Forest,Wetland,Non_Water,Wetland,Water
1155,Shrubland,Forest,Wetland,Water,Wetland,Water
1156,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1157,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1158,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1159,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1160,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1161,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
