Value,SIBERIA_2024_ESA_CALU_2024_43WDN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,SIBERIA_2024_WorldCover_2021_43WDN_M_R
411,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
412,NULL,Bareland,Wetland,Non_Water,Wetland,Water
413,NULL,Bareland,Wetland,Non_Water,Wetland,Forest
414,NULL,Bareland,Wetland,Water,Wetland,Grassland
415,NULL,Bareland,Wetland,Water,Wetland,Wetland
416,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
417,NULL,Bareland,Wetland,Water,Wetland,Bareland
418,NULL,Bareland,Wetland,Water,Wetland,Water
419,NULL,Bareland,Wetland,Water,Wetland,Forest
420,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
421,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
422,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
423,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
424,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
425,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
426,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
427,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
428,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
429,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
430,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
431,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
432,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
433,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
434,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
435,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
436,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
437,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
438,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
439,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
440,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
441,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
442,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
443,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
444,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
445,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
446,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
447,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
448,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
449,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
450,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
451,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Forest
452,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
453,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
454,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
455,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
456,NULL,Bareland,Bareland,Water,Non_Wetland,Water
457,NULL,Bareland,Bareland,Water,Non_Wetland,Forest
458,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
459,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
460,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
461,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
462,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
463,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
464,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
465,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
466,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
467,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
468,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Forest
469,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland
470,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
471,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
472,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
473,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up
474,NULL,Bareland,Built-up,Water,Non_Wetland,Water
475,NULL,Bareland,Water,NULL,Water,Grassland
476,NULL,Bareland,Water,NULL,Water,Wetland
477,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
478,NULL,Bareland,Water,NULL,Water,Bareland
479,NULL,Bareland,Water,NULL,Water,Water
480,NULL,Bareland,Water,NULL,Water,Forest
481,NULL,Bareland,Water,Non_Water,Water,Grassland
482,NULL,Bareland,Water,Non_Water,Water,Wetland
483,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
484,NULL,Bareland,Water,Non_Water,Water,Bareland
485,NULL,Bareland,Water,Non_Water,Water,Water
486,NULL,Bareland,Water,Non_Water,Water,Forest
487,NULL,Bareland,Water,Water,Water,Grassland
488,NULL,Bareland,Water,Water,Water,Wetland
489,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
490,NULL,Bareland,Water,Water,Water,Bareland
491,NULL,Bareland,Water,Water,Water,Water
492,NULL,Bareland,Water,Water,Water,Forest
493,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
494,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
495,NULL,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
496,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
497,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up
498,NULL,Bareland,Forest,NULL,Non_Wetland,Water
499,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
500,NULL,Bareland,Forest,Non_Water,Non_Wetland,Grassland
501,NULL,Bareland,Forest,Non_Water,Non_Wetland,Wetland
502,NULL,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
503,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
504,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
505,NULL,Bareland,Forest,Non_Water,Non_Wetland,Forest
506,NULL,Bareland,Forest,Water,Non_Wetland,Grassland
507,NULL,Bareland,Forest,Water,Non_Wetland,Wetland
508,NULL,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
509,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
510,NULL,Bareland,Forest,Water,Non_Wetland,Water
511,NULL,Bareland,Forest,Water,Non_Wetland,Forest
512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
514,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
515,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland
516,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
517,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
518,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
519,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
520,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
521,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
522,NULL,Built-up,Wetland,NULL,Wetland,Grassland
523,NULL,Built-up,Wetland,NULL,Wetland,Wetland
524,NULL,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
525,NULL,Built-up,Wetland,NULL,Wetland,Bareland
526,NULL,Built-up,Wetland,NULL,Wetland,Built-up
527,NULL,Built-up,Wetland,NULL,Wetland,Water
528,NULL,Built-up,Wetland,NULL,Wetland,Forest
529,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
530,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
531,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
532,NULL,Built-up,Wetland,Water,Wetland,Grassland
533,NULL,Built-up,Wetland,Water,Wetland,Wetland
534,NULL,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
535,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
536,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
537,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
538,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
539,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
540,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
541,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
542,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
543,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
544,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
545,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
546,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
547,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
548,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
549,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
550,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
551,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
552,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
553,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
554,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
555,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
556,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
557,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
558,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
559,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
560,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
561,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
562,NULL,Built-up,Bareland,Water,Non_Wetland,Water
563,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
570,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
571,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
572,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
573,NULL,Built-up,Water,NULL,Water,Grassland
574,NULL,Built-up,Water,NULL,Water,Water
575,NULL,Built-up,Water,NULL,Water,Forest
576,NULL,Built-up,Water,Non_Water,Water,Wetland
577,NULL,Built-up,Water,Non_Water,Water,Water
578,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
579,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
580,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
581,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
582,NULL,Built-up,Forest,NULL,Non_Wetland,Water
583,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
584,NULL,Water,NULL,NULL,Non_Wetland,Grassland
585,NULL,Water,NULL,NULL,Non_Wetland,Wetland
586,NULL,Water,NULL,NULL,Non_Wetland,Water
587,NULL,Water,NULL,NULL,Non_Wetland,Forest
588,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
589,NULL,Water,NULL,Non_Water,Non_Wetland,Water
590,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
591,NULL,Water,NULL,Water,Non_Wetland,Grassland
592,NULL,Water,NULL,Water,Non_Wetland,Wetland
593,NULL,Water,NULL,Water,Non_Wetland,Water
594,NULL,Water,NULL,Water,Non_Wetland,Forest
595,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
596,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
597,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
598,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
599,NULL,Water,Shrubland,NULL,Non_Wetland,Water
600,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
601,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
602,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
603,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
604,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
605,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
606,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
607,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
608,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
609,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
610,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
611,NULL,Water,Shrubland,Water,Non_Wetland,Water
612,NULL,Water,Shrubland,Water,Non_Wetland,Forest
613,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
614,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
615,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
616,NULL,Water,Grassland,NULL,Non_Wetland,Water
617,NULL,Water,Grassland,NULL,Non_Wetland,Forest
618,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
619,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
620,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
621,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
622,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
623,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
624,NULL,Water,Grassland,Water,Non_Wetland,Grassland
625,NULL,Water,Grassland,Water,Non_Wetland,Wetland
626,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
627,NULL,Water,Grassland,Water,Non_Wetland,Bareland
628,NULL,Water,Grassland,Water,Non_Wetland,Water
629,NULL,Water,Grassland,Water,Non_Wetland,Forest
630,NULL,Water,Wetland,NULL,Wetland,Grassland
631,NULL,Water,Wetland,NULL,Wetland,Wetland
632,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
633,NULL,Water,Wetland,NULL,Wetland,Bareland
634,NULL,Water,Wetland,NULL,Wetland,Water
635,NULL,Water,Wetland,NULL,Wetland,Forest
636,NULL,Water,Wetland,Non_Water,Wetland,Grassland
637,NULL,Water,Wetland,Non_Water,Wetland,Wetland
638,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
639,NULL,Water,Wetland,Non_Water,Wetland,Bareland
640,NULL,Water,Wetland,Non_Water,Wetland,Water
641,NULL,Water,Wetland,Non_Water,Wetland,Forest
642,NULL,Water,Wetland,Water,Wetland,Grassland
643,NULL,Water,Wetland,Water,Wetland,Wetland
644,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
645,NULL,Water,Wetland,Water,Wetland,Bareland
646,NULL,Water,Wetland,Water,Wetland,Water
647,NULL,Water,Wetland,Water,Wetland,Forest
648,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
649,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
650,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
651,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
652,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
653,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
654,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
655,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
656,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
657,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
658,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
659,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
660,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
661,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
662,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
663,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
664,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
665,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
666,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
667,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
668,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
669,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
670,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
671,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
672,NULL,Water,Bareland,NULL,Non_Wetland,Water
673,NULL,Water,Bareland,NULL,Non_Wetland,Forest
674,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
675,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
676,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
677,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
678,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
679,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
680,NULL,Water,Bareland,Water,Non_Wetland,Grassland
681,NULL,Water,Bareland,Water,Non_Wetland,Wetland
682,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
683,NULL,Water,Bareland,Water,Non_Wetland,Bareland
684,NULL,Water,Bareland,Water,Non_Wetland,Built-up
685,NULL,Water,Bareland,Water,Non_Wetland,Water
686,NULL,Water,Bareland,Water,Non_Wetland,Forest
687,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
688,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
689,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
690,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
691,NULL,Water,Built-up,NULL,Non_Wetland,Water
692,NULL,Water,Built-up,NULL,Non_Wetland,Forest
693,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
694,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
695,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
696,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
697,NULL,Water,Built-up,Water,Non_Wetland,Grassland
698,NULL,Water,Built-up,Water,Non_Wetland,Bareland
699,NULL,Water,Built-up,Water,Non_Wetland,Water
700,NULL,Water,Built-up,Water,Non_Wetland,Forest
701,NULL,Water,Water,NULL,Water,Grassland
702,NULL,Water,Water,NULL,Water,Wetland
703,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
704,NULL,Water,Water,NULL,Water,Bareland
705,NULL,Water,Water,NULL,Water,Water
706,NULL,Water,Water,NULL,Water,Forest
707,NULL,Water,Water,Non_Water,Water,Grassland
708,NULL,Water,Water,Non_Water,Water,Wetland
709,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
710,NULL,Water,Water,Non_Water,Water,Bareland
711,NULL,Water,Water,Non_Water,Water,Water
712,NULL,Water,Water,Non_Water,Water,Forest
713,NULL,Water,Water,Water,Water,Grassland
714,NULL,Water,Water,Water,Water,Wetland
715,NULL,Water,Water,Water,Water,Lichens_and_Mosses
716,NULL,Water,Water,Water,Water,Bareland
717,NULL,Water,Water,Water,Water,Built-up
718,NULL,Water,Water,Water,Water,Water
719,NULL,Water,Water,Water,Water,Forest
720,NULL,Water,Forest,NULL,Non_Wetland,Grassland
721,NULL,Water,Forest,NULL,Non_Wetland,Wetland
722,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
723,NULL,Water,Forest,NULL,Non_Wetland,Bareland
724,NULL,Water,Forest,NULL,Non_Wetland,Water
725,NULL,Water,Forest,NULL,Non_Wetland,Forest
726,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
727,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
728,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
729,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
730,NULL,Water,Forest,Non_Water,Non_Wetland,Water
731,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
732,NULL,Water,Forest,Water,Non_Wetland,Grassland
733,NULL,Water,Forest,Water,Non_Wetland,Wetland
734,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
735,NULL,Water,Forest,Water,Non_Wetland,Bareland
736,NULL,Water,Forest,Water,Non_Wetland,Water
737,NULL,Water,Forest,Water,Non_Wetland,Forest
738,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
739,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
740,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
741,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
742,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
743,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
744,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
745,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
746,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
747,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
748,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
749,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
750,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
751,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
752,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
753,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
754,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
755,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
756,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
757,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
758,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
759,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
760,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
761,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
762,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
763,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
764,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
765,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
766,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
767,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
768,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
769,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
770,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
771,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
772,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
773,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
774,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
775,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
776,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
777,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
778,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
779,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
780,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
781,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
782,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
783,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
784,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
785,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
786,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
787,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
788,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
789,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
790,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
791,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
792,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
793,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
794,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
795,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
796,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
797,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
798,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
799,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
800,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
801,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
802,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
803,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
804,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
805,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
806,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
807,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
808,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
809,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
810,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
811,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
812,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
