Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WMT_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WMT_M_R,SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,SIBERIA_2024_WorldCover_2021_44WMT_M_R
484,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
485,Water,Shrubland,NULL,Non_Wetland,Bareland
486,Water,Shrubland,NULL,Non_Wetland,Water
487,Water,Shrubland,NULL,Non_Wetland,Forest
488,Water,Shrubland,Non_Water,Non_Wetland,Grassland
489,Water,Shrubland,Non_Water,Non_Wetland,Wetland
490,Water,Shrubland,Non_Water,Non_Wetland,Water
491,Water,Shrubland,Non_Water,Non_Wetland,Forest
492,Water,Shrubland,Water,Non_Wetland,Grassland
493,Water,Shrubland,Water,Non_Wetland,Wetland
494,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
495,Water,Shrubland,Water,Non_Wetland,Water
496,Water,Shrubland,Water,Non_Wetland,Forest
497,Water,Grassland,NULL,Non_Wetland,Grassland
498,Water,Grassland,NULL,Non_Wetland,Wetland
499,Water,Grassland,NULL,Non_Wetland,Bareland
500,Water,Grassland,NULL,Non_Wetland,Water
501,Water,Grassland,NULL,Non_Wetland,Forest
502,Water,Grassland,Non_Water,Non_Wetland,Wetland
503,Water,Grassland,Non_Water,Non_Wetland,Water
504,Water,Grassland,Non_Water,Non_Wetland,Forest
505,Water,Grassland,Water,Non_Wetland,Grassland
506,Water,Grassland,Water,Non_Wetland,Wetland
507,Water,Grassland,Water,Non_Wetland,Bareland
508,Water,Grassland,Water,Non_Wetland,Water
509,Water,Grassland,Water,Non_Wetland,Forest
510,Water,Cropland,NULL,Non_Wetland,Forest
511,Water,Wetland,NULL,Wetland,Grassland
512,Water,Wetland,NULL,Wetland,Wetland
513,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
514,Water,Wetland,NULL,Wetland,Bareland
515,Water,Wetland,NULL,Wetland,Water
516,Water,Wetland,NULL,Wetland,Forest
517,Water,Wetland,Non_Water,Wetland,Grassland
518,Water,Wetland,Non_Water,Wetland,Wetland
519,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
520,Water,Wetland,Non_Water,Wetland,Bareland
521,Water,Wetland,Non_Water,Wetland,Water
522,Water,Wetland,Non_Water,Wetland,Forest
523,Water,Wetland,Water,Wetland,Grassland
524,Water,Wetland,Water,Wetland,Wetland
525,Water,Wetland,Water,Wetland,Lichens_and_Mosses
526,Water,Wetland,Water,Wetland,Bareland
527,Water,Wetland,Water,Wetland,Water
528,Water,Wetland,Water,Wetland,Forest
529,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
530,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
531,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
532,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
533,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
534,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
535,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
536,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
537,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
538,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
539,Water,Bareland,NULL,Non_Wetland,Grassland
540,Water,Bareland,NULL,Non_Wetland,Wetland
541,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
542,Water,Bareland,NULL,Non_Wetland,Bareland
543,Water,Bareland,NULL,Non_Wetland,Water
544,Water,Bareland,NULL,Non_Wetland,Forest
545,Water,Bareland,Non_Water,Non_Wetland,Grassland
546,Water,Bareland,Non_Water,Non_Wetland,Wetland
547,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
548,Water,Bareland,Non_Water,Non_Wetland,Bareland
549,Water,Bareland,Non_Water,Non_Wetland,Water
550,Water,Bareland,Non_Water,Non_Wetland,Forest
551,Water,Bareland,Water,Non_Wetland,Grassland
552,Water,Bareland,Water,Non_Wetland,Wetland
553,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
554,Water,Bareland,Water,Non_Wetland,Bareland
555,Water,Bareland,Water,Non_Wetland,Water
556,Water,Bareland,Water,Non_Wetland,Forest
557,Water,Built-up,NULL,Non_Wetland,Wetland
558,Water,Built-up,NULL,Non_Wetland,Bareland
559,Water,Built-up,NULL,Non_Wetland,Water
560,Water,Built-up,NULL,Non_Wetland,Forest
561,Water,Built-up,Non_Water,Non_Wetland,Bareland
562,Water,Built-up,Water,Non_Wetland,Wetland
563,Water,Built-up,Water,Non_Wetland,Water
564,Water,Water,NULL,Water,Grassland
565,Water,Water,NULL,Water,Wetland
566,Water,Water,NULL,Water,Lichens_and_Mosses
567,Water,Water,NULL,Water,Bareland
568,Water,Water,NULL,Water,Water
569,Water,Water,NULL,Water,Forest
570,Water,Water,Non_Water,Water,Grassland
571,Water,Water,Non_Water,Water,Wetland
572,Water,Water,Non_Water,Water,Lichens_and_Mosses
573,Water,Water,Non_Water,Water,Bareland
574,Water,Water,Non_Water,Water,Water
575,Water,Water,Non_Water,Water,Forest
576,Water,Water,Water,Water,Grassland
577,Water,Water,Water,Water,Wetland
578,Water,Water,Water,Water,Lichens_and_Mosses
579,Water,Water,Water,Water,Bareland
580,Water,Water,Water,Water,Water
581,Water,Water,Water,Water,Forest
582,Water,Forest,NULL,Non_Wetland,Grassland
583,Water,Forest,NULL,Non_Wetland,Wetland
584,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
585,Water,Forest,NULL,Non_Wetland,Bareland
586,Water,Forest,NULL,Non_Wetland,Water
587,Water,Forest,NULL,Non_Wetland,Forest
588,Water,Forest,Non_Water,Non_Wetland,Grassland
589,Water,Forest,Non_Water,Non_Wetland,Wetland
590,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
591,Water,Forest,Non_Water,Non_Wetland,Water
592,Water,Forest,Non_Water,Non_Wetland,Forest
593,Water,Forest,Water,Non_Wetland,Grassland
594,Water,Forest,Water,Non_Wetland,Wetland
595,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
596,Water,Forest,Water,Non_Wetland,Water
597,Water,Forest,Water,Non_Wetland,Forest
598,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
599,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
600,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
601,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
602,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
603,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
604,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
605,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
606,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
607,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
608,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
609,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
610,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
611,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
612,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
613,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
614,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
615,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
616,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
617,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
618,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
619,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
620,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
621,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
622,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
623,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
624,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
625,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
626,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
627,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
628,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
629,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
630,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
631,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
632,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
633,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
634,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
635,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
636,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
637,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
638,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
639,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
640,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
641,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
642,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
643,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
644,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
645,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
646,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
647,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
648,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
649,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
650,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
651,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
652,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
653,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
654,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
655,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
656,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
657,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
658,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
659,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
660,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
661,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
662,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
663,Permanent_ice_and_snow,Water,NULL,Water,Grassland
664,Permanent_ice_and_snow,Water,NULL,Water,Wetland
665,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
666,Permanent_ice_and_snow,Water,NULL,Water,Bareland
667,Permanent_ice_and_snow,Water,NULL,Water,Water
668,Permanent_ice_and_snow,Water,NULL,Water,Forest
669,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
670,Permanent_ice_and_snow,Water,Non_Water,Water,Water
671,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
672,Permanent_ice_and_snow,Water,Water,Water,Grassland
673,Permanent_ice_and_snow,Water,Water,Water,Wetland
674,Permanent_ice_and_snow,Water,Water,Water,Water
675,Permanent_ice_and_snow,Water,Water,Water,Forest
676,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
677,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
678,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
679,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
680,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
681,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
682,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
683,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
684,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
685,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
686,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
687,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
688,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
689,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
690,Forest,NULL,NULL,Non_Wetland,NULL
691,Forest,NULL,NULL,Non_Wetland,Grassland
692,Forest,NULL,NULL,Non_Wetland,Wetland
693,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
694,Forest,NULL,NULL,Non_Wetland,Bareland
695,Forest,NULL,NULL,Non_Wetland,Built-up
696,Forest,NULL,NULL,Non_Wetland,Water
697,Forest,NULL,NULL,Non_Wetland,Forest
698,Forest,NULL,Non_Water,Non_Wetland,Grassland
699,Forest,NULL,Non_Water,Non_Wetland,Wetland
700,Forest,NULL,Non_Water,Non_Wetland,Water
701,Forest,NULL,Non_Water,Non_Wetland,Forest
702,Forest,NULL,Water,Non_Wetland,Grassland
703,Forest,NULL,Water,Non_Wetland,Wetland
704,Forest,NULL,Water,Non_Wetland,Water
705,Forest,NULL,Water,Non_Wetland,Forest
706,Forest,Shrubland,NULL,Non_Wetland,NULL
707,Forest,Shrubland,NULL,Non_Wetland,Grassland
708,Forest,Shrubland,NULL,Non_Wetland,Wetland
709,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
710,Forest,Shrubland,NULL,Non_Wetland,Bareland
711,Forest,Shrubland,NULL,Non_Wetland,Built-up
712,Forest,Shrubland,NULL,Non_Wetland,Water
713,Forest,Shrubland,NULL,Non_Wetland,Forest
714,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
715,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
716,Forest,Shrubland,Non_Water,Non_Wetland,Forest
717,Forest,Shrubland,Water,Non_Wetland,Grassland
718,Forest,Shrubland,Water,Non_Wetland,Wetland
719,Forest,Shrubland,Water,Non_Wetland,Water
720,Forest,Shrubland,Water,Non_Wetland,Forest
721,Forest,Grassland,NULL,Non_Wetland,NULL
722,Forest,Grassland,NULL,Non_Wetland,Grassland
723,Forest,Grassland,NULL,Non_Wetland,Wetland
724,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
725,Forest,Grassland,NULL,Non_Wetland,Bareland
726,Forest,Grassland,NULL,Non_Wetland,Built-up
727,Forest,Grassland,NULL,Non_Wetland,Forest
728,Forest,Grassland,Non_Water,Non_Wetland,Grassland
729,Forest,Grassland,Non_Water,Non_Wetland,Wetland
730,Forest,Grassland,Non_Water,Non_Wetland,Forest
731,Forest,Grassland,Water,Non_Wetland,Grassland
732,Forest,Grassland,Water,Non_Wetland,Wetland
733,Forest,Grassland,Water,Non_Wetland,Forest
734,Forest,Cropland,NULL,Non_Wetland,Grassland
735,Forest,Cropland,NULL,Non_Wetland,Wetland
736,Forest,Cropland,NULL,Non_Wetland,Forest
737,Forest,Cropland,Non_Water,Non_Wetland,Forest
738,Forest,Wetland,NULL,Wetland,NULL
739,Forest,Wetland,NULL,Wetland,Grassland
740,Forest,Wetland,NULL,Wetland,Wetland
741,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
742,Forest,Wetland,NULL,Wetland,Bareland
743,Forest,Wetland,NULL,Wetland,Water
744,Forest,Wetland,NULL,Wetland,Forest
745,Forest,Wetland,Non_Water,Wetland,Grassland
746,Forest,Wetland,Non_Water,Wetland,Wetland
747,Forest,Wetland,Non_Water,Wetland,Water
748,Forest,Wetland,Non_Water,Wetland,Forest
749,Forest,Wetland,Water,Wetland,Grassland
750,Forest,Wetland,Water,Wetland,Wetland
751,Forest,Wetland,Water,Wetland,Water
752,Forest,Wetland,Water,Wetland,Forest
753,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
754,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
755,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
756,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
757,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
758,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
759,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
760,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
761,Forest,Bareland,NULL,Non_Wetland,NULL
762,Forest,Bareland,NULL,Non_Wetland,Grassland
763,Forest,Bareland,NULL,Non_Wetland,Wetland
764,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
765,Forest,Bareland,NULL,Non_Wetland,Bareland
766,Forest,Bareland,NULL,Non_Wetland,Built-up
767,Forest,Bareland,NULL,Non_Wetland,Water
768,Forest,Bareland,NULL,Non_Wetland,Forest
769,Forest,Bareland,Non_Water,Non_Wetland,Grassland
770,Forest,Bareland,Non_Water,Non_Wetland,Wetland
771,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
772,Forest,Bareland,Non_Water,Non_Wetland,Bareland
773,Forest,Bareland,Non_Water,Non_Wetland,Water
774,Forest,Bareland,Non_Water,Non_Wetland,Forest
775,Forest,Bareland,Water,Non_Wetland,Grassland
776,Forest,Bareland,Water,Non_Wetland,Wetland
777,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
778,Forest,Bareland,Water,Non_Wetland,Bareland
779,Forest,Bareland,Water,Non_Wetland,Water
780,Forest,Bareland,Water,Non_Wetland,Forest
781,Forest,Built-up,NULL,Non_Wetland,Grassland
782,Forest,Built-up,NULL,Non_Wetland,Wetland
783,Forest,Built-up,NULL,Non_Wetland,Bareland
784,Forest,Built-up,NULL,Non_Wetland,Built-up
785,Forest,Built-up,NULL,Non_Wetland,Water
786,Forest,Built-up,NULL,Non_Wetland,Forest
787,Forest,Built-up,Non_Water,Non_Wetland,Water
788,Forest,Built-up,Non_Water,Non_Wetland,Forest
789,Forest,Built-up,Water,Non_Wetland,Bareland
790,Forest,Built-up,Water,Non_Wetland,Forest
791,Forest,Water,NULL,Water,Grassland
792,Forest,Water,NULL,Water,Wetland
793,Forest,Water,NULL,Water,Water
794,Forest,Water,NULL,Water,Forest
795,Forest,Water,Non_Water,Water,Grassland
796,Forest,Water,Non_Water,Water,Wetland
797,Forest,Water,Non_Water,Water,Water
798,Forest,Water,Non_Water,Water,Forest
799,Forest,Water,Water,Water,Grassland
800,Forest,Water,Water,Water,Wetland
801,Forest,Water,Water,Water,Water
802,Forest,Water,Water,Water,Forest
803,Forest,Forest,NULL,Non_Wetland,NULL
804,Forest,Forest,NULL,Non_Wetland,Grassland
805,Forest,Forest,NULL,Non_Wetland,Wetland
806,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
807,Forest,Forest,NULL,Non_Wetland,Bareland
808,Forest,Forest,NULL,Non_Wetland,Built-up
809,Forest,Forest,NULL,Non_Wetland,Water
810,Forest,Forest,NULL,Non_Wetland,Forest
811,Forest,Forest,Non_Water,Non_Wetland,Grassland
812,Forest,Forest,Non_Water,Non_Wetland,Wetland
813,Forest,Forest,Non_Water,Non_Wetland,Water
814,Forest,Forest,Non_Water,Non_Wetland,Forest
815,Forest,Forest,Water,Non_Wetland,Grassland
816,Forest,Forest,Water,Non_Wetland,Wetland
817,Forest,Forest,Water,Non_Wetland,Bareland
818,Forest,Forest,Water,Non_Wetland,Water
819,Forest,Forest,Water,Non_Wetland,Forest
