Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDF_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,SIBERIA_2024_WorldCover_2021_43VDF_M_R
499,Water,Wetland,NULL,Wetland,Grassland
500,Water,Wetland,NULL,Wetland,Wetland
501,Water,Wetland,NULL,Wetland,Bareland
502,Water,Wetland,NULL,Wetland,Built-up
503,Water,Wetland,NULL,Wetland,Water
504,Water,Wetland,NULL,Wetland,Forest
505,Water,Wetland,Non_Water,Wetland,Grassland
506,Water,Wetland,Non_Water,Wetland,Wetland
507,Water,Wetland,Non_Water,Wetland,Water
508,Water,Wetland,Non_Water,Wetland,Forest
509,Water,Wetland,Water,Wetland,Grassland
510,Water,Wetland,Water,Wetland,Wetland
511,Water,Wetland,Water,Wetland,Bareland
512,Water,Wetland,Water,Wetland,Water
513,Water,Wetland,Water,Wetland,Forest
514,Water,Bareland,NULL,Non_Wetland,Grassland
515,Water,Bareland,NULL,Non_Wetland,Wetland
516,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
517,Water,Bareland,NULL,Non_Wetland,Bareland
518,Water,Bareland,NULL,Non_Wetland,Water
519,Water,Bareland,NULL,Non_Wetland,Forest
520,Water,Bareland,Non_Water,Non_Wetland,Wetland
521,Water,Bareland,Non_Water,Non_Wetland,Built-up
522,Water,Bareland,Non_Water,Non_Wetland,Water
523,Water,Bareland,Non_Water,Non_Wetland,Forest
524,Water,Bareland,Water,Non_Wetland,Grassland
525,Water,Bareland,Water,Non_Wetland,Wetland
526,Water,Bareland,Water,Non_Wetland,Bareland
527,Water,Bareland,Water,Non_Wetland,Water
528,Water,Bareland,Water,Non_Wetland,Forest
529,Water,Built-up,NULL,Non_Wetland,Grassland
530,Water,Built-up,NULL,Non_Wetland,Wetland
531,Water,Built-up,NULL,Non_Wetland,Bareland
532,Water,Built-up,NULL,Non_Wetland,Built-up
533,Water,Built-up,NULL,Non_Wetland,Water
534,Water,Built-up,NULL,Non_Wetland,Forest
535,Water,Built-up,Non_Water,Non_Wetland,Grassland
536,Water,Built-up,Non_Water,Non_Wetland,Bareland
537,Water,Built-up,Non_Water,Non_Wetland,Water
538,Water,Built-up,Water,Non_Wetland,Wetland
539,Water,Built-up,Water,Non_Wetland,Bareland
540,Water,Built-up,Water,Non_Wetland,Water
541,Water,Water,NULL,Water,Grassland
542,Water,Water,NULL,Water,Wetland
543,Water,Water,NULL,Water,Bareland
544,Water,Water,NULL,Water,Built-up
545,Water,Water,NULL,Water,Water
546,Water,Water,NULL,Water,Forest
547,Water,Water,Non_Water,Water,Grassland
548,Water,Water,Non_Water,Water,Wetland
549,Water,Water,Non_Water,Water,Water
550,Water,Water,Non_Water,Water,Forest
551,Water,Water,Water,Water,NULL
552,Water,Water,Water,Water,Grassland
553,Water,Water,Water,Water,Wetland
554,Water,Water,Water,Water,Bareland
555,Water,Water,Water,Water,Water
556,Water,Water,Water,Water,Forest
557,Water,Forest,NULL,Non_Wetland,NULL
558,Water,Forest,NULL,Non_Wetland,Grassland
559,Water,Forest,NULL,Non_Wetland,Wetland
560,Water,Forest,NULL,Non_Wetland,Bareland
561,Water,Forest,NULL,Non_Wetland,Water
562,Water,Forest,NULL,Non_Wetland,Forest
563,Water,Forest,Non_Water,Non_Wetland,Grassland
564,Water,Forest,Non_Water,Non_Wetland,Wetland
565,Water,Forest,Non_Water,Non_Wetland,Water
566,Water,Forest,Non_Water,Non_Wetland,Forest
567,Water,Forest,Water,Non_Wetland,Grassland
568,Water,Forest,Water,Non_Wetland,Wetland
569,Water,Forest,Water,Non_Wetland,Bareland
570,Water,Forest,Water,Non_Wetland,Water
571,Water,Forest,Water,Non_Wetland,Forest
572,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
573,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
574,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
575,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
576,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
577,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
578,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
579,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
580,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Forest
581,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
582,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
583,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
584,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
585,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
586,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
587,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
588,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
589,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
590,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
591,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
592,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
593,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
594,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
595,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
596,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
597,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
598,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
599,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
600,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
601,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
602,Permanent_ice_and_snow,Water,NULL,Water,Grassland
603,Permanent_ice_and_snow,Water,NULL,Water,Bareland
604,Permanent_ice_and_snow,Water,NULL,Water,Water
605,Permanent_ice_and_snow,Water,Water,Water,Wetland
606,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
607,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
608,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Cropland
609,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
610,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
611,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
612,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
613,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Built-up
614,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
615,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
616,Forest,NULL,NULL,Non_Wetland,NULL
617,Forest,NULL,NULL,Non_Wetland,Grassland
618,Forest,NULL,NULL,Non_Wetland,Wetland
619,Forest,NULL,NULL,Non_Wetland,Bareland
620,Forest,NULL,NULL,Non_Wetland,Built-up
621,Forest,NULL,NULL,Non_Wetland,Water
622,Forest,NULL,NULL,Non_Wetland,Forest
623,Forest,NULL,Non_Water,Non_Wetland,Grassland
624,Forest,NULL,Non_Water,Non_Wetland,Wetland
625,Forest,NULL,Non_Water,Non_Wetland,Water
626,Forest,NULL,Non_Water,Non_Wetland,Forest
627,Forest,NULL,Water,Non_Wetland,Grassland
628,Forest,NULL,Water,Non_Wetland,Wetland
629,Forest,NULL,Water,Non_Wetland,Water
630,Forest,NULL,Water,Non_Wetland,Forest
631,Forest,Shrubland,NULL,Non_Wetland,NULL
632,Forest,Shrubland,NULL,Non_Wetland,Grassland
633,Forest,Shrubland,NULL,Non_Wetland,Wetland
634,Forest,Shrubland,NULL,Non_Wetland,Forest
635,Forest,Grassland,NULL,Non_Wetland,NULL
636,Forest,Grassland,NULL,Non_Wetland,Grassland
637,Forest,Grassland,NULL,Non_Wetland,Wetland
638,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
639,Forest,Grassland,NULL,Non_Wetland,Bareland
640,Forest,Grassland,NULL,Non_Wetland,Built-up
641,Forest,Grassland,NULL,Non_Wetland,Forest
642,Forest,Grassland,Non_Water,Non_Wetland,Forest
643,Forest,Grassland,Water,Non_Wetland,Wetland
644,Forest,Cropland,NULL,Non_Wetland,NULL
645,Forest,Cropland,NULL,Non_Wetland,Grassland
646,Forest,Cropland,NULL,Non_Wetland,Cropland
647,Forest,Cropland,NULL,Non_Wetland,Wetland
648,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
649,Forest,Cropland,NULL,Non_Wetland,Bareland
650,Forest,Cropland,NULL,Non_Wetland,Built-up
651,Forest,Cropland,NULL,Non_Wetland,Water
652,Forest,Cropland,NULL,Non_Wetland,Forest
653,Forest,Cropland,Non_Water,Non_Wetland,Grassland
654,Forest,Cropland,Non_Water,Non_Wetland,Water
655,Forest,Cropland,Non_Water,Non_Wetland,Forest
656,Forest,Cropland,Water,Non_Wetland,Grassland
657,Forest,Cropland,Water,Non_Wetland,Forest
658,Forest,Wetland,NULL,Wetland,NULL
659,Forest,Wetland,NULL,Wetland,Grassland
660,Forest,Wetland,NULL,Wetland,Wetland
661,Forest,Wetland,NULL,Wetland,Bareland
662,Forest,Wetland,NULL,Wetland,Built-up
663,Forest,Wetland,NULL,Wetland,Water
664,Forest,Wetland,NULL,Wetland,Forest
665,Forest,Wetland,Non_Water,Wetland,Grassland
666,Forest,Wetland,Non_Water,Wetland,Wetland
667,Forest,Wetland,Non_Water,Wetland,Water
668,Forest,Wetland,Non_Water,Wetland,Forest
669,Forest,Wetland,Water,Wetland,NULL
670,Forest,Wetland,Water,Wetland,Grassland
671,Forest,Wetland,Water,Wetland,Wetland
672,Forest,Wetland,Water,Wetland,Water
673,Forest,Wetland,Water,Wetland,Forest
674,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
675,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
676,Forest,Bareland,NULL,Non_Wetland,NULL
677,Forest,Bareland,NULL,Non_Wetland,Grassland
678,Forest,Bareland,NULL,Non_Wetland,Cropland
679,Forest,Bareland,NULL,Non_Wetland,Wetland
680,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
681,Forest,Bareland,NULL,Non_Wetland,Bareland
682,Forest,Bareland,NULL,Non_Wetland,Built-up
683,Forest,Bareland,NULL,Non_Wetland,Water
684,Forest,Bareland,NULL,Non_Wetland,Forest
685,Forest,Bareland,Non_Water,Non_Wetland,Grassland
686,Forest,Bareland,Non_Water,Non_Wetland,Wetland
687,Forest,Bareland,Non_Water,Non_Wetland,Built-up
688,Forest,Bareland,Non_Water,Non_Wetland,Water
689,Forest,Bareland,Non_Water,Non_Wetland,Forest
690,Forest,Bareland,Water,Non_Wetland,Grassland
691,Forest,Bareland,Water,Non_Wetland,Wetland
692,Forest,Bareland,Water,Non_Wetland,Built-up
693,Forest,Bareland,Water,Non_Wetland,Water
694,Forest,Bareland,Water,Non_Wetland,Forest
695,Forest,Built-up,NULL,Non_Wetland,Grassland
696,Forest,Built-up,NULL,Non_Wetland,Wetland
697,Forest,Built-up,NULL,Non_Wetland,Bareland
698,Forest,Built-up,NULL,Non_Wetland,Built-up
699,Forest,Built-up,NULL,Non_Wetland,Forest
700,Forest,Built-up,Non_Water,Non_Wetland,Grassland
701,Forest,Built-up,Non_Water,Non_Wetland,Built-up
702,Forest,Built-up,Non_Water,Non_Wetland,Forest
703,Forest,Water,NULL,Water,Grassland
704,Forest,Water,NULL,Water,Wetland
705,Forest,Water,NULL,Water,Water
706,Forest,Water,NULL,Water,Forest
707,Forest,Water,Non_Water,Water,Water
708,Forest,Water,Non_Water,Water,Forest
709,Forest,Water,Water,Water,Grassland
710,Forest,Water,Water,Water,Wetland
711,Forest,Water,Water,Water,Water
712,Forest,Water,Water,Water,Forest
713,Forest,Forest,NULL,Non_Wetland,NULL
714,Forest,Forest,NULL,Non_Wetland,Grassland
715,Forest,Forest,NULL,Non_Wetland,Cropland
716,Forest,Forest,NULL,Non_Wetland,Wetland
717,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
718,Forest,Forest,NULL,Non_Wetland,Bareland
719,Forest,Forest,NULL,Non_Wetland,Built-up
720,Forest,Forest,NULL,Non_Wetland,Water
721,Forest,Forest,NULL,Non_Wetland,Forest
722,Forest,Forest,Non_Water,Non_Wetland,Grassland
723,Forest,Forest,Non_Water,Non_Wetland,Wetland
724,Forest,Forest,Non_Water,Non_Wetland,Water
725,Forest,Forest,Non_Water,Non_Wetland,Forest
726,Forest,Forest,Water,Non_Wetland,Grassland
727,Forest,Forest,Water,Non_Wetland,Wetland
728,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
729,Forest,Forest,Water,Non_Wetland,Water
730,Forest,Forest,Water,Non_Wetland,Forest
