Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VEL_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VEL_M_R,SIBERIA_2024_GSW_Yearly_2021_43VEL_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VEL_M_R,SIBERIA_2024_WorldCover_2021_43VEL_M_R
479,Bareland,Forest,NULL,Non_Wetland,Grassland
480,Bareland,Forest,NULL,Non_Wetland,Wetland
481,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
482,Bareland,Forest,NULL,Non_Wetland,Bareland
483,Bareland,Forest,NULL,Non_Wetland,Built-up
484,Bareland,Forest,NULL,Non_Wetland,Water
485,Bareland,Forest,NULL,Non_Wetland,Forest
486,Bareland,Forest,Non_Water,Non_Wetland,Forest
487,Bareland,Forest,Water,Non_Wetland,Bareland
488,Bareland,Forest,Water,Non_Wetland,Water
489,Bareland,Forest,Water,Non_Wetland,Forest
490,Built-up,NULL,NULL,Non_Wetland,Grassland
491,Built-up,NULL,NULL,Non_Wetland,Built-up
492,Built-up,NULL,NULL,Non_Wetland,Forest
493,Built-up,Shrubland,NULL,Non_Wetland,Grassland
494,Built-up,Shrubland,NULL,Non_Wetland,Wetland
495,Built-up,Shrubland,NULL,Non_Wetland,Bareland
496,Built-up,Shrubland,NULL,Non_Wetland,Built-up
497,Built-up,Shrubland,NULL,Non_Wetland,Forest
498,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
499,Built-up,Shrubland,Water,Non_Wetland,Water
500,Built-up,Grassland,NULL,Non_Wetland,Grassland
501,Built-up,Grassland,NULL,Non_Wetland,Wetland
502,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
503,Built-up,Grassland,NULL,Non_Wetland,Bareland
504,Built-up,Grassland,NULL,Non_Wetland,Built-up
505,Built-up,Grassland,NULL,Non_Wetland,Forest
506,Built-up,Grassland,Non_Water,Non_Wetland,Forest
507,Built-up,Wetland,NULL,Wetland,NULL
508,Built-up,Wetland,NULL,Wetland,Grassland
509,Built-up,Wetland,NULL,Wetland,Wetland
510,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
511,Built-up,Wetland,NULL,Wetland,Bareland
512,Built-up,Wetland,NULL,Wetland,Built-up
513,Built-up,Wetland,NULL,Wetland,Forest
514,Built-up,Wetland,Non_Water,Wetland,Grassland
515,Built-up,Wetland,Non_Water,Wetland,Wetland
516,Built-up,Wetland,Non_Water,Wetland,Bareland
517,Built-up,Wetland,Non_Water,Wetland,Water
518,Built-up,Wetland,Non_Water,Wetland,Forest
519,Built-up,Wetland,Water,Wetland,Wetland
520,Built-up,Wetland,Water,Wetland,Water
521,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
522,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
523,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
524,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
525,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
526,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
527,Built-up,Bareland,NULL,Non_Wetland,NULL
528,Built-up,Bareland,NULL,Non_Wetland,Grassland
529,Built-up,Bareland,NULL,Non_Wetland,Wetland
530,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
531,Built-up,Bareland,NULL,Non_Wetland,Bareland
532,Built-up,Bareland,NULL,Non_Wetland,Built-up
533,Built-up,Bareland,NULL,Non_Wetland,Water
534,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
535,Built-up,Bareland,NULL,Non_Wetland,Forest
536,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
537,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
538,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
539,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
540,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
541,Built-up,Bareland,Non_Water,Non_Wetland,Water
542,Built-up,Bareland,Non_Water,Non_Wetland,Forest
543,Built-up,Bareland,Water,Non_Wetland,Grassland
544,Built-up,Bareland,Water,Non_Wetland,Wetland
545,Built-up,Bareland,Water,Non_Wetland,Bareland
546,Built-up,Bareland,Water,Non_Wetland,Built-up
547,Built-up,Bareland,Water,Non_Wetland,Water
548,Built-up,Bareland,Water,Non_Wetland,Forest
549,Built-up,Built-up,NULL,Non_Wetland,Grassland
550,Built-up,Built-up,NULL,Non_Wetland,Cropland
551,Built-up,Built-up,NULL,Non_Wetland,Wetland
552,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
553,Built-up,Built-up,NULL,Non_Wetland,Bareland
554,Built-up,Built-up,NULL,Non_Wetland,Built-up
555,Built-up,Built-up,NULL,Non_Wetland,Water
556,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
557,Built-up,Built-up,NULL,Non_Wetland,Forest
558,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
559,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
560,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
561,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
562,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
563,Built-up,Built-up,Non_Water,Non_Wetland,Permanent_ice_and_snow
564,Built-up,Built-up,Non_Water,Non_Wetland,Forest
565,Built-up,Built-up,Water,Non_Wetland,Grassland
566,Built-up,Built-up,Water,Non_Wetland,Wetland
567,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
568,Built-up,Built-up,Water,Non_Wetland,Bareland
569,Built-up,Built-up,Water,Non_Wetland,Built-up
570,Built-up,Built-up,Water,Non_Wetland,Water
571,Built-up,Built-up,Water,Non_Wetland,Forest
572,Built-up,Water,NULL,Water,Grassland
573,Built-up,Water,NULL,Water,Wetland
574,Built-up,Water,NULL,Water,Bareland
575,Built-up,Water,NULL,Water,Water
576,Built-up,Water,NULL,Water,Forest
577,Built-up,Water,Non_Water,Water,Grassland
578,Built-up,Water,Non_Water,Water,Wetland
579,Built-up,Water,Non_Water,Water,Water
580,Built-up,Water,Non_Water,Water,Forest
581,Built-up,Water,Water,Water,Grassland
582,Built-up,Water,Water,Water,Wetland
583,Built-up,Water,Water,Water,Water
584,Built-up,Water,Water,Water,Forest
585,Built-up,Forest,NULL,Non_Wetland,Grassland
586,Built-up,Forest,NULL,Non_Wetland,Wetland
587,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
588,Built-up,Forest,NULL,Non_Wetland,Bareland
589,Built-up,Forest,NULL,Non_Wetland,Built-up
590,Built-up,Forest,NULL,Non_Wetland,Water
591,Built-up,Forest,NULL,Non_Wetland,Forest
592,Built-up,Forest,Non_Water,Non_Wetland,Grassland
593,Built-up,Forest,Non_Water,Non_Wetland,Wetland
594,Built-up,Forest,Non_Water,Non_Wetland,Water
595,Built-up,Forest,Non_Water,Non_Wetland,Forest
596,Built-up,Forest,Water,Non_Wetland,Wetland
597,Built-up,Forest,Water,Non_Wetland,Bareland
598,Built-up,Forest,Water,Non_Wetland,Water
599,Built-up,Forest,Water,Non_Wetland,Forest
600,Water,NULL,NULL,Non_Wetland,Grassland
601,Water,NULL,NULL,Non_Wetland,Wetland
602,Water,NULL,NULL,Non_Wetland,Bareland
603,Water,NULL,NULL,Non_Wetland,Water
604,Water,NULL,NULL,Non_Wetland,Forest
605,Water,NULL,Non_Water,Non_Wetland,Wetland
606,Water,NULL,Non_Water,Non_Wetland,Water
607,Water,NULL,Non_Water,Non_Wetland,Forest
608,Water,NULL,Water,Non_Wetland,Wetland
609,Water,NULL,Water,Non_Wetland,Water
610,Water,NULL,Water,Non_Wetland,Forest
611,Water,Shrubland,NULL,Non_Wetland,Grassland
612,Water,Shrubland,NULL,Non_Wetland,Wetland
613,Water,Shrubland,NULL,Non_Wetland,Water
614,Water,Shrubland,NULL,Non_Wetland,Forest
615,Water,Shrubland,Non_Water,Non_Wetland,Grassland
616,Water,Shrubland,Non_Water,Non_Wetland,Wetland
617,Water,Shrubland,Non_Water,Non_Wetland,Water
618,Water,Shrubland,Non_Water,Non_Wetland,Forest
619,Water,Shrubland,Water,Non_Wetland,Grassland
620,Water,Shrubland,Water,Non_Wetland,Wetland
621,Water,Shrubland,Water,Non_Wetland,Bareland
622,Water,Shrubland,Water,Non_Wetland,Water
623,Water,Shrubland,Water,Non_Wetland,Forest
624,Water,Grassland,NULL,Non_Wetland,Grassland
625,Water,Grassland,NULL,Non_Wetland,Wetland
626,Water,Grassland,NULL,Non_Wetland,Water
627,Water,Grassland,NULL,Non_Wetland,Forest
628,Water,Grassland,Non_Water,Non_Wetland,Water
629,Water,Grassland,Water,Non_Wetland,Grassland
630,Water,Grassland,Water,Non_Wetland,Wetland
631,Water,Grassland,Water,Non_Wetland,Bareland
632,Water,Grassland,Water,Non_Wetland,Water
633,Water,Grassland,Water,Non_Wetland,Forest
634,Water,Wetland,NULL,Wetland,NULL
635,Water,Wetland,NULL,Wetland,Grassland
636,Water,Wetland,NULL,Wetland,Wetland
637,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
638,Water,Wetland,NULL,Wetland,Bareland
639,Water,Wetland,NULL,Wetland,Water
640,Water,Wetland,NULL,Wetland,Forest
641,Water,Wetland,Non_Water,Wetland,Grassland
642,Water,Wetland,Non_Water,Wetland,Wetland
643,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
644,Water,Wetland,Non_Water,Wetland,Bareland
645,Water,Wetland,Non_Water,Wetland,Water
646,Water,Wetland,Non_Water,Wetland,Forest
647,Water,Wetland,Water,Wetland,Grassland
648,Water,Wetland,Water,Wetland,Wetland
649,Water,Wetland,Water,Wetland,Lichens_and_Mosses
650,Water,Wetland,Water,Wetland,Bareland
651,Water,Wetland,Water,Wetland,Water
652,Water,Wetland,Water,Wetland,Forest
653,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
654,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
655,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
656,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
657,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
658,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
659,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
660,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
661,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
662,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
663,Water,Bareland,NULL,Non_Wetland,Grassland
664,Water,Bareland,NULL,Non_Wetland,Wetland
665,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
666,Water,Bareland,NULL,Non_Wetland,Bareland
667,Water,Bareland,NULL,Non_Wetland,Built-up
668,Water,Bareland,NULL,Non_Wetland,Water
669,Water,Bareland,NULL,Non_Wetland,Forest
670,Water,Bareland,Non_Water,Non_Wetland,Grassland
671,Water,Bareland,Non_Water,Non_Wetland,Wetland
672,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
673,Water,Bareland,Non_Water,Non_Wetland,Bareland
674,Water,Bareland,Non_Water,Non_Wetland,Water
675,Water,Bareland,Non_Water,Non_Wetland,Forest
676,Water,Bareland,Water,Non_Wetland,Grassland
677,Water,Bareland,Water,Non_Wetland,Wetland
678,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
679,Water,Bareland,Water,Non_Wetland,Bareland
680,Water,Bareland,Water,Non_Wetland,Built-up
681,Water,Bareland,Water,Non_Wetland,Water
682,Water,Bareland,Water,Non_Wetland,Forest
683,Water,Built-up,NULL,Non_Wetland,Grassland
684,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
685,Water,Built-up,NULL,Non_Wetland,Bareland
686,Water,Built-up,NULL,Non_Wetland,Built-up
687,Water,Built-up,NULL,Non_Wetland,Water
688,Water,Built-up,NULL,Non_Wetland,Forest
689,Water,Built-up,Non_Water,Non_Wetland,Grassland
690,Water,Built-up,Non_Water,Non_Wetland,Wetland
691,Water,Built-up,Non_Water,Non_Wetland,Bareland
692,Water,Built-up,Non_Water,Non_Wetland,Built-up
693,Water,Built-up,Non_Water,Non_Wetland,Water
694,Water,Built-up,Non_Water,Non_Wetland,Forest
695,Water,Built-up,Water,Non_Wetland,Grassland
696,Water,Built-up,Water,Non_Wetland,Wetland
697,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
698,Water,Built-up,Water,Non_Wetland,Bareland
699,Water,Built-up,Water,Non_Wetland,Built-up
700,Water,Built-up,Water,Non_Wetland,Water
701,Water,Built-up,Water,Non_Wetland,Forest
702,Water,Water,NULL,Water,Grassland
703,Water,Water,NULL,Water,Wetland
704,Water,Water,NULL,Water,Lichens_and_Mosses
705,Water,Water,NULL,Water,Bareland
706,Water,Water,NULL,Water,Built-up
707,Water,Water,NULL,Water,Water
708,Water,Water,NULL,Water,Forest
709,Water,Water,Non_Water,Water,Grassland
710,Water,Water,Non_Water,Water,Wetland
711,Water,Water,Non_Water,Water,Lichens_and_Mosses
712,Water,Water,Non_Water,Water,Bareland
713,Water,Water,Non_Water,Water,Water
714,Water,Water,Non_Water,Water,Forest
715,Water,Water,Water,Water,NULL
716,Water,Water,Water,Water,Grassland
717,Water,Water,Water,Water,Wetland
718,Water,Water,Water,Water,Lichens_and_Mosses
719,Water,Water,Water,Water,Bareland
720,Water,Water,Water,Water,Water
721,Water,Water,Water,Water,Permanent_ice_and_snow
722,Water,Water,Water,Water,Forest
723,Water,Forest,NULL,Non_Wetland,Grassland
724,Water,Forest,NULL,Non_Wetland,Wetland
725,Water,Forest,NULL,Non_Wetland,Bareland
726,Water,Forest,NULL,Non_Wetland,Water
727,Water,Forest,NULL,Non_Wetland,Forest
728,Water,Forest,Non_Water,Non_Wetland,Grassland
729,Water,Forest,Non_Water,Non_Wetland,Wetland
730,Water,Forest,Non_Water,Non_Wetland,Bareland
731,Water,Forest,Non_Water,Non_Wetland,Water
732,Water,Forest,Non_Water,Non_Wetland,Forest
733,Water,Forest,Water,Non_Wetland,Grassland
734,Water,Forest,Water,Non_Wetland,Wetland
735,Water,Forest,Water,Non_Wetland,Bareland
736,Water,Forest,Water,Non_Wetland,Water
737,Water,Forest,Water,Non_Wetland,Forest
738,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
739,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
740,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
741,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
742,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
743,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
744,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
745,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
746,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
747,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
748,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
749,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
750,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
751,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
752,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
753,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
754,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
755,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
756,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
757,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
758,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
759,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
760,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
761,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
762,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
763,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
764,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
765,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
766,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
767,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
768,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
769,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
770,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
771,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
772,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
773,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
774,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
775,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
776,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
777,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
778,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
779,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
780,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
781,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
782,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
783,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
784,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
785,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
786,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
787,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
788,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
789,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
790,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
791,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
792,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
793,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
794,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
795,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
796,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
797,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
798,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
799,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
800,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
801,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
802,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
803,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
804,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
805,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
806,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
807,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
808,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
809,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
810,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
811,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Permanent_ice_and_snow
812,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
813,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
814,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
815,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
816,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
817,Permanent_ice_and_snow,Water,NULL,Water,Grassland
818,Permanent_ice_and_snow,Water,NULL,Water,Wetland
819,Permanent_ice_and_snow,Water,NULL,Water,Water
820,Permanent_ice_and_snow,Water,NULL,Water,Forest
821,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
822,Permanent_ice_and_snow,Water,Water,Water,Grassland
823,Permanent_ice_and_snow,Water,Water,Water,Wetland
824,Permanent_ice_and_snow,Water,Water,Water,Bareland
825,Permanent_ice_and_snow,Water,Water,Water,Water
826,Permanent_ice_and_snow,Water,Water,Water,Forest
827,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
828,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
829,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
830,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
831,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
832,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
833,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
834,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
835,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
836,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
837,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
838,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
839,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
840,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
841,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
842,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
843,Forest,NULL,NULL,Non_Wetland,NULL
844,Forest,NULL,NULL,Non_Wetland,Grassland
845,Forest,NULL,NULL,Non_Wetland,Wetland
846,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
847,Forest,NULL,NULL,Non_Wetland,Bareland
848,Forest,NULL,NULL,Non_Wetland,Built-up
849,Forest,NULL,NULL,Non_Wetland,Water
850,Forest,NULL,NULL,Non_Wetland,Forest
851,Forest,NULL,Non_Water,Non_Wetland,Grassland
852,Forest,NULL,Non_Water,Non_Wetland,Wetland
853,Forest,NULL,Non_Water,Non_Wetland,Forest
854,Forest,NULL,Water,Non_Wetland,Grassland
855,Forest,NULL,Water,Non_Wetland,Wetland
856,Forest,NULL,Water,Non_Wetland,Water
857,Forest,NULL,Water,Non_Wetland,Forest
858,Forest,Shrubland,NULL,Non_Wetland,NULL
859,Forest,Shrubland,NULL,Non_Wetland,Grassland
860,Forest,Shrubland,NULL,Non_Wetland,Cropland
861,Forest,Shrubland,NULL,Non_Wetland,Wetland
862,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
863,Forest,Shrubland,NULL,Non_Wetland,Bareland
864,Forest,Shrubland,NULL,Non_Wetland,Built-up
865,Forest,Shrubland,NULL,Non_Wetland,Water
866,Forest,Shrubland,NULL,Non_Wetland,Forest
867,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
868,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
869,Forest,Shrubland,Non_Water,Non_Wetland,Forest
870,Forest,Shrubland,Water,Non_Wetland,Grassland
871,Forest,Shrubland,Water,Non_Wetland,Wetland
872,Forest,Shrubland,Water,Non_Wetland,Bareland
873,Forest,Shrubland,Water,Non_Wetland,Water
874,Forest,Shrubland,Water,Non_Wetland,Forest
875,Forest,Grassland,NULL,Non_Wetland,NULL
876,Forest,Grassland,NULL,Non_Wetland,Grassland
877,Forest,Grassland,NULL,Non_Wetland,Wetland
878,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
879,Forest,Grassland,NULL,Non_Wetland,Bareland
880,Forest,Grassland,NULL,Non_Wetland,Built-up
881,Forest,Grassland,NULL,Non_Wetland,Forest
882,Forest,Grassland,Non_Water,Non_Wetland,Grassland
883,Forest,Grassland,Non_Water,Non_Wetland,Forest
884,Forest,Grassland,Water,Non_Wetland,Grassland
885,Forest,Grassland,Water,Non_Wetland,Wetland
886,Forest,Grassland,Water,Non_Wetland,Water
887,Forest,Grassland,Water,Non_Wetland,Forest
888,Forest,Cropland,NULL,Non_Wetland,Forest
889,Forest,Cropland,Non_Water,Non_Wetland,Forest
890,Forest,Wetland,NULL,Wetland,NULL
891,Forest,Wetland,NULL,Wetland,Grassland
892,Forest,Wetland,NULL,Wetland,Wetland
893,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
894,Forest,Wetland,NULL,Wetland,Bareland
895,Forest,Wetland,NULL,Wetland,Built-up
896,Forest,Wetland,NULL,Wetland,Water
897,Forest,Wetland,NULL,Wetland,Forest
898,Forest,Wetland,Non_Water,Wetland,Grassland
899,Forest,Wetland,Non_Water,Wetland,Wetland
900,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
901,Forest,Wetland,Non_Water,Wetland,Bareland
902,Forest,Wetland,Non_Water,Wetland,Built-up
903,Forest,Wetland,Non_Water,Wetland,Water
904,Forest,Wetland,Non_Water,Wetland,Forest
905,Forest,Wetland,Water,Wetland,Grassland
906,Forest,Wetland,Water,Wetland,Wetland
907,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
908,Forest,Wetland,Water,Wetland,Bareland
909,Forest,Wetland,Water,Wetland,Water
910,Forest,Wetland,Water,Wetland,Forest
911,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
912,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
913,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
914,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
915,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
916,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
917,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
918,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
919,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
920,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
921,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
922,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
923,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
924,Forest,Bareland,NULL,Non_Wetland,NULL
925,Forest,Bareland,NULL,Non_Wetland,Grassland
926,Forest,Bareland,NULL,Non_Wetland,Wetland
927,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
928,Forest,Bareland,NULL,Non_Wetland,Bareland
929,Forest,Bareland,NULL,Non_Wetland,Built-up
930,Forest,Bareland,NULL,Non_Wetland,Water
931,Forest,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
932,Forest,Bareland,NULL,Non_Wetland,Forest
933,Forest,Bareland,Non_Water,Non_Wetland,Grassland
934,Forest,Bareland,Non_Water,Non_Wetland,Wetland
935,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
936,Forest,Bareland,Non_Water,Non_Wetland,Bareland
937,Forest,Bareland,Non_Water,Non_Wetland,Built-up
938,Forest,Bareland,Non_Water,Non_Wetland,Water
939,Forest,Bareland,Non_Water,Non_Wetland,Forest
940,Forest,Bareland,Water,Non_Wetland,Grassland
941,Forest,Bareland,Water,Non_Wetland,Wetland
942,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
943,Forest,Bareland,Water,Non_Wetland,Bareland
