Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPP_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPP_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,SIBERIA_2024_WorldCover_2021_41WPP_M_R
470,Built-up,NULL,NULL,Non_Wetland,Lichens_and_Mosses
471,Built-up,NULL,NULL,Non_Wetland,Built-up
472,Built-up,NULL,NULL,Non_Wetland,Forest
473,Built-up,NULL,Water,Non_Wetland,Bareland
474,Built-up,Shrubland,NULL,Non_Wetland,Grassland
475,Built-up,Shrubland,NULL,Non_Wetland,Wetland
476,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
477,Built-up,Shrubland,NULL,Non_Wetland,Bareland
478,Built-up,Shrubland,NULL,Non_Wetland,Built-up
479,Built-up,Shrubland,NULL,Non_Wetland,Water
480,Built-up,Shrubland,NULL,Non_Wetland,Forest
481,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
482,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
483,Built-up,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
484,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
485,Built-up,Shrubland,Non_Water,Non_Wetland,Water
486,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
487,Built-up,Shrubland,Water,Non_Wetland,Grassland
488,Built-up,Shrubland,Water,Non_Wetland,Wetland
489,Built-up,Shrubland,Water,Non_Wetland,Water
490,Built-up,Shrubland,Water,Non_Wetland,Forest
491,Built-up,Grassland,NULL,Non_Wetland,Grassland
492,Built-up,Grassland,NULL,Non_Wetland,Wetland
493,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
494,Built-up,Grassland,NULL,Non_Wetland,Bareland
495,Built-up,Grassland,NULL,Non_Wetland,Built-up
496,Built-up,Grassland,NULL,Non_Wetland,Forest
497,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
498,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
499,Built-up,Grassland,Water,Non_Wetland,Forest
500,Built-up,Wetland,NULL,Wetland,Grassland
501,Built-up,Wetland,NULL,Wetland,Wetland
502,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
503,Built-up,Wetland,NULL,Wetland,Bareland
504,Built-up,Wetland,NULL,Wetland,Built-up
505,Built-up,Wetland,NULL,Wetland,Water
506,Built-up,Wetland,NULL,Wetland,Forest
507,Built-up,Wetland,Non_Water,Wetland,Grassland
508,Built-up,Wetland,Non_Water,Wetland,Wetland
509,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
510,Built-up,Wetland,Non_Water,Wetland,Bareland
511,Built-up,Wetland,Non_Water,Wetland,Built-up
512,Built-up,Wetland,Non_Water,Wetland,Water
513,Built-up,Wetland,Non_Water,Wetland,Forest
514,Built-up,Wetland,Water,Wetland,Grassland
515,Built-up,Wetland,Water,Wetland,Wetland
516,Built-up,Wetland,Water,Wetland,Bareland
517,Built-up,Wetland,Water,Wetland,Built-up
518,Built-up,Wetland,Water,Wetland,Water
519,Built-up,Wetland,Water,Wetland,Forest
520,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
521,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
522,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
523,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
524,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
525,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
526,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
527,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
528,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
529,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
530,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
531,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
532,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
533,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
534,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
535,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
536,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
537,Built-up,Bareland,NULL,Non_Wetland,Grassland
538,Built-up,Bareland,NULL,Non_Wetland,Wetland
539,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
540,Built-up,Bareland,NULL,Non_Wetland,Bareland
541,Built-up,Bareland,NULL,Non_Wetland,Built-up
542,Built-up,Bareland,NULL,Non_Wetland,Water
543,Built-up,Bareland,NULL,Non_Wetland,Forest
544,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
545,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
546,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
547,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
548,Built-up,Bareland,Non_Water,Non_Wetland,Water
549,Built-up,Bareland,Non_Water,Non_Wetland,Forest
550,Built-up,Bareland,Water,Non_Wetland,Grassland
551,Built-up,Bareland,Water,Non_Wetland,Wetland
552,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
553,Built-up,Bareland,Water,Non_Wetland,Bareland
554,Built-up,Bareland,Water,Non_Wetland,Built-up
555,Built-up,Bareland,Water,Non_Wetland,Water
556,Built-up,Bareland,Water,Non_Wetland,Forest
557,Built-up,Built-up,NULL,Non_Wetland,Grassland
558,Built-up,Built-up,NULL,Non_Wetland,Wetland
559,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
560,Built-up,Built-up,NULL,Non_Wetland,Bareland
561,Built-up,Built-up,NULL,Non_Wetland,Built-up
562,Built-up,Built-up,NULL,Non_Wetland,Water
563,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
564,Built-up,Built-up,NULL,Non_Wetland,Forest
565,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
566,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
567,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
568,Built-up,Built-up,Non_Water,Non_Wetland,Water
569,Built-up,Built-up,Non_Water,Non_Wetland,Forest
570,Built-up,Built-up,Water,Non_Wetland,Grassland
571,Built-up,Built-up,Water,Non_Wetland,Bareland
572,Built-up,Built-up,Water,Non_Wetland,Built-up
573,Built-up,Built-up,Water,Non_Wetland,Water
574,Built-up,Built-up,Water,Non_Wetland,Forest
575,Built-up,Water,NULL,Water,Grassland
576,Built-up,Water,NULL,Water,Bareland
577,Built-up,Water,NULL,Water,Built-up
578,Built-up,Water,NULL,Water,Water
579,Built-up,Water,NULL,Water,Forest
580,Built-up,Water,Non_Water,Water,Grassland
581,Built-up,Water,Non_Water,Water,Bareland
582,Built-up,Water,Non_Water,Water,Built-up
583,Built-up,Water,Non_Water,Water,Water
584,Built-up,Water,Non_Water,Water,Forest
585,Built-up,Water,Water,Water,Grassland
586,Built-up,Water,Water,Water,Bareland
587,Built-up,Water,Water,Water,Built-up
588,Built-up,Water,Water,Water,Water
589,Built-up,Water,Water,Water,Permanent_ice_and_snow
590,Built-up,Water,Water,Water,Forest
591,Built-up,Forest,NULL,Non_Wetland,Grassland
592,Built-up,Forest,NULL,Non_Wetland,Wetland
593,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
594,Built-up,Forest,NULL,Non_Wetland,Bareland
595,Built-up,Forest,NULL,Non_Wetland,Built-up
596,Built-up,Forest,NULL,Non_Wetland,Water
597,Built-up,Forest,NULL,Non_Wetland,Forest
598,Built-up,Forest,Non_Water,Non_Wetland,Grassland
599,Built-up,Forest,Non_Water,Non_Wetland,Wetland
600,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
601,Built-up,Forest,Non_Water,Non_Wetland,Forest
602,Built-up,Forest,Water,Non_Wetland,Wetland
603,Built-up,Forest,Water,Non_Wetland,Bareland
604,Built-up,Forest,Water,Non_Wetland,Water
605,Built-up,Forest,Water,Non_Wetland,Forest
606,Water,NULL,NULL,Non_Wetland,Grassland
607,Water,NULL,NULL,Non_Wetland,Wetland
608,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
609,Water,NULL,NULL,Non_Wetland,Bareland
610,Water,NULL,NULL,Non_Wetland,Water
611,Water,NULL,NULL,Non_Wetland,Forest
612,Water,NULL,Non_Water,Non_Wetland,Grassland
613,Water,NULL,Non_Water,Non_Wetland,Wetland
614,Water,NULL,Non_Water,Non_Wetland,Water
615,Water,NULL,Non_Water,Non_Wetland,Forest
616,Water,NULL,Water,Non_Wetland,Grassland
617,Water,NULL,Water,Non_Wetland,Wetland
618,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
619,Water,NULL,Water,Non_Wetland,Bareland
620,Water,NULL,Water,Non_Wetland,Water
621,Water,NULL,Water,Non_Wetland,Forest
622,Water,Shrubland,NULL,Non_Wetland,Grassland
623,Water,Shrubland,NULL,Non_Wetland,Wetland
624,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
625,Water,Shrubland,NULL,Non_Wetland,Bareland
626,Water,Shrubland,NULL,Non_Wetland,Water
627,Water,Shrubland,NULL,Non_Wetland,Forest
628,Water,Shrubland,Non_Water,Non_Wetland,Grassland
629,Water,Shrubland,Non_Water,Non_Wetland,Wetland
630,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
631,Water,Shrubland,Non_Water,Non_Wetland,Bareland
632,Water,Shrubland,Non_Water,Non_Wetland,Water
633,Water,Shrubland,Non_Water,Non_Wetland,Forest
634,Water,Shrubland,Water,Non_Wetland,Grassland
635,Water,Shrubland,Water,Non_Wetland,Wetland
636,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
637,Water,Shrubland,Water,Non_Wetland,Bareland
638,Water,Shrubland,Water,Non_Wetland,Water
639,Water,Shrubland,Water,Non_Wetland,Forest
640,Water,Grassland,NULL,Non_Wetland,Grassland
641,Water,Grassland,NULL,Non_Wetland,Wetland
642,Water,Grassland,NULL,Non_Wetland,Bareland
643,Water,Grassland,NULL,Non_Wetland,Water
644,Water,Grassland,NULL,Non_Wetland,Forest
645,Water,Grassland,Non_Water,Non_Wetland,Grassland
646,Water,Grassland,Non_Water,Non_Wetland,Wetland
647,Water,Grassland,Non_Water,Non_Wetland,Water
648,Water,Grassland,Non_Water,Non_Wetland,Forest
649,Water,Grassland,Water,Non_Wetland,Grassland
650,Water,Grassland,Water,Non_Wetland,Wetland
651,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
652,Water,Grassland,Water,Non_Wetland,Water
653,Water,Grassland,Water,Non_Wetland,Forest
654,Water,Wetland,NULL,Wetland,Grassland
655,Water,Wetland,NULL,Wetland,Wetland
656,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
657,Water,Wetland,NULL,Wetland,Bareland
658,Water,Wetland,NULL,Wetland,Built-up
659,Water,Wetland,NULL,Wetland,Water
660,Water,Wetland,NULL,Wetland,Forest
661,Water,Wetland,Non_Water,Wetland,Grassland
662,Water,Wetland,Non_Water,Wetland,Wetland
663,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
664,Water,Wetland,Non_Water,Wetland,Bareland
665,Water,Wetland,Non_Water,Wetland,Water
666,Water,Wetland,Non_Water,Wetland,Forest
667,Water,Wetland,Water,Wetland,NULL
668,Water,Wetland,Water,Wetland,Grassland
669,Water,Wetland,Water,Wetland,Wetland
670,Water,Wetland,Water,Wetland,Lichens_and_Mosses
671,Water,Wetland,Water,Wetland,Bareland
672,Water,Wetland,Water,Wetland,Built-up
673,Water,Wetland,Water,Wetland,Water
674,Water,Wetland,Water,Wetland,Forest
675,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
676,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
677,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
678,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
679,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
680,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
681,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
682,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
683,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
684,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
685,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
686,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
687,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
688,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
689,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
690,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
691,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
692,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
693,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
694,Water,Bareland,NULL,Non_Wetland,Grassland
695,Water,Bareland,NULL,Non_Wetland,Wetland
696,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
697,Water,Bareland,NULL,Non_Wetland,Bareland
698,Water,Bareland,NULL,Non_Wetland,Built-up
699,Water,Bareland,NULL,Non_Wetland,Water
700,Water,Bareland,NULL,Non_Wetland,Forest
701,Water,Bareland,Non_Water,Non_Wetland,Grassland
702,Water,Bareland,Non_Water,Non_Wetland,Wetland
703,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
704,Water,Bareland,Non_Water,Non_Wetland,Bareland
705,Water,Bareland,Non_Water,Non_Wetland,Water
706,Water,Bareland,Non_Water,Non_Wetland,Forest
707,Water,Bareland,Water,Non_Wetland,Grassland
708,Water,Bareland,Water,Non_Wetland,Wetland
709,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
710,Water,Bareland,Water,Non_Wetland,Bareland
711,Water,Bareland,Water,Non_Wetland,Built-up
712,Water,Bareland,Water,Non_Wetland,Water
713,Water,Bareland,Water,Non_Wetland,Forest
714,Water,Built-up,NULL,Non_Wetland,Grassland
715,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
716,Water,Built-up,NULL,Non_Wetland,Bareland
717,Water,Built-up,NULL,Non_Wetland,Built-up
718,Water,Built-up,NULL,Non_Wetland,Water
719,Water,Built-up,NULL,Non_Wetland,Forest
720,Water,Built-up,Non_Water,Non_Wetland,Grassland
721,Water,Built-up,Non_Water,Non_Wetland,Wetland
722,Water,Built-up,Non_Water,Non_Wetland,Bareland
723,Water,Built-up,Non_Water,Non_Wetland,Built-up
724,Water,Built-up,Non_Water,Non_Wetland,Water
725,Water,Built-up,Water,Non_Wetland,Wetland
726,Water,Built-up,Water,Non_Wetland,Bareland
727,Water,Built-up,Water,Non_Wetland,Built-up
728,Water,Built-up,Water,Non_Wetland,Water
729,Water,Built-up,Water,Non_Wetland,Forest
730,Water,Water,NULL,Water,Grassland
731,Water,Water,NULL,Water,Wetland
732,Water,Water,NULL,Water,Lichens_and_Mosses
733,Water,Water,NULL,Water,Bareland
734,Water,Water,NULL,Water,Built-up
735,Water,Water,NULL,Water,Water
736,Water,Water,NULL,Water,Forest
737,Water,Water,Non_Water,Water,Grassland
738,Water,Water,Non_Water,Water,Wetland
739,Water,Water,Non_Water,Water,Lichens_and_Mosses
740,Water,Water,Non_Water,Water,Bareland
741,Water,Water,Non_Water,Water,Built-up
742,Water,Water,Non_Water,Water,Water
743,Water,Water,Non_Water,Water,Forest
744,Water,Water,Water,Water,Grassland
745,Water,Water,Water,Water,Wetland
746,Water,Water,Water,Water,Lichens_and_Mosses
747,Water,Water,Water,Water,Bareland
748,Water,Water,Water,Water,Built-up
749,Water,Water,Water,Water,Water
750,Water,Water,Water,Water,Forest
751,Water,Forest,NULL,Non_Wetland,Grassland
752,Water,Forest,NULL,Non_Wetland,Wetland
753,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
754,Water,Forest,NULL,Non_Wetland,Bareland
755,Water,Forest,NULL,Non_Wetland,Water
756,Water,Forest,NULL,Non_Wetland,Forest
757,Water,Forest,Non_Water,Non_Wetland,Grassland
758,Water,Forest,Non_Water,Non_Wetland,Wetland
759,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
760,Water,Forest,Non_Water,Non_Wetland,Bareland
761,Water,Forest,Non_Water,Non_Wetland,Water
762,Water,Forest,Non_Water,Non_Wetland,Forest
763,Water,Forest,Water,Non_Wetland,Grassland
764,Water,Forest,Water,Non_Wetland,Wetland
765,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
766,Water,Forest,Water,Non_Wetland,Bareland
767,Water,Forest,Water,Non_Wetland,Water
768,Water,Forest,Water,Non_Wetland,Forest
769,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
770,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
771,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
772,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
773,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
774,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
775,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
776,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
777,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
778,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
779,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
780,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
781,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
782,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
783,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
784,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
785,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
786,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
787,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
788,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
789,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
790,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
791,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
792,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
793,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
794,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
795,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
796,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
797,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
798,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
799,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
800,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
801,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
802,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
803,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
804,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
805,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
806,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
807,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
808,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
809,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
810,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
811,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
812,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
813,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
814,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
815,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
816,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
817,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
818,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
819,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
820,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Built-up
821,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
822,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
823,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
824,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
825,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
826,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
827,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
828,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
829,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
830,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
831,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
832,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
833,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
834,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
835,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
836,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
837,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
838,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
839,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
840,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
841,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
842,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
843,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
844,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
845,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
846,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
847,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
848,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
849,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
850,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
851,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
852,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
853,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
854,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
855,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
856,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
857,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
858,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
859,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
860,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
861,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
862,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
863,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
864,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
865,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
866,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
867,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
868,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
869,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
870,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
871,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
872,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
873,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
874,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
875,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
876,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
877,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
878,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
879,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
880,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
881,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
882,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
883,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
884,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
885,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
886,Permanent_ice_and_snow,Water,NULL,Water,Grassland
887,Permanent_ice_and_snow,Water,NULL,Water,Wetland
888,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
889,Permanent_ice_and_snow,Water,NULL,Water,Built-up
890,Permanent_ice_and_snow,Water,NULL,Water,Water
891,Permanent_ice_and_snow,Water,NULL,Water,Forest
892,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
893,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
894,Permanent_ice_and_snow,Water,Non_Water,Water,Water
895,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
896,Permanent_ice_and_snow,Water,Water,Water,Grassland
897,Permanent_ice_and_snow,Water,Water,Water,Wetland
898,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
899,Permanent_ice_and_snow,Water,Water,Water,Bareland
900,Permanent_ice_and_snow,Water,Water,Water,Water
901,Permanent_ice_and_snow,Water,Water,Water,Forest
902,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
903,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
904,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
905,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
906,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
907,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
908,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
909,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
910,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
911,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
912,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
913,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
