Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VCK_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VCK_M_R,SIBERIA_2024_GSW_Yearly_2021_43VCK_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VCK_M_R,SIBERIA_2024_WorldCover_2021_43VCK_M_R
474,Bareland,Built-up,Water,Non_Wetland,Water
475,Bareland,Water,NULL,Water,Wetland
476,Bareland,Water,NULL,Water,Bareland
477,Bareland,Water,NULL,Water,Built-up
478,Bareland,Water,NULL,Water,Water
479,Bareland,Water,NULL,Water,Forest
480,Bareland,Water,Non_Water,Water,Forest
481,Bareland,Water,Water,Water,Bareland
482,Bareland,Water,Water,Water,Water
483,Bareland,Water,Water,Water,Forest
484,Bareland,Forest,NULL,Non_Wetland,Grassland
485,Bareland,Forest,NULL,Non_Wetland,Bareland
486,Bareland,Forest,NULL,Non_Wetland,Water
487,Bareland,Forest,NULL,Non_Wetland,Forest
488,Bareland,Forest,Non_Water,Non_Wetland,Water
489,Bareland,Forest,Non_Water,Non_Wetland,Forest
490,Bareland,Forest,Water,Non_Wetland,Bareland
491,Bareland,Forest,Water,Non_Wetland,Water
492,Bareland,Forest,Water,Non_Wetland,Forest
493,Built-up,NULL,NULL,Non_Wetland,Grassland
494,Built-up,NULL,NULL,Non_Wetland,Wetland
495,Built-up,NULL,NULL,Non_Wetland,Built-up
496,Built-up,NULL,NULL,Non_Wetland,Forest
497,Built-up,NULL,Water,Non_Wetland,Grassland
498,Built-up,Shrubland,NULL,Non_Wetland,Grassland
499,Built-up,Shrubland,NULL,Non_Wetland,Wetland
500,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
501,Built-up,Shrubland,NULL,Non_Wetland,Bareland
502,Built-up,Shrubland,NULL,Non_Wetland,Built-up
503,Built-up,Shrubland,NULL,Non_Wetland,Water
504,Built-up,Shrubland,NULL,Non_Wetland,Forest
505,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
506,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
507,Built-up,Shrubland,Non_Water,Non_Wetland,Water
508,Built-up,Shrubland,Water,Non_Wetland,Forest
509,Built-up,Grassland,NULL,Non_Wetland,Grassland
510,Built-up,Grassland,NULL,Non_Wetland,Wetland
511,Built-up,Grassland,NULL,Non_Wetland,Bareland
512,Built-up,Grassland,NULL,Non_Wetland,Built-up
513,Built-up,Grassland,NULL,Non_Wetland,Forest
514,Built-up,Cropland,NULL,Non_Wetland,Wetland
515,Built-up,Cropland,NULL,Non_Wetland,Bareland
516,Built-up,Cropland,NULL,Non_Wetland,Forest
517,Built-up,Wetland,NULL,Wetland,NULL
518,Built-up,Wetland,NULL,Wetland,Grassland
519,Built-up,Wetland,NULL,Wetland,Wetland
520,Built-up,Wetland,NULL,Wetland,Bareland
521,Built-up,Wetland,NULL,Wetland,Built-up
522,Built-up,Wetland,NULL,Wetland,Water
523,Built-up,Wetland,NULL,Wetland,Forest
524,Built-up,Wetland,Non_Water,Wetland,Grassland
525,Built-up,Wetland,Non_Water,Wetland,Wetland
526,Built-up,Wetland,Non_Water,Wetland,Bareland
527,Built-up,Wetland,Non_Water,Wetland,Water
528,Built-up,Wetland,Non_Water,Wetland,Forest
529,Built-up,Wetland,Water,Wetland,Grassland
530,Built-up,Wetland,Water,Wetland,Wetland
531,Built-up,Wetland,Water,Wetland,Bareland
532,Built-up,Wetland,Water,Wetland,Built-up
533,Built-up,Wetland,Water,Wetland,Water
534,Built-up,Wetland,Water,Wetland,Forest
535,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
536,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
537,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
538,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
539,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
540,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
541,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
542,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
543,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
544,Built-up,Bareland,NULL,Non_Wetland,NULL
545,Built-up,Bareland,NULL,Non_Wetland,Grassland
546,Built-up,Bareland,NULL,Non_Wetland,Cropland
547,Built-up,Bareland,NULL,Non_Wetland,Wetland
548,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
549,Built-up,Bareland,NULL,Non_Wetland,Bareland
550,Built-up,Bareland,NULL,Non_Wetland,Built-up
551,Built-up,Bareland,NULL,Non_Wetland,Water
552,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
553,Built-up,Bareland,NULL,Non_Wetland,Forest
554,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
555,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
556,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
557,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
558,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
559,Built-up,Bareland,Non_Water,Non_Wetland,Water
560,Built-up,Bareland,Non_Water,Non_Wetland,Forest
561,Built-up,Bareland,Water,Non_Wetland,Grassland
562,Built-up,Bareland,Water,Non_Wetland,Wetland
563,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
564,Built-up,Bareland,Water,Non_Wetland,Bareland
565,Built-up,Bareland,Water,Non_Wetland,Built-up
566,Built-up,Bareland,Water,Non_Wetland,Water
567,Built-up,Bareland,Water,Non_Wetland,Forest
568,Built-up,Built-up,NULL,Non_Wetland,Grassland
569,Built-up,Built-up,NULL,Non_Wetland,Cropland
570,Built-up,Built-up,NULL,Non_Wetland,Wetland
571,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
572,Built-up,Built-up,NULL,Non_Wetland,Bareland
573,Built-up,Built-up,NULL,Non_Wetland,Built-up
574,Built-up,Built-up,NULL,Non_Wetland,Water
575,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
576,Built-up,Built-up,NULL,Non_Wetland,Forest
577,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
578,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
579,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
580,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
581,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
582,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
583,Built-up,Built-up,Non_Water,Non_Wetland,Water
584,Built-up,Built-up,Non_Water,Non_Wetland,Forest
585,Built-up,Built-up,Water,Non_Wetland,Grassland
586,Built-up,Built-up,Water,Non_Wetland,Wetland
587,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
588,Built-up,Built-up,Water,Non_Wetland,Bareland
589,Built-up,Built-up,Water,Non_Wetland,Built-up
590,Built-up,Built-up,Water,Non_Wetland,Water
591,Built-up,Built-up,Water,Non_Wetland,Forest
592,Built-up,Water,NULL,Water,Grassland
593,Built-up,Water,NULL,Water,Wetland
594,Built-up,Water,NULL,Water,Bareland
595,Built-up,Water,NULL,Water,Built-up
596,Built-up,Water,NULL,Water,Water
597,Built-up,Water,NULL,Water,Forest
598,Built-up,Water,Non_Water,Water,Grassland
599,Built-up,Water,Non_Water,Water,Bareland
600,Built-up,Water,Non_Water,Water,Water
601,Built-up,Water,Non_Water,Water,Forest
602,Built-up,Water,Water,Water,Grassland
603,Built-up,Water,Water,Water,Wetland
604,Built-up,Water,Water,Water,Bareland
605,Built-up,Water,Water,Water,Built-up
606,Built-up,Water,Water,Water,Water
607,Built-up,Forest,NULL,Non_Wetland,NULL
608,Built-up,Forest,NULL,Non_Wetland,Grassland
609,Built-up,Forest,NULL,Non_Wetland,Wetland
610,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
611,Built-up,Forest,NULL,Non_Wetland,Bareland
612,Built-up,Forest,NULL,Non_Wetland,Built-up
613,Built-up,Forest,NULL,Non_Wetland,Water
614,Built-up,Forest,NULL,Non_Wetland,Forest
615,Built-up,Forest,Non_Water,Non_Wetland,Wetland
616,Built-up,Forest,Non_Water,Non_Wetland,Bareland
617,Built-up,Forest,Non_Water,Non_Wetland,Forest
618,Built-up,Forest,Water,Non_Wetland,Grassland
619,Built-up,Forest,Water,Non_Wetland,Wetland
620,Built-up,Forest,Water,Non_Wetland,Bareland
621,Built-up,Forest,Water,Non_Wetland,Water
622,Built-up,Forest,Water,Non_Wetland,Forest
623,Water,NULL,NULL,Non_Wetland,Grassland
624,Water,NULL,NULL,Non_Wetland,Wetland
625,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
626,Water,NULL,NULL,Non_Wetland,Water
627,Water,NULL,NULL,Non_Wetland,Forest
628,Water,NULL,Non_Water,Non_Wetland,Grassland
629,Water,NULL,Non_Water,Non_Wetland,Wetland
630,Water,NULL,Non_Water,Non_Wetland,Water
631,Water,NULL,Non_Water,Non_Wetland,Forest
632,Water,NULL,Water,Non_Wetland,Grassland
633,Water,NULL,Water,Non_Wetland,Wetland
634,Water,NULL,Water,Non_Wetland,Water
635,Water,NULL,Water,Non_Wetland,Forest
636,Water,Shrubland,NULL,Non_Wetland,Grassland
637,Water,Shrubland,NULL,Non_Wetland,Wetland
638,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
639,Water,Shrubland,NULL,Non_Wetland,Bareland
640,Water,Shrubland,NULL,Non_Wetland,Water
641,Water,Shrubland,NULL,Non_Wetland,Forest
642,Water,Shrubland,Non_Water,Non_Wetland,Wetland
643,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
644,Water,Shrubland,Non_Water,Non_Wetland,Bareland
645,Water,Shrubland,Non_Water,Non_Wetland,Water
646,Water,Shrubland,Non_Water,Non_Wetland,Forest
647,Water,Shrubland,Water,Non_Wetland,Grassland
648,Water,Shrubland,Water,Non_Wetland,Wetland
649,Water,Shrubland,Water,Non_Wetland,Bareland
650,Water,Shrubland,Water,Non_Wetland,Water
651,Water,Shrubland,Water,Non_Wetland,Forest
652,Water,Grassland,Water,Non_Wetland,Grassland
653,Water,Grassland,Water,Non_Wetland,Forest
654,Water,Cropland,Water,Non_Wetland,Wetland
655,Water,Wetland,NULL,Wetland,NULL
656,Water,Wetland,NULL,Wetland,Grassland
657,Water,Wetland,NULL,Wetland,Wetland
658,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
659,Water,Wetland,NULL,Wetland,Bareland
660,Water,Wetland,NULL,Wetland,Water
661,Water,Wetland,NULL,Wetland,Forest
662,Water,Wetland,Non_Water,Wetland,Grassland
663,Water,Wetland,Non_Water,Wetland,Wetland
664,Water,Wetland,Non_Water,Wetland,Bareland
665,Water,Wetland,Non_Water,Wetland,Water
666,Water,Wetland,Non_Water,Wetland,Forest
667,Water,Wetland,Water,Wetland,Grassland
668,Water,Wetland,Water,Wetland,Wetland
669,Water,Wetland,Water,Wetland,Lichens_and_Mosses
670,Water,Wetland,Water,Wetland,Bareland
671,Water,Wetland,Water,Wetland,Water
672,Water,Wetland,Water,Wetland,Forest
673,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
674,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
675,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
676,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
677,Water,Bareland,NULL,Non_Wetland,Grassland
678,Water,Bareland,NULL,Non_Wetland,Wetland
679,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
680,Water,Bareland,NULL,Non_Wetland,Bareland
681,Water,Bareland,NULL,Non_Wetland,Water
682,Water,Bareland,NULL,Non_Wetland,Forest
683,Water,Bareland,Non_Water,Non_Wetland,Grassland
684,Water,Bareland,Non_Water,Non_Wetland,Wetland
685,Water,Bareland,Non_Water,Non_Wetland,Bareland
686,Water,Bareland,Non_Water,Non_Wetland,Water
687,Water,Bareland,Non_Water,Non_Wetland,Forest
688,Water,Bareland,Water,Non_Wetland,Grassland
689,Water,Bareland,Water,Non_Wetland,Wetland
690,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
691,Water,Bareland,Water,Non_Wetland,Bareland
692,Water,Bareland,Water,Non_Wetland,Water
693,Water,Bareland,Water,Non_Wetland,Forest
694,Water,Built-up,NULL,Non_Wetland,Wetland
695,Water,Built-up,NULL,Non_Wetland,Bareland
696,Water,Built-up,NULL,Non_Wetland,Built-up
697,Water,Built-up,NULL,Non_Wetland,Water
698,Water,Built-up,Non_Water,Non_Wetland,Bareland
699,Water,Built-up,Non_Water,Non_Wetland,Water
700,Water,Built-up,Non_Water,Non_Wetland,Forest
701,Water,Built-up,Water,Non_Wetland,Bareland
702,Water,Built-up,Water,Non_Wetland,Water
703,Water,Built-up,Water,Non_Wetland,Forest
704,Water,Water,NULL,Water,NULL
705,Water,Water,NULL,Water,Grassland
706,Water,Water,NULL,Water,Wetland
707,Water,Water,NULL,Water,Lichens_and_Mosses
708,Water,Water,NULL,Water,Bareland
709,Water,Water,NULL,Water,Water
710,Water,Water,NULL,Water,Forest
711,Water,Water,Non_Water,Water,Grassland
712,Water,Water,Non_Water,Water,Wetland
713,Water,Water,Non_Water,Water,Lichens_and_Mosses
714,Water,Water,Non_Water,Water,Bareland
715,Water,Water,Non_Water,Water,Water
716,Water,Water,Non_Water,Water,Forest
717,Water,Water,Water,Water,NULL
718,Water,Water,Water,Water,Grassland
719,Water,Water,Water,Water,Wetland
720,Water,Water,Water,Water,Lichens_and_Mosses
721,Water,Water,Water,Water,Bareland
722,Water,Water,Water,Water,Water
723,Water,Water,Water,Water,Permanent_ice_and_snow
724,Water,Water,Water,Water,Forest
725,Water,Forest,NULL,Non_Wetland,NULL
726,Water,Forest,NULL,Non_Wetland,Grassland
727,Water,Forest,NULL,Non_Wetland,Wetland
728,Water,Forest,NULL,Non_Wetland,Bareland
729,Water,Forest,NULL,Non_Wetland,Water
730,Water,Forest,NULL,Non_Wetland,Forest
731,Water,Forest,Non_Water,Non_Wetland,NULL
732,Water,Forest,Non_Water,Non_Wetland,Grassland
733,Water,Forest,Non_Water,Non_Wetland,Wetland
734,Water,Forest,Non_Water,Non_Wetland,Water
735,Water,Forest,Non_Water,Non_Wetland,Forest
736,Water,Forest,Water,Non_Wetland,NULL
737,Water,Forest,Water,Non_Wetland,Grassland
738,Water,Forest,Water,Non_Wetland,Wetland
739,Water,Forest,Water,Non_Wetland,Water
740,Water,Forest,Water,Non_Wetland,Forest
741,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
742,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
743,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
744,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
745,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
746,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
747,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
748,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
749,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
750,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
751,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
752,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
753,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
754,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
755,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
756,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
757,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
758,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
759,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
760,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
761,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
762,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
763,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
764,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
765,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
766,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
767,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
768,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
769,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
770,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
771,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
772,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
773,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
774,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
775,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
776,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
777,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
778,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
779,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
780,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
781,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
782,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
783,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
784,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
785,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
786,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
787,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
788,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
789,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
790,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
791,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
792,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
793,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
794,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
795,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
796,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
797,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
798,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
799,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
800,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
801,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
802,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
803,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
804,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
805,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
806,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
807,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
808,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
809,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
810,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
811,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
812,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
813,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
814,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
815,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
816,Permanent_ice_and_snow,Water,NULL,Water,Grassland
817,Permanent_ice_and_snow,Water,NULL,Water,Wetland
818,Permanent_ice_and_snow,Water,NULL,Water,Bareland
819,Permanent_ice_and_snow,Water,NULL,Water,Water
820,Permanent_ice_and_snow,Water,NULL,Water,Forest
821,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
822,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
823,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
824,Permanent_ice_and_snow,Water,Non_Water,Water,Built-up
825,Permanent_ice_and_snow,Water,Non_Water,Water,Water
826,Permanent_ice_and_snow,Water,Water,Water,Grassland
827,Permanent_ice_and_snow,Water,Water,Water,Wetland
828,Permanent_ice_and_snow,Water,Water,Water,Bareland
829,Permanent_ice_and_snow,Water,Water,Water,Water
830,Permanent_ice_and_snow,Water,Water,Water,Forest
831,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
832,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
833,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
834,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
835,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
836,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
837,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
838,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
839,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
840,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
841,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
842,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
843,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
844,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Built-up
845,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
846,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
847,Forest,NULL,NULL,Non_Wetland,NULL
848,Forest,NULL,NULL,Non_Wetland,Grassland
849,Forest,NULL,NULL,Non_Wetland,Wetland
850,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
851,Forest,NULL,NULL,Non_Wetland,Bareland
852,Forest,NULL,NULL,Non_Wetland,Built-up
853,Forest,NULL,NULL,Non_Wetland,Water
854,Forest,NULL,NULL,Non_Wetland,Forest
855,Forest,NULL,Non_Water,Non_Wetland,Grassland
856,Forest,NULL,Non_Water,Non_Wetland,Wetland
857,Forest,NULL,Non_Water,Non_Wetland,Bareland
858,Forest,NULL,Non_Water,Non_Wetland,Water
859,Forest,NULL,Non_Water,Non_Wetland,Forest
860,Forest,NULL,Water,Non_Wetland,Grassland
861,Forest,NULL,Water,Non_Wetland,Wetland
862,Forest,NULL,Water,Non_Wetland,Water
863,Forest,NULL,Water,Non_Wetland,Forest
864,Forest,Shrubland,NULL,Non_Wetland,Grassland
865,Forest,Shrubland,NULL,Non_Wetland,Wetland
866,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
867,Forest,Shrubland,NULL,Non_Wetland,Bareland
868,Forest,Shrubland,NULL,Non_Wetland,Built-up
869,Forest,Shrubland,NULL,Non_Wetland,Water
870,Forest,Shrubland,NULL,Non_Wetland,Forest
871,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
872,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
873,Forest,Shrubland,Non_Water,Non_Wetland,Water
874,Forest,Shrubland,Non_Water,Non_Wetland,Forest
875,Forest,Shrubland,Water,Non_Wetland,Grassland
876,Forest,Shrubland,Water,Non_Wetland,Wetland
877,Forest,Shrubland,Water,Non_Wetland,Water
878,Forest,Shrubland,Water,Non_Wetland,Forest
879,Forest,Grassland,NULL,Non_Wetland,Grassland
880,Forest,Grassland,NULL,Non_Wetland,Wetland
881,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
882,Forest,Grassland,NULL,Non_Wetland,Forest
883,Forest,Grassland,Non_Water,Non_Wetland,Grassland
884,Forest,Grassland,Non_Water,Non_Wetland,Forest
885,Forest,Grassland,Water,Non_Wetland,Forest
886,Forest,Cropland,NULL,Non_Wetland,Grassland
887,Forest,Cropland,NULL,Non_Wetland,Wetland
888,Forest,Cropland,NULL,Non_Wetland,Bareland
889,Forest,Cropland,NULL,Non_Wetland,Forest
890,Forest,Wetland,NULL,Wetland,NULL
891,Forest,Wetland,NULL,Wetland,Grassland
892,Forest,Wetland,NULL,Wetland,Wetland
893,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
894,Forest,Wetland,NULL,Wetland,Built-up
895,Forest,Wetland,NULL,Wetland,Water
896,Forest,Wetland,NULL,Wetland,Forest
897,Forest,Wetland,Non_Water,Wetland,Grassland
898,Forest,Wetland,Non_Water,Wetland,Wetland
899,Forest,Wetland,Non_Water,Wetland,Water
900,Forest,Wetland,Non_Water,Wetland,Forest
901,Forest,Wetland,Water,Wetland,NULL
902,Forest,Wetland,Water,Wetland,Grassland
903,Forest,Wetland,Water,Wetland,Wetland
904,Forest,Wetland,Water,Wetland,Bareland
905,Forest,Wetland,Water,Wetland,Water
906,Forest,Wetland,Water,Wetland,Forest
907,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
908,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
909,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
910,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
911,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
912,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
913,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
914,Forest,Bareland,NULL,Non_Wetland,NULL
915,Forest,Bareland,NULL,Non_Wetland,Grassland
916,Forest,Bareland,NULL,Non_Wetland,Wetland
917,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
918,Forest,Bareland,NULL,Non_Wetland,Bareland
919,Forest,Bareland,NULL,Non_Wetland,Built-up
920,Forest,Bareland,NULL,Non_Wetland,Water
921,Forest,Bareland,NULL,Non_Wetland,Forest
922,Forest,Bareland,Non_Water,Non_Wetland,Grassland
923,Forest,Bareland,Non_Water,Non_Wetland,Wetland
924,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
925,Forest,Bareland,Non_Water,Non_Wetland,Water
926,Forest,Bareland,Non_Water,Non_Wetland,Forest
927,Forest,Bareland,Water,Non_Wetland,Grassland
928,Forest,Bareland,Water,Non_Wetland,Wetland
929,Forest,Bareland,Water,Non_Wetland,Bareland
930,Forest,Bareland,Water,Non_Wetland,Water
931,Forest,Bareland,Water,Non_Wetland,Forest
932,Forest,Built-up,NULL,Non_Wetland,Grassland
933,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
934,Forest,Built-up,NULL,Non_Wetland,Bareland
935,Forest,Built-up,NULL,Non_Wetland,Built-up
936,Forest,Built-up,NULL,Non_Wetland,Forest
937,Forest,Water,NULL,Water,Grassland
938,Forest,Water,NULL,Water,Wetland
939,Forest,Water,NULL,Water,Water
940,Forest,Water,NULL,Water,Forest
941,Forest,Water,Non_Water,Water,Wetland
942,Forest,Water,Non_Water,Water,Water
943,Forest,Water,Non_Water,Water,Forest
944,Forest,Water,Water,Water,Grassland
945,Forest,Water,Water,Water,Wetland
946,Forest,Water,Water,Water,Water
947,Forest,Water,Water,Water,Forest
948,Forest,Forest,NULL,Non_Wetland,NULL
