Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VVL_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VVL_M_R,SIBERIA_2024_GSW_Yearly_2021_42VVL_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VVL_M_R,SIBERIA_2024_WorldCover_2021_42VVL_M_R
498,Water,Wetland,Non_Water,Wetland,Cropland
499,Water,Wetland,Non_Water,Wetland,Wetland
500,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
501,Water,Wetland,Non_Water,Wetland,Bareland
502,Water,Wetland,Non_Water,Wetland,Water
503,Water,Wetland,Non_Water,Wetland,Forest
504,Water,Wetland,Water,Wetland,NULL
505,Water,Wetland,Water,Wetland,Grassland
506,Water,Wetland,Water,Wetland,Cropland
507,Water,Wetland,Water,Wetland,Wetland
508,Water,Wetland,Water,Wetland,Lichens_and_Mosses
509,Water,Wetland,Water,Wetland,Bareland
510,Water,Wetland,Water,Wetland,Built-up
511,Water,Wetland,Water,Wetland,Water
512,Water,Wetland,Water,Wetland,Forest
513,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
514,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
515,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
516,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
517,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
518,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
519,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
520,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
521,Water,Bareland,NULL,Non_Wetland,NULL
522,Water,Bareland,NULL,Non_Wetland,Grassland
523,Water,Bareland,NULL,Non_Wetland,Cropland
524,Water,Bareland,NULL,Non_Wetland,Wetland
525,Water,Bareland,NULL,Non_Wetland,Bareland
526,Water,Bareland,NULL,Non_Wetland,Built-up
527,Water,Bareland,NULL,Non_Wetland,Water
528,Water,Bareland,NULL,Non_Wetland,Forest
529,Water,Bareland,Non_Water,Non_Wetland,Grassland
530,Water,Bareland,Non_Water,Non_Wetland,Cropland
531,Water,Bareland,Non_Water,Non_Wetland,Wetland
532,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
533,Water,Bareland,Non_Water,Non_Wetland,Bareland
534,Water,Bareland,Non_Water,Non_Wetland,Built-up
535,Water,Bareland,Non_Water,Non_Wetland,Water
536,Water,Bareland,Non_Water,Non_Wetland,Forest
537,Water,Bareland,Water,Non_Wetland,Grassland
538,Water,Bareland,Water,Non_Wetland,Cropland
539,Water,Bareland,Water,Non_Wetland,Wetland
540,Water,Bareland,Water,Non_Wetland,Bareland
541,Water,Bareland,Water,Non_Wetland,Water
542,Water,Bareland,Water,Non_Wetland,Forest
543,Water,Built-up,NULL,Non_Wetland,Grassland
544,Water,Built-up,NULL,Non_Wetland,Bareland
545,Water,Built-up,NULL,Non_Wetland,Built-up
546,Water,Built-up,NULL,Non_Wetland,Water
547,Water,Built-up,NULL,Non_Wetland,Forest
548,Water,Built-up,Non_Water,Non_Wetland,Grassland
549,Water,Built-up,Non_Water,Non_Wetland,Cropland
550,Water,Built-up,Non_Water,Non_Wetland,Wetland
551,Water,Built-up,Non_Water,Non_Wetland,Bareland
552,Water,Built-up,Non_Water,Non_Wetland,Built-up
553,Water,Built-up,Non_Water,Non_Wetland,Water
554,Water,Built-up,Non_Water,Non_Wetland,Forest
555,Water,Built-up,Water,Non_Wetland,Grassland
556,Water,Built-up,Water,Non_Wetland,Wetland
557,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
558,Water,Built-up,Water,Non_Wetland,Bareland
559,Water,Built-up,Water,Non_Wetland,Water
560,Water,Built-up,Water,Non_Wetland,Forest
561,Water,Water,NULL,Water,NULL
562,Water,Water,NULL,Water,Grassland
563,Water,Water,NULL,Water,Wetland
564,Water,Water,NULL,Water,Bareland
565,Water,Water,NULL,Water,Water
566,Water,Water,NULL,Water,Forest
567,Water,Water,Non_Water,Water,Grassland
568,Water,Water,Non_Water,Water,Cropland
569,Water,Water,Non_Water,Water,Wetland
570,Water,Water,Non_Water,Water,Bareland
571,Water,Water,Non_Water,Water,Water
572,Water,Water,Non_Water,Water,Forest
573,Water,Water,Water,Water,NULL
574,Water,Water,Water,Water,Grassland
575,Water,Water,Water,Water,Cropland
576,Water,Water,Water,Water,Wetland
577,Water,Water,Water,Water,Bareland
578,Water,Water,Water,Water,Built-up
579,Water,Water,Water,Water,Water
580,Water,Water,Water,Water,Forest
581,Water,Forest,NULL,Non_Wetland,NULL
582,Water,Forest,NULL,Non_Wetland,Grassland
583,Water,Forest,NULL,Non_Wetland,Cropland
584,Water,Forest,NULL,Non_Wetland,Wetland
585,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
586,Water,Forest,NULL,Non_Wetland,Bareland
587,Water,Forest,NULL,Non_Wetland,Water
588,Water,Forest,NULL,Non_Wetland,Forest
589,Water,Forest,Non_Water,Non_Wetland,Grassland
590,Water,Forest,Non_Water,Non_Wetland,Cropland
591,Water,Forest,Non_Water,Non_Wetland,Wetland
592,Water,Forest,Non_Water,Non_Wetland,Bareland
593,Water,Forest,Non_Water,Non_Wetland,Water
594,Water,Forest,Non_Water,Non_Wetland,Forest
595,Water,Forest,Water,Non_Wetland,NULL
596,Water,Forest,Water,Non_Wetland,Grassland
597,Water,Forest,Water,Non_Wetland,Cropland
598,Water,Forest,Water,Non_Wetland,Wetland
599,Water,Forest,Water,Non_Wetland,Bareland
600,Water,Forest,Water,Non_Wetland,Water
601,Water,Forest,Water,Non_Wetland,Forest
602,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
603,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
604,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
605,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
606,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Forest
607,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
608,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
609,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
610,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
611,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
612,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
613,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
614,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
615,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
616,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
617,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
618,Permanent_ice_and_snow,Water,Water,Water,Forest
619,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
620,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Cropland
621,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
622,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
623,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Cropland
624,Forest,NULL,NULL,Non_Wetland,NULL
625,Forest,NULL,NULL,Non_Wetland,Grassland
626,Forest,NULL,NULL,Non_Wetland,Cropland
627,Forest,NULL,NULL,Non_Wetland,Wetland
628,Forest,NULL,NULL,Non_Wetland,Built-up
629,Forest,NULL,NULL,Non_Wetland,Water
630,Forest,NULL,NULL,Non_Wetland,Forest
631,Forest,NULL,Non_Water,Non_Wetland,Grassland
632,Forest,NULL,Non_Water,Non_Wetland,Wetland
633,Forest,NULL,Non_Water,Non_Wetland,Water
634,Forest,NULL,Non_Water,Non_Wetland,Forest
635,Forest,NULL,Water,Non_Wetland,Grassland
636,Forest,NULL,Water,Non_Wetland,Wetland
637,Forest,NULL,Water,Non_Wetland,Water
638,Forest,NULL,Water,Non_Wetland,Forest
639,Forest,Shrubland,NULL,Non_Wetland,NULL
640,Forest,Shrubland,NULL,Non_Wetland,Grassland
641,Forest,Shrubland,NULL,Non_Wetland,Cropland
642,Forest,Shrubland,NULL,Non_Wetland,Wetland
643,Forest,Shrubland,NULL,Non_Wetland,Built-up
644,Forest,Shrubland,NULL,Non_Wetland,Water
645,Forest,Shrubland,NULL,Non_Wetland,Forest
646,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
647,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
648,Forest,Shrubland,Non_Water,Non_Wetland,Forest
649,Forest,Shrubland,Water,Non_Wetland,Grassland
650,Forest,Shrubland,Water,Non_Wetland,Wetland
651,Forest,Shrubland,Water,Non_Wetland,Forest
652,Forest,Grassland,NULL,Non_Wetland,Grassland
653,Forest,Grassland,NULL,Non_Wetland,Built-up
654,Forest,Grassland,NULL,Non_Wetland,Forest
655,Forest,Cropland,NULL,Non_Wetland,NULL
656,Forest,Cropland,NULL,Non_Wetland,Grassland
657,Forest,Cropland,NULL,Non_Wetland,Cropland
658,Forest,Cropland,NULL,Non_Wetland,Wetland
659,Forest,Cropland,NULL,Non_Wetland,Built-up
660,Forest,Cropland,NULL,Non_Wetland,Water
661,Forest,Cropland,NULL,Non_Wetland,Forest
662,Forest,Cropland,Non_Water,Non_Wetland,Grassland
663,Forest,Cropland,Non_Water,Non_Wetland,Wetland
664,Forest,Cropland,Non_Water,Non_Wetland,Forest
665,Forest,Cropland,Water,Non_Wetland,Grassland
666,Forest,Cropland,Water,Non_Wetland,Forest
667,Forest,Wetland,NULL,Wetland,NULL
668,Forest,Wetland,NULL,Wetland,Grassland
669,Forest,Wetland,NULL,Wetland,Cropland
670,Forest,Wetland,NULL,Wetland,Wetland
671,Forest,Wetland,NULL,Wetland,Bareland
672,Forest,Wetland,NULL,Wetland,Built-up
673,Forest,Wetland,NULL,Wetland,Water
674,Forest,Wetland,NULL,Wetland,Forest
675,Forest,Wetland,Non_Water,Wetland,Grassland
676,Forest,Wetland,Non_Water,Wetland,Wetland
677,Forest,Wetland,Non_Water,Wetland,Water
678,Forest,Wetland,Non_Water,Wetland,Forest
679,Forest,Wetland,Water,Wetland,Grassland
680,Forest,Wetland,Water,Wetland,Wetland
681,Forest,Wetland,Water,Wetland,Water
682,Forest,Wetland,Water,Wetland,Forest
683,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
684,Forest,Bareland,NULL,Non_Wetland,NULL
685,Forest,Bareland,NULL,Non_Wetland,Grassland
686,Forest,Bareland,NULL,Non_Wetland,Cropland
687,Forest,Bareland,NULL,Non_Wetland,Wetland
688,Forest,Bareland,NULL,Non_Wetland,Bareland
689,Forest,Bareland,NULL,Non_Wetland,Built-up
690,Forest,Bareland,NULL,Non_Wetland,Water
691,Forest,Bareland,NULL,Non_Wetland,Forest
692,Forest,Bareland,Non_Water,Non_Wetland,Grassland
693,Forest,Bareland,Non_Water,Non_Wetland,Wetland
694,Forest,Bareland,Non_Water,Non_Wetland,Forest
695,Forest,Bareland,Water,Non_Wetland,Grassland
696,Forest,Bareland,Water,Non_Wetland,Wetland
697,Forest,Bareland,Water,Non_Wetland,Forest
698,Forest,Built-up,NULL,Non_Wetland,Grassland
699,Forest,Built-up,NULL,Non_Wetland,Cropland
700,Forest,Built-up,NULL,Non_Wetland,Wetland
701,Forest,Built-up,NULL,Non_Wetland,Bareland
702,Forest,Built-up,NULL,Non_Wetland,Built-up
703,Forest,Built-up,NULL,Non_Wetland,Water
704,Forest,Built-up,NULL,Non_Wetland,Forest
705,Forest,Built-up,Non_Water,Non_Wetland,Forest
706,Forest,Built-up,Water,Non_Wetland,Forest
707,Forest,Water,NULL,Water,Grassland
708,Forest,Water,NULL,Water,Wetland
709,Forest,Water,NULL,Water,Built-up
710,Forest,Water,NULL,Water,Water
711,Forest,Water,NULL,Water,Forest
712,Forest,Water,Non_Water,Water,Grassland
713,Forest,Water,Non_Water,Water,Cropland
714,Forest,Water,Non_Water,Water,Wetland
715,Forest,Water,Non_Water,Water,Forest
716,Forest,Water,Water,Water,Grassland
717,Forest,Water,Water,Water,Wetland
718,Forest,Water,Water,Water,Water
719,Forest,Water,Water,Water,Forest
720,Forest,Forest,NULL,Non_Wetland,NULL
721,Forest,Forest,NULL,Non_Wetland,Grassland
722,Forest,Forest,NULL,Non_Wetland,Cropland
723,Forest,Forest,NULL,Non_Wetland,Wetland
724,Forest,Forest,NULL,Non_Wetland,Bareland
725,Forest,Forest,NULL,Non_Wetland,Built-up
726,Forest,Forest,NULL,Non_Wetland,Water
727,Forest,Forest,NULL,Non_Wetland,Forest
728,Forest,Forest,Non_Water,Non_Wetland,NULL
729,Forest,Forest,Non_Water,Non_Wetland,Grassland
730,Forest,Forest,Non_Water,Non_Wetland,Wetland
731,Forest,Forest,Non_Water,Non_Wetland,Water
732,Forest,Forest,Non_Water,Non_Wetland,Forest
733,Forest,Forest,Water,Non_Wetland,Grassland
734,Forest,Forest,Water,Non_Wetland,Cropland
735,Forest,Forest,Water,Non_Wetland,Wetland
736,Forest,Forest,Water,Non_Wetland,Water
737,Forest,Forest,Water,Non_Wetland,Forest
