Value,SIBERIA_2024_ESA_CALU_2024_45XWC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XWC_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XWC_M_R,SIBERIA_2024_GSW_Yearly_2021_45XWC_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XWC_M_R,SIBERIA_2024_WorldCover_2021_45XWC_M_R
410,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
411,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
412,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
413,NULL,Water,Grassland,Water,Non_Wetland,Grassland
414,NULL,Water,Grassland,Water,Non_Wetland,Wetland
415,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
416,NULL,Water,Grassland,Water,Non_Wetland,Bareland
417,NULL,Water,Grassland,Water,Non_Wetland,Water
418,NULL,Water,Wetland,NULL,NULL,Grassland
419,NULL,Water,Wetland,NULL,NULL,Wetland
420,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
421,NULL,Water,Wetland,NULL,NULL,Bareland
422,NULL,Water,Wetland,NULL,NULL,Water
423,NULL,Water,Wetland,NULL,Wetland,NULL
424,NULL,Water,Wetland,NULL,Wetland,Grassland
425,NULL,Water,Wetland,NULL,Wetland,Wetland
426,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
427,NULL,Water,Wetland,NULL,Wetland,Bareland
428,NULL,Water,Wetland,NULL,Wetland,Water
429,NULL,Water,Wetland,Non_Water,NULL,Wetland
430,NULL,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
431,NULL,Water,Wetland,Non_Water,NULL,Bareland
432,NULL,Water,Wetland,Non_Water,NULL,Water
433,NULL,Water,Wetland,Non_Water,Wetland,Grassland
434,NULL,Water,Wetland,Non_Water,Wetland,Wetland
435,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
436,NULL,Water,Wetland,Non_Water,Wetland,Bareland
437,NULL,Water,Wetland,Non_Water,Wetland,Water
438,NULL,Water,Wetland,Water,NULL,Wetland
439,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
440,NULL,Water,Wetland,Water,NULL,Bareland
441,NULL,Water,Wetland,Water,NULL,Water
442,NULL,Water,Wetland,Water,Wetland,Grassland
443,NULL,Water,Wetland,Water,Wetland,Wetland
444,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
445,NULL,Water,Wetland,Water,Wetland,Bareland
446,NULL,Water,Wetland,Water,Wetland,Water
447,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
448,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
449,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
450,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
451,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
452,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
453,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
454,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
455,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
456,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
457,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
458,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
459,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
460,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
461,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
462,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
463,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
464,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
465,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
466,NULL,Water,Bareland,NULL,Non_Wetland,Water
467,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
468,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
469,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
470,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
471,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
472,NULL,Water,Bareland,Water,Non_Wetland,Grassland
473,NULL,Water,Bareland,Water,Non_Wetland,Wetland
474,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
475,NULL,Water,Bareland,Water,Non_Wetland,Bareland
476,NULL,Water,Bareland,Water,Non_Wetland,Water
477,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
478,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
479,NULL,Water,Built-up,NULL,Non_Wetland,Water
480,NULL,Water,Built-up,Water,Non_Wetland,Bareland
481,NULL,Water,Built-up,Water,Non_Wetland,Water
482,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
483,NULL,Water,Water,NULL,NULL,Water
484,NULL,Water,Water,NULL,Water,Grassland
485,NULL,Water,Water,NULL,Water,Wetland
486,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
487,NULL,Water,Water,NULL,Water,Bareland
488,NULL,Water,Water,NULL,Water,Water
489,NULL,Water,Water,Non_Water,NULL,Grassland
490,NULL,Water,Water,Non_Water,NULL,Water
491,NULL,Water,Water,Non_Water,Water,Grassland
492,NULL,Water,Water,Non_Water,Water,Wetland
493,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
494,NULL,Water,Water,Non_Water,Water,Bareland
495,NULL,Water,Water,Non_Water,Water,Water
496,NULL,Water,Water,Water,NULL,Wetland
497,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
498,NULL,Water,Water,Water,NULL,Bareland
499,NULL,Water,Water,Water,NULL,Water
500,NULL,Water,Water,Water,Water,Grassland
501,NULL,Water,Water,Water,Water,Wetland
502,NULL,Water,Water,Water,Water,Lichens_and_Mosses
503,NULL,Water,Water,Water,Water,Bareland
504,NULL,Water,Water,Water,Water,Water
505,NULL,Water,Forest,NULL,Non_Wetland,Grassland
506,NULL,Water,Forest,NULL,Non_Wetland,Wetland
507,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
508,NULL,Water,Forest,NULL,Non_Wetland,Water
509,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
510,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
511,NULL,Water,Forest,Non_Water,Non_Wetland,Water
512,NULL,Water,Forest,Water,Non_Wetland,Grassland
513,NULL,Water,Forest,Water,Non_Wetland,Wetland
514,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
515,NULL,Water,Forest,Water,Non_Wetland,Water
516,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
517,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
518,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
519,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
520,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
521,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
522,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
523,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
524,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
525,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
526,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
527,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
528,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
529,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
530,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
531,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
532,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
533,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
534,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
535,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
536,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
537,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
538,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
539,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
540,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
541,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
542,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
543,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
544,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
545,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
546,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
547,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
548,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
549,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
550,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
551,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
552,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
553,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
554,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
555,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
556,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
557,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Permanent_ice_and_snow
558,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
559,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
560,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
561,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
562,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
563,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
564,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
565,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
566,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
567,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
568,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
569,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
570,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
571,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
572,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
573,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
574,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
575,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
576,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
577,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
578,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
579,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
580,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
581,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
582,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
583,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
584,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
585,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
586,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
587,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
588,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
589,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
590,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
591,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
592,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
593,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
594,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
595,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
596,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
597,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
598,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
599,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
600,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
601,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
602,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
603,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
604,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
605,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
606,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
607,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
608,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
609,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
610,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
611,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
612,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
613,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
614,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
615,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
616,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
617,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
618,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
619,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
620,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
621,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
622,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
623,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
624,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
625,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
626,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
627,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
628,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
629,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
630,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
631,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
632,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
633,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
634,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
635,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
636,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
637,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
638,NULL,Permanent_ice_and_snow,Water,Water,Water,Permanent_ice_and_snow
639,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
640,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
641,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
642,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
643,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
644,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
645,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
646,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
647,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
648,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
649,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
650,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
651,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
652,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
653,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
654,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
655,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
656,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
657,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
658,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
659,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
660,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
661,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
662,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
663,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
664,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
665,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
666,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
667,NULL,Forest,Shrubland,Water,Non_Wetland,Water
668,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
669,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
670,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
671,NULL,Forest,Grassland,NULL,Non_Wetland,Water
672,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
673,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
674,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
675,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
676,NULL,Forest,Wetland,NULL,Wetland,Wetland
677,NULL,Forest,Wetland,NULL,Wetland,Water
678,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
679,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
680,NULL,Forest,Wetland,Non_Water,Wetland,Water
681,NULL,Forest,Wetland,Water,Wetland,Wetland
682,NULL,Forest,Wetland,Water,Wetland,Water
683,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
684,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
685,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
686,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
687,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
688,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
689,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
690,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
691,NULL,Forest,Bareland,NULL,Non_Wetland,Water
692,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
693,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
694,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
695,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
696,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
697,NULL,Forest,Bareland,Water,Non_Wetland,Water
698,NULL,Forest,Water,NULL,Water,Wetland
699,NULL,Forest,Water,NULL,Water,Water
700,NULL,Forest,Water,Non_Water,Water,Grassland
701,NULL,Forest,Water,Non_Water,Water,Wetland
702,NULL,Forest,Water,Non_Water,Water,Water
703,NULL,Forest,Water,Water,Water,Grassland
704,NULL,Forest,Water,Water,Water,Wetland
705,NULL,Forest,Water,Water,Water,Water
706,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
707,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
708,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
709,NULL,Forest,Forest,NULL,Non_Wetland,Water
710,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
711,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
712,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
713,NULL,Forest,Forest,Water,Non_Wetland,Grassland
714,NULL,Forest,Forest,Water,Non_Wetland,Wetland
715,NULL,Forest,Forest,Water,Non_Wetland,Water
716,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
717,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
718,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
719,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
720,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
721,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
722,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
723,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
724,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
725,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
726,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
727,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
728,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
729,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
730,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
731,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
732,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
733,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
734,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
735,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
736,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
737,Shrubland,NULL,Wetland,NULL,NULL,Grassland
738,Shrubland,NULL,Wetland,NULL,NULL,Wetland
739,Shrubland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
740,Shrubland,NULL,Wetland,NULL,NULL,Water
741,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
742,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
743,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
744,Shrubland,NULL,Wetland,NULL,Wetland,Water
745,Shrubland,NULL,Wetland,Non_Water,NULL,Grassland
746,Shrubland,NULL,Wetland,Non_Water,NULL,Wetland
747,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
748,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
749,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
750,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
751,Shrubland,NULL,Wetland,Water,NULL,Grassland
752,Shrubland,NULL,Wetland,Water,NULL,Wetland
753,Shrubland,NULL,Wetland,Water,NULL,Water
754,Shrubland,NULL,Wetland,Water,Wetland,Grassland
755,Shrubland,NULL,Wetland,Water,Wetland,Wetland
756,Shrubland,NULL,Wetland,Water,Wetland,Water
757,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
758,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
759,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
760,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
761,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
762,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
763,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
764,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
765,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
766,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
767,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
768,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
769,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
770,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
771,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
772,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
773,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
774,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
775,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
776,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
777,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
778,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
779,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
780,Shrubland,NULL,Water,NULL,Water,Wetland
781,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
782,Shrubland,NULL,Water,NULL,Water,Water
783,Shrubland,NULL,Water,Non_Water,Water,Wetland
784,Shrubland,NULL,Water,Water,Water,Grassland
785,Shrubland,NULL,Water,Water,Water,Wetland
786,Shrubland,NULL,Water,Water,Water,Water
787,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
788,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
789,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
790,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
791,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
792,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
793,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
794,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
795,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
796,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
