Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWR_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWR_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWR_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWR_M_R,SIBERIA_2024_WorldCover_2021_45WWR_M_R
474,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
475,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
476,Built-up,Bareland,Non_Water,Non_Wetland,Forest
477,Built-up,Bareland,Water,Non_Wetland,Bareland
478,Built-up,Bareland,Water,Non_Wetland,Built-up
479,Built-up,Bareland,Water,Non_Wetland,Water
480,Built-up,Bareland,Water,Non_Wetland,Forest
481,Built-up,Built-up,NULL,Non_Wetland,Grassland
482,Built-up,Built-up,NULL,Non_Wetland,Wetland
483,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
484,Built-up,Built-up,NULL,Non_Wetland,Bareland
485,Built-up,Built-up,NULL,Non_Wetland,Built-up
486,Built-up,Built-up,NULL,Non_Wetland,Water
487,Built-up,Built-up,NULL,Non_Wetland,Forest
488,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
489,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
490,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
491,Built-up,Built-up,Non_Water,Non_Wetland,Water
492,Built-up,Built-up,Non_Water,Non_Wetland,Forest
493,Built-up,Built-up,Water,Non_Wetland,Grassland
494,Built-up,Built-up,Water,Non_Wetland,Bareland
495,Built-up,Built-up,Water,Non_Wetland,Built-up
496,Built-up,Built-up,Water,Non_Wetland,Water
497,Built-up,Built-up,Water,Non_Wetland,Forest
498,Built-up,Water,NULL,Water,Bareland
499,Built-up,Water,NULL,Water,Water
500,Built-up,Water,NULL,Water,Forest
501,Built-up,Water,Non_Water,Water,Bareland
502,Built-up,Water,Non_Water,Water,Forest
503,Built-up,Water,Water,Water,Bareland
504,Built-up,Water,Water,Water,Built-up
505,Built-up,Water,Water,Water,Water
506,Built-up,Water,Water,Water,Forest
507,Built-up,Forest,NULL,Non_Wetland,Grassland
508,Built-up,Forest,NULL,Non_Wetland,Wetland
509,Built-up,Forest,NULL,Non_Wetland,Bareland
510,Built-up,Forest,NULL,Non_Wetland,Built-up
511,Built-up,Forest,NULL,Non_Wetland,Forest
512,Built-up,Forest,Water,Non_Wetland,Forest
513,Water,NULL,NULL,Non_Wetland,Grassland
514,Water,NULL,NULL,Non_Wetland,Wetland
515,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
516,Water,NULL,NULL,Non_Wetland,Bareland
517,Water,NULL,NULL,Non_Wetland,Water
518,Water,NULL,NULL,Non_Wetland,Forest
519,Water,NULL,Non_Water,Non_Wetland,Grassland
520,Water,NULL,Non_Water,Non_Wetland,Wetland
521,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
522,Water,NULL,Non_Water,Non_Wetland,Bareland
523,Water,NULL,Non_Water,Non_Wetland,Water
524,Water,NULL,Non_Water,Non_Wetland,Forest
525,Water,NULL,Water,Non_Wetland,Grassland
526,Water,NULL,Water,Non_Wetland,Wetland
527,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
528,Water,NULL,Water,Non_Wetland,Bareland
529,Water,NULL,Water,Non_Wetland,Water
530,Water,NULL,Water,Non_Wetland,Forest
531,Water,Shrubland,NULL,Non_Wetland,Grassland
532,Water,Shrubland,NULL,Non_Wetland,Wetland
533,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
534,Water,Shrubland,NULL,Non_Wetland,Bareland
535,Water,Shrubland,NULL,Non_Wetland,Water
536,Water,Shrubland,NULL,Non_Wetland,Forest
537,Water,Shrubland,Non_Water,Non_Wetland,Grassland
538,Water,Shrubland,Non_Water,Non_Wetland,Wetland
539,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
540,Water,Shrubland,Non_Water,Non_Wetland,Bareland
541,Water,Shrubland,Non_Water,Non_Wetland,Water
542,Water,Shrubland,Non_Water,Non_Wetland,Forest
543,Water,Shrubland,Water,Non_Wetland,Grassland
544,Water,Shrubland,Water,Non_Wetland,Wetland
545,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
546,Water,Shrubland,Water,Non_Wetland,Bareland
547,Water,Shrubland,Water,Non_Wetland,Water
548,Water,Shrubland,Water,Non_Wetland,Forest
549,Water,Grassland,NULL,Non_Wetland,Grassland
550,Water,Grassland,NULL,Non_Wetland,Wetland
551,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
552,Water,Grassland,NULL,Non_Wetland,Bareland
553,Water,Grassland,NULL,Non_Wetland,Water
554,Water,Grassland,NULL,Non_Wetland,Forest
555,Water,Grassland,Non_Water,Non_Wetland,Grassland
556,Water,Grassland,Non_Water,Non_Wetland,Wetland
557,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
558,Water,Grassland,Non_Water,Non_Wetland,Water
559,Water,Grassland,Non_Water,Non_Wetland,Forest
560,Water,Grassland,Water,Non_Wetland,Grassland
561,Water,Grassland,Water,Non_Wetland,Wetland
562,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
563,Water,Grassland,Water,Non_Wetland,Bareland
564,Water,Grassland,Water,Non_Wetland,Water
565,Water,Grassland,Water,Non_Wetland,Forest
566,Water,Wetland,NULL,Wetland,Grassland
567,Water,Wetland,NULL,Wetland,Wetland
568,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
569,Water,Wetland,NULL,Wetland,Bareland
570,Water,Wetland,NULL,Wetland,Water
571,Water,Wetland,NULL,Wetland,Forest
572,Water,Wetland,Non_Water,Wetland,Grassland
573,Water,Wetland,Non_Water,Wetland,Wetland
574,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
575,Water,Wetland,Non_Water,Wetland,Bareland
576,Water,Wetland,Non_Water,Wetland,Water
577,Water,Wetland,Non_Water,Wetland,Forest
578,Water,Wetland,Water,Wetland,Grassland
579,Water,Wetland,Water,Wetland,Wetland
580,Water,Wetland,Water,Wetland,Lichens_and_Mosses
581,Water,Wetland,Water,Wetland,Bareland
582,Water,Wetland,Water,Wetland,Water
583,Water,Wetland,Water,Wetland,Forest
584,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
585,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
586,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
587,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
588,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
589,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
590,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
591,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
592,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
593,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
594,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
595,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
596,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
597,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
598,Water,Bareland,NULL,Non_Wetland,Grassland
599,Water,Bareland,NULL,Non_Wetland,Wetland
600,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
601,Water,Bareland,NULL,Non_Wetland,Bareland
602,Water,Bareland,NULL,Non_Wetland,Water
603,Water,Bareland,NULL,Non_Wetland,Forest
604,Water,Bareland,Non_Water,Non_Wetland,Grassland
605,Water,Bareland,Non_Water,Non_Wetland,Wetland
606,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
607,Water,Bareland,Non_Water,Non_Wetland,Bareland
608,Water,Bareland,Non_Water,Non_Wetland,Water
609,Water,Bareland,Non_Water,Non_Wetland,Forest
610,Water,Bareland,Water,Non_Wetland,Grassland
611,Water,Bareland,Water,Non_Wetland,Wetland
612,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
613,Water,Bareland,Water,Non_Wetland,Bareland
614,Water,Bareland,Water,Non_Wetland,Water
615,Water,Bareland,Water,Non_Wetland,Forest
616,Water,Built-up,NULL,Non_Wetland,Grassland
617,Water,Built-up,NULL,Non_Wetland,Wetland
618,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
619,Water,Built-up,NULL,Non_Wetland,Bareland
620,Water,Built-up,NULL,Non_Wetland,Built-up
621,Water,Built-up,NULL,Non_Wetland,Water
622,Water,Built-up,NULL,Non_Wetland,Forest
623,Water,Built-up,Non_Water,Non_Wetland,Grassland
624,Water,Built-up,Non_Water,Non_Wetland,Wetland
625,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
626,Water,Built-up,Non_Water,Non_Wetland,Bareland
627,Water,Built-up,Non_Water,Non_Wetland,Water
628,Water,Built-up,Non_Water,Non_Wetland,Forest
629,Water,Built-up,Water,Non_Wetland,Grassland
630,Water,Built-up,Water,Non_Wetland,Wetland
631,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
632,Water,Built-up,Water,Non_Wetland,Bareland
633,Water,Built-up,Water,Non_Wetland,Built-up
634,Water,Built-up,Water,Non_Wetland,Water
635,Water,Built-up,Water,Non_Wetland,Forest
636,Water,Water,NULL,Water,Grassland
637,Water,Water,NULL,Water,Wetland
638,Water,Water,NULL,Water,Lichens_and_Mosses
639,Water,Water,NULL,Water,Bareland
640,Water,Water,NULL,Water,Water
641,Water,Water,NULL,Water,Forest
642,Water,Water,Non_Water,Water,Grassland
643,Water,Water,Non_Water,Water,Wetland
644,Water,Water,Non_Water,Water,Lichens_and_Mosses
645,Water,Water,Non_Water,Water,Bareland
646,Water,Water,Non_Water,Water,Water
647,Water,Water,Non_Water,Water,Forest
648,Water,Water,Water,Water,Grassland
649,Water,Water,Water,Water,Wetland
650,Water,Water,Water,Water,Lichens_and_Mosses
651,Water,Water,Water,Water,Bareland
652,Water,Water,Water,Water,Water
653,Water,Water,Water,Water,Forest
654,Water,Forest,NULL,Non_Wetland,Grassland
655,Water,Forest,NULL,Non_Wetland,Wetland
656,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
657,Water,Forest,NULL,Non_Wetland,Bareland
658,Water,Forest,NULL,Non_Wetland,Water
659,Water,Forest,NULL,Non_Wetland,Forest
660,Water,Forest,Non_Water,Non_Wetland,Grassland
661,Water,Forest,Non_Water,Non_Wetland,Wetland
662,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
663,Water,Forest,Non_Water,Non_Wetland,Bareland
664,Water,Forest,Non_Water,Non_Wetland,Water
665,Water,Forest,Non_Water,Non_Wetland,Forest
666,Water,Forest,Water,Non_Wetland,Grassland
667,Water,Forest,Water,Non_Wetland,Wetland
668,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
669,Water,Forest,Water,Non_Wetland,Bareland
670,Water,Forest,Water,Non_Wetland,Water
671,Water,Forest,Water,Non_Wetland,Forest
672,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
673,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
674,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
675,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
676,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
677,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
678,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
679,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
682,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
683,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
684,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
685,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
686,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
687,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
688,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
689,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
690,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
691,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
692,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
693,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
694,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
695,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
696,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
697,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
698,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
699,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
700,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
701,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
702,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
703,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
704,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
705,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
706,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
707,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
708,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
709,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL
710,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
711,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
712,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
713,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
714,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
715,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
716,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
717,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
718,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
719,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
720,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
721,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
722,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
723,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
724,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
725,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
726,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
727,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
728,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
729,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
730,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
731,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
732,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
733,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
734,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
735,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
736,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
737,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
738,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
739,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
740,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
741,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
742,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
743,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
744,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
745,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
746,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
747,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
748,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
749,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
750,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
751,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
752,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
753,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
754,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
755,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
756,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
757,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
758,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
759,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
760,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
761,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
762,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
763,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
764,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
765,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
766,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
767,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
768,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
769,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
770,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
771,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL
772,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
773,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
774,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
775,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
776,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
777,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
778,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
779,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
780,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
781,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
782,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
783,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
784,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
785,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
786,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
787,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
788,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
789,Permanent_ice_and_snow,Water,NULL,Water,Grassland
790,Permanent_ice_and_snow,Water,NULL,Water,Wetland
791,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
792,Permanent_ice_and_snow,Water,NULL,Water,Bareland
793,Permanent_ice_and_snow,Water,NULL,Water,Water
794,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
795,Permanent_ice_and_snow,Water,NULL,Water,Forest
796,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
797,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
798,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
799,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
800,Permanent_ice_and_snow,Water,Non_Water,Water,Water
801,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
802,Permanent_ice_and_snow,Water,Water,Water,Grassland
803,Permanent_ice_and_snow,Water,Water,Water,Wetland
804,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
805,Permanent_ice_and_snow,Water,Water,Water,Bareland
806,Permanent_ice_and_snow,Water,Water,Water,Water
807,Permanent_ice_and_snow,Water,Water,Water,Forest
808,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
809,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
810,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
811,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
812,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
813,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
814,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
815,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
816,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
817,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
818,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
819,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
820,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
821,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
822,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
823,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
824,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
825,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
826,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
827,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
828,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
829,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
830,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
831,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
832,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
833,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
834,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
835,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
836,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
837,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
838,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
839,Forest,NULL,NULL,Non_Wetland,NULL
840,Forest,NULL,NULL,Non_Wetland,Grassland
841,Forest,NULL,NULL,Non_Wetland,Wetland
842,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
843,Forest,NULL,NULL,Non_Wetland,Bareland
844,Forest,NULL,NULL,Non_Wetland,Water
845,Forest,NULL,NULL,Non_Wetland,Forest
846,Forest,NULL,Non_Water,Non_Wetland,Grassland
847,Forest,NULL,Non_Water,Non_Wetland,Wetland
848,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
849,Forest,NULL,Non_Water,Non_Wetland,Bareland
850,Forest,NULL,Non_Water,Non_Wetland,Water
851,Forest,NULL,Non_Water,Non_Wetland,Forest
852,Forest,NULL,Water,Non_Wetland,Grassland
853,Forest,NULL,Water,Non_Wetland,Wetland
854,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
855,Forest,NULL,Water,Non_Wetland,Bareland
856,Forest,NULL,Water,Non_Wetland,Water
857,Forest,NULL,Water,Non_Wetland,Forest
858,Forest,Shrubland,NULL,Non_Wetland,NULL
859,Forest,Shrubland,NULL,Non_Wetland,Grassland
860,Forest,Shrubland,NULL,Non_Wetland,Wetland
861,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
862,Forest,Shrubland,NULL,Non_Wetland,Bareland
863,Forest,Shrubland,NULL,Non_Wetland,Water
864,Forest,Shrubland,NULL,Non_Wetland,Forest
865,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
866,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
867,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
868,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
869,Forest,Shrubland,Non_Water,Non_Wetland,Water
870,Forest,Shrubland,Non_Water,Non_Wetland,Forest
871,Forest,Shrubland,Water,Non_Wetland,Grassland
872,Forest,Shrubland,Water,Non_Wetland,Wetland
873,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
874,Forest,Shrubland,Water,Non_Wetland,Bareland
875,Forest,Shrubland,Water,Non_Wetland,Water
876,Forest,Shrubland,Water,Non_Wetland,Forest
877,Forest,Grassland,NULL,Non_Wetland,NULL
878,Forest,Grassland,NULL,Non_Wetland,Grassland
879,Forest,Grassland,NULL,Non_Wetland,Wetland
880,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
881,Forest,Grassland,NULL,Non_Wetland,Bareland
882,Forest,Grassland,NULL,Non_Wetland,Water
883,Forest,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
884,Forest,Grassland,NULL,Non_Wetland,Forest
885,Forest,Grassland,Non_Water,Non_Wetland,Grassland
886,Forest,Grassland,Non_Water,Non_Wetland,Wetland
887,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
888,Forest,Grassland,Non_Water,Non_Wetland,Forest
889,Forest,Grassland,Water,Non_Wetland,Grassland
890,Forest,Grassland,Water,Non_Wetland,Wetland
891,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
892,Forest,Grassland,Water,Non_Wetland,Bareland
893,Forest,Grassland,Water,Non_Wetland,Water
894,Forest,Grassland,Water,Non_Wetland,Forest
895,Forest,Wetland,NULL,Wetland,NULL
896,Forest,Wetland,NULL,Wetland,Grassland
897,Forest,Wetland,NULL,Wetland,Wetland
898,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
899,Forest,Wetland,NULL,Wetland,Bareland
900,Forest,Wetland,NULL,Wetland,Water
901,Forest,Wetland,NULL,Wetland,Forest
902,Forest,Wetland,Non_Water,Wetland,Grassland
903,Forest,Wetland,Non_Water,Wetland,Wetland
904,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
905,Forest,Wetland,Non_Water,Wetland,Bareland
906,Forest,Wetland,Non_Water,Wetland,Water
907,Forest,Wetland,Non_Water,Wetland,Forest
908,Forest,Wetland,Water,Wetland,Grassland
909,Forest,Wetland,Water,Wetland,Wetland
910,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
911,Forest,Wetland,Water,Wetland,Bareland
912,Forest,Wetland,Water,Wetland,Water
913,Forest,Wetland,Water,Wetland,Forest
