Value,SIBERIA_2024_ESA_CALU_2024_42XWF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42XWF_M_R,SIBERIA_2024_GLC_FCS30D_2022_42XWF_M_R,SIBERIA_2024_GSW_Yearly_2021_42XWF_M_R,SIBERIA_2024_GWL_FCS30D_2022_42XWF_M_R,SIBERIA_2024_WorldCover_2021_42XWF_M_R
395,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
396,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
397,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
398,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
399,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
400,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
401,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
402,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
403,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
404,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
405,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
406,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
407,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
408,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
409,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
410,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
411,NULL,Forest,Bareland,NULL,Non_Wetland,Water
412,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
413,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
414,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
415,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
416,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
417,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
418,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
419,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
420,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
421,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
422,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
423,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
424,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
425,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
426,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
427,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
428,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
429,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
430,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
431,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
432,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
433,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
434,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
435,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
436,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
437,Shrubland,NULL,Wetland,NULL,Wetland,Water
438,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
439,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
440,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
441,Shrubland,NULL,Wetland,Water,Wetland,Grassland
442,Shrubland,NULL,Wetland,Water,Wetland,Wetland
443,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
444,Shrubland,NULL,Wetland,Water,Wetland,Bareland
445,Shrubland,NULL,Wetland,Water,Wetland,Water
446,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
447,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
448,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
449,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
450,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
451,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
452,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
453,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
454,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
455,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
456,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
457,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
458,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
459,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
460,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
461,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
462,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
463,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
464,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
465,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
466,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
467,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
468,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
469,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
470,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
471,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
472,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
473,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
474,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
475,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
476,Shrubland,NULL,Water,NULL,Water,Grassland
477,Shrubland,NULL,Water,NULL,Water,Wetland
478,Shrubland,NULL,Water,NULL,Water,Water
479,Shrubland,NULL,Water,Non_Water,Water,Wetland
480,Shrubland,NULL,Water,Non_Water,Water,Water
481,Shrubland,NULL,Water,Water,Water,Wetland
482,Shrubland,NULL,Water,Water,Water,Water
483,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
484,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
485,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
486,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
487,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
488,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
489,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
490,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
491,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
492,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
493,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
494,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
495,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
496,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
497,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
498,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
499,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
500,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
501,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
502,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
503,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
504,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
505,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
506,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
507,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
508,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
509,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
510,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
511,Shrubland,Wetland,Wetland,NULL,Wetland,Water
512,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
513,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
514,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
515,Shrubland,Wetland,Wetland,Non_Water,Wetland,Bareland
516,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
517,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
518,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
519,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
520,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
521,Shrubland,Wetland,Wetland,Water,Wetland,Water
522,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
523,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
524,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
525,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
526,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
527,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
528,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
529,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
530,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
531,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
532,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
533,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
534,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
535,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
536,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
537,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
538,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
539,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
540,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
541,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
542,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
543,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
544,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
545,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
546,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
547,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
548,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
549,Shrubland,Wetland,Bareland,Water,Non_Wetland,Bareland
550,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
551,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
552,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
553,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
554,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
555,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
556,Shrubland,Wetland,Built-up,Water,Non_Wetland,Grassland
557,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
558,Shrubland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
559,Shrubland,Wetland,Water,NULL,Water,Grassland
560,Shrubland,Wetland,Water,NULL,Water,Wetland
561,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
562,Shrubland,Wetland,Water,NULL,Water,Water
563,Shrubland,Wetland,Water,Non_Water,Water,Grassland
564,Shrubland,Wetland,Water,Non_Water,Water,Wetland
565,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
566,Shrubland,Wetland,Water,Non_Water,Water,Bareland
567,Shrubland,Wetland,Water,Non_Water,Water,Water
568,Shrubland,Wetland,Water,Water,Water,Grassland
569,Shrubland,Wetland,Water,Water,Water,Wetland
570,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
571,Shrubland,Wetland,Water,Water,Water,Water
572,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
573,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
574,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
575,Shrubland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
576,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
577,Shrubland,Bareland,Water,Water,Water,Water
578,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
579,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
580,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
581,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
582,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
583,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
584,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
585,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
586,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
587,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
588,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
589,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
590,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
591,Shrubland,Water,Wetland,NULL,Wetland,Grassland
592,Shrubland,Water,Wetland,NULL,Wetland,Wetland
593,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
594,Shrubland,Water,Wetland,NULL,Wetland,Water
595,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
596,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
597,Shrubland,Water,Wetland,Non_Water,Wetland,Water
598,Shrubland,Water,Wetland,Water,Wetland,Wetland
599,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
600,Shrubland,Water,Wetland,Water,Wetland,Bareland
601,Shrubland,Water,Wetland,Water,Wetland,Water
602,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
603,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
604,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
605,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
606,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
607,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
608,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
609,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
610,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
611,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
612,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
613,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
614,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
615,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
616,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
617,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
618,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
619,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
620,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
621,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
622,Shrubland,Water,Bareland,Water,Non_Wetland,Water
623,Shrubland,Water,Water,NULL,Water,Wetland
624,Shrubland,Water,Water,NULL,Water,Water
625,Shrubland,Water,Water,Non_Water,Water,Wetland
626,Shrubland,Water,Water,Non_Water,Water,Water
627,Shrubland,Water,Water,Water,Water,Grassland
628,Shrubland,Water,Water,Water,Water,Wetland
629,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
630,Shrubland,Water,Water,Water,Water,Water
631,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
632,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
633,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
634,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
635,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
636,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
637,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
638,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
639,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
640,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
641,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
642,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
643,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
644,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
645,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
646,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
647,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
648,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
649,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
650,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
651,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
652,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
653,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
654,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
655,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
656,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
657,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
658,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
659,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
660,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
661,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
662,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
663,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
664,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
665,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
666,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
667,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
668,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
669,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
670,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
671,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
672,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
673,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
674,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
675,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
676,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
677,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
678,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
679,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
680,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
681,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
682,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
683,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
684,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
685,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
686,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
687,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
688,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
689,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
690,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
691,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
692,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
693,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
694,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
695,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
696,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
697,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
698,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
699,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
700,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
701,Shrubland,Forest,Bareland,Water,Non_Wetland,Water
702,Shrubland,Forest,Water,Water,Water,Wetland
703,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
704,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
705,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
706,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
707,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
708,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
709,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
710,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
711,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
712,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
713,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
714,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
715,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
716,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
717,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
718,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
719,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
720,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
721,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
722,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
723,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
724,Wetland,NULL,Wetland,NULL,Wetland,Grassland
725,Wetland,NULL,Wetland,NULL,Wetland,Wetland
726,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
727,Wetland,NULL,Wetland,NULL,Wetland,Bareland
728,Wetland,NULL,Wetland,NULL,Wetland,Water
729,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
730,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
731,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
732,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
733,Wetland,NULL,Wetland,Non_Water,Wetland,Water
734,Wetland,NULL,Wetland,Water,Wetland,Grassland
735,Wetland,NULL,Wetland,Water,Wetland,Wetland
736,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
737,Wetland,NULL,Wetland,Water,Wetland,Bareland
738,Wetland,NULL,Wetland,Water,Wetland,Water
739,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
740,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
741,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
742,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
743,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
744,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
745,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
746,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
747,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
748,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
749,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
750,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
751,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
752,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
753,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
754,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
755,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
756,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
757,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
758,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
759,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
760,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
761,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
762,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
763,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
764,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
765,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
766,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
767,Wetland,NULL,Bareland,Water,Non_Wetland,Water
768,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
769,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
770,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
