Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNB_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNB_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNB_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNB_M_R,SIBERIA_2024_WorldCover_2021_44WNB_M_R
904,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
905,Forest,Bareland,Non_Water,Non_Wetland,Bareland
906,Forest,Bareland,Non_Water,Non_Wetland,Water
907,Forest,Bareland,Non_Water,Non_Wetland,Forest
908,Forest,Bareland,Water,Non_Wetland,Grassland
909,Forest,Bareland,Water,Non_Wetland,Wetland
910,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
911,Forest,Bareland,Water,Non_Wetland,Bareland
912,Forest,Bareland,Water,Non_Wetland,Water
913,Forest,Bareland,Water,Non_Wetland,Forest
914,Forest,Built-up,NULL,Non_Wetland,Grassland
915,Forest,Built-up,NULL,Non_Wetland,Wetland
916,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
917,Forest,Built-up,NULL,Non_Wetland,Bareland
918,Forest,Built-up,NULL,Non_Wetland,Water
919,Forest,Built-up,NULL,Non_Wetland,Forest
920,Forest,Built-up,Non_Water,Non_Wetland,Grassland
921,Forest,Built-up,Non_Water,Non_Wetland,Wetland
922,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
923,Forest,Built-up,Non_Water,Non_Wetland,Bareland
924,Forest,Built-up,Non_Water,Non_Wetland,Water
925,Forest,Built-up,Non_Water,Non_Wetland,Forest
926,Forest,Built-up,Water,Non_Wetland,Grassland
927,Forest,Built-up,Water,Non_Wetland,Wetland
928,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
929,Forest,Built-up,Water,Non_Wetland,Bareland
930,Forest,Built-up,Water,Non_Wetland,Water
931,Forest,Built-up,Water,Non_Wetland,Forest
932,Forest,Water,NULL,Water,Grassland
933,Forest,Water,NULL,Water,Wetland
934,Forest,Water,NULL,Water,Lichens_and_Mosses
935,Forest,Water,NULL,Water,Bareland
936,Forest,Water,NULL,Water,Water
937,Forest,Water,NULL,Water,Forest
938,Forest,Water,Non_Water,Water,Grassland
939,Forest,Water,Non_Water,Water,Wetland
940,Forest,Water,Non_Water,Water,Lichens_and_Mosses
941,Forest,Water,Non_Water,Water,Bareland
942,Forest,Water,Non_Water,Water,Forest
943,Forest,Water,Water,Water,Grassland
944,Forest,Water,Water,Water,Wetland
945,Forest,Water,Water,Water,Bareland
946,Forest,Water,Water,Water,Water
947,Forest,Water,Water,Water,Forest
948,Forest,Forest,NULL,Non_Wetland,Grassland
949,Forest,Forest,NULL,Non_Wetland,Wetland
950,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
951,Forest,Forest,NULL,Non_Wetland,Bareland
952,Forest,Forest,NULL,Non_Wetland,Water
953,Forest,Forest,NULL,Non_Wetland,Forest
954,Forest,Forest,Non_Water,Non_Wetland,Grassland
955,Forest,Forest,Non_Water,Non_Wetland,Wetland
956,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
957,Forest,Forest,Non_Water,Non_Wetland,Bareland
958,Forest,Forest,Non_Water,Non_Wetland,Water
959,Forest,Forest,Non_Water,Non_Wetland,Forest
960,Forest,Forest,Water,Non_Wetland,Grassland
961,Forest,Forest,Water,Non_Wetland,Wetland
962,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
963,Forest,Forest,Water,Non_Wetland,Bareland
964,Forest,Forest,Water,Non_Wetland,Water
965,Forest,Forest,Water,Non_Wetland,Forest
