Value,SIBERIA_2024_ESA_CALU_2024_45XVC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XVC_M_R,SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,SIBERIA_2024_WorldCover_2021_45XVC_M_R
426,NULL,Water,Water,Non_Water,Water,Wetland
427,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
428,NULL,Water,Water,Non_Water,Water,Bareland
429,NULL,Water,Water,Non_Water,Water,Water
430,NULL,Water,Water,Water,NULL,Grassland
431,NULL,Water,Water,Water,NULL,Wetland
432,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
433,NULL,Water,Water,Water,NULL,Bareland
434,NULL,Water,Water,Water,NULL,Water
435,NULL,Water,Water,Water,NULL,Forest
436,NULL,Water,Water,Water,Water,Grassland
437,NULL,Water,Water,Water,Water,Wetland
438,NULL,Water,Water,Water,Water,Lichens_and_Mosses
439,NULL,Water,Water,Water,Water,Bareland
440,NULL,Water,Water,Water,Water,Water
441,NULL,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
442,NULL,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
443,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
444,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
445,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
446,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
447,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
448,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
449,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
450,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
451,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
452,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
453,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
454,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
455,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
456,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
457,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
458,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
459,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
460,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
461,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
462,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
463,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
464,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
465,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
466,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
467,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
468,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
469,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
470,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
471,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
472,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
473,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
474,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
475,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
476,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
477,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
478,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Forest
479,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
480,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
481,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
482,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
483,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
484,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
485,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
486,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
487,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
488,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
489,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
490,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
491,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
492,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
493,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
494,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
495,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
496,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
497,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
498,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
499,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
500,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
501,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
502,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
503,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
504,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
505,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
506,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
507,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
508,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
509,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
510,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
511,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
512,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
513,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
514,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
515,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
516,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
517,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
518,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
519,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
520,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
521,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
522,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
523,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
524,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
525,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
526,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
527,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
528,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
529,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
530,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
531,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
532,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
533,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
534,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
535,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
536,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
537,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
538,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
539,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
540,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
541,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
542,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
543,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
544,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
545,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
546,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
547,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
548,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
549,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
550,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
551,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
552,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
553,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
554,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
555,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
556,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
557,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
558,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
559,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
560,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
561,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
562,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
563,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
564,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
565,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
566,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
567,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
568,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
569,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
570,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Wetland
571,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
572,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
573,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
574,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Grassland
575,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
576,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
577,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
578,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
579,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
580,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
581,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
582,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
583,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
584,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
585,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
586,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
587,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
588,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
589,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
590,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
591,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
592,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
593,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
594,NULL,Forest,Wetland,NULL,Wetland,Wetland
595,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
596,NULL,Forest,Wetland,Water,Wetland,Wetland
597,NULL,Forest,Wetland,Water,Wetland,Water
598,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
599,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
600,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
601,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
602,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
603,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
604,NULL,Forest,Water,Water,Water,Wetland
605,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
606,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
607,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
608,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
609,NULL,Forest,Forest,Water,Non_Wetland,Wetland
610,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
611,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
612,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
613,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
614,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
615,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
616,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
617,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
618,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
619,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
620,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
621,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
622,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
623,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
624,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
625,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
626,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
627,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
628,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
629,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
630,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
631,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
632,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
633,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
634,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
635,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
636,Shrubland,NULL,Wetland,NULL,NULL,Grassland
637,Shrubland,NULL,Wetland,NULL,NULL,Wetland
638,Shrubland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
639,Shrubland,NULL,Wetland,NULL,NULL,Bareland
640,Shrubland,NULL,Wetland,NULL,NULL,Water
641,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
642,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
643,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
644,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
645,Shrubland,NULL,Wetland,NULL,Wetland,Water
646,Shrubland,NULL,Wetland,NULL,Wetland,Forest
647,Shrubland,NULL,Wetland,Non_Water,NULL,Grassland
648,Shrubland,NULL,Wetland,Non_Water,NULL,Wetland
649,Shrubland,NULL,Wetland,Non_Water,NULL,Lichens_and_Mosses
650,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
651,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
652,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
653,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
654,Shrubland,NULL,Wetland,Water,NULL,Grassland
655,Shrubland,NULL,Wetland,Water,NULL,Wetland
656,Shrubland,NULL,Wetland,Water,NULL,Lichens_and_Mosses
657,Shrubland,NULL,Wetland,Water,NULL,Water
658,Shrubland,NULL,Wetland,Water,Wetland,Grassland
659,Shrubland,NULL,Wetland,Water,Wetland,Wetland
660,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
661,Shrubland,NULL,Wetland,Water,Wetland,Water
662,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
663,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
664,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
665,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
666,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
667,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
668,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
669,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
670,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
671,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
672,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
673,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
674,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
675,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
676,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
677,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
678,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
679,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
680,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
681,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
682,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
683,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
684,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
685,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
686,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
687,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
688,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
689,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
690,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
691,Shrubland,NULL,Water,NULL,NULL,Lichens_and_Mosses
692,Shrubland,NULL,Water,NULL,Water,Grassland
693,Shrubland,NULL,Water,NULL,Water,Wetland
694,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
695,Shrubland,NULL,Water,NULL,Water,Water
696,Shrubland,NULL,Water,Non_Water,Water,Grassland
697,Shrubland,NULL,Water,Non_Water,Water,Wetland
698,Shrubland,NULL,Water,Water,NULL,Wetland
699,Shrubland,NULL,Water,Water,NULL,Lichens_and_Mosses
700,Shrubland,NULL,Water,Water,NULL,Water
701,Shrubland,NULL,Water,Water,Water,Grassland
702,Shrubland,NULL,Water,Water,Water,Wetland
703,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
704,Shrubland,NULL,Water,Water,Water,Water
705,Shrubland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
706,Shrubland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Wetland
707,Shrubland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
708,Shrubland,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Grassland
709,Shrubland,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Wetland
710,Shrubland,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
711,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
712,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
713,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
714,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
715,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
716,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
717,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
718,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
719,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
720,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
721,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
722,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
723,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
724,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
725,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
726,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
727,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
728,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
729,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
730,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
731,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
732,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
733,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
734,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
735,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
736,Shrubland,Wetland,Wetland,NULL,NULL,Grassland
737,Shrubland,Wetland,Wetland,NULL,NULL,Wetland
738,Shrubland,Wetland,Wetland,NULL,NULL,Lichens_and_Mosses
739,Shrubland,Wetland,Wetland,NULL,NULL,Water
740,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
741,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
742,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
743,Shrubland,Wetland,Wetland,NULL,Wetland,Water
744,Shrubland,Wetland,Wetland,Non_Water,NULL,Wetland
745,Shrubland,Wetland,Wetland,Non_Water,NULL,Water
746,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
747,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
748,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
749,Shrubland,Wetland,Wetland,Water,NULL,Wetland
750,Shrubland,Wetland,Wetland,Water,NULL,Water
751,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
752,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
753,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
754,Shrubland,Wetland,Wetland,Water,Wetland,Water
755,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
756,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
757,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
758,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
759,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
760,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
761,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
762,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
763,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
764,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
765,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
766,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
767,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
768,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
769,Shrubland,Wetland,Water,NULL,NULL,Wetland
770,Shrubland,Wetland,Water,NULL,Water,Grassland
771,Shrubland,Wetland,Water,NULL,Water,Wetland
772,Shrubland,Wetland,Water,NULL,Water,Water
773,Shrubland,Wetland,Water,Non_Water,Water,Wetland
774,Shrubland,Wetland,Water,Non_Water,Water,Water
775,Shrubland,Wetland,Water,Water,NULL,Wetland
776,Shrubland,Wetland,Water,Water,NULL,Water
777,Shrubland,Wetland,Water,Water,Water,Wetland
778,Shrubland,Wetland,Water,Water,Water,Water
779,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
780,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
781,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
782,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
783,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
784,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
785,Shrubland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
786,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Grassland
787,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Wetland
788,Shrubland,Bareland,Wetland,NULL,NULL,Wetland
789,Shrubland,Bareland,Wetland,NULL,NULL,Water
790,Shrubland,Bareland,Wetland,NULL,Wetland,Grassland
791,Shrubland,Bareland,Wetland,NULL,Wetland,Wetland
792,Shrubland,Bareland,Wetland,NULL,Wetland,Bareland
793,Shrubland,Bareland,Wetland,NULL,Wetland,Water
794,Shrubland,Bareland,Wetland,Non_Water,NULL,Water
795,Shrubland,Bareland,Wetland,Water,NULL,Water
796,Shrubland,Bareland,Wetland,Water,Wetland,Water
797,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Wetland
798,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Bareland
799,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Water
800,Shrubland,Bareland,Bareland,Water,Non_Wetland,Water
801,Shrubland,Bareland,Water,Non_Water,NULL,Water
802,Shrubland,Bareland,Water,Water,NULL,Water
803,Shrubland,Bareland,Water,Water,Water,Water
