Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWS_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWS_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWS_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWS_M_R,SIBERIA_2024_WorldCover_2021_45WWS_M_R
467,Bareland,Forest,NULL,Non_Wetland,Grassland
468,Bareland,Forest,NULL,Non_Wetland,Wetland
469,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
470,Bareland,Forest,NULL,Non_Wetland,Bareland
471,Bareland,Forest,NULL,Non_Wetland,Water
472,Bareland,Forest,NULL,Non_Wetland,Forest
473,Bareland,Forest,Water,Non_Wetland,Bareland
474,Bareland,Forest,Water,Non_Wetland,Water
475,Built-up,NULL,NULL,Non_Wetland,Grassland
476,Built-up,NULL,NULL,Non_Wetland,Wetland
477,Built-up,NULL,NULL,Non_Wetland,Lichens_and_Mosses
478,Built-up,NULL,NULL,Non_Wetland,Bareland
479,Built-up,NULL,NULL,Non_Wetland,Built-up
480,Built-up,NULL,NULL,Non_Wetland,Water
481,Built-up,NULL,NULL,Non_Wetland,Forest
482,Built-up,NULL,Non_Water,Non_Wetland,Grassland
483,Built-up,NULL,Non_Water,Non_Wetland,Wetland
484,Built-up,NULL,Non_Water,Non_Wetland,Built-up
485,Built-up,NULL,Water,Non_Wetland,Lichens_and_Mosses
486,Built-up,NULL,Water,Non_Wetland,Bareland
487,Built-up,NULL,Water,Non_Wetland,Built-up
488,Built-up,NULL,Water,Non_Wetland,Water
489,Built-up,NULL,Water,Non_Wetland,Forest
490,Built-up,Shrubland,NULL,Non_Wetland,Grassland
491,Built-up,Shrubland,NULL,Non_Wetland,Wetland
492,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
493,Built-up,Shrubland,NULL,Non_Wetland,Bareland
494,Built-up,Shrubland,NULL,Non_Wetland,Built-up
495,Built-up,Shrubland,NULL,Non_Wetland,Water
496,Built-up,Shrubland,NULL,Non_Wetland,Forest
497,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
498,Built-up,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
499,Built-up,Shrubland,Water,Non_Wetland,Grassland
500,Built-up,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
501,Built-up,Shrubland,Water,Non_Wetland,Bareland
502,Built-up,Shrubland,Water,Non_Wetland,Water
503,Built-up,Shrubland,Water,Non_Wetland,Forest
504,Built-up,Grassland,NULL,Non_Wetland,Grassland
505,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
506,Built-up,Grassland,NULL,Non_Wetland,Bareland
507,Built-up,Grassland,NULL,Non_Wetland,Built-up
508,Built-up,Grassland,NULL,Non_Wetland,Water
509,Built-up,Grassland,NULL,Non_Wetland,Forest
510,Built-up,Wetland,NULL,Wetland,Grassland
511,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
512,Built-up,Wetland,NULL,Wetland,Bareland
513,Built-up,Wetland,NULL,Wetland,Built-up
514,Built-up,Wetland,NULL,Wetland,Water
515,Built-up,Wetland,NULL,Wetland,Forest
516,Built-up,Wetland,Non_Water,Wetland,Grassland
517,Built-up,Wetland,Non_Water,Wetland,Bareland
518,Built-up,Wetland,Non_Water,Wetland,Water
519,Built-up,Wetland,Water,Wetland,Grassland
520,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
521,Built-up,Wetland,Water,Wetland,Bareland
522,Built-up,Wetland,Water,Wetland,Built-up
523,Built-up,Wetland,Water,Wetland,Water
524,Built-up,Wetland,Water,Wetland,Forest
525,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
526,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
527,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
528,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
529,Built-up,Bareland,NULL,Non_Wetland,Grassland
530,Built-up,Bareland,NULL,Non_Wetland,Wetland
531,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
532,Built-up,Bareland,NULL,Non_Wetland,Bareland
533,Built-up,Bareland,NULL,Non_Wetland,Built-up
534,Built-up,Bareland,NULL,Non_Wetland,Water
535,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
536,Built-up,Bareland,NULL,Non_Wetland,Forest
537,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
538,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
539,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
540,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
541,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
542,Built-up,Bareland,Non_Water,Non_Wetland,Water
543,Built-up,Bareland,Non_Water,Non_Wetland,Forest
544,Built-up,Bareland,Water,Non_Wetland,Grassland
545,Built-up,Bareland,Water,Non_Wetland,Wetland
546,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
547,Built-up,Bareland,Water,Non_Wetland,Bareland
548,Built-up,Bareland,Water,Non_Wetland,Built-up
549,Built-up,Bareland,Water,Non_Wetland,Water
550,Built-up,Bareland,Water,Non_Wetland,Forest
551,Built-up,Built-up,NULL,Non_Wetland,Grassland
552,Built-up,Built-up,NULL,Non_Wetland,Wetland
553,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
554,Built-up,Built-up,NULL,Non_Wetland,Bareland
555,Built-up,Built-up,NULL,Non_Wetland,Built-up
556,Built-up,Built-up,NULL,Non_Wetland,Water
557,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
558,Built-up,Built-up,NULL,Non_Wetland,Forest
559,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
560,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
561,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
562,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
563,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
564,Built-up,Built-up,Non_Water,Non_Wetland,Water
565,Built-up,Built-up,Non_Water,Non_Wetland,Forest
566,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
567,Built-up,Built-up,Water,Non_Wetland,Bareland
568,Built-up,Built-up,Water,Non_Wetland,Built-up
569,Built-up,Built-up,Water,Non_Wetland,Water
570,Built-up,Built-up,Water,Non_Wetland,Forest
571,Built-up,Water,NULL,Water,Grassland
572,Built-up,Water,NULL,Water,Wetland
573,Built-up,Water,NULL,Water,Lichens_and_Mosses
574,Built-up,Water,NULL,Water,Bareland
575,Built-up,Water,NULL,Water,Built-up
576,Built-up,Water,NULL,Water,Water
577,Built-up,Water,NULL,Water,Permanent_ice_and_snow
578,Built-up,Water,NULL,Water,Forest
579,Built-up,Water,Non_Water,Water,Bareland
580,Built-up,Water,Non_Water,Water,Water
581,Built-up,Water,Non_Water,Water,Forest
582,Built-up,Water,Water,Water,Grassland
583,Built-up,Water,Water,Water,Lichens_and_Mosses
584,Built-up,Water,Water,Water,Bareland
585,Built-up,Water,Water,Water,Built-up
586,Built-up,Water,Water,Water,Water
587,Built-up,Water,Water,Water,Forest
588,Built-up,Forest,NULL,Non_Wetland,Grassland
589,Built-up,Forest,NULL,Non_Wetland,Wetland
590,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
591,Built-up,Forest,NULL,Non_Wetland,Bareland
592,Built-up,Forest,NULL,Non_Wetland,Built-up
593,Built-up,Forest,NULL,Non_Wetland,Water
594,Built-up,Forest,NULL,Non_Wetland,Forest
595,Built-up,Forest,Non_Water,Non_Wetland,Grassland
596,Built-up,Forest,Non_Water,Non_Wetland,Wetland
597,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
598,Built-up,Forest,Non_Water,Non_Wetland,Bareland
599,Built-up,Forest,Non_Water,Non_Wetland,Built-up
600,Built-up,Forest,Non_Water,Non_Wetland,Forest
601,Built-up,Forest,Water,Non_Wetland,Grassland
602,Built-up,Forest,Water,Non_Wetland,Lichens_and_Mosses
603,Built-up,Forest,Water,Non_Wetland,Bareland
604,Built-up,Forest,Water,Non_Wetland,Water
605,Built-up,Forest,Water,Non_Wetland,Forest
606,Water,NULL,NULL,Non_Wetland,Grassland
607,Water,NULL,NULL,Non_Wetland,Wetland
608,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
609,Water,NULL,NULL,Non_Wetland,Bareland
610,Water,NULL,NULL,Non_Wetland,Built-up
611,Water,NULL,NULL,Non_Wetland,Water
612,Water,NULL,NULL,Non_Wetland,Forest
613,Water,NULL,Non_Water,Non_Wetland,Grassland
614,Water,NULL,Non_Water,Non_Wetland,Wetland
615,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
616,Water,NULL,Non_Water,Non_Wetland,Bareland
617,Water,NULL,Non_Water,Non_Wetland,Water
618,Water,NULL,Non_Water,Non_Wetland,Forest
619,Water,NULL,Water,Non_Wetland,Grassland
620,Water,NULL,Water,Non_Wetland,Wetland
621,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
622,Water,NULL,Water,Non_Wetland,Bareland
623,Water,NULL,Water,Non_Wetland,Built-up
624,Water,NULL,Water,Non_Wetland,Water
625,Water,NULL,Water,Non_Wetland,Forest
626,Water,Shrubland,NULL,Non_Wetland,Grassland
627,Water,Shrubland,NULL,Non_Wetland,Wetland
628,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
629,Water,Shrubland,NULL,Non_Wetland,Bareland
630,Water,Shrubland,NULL,Non_Wetland,Built-up
631,Water,Shrubland,NULL,Non_Wetland,Water
632,Water,Shrubland,NULL,Non_Wetland,Forest
633,Water,Shrubland,Non_Water,Non_Wetland,Grassland
634,Water,Shrubland,Non_Water,Non_Wetland,Wetland
635,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
636,Water,Shrubland,Non_Water,Non_Wetland,Bareland
637,Water,Shrubland,Non_Water,Non_Wetland,Water
638,Water,Shrubland,Non_Water,Non_Wetland,Forest
639,Water,Shrubland,Water,Non_Wetland,Grassland
640,Water,Shrubland,Water,Non_Wetland,Wetland
641,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
642,Water,Shrubland,Water,Non_Wetland,Bareland
643,Water,Shrubland,Water,Non_Wetland,Water
644,Water,Shrubland,Water,Non_Wetland,Forest
645,Water,Grassland,NULL,Non_Wetland,Grassland
646,Water,Grassland,NULL,Non_Wetland,Wetland
647,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
648,Water,Grassland,NULL,Non_Wetland,Bareland
649,Water,Grassland,NULL,Non_Wetland,Water
650,Water,Grassland,NULL,Non_Wetland,Forest
651,Water,Grassland,Non_Water,Non_Wetland,Grassland
652,Water,Grassland,Non_Water,Non_Wetland,Wetland
653,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
654,Water,Grassland,Non_Water,Non_Wetland,Water
655,Water,Grassland,Non_Water,Non_Wetland,Forest
656,Water,Grassland,Water,Non_Wetland,Grassland
657,Water,Grassland,Water,Non_Wetland,Wetland
658,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
659,Water,Grassland,Water,Non_Wetland,Bareland
660,Water,Grassland,Water,Non_Wetland,Water
661,Water,Grassland,Water,Non_Wetland,Forest
662,Water,Wetland,NULL,Wetland,Grassland
663,Water,Wetland,NULL,Wetland,Wetland
664,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
665,Water,Wetland,NULL,Wetland,Bareland
666,Water,Wetland,NULL,Wetland,Water
667,Water,Wetland,NULL,Wetland,Forest
668,Water,Wetland,Non_Water,Wetland,Grassland
669,Water,Wetland,Non_Water,Wetland,Wetland
670,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
671,Water,Wetland,Non_Water,Wetland,Bareland
672,Water,Wetland,Non_Water,Wetland,Water
673,Water,Wetland,Non_Water,Wetland,Forest
674,Water,Wetland,Water,Wetland,Grassland
675,Water,Wetland,Water,Wetland,Wetland
676,Water,Wetland,Water,Wetland,Lichens_and_Mosses
677,Water,Wetland,Water,Wetland,Bareland
678,Water,Wetland,Water,Wetland,Water
679,Water,Wetland,Water,Wetland,Forest
680,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
681,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
682,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
683,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
684,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
685,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
686,Water,Bareland,NULL,Non_Wetland,Grassland
687,Water,Bareland,NULL,Non_Wetland,Wetland
688,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
689,Water,Bareland,NULL,Non_Wetland,Bareland
690,Water,Bareland,NULL,Non_Wetland,Built-up
691,Water,Bareland,NULL,Non_Wetland,Water
692,Water,Bareland,NULL,Non_Wetland,Forest
693,Water,Bareland,Non_Water,Non_Wetland,Grassland
694,Water,Bareland,Non_Water,Non_Wetland,Wetland
695,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
696,Water,Bareland,Non_Water,Non_Wetland,Bareland
697,Water,Bareland,Non_Water,Non_Wetland,Built-up
698,Water,Bareland,Non_Water,Non_Wetland,Water
699,Water,Bareland,Non_Water,Non_Wetland,Forest
700,Water,Bareland,Water,Non_Wetland,Grassland
701,Water,Bareland,Water,Non_Wetland,Wetland
702,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
703,Water,Bareland,Water,Non_Wetland,Bareland
704,Water,Bareland,Water,Non_Wetland,Built-up
705,Water,Bareland,Water,Non_Wetland,Water
706,Water,Bareland,Water,Non_Wetland,Forest
707,Water,Built-up,NULL,Non_Wetland,Grassland
708,Water,Built-up,NULL,Non_Wetland,Wetland
709,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
710,Water,Built-up,NULL,Non_Wetland,Bareland
711,Water,Built-up,NULL,Non_Wetland,Built-up
712,Water,Built-up,NULL,Non_Wetland,Water
713,Water,Built-up,NULL,Non_Wetland,Forest
714,Water,Built-up,Non_Water,Non_Wetland,Grassland
715,Water,Built-up,Non_Water,Non_Wetland,Wetland
716,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
717,Water,Built-up,Non_Water,Non_Wetland,Bareland
718,Water,Built-up,Non_Water,Non_Wetland,Built-up
719,Water,Built-up,Non_Water,Non_Wetland,Water
720,Water,Built-up,Non_Water,Non_Wetland,Forest
721,Water,Built-up,Water,Non_Wetland,Grassland
722,Water,Built-up,Water,Non_Wetland,Wetland
723,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
724,Water,Built-up,Water,Non_Wetland,Bareland
725,Water,Built-up,Water,Non_Wetland,Built-up
726,Water,Built-up,Water,Non_Wetland,Water
727,Water,Built-up,Water,Non_Wetland,Forest
728,Water,Water,NULL,Water,Grassland
729,Water,Water,NULL,Water,Wetland
730,Water,Water,NULL,Water,Lichens_and_Mosses
731,Water,Water,NULL,Water,Bareland
732,Water,Water,NULL,Water,Built-up
733,Water,Water,NULL,Water,Water
734,Water,Water,NULL,Water,Permanent_ice_and_snow
735,Water,Water,NULL,Water,Forest
736,Water,Water,Non_Water,Water,Grassland
737,Water,Water,Non_Water,Water,Wetland
738,Water,Water,Non_Water,Water,Lichens_and_Mosses
739,Water,Water,Non_Water,Water,Bareland
740,Water,Water,Non_Water,Water,Water
741,Water,Water,Non_Water,Water,Forest
742,Water,Water,Water,Water,Grassland
743,Water,Water,Water,Water,Wetland
744,Water,Water,Water,Water,Lichens_and_Mosses
745,Water,Water,Water,Water,Bareland
746,Water,Water,Water,Water,Built-up
747,Water,Water,Water,Water,Water
748,Water,Water,Water,Water,Forest
749,Water,Forest,NULL,Non_Wetland,Grassland
750,Water,Forest,NULL,Non_Wetland,Wetland
751,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
752,Water,Forest,NULL,Non_Wetland,Bareland
753,Water,Forest,NULL,Non_Wetland,Built-up
754,Water,Forest,NULL,Non_Wetland,Water
755,Water,Forest,NULL,Non_Wetland,Forest
756,Water,Forest,Non_Water,Non_Wetland,Grassland
757,Water,Forest,Non_Water,Non_Wetland,Wetland
758,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
759,Water,Forest,Non_Water,Non_Wetland,Bareland
760,Water,Forest,Non_Water,Non_Wetland,Water
761,Water,Forest,Non_Water,Non_Wetland,Forest
762,Water,Forest,Water,Non_Wetland,Grassland
763,Water,Forest,Water,Non_Wetland,Wetland
764,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
765,Water,Forest,Water,Non_Wetland,Bareland
766,Water,Forest,Water,Non_Wetland,Water
767,Water,Forest,Water,Non_Wetland,Forest
768,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
769,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
770,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
771,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
772,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
773,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
774,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
775,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
776,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
777,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
778,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
779,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
780,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
781,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
782,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
783,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
784,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
785,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
786,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
787,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
788,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
789,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
790,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
791,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
792,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
793,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
794,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
795,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
796,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
797,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
798,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
799,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
800,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
801,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
802,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
803,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
804,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
805,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
806,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
807,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
808,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
809,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
810,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
811,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
812,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
813,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
814,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
815,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
816,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
817,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
818,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
819,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
820,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
821,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
822,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
823,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
824,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
825,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
826,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
827,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
828,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
829,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
830,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
831,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
832,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
833,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
834,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
835,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
836,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
837,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
838,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
839,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
840,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
841,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
842,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
843,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
844,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
845,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
846,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
847,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
848,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
849,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
850,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
851,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
852,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
853,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
854,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
855,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
856,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
857,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
858,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
859,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
860,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
861,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
862,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
863,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
864,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
865,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
866,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
867,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
868,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
869,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
870,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
871,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
872,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
873,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
874,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
875,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
876,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
877,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
878,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
879,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
880,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
881,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
882,Permanent_ice_and_snow,Water,NULL,Water,Grassland
883,Permanent_ice_and_snow,Water,NULL,Water,Wetland
884,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
885,Permanent_ice_and_snow,Water,NULL,Water,Bareland
886,Permanent_ice_and_snow,Water,NULL,Water,Water
887,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
888,Permanent_ice_and_snow,Water,NULL,Water,Forest
889,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
890,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
891,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
892,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
893,Permanent_ice_and_snow,Water,Non_Water,Water,Water
894,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
895,Permanent_ice_and_snow,Water,Water,Water,Grassland
896,Permanent_ice_and_snow,Water,Water,Water,Wetland
897,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
898,Permanent_ice_and_snow,Water,Water,Water,Bareland
899,Permanent_ice_and_snow,Water,Water,Water,Built-up
900,Permanent_ice_and_snow,Water,Water,Water,Water
901,Permanent_ice_and_snow,Water,Water,Water,Forest
902,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
903,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
904,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
905,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
906,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
907,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
908,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
909,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
910,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
911,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
912,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
