Value,SIBERIA_2024_ESA_CALU_2024_44XNF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XNF_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XNF_M_R,SIBERIA_2024_GSW_Yearly_2021_44XNF_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XNF_M_R,SIBERIA_2024_WorldCover_2021_44XNF_M_R
410,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
411,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
412,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
413,NULL,Water,Shrubland,Water,Non_Wetland,Water
414,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
415,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
416,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
417,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
418,NULL,Water,Grassland,NULL,Non_Wetland,Water
419,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
420,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
421,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
422,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
423,NULL,Water,Grassland,Water,Non_Wetland,Grassland
424,NULL,Water,Grassland,Water,Non_Wetland,Wetland
425,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
426,NULL,Water,Grassland,Water,Non_Wetland,Water
427,NULL,Water,Wetland,NULL,NULL,Grassland
428,NULL,Water,Wetland,NULL,NULL,Wetland
429,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
430,NULL,Water,Wetland,NULL,NULL,Bareland
431,NULL,Water,Wetland,NULL,NULL,Water
432,NULL,Water,Wetland,NULL,Wetland,Grassland
433,NULL,Water,Wetland,NULL,Wetland,Wetland
434,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
435,NULL,Water,Wetland,NULL,Wetland,Bareland
436,NULL,Water,Wetland,NULL,Wetland,Water
437,NULL,Water,Wetland,Non_Water,NULL,Grassland
438,NULL,Water,Wetland,Non_Water,NULL,Wetland
439,NULL,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
440,NULL,Water,Wetland,Non_Water,NULL,Bareland
441,NULL,Water,Wetland,Non_Water,NULL,Water
442,NULL,Water,Wetland,Non_Water,Wetland,Grassland
443,NULL,Water,Wetland,Non_Water,Wetland,Wetland
444,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
445,NULL,Water,Wetland,Non_Water,Wetland,Bareland
446,NULL,Water,Wetland,Non_Water,Wetland,Water
447,NULL,Water,Wetland,Non_Water,Wetland,Forest
448,NULL,Water,Wetland,Water,NULL,Grassland
449,NULL,Water,Wetland,Water,NULL,Wetland
450,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
451,NULL,Water,Wetland,Water,NULL,Bareland
452,NULL,Water,Wetland,Water,NULL,Water
453,NULL,Water,Wetland,Water,Wetland,Grassland
454,NULL,Water,Wetland,Water,Wetland,Wetland
455,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
456,NULL,Water,Wetland,Water,Wetland,Bareland
457,NULL,Water,Wetland,Water,Wetland,Water
458,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
459,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
460,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
461,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
462,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
463,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
464,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
465,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
466,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
467,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
468,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
469,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
470,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
471,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
472,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
473,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
474,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
475,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
476,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
477,NULL,Water,Bareland,NULL,Non_Wetland,Water
478,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
479,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
480,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
481,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
482,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
483,NULL,Water,Bareland,Water,Non_Wetland,Grassland
484,NULL,Water,Bareland,Water,Non_Wetland,Wetland
485,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
486,NULL,Water,Bareland,Water,Non_Wetland,Bareland
487,NULL,Water,Bareland,Water,Non_Wetland,Water
488,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
489,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
490,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
491,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
492,NULL,Water,Built-up,NULL,Non_Wetland,Water
493,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
494,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
495,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
496,NULL,Water,Built-up,Water,Non_Wetland,Grassland
497,NULL,Water,Built-up,Water,Non_Wetland,Wetland
498,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
499,NULL,Water,Built-up,Water,Non_Wetland,Bareland
500,NULL,Water,Built-up,Water,Non_Wetland,Water
501,NULL,Water,Water,NULL,NULL,NULL
502,NULL,Water,Water,NULL,NULL,Grassland
503,NULL,Water,Water,NULL,NULL,Wetland
504,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
505,NULL,Water,Water,NULL,NULL,Bareland
506,NULL,Water,Water,NULL,NULL,Water
507,NULL,Water,Water,NULL,NULL,Forest
508,NULL,Water,Water,NULL,Water,Grassland
509,NULL,Water,Water,NULL,Water,Wetland
510,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
511,NULL,Water,Water,NULL,Water,Bareland
512,NULL,Water,Water,NULL,Water,Water
513,NULL,Water,Water,NULL,Water,Forest
514,NULL,Water,Water,Non_Water,NULL,Water
515,NULL,Water,Water,Non_Water,Water,Grassland
516,NULL,Water,Water,Non_Water,Water,Wetland
517,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
518,NULL,Water,Water,Non_Water,Water,Bareland
519,NULL,Water,Water,Non_Water,Water,Water
520,NULL,Water,Water,Water,NULL,Grassland
521,NULL,Water,Water,Water,NULL,Wetland
522,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
523,NULL,Water,Water,Water,NULL,Bareland
524,NULL,Water,Water,Water,NULL,Water
525,NULL,Water,Water,Water,Water,Grassland
526,NULL,Water,Water,Water,Water,Wetland
527,NULL,Water,Water,Water,Water,Lichens_and_Mosses
528,NULL,Water,Water,Water,Water,Bareland
529,NULL,Water,Water,Water,Water,Water
530,NULL,Water,Water,Water,Water,Forest
531,NULL,Water,Forest,NULL,Non_Wetland,Grassland
532,NULL,Water,Forest,NULL,Non_Wetland,Wetland
533,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
534,NULL,Water,Forest,NULL,Non_Wetland,Water
535,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
536,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
537,NULL,Water,Forest,Non_Water,Non_Wetland,Water
538,NULL,Water,Forest,Water,Non_Wetland,Grassland
539,NULL,Water,Forest,Water,Non_Wetland,Wetland
540,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
541,NULL,Water,Forest,Water,Non_Wetland,Water
542,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
543,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
544,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
545,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
546,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
547,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
548,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
549,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
550,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
551,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
552,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
553,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
554,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
555,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
556,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
557,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
558,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
559,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
560,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
561,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
562,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
563,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
564,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
565,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
566,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
567,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
568,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
569,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
570,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
571,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
572,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
573,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
574,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
575,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
576,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
577,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
578,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
579,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
580,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
581,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
582,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
583,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
584,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
585,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
586,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
587,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
588,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
589,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
590,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
591,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
592,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
593,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
594,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
595,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
596,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
597,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
598,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
599,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
600,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
601,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
602,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
603,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
604,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
605,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
606,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
607,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
608,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
609,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
610,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
611,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
612,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
613,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
614,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
615,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
616,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
617,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
618,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
619,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
620,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
621,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
622,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
623,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
624,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
625,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
626,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
627,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
628,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
629,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
630,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
631,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
632,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
633,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
634,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
635,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
636,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
637,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
638,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
639,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
640,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
641,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
642,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
643,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
644,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
645,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
646,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
647,NULL,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
648,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
649,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
650,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
651,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
652,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
653,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
654,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
655,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
656,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
657,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
658,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
659,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
660,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
661,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
662,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
663,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
664,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
665,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
666,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
667,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
668,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
669,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
670,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
671,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
672,NULL,Forest,Shrubland,Water,Non_Wetland,Water
673,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
674,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
675,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
676,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
677,NULL,Forest,Wetland,NULL,Wetland,Grassland
678,NULL,Forest,Wetland,NULL,Wetland,Wetland
679,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
680,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
681,NULL,Forest,Wetland,Water,Wetland,Wetland
682,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
683,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
684,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
685,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
686,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
687,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
688,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
689,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
690,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
691,NULL,Forest,Water,NULL,Water,Wetland
692,NULL,Forest,Water,Non_Water,Water,Wetland
693,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
694,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
695,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
696,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
697,NULL,Forest,Forest,Water,Non_Wetland,Wetland
698,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
699,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
700,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
701,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
702,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
703,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
704,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
705,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
706,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
707,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
708,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
709,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
710,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
711,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
712,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
713,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
714,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
715,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
716,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
717,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
718,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
719,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
720,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
721,Shrubland,NULL,Wetland,NULL,NULL,Grassland
722,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
723,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
724,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
725,Shrubland,NULL,Wetland,NULL,Wetland,Water
726,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
727,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
728,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
729,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
730,Shrubland,NULL,Wetland,Water,Wetland,Grassland
731,Shrubland,NULL,Wetland,Water,Wetland,Wetland
732,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
733,Shrubland,NULL,Wetland,Water,Wetland,Water
734,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
735,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
736,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
737,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
738,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
739,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
740,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
741,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
742,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
743,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
744,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
745,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
746,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
747,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
748,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
749,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
750,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
751,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
752,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
753,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
754,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
755,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
756,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
757,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
758,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
759,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
760,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
761,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
762,Shrubland,NULL,Water,NULL,Water,Grassland
763,Shrubland,NULL,Water,NULL,Water,Wetland
764,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
765,Shrubland,NULL,Water,NULL,Water,Water
766,Shrubland,NULL,Water,Non_Water,Water,Water
767,Shrubland,NULL,Water,Water,Water,Grassland
768,Shrubland,NULL,Water,Water,Water,Wetland
769,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
770,Shrubland,NULL,Water,Water,Water,Water
771,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
772,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
773,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
774,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
775,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
776,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
777,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
778,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
779,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
780,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
781,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
782,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
783,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
784,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
785,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
786,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
787,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
788,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
789,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
790,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
791,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
792,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
793,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
794,Shrubland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
795,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
796,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
