Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VNM_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R,SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,SIBERIA_2024_WorldCover_2021_44VNM_M_R
506,Water,Forest,Water,Non_Wetland,Bareland
507,Water,Forest,Water,Non_Wetland,Water
508,Water,Forest,Water,Non_Wetland,Forest
509,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
510,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
511,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
512,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
513,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
514,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
515,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
516,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
517,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
518,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
519,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
520,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
521,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
522,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
523,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
524,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
525,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
526,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
527,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
528,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
529,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
530,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
531,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
532,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
533,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
534,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
535,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
536,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
537,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
538,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
539,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland
540,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Water
541,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Forest
542,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Grassland
543,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Wetland
544,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Lichens_and_Mosses
545,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Bareland
546,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Water
547,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Forest
548,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
549,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
550,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
551,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
552,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
553,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
554,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
555,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL
556,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
557,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
558,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
559,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
560,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
561,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
562,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
563,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
564,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
565,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
566,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
567,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
568,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
569,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
570,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
571,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
572,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
573,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
574,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
575,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
576,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
577,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
578,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
579,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
580,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
581,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
582,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
583,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
584,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
585,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
586,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
587,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
588,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
589,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
590,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
591,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
592,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
593,Permanent_ice_and_snow,Water,NULL,Water,NULL
594,Permanent_ice_and_snow,Water,NULL,Water,Grassland
595,Permanent_ice_and_snow,Water,NULL,Water,Wetland
596,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
597,Permanent_ice_and_snow,Water,NULL,Water,Water
598,Permanent_ice_and_snow,Water,NULL,Water,Forest
599,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
600,Permanent_ice_and_snow,Water,Non_Water,Water,Water
601,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
602,Permanent_ice_and_snow,Water,Water,Water,NULL
603,Permanent_ice_and_snow,Water,Water,Water,Grassland
604,Permanent_ice_and_snow,Water,Water,Water,Wetland
605,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
606,Permanent_ice_and_snow,Water,Water,Water,Bareland
607,Permanent_ice_and_snow,Water,Water,Water,Water
608,Permanent_ice_and_snow,Water,Water,Water,Forest
609,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
610,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
611,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
612,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
613,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
614,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
615,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
616,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
617,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
618,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
619,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
620,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
621,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
622,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
623,Forest,NULL,NULL,Non_Wetland,NULL
624,Forest,NULL,NULL,Non_Wetland,Grassland
625,Forest,NULL,NULL,Non_Wetland,Wetland
626,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
627,Forest,NULL,NULL,Non_Wetland,Water
628,Forest,NULL,NULL,Non_Wetland,Forest
629,Forest,NULL,Non_Water,Non_Wetland,Grassland
630,Forest,NULL,Non_Water,Non_Wetland,Water
631,Forest,NULL,Non_Water,Non_Wetland,Forest
632,Forest,NULL,Water,Non_Wetland,Grassland
633,Forest,NULL,Water,Non_Wetland,Wetland
634,Forest,NULL,Water,Non_Wetland,Water
635,Forest,NULL,Water,Non_Wetland,Forest
636,Forest,Shrubland,NULL,Non_Wetland,NULL
637,Forest,Shrubland,NULL,Non_Wetland,Grassland
638,Forest,Shrubland,NULL,Non_Wetland,Wetland
639,Forest,Shrubland,NULL,Non_Wetland,Water
640,Forest,Shrubland,NULL,Non_Wetland,Forest
641,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
642,Forest,Shrubland,Non_Water,Non_Wetland,Forest
643,Forest,Shrubland,Water,Non_Wetland,Grassland
644,Forest,Shrubland,Water,Non_Wetland,Wetland
645,Forest,Shrubland,Water,Non_Wetland,Water
646,Forest,Shrubland,Water,Non_Wetland,Forest
647,Forest,Grassland,NULL,Non_Wetland,NULL
648,Forest,Grassland,NULL,Non_Wetland,Grassland
649,Forest,Grassland,NULL,Non_Wetland,Wetland
650,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
651,Forest,Grassland,NULL,Non_Wetland,Bareland
652,Forest,Grassland,NULL,Non_Wetland,Forest
653,Forest,Grassland,Water,Non_Wetland,Forest
654,Forest,Cropland,NULL,Non_Wetland,NULL
655,Forest,Cropland,NULL,Non_Wetland,Grassland
656,Forest,Cropland,NULL,Non_Wetland,Wetland
657,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
658,Forest,Cropland,NULL,Non_Wetland,Bareland
659,Forest,Cropland,NULL,Non_Wetland,Forest
660,Forest,Cropland,Non_Water,Non_Wetland,Grassland
661,Forest,Cropland,Non_Water,Non_Wetland,Forest
662,Forest,Cropland,Water,Non_Wetland,Grassland
663,Forest,Cropland,Water,Non_Wetland,Wetland
664,Forest,Cropland,Water,Non_Wetland,Bareland
665,Forest,Cropland,Water,Non_Wetland,Water
666,Forest,Cropland,Water,Non_Wetland,Forest
667,Forest,Wetland,NULL,Wetland,NULL
668,Forest,Wetland,NULL,Wetland,Grassland
669,Forest,Wetland,NULL,Wetland,Wetland
670,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
671,Forest,Wetland,NULL,Wetland,Bareland
672,Forest,Wetland,NULL,Wetland,Water
673,Forest,Wetland,NULL,Wetland,Forest
674,Forest,Wetland,Non_Water,Wetland,NULL
675,Forest,Wetland,Non_Water,Wetland,Grassland
676,Forest,Wetland,Non_Water,Wetland,Wetland
677,Forest,Wetland,Non_Water,Wetland,Water
678,Forest,Wetland,Non_Water,Wetland,Forest
679,Forest,Wetland,Water,Wetland,NULL
680,Forest,Wetland,Water,Wetland,Grassland
681,Forest,Wetland,Water,Wetland,Wetland
682,Forest,Wetland,Water,Wetland,Bareland
683,Forest,Wetland,Water,Wetland,Water
684,Forest,Wetland,Water,Wetland,Forest
685,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
686,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
687,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
688,Forest,Bareland,NULL,Non_Wetland,NULL
689,Forest,Bareland,NULL,Non_Wetland,Grassland
690,Forest,Bareland,NULL,Non_Wetland,Wetland
691,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
692,Forest,Bareland,NULL,Non_Wetland,Bareland
693,Forest,Bareland,NULL,Non_Wetland,Built-up
694,Forest,Bareland,NULL,Non_Wetland,Water
695,Forest,Bareland,NULL,Non_Wetland,Forest
696,Forest,Bareland,Non_Water,Non_Wetland,Grassland
697,Forest,Bareland,Non_Water,Non_Wetland,Wetland
698,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
699,Forest,Bareland,Non_Water,Non_Wetland,Bareland
700,Forest,Bareland,Non_Water,Non_Wetland,Forest
701,Forest,Bareland,Water,Non_Wetland,Grassland
702,Forest,Bareland,Water,Non_Wetland,Wetland
703,Forest,Bareland,Water,Non_Wetland,Bareland
704,Forest,Bareland,Water,Non_Wetland,Water
705,Forest,Bareland,Water,Non_Wetland,Forest
706,Forest,Built-up,NULL,Non_Wetland,Grassland
707,Forest,Built-up,NULL,Non_Wetland,Wetland
708,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
709,Forest,Built-up,NULL,Non_Wetland,Bareland
710,Forest,Built-up,NULL,Non_Wetland,Forest
711,Forest,Built-up,Non_Water,Non_Wetland,Forest
712,Forest,Built-up,Water,Non_Wetland,Bareland
713,Forest,Built-up,Water,Non_Wetland,Forest
714,Forest,Water,NULL,Water,Grassland
715,Forest,Water,NULL,Water,Wetland
716,Forest,Water,NULL,Water,Water
717,Forest,Water,NULL,Water,Forest
718,Forest,Water,Non_Water,Water,Wetland
719,Forest,Water,Non_Water,Water,Lichens_and_Mosses
720,Forest,Water,Non_Water,Water,Water
721,Forest,Water,Non_Water,Water,Forest
722,Forest,Water,Water,Water,Grassland
723,Forest,Water,Water,Water,Wetland
724,Forest,Water,Water,Water,Water
725,Forest,Water,Water,Water,Forest
726,Forest,Forest,NULL,Non_Wetland,NULL
727,Forest,Forest,NULL,Non_Wetland,Grassland
728,Forest,Forest,NULL,Non_Wetland,Wetland
729,Forest,Forest,NULL,Non_Wetland,Bareland
730,Forest,Forest,NULL,Non_Wetland,Built-up
731,Forest,Forest,NULL,Non_Wetland,Water
732,Forest,Forest,NULL,Non_Wetland,Forest
733,Forest,Forest,Non_Water,Non_Wetland,Grassland
734,Forest,Forest,Non_Water,Non_Wetland,Wetland
735,Forest,Forest,Non_Water,Non_Wetland,Water
736,Forest,Forest,Non_Water,Non_Wetland,Forest
737,Forest,Forest,Water,Non_Wetland,Grassland
738,Forest,Forest,Water,Non_Wetland,Wetland
739,Forest,Forest,Water,Non_Wetland,Bareland
740,Forest,Forest,Water,Non_Wetland,Water
741,Forest,Forest,Water,Non_Wetland,Forest
