Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXT_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXT_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,SIBERIA_2024_WorldCover_2021_42WXT_M_R
931,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
932,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
933,Forest,Shrubland,Non_Water,Non_Wetland,Water
934,Forest,Shrubland,Non_Water,Non_Wetland,Forest
935,Forest,Shrubland,Water,Non_Wetland,Grassland
936,Forest,Shrubland,Water,Non_Wetland,Wetland
937,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
938,Forest,Shrubland,Water,Non_Wetland,Forest
939,Forest,Grassland,NULL,Non_Wetland,NULL
940,Forest,Grassland,NULL,Non_Wetland,Grassland
941,Forest,Grassland,NULL,Non_Wetland,Wetland
942,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
943,Forest,Grassland,NULL,Non_Wetland,Bareland
944,Forest,Grassland,NULL,Non_Wetland,Built-up
945,Forest,Grassland,NULL,Non_Wetland,Water
946,Forest,Grassland,NULL,Non_Wetland,Forest
947,Forest,Grassland,Non_Water,Non_Wetland,Grassland
948,Forest,Grassland,Non_Water,Non_Wetland,Wetland
949,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
950,Forest,Grassland,Non_Water,Non_Wetland,Bareland
951,Forest,Grassland,Non_Water,Non_Wetland,Water
952,Forest,Grassland,Non_Water,Non_Wetland,Forest
953,Forest,Grassland,Water,Non_Wetland,Grassland
954,Forest,Grassland,Water,Non_Wetland,Wetland
955,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
956,Forest,Grassland,Water,Non_Wetland,Bareland
957,Forest,Grassland,Water,Non_Wetland,Water
958,Forest,Grassland,Water,Non_Wetland,Forest
959,Forest,Cropland,NULL,Non_Wetland,Grassland
960,Forest,Cropland,NULL,Non_Wetland,Wetland
961,Forest,Cropland,NULL,Non_Wetland,Forest
962,Forest,Wetland,NULL,Wetland,NULL
963,Forest,Wetland,NULL,Wetland,Grassland
964,Forest,Wetland,NULL,Wetland,Wetland
965,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
966,Forest,Wetland,NULL,Wetland,Bareland
967,Forest,Wetland,NULL,Wetland,Built-up
968,Forest,Wetland,NULL,Wetland,Water
969,Forest,Wetland,NULL,Wetland,Forest
970,Forest,Wetland,Non_Water,Wetland,Grassland
971,Forest,Wetland,Non_Water,Wetland,Wetland
972,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
973,Forest,Wetland,Non_Water,Wetland,Bareland
974,Forest,Wetland,Non_Water,Wetland,Water
975,Forest,Wetland,Non_Water,Wetland,Forest
976,Forest,Wetland,Water,Wetland,Grassland
977,Forest,Wetland,Water,Wetland,Wetland
978,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
979,Forest,Wetland,Water,Wetland,Bareland
980,Forest,Wetland,Water,Wetland,Water
981,Forest,Wetland,Water,Wetland,Forest
982,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
983,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
984,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
985,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
986,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
987,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
988,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
989,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
990,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
991,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
992,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
993,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
994,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
995,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
996,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
997,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
998,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
999,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1000,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1001,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1002,Forest,Bareland,NULL,Non_Wetland,NULL
1003,Forest,Bareland,NULL,Non_Wetland,Grassland
1004,Forest,Bareland,NULL,Non_Wetland,Wetland
1005,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1006,Forest,Bareland,NULL,Non_Wetland,Bareland
1007,Forest,Bareland,NULL,Non_Wetland,Built-up
1008,Forest,Bareland,NULL,Non_Wetland,Water
1009,Forest,Bareland,NULL,Non_Wetland,Forest
1010,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1011,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1012,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1013,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1014,Forest,Bareland,Non_Water,Non_Wetland,Water
1015,Forest,Bareland,Non_Water,Non_Wetland,Forest
1016,Forest,Bareland,Water,Non_Wetland,Grassland
1017,Forest,Bareland,Water,Non_Wetland,Wetland
1018,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1019,Forest,Bareland,Water,Non_Wetland,Bareland
1020,Forest,Bareland,Water,Non_Wetland,Water
1021,Forest,Bareland,Water,Non_Wetland,Forest
1022,Forest,Built-up,NULL,Non_Wetland,Grassland
1023,Forest,Built-up,NULL,Non_Wetland,Wetland
1024,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1025,Forest,Built-up,NULL,Non_Wetland,Bareland
1026,Forest,Built-up,NULL,Non_Wetland,Built-up
1027,Forest,Built-up,NULL,Non_Wetland,Forest
1028,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1029,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1030,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1031,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1032,Forest,Built-up,Non_Water,Non_Wetland,Forest
1033,Forest,Built-up,Water,Non_Wetland,Grassland
1034,Forest,Built-up,Water,Non_Wetland,Wetland
1035,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1036,Forest,Water,NULL,Water,Grassland
1037,Forest,Water,NULL,Water,Wetland
1038,Forest,Water,NULL,Water,Lichens_and_Mosses
1039,Forest,Water,NULL,Water,Bareland
1040,Forest,Water,NULL,Water,Water
1041,Forest,Water,NULL,Water,Forest
1042,Forest,Water,Non_Water,Water,Grassland
1043,Forest,Water,Non_Water,Water,Wetland
1044,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1045,Forest,Water,Non_Water,Water,Bareland
1046,Forest,Water,Non_Water,Water,Water
1047,Forest,Water,Non_Water,Water,Forest
1048,Forest,Water,Water,Water,Grassland
1049,Forest,Water,Water,Water,Wetland
1050,Forest,Water,Water,Water,Lichens_and_Mosses
1051,Forest,Water,Water,Water,Bareland
1052,Forest,Water,Water,Water,Water
1053,Forest,Water,Water,Water,Forest
1054,Forest,Forest,NULL,Non_Wetland,NULL
1055,Forest,Forest,NULL,Non_Wetland,Grassland
1056,Forest,Forest,NULL,Non_Wetland,Wetland
1057,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1058,Forest,Forest,NULL,Non_Wetland,Bareland
1059,Forest,Forest,NULL,Non_Wetland,Built-up
1060,Forest,Forest,NULL,Non_Wetland,Water
1061,Forest,Forest,NULL,Non_Wetland,Forest
1062,Forest,Forest,Non_Water,Non_Wetland,Grassland
1063,Forest,Forest,Non_Water,Non_Wetland,Wetland
1064,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1065,Forest,Forest,Non_Water,Non_Wetland,Bareland
1066,Forest,Forest,Non_Water,Non_Wetland,Water
1067,Forest,Forest,Non_Water,Non_Wetland,Forest
1068,Forest,Forest,Water,Non_Wetland,Grassland
1069,Forest,Forest,Water,Non_Wetland,Wetland
1070,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1071,Forest,Forest,Water,Non_Wetland,Bareland
1072,Forest,Forest,Water,Non_Wetland,Water
1073,Forest,Forest,Water,Non_Wetland,Forest
