Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VVR_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VVR_M_R,SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,SIBERIA_2024_WorldCover_2021_42VVR_M_R
478,Built-up,Cropland,NULL,Non_Wetland,Built-up
479,Built-up,Cropland,NULL,Non_Wetland,Forest
480,Built-up,Cropland,Water,Non_Wetland,Water
481,Built-up,Wetland,NULL,Wetland,NULL
482,Built-up,Wetland,NULL,Wetland,Grassland
483,Built-up,Wetland,NULL,Wetland,Bareland
484,Built-up,Wetland,NULL,Wetland,Built-up
485,Built-up,Wetland,NULL,Wetland,Water
486,Built-up,Wetland,NULL,Wetland,Forest
487,Built-up,Wetland,Water,Wetland,Wetland
488,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
489,Built-up,Wetland,Water,Wetland,Built-up
490,Built-up,Wetland,Water,Wetland,Water
491,Built-up,Wetland,Water,Wetland,Forest
492,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
493,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
494,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
495,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
496,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
497,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
498,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
499,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
500,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
501,Built-up,Bareland,NULL,Non_Wetland,NULL
502,Built-up,Bareland,NULL,Non_Wetland,Grassland
503,Built-up,Bareland,NULL,Non_Wetland,Wetland
504,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
505,Built-up,Bareland,NULL,Non_Wetland,Bareland
506,Built-up,Bareland,NULL,Non_Wetland,Built-up
507,Built-up,Bareland,NULL,Non_Wetland,Water
508,Built-up,Bareland,NULL,Non_Wetland,Forest
509,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
510,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
511,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
512,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
513,Built-up,Bareland,Non_Water,Non_Wetland,Forest
514,Built-up,Bareland,Water,Non_Wetland,Grassland
515,Built-up,Bareland,Water,Non_Wetland,Wetland
516,Built-up,Bareland,Water,Non_Wetland,Water
517,Built-up,Bareland,Water,Non_Wetland,Forest
518,Built-up,Built-up,NULL,Non_Wetland,Grassland
519,Built-up,Built-up,NULL,Non_Wetland,Cropland
520,Built-up,Built-up,NULL,Non_Wetland,Wetland
521,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
522,Built-up,Built-up,NULL,Non_Wetland,Bareland
523,Built-up,Built-up,NULL,Non_Wetland,Built-up
524,Built-up,Built-up,NULL,Non_Wetland,Water
525,Built-up,Built-up,NULL,Non_Wetland,Forest
526,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
527,Built-up,Built-up,Water,Non_Wetland,Water
528,Built-up,Built-up,Water,Non_Wetland,Forest
529,Built-up,Water,NULL,Water,Water
530,Built-up,Water,Water,Water,Forest
531,Built-up,Forest,NULL,Non_Wetland,NULL
532,Built-up,Forest,NULL,Non_Wetland,Grassland
533,Built-up,Forest,NULL,Non_Wetland,Wetland
534,Built-up,Forest,NULL,Non_Wetland,Built-up
535,Built-up,Forest,NULL,Non_Wetland,Water
536,Built-up,Forest,NULL,Non_Wetland,Forest
537,Built-up,Forest,Non_Water,Non_Wetland,Forest
538,Built-up,Forest,Water,Non_Wetland,Wetland
539,Built-up,Forest,Water,Non_Wetland,Lichens_and_Mosses
540,Built-up,Forest,Water,Non_Wetland,Forest
541,Water,NULL,NULL,Non_Wetland,Grassland
542,Water,NULL,NULL,Non_Wetland,Wetland
543,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
544,Water,NULL,NULL,Non_Wetland,Bareland
545,Water,NULL,NULL,Non_Wetland,Water
546,Water,NULL,NULL,Non_Wetland,Forest
547,Water,NULL,Non_Water,Non_Wetland,Grassland
548,Water,NULL,Non_Water,Non_Wetland,Wetland
549,Water,NULL,Non_Water,Non_Wetland,Water
550,Water,NULL,Non_Water,Non_Wetland,Forest
551,Water,NULL,Water,Non_Wetland,Grassland
552,Water,NULL,Water,Non_Wetland,Wetland
553,Water,NULL,Water,Non_Wetland,Bareland
554,Water,NULL,Water,Non_Wetland,Water
555,Water,NULL,Water,Non_Wetland,Forest
556,Water,Shrubland,NULL,Non_Wetland,Grassland
557,Water,Shrubland,NULL,Non_Wetland,Wetland
558,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
559,Water,Shrubland,NULL,Non_Wetland,Bareland
560,Water,Shrubland,NULL,Non_Wetland,Water
561,Water,Shrubland,NULL,Non_Wetland,Forest
562,Water,Shrubland,Non_Water,Non_Wetland,Grassland
563,Water,Shrubland,Non_Water,Non_Wetland,Wetland
564,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
565,Water,Shrubland,Non_Water,Non_Wetland,Bareland
566,Water,Shrubland,Non_Water,Non_Wetland,Water
567,Water,Shrubland,Non_Water,Non_Wetland,Forest
568,Water,Shrubland,Water,Non_Wetland,Grassland
569,Water,Shrubland,Water,Non_Wetland,Wetland
570,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
571,Water,Shrubland,Water,Non_Wetland,Bareland
572,Water,Shrubland,Water,Non_Wetland,Water
573,Water,Shrubland,Water,Non_Wetland,Forest
574,Water,Grassland,NULL,Non_Wetland,Forest
575,Water,Cropland,NULL,Non_Wetland,Grassland
576,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
577,Water,Cropland,NULL,Non_Wetland,Bareland
578,Water,Cropland,NULL,Non_Wetland,Water
579,Water,Cropland,NULL,Non_Wetland,Forest
580,Water,Cropland,Non_Water,Non_Wetland,Grassland
581,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
582,Water,Cropland,Non_Water,Non_Wetland,Bareland
583,Water,Cropland,Non_Water,Non_Wetland,Water
584,Water,Cropland,Non_Water,Non_Wetland,Forest
585,Water,Cropland,Water,Non_Wetland,Grassland
586,Water,Cropland,Water,Non_Wetland,Lichens_and_Mosses
587,Water,Cropland,Water,Non_Wetland,Bareland
588,Water,Cropland,Water,Non_Wetland,Water
589,Water,Cropland,Water,Non_Wetland,Forest
590,Water,Wetland,NULL,Wetland,NULL
591,Water,Wetland,NULL,Wetland,Grassland
592,Water,Wetland,NULL,Wetland,Wetland
593,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
594,Water,Wetland,NULL,Wetland,Bareland
595,Water,Wetland,NULL,Wetland,Water
596,Water,Wetland,NULL,Wetland,Forest
597,Water,Wetland,Non_Water,Wetland,Grassland
598,Water,Wetland,Non_Water,Wetland,Wetland
599,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
600,Water,Wetland,Non_Water,Wetland,Bareland
601,Water,Wetland,Non_Water,Wetland,Water
602,Water,Wetland,Non_Water,Wetland,Forest
603,Water,Wetland,Water,Wetland,Grassland
604,Water,Wetland,Water,Wetland,Wetland
605,Water,Wetland,Water,Wetland,Lichens_and_Mosses
606,Water,Wetland,Water,Wetland,Bareland
607,Water,Wetland,Water,Wetland,Built-up
608,Water,Wetland,Water,Wetland,Water
609,Water,Wetland,Water,Wetland,Forest
610,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
611,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
612,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
613,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
614,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
615,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
616,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
617,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
618,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
619,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
620,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
621,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
622,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
623,Water,Bareland,NULL,Non_Wetland,NULL
624,Water,Bareland,NULL,Non_Wetland,Grassland
625,Water,Bareland,NULL,Non_Wetland,Wetland
626,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
627,Water,Bareland,NULL,Non_Wetland,Bareland
628,Water,Bareland,NULL,Non_Wetland,Built-up
629,Water,Bareland,NULL,Non_Wetland,Water
630,Water,Bareland,NULL,Non_Wetland,Forest
631,Water,Bareland,Non_Water,Non_Wetland,Grassland
632,Water,Bareland,Non_Water,Non_Wetland,Wetland
633,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
634,Water,Bareland,Non_Water,Non_Wetland,Bareland
635,Water,Bareland,Non_Water,Non_Wetland,Water
636,Water,Bareland,Non_Water,Non_Wetland,Forest
637,Water,Bareland,Water,Non_Wetland,Grassland
638,Water,Bareland,Water,Non_Wetland,Wetland
639,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
640,Water,Bareland,Water,Non_Wetland,Bareland
641,Water,Bareland,Water,Non_Wetland,Water
642,Water,Bareland,Water,Non_Wetland,Forest
643,Water,Built-up,NULL,Non_Wetland,Grassland
644,Water,Built-up,NULL,Non_Wetland,Built-up
645,Water,Built-up,NULL,Non_Wetland,Water
646,Water,Built-up,NULL,Non_Wetland,Forest
647,Water,Built-up,Non_Water,Non_Wetland,Bareland
648,Water,Built-up,Non_Water,Non_Wetland,Built-up
649,Water,Built-up,Non_Water,Non_Wetland,Water
650,Water,Built-up,Water,Non_Wetland,Bareland
651,Water,Built-up,Water,Non_Wetland,Built-up
652,Water,Built-up,Water,Non_Wetland,Water
653,Water,Water,NULL,Water,NULL
654,Water,Water,NULL,Water,Grassland
655,Water,Water,NULL,Water,Wetland
656,Water,Water,NULL,Water,Lichens_and_Mosses
657,Water,Water,NULL,Water,Bareland
658,Water,Water,NULL,Water,Water
659,Water,Water,NULL,Water,Forest
660,Water,Water,Non_Water,Water,Grassland
661,Water,Water,Non_Water,Water,Wetland
662,Water,Water,Non_Water,Water,Lichens_and_Mosses
663,Water,Water,Non_Water,Water,Bareland
664,Water,Water,Non_Water,Water,Water
665,Water,Water,Non_Water,Water,Forest
666,Water,Water,Water,Water,NULL
667,Water,Water,Water,Water,Grassland
668,Water,Water,Water,Water,Wetland
669,Water,Water,Water,Water,Lichens_and_Mosses
670,Water,Water,Water,Water,Bareland
671,Water,Water,Water,Water,Water
672,Water,Water,Water,Water,Forest
673,Water,Forest,NULL,Non_Wetland,NULL
674,Water,Forest,NULL,Non_Wetland,Grassland
675,Water,Forest,NULL,Non_Wetland,Wetland
676,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
677,Water,Forest,NULL,Non_Wetland,Bareland
678,Water,Forest,NULL,Non_Wetland,Water
679,Water,Forest,NULL,Non_Wetland,Forest
680,Water,Forest,Non_Water,Non_Wetland,Grassland
681,Water,Forest,Non_Water,Non_Wetland,Wetland
682,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
683,Water,Forest,Non_Water,Non_Wetland,Bareland
684,Water,Forest,Non_Water,Non_Wetland,Water
685,Water,Forest,Non_Water,Non_Wetland,Forest
686,Water,Forest,Water,Non_Wetland,Grassland
687,Water,Forest,Water,Non_Wetland,Wetland
688,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
689,Water,Forest,Water,Non_Wetland,Bareland
690,Water,Forest,Water,Non_Wetland,Water
691,Water,Forest,Water,Non_Wetland,Forest
692,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
693,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
694,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
695,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
696,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
697,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
698,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
699,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
700,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
701,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
702,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
703,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
704,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Grassland
705,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Lichens_and_Mosses
706,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
707,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
708,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
709,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
710,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
711,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
712,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
713,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
714,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
715,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
716,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
717,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
718,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
719,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
720,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
721,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
722,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
723,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
724,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
725,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
726,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
727,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
728,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
729,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
730,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
731,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
732,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
733,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
734,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
735,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
736,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
737,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
738,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
739,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
740,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
741,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
742,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
743,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
744,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
745,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
746,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
747,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
748,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
749,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
750,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
751,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
752,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
753,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
754,Permanent_ice_and_snow,Water,NULL,Water,Wetland
755,Permanent_ice_and_snow,Water,NULL,Water,Forest
756,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
757,Permanent_ice_and_snow,Water,Water,Water,Grassland
758,Permanent_ice_and_snow,Water,Water,Water,Wetland
759,Permanent_ice_and_snow,Water,Water,Water,Water
760,Permanent_ice_and_snow,Water,Water,Water,Forest
761,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
762,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
763,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
764,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
765,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
766,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
767,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
768,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,NULL
769,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
770,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
771,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
772,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
773,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
774,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
775,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
776,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
777,Forest,NULL,NULL,Non_Wetland,NULL
778,Forest,NULL,NULL,Non_Wetland,Grassland
779,Forest,NULL,NULL,Non_Wetland,Wetland
780,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
781,Forest,NULL,NULL,Non_Wetland,Bareland
782,Forest,NULL,NULL,Non_Wetland,Built-up
783,Forest,NULL,NULL,Non_Wetland,Water
784,Forest,NULL,NULL,Non_Wetland,Forest
785,Forest,NULL,Non_Water,Non_Wetland,NULL
786,Forest,NULL,Non_Water,Non_Wetland,Grassland
787,Forest,NULL,Non_Water,Non_Wetland,Wetland
788,Forest,NULL,Non_Water,Non_Wetland,Water
789,Forest,NULL,Non_Water,Non_Wetland,Forest
790,Forest,NULL,Water,Non_Wetland,Grassland
791,Forest,NULL,Water,Non_Wetland,Wetland
792,Forest,NULL,Water,Non_Wetland,Bareland
793,Forest,NULL,Water,Non_Wetland,Water
794,Forest,NULL,Water,Non_Wetland,Forest
795,Forest,Shrubland,NULL,Non_Wetland,NULL
796,Forest,Shrubland,NULL,Non_Wetland,Grassland
797,Forest,Shrubland,NULL,Non_Wetland,Wetland
798,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
799,Forest,Shrubland,NULL,Non_Wetland,Bareland
800,Forest,Shrubland,NULL,Non_Wetland,Built-up
801,Forest,Shrubland,NULL,Non_Wetland,Water
802,Forest,Shrubland,NULL,Non_Wetland,Forest
803,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
804,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
805,Forest,Shrubland,Non_Water,Non_Wetland,Water
806,Forest,Shrubland,Non_Water,Non_Wetland,Forest
807,Forest,Shrubland,Water,Non_Wetland,Grassland
808,Forest,Shrubland,Water,Non_Wetland,Wetland
809,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
810,Forest,Shrubland,Water,Non_Wetland,Bareland
811,Forest,Shrubland,Water,Non_Wetland,Water
812,Forest,Shrubland,Water,Non_Wetland,Forest
813,Forest,Grassland,NULL,Non_Wetland,Grassland
814,Forest,Grassland,NULL,Non_Wetland,Wetland
815,Forest,Grassland,NULL,Non_Wetland,Bareland
816,Forest,Grassland,NULL,Non_Wetland,Built-up
817,Forest,Grassland,NULL,Non_Wetland,Water
818,Forest,Grassland,NULL,Non_Wetland,Forest
819,Forest,Grassland,Non_Water,Non_Wetland,Grassland
820,Forest,Grassland,Non_Water,Non_Wetland,Forest
821,Forest,Grassland,Water,Non_Wetland,Grassland
822,Forest,Grassland,Water,Non_Wetland,Water
823,Forest,Grassland,Water,Non_Wetland,Forest
824,Forest,Cropland,NULL,Non_Wetland,NULL
825,Forest,Cropland,NULL,Non_Wetland,Grassland
826,Forest,Cropland,NULL,Non_Wetland,Wetland
827,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
828,Forest,Cropland,NULL,Non_Wetland,Bareland
829,Forest,Cropland,NULL,Non_Wetland,Built-up
830,Forest,Cropland,NULL,Non_Wetland,Water
831,Forest,Cropland,NULL,Non_Wetland,Forest
832,Forest,Cropland,Non_Water,Non_Wetland,Grassland
833,Forest,Cropland,Non_Water,Non_Wetland,Wetland
834,Forest,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
835,Forest,Cropland,Non_Water,Non_Wetland,Bareland
836,Forest,Cropland,Non_Water,Non_Wetland,Forest
837,Forest,Cropland,Water,Non_Wetland,Grassland
838,Forest,Cropland,Water,Non_Wetland,Wetland
839,Forest,Cropland,Water,Non_Wetland,Lichens_and_Mosses
840,Forest,Cropland,Water,Non_Wetland,Water
841,Forest,Cropland,Water,Non_Wetland,Forest
842,Forest,Wetland,NULL,Wetland,NULL
843,Forest,Wetland,NULL,Wetland,Grassland
844,Forest,Wetland,NULL,Wetland,Wetland
845,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
846,Forest,Wetland,NULL,Wetland,Bareland
847,Forest,Wetland,NULL,Wetland,Built-up
848,Forest,Wetland,NULL,Wetland,Water
849,Forest,Wetland,NULL,Wetland,Forest
850,Forest,Wetland,Non_Water,Wetland,NULL
851,Forest,Wetland,Non_Water,Wetland,Grassland
852,Forest,Wetland,Non_Water,Wetland,Wetland
853,Forest,Wetland,Non_Water,Wetland,Bareland
854,Forest,Wetland,Non_Water,Wetland,Water
855,Forest,Wetland,Non_Water,Wetland,Forest
856,Forest,Wetland,Water,Wetland,Grassland
857,Forest,Wetland,Water,Wetland,Wetland
858,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
859,Forest,Wetland,Water,Wetland,Bareland
860,Forest,Wetland,Water,Wetland,Water
861,Forest,Wetland,Water,Wetland,Forest
862,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
863,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
864,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
865,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
866,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
867,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
868,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
869,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
870,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
871,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
872,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
873,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
874,Forest,Bareland,NULL,Non_Wetland,NULL
875,Forest,Bareland,NULL,Non_Wetland,Grassland
876,Forest,Bareland,NULL,Non_Wetland,Wetland
877,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
878,Forest,Bareland,NULL,Non_Wetland,Bareland
879,Forest,Bareland,NULL,Non_Wetland,Built-up
880,Forest,Bareland,NULL,Non_Wetland,Water
881,Forest,Bareland,NULL,Non_Wetland,Forest
882,Forest,Bareland,Non_Water,Non_Wetland,Grassland
883,Forest,Bareland,Non_Water,Non_Wetland,Wetland
884,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
885,Forest,Bareland,Non_Water,Non_Wetland,Bareland
886,Forest,Bareland,Non_Water,Non_Wetland,Water
887,Forest,Bareland,Non_Water,Non_Wetland,Forest
888,Forest,Bareland,Water,Non_Wetland,Grassland
889,Forest,Bareland,Water,Non_Wetland,Wetland
890,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
891,Forest,Bareland,Water,Non_Wetland,Bareland
892,Forest,Bareland,Water,Non_Wetland,Water
893,Forest,Bareland,Water,Non_Wetland,Forest
894,Forest,Built-up,NULL,Non_Wetland,Grassland
895,Forest,Built-up,NULL,Non_Wetland,Wetland
896,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
897,Forest,Built-up,NULL,Non_Wetland,Bareland
898,Forest,Built-up,NULL,Non_Wetland,Built-up
899,Forest,Built-up,NULL,Non_Wetland,Forest
900,Forest,Built-up,Non_Water,Non_Wetland,Grassland
901,Forest,Built-up,Water,Non_Wetland,Forest
902,Forest,Water,NULL,Water,Grassland
903,Forest,Water,NULL,Water,Wetland
904,Forest,Water,NULL,Water,Lichens_and_Mosses
905,Forest,Water,NULL,Water,Water
906,Forest,Water,NULL,Water,Forest
907,Forest,Water,Non_Water,Water,Grassland
908,Forest,Water,Non_Water,Water,Wetland
909,Forest,Water,Non_Water,Water,Water
910,Forest,Water,Non_Water,Water,Forest
911,Forest,Water,Water,Water,NULL
912,Forest,Water,Water,Water,Grassland
913,Forest,Water,Water,Water,Wetland
914,Forest,Water,Water,Water,Lichens_and_Mosses
915,Forest,Water,Water,Water,Water
916,Forest,Water,Water,Water,Forest
917,Forest,Forest,NULL,Non_Wetland,NULL
918,Forest,Forest,NULL,Non_Wetland,Grassland
919,Forest,Forest,NULL,Non_Wetland,Wetland
920,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
921,Forest,Forest,NULL,Non_Wetland,Bareland
922,Forest,Forest,NULL,Non_Wetland,Built-up
923,Forest,Forest,NULL,Non_Wetland,Water
924,Forest,Forest,NULL,Non_Wetland,Forest
925,Forest,Forest,Non_Water,Non_Wetland,NULL
926,Forest,Forest,Non_Water,Non_Wetland,Grassland
927,Forest,Forest,Non_Water,Non_Wetland,Wetland
928,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
929,Forest,Forest,Non_Water,Non_Wetland,Bareland
930,Forest,Forest,Non_Water,Non_Wetland,Water
931,Forest,Forest,Non_Water,Non_Wetland,Forest
932,Forest,Forest,Water,Non_Wetland,NULL
933,Forest,Forest,Water,Non_Wetland,Grassland
934,Forest,Forest,Water,Non_Wetland,Wetland
935,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
936,Forest,Forest,Water,Non_Wetland,Bareland
937,Forest,Forest,Water,Non_Wetland,Water
938,Forest,Forest,Water,Non_Wetland,Forest
