Value,SIBERIA_2024_ESA_CALU_2024_43WDQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDQ_M_R,SIBERIA_2024_WorldCover_2021_43WDQ_M_R
804,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
805,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
806,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
807,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
808,NULL,Forest,Bareland,NULL,Non_Wetland,Water
809,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
810,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
811,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
812,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
813,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
814,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
815,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
816,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
817,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
818,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
819,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
820,NULL,Forest,Bareland,Water,Non_Wetland,Water
821,NULL,Forest,Bareland,Water,Non_Wetland,Forest
822,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
823,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
824,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
825,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
826,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
827,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
828,NULL,Forest,Water,NULL,Water,Grassland
829,NULL,Forest,Water,NULL,Water,Wetland
830,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
831,NULL,Forest,Water,NULL,Water,Bareland
832,NULL,Forest,Water,NULL,Water,Water
833,NULL,Forest,Water,NULL,Water,Forest
834,NULL,Forest,Water,Non_Water,Water,Grassland
835,NULL,Forest,Water,Non_Water,Water,Wetland
836,NULL,Forest,Water,Non_Water,Water,Bareland
837,NULL,Forest,Water,Non_Water,Water,Water
838,NULL,Forest,Water,Non_Water,Water,Forest
839,NULL,Forest,Water,Water,Water,Grassland
840,NULL,Forest,Water,Water,Water,Wetland
841,NULL,Forest,Water,Water,Water,Water
842,NULL,Forest,Water,Water,Water,Forest
843,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
844,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
845,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
846,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
847,NULL,Forest,Forest,NULL,Non_Wetland,Water
848,NULL,Forest,Forest,NULL,Non_Wetland,Forest
849,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
850,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
851,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
852,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
853,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
854,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
855,NULL,Forest,Forest,Water,Non_Wetland,Grassland
856,NULL,Forest,Forest,Water,Non_Wetland,Wetland
857,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
858,NULL,Forest,Forest,Water,Non_Wetland,Bareland
859,NULL,Forest,Forest,Water,Non_Wetland,Water
860,NULL,Forest,Forest,Water,Non_Wetland,Forest
861,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
862,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
863,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
864,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
865,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
866,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
867,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
868,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
869,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
870,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
871,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
872,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
873,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
874,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
875,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
876,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
877,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
878,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
879,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
880,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
881,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
882,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
883,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
884,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
885,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
886,Shrubland,NULL,Wetland,NULL,Wetland,Water
887,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
888,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
889,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
890,Shrubland,NULL,Wetland,Water,Wetland,Grassland
891,Shrubland,NULL,Wetland,Water,Wetland,Wetland
892,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
893,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
894,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
895,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
896,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
897,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
898,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
899,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
900,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
901,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
902,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
903,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
904,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
905,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
906,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
907,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
908,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
909,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
910,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
911,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
912,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
913,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
914,Shrubland,NULL,Bareland,Water,Non_Wetland,Forest
915,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
916,Shrubland,NULL,Water,NULL,Water,Grassland
917,Shrubland,NULL,Water,NULL,Water,Wetland
918,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
919,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
920,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
921,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
922,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
923,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
924,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
925,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
926,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
927,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
928,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
929,Shrubland,NULL,Forest,Water,Non_Wetland,Water
930,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
931,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
932,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
933,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
934,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
935,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
936,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
937,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
938,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
939,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
940,Shrubland,Wetland,Wetland,NULL,Wetland,Water
941,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
942,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
943,Shrubland,Wetland,Wetland,Water,Wetland,Water
944,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
945,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
946,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
947,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
948,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
949,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
950,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
951,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
952,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
953,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
954,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
955,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
956,Shrubland,Wetland,Water,NULL,Water,Grassland
957,Shrubland,Wetland,Water,NULL,Water,Wetland
958,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
959,Shrubland,Wetland,Water,NULL,Water,Water
960,Shrubland,Wetland,Water,Water,Water,Wetland
961,Shrubland,Wetland,Water,Water,Water,Water
962,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
963,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
964,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
965,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
966,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
967,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
968,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
969,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
970,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
971,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
972,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
973,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
974,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
975,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
976,Shrubland,Water,Wetland,NULL,Wetland,Wetland
977,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
978,Shrubland,Water,Wetland,NULL,Wetland,Water
979,Shrubland,Water,Wetland,Non_Water,Wetland,Water
980,Shrubland,Water,Wetland,Water,Wetland,Water
981,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
982,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
983,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
984,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
985,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
986,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
987,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
988,Shrubland,Water,Bareland,Water,Non_Wetland,Water
989,Shrubland,Water,Water,NULL,Water,Grassland
990,Shrubland,Water,Water,NULL,Water,Wetland
991,Shrubland,Water,Water,NULL,Water,Water
992,Shrubland,Water,Water,Water,Water,Grassland
993,Shrubland,Water,Water,Water,Water,Wetland
994,Shrubland,Water,Water,Water,Water,Water
995,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
996,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
997,Shrubland,Water,Forest,NULL,Non_Wetland,Water
998,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
999,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1000,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1001,Shrubland,Water,Forest,Water,Non_Wetland,Water
1002,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1003,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1004,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1005,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1006,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1007,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1008,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1009,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1010,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1011,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1012,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1013,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1014,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1015,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1016,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1017,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1018,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1019,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1020,Shrubland,Forest,Grassland,NULL,Non_Wetland,Water
1021,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1022,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
1023,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1024,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1025,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1026,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1027,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1028,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1029,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1030,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1031,Shrubland,Forest,Forest,NULL,Non_Wetland,Water
1032,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1033,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1034,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1035,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1036,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1037,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1038,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1039,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1040,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1041,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1042,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1043,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1044,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1045,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1046,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1047,Wetland,NULL,Wetland,NULL,Wetland,Water
1048,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1049,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1050,Wetland,NULL,Wetland,Water,Wetland,Wetland
1051,Wetland,NULL,Wetland,Water,Wetland,Water
1052,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1053,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1054,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1055,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1056,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1057,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1058,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1059,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1060,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1061,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1062,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1063,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1064,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1065,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1066,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1067,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1068,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1069,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1070,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1071,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1072,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1073,Wetland,NULL,Water,NULL,Water,Wetland
1074,Wetland,NULL,Water,NULL,Water,Water
1075,Wetland,NULL,Water,Non_Water,Water,Wetland
1076,Wetland,NULL,Water,Non_Water,Water,Water
1077,Wetland,NULL,Water,Water,Water,Grassland
1078,Wetland,NULL,Water,Water,Water,Wetland
1079,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1080,Wetland,NULL,Water,Water,Water,Water
1081,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1082,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1083,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1084,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1085,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1086,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1087,Wetland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1088,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1089,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1090,Wetland,NULL,Forest,Water,Non_Wetland,Water
1091,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1092,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1093,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1094,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1095,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1096,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1097,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1098,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1099,Wetland,Wetland,Wetland,NULL,Wetland,Water
1100,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1101,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1102,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1103,Wetland,Wetland,Wetland,Water,Wetland,Water
1104,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1105,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1106,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1107,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1108,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1109,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1110,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1111,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1112,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1113,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1114,Wetland,Wetland,Water,NULL,Water,Grassland
1115,Wetland,Wetland,Water,NULL,Water,Wetland
1116,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1117,Wetland,Wetland,Water,NULL,Water,Water
1118,Wetland,Wetland,Water,Non_Water,Water,Grassland
1119,Wetland,Wetland,Water,Non_Water,Water,Wetland
1120,Wetland,Wetland,Water,Non_Water,Water,Water
1121,Wetland,Wetland,Water,Water,Water,Wetland
1122,Wetland,Wetland,Water,Water,Water,Water
1123,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1124,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1125,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1126,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1127,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1128,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1129,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1130,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1131,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1132,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1133,Wetland,Water,Wetland,NULL,Wetland,Grassland
1134,Wetland,Water,Wetland,NULL,Wetland,Wetland
1135,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1136,Wetland,Water,Wetland,NULL,Wetland,Water
1137,Wetland,Water,Wetland,Non_Water,Wetland,Water
1138,Wetland,Water,Wetland,Water,Wetland,Wetland
1139,Wetland,Water,Wetland,Water,Wetland,Water
1140,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1141,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1142,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1143,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1144,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1145,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1146,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1147,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1148,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1149,Wetland,Water,Bareland,Water,Non_Wetland,Water
1150,Wetland,Water,Water,NULL,Water,Grassland
1151,Wetland,Water,Water,NULL,Water,Wetland
1152,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1153,Wetland,Water,Water,NULL,Water,Water
1154,Wetland,Water,Water,Non_Water,Water,Grassland
1155,Wetland,Water,Water,Non_Water,Water,Wetland
1156,Wetland,Water,Water,Non_Water,Water,Water
1157,Wetland,Water,Water,Water,Water,Grassland
1158,Wetland,Water,Water,Water,Water,Wetland
1159,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1160,Wetland,Water,Water,Water,Water,Water
1161,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1162,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1163,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1164,Wetland,Water,Forest,NULL,Non_Wetland,Water
1165,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1166,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1167,Wetland,Water,Forest,Water,Non_Wetland,Water
1168,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1169,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1170,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1171,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1172,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1173,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1174,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1175,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1176,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1177,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1178,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1179,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1180,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1181,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1182,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1183,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1184,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1185,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1186,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1187,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1188,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1189,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1190,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1191,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1192,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1193,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1194,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1195,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1196,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1197,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1198,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1199,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1200,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1201,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1202,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1203,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1204,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1205,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1206,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
