Value,SIBERIA_2024_ESA_CALU_2024_43XEA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43XEA_M_R,SIBERIA_2024_GLC_FCS30D_2022_43XEA_M_R,SIBERIA_2024_GSW_Yearly_2021_43XEA_M_R,SIBERIA_2024_GWL_FCS30D_2022_43XEA_M_R,SIBERIA_2024_WorldCover_2021_43XEA_M_R
421,NULL,Water,Water,Water,NULL,Grassland
422,NULL,Water,Water,Water,NULL,Wetland
423,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
424,NULL,Water,Water,Water,NULL,Bareland
425,NULL,Water,Water,Water,NULL,Water
426,NULL,Water,Water,Water,Water,Grassland
427,NULL,Water,Water,Water,Water,Wetland
428,NULL,Water,Water,Water,Water,Lichens_and_Mosses
429,NULL,Water,Water,Water,Water,Bareland
430,NULL,Water,Water,Water,Water,Water
431,NULL,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
432,NULL,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
433,NULL,Water,Forest,Water,Non_Wetland,Water
434,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
435,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
436,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
437,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
438,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
439,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
440,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
441,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
442,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
443,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
444,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
445,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
446,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
447,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
448,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
449,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
450,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
451,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
452,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
453,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
454,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
455,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
456,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
457,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
458,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
459,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
460,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
461,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
462,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
463,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
464,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
465,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
466,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
467,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
468,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
469,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
470,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
471,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
472,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
473,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
474,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
475,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
476,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
477,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
478,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
479,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
480,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
481,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
482,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
483,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
484,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
485,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
486,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
487,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
488,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
489,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
490,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
491,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
492,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
493,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
494,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
495,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
496,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
497,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
498,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
499,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
500,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
501,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
502,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
503,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
504,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
505,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
506,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
507,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
508,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
509,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
510,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
511,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
512,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
513,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
514,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
515,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
516,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
517,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
518,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
519,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
520,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
521,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
522,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
523,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
524,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
525,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
526,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
527,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
528,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
529,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
530,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
531,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
532,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
533,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
534,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
535,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
536,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
537,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
538,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
539,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
540,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
541,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
542,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
543,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Bareland
544,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
545,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
546,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
547,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
548,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
549,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
550,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
551,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
552,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
553,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
554,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
555,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
556,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
557,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
558,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
559,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
560,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
561,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
562,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
563,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
564,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
565,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
566,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
567,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
568,NULL,Forest,Shrubland,Water,Non_Wetland,Water
569,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
570,NULL,Forest,Wetland,NULL,Wetland,Wetland
571,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
572,NULL,Forest,Wetland,Non_Water,Wetland,Water
573,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
574,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
575,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
576,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
577,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
578,NULL,Forest,Bareland,NULL,Non_Wetland,Water
579,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
580,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
581,NULL,Forest,Water,NULL,Water,Wetland
582,NULL,Forest,Water,NULL,Water,Water
583,NULL,Forest,Water,Non_Water,Water,Wetland
584,NULL,Forest,Water,Water,Water,Wetland
585,NULL,Forest,Water,Water,Water,Water
586,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
587,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
588,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
589,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
590,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
591,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
592,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
593,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
594,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
595,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
596,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
597,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
598,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
599,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
600,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
601,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
602,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
603,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
604,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
605,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
606,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
607,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
608,Shrubland,NULL,Wetland,NULL,Wetland,Water
609,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
610,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
611,Shrubland,NULL,Wetland,Water,Wetland,Wetland
612,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
613,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
614,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
615,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
616,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
617,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
618,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
619,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
620,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
621,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
622,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
623,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
624,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
625,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
626,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
627,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
628,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
629,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
630,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
631,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
632,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
633,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
634,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
635,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
636,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
637,Shrubland,NULL,Water,NULL,Water,Grassland
638,Shrubland,NULL,Water,NULL,Water,Wetland
639,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
640,Shrubland,NULL,Water,Non_Water,Water,Wetland
641,Shrubland,NULL,Water,Water,Water,Wetland
642,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
643,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
644,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
645,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
646,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
647,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
648,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
649,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
650,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
651,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
652,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
653,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
654,Shrubland,Wetland,Wetland,NULL,Wetland,Water
655,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
656,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
657,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
658,Shrubland,Wetland,Wetland,Water,Wetland,Water
659,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
660,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
661,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
662,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
663,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
664,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
665,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
666,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
667,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
668,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
669,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
670,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
671,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
672,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
673,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
674,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
675,Shrubland,Wetland,Water,NULL,Water,Wetland
676,Shrubland,Wetland,Water,Non_Water,Water,Wetland
677,Shrubland,Wetland,Water,Water,Water,Grassland
678,Shrubland,Wetland,Water,Water,Water,Wetland
679,Shrubland,Wetland,Water,Water,Water,Water
680,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
681,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Water
682,Shrubland,Bareland,Bareland,Water,Non_Wetland,Wetland
683,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
684,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
685,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
686,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
687,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
688,Shrubland,Water,Grassland,Water,Non_Wetland,Water
689,Shrubland,Water,Wetland,NULL,Wetland,Wetland
690,Shrubland,Water,Wetland,Water,Wetland,Wetland
691,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
692,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
693,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
694,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
695,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
696,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
697,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
698,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
699,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
700,Shrubland,Water,Bareland,Water,Non_Wetland,Water
701,Shrubland,Water,Water,NULL,Water,Wetland
702,Shrubland,Water,Water,Non_Water,Water,Wetland
703,Shrubland,Water,Water,Water,Water,Grassland
704,Shrubland,Water,Water,Water,Water,Wetland
705,Shrubland,Water,Water,Water,Water,Water
706,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
707,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
708,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
709,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
710,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
711,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
712,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
713,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
714,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
715,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
716,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
717,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
718,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
719,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
720,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
721,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
722,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
723,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
724,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
725,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
726,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
727,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
728,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
729,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
730,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
731,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
732,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
733,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
734,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
735,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
736,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
737,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
738,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
739,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
740,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
741,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
742,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
743,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
744,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
745,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
746,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
747,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
748,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
749,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
750,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
751,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
752,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
753,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
754,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
755,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
756,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
757,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
758,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
759,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
760,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
761,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
762,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
763,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
764,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
765,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
766,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
767,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
768,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
769,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
770,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
771,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
772,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
773,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
774,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
775,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
776,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
777,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
778,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
779,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
780,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
781,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
782,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
783,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
