Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VUL_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R,SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,SIBERIA_2024_WorldCover_2021_45VUL_M_R
494,Water,Forest,NULL,Non_Wetland,Water
495,Water,Forest,NULL,Non_Wetland,Forest
496,Water,Forest,Non_Water,Non_Wetland,Grassland
497,Water,Forest,Non_Water,Non_Wetland,Wetland
498,Water,Forest,Non_Water,Non_Wetland,Water
499,Water,Forest,Non_Water,Non_Wetland,Forest
500,Water,Forest,Water,Non_Wetland,Grassland
501,Water,Forest,Water,Non_Wetland,Wetland
502,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
503,Water,Forest,Water,Non_Wetland,Bareland
504,Water,Forest,Water,Non_Wetland,Water
505,Water,Forest,Water,Non_Wetland,Forest
506,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
507,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
508,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
509,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
510,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
511,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
512,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
513,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
514,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
515,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
516,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
517,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
518,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
519,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
520,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
521,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
522,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
523,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Water
524,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Forest
525,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
526,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
527,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
528,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
529,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
530,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
531,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
532,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
533,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
534,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
535,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
536,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
537,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
538,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
539,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
540,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
541,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
542,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
543,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
544,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
545,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
546,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
547,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
548,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
549,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
550,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
551,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
552,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
553,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
554,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
555,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
556,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
557,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
558,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
559,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
560,Permanent_ice_and_snow,Water,NULL,Water,Wetland
561,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
562,Permanent_ice_and_snow,Water,NULL,Water,Water
563,Permanent_ice_and_snow,Water,NULL,Water,Forest
564,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
565,Permanent_ice_and_snow,Water,Non_Water,Water,Water
566,Permanent_ice_and_snow,Water,Water,Water,Grassland
567,Permanent_ice_and_snow,Water,Water,Water,Wetland
568,Permanent_ice_and_snow,Water,Water,Water,Water
569,Permanent_ice_and_snow,Water,Water,Water,Forest
570,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
571,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
572,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
573,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
574,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
575,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
576,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
577,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
578,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
579,Forest,NULL,NULL,Non_Wetland,NULL
580,Forest,NULL,NULL,Non_Wetland,Grassland
581,Forest,NULL,NULL,Non_Wetland,Wetland
582,Forest,NULL,NULL,Non_Wetland,Water
583,Forest,NULL,NULL,Non_Wetland,Forest
584,Forest,NULL,Non_Water,Non_Wetland,Grassland
585,Forest,NULL,Non_Water,Non_Wetland,Wetland
586,Forest,NULL,Non_Water,Non_Wetland,Water
587,Forest,NULL,Non_Water,Non_Wetland,Forest
588,Forest,NULL,Water,Non_Wetland,Grassland
589,Forest,NULL,Water,Non_Wetland,Wetland
590,Forest,NULL,Water,Non_Wetland,Water
591,Forest,NULL,Water,Non_Wetland,Forest
592,Forest,Shrubland,NULL,Non_Wetland,NULL
593,Forest,Shrubland,NULL,Non_Wetland,Grassland
594,Forest,Shrubland,NULL,Non_Wetland,Wetland
595,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
596,Forest,Shrubland,NULL,Non_Wetland,Bareland
597,Forest,Shrubland,NULL,Non_Wetland,Water
598,Forest,Shrubland,NULL,Non_Wetland,Forest
599,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
600,Forest,Shrubland,Non_Water,Non_Wetland,Water
601,Forest,Shrubland,Non_Water,Non_Wetland,Forest
602,Forest,Shrubland,Water,Non_Wetland,Grassland
603,Forest,Shrubland,Water,Non_Wetland,Wetland
604,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
605,Forest,Shrubland,Water,Non_Wetland,Bareland
606,Forest,Shrubland,Water,Non_Wetland,Water
607,Forest,Shrubland,Water,Non_Wetland,Forest
608,Forest,Grassland,NULL,Non_Wetland,NULL
609,Forest,Grassland,NULL,Non_Wetland,Grassland
610,Forest,Grassland,NULL,Non_Wetland,Wetland
611,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
612,Forest,Grassland,NULL,Non_Wetland,Forest
613,Forest,Grassland,Non_Water,Non_Wetland,Grassland
614,Forest,Grassland,Non_Water,Non_Wetland,Forest
615,Forest,Grassland,Water,Non_Wetland,Grassland
616,Forest,Grassland,Water,Non_Wetland,Bareland
617,Forest,Grassland,Water,Non_Wetland,Water
618,Forest,Grassland,Water,Non_Wetland,Forest
619,Forest,Cropland,NULL,Non_Wetland,Grassland
620,Forest,Cropland,NULL,Non_Wetland,Wetland
621,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
622,Forest,Cropland,NULL,Non_Wetland,Forest
623,Forest,Cropland,Non_Water,Non_Wetland,Grassland
624,Forest,Cropland,Non_Water,Non_Wetland,Forest
625,Forest,Cropland,Water,Non_Wetland,Grassland
626,Forest,Cropland,Water,Non_Wetland,Forest
627,Forest,Wetland,NULL,Wetland,NULL
628,Forest,Wetland,NULL,Wetland,Grassland
629,Forest,Wetland,NULL,Wetland,Wetland
630,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
631,Forest,Wetland,NULL,Wetland,Bareland
632,Forest,Wetland,NULL,Wetland,Water
633,Forest,Wetland,NULL,Wetland,Forest
634,Forest,Wetland,Non_Water,Wetland,Grassland
635,Forest,Wetland,Non_Water,Wetland,Wetland
636,Forest,Wetland,Non_Water,Wetland,Water
637,Forest,Wetland,Non_Water,Wetland,Forest
638,Forest,Wetland,Water,Wetland,Grassland
639,Forest,Wetland,Water,Wetland,Wetland
640,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
641,Forest,Wetland,Water,Wetland,Bareland
642,Forest,Wetland,Water,Wetland,Water
643,Forest,Wetland,Water,Wetland,Forest
644,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
645,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
646,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
647,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
648,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
649,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
650,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
651,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
652,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
653,Forest,Bareland,NULL,Non_Wetland,NULL
654,Forest,Bareland,NULL,Non_Wetland,Grassland
655,Forest,Bareland,NULL,Non_Wetland,Wetland
656,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
657,Forest,Bareland,NULL,Non_Wetland,Bareland
658,Forest,Bareland,NULL,Non_Wetland,Water
659,Forest,Bareland,NULL,Non_Wetland,Forest
660,Forest,Bareland,Non_Water,Non_Wetland,Grassland
661,Forest,Bareland,Non_Water,Non_Wetland,Wetland
662,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
663,Forest,Bareland,Non_Water,Non_Wetland,Bareland
664,Forest,Bareland,Non_Water,Non_Wetland,Water
665,Forest,Bareland,Non_Water,Non_Wetland,Forest
666,Forest,Bareland,Water,Non_Wetland,Grassland
667,Forest,Bareland,Water,Non_Wetland,Wetland
668,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
669,Forest,Bareland,Water,Non_Wetland,Bareland
670,Forest,Bareland,Water,Non_Wetland,Water
671,Forest,Bareland,Water,Non_Wetland,Forest
672,Forest,Built-up,NULL,Non_Wetland,Grassland
673,Forest,Built-up,NULL,Non_Wetland,Wetland
674,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
675,Forest,Built-up,NULL,Non_Wetland,Water
676,Forest,Built-up,NULL,Non_Wetland,Forest
677,Forest,Built-up,Non_Water,Non_Wetland,Forest
678,Forest,Built-up,Water,Non_Wetland,Grassland
679,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
680,Forest,Built-up,Water,Non_Wetland,Bareland
681,Forest,Built-up,Water,Non_Wetland,Forest
682,Forest,Water,NULL,Water,Grassland
683,Forest,Water,NULL,Water,Wetland
684,Forest,Water,NULL,Water,Water
685,Forest,Water,NULL,Water,Forest
686,Forest,Water,Non_Water,Water,Grassland
687,Forest,Water,Non_Water,Water,Wetland
688,Forest,Water,Non_Water,Water,Water
689,Forest,Water,Non_Water,Water,Forest
690,Forest,Water,Water,Water,Grassland
691,Forest,Water,Water,Water,Wetland
692,Forest,Water,Water,Water,Lichens_and_Mosses
693,Forest,Water,Water,Water,Bareland
694,Forest,Water,Water,Water,Water
695,Forest,Water,Water,Water,Forest
696,Forest,Forest,NULL,Non_Wetland,NULL
697,Forest,Forest,NULL,Non_Wetland,Grassland
698,Forest,Forest,NULL,Non_Wetland,Wetland
699,Forest,Forest,NULL,Non_Wetland,Bareland
700,Forest,Forest,NULL,Non_Wetland,Built-up
701,Forest,Forest,NULL,Non_Wetland,Water
702,Forest,Forest,NULL,Non_Wetland,Forest
703,Forest,Forest,Non_Water,Non_Wetland,Grassland
704,Forest,Forest,Non_Water,Non_Wetland,Wetland
705,Forest,Forest,Non_Water,Non_Wetland,Water
706,Forest,Forest,Non_Water,Non_Wetland,Forest
707,Forest,Forest,Water,Non_Wetland,Grassland
708,Forest,Forest,Water,Non_Wetland,Wetland
709,Forest,Forest,Water,Non_Wetland,Bareland
710,Forest,Forest,Water,Non_Wetland,Water
711,Forest,Forest,Water,Non_Wetland,Forest
