Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VVK_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VVK_M_R,SIBERIA_2024_GSW_Yearly_2021_45VVK_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VVK_M_R,SIBERIA_2024_WorldCover_2021_45VVK_M_R
484,Water,Built-up,Water,Non_Wetland,Forest
485,Water,Water,NULL,Water,Grassland
486,Water,Water,NULL,Water,Wetland
487,Water,Water,NULL,Water,Lichens_and_Mosses
488,Water,Water,NULL,Water,Bareland
489,Water,Water,NULL,Water,Water
490,Water,Water,NULL,Water,Forest
491,Water,Water,Non_Water,Water,Grassland
492,Water,Water,Non_Water,Water,Wetland
493,Water,Water,Non_Water,Water,Lichens_and_Mosses
494,Water,Water,Non_Water,Water,Bareland
495,Water,Water,Non_Water,Water,Water
496,Water,Water,Non_Water,Water,Forest
497,Water,Water,Water,Water,Grassland
498,Water,Water,Water,Water,Wetland
499,Water,Water,Water,Water,Lichens_and_Mosses
500,Water,Water,Water,Water,Bareland
501,Water,Water,Water,Water,Water
502,Water,Water,Water,Water,Forest
503,Water,Forest,NULL,Non_Wetland,Grassland
504,Water,Forest,NULL,Non_Wetland,Wetland
505,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
506,Water,Forest,NULL,Non_Wetland,Bareland
507,Water,Forest,NULL,Non_Wetland,Water
508,Water,Forest,NULL,Non_Wetland,Forest
509,Water,Forest,Non_Water,Non_Wetland,Grassland
510,Water,Forest,Non_Water,Non_Wetland,Wetland
511,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
512,Water,Forest,Non_Water,Non_Wetland,Bareland
513,Water,Forest,Non_Water,Non_Wetland,Water
514,Water,Forest,Non_Water,Non_Wetland,Forest
515,Water,Forest,Water,Non_Wetland,Grassland
516,Water,Forest,Water,Non_Wetland,Wetland
517,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
518,Water,Forest,Water,Non_Wetland,Bareland
519,Water,Forest,Water,Non_Wetland,Water
520,Water,Forest,Water,Non_Wetland,Forest
521,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
522,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
523,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
524,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
525,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
526,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
527,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
528,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
529,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
530,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
531,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
532,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
533,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
534,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
535,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
536,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
537,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
538,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
539,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
540,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
541,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
542,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
543,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
544,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
545,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
546,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
547,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
548,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
549,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
550,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
551,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
552,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
553,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL
554,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
555,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
556,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
557,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
558,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
559,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
560,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
561,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
562,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
563,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
564,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
565,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
566,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
567,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
568,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
569,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
570,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
571,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
572,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
573,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
574,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
575,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
576,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
577,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
578,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
579,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
580,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
581,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
582,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
583,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
584,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
585,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
586,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
587,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
588,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
589,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
590,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
591,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
592,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
593,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
594,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
595,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
596,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
597,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
598,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
599,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
600,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
601,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
602,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
603,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
604,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
605,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
606,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
607,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
608,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
609,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
610,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
611,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
612,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
613,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
614,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
615,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
616,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
617,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
618,Permanent_ice_and_snow,Water,NULL,Water,Grassland
619,Permanent_ice_and_snow,Water,NULL,Water,Wetland
620,Permanent_ice_and_snow,Water,NULL,Water,Water
621,Permanent_ice_and_snow,Water,NULL,Water,Forest
622,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
623,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
624,Permanent_ice_and_snow,Water,Non_Water,Water,Water
625,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
626,Permanent_ice_and_snow,Water,Water,Water,Grassland
627,Permanent_ice_and_snow,Water,Water,Water,Wetland
628,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
629,Permanent_ice_and_snow,Water,Water,Water,Water
630,Permanent_ice_and_snow,Water,Water,Water,Forest
631,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
632,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
633,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
634,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
635,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
636,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
637,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
638,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
639,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
640,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
641,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
642,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
643,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
644,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
645,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
646,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
647,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
648,Forest,NULL,NULL,Non_Wetland,NULL
649,Forest,NULL,NULL,Non_Wetland,Grassland
650,Forest,NULL,NULL,Non_Wetland,Wetland
651,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
652,Forest,NULL,NULL,Non_Wetland,Bareland
653,Forest,NULL,NULL,Non_Wetland,Water
654,Forest,NULL,NULL,Non_Wetland,Forest
655,Forest,NULL,Non_Water,Non_Wetland,Grassland
656,Forest,NULL,Non_Water,Non_Wetland,Wetland
657,Forest,NULL,Non_Water,Non_Wetland,Water
658,Forest,NULL,Non_Water,Non_Wetland,Forest
659,Forest,NULL,Water,Non_Wetland,Grassland
660,Forest,NULL,Water,Non_Wetland,Wetland
661,Forest,NULL,Water,Non_Wetland,Bareland
662,Forest,NULL,Water,Non_Wetland,Water
663,Forest,NULL,Water,Non_Wetland,Forest
664,Forest,Shrubland,NULL,Non_Wetland,NULL
665,Forest,Shrubland,NULL,Non_Wetland,Grassland
666,Forest,Shrubland,NULL,Non_Wetland,Wetland
667,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
668,Forest,Shrubland,NULL,Non_Wetland,Bareland
669,Forest,Shrubland,NULL,Non_Wetland,Water
670,Forest,Shrubland,NULL,Non_Wetland,Forest
671,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
672,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
673,Forest,Shrubland,Non_Water,Non_Wetland,Water
674,Forest,Shrubland,Non_Water,Non_Wetland,Forest
675,Forest,Shrubland,Water,Non_Wetland,Grassland
676,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
677,Forest,Shrubland,Water,Non_Wetland,Bareland
678,Forest,Shrubland,Water,Non_Wetland,Forest
679,Forest,Grassland,NULL,Non_Wetland,NULL
680,Forest,Grassland,NULL,Non_Wetland,Grassland
681,Forest,Grassland,NULL,Non_Wetland,Wetland
682,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
683,Forest,Grassland,NULL,Non_Wetland,Bareland
684,Forest,Grassland,NULL,Non_Wetland,Forest
685,Forest,Grassland,Non_Water,Non_Wetland,Grassland
686,Forest,Grassland,Non_Water,Non_Wetland,Bareland
687,Forest,Grassland,Non_Water,Non_Wetland,Forest
688,Forest,Grassland,Water,Non_Wetland,Grassland
689,Forest,Grassland,Water,Non_Wetland,Wetland
690,Forest,Grassland,Water,Non_Wetland,Forest
691,Forest,Cropland,NULL,Non_Wetland,Forest
692,Forest,Cropland,Non_Water,Non_Wetland,Forest
693,Forest,Wetland,NULL,Wetland,NULL
694,Forest,Wetland,NULL,Wetland,Grassland
695,Forest,Wetland,NULL,Wetland,Wetland
696,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
697,Forest,Wetland,NULL,Wetland,Bareland
698,Forest,Wetland,NULL,Wetland,Water
699,Forest,Wetland,NULL,Wetland,Forest
700,Forest,Wetland,Non_Water,Wetland,Grassland
701,Forest,Wetland,Non_Water,Wetland,Wetland
702,Forest,Wetland,Non_Water,Wetland,Water
703,Forest,Wetland,Non_Water,Wetland,Forest
704,Forest,Wetland,Water,Wetland,Grassland
705,Forest,Wetland,Water,Wetland,Wetland
706,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
707,Forest,Wetland,Water,Wetland,Water
708,Forest,Wetland,Water,Wetland,Forest
709,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
710,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
711,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
712,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
713,Forest,Bareland,NULL,Non_Wetland,NULL
714,Forest,Bareland,NULL,Non_Wetland,Grassland
715,Forest,Bareland,NULL,Non_Wetland,Wetland
716,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
717,Forest,Bareland,NULL,Non_Wetland,Bareland
718,Forest,Bareland,NULL,Non_Wetland,Water
719,Forest,Bareland,NULL,Non_Wetland,Forest
720,Forest,Bareland,Non_Water,Non_Wetland,Grassland
721,Forest,Bareland,Non_Water,Non_Wetland,Wetland
722,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
723,Forest,Bareland,Non_Water,Non_Wetland,Water
724,Forest,Bareland,Non_Water,Non_Wetland,Forest
725,Forest,Bareland,Water,Non_Wetland,Grassland
726,Forest,Bareland,Water,Non_Wetland,Wetland
727,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
728,Forest,Bareland,Water,Non_Wetland,Bareland
729,Forest,Bareland,Water,Non_Wetland,Water
730,Forest,Bareland,Water,Non_Wetland,Forest
731,Forest,Built-up,NULL,Non_Wetland,NULL
732,Forest,Built-up,NULL,Non_Wetland,Grassland
733,Forest,Built-up,NULL,Non_Wetland,Wetland
734,Forest,Built-up,NULL,Non_Wetland,Forest
735,Forest,Built-up,Non_Water,Non_Wetland,Forest
736,Forest,Built-up,Water,Non_Wetland,Grassland
737,Forest,Built-up,Water,Non_Wetland,Water
738,Forest,Built-up,Water,Non_Wetland,Forest
739,Forest,Water,NULL,Water,Grassland
740,Forest,Water,NULL,Water,Wetland
741,Forest,Water,NULL,Water,Water
742,Forest,Water,NULL,Water,Forest
743,Forest,Water,Non_Water,Water,Grassland
744,Forest,Water,Non_Water,Water,Wetland
745,Forest,Water,Non_Water,Water,Water
746,Forest,Water,Non_Water,Water,Forest
747,Forest,Water,Water,Water,Grassland
748,Forest,Water,Water,Water,Wetland
749,Forest,Water,Water,Water,Lichens_and_Mosses
750,Forest,Water,Water,Water,Water
751,Forest,Water,Water,Water,Forest
752,Forest,Forest,NULL,Non_Wetland,NULL
753,Forest,Forest,NULL,Non_Wetland,Grassland
754,Forest,Forest,NULL,Non_Wetland,Wetland
755,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
756,Forest,Forest,NULL,Non_Wetland,Bareland
757,Forest,Forest,NULL,Non_Wetland,Water
758,Forest,Forest,NULL,Non_Wetland,Forest
759,Forest,Forest,Non_Water,Non_Wetland,Grassland
760,Forest,Forest,Non_Water,Non_Wetland,Wetland
761,Forest,Forest,Non_Water,Non_Wetland,Bareland
762,Forest,Forest,Non_Water,Non_Wetland,Water
763,Forest,Forest,Non_Water,Non_Wetland,Forest
764,Forest,Forest,Water,Non_Wetland,Grassland
765,Forest,Forest,Water,Non_Wetland,Wetland
766,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
767,Forest,Forest,Water,Non_Wetland,Bareland
768,Forest,Forest,Water,Non_Wetland,Water
769,Forest,Forest,Water,Non_Wetland,Forest
