Value,SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,SIBERIA_2024_WorldCover_2021_42WWB_M_R
799,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
800,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
801,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
802,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
803,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
804,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
805,NULL,Forest,Forest,Water,Non_Wetland,Grassland
806,NULL,Forest,Forest,Water,Non_Wetland,Wetland
807,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
808,NULL,Forest,Forest,Water,Non_Wetland,Water
809,NULL,Forest,Forest,Water,Non_Wetland,Forest
810,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
811,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
812,Shrubland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
813,Shrubland,NULL,NULL,NULL,Non_Wetland,Water
814,Shrubland,NULL,NULL,NULL,Non_Wetland,Forest
815,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Grassland
816,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Wetland
817,Shrubland,NULL,NULL,Water,Non_Wetland,Wetland
818,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
819,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
820,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
821,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
822,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
823,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
824,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
825,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
826,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
827,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
828,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
829,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
830,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
831,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
832,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
833,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
834,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
835,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
836,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
837,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
838,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
839,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
840,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
841,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
842,Shrubland,NULL,Wetland,NULL,Wetland,Water
843,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
844,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
845,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
846,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
847,Shrubland,NULL,Wetland,Water,Wetland,Grassland
848,Shrubland,NULL,Wetland,Water,Wetland,Wetland
849,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
850,Shrubland,NULL,Wetland,Water,Wetland,Water
851,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
852,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
853,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
854,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
855,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
856,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
857,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
858,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
859,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
860,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
861,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
862,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
863,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
864,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
865,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
866,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
867,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
868,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
869,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
870,Shrubland,NULL,Bareland,NULL,Non_Wetland,Built-up
871,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
872,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
873,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
874,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
875,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
876,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
877,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
878,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
879,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
880,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
881,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
882,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
883,Shrubland,NULL,Water,NULL,Water,Grassland
884,Shrubland,NULL,Water,NULL,Water,Wetland
885,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
886,Shrubland,NULL,Water,NULL,Water,Water
887,Shrubland,NULL,Water,Non_Water,Water,Grassland
888,Shrubland,NULL,Water,Non_Water,Water,Wetland
889,Shrubland,NULL,Water,Non_Water,Water,Water
890,Shrubland,NULL,Water,Non_Water,Water,Forest
891,Shrubland,NULL,Water,Water,Water,Grassland
892,Shrubland,NULL,Water,Water,Water,Wetland
893,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
894,Shrubland,NULL,Water,Water,Water,Water
895,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
896,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
897,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
898,Shrubland,NULL,Forest,NULL,Non_Wetland,Bareland
899,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
900,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
901,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
902,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
903,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
904,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
905,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
906,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
907,Shrubland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
908,Shrubland,NULL,Forest,Water,Non_Wetland,Water
909,Shrubland,Wetland,NULL,NULL,Non_Wetland,Grassland
910,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
911,Shrubland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
912,Shrubland,Wetland,NULL,NULL,Non_Wetland,Water
913,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
914,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
915,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Water
916,Shrubland,Wetland,NULL,Water,Non_Wetland,Grassland
917,Shrubland,Wetland,NULL,Water,Non_Wetland,Wetland
918,Shrubland,Wetland,NULL,Water,Non_Wetland,Water
919,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
920,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
921,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
922,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
923,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
924,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
925,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
926,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
927,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
928,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
929,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
930,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
931,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
932,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
933,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
934,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
935,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Forest
936,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
937,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
938,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
939,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Bareland
940,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
941,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
942,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
943,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
944,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
945,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
946,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
947,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
948,Shrubland,Wetland,Wetland,NULL,NULL,Wetland
949,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
950,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
951,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
952,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
953,Shrubland,Wetland,Wetland,NULL,Wetland,Water
954,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
955,Shrubland,Wetland,Wetland,Non_Water,NULL,Wetland
956,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
957,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
958,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
959,Shrubland,Wetland,Wetland,Non_Water,Wetland,Bareland
960,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
961,Shrubland,Wetland,Wetland,Non_Water,Wetland,Forest
962,Shrubland,Wetland,Wetland,Water,NULL,Wetland
963,Shrubland,Wetland,Wetland,Water,NULL,Water
964,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
965,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
966,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
967,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
968,Shrubland,Wetland,Wetland,Water,Wetland,Water
969,Shrubland,Wetland,Wetland,Water,Wetland,Forest
970,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
971,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
972,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
973,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
974,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
975,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
976,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
977,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
978,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
979,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
980,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
981,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
982,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
983,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
984,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
985,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
986,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
987,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
988,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
989,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
990,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
991,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Built-up
992,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
993,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
994,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
995,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
996,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
997,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
998,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
999,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1000,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1001,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1002,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1003,Shrubland,Wetland,Bareland,Water,Non_Wetland,Bareland
1004,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
1005,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1006,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1007,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1008,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Water
1009,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1010,Shrubland,Wetland,Built-up,Water,Non_Wetland,Grassland
1011,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
1012,Shrubland,Wetland,Built-up,Water,Non_Wetland,Water
1013,Shrubland,Wetland,Water,NULL,NULL,Wetland
1014,Shrubland,Wetland,Water,NULL,NULL,Water
1015,Shrubland,Wetland,Water,NULL,Water,Grassland
1016,Shrubland,Wetland,Water,NULL,Water,Wetland
1017,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1018,Shrubland,Wetland,Water,NULL,Water,Bareland
1019,Shrubland,Wetland,Water,NULL,Water,Water
1020,Shrubland,Wetland,Water,NULL,Water,Forest
1021,Shrubland,Wetland,Water,Non_Water,NULL,Wetland
1022,Shrubland,Wetland,Water,Non_Water,Water,Grassland
1023,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1024,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1025,Shrubland,Wetland,Water,Non_Water,Water,Water
1026,Shrubland,Wetland,Water,Water,NULL,Wetland
1027,Shrubland,Wetland,Water,Water,NULL,Water
1028,Shrubland,Wetland,Water,Water,Water,Grassland
1029,Shrubland,Wetland,Water,Water,Water,Wetland
1030,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
1031,Shrubland,Wetland,Water,Water,Water,Bareland
1032,Shrubland,Wetland,Water,Water,Water,Water
1033,Shrubland,Wetland,Water,Water,Water,Forest
1034,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1035,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1036,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1037,Shrubland,Wetland,Forest,NULL,Non_Wetland,Bareland
1038,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1039,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1040,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1041,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1042,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1043,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1044,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
1045,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1046,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
1047,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1048,Shrubland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1049,Shrubland,Wetland,Forest,Water,Non_Wetland,Bareland
1050,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
1051,Shrubland,Wetland,Forest,Water,Non_Wetland,Forest
1052,Shrubland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1053,Shrubland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1054,Shrubland,Bareland,Water,Water,Water,Grassland
1055,Shrubland,Bareland,Forest,NULL,Non_Wetland,Wetland
1056,Shrubland,Water,NULL,NULL,Non_Wetland,Wetland
1057,Shrubland,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1058,Shrubland,Water,NULL,NULL,Non_Wetland,Water
1059,Shrubland,Water,NULL,Non_Water,Non_Wetland,Bareland
1060,Shrubland,Water,NULL,Non_Water,Non_Wetland,Water
1061,Shrubland,Water,NULL,Water,Non_Wetland,Water
1062,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
1063,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1064,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
1065,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1066,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
1067,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
1068,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
1069,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1070,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
1071,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1072,Shrubland,Water,Grassland,Water,Non_Wetland,Water
1073,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1074,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1075,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1076,Shrubland,Water,Wetland,NULL,Wetland,Bareland
1077,Shrubland,Water,Wetland,NULL,Wetland,Water
1078,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
1079,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1080,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1081,Shrubland,Water,Wetland,Water,Wetland,Wetland
1082,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1083,Shrubland,Water,Wetland,Water,Wetland,Bareland
1084,Shrubland,Water,Wetland,Water,Wetland,Water
1085,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1086,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1087,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1088,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1089,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1090,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1091,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1092,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1093,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1094,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1095,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1096,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1097,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1098,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1099,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
1100,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1101,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1102,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1103,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1104,Shrubland,Water,Bareland,Water,Non_Wetland,Bareland
1105,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1106,Shrubland,Water,Water,NULL,Water,Grassland
1107,Shrubland,Water,Water,NULL,Water,Wetland
1108,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
1109,Shrubland,Water,Water,NULL,Water,Water
1110,Shrubland,Water,Water,Non_Water,Water,Grassland
1111,Shrubland,Water,Water,Non_Water,Water,Wetland
1112,Shrubland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1113,Shrubland,Water,Water,Non_Water,Water,Water
1114,Shrubland,Water,Water,Water,NULL,Wetland
1115,Shrubland,Water,Water,Water,Water,Grassland
1116,Shrubland,Water,Water,Water,Water,Wetland
1117,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
1118,Shrubland,Water,Water,Water,Water,Water
1119,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1120,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1121,Shrubland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1122,Shrubland,Water,Forest,NULL,Non_Wetland,Bareland
1123,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1124,Shrubland,Water,Forest,Non_Water,Non_Wetland,Grassland
1125,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
1126,Shrubland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1127,Shrubland,Water,Forest,Non_Water,Non_Wetland,Bareland
1128,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1129,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1130,Shrubland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1131,Shrubland,Water,Forest,Water,Non_Wetland,Bareland
1132,Shrubland,Water,Forest,Water,Non_Wetland,Water
1133,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1134,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1135,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1136,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1137,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1138,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1139,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1140,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1141,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1142,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1143,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1144,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1145,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1146,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1147,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1148,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1149,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1150,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1151,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
1152,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
1153,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
1154,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1155,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1156,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1157,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1158,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1159,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1160,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1161,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1162,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1163,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1164,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1165,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1166,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1167,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1168,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1169,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1170,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1171,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1172,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1173,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1174,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1175,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1176,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1177,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1178,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
