Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VVL_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VVL_M_R,SIBERIA_2024_GSW_Yearly_2021_45VVL_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VVL_M_R,SIBERIA_2024_WorldCover_2021_45VVL_M_R
489,Permanent_ice_and_snow,Water,Water,Water,Forest
490,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
491,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
492,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
493,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
494,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
495,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
496,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
497,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
498,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
499,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
500,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
501,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
502,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
503,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
504,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
505,Forest,NULL,NULL,Non_Wetland,NULL
506,Forest,NULL,NULL,Non_Wetland,Grassland
507,Forest,NULL,NULL,Non_Wetland,Wetland
508,Forest,NULL,NULL,Non_Wetland,Water
509,Forest,NULL,NULL,Non_Wetland,Forest
510,Forest,NULL,Non_Water,Non_Wetland,Grassland
511,Forest,NULL,Non_Water,Non_Wetland,Wetland
512,Forest,NULL,Non_Water,Non_Wetland,Water
513,Forest,NULL,Non_Water,Non_Wetland,Forest
514,Forest,NULL,Water,Non_Wetland,Grassland
515,Forest,NULL,Water,Non_Wetland,Wetland
516,Forest,NULL,Water,Non_Wetland,Water
517,Forest,NULL,Water,Non_Wetland,Forest
518,Forest,Shrubland,NULL,Non_Wetland,NULL
519,Forest,Shrubland,NULL,Non_Wetland,Grassland
520,Forest,Shrubland,NULL,Non_Wetland,Wetland
521,Forest,Shrubland,NULL,Non_Wetland,Water
522,Forest,Shrubland,NULL,Non_Wetland,Forest
523,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
524,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
525,Forest,Shrubland,Non_Water,Non_Wetland,Forest
526,Forest,Shrubland,Water,Non_Wetland,Grassland
527,Forest,Shrubland,Water,Non_Wetland,Water
528,Forest,Shrubland,Water,Non_Wetland,Forest
529,Forest,Grassland,NULL,Non_Wetland,NULL
530,Forest,Grassland,NULL,Non_Wetland,Grassland
531,Forest,Grassland,NULL,Non_Wetland,Wetland
532,Forest,Grassland,NULL,Non_Wetland,Water
533,Forest,Grassland,NULL,Non_Wetland,Forest
534,Forest,Grassland,Non_Water,Non_Wetland,Grassland
535,Forest,Grassland,Non_Water,Non_Wetland,Wetland
536,Forest,Grassland,Non_Water,Non_Wetland,Forest
537,Forest,Grassland,Water,Non_Wetland,Grassland
538,Forest,Grassland,Water,Non_Wetland,Wetland
539,Forest,Grassland,Water,Non_Wetland,Water
540,Forest,Grassland,Water,Non_Wetland,Forest
541,Forest,Cropland,NULL,Non_Wetland,Grassland
542,Forest,Cropland,NULL,Non_Wetland,Forest
543,Forest,Wetland,NULL,Wetland,NULL
544,Forest,Wetland,NULL,Wetland,Grassland
545,Forest,Wetland,NULL,Wetland,Wetland
546,Forest,Wetland,NULL,Wetland,Water
547,Forest,Wetland,NULL,Wetland,Forest
548,Forest,Wetland,Non_Water,Wetland,NULL
549,Forest,Wetland,Non_Water,Wetland,Grassland
550,Forest,Wetland,Non_Water,Wetland,Wetland
551,Forest,Wetland,Non_Water,Wetland,Water
552,Forest,Wetland,Non_Water,Wetland,Forest
553,Forest,Wetland,Water,Wetland,Grassland
554,Forest,Wetland,Water,Wetland,Wetland
555,Forest,Wetland,Water,Wetland,Water
556,Forest,Wetland,Water,Wetland,Forest
557,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
558,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
559,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
560,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
561,Forest,Bareland,NULL,Non_Wetland,NULL
562,Forest,Bareland,NULL,Non_Wetland,Grassland
563,Forest,Bareland,NULL,Non_Wetland,Wetland
564,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
565,Forest,Bareland,NULL,Non_Wetland,Water
566,Forest,Bareland,NULL,Non_Wetland,Forest
567,Forest,Bareland,Non_Water,Non_Wetland,Grassland
568,Forest,Bareland,Non_Water,Non_Wetland,Wetland
569,Forest,Bareland,Non_Water,Non_Wetland,Forest
570,Forest,Bareland,Water,Non_Wetland,Grassland
571,Forest,Bareland,Water,Non_Wetland,Wetland
572,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
573,Forest,Bareland,Water,Non_Wetland,Bareland
574,Forest,Bareland,Water,Non_Wetland,Water
575,Forest,Bareland,Water,Non_Wetland,Forest
576,Forest,Built-up,NULL,Non_Wetland,Grassland
577,Forest,Built-up,NULL,Non_Wetland,Wetland
578,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
579,Forest,Built-up,NULL,Non_Wetland,Water
580,Forest,Built-up,NULL,Non_Wetland,Forest
581,Forest,Built-up,Non_Water,Non_Wetland,Forest
582,Forest,Built-up,Water,Non_Wetland,Forest
583,Forest,Water,NULL,Water,Grassland
584,Forest,Water,NULL,Water,Wetland
585,Forest,Water,NULL,Water,Water
586,Forest,Water,NULL,Water,Forest
587,Forest,Water,Non_Water,Water,Wetland
588,Forest,Water,Non_Water,Water,Water
589,Forest,Water,Non_Water,Water,Forest
590,Forest,Water,Water,Water,Grassland
591,Forest,Water,Water,Water,Wetland
592,Forest,Water,Water,Water,Water
593,Forest,Water,Water,Water,Forest
594,Forest,Forest,NULL,Non_Wetland,NULL
595,Forest,Forest,NULL,Non_Wetland,Grassland
596,Forest,Forest,NULL,Non_Wetland,Wetland
597,Forest,Forest,NULL,Non_Wetland,Bareland
598,Forest,Forest,NULL,Non_Wetland,Water
599,Forest,Forest,NULL,Non_Wetland,Forest
600,Forest,Forest,Non_Water,Non_Wetland,NULL
601,Forest,Forest,Non_Water,Non_Wetland,Grassland
602,Forest,Forest,Non_Water,Non_Wetland,Wetland
603,Forest,Forest,Non_Water,Non_Wetland,Water
604,Forest,Forest,Non_Water,Non_Wetland,Forest
605,Forest,Forest,Water,Non_Wetland,NULL
606,Forest,Forest,Water,Non_Wetland,Grassland
607,Forest,Forest,Water,Non_Wetland,Wetland
608,Forest,Forest,Water,Non_Wetland,Water
609,Forest,Forest,Water,Non_Wetland,Forest
