Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VUP_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VUP_M_R,SIBERIA_2024_GSW_Yearly_2021_42VUP_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VUP_M_R,SIBERIA_2024_WorldCover_2021_42VUP_M_R
486,Built-up,Grassland,NULL,Non_Wetland,Bareland
487,Built-up,Grassland,NULL,Non_Wetland,Built-up
488,Built-up,Grassland,NULL,Non_Wetland,Forest
489,Built-up,Grassland,Water,Non_Wetland,Grassland
490,Built-up,Grassland,Water,Non_Wetland,Bareland
491,Built-up,Grassland,Water,Non_Wetland,Water
492,Built-up,Cropland,NULL,Non_Wetland,Grassland
493,Built-up,Cropland,NULL,Non_Wetland,Cropland
494,Built-up,Cropland,NULL,Non_Wetland,Wetland
495,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
496,Built-up,Cropland,NULL,Non_Wetland,Bareland
497,Built-up,Cropland,NULL,Non_Wetland,Built-up
498,Built-up,Cropland,NULL,Non_Wetland,Water
499,Built-up,Cropland,NULL,Non_Wetland,Forest
500,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
501,Built-up,Cropland,Non_Water,Non_Wetland,Forest
502,Built-up,Cropland,Water,Non_Wetland,Grassland
503,Built-up,Wetland,NULL,Wetland,NULL
504,Built-up,Wetland,NULL,Wetland,Grassland
505,Built-up,Wetland,NULL,Wetland,Cropland
506,Built-up,Wetland,NULL,Wetland,Wetland
507,Built-up,Wetland,NULL,Wetland,Bareland
508,Built-up,Wetland,NULL,Wetland,Built-up
509,Built-up,Wetland,NULL,Wetland,Water
510,Built-up,Wetland,NULL,Wetland,Forest
511,Built-up,Wetland,Non_Water,Wetland,Grassland
512,Built-up,Wetland,Non_Water,Wetland,Forest
513,Built-up,Wetland,Water,Wetland,Built-up
514,Built-up,Wetland,Water,Wetland,Water
515,Built-up,Wetland,Water,Wetland,Forest
516,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
517,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
518,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
519,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
520,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
521,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
522,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
523,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
524,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
525,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
526,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
527,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
528,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
529,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
530,Built-up,Bareland,NULL,Non_Wetland,NULL
531,Built-up,Bareland,NULL,Non_Wetland,Grassland
532,Built-up,Bareland,NULL,Non_Wetland,Cropland
533,Built-up,Bareland,NULL,Non_Wetland,Wetland
534,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
535,Built-up,Bareland,NULL,Non_Wetland,Bareland
536,Built-up,Bareland,NULL,Non_Wetland,Built-up
537,Built-up,Bareland,NULL,Non_Wetland,Water
538,Built-up,Bareland,NULL,Non_Wetland,Forest
539,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
540,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
541,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
542,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
543,Built-up,Bareland,Non_Water,Non_Wetland,Water
544,Built-up,Bareland,Non_Water,Non_Wetland,Forest
545,Built-up,Bareland,Water,Non_Wetland,Grassland
546,Built-up,Bareland,Water,Non_Wetland,Wetland
547,Built-up,Bareland,Water,Non_Wetland,Bareland
548,Built-up,Bareland,Water,Non_Wetland,Built-up
549,Built-up,Bareland,Water,Non_Wetland,Water
550,Built-up,Bareland,Water,Non_Wetland,Forest
551,Built-up,Built-up,NULL,Non_Wetland,Grassland
552,Built-up,Built-up,NULL,Non_Wetland,Cropland
553,Built-up,Built-up,NULL,Non_Wetland,Wetland
554,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
555,Built-up,Built-up,NULL,Non_Wetland,Bareland
556,Built-up,Built-up,NULL,Non_Wetland,Built-up
557,Built-up,Built-up,NULL,Non_Wetland,Water
558,Built-up,Built-up,NULL,Non_Wetland,Forest
559,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
560,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
561,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
562,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
563,Built-up,Built-up,Non_Water,Non_Wetland,Water
564,Built-up,Built-up,Non_Water,Non_Wetland,Forest
565,Built-up,Built-up,Water,Non_Wetland,Grassland
566,Built-up,Built-up,Water,Non_Wetland,Bareland
567,Built-up,Built-up,Water,Non_Wetland,Built-up
568,Built-up,Built-up,Water,Non_Wetland,Water
569,Built-up,Built-up,Water,Non_Wetland,Forest
570,Built-up,Water,NULL,Water,Grassland
571,Built-up,Water,NULL,Water,Built-up
572,Built-up,Water,NULL,Water,Water
573,Built-up,Water,NULL,Water,Forest
574,Built-up,Water,Non_Water,Water,Water
575,Built-up,Water,Water,Water,Wetland
576,Built-up,Water,Water,Water,Water
577,Built-up,Water,Water,Water,Forest
578,Built-up,Forest,NULL,Non_Wetland,NULL
579,Built-up,Forest,NULL,Non_Wetland,Grassland
580,Built-up,Forest,NULL,Non_Wetland,Cropland
581,Built-up,Forest,NULL,Non_Wetland,Wetland
582,Built-up,Forest,NULL,Non_Wetland,Bareland
583,Built-up,Forest,NULL,Non_Wetland,Built-up
584,Built-up,Forest,NULL,Non_Wetland,Water
585,Built-up,Forest,NULL,Non_Wetland,Forest
586,Built-up,Forest,Non_Water,Non_Wetland,Grassland
587,Built-up,Forest,Non_Water,Non_Wetland,Bareland
588,Built-up,Forest,Non_Water,Non_Wetland,Built-up
589,Built-up,Forest,Non_Water,Non_Wetland,Forest
590,Built-up,Forest,Water,Non_Wetland,Grassland
591,Built-up,Forest,Water,Non_Wetland,Built-up
592,Built-up,Forest,Water,Non_Wetland,Water
593,Built-up,Forest,Water,Non_Wetland,Forest
594,Water,NULL,NULL,Non_Wetland,NULL
595,Water,NULL,NULL,Non_Wetland,Grassland
596,Water,NULL,NULL,Non_Wetland,Wetland
597,Water,NULL,NULL,Non_Wetland,Water
598,Water,NULL,NULL,Non_Wetland,Forest
599,Water,NULL,Non_Water,Non_Wetland,Grassland
600,Water,NULL,Non_Water,Non_Wetland,Wetland
601,Water,NULL,Non_Water,Non_Wetland,Water
602,Water,NULL,Non_Water,Non_Wetland,Forest
603,Water,NULL,Water,Non_Wetland,Grassland
604,Water,NULL,Water,Non_Wetland,Wetland
605,Water,NULL,Water,Non_Wetland,Water
606,Water,NULL,Water,Non_Wetland,Forest
607,Water,Shrubland,NULL,Non_Wetland,Grassland
608,Water,Shrubland,NULL,Non_Wetland,Wetland
609,Water,Shrubland,NULL,Non_Wetland,Bareland
610,Water,Shrubland,NULL,Non_Wetland,Water
611,Water,Shrubland,NULL,Non_Wetland,Forest
612,Water,Shrubland,Non_Water,Non_Wetland,Grassland
613,Water,Shrubland,Non_Water,Non_Wetland,Wetland
614,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
615,Water,Shrubland,Non_Water,Non_Wetland,Water
616,Water,Shrubland,Non_Water,Non_Wetland,Forest
617,Water,Shrubland,Water,Non_Wetland,Grassland
618,Water,Shrubland,Water,Non_Wetland,Wetland
619,Water,Shrubland,Water,Non_Wetland,Water
620,Water,Shrubland,Water,Non_Wetland,Forest
621,Water,Grassland,NULL,Non_Wetland,Grassland
622,Water,Grassland,NULL,Non_Wetland,Wetland
623,Water,Grassland,NULL,Non_Wetland,Bareland
624,Water,Grassland,NULL,Non_Wetland,Water
625,Water,Grassland,NULL,Non_Wetland,Forest
626,Water,Grassland,Non_Water,Non_Wetland,Grassland
627,Water,Grassland,Non_Water,Non_Wetland,Wetland
628,Water,Grassland,Water,Non_Wetland,Grassland
629,Water,Grassland,Water,Non_Wetland,Wetland
630,Water,Grassland,Water,Non_Wetland,Bareland
631,Water,Grassland,Water,Non_Wetland,Water
632,Water,Cropland,NULL,Non_Wetland,Grassland
633,Water,Cropland,NULL,Non_Wetland,Wetland
634,Water,Cropland,NULL,Non_Wetland,Bareland
635,Water,Cropland,NULL,Non_Wetland,Water
636,Water,Cropland,NULL,Non_Wetland,Forest
637,Water,Cropland,Non_Water,Non_Wetland,Grassland
638,Water,Cropland,Non_Water,Non_Wetland,Wetland
639,Water,Cropland,Non_Water,Non_Wetland,Bareland
640,Water,Cropland,Non_Water,Non_Wetland,Water
641,Water,Cropland,Non_Water,Non_Wetland,Forest
642,Water,Cropland,Water,Non_Wetland,Grassland
643,Water,Cropland,Water,Non_Wetland,Wetland
644,Water,Cropland,Water,Non_Wetland,Water
645,Water,Wetland,NULL,Wetland,NULL
646,Water,Wetland,NULL,Wetland,Grassland
647,Water,Wetland,NULL,Wetland,Wetland
648,Water,Wetland,NULL,Wetland,Bareland
649,Water,Wetland,NULL,Wetland,Water
650,Water,Wetland,NULL,Wetland,Forest
651,Water,Wetland,Non_Water,Wetland,NULL
652,Water,Wetland,Non_Water,Wetland,Grassland
653,Water,Wetland,Non_Water,Wetland,Cropland
654,Water,Wetland,Non_Water,Wetland,Wetland
655,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
656,Water,Wetland,Non_Water,Wetland,Bareland
657,Water,Wetland,Non_Water,Wetland,Water
658,Water,Wetland,Non_Water,Wetland,Forest
659,Water,Wetland,Water,Wetland,NULL
660,Water,Wetland,Water,Wetland,Grassland
661,Water,Wetland,Water,Wetland,Cropland
662,Water,Wetland,Water,Wetland,Wetland
663,Water,Wetland,Water,Wetland,Lichens_and_Mosses
664,Water,Wetland,Water,Wetland,Bareland
665,Water,Wetland,Water,Wetland,Built-up
666,Water,Wetland,Water,Wetland,Water
667,Water,Wetland,Water,Wetland,Forest
668,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
669,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
670,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
671,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
672,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
673,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
674,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
675,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
676,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
677,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
678,Water,Bareland,NULL,Non_Wetland,NULL
679,Water,Bareland,NULL,Non_Wetland,Grassland
680,Water,Bareland,NULL,Non_Wetland,Wetland
681,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
682,Water,Bareland,NULL,Non_Wetland,Bareland
683,Water,Bareland,NULL,Non_Wetland,Built-up
684,Water,Bareland,NULL,Non_Wetland,Water
685,Water,Bareland,NULL,Non_Wetland,Forest
686,Water,Bareland,Non_Water,Non_Wetland,Grassland
687,Water,Bareland,Non_Water,Non_Wetland,Wetland
688,Water,Bareland,Non_Water,Non_Wetland,Bareland
689,Water,Bareland,Non_Water,Non_Wetland,Built-up
690,Water,Bareland,Non_Water,Non_Wetland,Water
691,Water,Bareland,Non_Water,Non_Wetland,Forest
692,Water,Bareland,Water,Non_Wetland,Grassland
693,Water,Bareland,Water,Non_Wetland,Wetland
694,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
695,Water,Bareland,Water,Non_Wetland,Bareland
696,Water,Bareland,Water,Non_Wetland,Built-up
697,Water,Bareland,Water,Non_Wetland,Water
698,Water,Bareland,Water,Non_Wetland,Forest
699,Water,Built-up,NULL,Non_Wetland,Grassland
700,Water,Built-up,NULL,Non_Wetland,Wetland
701,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
702,Water,Built-up,NULL,Non_Wetland,Bareland
703,Water,Built-up,NULL,Non_Wetland,Built-up
704,Water,Built-up,NULL,Non_Wetland,Water
705,Water,Built-up,NULL,Non_Wetland,Forest
706,Water,Built-up,Non_Water,Non_Wetland,Grassland
707,Water,Built-up,Non_Water,Non_Wetland,Wetland
708,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
709,Water,Built-up,Non_Water,Non_Wetland,Bareland
710,Water,Built-up,Non_Water,Non_Wetland,Built-up
711,Water,Built-up,Non_Water,Non_Wetland,Water
712,Water,Built-up,Non_Water,Non_Wetland,Forest
713,Water,Built-up,Water,Non_Wetland,Grassland
714,Water,Built-up,Water,Non_Wetland,Wetland
715,Water,Built-up,Water,Non_Wetland,Bareland
716,Water,Built-up,Water,Non_Wetland,Built-up
717,Water,Built-up,Water,Non_Wetland,Water
718,Water,Built-up,Water,Non_Wetland,Forest
719,Water,Water,NULL,Water,NULL
720,Water,Water,NULL,Water,Grassland
721,Water,Water,NULL,Water,Wetland
722,Water,Water,NULL,Water,Bareland
723,Water,Water,NULL,Water,Water
724,Water,Water,NULL,Water,Forest
725,Water,Water,Non_Water,Water,Grassland
726,Water,Water,Non_Water,Water,Wetland
727,Water,Water,Non_Water,Water,Lichens_and_Mosses
728,Water,Water,Non_Water,Water,Bareland
729,Water,Water,Non_Water,Water,Water
730,Water,Water,Non_Water,Water,Forest
731,Water,Water,Water,Water,NULL
732,Water,Water,Water,Water,Grassland
733,Water,Water,Water,Water,Wetland
734,Water,Water,Water,Water,Lichens_and_Mosses
735,Water,Water,Water,Water,Bareland
736,Water,Water,Water,Water,Water
737,Water,Water,Water,Water,Forest
738,Water,Forest,NULL,Non_Wetland,NULL
739,Water,Forest,NULL,Non_Wetland,Grassland
740,Water,Forest,NULL,Non_Wetland,Wetland
741,Water,Forest,NULL,Non_Wetland,Bareland
742,Water,Forest,NULL,Non_Wetland,Water
743,Water,Forest,NULL,Non_Wetland,Forest
744,Water,Forest,Non_Water,Non_Wetland,Grassland
745,Water,Forest,Non_Water,Non_Wetland,Wetland
746,Water,Forest,Non_Water,Non_Wetland,Bareland
747,Water,Forest,Non_Water,Non_Wetland,Water
748,Water,Forest,Non_Water,Non_Wetland,Forest
749,Water,Forest,Water,Non_Wetland,NULL
750,Water,Forest,Water,Non_Wetland,Grassland
751,Water,Forest,Water,Non_Wetland,Wetland
752,Water,Forest,Water,Non_Wetland,Bareland
753,Water,Forest,Water,Non_Wetland,Water
754,Water,Forest,Water,Non_Wetland,Forest
755,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
756,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
757,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
758,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
759,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
760,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
761,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
762,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
763,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
764,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
765,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
766,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
767,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
768,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
769,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
770,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
771,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
772,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
773,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
774,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
775,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
776,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
777,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
778,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
779,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
780,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
781,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
782,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
783,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
784,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
785,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
786,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
787,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
788,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
789,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
790,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
791,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
792,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
793,Permanent_ice_and_snow,Water,Water,Water,Water
794,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
795,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
796,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
797,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
798,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
799,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
800,Forest,NULL,NULL,Non_Wetland,NULL
801,Forest,NULL,NULL,Non_Wetland,Grassland
802,Forest,NULL,NULL,Non_Wetland,Wetland
803,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
804,Forest,NULL,NULL,Non_Wetland,Bareland
805,Forest,NULL,NULL,Non_Wetland,Built-up
806,Forest,NULL,NULL,Non_Wetland,Water
807,Forest,NULL,NULL,Non_Wetland,Forest
808,Forest,NULL,Non_Water,Non_Wetland,Grassland
809,Forest,NULL,Non_Water,Non_Wetland,Wetland
810,Forest,NULL,Non_Water,Non_Wetland,Water
811,Forest,NULL,Non_Water,Non_Wetland,Forest
812,Forest,NULL,Water,Non_Wetland,Wetland
813,Forest,NULL,Water,Non_Wetland,Water
814,Forest,NULL,Water,Non_Wetland,Forest
815,Forest,Shrubland,NULL,Non_Wetland,NULL
816,Forest,Shrubland,NULL,Non_Wetland,Grassland
817,Forest,Shrubland,NULL,Non_Wetland,Wetland
818,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
819,Forest,Shrubland,NULL,Non_Wetland,Bareland
820,Forest,Shrubland,NULL,Non_Wetland,Built-up
821,Forest,Shrubland,NULL,Non_Wetland,Water
822,Forest,Shrubland,NULL,Non_Wetland,Forest
823,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
824,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
825,Forest,Shrubland,Non_Water,Non_Wetland,Forest
826,Forest,Shrubland,Water,Non_Wetland,Grassland
827,Forest,Shrubland,Water,Non_Wetland,Forest
828,Forest,Grassland,NULL,Non_Wetland,NULL
829,Forest,Grassland,NULL,Non_Wetland,Grassland
830,Forest,Grassland,NULL,Non_Wetland,Wetland
831,Forest,Grassland,NULL,Non_Wetland,Bareland
832,Forest,Grassland,NULL,Non_Wetland,Built-up
833,Forest,Grassland,NULL,Non_Wetland,Water
834,Forest,Grassland,NULL,Non_Wetland,Forest
835,Forest,Grassland,Non_Water,Non_Wetland,Forest
836,Forest,Grassland,Water,Non_Wetland,Forest
837,Forest,Cropland,NULL,Non_Wetland,NULL
838,Forest,Cropland,NULL,Non_Wetland,Grassland
839,Forest,Cropland,NULL,Non_Wetland,Cropland
840,Forest,Cropland,NULL,Non_Wetland,Wetland
841,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
842,Forest,Cropland,NULL,Non_Wetland,Bareland
843,Forest,Cropland,NULL,Non_Wetland,Built-up
844,Forest,Cropland,NULL,Non_Wetland,Water
845,Forest,Cropland,NULL,Non_Wetland,Forest
846,Forest,Cropland,Non_Water,Non_Wetland,Bareland
847,Forest,Cropland,Non_Water,Non_Wetland,Forest
848,Forest,Cropland,Water,Non_Wetland,Grassland
849,Forest,Cropland,Water,Non_Wetland,Bareland
850,Forest,Wetland,NULL,Wetland,NULL
851,Forest,Wetland,NULL,Wetland,Grassland
852,Forest,Wetland,NULL,Wetland,Wetland
853,Forest,Wetland,NULL,Wetland,Bareland
854,Forest,Wetland,NULL,Wetland,Built-up
855,Forest,Wetland,NULL,Wetland,Water
856,Forest,Wetland,NULL,Wetland,Forest
857,Forest,Wetland,Non_Water,Wetland,NULL
858,Forest,Wetland,Non_Water,Wetland,Grassland
859,Forest,Wetland,Non_Water,Wetland,Wetland
860,Forest,Wetland,Non_Water,Wetland,Built-up
861,Forest,Wetland,Non_Water,Wetland,Water
862,Forest,Wetland,Non_Water,Wetland,Forest
863,Forest,Wetland,Water,Wetland,Grassland
864,Forest,Wetland,Water,Wetland,Wetland
865,Forest,Wetland,Water,Wetland,Bareland
866,Forest,Wetland,Water,Wetland,Water
867,Forest,Wetland,Water,Wetland,Forest
868,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
869,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
870,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
871,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
872,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
873,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
874,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
875,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
876,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
877,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
878,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
879,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
880,Forest,Bareland,NULL,Non_Wetland,NULL
881,Forest,Bareland,NULL,Non_Wetland,Grassland
882,Forest,Bareland,NULL,Non_Wetland,Cropland
883,Forest,Bareland,NULL,Non_Wetland,Wetland
884,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
885,Forest,Bareland,NULL,Non_Wetland,Bareland
886,Forest,Bareland,NULL,Non_Wetland,Built-up
887,Forest,Bareland,NULL,Non_Wetland,Water
888,Forest,Bareland,NULL,Non_Wetland,Forest
889,Forest,Bareland,Non_Water,Non_Wetland,Grassland
890,Forest,Bareland,Non_Water,Non_Wetland,Wetland
891,Forest,Bareland,Non_Water,Non_Wetland,Bareland
892,Forest,Bareland,Non_Water,Non_Wetland,Built-up
893,Forest,Bareland,Non_Water,Non_Wetland,Water
894,Forest,Bareland,Non_Water,Non_Wetland,Forest
895,Forest,Bareland,Water,Non_Wetland,Grassland
896,Forest,Bareland,Water,Non_Wetland,Wetland
897,Forest,Bareland,Water,Non_Wetland,Bareland
898,Forest,Bareland,Water,Non_Wetland,Built-up
899,Forest,Bareland,Water,Non_Wetland,Water
900,Forest,Bareland,Water,Non_Wetland,Forest
901,Forest,Built-up,NULL,Non_Wetland,NULL
902,Forest,Built-up,NULL,Non_Wetland,Grassland
903,Forest,Built-up,NULL,Non_Wetland,Cropland
904,Forest,Built-up,NULL,Non_Wetland,Wetland
905,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
906,Forest,Built-up,NULL,Non_Wetland,Bareland
907,Forest,Built-up,NULL,Non_Wetland,Built-up
908,Forest,Built-up,NULL,Non_Wetland,Water
909,Forest,Built-up,NULL,Non_Wetland,Forest
910,Forest,Built-up,Non_Water,Non_Wetland,Grassland
911,Forest,Built-up,Non_Water,Non_Wetland,Wetland
912,Forest,Built-up,Non_Water,Non_Wetland,Bareland
913,Forest,Built-up,Non_Water,Non_Wetland,Built-up
914,Forest,Built-up,Non_Water,Non_Wetland,Forest
915,Forest,Built-up,Water,Non_Wetland,Grassland
916,Forest,Built-up,Water,Non_Wetland,Built-up
917,Forest,Built-up,Water,Non_Wetland,Water
918,Forest,Built-up,Water,Non_Wetland,Forest
919,Forest,Water,NULL,Water,Grassland
920,Forest,Water,NULL,Water,Wetland
921,Forest,Water,NULL,Water,Bareland
922,Forest,Water,NULL,Water,Water
923,Forest,Water,NULL,Water,Forest
924,Forest,Water,Non_Water,Water,Wetland
925,Forest,Water,Non_Water,Water,Water
926,Forest,Water,Non_Water,Water,Forest
927,Forest,Water,Water,Water,Grassland
928,Forest,Water,Water,Water,Wetland
929,Forest,Water,Water,Water,Bareland
930,Forest,Water,Water,Water,Water
931,Forest,Water,Water,Water,Forest
932,Forest,Forest,NULL,Non_Wetland,NULL
933,Forest,Forest,NULL,Non_Wetland,Grassland
934,Forest,Forest,NULL,Non_Wetland,Cropland
935,Forest,Forest,NULL,Non_Wetland,Wetland
936,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
937,Forest,Forest,NULL,Non_Wetland,Bareland
938,Forest,Forest,NULL,Non_Wetland,Built-up
939,Forest,Forest,NULL,Non_Wetland,Water
940,Forest,Forest,NULL,Non_Wetland,Forest
941,Forest,Forest,Non_Water,Non_Wetland,NULL
942,Forest,Forest,Non_Water,Non_Wetland,Grassland
943,Forest,Forest,Non_Water,Non_Wetland,Wetland
944,Forest,Forest,Non_Water,Non_Wetland,Bareland
945,Forest,Forest,Non_Water,Non_Wetland,Water
946,Forest,Forest,Non_Water,Non_Wetland,Forest
947,Forest,Forest,Water,Non_Wetland,Grassland
948,Forest,Forest,Water,Non_Wetland,Wetland
949,Forest,Forest,Water,Non_Wetland,Bareland
950,Forest,Forest,Water,Non_Wetland,Built-up
951,Forest,Forest,Water,Non_Wetland,Water
952,Forest,Forest,Water,Non_Wetland,Forest
