Value,SIBERIA_2024_ESA_CALU_2024_42WWE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWE_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWE_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWE_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWE_M_R,SIBERIA_2024_WorldCover_2021_42WWE_M_R
394,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
395,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
396,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
397,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
398,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
399,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
400,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
401,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
402,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
403,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
404,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
405,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
406,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
407,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
408,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
409,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
410,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
411,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
412,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
413,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
414,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
415,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
416,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
417,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
418,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
419,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
420,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
421,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
422,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
423,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
424,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
425,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
426,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
427,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
428,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
429,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
430,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
431,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
432,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
433,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
434,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
435,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
436,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
437,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
438,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
439,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
440,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
441,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
442,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
443,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
444,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
445,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
446,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
447,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
448,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
449,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
450,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
451,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
452,Shrubland,NULL,Wetland,NULL,Wetland,Water
453,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
454,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
455,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
456,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
457,Shrubland,NULL,Wetland,Water,Wetland,Grassland
458,Shrubland,NULL,Wetland,Water,Wetland,Wetland
459,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
460,Shrubland,NULL,Wetland,Water,Wetland,Bareland
461,Shrubland,NULL,Wetland,Water,Wetland,Water
462,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
463,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
464,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
465,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
466,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
467,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
468,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
469,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
470,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
471,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
472,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
473,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
474,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
475,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
476,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
477,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
478,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
479,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
480,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
481,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
482,Shrubland,NULL,Bareland,NULL,Non_Wetland,Built-up
483,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
484,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
485,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
486,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
487,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
488,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
489,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
490,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
491,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
492,Shrubland,NULL,Bareland,Water,Non_Wetland,Bareland
493,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
494,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
495,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
496,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
497,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
498,Shrubland,NULL,Built-up,NULL,Non_Wetland,Built-up
499,Shrubland,NULL,Built-up,NULL,Non_Wetland,Water
500,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
501,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
502,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
503,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
504,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Water
505,Shrubland,NULL,Built-up,Water,Non_Wetland,Grassland
506,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
507,Shrubland,NULL,Water,NULL,Water,Grassland
508,Shrubland,NULL,Water,NULL,Water,Wetland
509,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
510,Shrubland,NULL,Water,NULL,Water,Water
511,Shrubland,NULL,Water,Non_Water,Water,Grassland
512,Shrubland,NULL,Water,Non_Water,Water,Wetland
513,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
514,Shrubland,NULL,Water,Non_Water,Water,Water
515,Shrubland,NULL,Water,Water,Water,Grassland
516,Shrubland,NULL,Water,Water,Water,Wetland
517,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
518,Shrubland,NULL,Water,Water,Water,Water
519,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
520,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
521,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
522,Shrubland,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
523,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
524,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
525,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
526,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
527,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
528,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
529,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
530,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
531,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
532,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
533,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
534,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
535,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
536,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
537,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Bareland
538,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
539,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
540,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
541,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
542,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
543,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
544,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
545,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
546,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
547,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
548,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
549,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
550,Shrubland,Wetland,Wetland,NULL,Wetland,Water
551,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
552,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
553,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
554,Shrubland,Wetland,Wetland,Non_Water,Wetland,Bareland
555,Shrubland,Wetland,Wetland,Non_Water,Wetland,Built-up
556,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
557,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
558,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
559,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
560,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
561,Shrubland,Wetland,Wetland,Water,Wetland,Water
562,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
563,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
564,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
565,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
566,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
567,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
568,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
569,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
570,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
571,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
572,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
573,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
574,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
575,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
576,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
577,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
578,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
579,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
580,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
581,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Built-up
582,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
583,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
584,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
585,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
586,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
587,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
588,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
589,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
590,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
591,Shrubland,Wetland,Bareland,Water,Non_Wetland,Bareland
592,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
593,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
594,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
595,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
596,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Bareland
597,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Built-up
598,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Water
599,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
600,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
601,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
602,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
603,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Water
604,Shrubland,Wetland,Built-up,Water,Non_Wetland,Grassland
605,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
606,Shrubland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
607,Shrubland,Wetland,Built-up,Water,Non_Wetland,Bareland
608,Shrubland,Wetland,Built-up,Water,Non_Wetland,Water
609,Shrubland,Wetland,Water,NULL,NULL,Wetland
610,Shrubland,Wetland,Water,NULL,Water,Grassland
611,Shrubland,Wetland,Water,NULL,Water,Wetland
612,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
613,Shrubland,Wetland,Water,NULL,Water,Water
614,Shrubland,Wetland,Water,Non_Water,Water,Grassland
615,Shrubland,Wetland,Water,Non_Water,Water,Wetland
616,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
617,Shrubland,Wetland,Water,Non_Water,Water,Water
618,Shrubland,Wetland,Water,Water,Water,Grassland
619,Shrubland,Wetland,Water,Water,Water,Wetland
620,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
621,Shrubland,Wetland,Water,Water,Water,Bareland
622,Shrubland,Wetland,Water,Water,Water,Water
623,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
624,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
625,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
626,Shrubland,Bareland,Wetland,Water,Wetland,Wetland
627,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
628,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
629,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Water
630,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
631,Shrubland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
632,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Wetland
633,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Built-up
634,Shrubland,Built-up,Wetland,NULL,Wetland,Grassland
635,Shrubland,Built-up,Wetland,NULL,Wetland,Wetland
636,Shrubland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
637,Shrubland,Built-up,Wetland,NULL,Wetland,Bareland
638,Shrubland,Built-up,Wetland,NULL,Wetland,Water
639,Shrubland,Built-up,Wetland,Non_Water,Wetland,Wetland
640,Shrubland,Built-up,Wetland,Water,Wetland,Wetland
641,Shrubland,Built-up,Wetland,Water,Wetland,Bareland
642,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
643,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
644,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
645,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
646,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
647,Shrubland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
648,Shrubland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
649,Shrubland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
650,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
651,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
652,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
653,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Bareland
654,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Water
655,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
656,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Grassland
657,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Wetland
658,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
659,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Bareland
660,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Built-up
661,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Forest
662,Shrubland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
663,Shrubland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
664,Shrubland,Built-up,Built-up,Water,Non_Wetland,Wetland
665,Shrubland,Built-up,Built-up,Water,Non_Wetland,Built-up
666,Shrubland,Built-up,Water,NULL,Water,Wetland
667,Shrubland,Built-up,Water,Water,Water,Wetland
668,Shrubland,Built-up,Water,Water,Water,Water
669,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
670,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
671,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
672,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
673,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
674,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
675,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
676,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
677,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
678,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
679,Shrubland,Water,Grassland,Water,Non_Wetland,Grassland
680,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
681,Shrubland,Water,Grassland,Water,Non_Wetland,Water
682,Shrubland,Water,Wetland,NULL,Wetland,Grassland
683,Shrubland,Water,Wetland,NULL,Wetland,Wetland
684,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
685,Shrubland,Water,Wetland,NULL,Wetland,Bareland
686,Shrubland,Water,Wetland,NULL,Wetland,Water
687,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
688,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
689,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
690,Shrubland,Water,Wetland,Non_Water,Wetland,Water
691,Shrubland,Water,Wetland,Water,Wetland,Grassland
692,Shrubland,Water,Wetland,Water,Wetland,Wetland
693,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
694,Shrubland,Water,Wetland,Water,Wetland,Bareland
695,Shrubland,Water,Wetland,Water,Wetland,Water
696,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
697,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
698,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
699,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
700,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
701,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
702,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
703,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
704,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
705,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
706,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
707,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
708,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
709,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
710,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
711,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
712,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
713,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
714,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
715,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
716,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
717,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
718,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
719,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
720,Shrubland,Water,Bareland,Water,Non_Wetland,Water
721,Shrubland,Water,Built-up,NULL,Non_Wetland,Water
722,Shrubland,Water,Built-up,Non_Water,Non_Wetland,Wetland
723,Shrubland,Water,Water,NULL,Water,Grassland
724,Shrubland,Water,Water,NULL,Water,Wetland
725,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
726,Shrubland,Water,Water,NULL,Water,Water
727,Shrubland,Water,Water,Non_Water,Water,Wetland
728,Shrubland,Water,Water,Non_Water,Water,Lichens_and_Mosses
729,Shrubland,Water,Water,Non_Water,Water,Water
730,Shrubland,Water,Water,Water,Water,Grassland
731,Shrubland,Water,Water,Water,Water,Wetland
732,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
733,Shrubland,Water,Water,Water,Water,Water
734,Shrubland,Water,Forest,Water,Non_Wetland,Water
735,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
736,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
737,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
738,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
739,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
740,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
741,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
742,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
743,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
744,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
745,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
746,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
747,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
748,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
749,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
750,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
751,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
752,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
753,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
754,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
755,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
756,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
757,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
758,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
759,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
760,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
761,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
762,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
763,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
764,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
765,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
766,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
767,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
768,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
769,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
770,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
771,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
