Value,SIBERIA_2024_ESA_CALU_2024_41WNT_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNT_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNT_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNT_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNT_M_R,SIBERIA_2024_WorldCover_2021_41WNT_M_R
418,NULL,Water,Wetland,Non_Water,NULL,Water
419,NULL,Water,Wetland,Non_Water,Wetland,NULL
420,NULL,Water,Wetland,Non_Water,Wetland,Grassland
421,NULL,Water,Wetland,Non_Water,Wetland,Wetland
422,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
423,NULL,Water,Wetland,Non_Water,Wetland,Bareland
424,NULL,Water,Wetland,Non_Water,Wetland,Water
425,NULL,Water,Wetland,Water,NULL,Bareland
426,NULL,Water,Wetland,Water,NULL,Water
427,NULL,Water,Wetland,Water,Wetland,NULL
428,NULL,Water,Wetland,Water,Wetland,Grassland
429,NULL,Water,Wetland,Water,Wetland,Wetland
430,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
431,NULL,Water,Wetland,Water,Wetland,Bareland
432,NULL,Water,Wetland,Water,Wetland,Water
433,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
434,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
435,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
436,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
437,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
438,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
439,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
440,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
441,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
442,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
443,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
444,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
445,NULL,Water,Bareland,NULL,Non_Wetland,Water
446,NULL,Water,Bareland,NULL,Non_Wetland,Forest
447,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
448,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
449,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
450,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
451,NULL,Water,Bareland,Water,Non_Wetland,NULL
452,NULL,Water,Bareland,Water,Non_Wetland,Grassland
453,NULL,Water,Bareland,Water,Non_Wetland,Wetland
454,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
455,NULL,Water,Bareland,Water,Non_Wetland,Bareland
456,NULL,Water,Bareland,Water,Non_Wetland,Water
457,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
458,NULL,Water,Built-up,NULL,Non_Wetland,Water
459,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
460,NULL,Water,Built-up,Water,Non_Wetland,Wetland
461,NULL,Water,Built-up,Water,Non_Wetland,Water
462,NULL,Water,Water,NULL,Water,NULL
463,NULL,Water,Water,NULL,Water,Grassland
464,NULL,Water,Water,NULL,Water,Wetland
465,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
466,NULL,Water,Water,NULL,Water,Bareland
467,NULL,Water,Water,NULL,Water,Water
468,NULL,Water,Water,NULL,Water,Forest
469,NULL,Water,Water,Non_Water,NULL,Water
470,NULL,Water,Water,Non_Water,Water,Grassland
471,NULL,Water,Water,Non_Water,Water,Wetland
472,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
473,NULL,Water,Water,Non_Water,Water,Bareland
474,NULL,Water,Water,Non_Water,Water,Water
475,NULL,Water,Water,Water,NULL,NULL
476,NULL,Water,Water,Water,NULL,Bareland
477,NULL,Water,Water,Water,NULL,Water
478,NULL,Water,Water,Water,Water,NULL
479,NULL,Water,Water,Water,Water,Grassland
480,NULL,Water,Water,Water,Water,Wetland
481,NULL,Water,Water,Water,Water,Lichens_and_Mosses
482,NULL,Water,Water,Water,Water,Bareland
483,NULL,Water,Water,Water,Water,Water
484,NULL,Water,Forest,NULL,Non_Wetland,Grassland
485,NULL,Water,Forest,NULL,Non_Wetland,Wetland
486,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
487,NULL,Water,Forest,NULL,Non_Wetland,Bareland
488,NULL,Water,Forest,NULL,Non_Wetland,Water
489,NULL,Water,Forest,NULL,Non_Wetland,Forest
490,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
491,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
492,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
493,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
494,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
495,NULL,Water,Forest,Non_Water,Non_Wetland,Water
496,NULL,Water,Forest,Water,Non_Wetland,NULL
497,NULL,Water,Forest,Water,Non_Wetland,Grassland
498,NULL,Water,Forest,Water,Non_Wetland,Wetland
499,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
500,NULL,Water,Forest,Water,Non_Wetland,Bareland
501,NULL,Water,Forest,Water,Non_Wetland,Water
502,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
503,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
504,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
505,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
506,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
507,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
508,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
509,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
510,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
511,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
512,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
513,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
514,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
515,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
516,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
517,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
518,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
519,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
520,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
521,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
522,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
523,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
524,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
525,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
526,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
527,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
528,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
529,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
530,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
531,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
532,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
533,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
534,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
535,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL
536,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
537,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
538,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
539,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
540,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
541,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
542,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
543,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
544,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
545,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
546,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
547,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
548,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
549,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
550,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
551,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
552,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
553,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
554,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
555,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
556,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
557,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
558,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
559,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
560,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
561,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
562,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
563,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
564,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
565,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
566,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
567,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
568,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
569,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
570,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
571,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
572,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
573,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
574,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
575,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
576,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
577,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
578,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
579,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
580,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
581,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
582,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
583,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
584,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
585,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
586,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
587,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
588,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
589,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
590,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
591,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
592,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
593,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
594,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
595,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
596,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
597,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
598,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
599,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
600,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
601,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
602,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
603,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
604,NULL,Permanent_ice_and_snow,Water,NULL,Water,NULL
605,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
606,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
607,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
608,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
609,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
610,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
611,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
612,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
613,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
614,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
615,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
616,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
617,NULL,Permanent_ice_and_snow,Water,Water,Water,NULL
618,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
619,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
620,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
621,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
622,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
623,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
624,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
625,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
626,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
627,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
628,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
629,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
630,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
631,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,NULL
632,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
633,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
634,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
635,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
636,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
637,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
638,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
639,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
640,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
641,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
642,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
643,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
644,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
645,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
646,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
647,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
648,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
649,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
650,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
651,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
652,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
653,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
654,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
655,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
656,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
657,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
658,NULL,Forest,Wetland,NULL,Wetland,Grassland
659,NULL,Forest,Wetland,NULL,Wetland,Wetland
660,NULL,Forest,Wetland,NULL,Wetland,Forest
661,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
662,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
663,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
664,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
665,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
666,NULL,Forest,Water,NULL,Water,Wetland
667,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
668,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
669,NULL,Forest,Forest,NULL,Non_Wetland,Forest
670,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
671,NULL,Forest,Forest,Water,Non_Wetland,Wetland
