Value,SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,SIBERIA_2024_WorldCover_2021_44XNH_M_R
410,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
411,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
412,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
413,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
414,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
415,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
416,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
417,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
418,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
419,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
420,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
421,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
422,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
423,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
424,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
425,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
426,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
427,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
428,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
429,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
430,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
431,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
432,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
433,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
434,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
435,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
436,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
437,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
438,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
439,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
440,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
441,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
442,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
443,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
444,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
445,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
446,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
447,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
448,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
449,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
450,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
451,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
452,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
453,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
454,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
455,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
456,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
457,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
458,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
459,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
460,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
461,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
462,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
463,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
464,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
465,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
466,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Grassland
467,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
468,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
469,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
470,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
471,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
472,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
473,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
474,NULL,Forest,Shrubland,Water,Non_Wetland,Water
475,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
476,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
477,NULL,Forest,Wetland,NULL,Wetland,Wetland
478,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
479,NULL,Forest,Wetland,Water,Wetland,Wetland
480,NULL,Forest,Wetland,Water,Wetland,Water
481,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
482,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
483,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
484,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
485,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
486,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
487,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
488,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
489,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
490,NULL,Forest,Water,NULL,Water,Wetland
491,NULL,Forest,Water,Water,Water,Wetland
492,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
493,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
494,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
495,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
496,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
497,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
498,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
499,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
500,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
501,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
502,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
503,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
504,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
505,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
506,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
507,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
508,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
509,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
510,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
511,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
512,Shrubland,NULL,Wetland,NULL,NULL,Grassland
513,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
514,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
515,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
516,Shrubland,NULL,Wetland,NULL,Wetland,Water
517,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
518,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
519,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
520,Shrubland,NULL,Wetland,Non_Water,Wetland,Bareland
521,Shrubland,NULL,Wetland,Water,Wetland,Grassland
522,Shrubland,NULL,Wetland,Water,Wetland,Wetland
523,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
524,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
525,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
526,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
527,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
528,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
529,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
530,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
531,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
532,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
533,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
534,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
535,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
536,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
537,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
538,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
539,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
540,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
541,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
542,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
543,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
544,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
545,Shrubland,NULL,Water,NULL,Water,Grassland
546,Shrubland,NULL,Water,NULL,Water,Wetland
547,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
548,Shrubland,NULL,Water,Non_Water,Water,Grassland
549,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
550,Shrubland,NULL,Water,Water,Water,Water
551,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
552,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
553,Shrubland,Bareland,Wetland,NULL,Wetland,Water
554,Shrubland,Bareland,Water,NULL,Water,Water
555,Shrubland,Bareland,Water,Water,Water,Water
556,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
557,Shrubland,Water,Wetland,NULL,Wetland,Grassland
558,Shrubland,Water,Wetland,NULL,Wetland,Wetland
559,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
560,Shrubland,Water,Wetland,NULL,Wetland,Bareland
561,Shrubland,Water,Wetland,NULL,Wetland,Water
562,Shrubland,Water,Wetland,Non_Water,NULL,Wetland
563,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
564,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
565,Shrubland,Water,Wetland,Non_Water,Wetland,Water
566,Shrubland,Water,Wetland,Water,Wetland,Grassland
567,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
568,Shrubland,Water,Water,NULL,Water,Grassland
569,Shrubland,Water,Water,Non_Water,Water,Grassland
570,Shrubland,Water,Water,Water,Water,Water
571,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
572,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
573,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
574,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
575,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
576,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
577,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
578,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
579,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
580,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
581,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
582,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
583,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
584,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
585,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
586,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
587,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
588,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
589,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
590,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
591,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
592,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
593,Shrubland,Permanent_ice_and_snow,Water,NULL,NULL,Water
594,Shrubland,Permanent_ice_and_snow,Water,Water,NULL,Water
595,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
596,Shrubland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
597,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
598,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
599,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
600,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
601,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
602,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
603,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
604,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
605,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
606,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
607,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
608,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
609,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
610,Wetland,NULL,Wetland,NULL,NULL,Wetland
611,Wetland,NULL,Wetland,NULL,NULL,Water
612,Wetland,NULL,Wetland,NULL,Wetland,Grassland
613,Wetland,NULL,Wetland,NULL,Wetland,Wetland
614,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
615,Wetland,NULL,Wetland,NULL,Wetland,Bareland
616,Wetland,NULL,Wetland,NULL,Wetland,Water
617,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
618,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
619,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
620,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
621,Wetland,NULL,Wetland,Non_Water,Wetland,Water
622,Wetland,NULL,Wetland,Water,Wetland,Grassland
623,Wetland,NULL,Wetland,Water,Wetland,Wetland
624,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
625,Wetland,NULL,Wetland,Water,Wetland,Bareland
626,Wetland,NULL,Wetland,Water,Wetland,Water
627,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
628,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
629,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
630,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
631,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
632,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
633,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
634,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
635,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
636,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
637,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
638,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
639,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
640,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
641,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
642,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
643,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
644,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
645,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
646,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
647,Wetland,NULL,Water,NULL,Water,Grassland
648,Wetland,NULL,Water,NULL,Water,Wetland
649,Wetland,NULL,Water,NULL,Water,Water
650,Wetland,NULL,Water,Non_Water,Water,Grassland
651,Wetland,NULL,Water,Non_Water,Water,Wetland
652,Wetland,NULL,Water,Water,Water,Wetland
653,Wetland,NULL,Water,Water,Water,Water
654,Wetland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Wetland
655,Wetland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
656,Wetland,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Wetland
657,Wetland,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Wetland
658,Wetland,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Water
659,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
660,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
661,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
662,Wetland,Bareland,Wetland,NULL,NULL,Bareland
663,Wetland,Bareland,Wetland,NULL,NULL,Water
664,Wetland,Bareland,Wetland,NULL,Wetland,Grassland
665,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
666,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
667,Wetland,Bareland,Wetland,NULL,Wetland,Water
668,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
669,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
670,Wetland,Bareland,Wetland,Water,NULL,Water
671,Wetland,Bareland,Wetland,Water,Wetland,Grassland
672,Wetland,Bareland,Wetland,Water,Wetland,Wetland
673,Wetland,Bareland,Wetland,Water,Wetland,Bareland
674,Wetland,Bareland,Wetland,Water,Wetland,Water
675,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
676,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
677,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
678,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
679,Wetland,Bareland,Built-up,NULL,Non_Wetland,Water
680,Wetland,Bareland,Built-up,Water,Non_Wetland,Water
681,Wetland,Bareland,Water,NULL,NULL,Water
682,Wetland,Bareland,Water,NULL,Water,Wetland
683,Wetland,Bareland,Water,NULL,Water,Water
684,Wetland,Bareland,Water,Non_Water,Water,Water
685,Wetland,Bareland,Water,Water,NULL,Water
686,Wetland,Bareland,Water,Water,Water,Water
687,Wetland,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Water
688,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
689,Wetland,Water,Shrubland,Water,Non_Wetland,Water
690,Wetland,Water,Wetland,NULL,NULL,Bareland
691,Wetland,Water,Wetland,NULL,NULL,Water
692,Wetland,Water,Wetland,NULL,Wetland,Grassland
693,Wetland,Water,Wetland,NULL,Wetland,Wetland
694,Wetland,Water,Wetland,NULL,Wetland,Bareland
695,Wetland,Water,Wetland,NULL,Wetland,Water
696,Wetland,Water,Wetland,Non_Water,NULL,Water
697,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
698,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
699,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
700,Wetland,Water,Wetland,Non_Water,Wetland,Water
701,Wetland,Water,Wetland,Water,NULL,Bareland
702,Wetland,Water,Wetland,Water,NULL,Water
703,Wetland,Water,Wetland,Water,Wetland,Grassland
704,Wetland,Water,Wetland,Water,Wetland,Wetland
705,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
706,Wetland,Water,Wetland,Water,Wetland,Bareland
707,Wetland,Water,Wetland,Water,Wetland,Water
708,Wetland,Water,Wetland,Water,Wetland,Forest
709,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
710,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
711,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
712,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
713,Wetland,Water,Bareland,NULL,Non_Wetland,Water
714,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
715,Wetland,Water,Built-up,NULL,Non_Wetland,Water
716,Wetland,Water,Built-up,Water,Non_Wetland,Water
717,Wetland,Water,Water,NULL,NULL,Water
718,Wetland,Water,Water,NULL,Water,Wetland
719,Wetland,Water,Water,NULL,Water,Bareland
720,Wetland,Water,Water,NULL,Water,Water
721,Wetland,Water,Water,Water,NULL,Water
722,Wetland,Water,Water,Water,Water,Grassland
723,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
724,Wetland,Water,Water,Water,Water,Bareland
725,Wetland,Water,Water,Water,Water,Water
726,Wetland,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
727,Wetland,Water,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
728,Wetland,Water,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
729,Wetland,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
730,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
731,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
732,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
733,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
734,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
735,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
736,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
737,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
738,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
739,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
740,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
741,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
742,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
743,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
744,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
745,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
746,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
747,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
748,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
749,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
750,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
751,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
752,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
753,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
754,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
755,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
756,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
757,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
758,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
759,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
760,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
761,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
762,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
763,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
764,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
765,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
766,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
767,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
768,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
769,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
770,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
771,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
772,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
773,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
774,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
775,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
776,Wetland,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
777,Wetland,Permanent_ice_and_snow,Water,NULL,NULL,Water
778,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
779,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
780,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
781,Wetland,Permanent_ice_and_snow,Water,Water,NULL,Water
782,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
783,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
784,Wetland,Permanent_ice_and_snow,Water,Water,Water,Bareland
785,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
786,Wetland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Wetland
787,Wetland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
788,Wetland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
789,Wetland,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
790,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
