Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VWP_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,SIBERIA_2024_WorldCover_2021_42VWP_M_R
469,Wetland,Water,NULL,Water,Bareland
470,Wetland,Water,NULL,Water,Water
471,Wetland,Water,NULL,Water,Forest
472,Wetland,Water,Non_Water,Water,NULL
473,Wetland,Water,Non_Water,Water,Grassland
474,Wetland,Water,Non_Water,Water,Cropland
475,Wetland,Water,Non_Water,Water,Wetland
476,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
477,Wetland,Water,Non_Water,Water,Bareland
478,Wetland,Water,Non_Water,Water,Built-up
479,Wetland,Water,Non_Water,Water,Water
480,Wetland,Water,Non_Water,Water,Forest
481,Wetland,Water,Water,Water,NULL
482,Wetland,Water,Water,Water,Grassland
483,Wetland,Water,Water,Water,Cropland
484,Wetland,Water,Water,Water,Wetland
485,Wetland,Water,Water,Water,Lichens_and_Mosses
486,Wetland,Water,Water,Water,Bareland
487,Wetland,Water,Water,Water,Built-up
488,Wetland,Water,Water,Water,Water
489,Wetland,Water,Water,Water,Forest
490,Wetland,Forest,NULL,Non_Wetland,NULL
491,Wetland,Forest,NULL,Non_Wetland,Grassland
492,Wetland,Forest,NULL,Non_Wetland,Cropland
493,Wetland,Forest,NULL,Non_Wetland,Wetland
494,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
495,Wetland,Forest,NULL,Non_Wetland,Bareland
496,Wetland,Forest,NULL,Non_Wetland,Built-up
497,Wetland,Forest,NULL,Non_Wetland,Water
498,Wetland,Forest,NULL,Non_Wetland,Forest
499,Wetland,Forest,Non_Water,Non_Wetland,NULL
500,Wetland,Forest,Non_Water,Non_Wetland,Grassland
501,Wetland,Forest,Non_Water,Non_Wetland,Cropland
502,Wetland,Forest,Non_Water,Non_Wetland,Wetland
503,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
504,Wetland,Forest,Non_Water,Non_Wetland,Bareland
505,Wetland,Forest,Non_Water,Non_Wetland,Built-up
506,Wetland,Forest,Non_Water,Non_Wetland,Water
507,Wetland,Forest,Non_Water,Non_Wetland,Forest
508,Wetland,Forest,Water,Non_Wetland,NULL
509,Wetland,Forest,Water,Non_Wetland,Grassland
510,Wetland,Forest,Water,Non_Wetland,Cropland
511,Wetland,Forest,Water,Non_Wetland,Wetland
512,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
513,Wetland,Forest,Water,Non_Wetland,Bareland
514,Wetland,Forest,Water,Non_Wetland,Built-up
515,Wetland,Forest,Water,Non_Wetland,Water
516,Wetland,Forest,Water,Non_Wetland,Forest
517,Bareland,NULL,NULL,Non_Wetland,Grassland
518,Bareland,NULL,NULL,Non_Wetland,Wetland
519,Bareland,NULL,NULL,Non_Wetland,Bareland
520,Bareland,NULL,NULL,Non_Wetland,Forest
521,Bareland,NULL,Non_Water,Non_Wetland,Grassland
522,Bareland,NULL,Water,Non_Wetland,Forest
523,Bareland,Shrubland,NULL,Non_Wetland,Grassland
524,Bareland,Shrubland,NULL,Non_Wetland,Wetland
525,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
526,Bareland,Shrubland,NULL,Non_Wetland,Bareland
527,Bareland,Shrubland,NULL,Non_Wetland,Built-up
528,Bareland,Shrubland,NULL,Non_Wetland,Water
529,Bareland,Shrubland,NULL,Non_Wetland,Forest
530,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
531,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
532,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
533,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
534,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
535,Bareland,Shrubland,Water,Non_Wetland,Grassland
536,Bareland,Shrubland,Water,Non_Wetland,Cropland
537,Bareland,Shrubland,Water,Non_Wetland,Wetland
538,Bareland,Shrubland,Water,Non_Wetland,Bareland
539,Bareland,Shrubland,Water,Non_Wetland,Water
540,Bareland,Grassland,NULL,Non_Wetland,Grassland
541,Bareland,Grassland,NULL,Non_Wetland,Bareland
542,Bareland,Grassland,NULL,Non_Wetland,Built-up
543,Bareland,Grassland,NULL,Non_Wetland,Forest
544,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
545,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
546,Bareland,Cropland,NULL,Non_Wetland,NULL
547,Bareland,Cropland,NULL,Non_Wetland,Grassland
548,Bareland,Cropland,NULL,Non_Wetland,Wetland
549,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
550,Bareland,Cropland,NULL,Non_Wetland,Bareland
551,Bareland,Cropland,NULL,Non_Wetland,Built-up
552,Bareland,Cropland,NULL,Non_Wetland,Forest
553,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
554,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
555,Bareland,Cropland,Water,Non_Wetland,Bareland
556,Bareland,Wetland,NULL,Wetland,NULL
557,Bareland,Wetland,NULL,Wetland,Grassland
558,Bareland,Wetland,NULL,Wetland,Wetland
559,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
560,Bareland,Wetland,NULL,Wetland,Bareland
561,Bareland,Wetland,NULL,Wetland,Built-up
562,Bareland,Wetland,NULL,Wetland,Water
563,Bareland,Wetland,NULL,Wetland,Forest
564,Bareland,Wetland,Non_Water,Wetland,Grassland
565,Bareland,Wetland,Non_Water,Wetland,Wetland
566,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
567,Bareland,Wetland,Non_Water,Wetland,Bareland
568,Bareland,Wetland,Non_Water,Wetland,Water
569,Bareland,Wetland,Water,Wetland,Grassland
570,Bareland,Wetland,Water,Wetland,Wetland
571,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
572,Bareland,Wetland,Water,Wetland,Bareland
573,Bareland,Wetland,Water,Wetland,Water
574,Bareland,Wetland,Water,Wetland,Forest
575,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
576,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
577,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
578,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
579,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
580,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
581,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
582,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
583,Bareland,Bareland,NULL,Non_Wetland,NULL
584,Bareland,Bareland,NULL,Non_Wetland,Grassland
585,Bareland,Bareland,NULL,Non_Wetland,Cropland
586,Bareland,Bareland,NULL,Non_Wetland,Wetland
587,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
588,Bareland,Bareland,NULL,Non_Wetland,Bareland
589,Bareland,Bareland,NULL,Non_Wetland,Built-up
590,Bareland,Bareland,NULL,Non_Wetland,Water
591,Bareland,Bareland,NULL,Non_Wetland,Forest
592,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
593,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
594,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
595,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
596,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
597,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
598,Bareland,Bareland,Non_Water,Non_Wetland,Water
599,Bareland,Bareland,Non_Water,Non_Wetland,Forest
600,Bareland,Bareland,Water,Non_Wetland,Grassland
601,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
602,Bareland,Bareland,Water,Non_Wetland,Bareland
603,Bareland,Bareland,Water,Non_Wetland,Built-up
604,Bareland,Bareland,Water,Non_Wetland,Water
605,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
606,Bareland,Built-up,NULL,Non_Wetland,Grassland
607,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
608,Bareland,Built-up,NULL,Non_Wetland,Bareland
609,Bareland,Built-up,NULL,Non_Wetland,Built-up
610,Bareland,Built-up,NULL,Non_Wetland,Water
611,Bareland,Built-up,NULL,Non_Wetland,Forest
612,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
613,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
614,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
615,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
616,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
617,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
618,Bareland,Built-up,Non_Water,Non_Wetland,Water
619,Bareland,Built-up,Non_Water,Non_Wetland,Forest
620,Bareland,Built-up,Water,Non_Wetland,Grassland
621,Bareland,Built-up,Water,Non_Wetland,Bareland
622,Bareland,Built-up,Water,Non_Wetland,Built-up
623,Bareland,Built-up,Water,Non_Wetland,Water
624,Bareland,Water,NULL,Water,NULL
625,Bareland,Water,NULL,Water,Grassland
626,Bareland,Water,NULL,Water,Wetland
627,Bareland,Water,NULL,Water,Bareland
628,Bareland,Water,NULL,Water,Water
629,Bareland,Water,NULL,Water,Forest
630,Bareland,Water,Non_Water,Water,Grassland
631,Bareland,Water,Non_Water,Water,Wetland
632,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
633,Bareland,Water,Non_Water,Water,Bareland
634,Bareland,Water,Non_Water,Water,Built-up
635,Bareland,Water,Non_Water,Water,Water
636,Bareland,Water,Water,Water,Grassland
637,Bareland,Water,Water,Water,Lichens_and_Mosses
638,Bareland,Water,Water,Water,Bareland
639,Bareland,Water,Water,Water,Water
640,Bareland,Water,Water,Water,Forest
641,Bareland,Forest,NULL,Non_Wetland,NULL
642,Bareland,Forest,NULL,Non_Wetland,Grassland
643,Bareland,Forest,NULL,Non_Wetland,Cropland
644,Bareland,Forest,NULL,Non_Wetland,Wetland
645,Bareland,Forest,NULL,Non_Wetland,Bareland
646,Bareland,Forest,NULL,Non_Wetland,Built-up
647,Bareland,Forest,NULL,Non_Wetland,Water
648,Bareland,Forest,NULL,Non_Wetland,Forest
649,Bareland,Forest,Non_Water,Non_Wetland,Grassland
650,Bareland,Forest,Non_Water,Non_Wetland,Wetland
651,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
652,Bareland,Forest,Non_Water,Non_Wetland,Bareland
653,Bareland,Forest,Non_Water,Non_Wetland,Built-up
654,Bareland,Forest,Non_Water,Non_Wetland,Water
655,Bareland,Forest,Non_Water,Non_Wetland,Forest
656,Bareland,Forest,Water,Non_Wetland,Grassland
657,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
658,Bareland,Forest,Water,Non_Wetland,Bareland
659,Bareland,Forest,Water,Non_Wetland,Water
660,Bareland,Forest,Water,Non_Wetland,Forest
661,Built-up,NULL,NULL,Non_Wetland,Grassland
662,Built-up,NULL,NULL,Non_Wetland,Wetland
663,Built-up,NULL,NULL,Non_Wetland,Bareland
664,Built-up,NULL,NULL,Non_Wetland,Built-up
665,Built-up,NULL,NULL,Non_Wetland,Forest
666,Built-up,NULL,Non_Water,Non_Wetland,Grassland
667,Built-up,NULL,Non_Water,Non_Wetland,Wetland
668,Built-up,NULL,Non_Water,Non_Wetland,Forest
669,Built-up,NULL,Water,Non_Wetland,Water
670,Built-up,NULL,Water,Non_Wetland,Forest
671,Built-up,Shrubland,NULL,Non_Wetland,Grassland
672,Built-up,Shrubland,NULL,Non_Wetland,Cropland
673,Built-up,Shrubland,NULL,Non_Wetland,Wetland
674,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
675,Built-up,Shrubland,NULL,Non_Wetland,Bareland
676,Built-up,Shrubland,NULL,Non_Wetland,Built-up
677,Built-up,Shrubland,NULL,Non_Wetland,Forest
678,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
679,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
680,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
681,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
682,Built-up,Shrubland,Non_Water,Non_Wetland,Water
683,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
684,Built-up,Grassland,NULL,Non_Wetland,Grassland
685,Built-up,Grassland,NULL,Non_Wetland,Cropland
686,Built-up,Grassland,NULL,Non_Wetland,Wetland
687,Built-up,Grassland,NULL,Non_Wetland,Bareland
688,Built-up,Grassland,NULL,Non_Wetland,Built-up
689,Built-up,Grassland,NULL,Non_Wetland,Forest
690,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
691,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
692,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
693,Built-up,Grassland,Non_Water,Non_Wetland,Forest
694,Built-up,Cropland,NULL,Non_Wetland,Grassland
695,Built-up,Cropland,NULL,Non_Wetland,Bareland
696,Built-up,Cropland,NULL,Non_Wetland,Built-up
697,Built-up,Cropland,NULL,Non_Wetland,Forest
698,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
699,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
700,Built-up,Cropland,Non_Water,Non_Wetland,Forest
701,Built-up,Wetland,NULL,Wetland,NULL
702,Built-up,Wetland,NULL,Wetland,Grassland
703,Built-up,Wetland,NULL,Wetland,Cropland
704,Built-up,Wetland,NULL,Wetland,Wetland
705,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
706,Built-up,Wetland,NULL,Wetland,Bareland
707,Built-up,Wetland,NULL,Wetland,Built-up
708,Built-up,Wetland,NULL,Wetland,Water
709,Built-up,Wetland,NULL,Wetland,Forest
710,Built-up,Wetland,Non_Water,Wetland,Grassland
711,Built-up,Wetland,Non_Water,Wetland,Wetland
712,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
713,Built-up,Wetland,Non_Water,Wetland,Built-up
714,Built-up,Wetland,Non_Water,Wetland,Water
715,Built-up,Wetland,Non_Water,Wetland,Forest
716,Built-up,Wetland,Water,Wetland,Grassland
717,Built-up,Wetland,Water,Wetland,Wetland
718,Built-up,Wetland,Water,Wetland,Built-up
719,Built-up,Wetland,Water,Wetland,Water
720,Built-up,Wetland,Water,Wetland,Forest
721,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
722,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
723,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
724,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
725,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
726,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
727,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
728,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
729,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
730,Built-up,Bareland,NULL,Non_Wetland,NULL
731,Built-up,Bareland,NULL,Non_Wetland,Grassland
732,Built-up,Bareland,NULL,Non_Wetland,Cropland
733,Built-up,Bareland,NULL,Non_Wetland,Wetland
734,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
735,Built-up,Bareland,NULL,Non_Wetland,Bareland
736,Built-up,Bareland,NULL,Non_Wetland,Built-up
737,Built-up,Bareland,NULL,Non_Wetland,Water
738,Built-up,Bareland,NULL,Non_Wetland,Forest
739,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
740,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
741,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
742,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
743,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
744,Built-up,Bareland,Non_Water,Non_Wetland,Water
745,Built-up,Bareland,Non_Water,Non_Wetland,Forest
746,Built-up,Bareland,Water,Non_Wetland,Grassland
747,Built-up,Bareland,Water,Non_Wetland,Wetland
748,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
749,Built-up,Bareland,Water,Non_Wetland,Bareland
750,Built-up,Bareland,Water,Non_Wetland,Built-up
751,Built-up,Bareland,Water,Non_Wetland,Water
752,Built-up,Bareland,Water,Non_Wetland,Forest
753,Built-up,Built-up,NULL,Non_Wetland,Grassland
754,Built-up,Built-up,NULL,Non_Wetland,Cropland
755,Built-up,Built-up,NULL,Non_Wetland,Wetland
756,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
757,Built-up,Built-up,NULL,Non_Wetland,Bareland
758,Built-up,Built-up,NULL,Non_Wetland,Built-up
759,Built-up,Built-up,NULL,Non_Wetland,Water
760,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
761,Built-up,Built-up,NULL,Non_Wetland,Forest
762,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
763,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
764,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
765,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
766,Built-up,Built-up,Non_Water,Non_Wetland,Water
767,Built-up,Built-up,Non_Water,Non_Wetland,Forest
768,Built-up,Built-up,Water,Non_Wetland,Grassland
769,Built-up,Built-up,Water,Non_Wetland,Bareland
770,Built-up,Built-up,Water,Non_Wetland,Built-up
771,Built-up,Built-up,Water,Non_Wetland,Water
772,Built-up,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
773,Built-up,Built-up,Water,Non_Wetland,Forest
774,Built-up,Water,NULL,Water,Wetland
775,Built-up,Water,NULL,Water,Bareland
776,Built-up,Water,NULL,Water,Built-up
777,Built-up,Water,NULL,Water,Water
778,Built-up,Water,NULL,Water,Forest
779,Built-up,Water,Non_Water,Water,Grassland
780,Built-up,Water,Non_Water,Water,Wetland
781,Built-up,Water,Non_Water,Water,Bareland
782,Built-up,Water,Non_Water,Water,Water
783,Built-up,Water,Water,Water,Grassland
784,Built-up,Water,Water,Water,Wetland
785,Built-up,Water,Water,Water,Bareland
786,Built-up,Water,Water,Water,Built-up
787,Built-up,Water,Water,Water,Water
788,Built-up,Water,Water,Water,Forest
789,Built-up,Forest,NULL,Non_Wetland,NULL
790,Built-up,Forest,NULL,Non_Wetland,Grassland
791,Built-up,Forest,NULL,Non_Wetland,Cropland
792,Built-up,Forest,NULL,Non_Wetland,Wetland
793,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
794,Built-up,Forest,NULL,Non_Wetland,Bareland
795,Built-up,Forest,NULL,Non_Wetland,Built-up
796,Built-up,Forest,NULL,Non_Wetland,Water
797,Built-up,Forest,NULL,Non_Wetland,Forest
798,Built-up,Forest,Non_Water,Non_Wetland,Grassland
799,Built-up,Forest,Non_Water,Non_Wetland,Wetland
800,Built-up,Forest,Non_Water,Non_Wetland,Bareland
801,Built-up,Forest,Non_Water,Non_Wetland,Built-up
802,Built-up,Forest,Non_Water,Non_Wetland,Forest
803,Built-up,Forest,Water,Non_Wetland,Grassland
804,Built-up,Forest,Water,Non_Wetland,Forest
805,Water,NULL,NULL,Non_Wetland,NULL
806,Water,NULL,NULL,Non_Wetland,Grassland
807,Water,NULL,NULL,Non_Wetland,Wetland
808,Water,NULL,NULL,Non_Wetland,Bareland
809,Water,NULL,NULL,Non_Wetland,Water
810,Water,NULL,NULL,Non_Wetland,Forest
811,Water,NULL,Non_Water,Non_Wetland,Grassland
812,Water,NULL,Non_Water,Non_Wetland,Wetland
813,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
814,Water,NULL,Non_Water,Non_Wetland,Water
815,Water,NULL,Non_Water,Non_Wetland,Forest
816,Water,NULL,Water,Non_Wetland,Grassland
817,Water,NULL,Water,Non_Wetland,Wetland
818,Water,NULL,Water,Non_Wetland,Water
819,Water,NULL,Water,Non_Wetland,Forest
820,Water,Shrubland,NULL,Non_Wetland,NULL
821,Water,Shrubland,NULL,Non_Wetland,Grassland
822,Water,Shrubland,NULL,Non_Wetland,Wetland
823,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
824,Water,Shrubland,NULL,Non_Wetland,Bareland
825,Water,Shrubland,NULL,Non_Wetland,Built-up
826,Water,Shrubland,NULL,Non_Wetland,Water
827,Water,Shrubland,NULL,Non_Wetland,Forest
828,Water,Shrubland,Non_Water,Non_Wetland,Grassland
829,Water,Shrubland,Non_Water,Non_Wetland,Cropland
830,Water,Shrubland,Non_Water,Non_Wetland,Wetland
831,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
832,Water,Shrubland,Non_Water,Non_Wetland,Bareland
833,Water,Shrubland,Non_Water,Non_Wetland,Built-up
834,Water,Shrubland,Non_Water,Non_Wetland,Water
835,Water,Shrubland,Non_Water,Non_Wetland,Forest
836,Water,Shrubland,Water,Non_Wetland,Grassland
837,Water,Shrubland,Water,Non_Wetland,Cropland
838,Water,Shrubland,Water,Non_Wetland,Wetland
839,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
840,Water,Shrubland,Water,Non_Wetland,Bareland
841,Water,Shrubland,Water,Non_Wetland,Built-up
842,Water,Shrubland,Water,Non_Wetland,Water
843,Water,Shrubland,Water,Non_Wetland,Forest
844,Water,Grassland,NULL,Non_Wetland,Grassland
845,Water,Grassland,NULL,Non_Wetland,Wetland
846,Water,Grassland,NULL,Non_Wetland,Bareland
847,Water,Grassland,NULL,Non_Wetland,Water
848,Water,Grassland,NULL,Non_Wetland,Forest
849,Water,Grassland,Non_Water,Non_Wetland,Grassland
850,Water,Grassland,Non_Water,Non_Wetland,Wetland
851,Water,Grassland,Non_Water,Non_Wetland,Water
852,Water,Grassland,Non_Water,Non_Wetland,Forest
853,Water,Grassland,Water,Non_Wetland,Grassland
854,Water,Grassland,Water,Non_Wetland,Wetland
855,Water,Grassland,Water,Non_Wetland,Water
856,Water,Grassland,Water,Non_Wetland,Forest
857,Water,Cropland,NULL,Non_Wetland,Grassland
858,Water,Cropland,NULL,Non_Wetland,Wetland
859,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
860,Water,Cropland,NULL,Non_Wetland,Bareland
861,Water,Cropland,NULL,Non_Wetland,Built-up
862,Water,Cropland,NULL,Non_Wetland,Water
863,Water,Cropland,NULL,Non_Wetland,Forest
864,Water,Cropland,Non_Water,Non_Wetland,Grassland
865,Water,Cropland,Non_Water,Non_Wetland,Cropland
866,Water,Cropland,Non_Water,Non_Wetland,Wetland
867,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
868,Water,Cropland,Non_Water,Non_Wetland,Bareland
869,Water,Cropland,Non_Water,Non_Wetland,Water
870,Water,Cropland,Non_Water,Non_Wetland,Forest
871,Water,Cropland,Water,Non_Wetland,Grassland
872,Water,Cropland,Water,Non_Wetland,Cropland
873,Water,Cropland,Water,Non_Wetland,Wetland
874,Water,Cropland,Water,Non_Wetland,Lichens_and_Mosses
875,Water,Cropland,Water,Non_Wetland,Water
876,Water,Cropland,Water,Non_Wetland,Forest
877,Water,Wetland,NULL,Wetland,NULL
878,Water,Wetland,NULL,Wetland,Grassland
879,Water,Wetland,NULL,Wetland,Wetland
880,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
881,Water,Wetland,NULL,Wetland,Bareland
882,Water,Wetland,NULL,Wetland,Built-up
883,Water,Wetland,NULL,Wetland,Water
884,Water,Wetland,NULL,Wetland,Forest
885,Water,Wetland,Non_Water,Wetland,Grassland
886,Water,Wetland,Non_Water,Wetland,Cropland
887,Water,Wetland,Non_Water,Wetland,Wetland
888,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
889,Water,Wetland,Non_Water,Wetland,Bareland
890,Water,Wetland,Non_Water,Wetland,Built-up
891,Water,Wetland,Non_Water,Wetland,Water
892,Water,Wetland,Non_Water,Wetland,Forest
893,Water,Wetland,Water,Wetland,NULL
894,Water,Wetland,Water,Wetland,Grassland
895,Water,Wetland,Water,Wetland,Cropland
896,Water,Wetland,Water,Wetland,Wetland
897,Water,Wetland,Water,Wetland,Lichens_and_Mosses
898,Water,Wetland,Water,Wetland,Bareland
899,Water,Wetland,Water,Wetland,Built-up
900,Water,Wetland,Water,Wetland,Water
901,Water,Wetland,Water,Wetland,Forest
902,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
903,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
904,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
905,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
906,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
907,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
908,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
909,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
910,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
911,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
912,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
913,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
914,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
915,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
916,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
917,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
918,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
919,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
920,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
921,Water,Bareland,NULL,Non_Wetland,NULL
922,Water,Bareland,NULL,Non_Wetland,Grassland
923,Water,Bareland,NULL,Non_Wetland,Cropland
924,Water,Bareland,NULL,Non_Wetland,Wetland
925,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
926,Water,Bareland,NULL,Non_Wetland,Bareland
927,Water,Bareland,NULL,Non_Wetland,Built-up
928,Water,Bareland,NULL,Non_Wetland,Water
929,Water,Bareland,NULL,Non_Wetland,Forest
930,Water,Bareland,Non_Water,Non_Wetland,Grassland
931,Water,Bareland,Non_Water,Non_Wetland,Cropland
932,Water,Bareland,Non_Water,Non_Wetland,Wetland
933,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
934,Water,Bareland,Non_Water,Non_Wetland,Bareland
935,Water,Bareland,Non_Water,Non_Wetland,Built-up
936,Water,Bareland,Non_Water,Non_Wetland,Water
937,Water,Bareland,Non_Water,Non_Wetland,Forest
938,Water,Bareland,Water,Non_Wetland,Grassland
939,Water,Bareland,Water,Non_Wetland,Cropland
940,Water,Bareland,Water,Non_Wetland,Wetland
941,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
942,Water,Bareland,Water,Non_Wetland,Bareland
943,Water,Bareland,Water,Non_Wetland,Built-up
944,Water,Bareland,Water,Non_Wetland,Water
945,Water,Bareland,Water,Non_Wetland,Forest
946,Water,Built-up,NULL,Non_Wetland,Grassland
947,Water,Built-up,NULL,Non_Wetland,Wetland
948,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
949,Water,Built-up,NULL,Non_Wetland,Bareland
950,Water,Built-up,NULL,Non_Wetland,Built-up
951,Water,Built-up,NULL,Non_Wetland,Water
952,Water,Built-up,NULL,Non_Wetland,Forest
953,Water,Built-up,Non_Water,Non_Wetland,Grassland
954,Water,Built-up,Non_Water,Non_Wetland,Cropland
955,Water,Built-up,Non_Water,Non_Wetland,Wetland
