Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXV_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXV_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXV_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXV_M_R,SIBERIA_2024_WorldCover_2021_42WXV_M_R
479,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
480,Water,Wetland,Non_Water,Wetland,Bareland
481,Water,Wetland,Non_Water,Wetland,Water
482,Water,Wetland,Non_Water,Wetland,Forest
483,Water,Wetland,Water,NULL,Grassland
484,Water,Wetland,Water,NULL,Wetland
485,Water,Wetland,Water,NULL,Water
486,Water,Wetland,Water,NULL,Forest
487,Water,Wetland,Water,Wetland,Grassland
488,Water,Wetland,Water,Wetland,Wetland
489,Water,Wetland,Water,Wetland,Lichens_and_Mosses
490,Water,Wetland,Water,Wetland,Bareland
491,Water,Wetland,Water,Wetland,Water
492,Water,Wetland,Water,Wetland,Forest
493,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
494,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
495,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
496,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
497,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
498,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
499,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
500,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
501,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
502,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
503,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
504,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
505,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
506,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
507,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
508,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
509,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
510,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
511,Water,Bareland,NULL,Non_Wetland,Grassland
512,Water,Bareland,NULL,Non_Wetland,Wetland
513,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
514,Water,Bareland,NULL,Non_Wetland,Bareland
515,Water,Bareland,NULL,Non_Wetland,Built-up
516,Water,Bareland,NULL,Non_Wetland,Water
517,Water,Bareland,NULL,Non_Wetland,Forest
518,Water,Bareland,Non_Water,Non_Wetland,Grassland
519,Water,Bareland,Non_Water,Non_Wetland,Wetland
520,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
521,Water,Bareland,Non_Water,Non_Wetland,Bareland
522,Water,Bareland,Non_Water,Non_Wetland,Water
523,Water,Bareland,Water,Non_Wetland,Grassland
524,Water,Bareland,Water,Non_Wetland,Wetland
525,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
526,Water,Bareland,Water,Non_Wetland,Bareland
527,Water,Bareland,Water,Non_Wetland,Water
528,Water,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
529,Water,Bareland,Water,Non_Wetland,Forest
530,Water,Built-up,NULL,Non_Wetland,Grassland
531,Water,Built-up,NULL,Non_Wetland,Wetland
532,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
533,Water,Built-up,NULL,Non_Wetland,Bareland
534,Water,Built-up,NULL,Non_Wetland,Water
535,Water,Built-up,NULL,Non_Wetland,Forest
536,Water,Built-up,Non_Water,Non_Wetland,Wetland
537,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
538,Water,Built-up,Non_Water,Non_Wetland,Bareland
539,Water,Built-up,Non_Water,Non_Wetland,Water
540,Water,Built-up,Water,Non_Wetland,Grassland
541,Water,Built-up,Water,Non_Wetland,Wetland
542,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
543,Water,Built-up,Water,Non_Wetland,Bareland
544,Water,Built-up,Water,Non_Wetland,Water
545,Water,Water,NULL,NULL,Grassland
546,Water,Water,NULL,NULL,Wetland
547,Water,Water,NULL,NULL,Water
548,Water,Water,NULL,NULL,Forest
549,Water,Water,NULL,Water,Grassland
550,Water,Water,NULL,Water,Wetland
551,Water,Water,NULL,Water,Lichens_and_Mosses
552,Water,Water,NULL,Water,Bareland
553,Water,Water,NULL,Water,Water
554,Water,Water,NULL,Water,Forest
555,Water,Water,Non_Water,NULL,Wetland
556,Water,Water,Non_Water,NULL,Water
557,Water,Water,Non_Water,Water,Grassland
558,Water,Water,Non_Water,Water,Wetland
559,Water,Water,Non_Water,Water,Lichens_and_Mosses
560,Water,Water,Non_Water,Water,Bareland
561,Water,Water,Non_Water,Water,Water
562,Water,Water,Non_Water,Water,Forest
563,Water,Water,Water,NULL,Grassland
564,Water,Water,Water,NULL,Wetland
565,Water,Water,Water,NULL,Water
566,Water,Water,Water,NULL,Forest
567,Water,Water,Water,Water,Grassland
568,Water,Water,Water,Water,Wetland
569,Water,Water,Water,Water,Lichens_and_Mosses
570,Water,Water,Water,Water,Bareland
571,Water,Water,Water,Water,Water
572,Water,Water,Water,Water,Forest
573,Water,Forest,NULL,Non_Wetland,Grassland
574,Water,Forest,NULL,Non_Wetland,Wetland
575,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
576,Water,Forest,NULL,Non_Wetland,Bareland
577,Water,Forest,NULL,Non_Wetland,Water
578,Water,Forest,NULL,Non_Wetland,Forest
579,Water,Forest,Non_Water,Non_Wetland,Grassland
580,Water,Forest,Non_Water,Non_Wetland,Wetland
581,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
582,Water,Forest,Non_Water,Non_Wetland,Bareland
583,Water,Forest,Non_Water,Non_Wetland,Water
584,Water,Forest,Non_Water,Non_Wetland,Forest
585,Water,Forest,Water,Non_Wetland,Grassland
586,Water,Forest,Water,Non_Wetland,Wetland
587,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
588,Water,Forest,Water,Non_Wetland,Bareland
589,Water,Forest,Water,Non_Wetland,Water
590,Water,Forest,Water,Non_Wetland,Forest
591,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
592,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
593,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
594,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
595,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
596,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
597,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
598,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
599,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
600,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
601,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
602,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
603,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
604,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
605,Permanent_ice_and_snow,Wetland,NULL,NULL,Forest
606,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
607,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
608,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
609,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
610,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
611,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
612,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
613,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
614,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
615,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
616,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
617,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
618,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
619,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
620,Permanent_ice_and_snow,Wetland,Water,NULL,Forest
621,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
622,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
623,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
624,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
625,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
626,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
627,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
628,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
629,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
630,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
631,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
632,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
633,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
634,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
635,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
636,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
637,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
638,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
639,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
640,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
641,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
642,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
643,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
644,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
645,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
646,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
647,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
648,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
649,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
650,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
651,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
652,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
653,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
654,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
655,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
656,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
657,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
658,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
659,Permanent_ice_and_snow,Water,NULL,NULL,Forest
660,Permanent_ice_and_snow,Water,NULL,Water,Grassland
661,Permanent_ice_and_snow,Water,NULL,Water,Wetland
662,Permanent_ice_and_snow,Water,NULL,Water,Water
663,Permanent_ice_and_snow,Water,NULL,Water,Forest
664,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
665,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
666,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
667,Permanent_ice_and_snow,Water,Water,Water,Grassland
668,Permanent_ice_and_snow,Water,Water,Water,Wetland
669,Permanent_ice_and_snow,Water,Water,Water,Bareland
670,Permanent_ice_and_snow,Water,Water,Water,Water
671,Permanent_ice_and_snow,Water,Water,Water,Forest
672,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
673,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
674,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
675,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
676,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
677,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
678,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
679,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
681,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
682,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
683,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
684,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
685,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
686,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
687,Forest,NULL,NULL,Non_Wetland,Grassland
688,Forest,NULL,NULL,Non_Wetland,Wetland
689,Forest,NULL,NULL,Non_Wetland,Forest
690,Forest,NULL,Non_Water,Non_Wetland,Forest
691,Forest,Shrubland,NULL,Non_Wetland,Grassland
692,Forest,Shrubland,NULL,Non_Wetland,Wetland
693,Forest,Shrubland,NULL,Non_Wetland,Forest
694,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
695,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
696,Forest,Shrubland,Non_Water,Non_Wetland,Forest
697,Forest,Grassland,NULL,Non_Wetland,Grassland
698,Forest,Grassland,NULL,Non_Wetland,Wetland
699,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
700,Forest,Grassland,NULL,Non_Wetland,Bareland
701,Forest,Grassland,NULL,Non_Wetland,Water
702,Forest,Grassland,NULL,Non_Wetland,Forest
703,Forest,Grassland,Non_Water,Non_Wetland,Grassland
704,Forest,Grassland,Non_Water,Non_Wetland,Wetland
705,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
706,Forest,Grassland,Non_Water,Non_Wetland,Bareland
707,Forest,Grassland,Non_Water,Non_Wetland,Forest
708,Forest,Grassland,Water,Non_Wetland,Wetland
709,Forest,Grassland,Water,Non_Wetland,Forest
710,Forest,Wetland,NULL,NULL,Wetland
711,Forest,Wetland,NULL,NULL,Forest
712,Forest,Wetland,NULL,Wetland,Grassland
713,Forest,Wetland,NULL,Wetland,Wetland
714,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
715,Forest,Wetland,NULL,Wetland,Bareland
716,Forest,Wetland,NULL,Wetland,Built-up
717,Forest,Wetland,NULL,Wetland,Water
718,Forest,Wetland,NULL,Wetland,Forest
719,Forest,Wetland,Non_Water,Wetland,Grassland
720,Forest,Wetland,Non_Water,Wetland,Wetland
721,Forest,Wetland,Non_Water,Wetland,Forest
722,Forest,Wetland,Water,Wetland,Grassland
723,Forest,Wetland,Water,Wetland,Wetland
724,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
725,Forest,Wetland,Water,Wetland,Bareland
726,Forest,Wetland,Water,Wetland,Water
727,Forest,Wetland,Water,Wetland,Forest
728,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
729,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
730,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
731,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
732,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
733,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
734,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
735,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
736,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
737,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
738,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
739,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
740,Forest,Bareland,NULL,Non_Wetland,Grassland
741,Forest,Bareland,NULL,Non_Wetland,Wetland
742,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
743,Forest,Bareland,NULL,Non_Wetland,Bareland
744,Forest,Bareland,NULL,Non_Wetland,Built-up
745,Forest,Bareland,NULL,Non_Wetland,Water
746,Forest,Bareland,NULL,Non_Wetland,Forest
747,Forest,Bareland,Non_Water,Non_Wetland,Grassland
748,Forest,Bareland,Non_Water,Non_Wetland,Wetland
749,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
750,Forest,Bareland,Non_Water,Non_Wetland,Bareland
751,Forest,Bareland,Non_Water,Non_Wetland,Water
752,Forest,Bareland,Non_Water,Non_Wetland,Forest
753,Forest,Bareland,Water,Non_Wetland,Grassland
754,Forest,Bareland,Water,Non_Wetland,Wetland
755,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
756,Forest,Bareland,Water,Non_Wetland,Bareland
757,Forest,Bareland,Water,Non_Wetland,Water
758,Forest,Bareland,Water,Non_Wetland,Forest
759,Forest,Built-up,NULL,Non_Wetland,Grassland
760,Forest,Built-up,NULL,Non_Wetland,Wetland
761,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
762,Forest,Built-up,NULL,Non_Wetland,Bareland
763,Forest,Built-up,NULL,Non_Wetland,Forest
764,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
765,Forest,Built-up,Non_Water,Non_Wetland,Forest
766,Forest,Built-up,Water,Non_Wetland,Forest
767,Forest,Water,NULL,Water,Grassland
768,Forest,Water,NULL,Water,Wetland
769,Forest,Water,NULL,Water,Water
770,Forest,Water,NULL,Water,Forest
771,Forest,Water,Non_Water,Water,Wetland
772,Forest,Water,Non_Water,Water,Forest
773,Forest,Water,Water,Water,Wetland
774,Forest,Water,Water,Water,Water
775,Forest,Water,Water,Water,Forest
776,Forest,Forest,NULL,Non_Wetland,Grassland
777,Forest,Forest,NULL,Non_Wetland,Wetland
778,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
779,Forest,Forest,NULL,Non_Wetland,Bareland
780,Forest,Forest,NULL,Non_Wetland,Water
781,Forest,Forest,NULL,Non_Wetland,Forest
782,Forest,Forest,Non_Water,Non_Wetland,Grassland
783,Forest,Forest,Non_Water,Non_Wetland,Wetland
784,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
785,Forest,Forest,Non_Water,Non_Wetland,Water
786,Forest,Forest,Non_Water,Non_Wetland,Forest
787,Forest,Forest,Water,Non_Wetland,Grassland
788,Forest,Forest,Water,Non_Wetland,Wetland
789,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
790,Forest,Forest,Water,Non_Wetland,Bareland
791,Forest,Forest,Water,Non_Wetland,Water
792,Forest,Forest,Water,Non_Wetland,Forest
