Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WVN_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WVN_M_R,SIBERIA_2024_GSW_Yearly_2021_45WVN_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WVN_M_R,SIBERIA_2024_WorldCover_2021_45WVN_M_R
481,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
482,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
483,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
484,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
485,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
486,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
487,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
488,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
489,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
490,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
491,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
492,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
493,Forest,NULL,NULL,Non_Wetland,NULL
494,Forest,NULL,NULL,Non_Wetland,Grassland
495,Forest,NULL,NULL,Non_Wetland,Wetland
496,Forest,NULL,NULL,Non_Wetland,Water
497,Forest,NULL,NULL,Non_Wetland,Forest
498,Forest,NULL,Non_Water,Non_Wetland,Grassland
499,Forest,NULL,Non_Water,Non_Wetland,Wetland
500,Forest,NULL,Non_Water,Non_Wetland,Water
501,Forest,NULL,Non_Water,Non_Wetland,Forest
502,Forest,NULL,Water,Non_Wetland,Grassland
503,Forest,NULL,Water,Non_Wetland,Wetland
504,Forest,NULL,Water,Non_Wetland,Water
505,Forest,NULL,Water,Non_Wetland,Forest
506,Forest,Shrubland,NULL,Non_Wetland,NULL
507,Forest,Shrubland,NULL,Non_Wetland,Grassland
508,Forest,Shrubland,NULL,Non_Wetland,Wetland
509,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
510,Forest,Shrubland,NULL,Non_Wetland,Water
511,Forest,Shrubland,NULL,Non_Wetland,Forest
512,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
513,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
514,Forest,Shrubland,Non_Water,Non_Wetland,Water
515,Forest,Shrubland,Non_Water,Non_Wetland,Forest
516,Forest,Shrubland,Water,Non_Wetland,Grassland
517,Forest,Shrubland,Water,Non_Wetland,Wetland
518,Forest,Shrubland,Water,Non_Wetland,Water
519,Forest,Shrubland,Water,Non_Wetland,Forest
520,Forest,Grassland,NULL,Non_Wetland,NULL
521,Forest,Grassland,NULL,Non_Wetland,Grassland
522,Forest,Grassland,NULL,Non_Wetland,Wetland
523,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
524,Forest,Grassland,NULL,Non_Wetland,Forest
525,Forest,Grassland,Non_Water,Non_Wetland,Grassland
526,Forest,Grassland,Non_Water,Non_Wetland,Wetland
527,Forest,Grassland,Non_Water,Non_Wetland,Forest
528,Forest,Grassland,Water,Non_Wetland,Grassland
529,Forest,Grassland,Water,Non_Wetland,Wetland
530,Forest,Grassland,Water,Non_Wetland,Forest
531,Forest,Cropland,NULL,Non_Wetland,Grassland
532,Forest,Cropland,NULL,Non_Wetland,Forest
533,Forest,Wetland,NULL,Wetland,NULL
534,Forest,Wetland,NULL,Wetland,Grassland
535,Forest,Wetland,NULL,Wetland,Wetland
536,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
537,Forest,Wetland,NULL,Wetland,Water
538,Forest,Wetland,NULL,Wetland,Forest
539,Forest,Wetland,Non_Water,Wetland,Grassland
540,Forest,Wetland,Non_Water,Wetland,Wetland
541,Forest,Wetland,Non_Water,Wetland,Water
542,Forest,Wetland,Non_Water,Wetland,Forest
543,Forest,Wetland,Water,Wetland,Grassland
544,Forest,Wetland,Water,Wetland,Wetland
545,Forest,Wetland,Water,Wetland,Water
546,Forest,Wetland,Water,Wetland,Forest
547,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
548,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
549,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
550,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
551,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
552,Forest,Bareland,NULL,Non_Wetland,NULL
553,Forest,Bareland,NULL,Non_Wetland,Grassland
554,Forest,Bareland,NULL,Non_Wetland,Wetland
555,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
556,Forest,Bareland,NULL,Non_Wetland,Water
557,Forest,Bareland,NULL,Non_Wetland,Forest
558,Forest,Bareland,Non_Water,Non_Wetland,Grassland
559,Forest,Bareland,Non_Water,Non_Wetland,Wetland
560,Forest,Bareland,Non_Water,Non_Wetland,Water
561,Forest,Bareland,Non_Water,Non_Wetland,Forest
562,Forest,Bareland,Water,Non_Wetland,Grassland
563,Forest,Bareland,Water,Non_Wetland,Wetland
564,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
565,Forest,Bareland,Water,Non_Wetland,Water
566,Forest,Bareland,Water,Non_Wetland,Forest
567,Forest,Built-up,NULL,Non_Wetland,Grassland
568,Forest,Built-up,NULL,Non_Wetland,Wetland
569,Forest,Built-up,NULL,Non_Wetland,Bareland
570,Forest,Built-up,NULL,Non_Wetland,Water
571,Forest,Built-up,NULL,Non_Wetland,Forest
572,Forest,Built-up,Non_Water,Non_Wetland,Grassland
573,Forest,Built-up,Non_Water,Non_Wetland,Forest
574,Forest,Built-up,Water,Non_Wetland,Forest
575,Forest,Water,NULL,Water,Grassland
576,Forest,Water,NULL,Water,Wetland
577,Forest,Water,NULL,Water,Water
578,Forest,Water,NULL,Water,Forest
579,Forest,Water,Non_Water,Water,Grassland
580,Forest,Water,Non_Water,Water,Wetland
581,Forest,Water,Non_Water,Water,Water
582,Forest,Water,Non_Water,Water,Forest
583,Forest,Water,Water,Water,Grassland
584,Forest,Water,Water,Water,Wetland
585,Forest,Water,Water,Water,Water
586,Forest,Water,Water,Water,Forest
587,Forest,Forest,NULL,Non_Wetland,NULL
588,Forest,Forest,NULL,Non_Wetland,Grassland
589,Forest,Forest,NULL,Non_Wetland,Wetland
590,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
591,Forest,Forest,NULL,Non_Wetland,Bareland
592,Forest,Forest,NULL,Non_Wetland,Water
593,Forest,Forest,NULL,Non_Wetland,Forest
594,Forest,Forest,Non_Water,Non_Wetland,Grassland
595,Forest,Forest,Non_Water,Non_Wetland,Wetland
596,Forest,Forest,Non_Water,Non_Wetland,Water
597,Forest,Forest,Non_Water,Non_Wetland,Forest
598,Forest,Forest,Water,Non_Wetland,Grassland
599,Forest,Forest,Water,Non_Wetland,Wetland
600,Forest,Forest,Water,Non_Wetland,Water
601,Forest,Forest,Water,Non_Wetland,Forest
