Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPN_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPN_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPN_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPN_M_R,SIBERIA_2024_WorldCover_2021_41WPN_M_R
492,Water,Bareland,Water,Non_Wetland,Bareland
493,Water,Bareland,Water,Non_Wetland,Water
494,Water,Bareland,Water,Non_Wetland,Forest
495,Water,Built-up,NULL,Non_Wetland,Grassland
496,Water,Built-up,NULL,Non_Wetland,Water
497,Water,Built-up,Non_Water,Non_Wetland,Water
498,Water,Built-up,Water,Non_Wetland,Water
499,Water,Water,NULL,Water,NULL
500,Water,Water,NULL,Water,Grassland
501,Water,Water,NULL,Water,Wetland
502,Water,Water,NULL,Water,Bareland
503,Water,Water,NULL,Water,Water
504,Water,Water,NULL,Water,Forest
505,Water,Water,Non_Water,Water,Grassland
506,Water,Water,Non_Water,Water,Wetland
507,Water,Water,Non_Water,Water,Water
508,Water,Water,Non_Water,Water,Forest
509,Water,Water,Water,Water,NULL
510,Water,Water,Water,Water,Grassland
511,Water,Water,Water,Water,Wetland
512,Water,Water,Water,Water,Bareland
513,Water,Water,Water,Water,Water
514,Water,Water,Water,Water,Forest
515,Water,Forest,NULL,Non_Wetland,NULL
516,Water,Forest,NULL,Non_Wetland,Grassland
517,Water,Forest,NULL,Non_Wetland,Wetland
518,Water,Forest,NULL,Non_Wetland,Bareland
519,Water,Forest,NULL,Non_Wetland,Water
520,Water,Forest,NULL,Non_Wetland,Forest
521,Water,Forest,Non_Water,Non_Wetland,Grassland
522,Water,Forest,Non_Water,Non_Wetland,Wetland
523,Water,Forest,Non_Water,Non_Wetland,Bareland
524,Water,Forest,Non_Water,Non_Wetland,Water
525,Water,Forest,Non_Water,Non_Wetland,Forest
526,Water,Forest,Water,Non_Wetland,Grassland
527,Water,Forest,Water,Non_Wetland,Wetland
528,Water,Forest,Water,Non_Wetland,Water
529,Water,Forest,Water,Non_Wetland,Forest
530,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
531,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
532,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
533,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
534,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
535,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
536,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
537,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
538,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
539,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
540,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
541,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
542,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
543,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
544,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
545,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
546,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
547,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
548,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
549,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
550,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
551,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
552,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
553,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
554,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
555,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
556,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
557,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
558,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
559,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
560,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
561,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
562,Permanent_ice_and_snow,Water,NULL,Water,Grassland
563,Permanent_ice_and_snow,Water,NULL,Water,Wetland
564,Permanent_ice_and_snow,Water,NULL,Water,Forest
565,Permanent_ice_and_snow,Water,Water,Water,Grassland
566,Permanent_ice_and_snow,Water,Water,Water,Wetland
567,Permanent_ice_and_snow,Water,Water,Water,Water
568,Permanent_ice_and_snow,Water,Water,Water,Forest
569,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
570,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
571,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
572,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
573,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
574,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
575,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
576,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
577,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
578,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
579,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
580,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
581,Forest,NULL,NULL,Non_Wetland,NULL
582,Forest,NULL,NULL,Non_Wetland,Grassland
583,Forest,NULL,NULL,Non_Wetland,Wetland
584,Forest,NULL,NULL,Non_Wetland,Water
585,Forest,NULL,NULL,Non_Wetland,Forest
586,Forest,NULL,Non_Water,Non_Wetland,Grassland
587,Forest,NULL,Non_Water,Non_Wetland,Wetland
588,Forest,NULL,Non_Water,Non_Wetland,Water
589,Forest,NULL,Non_Water,Non_Wetland,Forest
590,Forest,NULL,Water,Non_Wetland,Grassland
591,Forest,NULL,Water,Non_Wetland,Wetland
592,Forest,NULL,Water,Non_Wetland,Water
593,Forest,NULL,Water,Non_Wetland,Forest
594,Forest,Shrubland,NULL,Non_Wetland,NULL
595,Forest,Shrubland,NULL,Non_Wetland,Grassland
596,Forest,Shrubland,NULL,Non_Wetland,Wetland
597,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
598,Forest,Shrubland,NULL,Non_Wetland,Water
599,Forest,Shrubland,NULL,Non_Wetland,Forest
600,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
601,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
602,Forest,Shrubland,Non_Water,Non_Wetland,Water
603,Forest,Shrubland,Non_Water,Non_Wetland,Forest
604,Forest,Shrubland,Water,Non_Wetland,Grassland
605,Forest,Shrubland,Water,Non_Wetland,Wetland
606,Forest,Shrubland,Water,Non_Wetland,Water
607,Forest,Shrubland,Water,Non_Wetland,Forest
608,Forest,Grassland,NULL,Non_Wetland,Grassland
609,Forest,Grassland,NULL,Non_Wetland,Wetland
610,Forest,Grassland,NULL,Non_Wetland,Water
611,Forest,Grassland,NULL,Non_Wetland,Forest
612,Forest,Grassland,Non_Water,Non_Wetland,Grassland
613,Forest,Grassland,Non_Water,Non_Wetland,Wetland
614,Forest,Grassland,Non_Water,Non_Wetland,Forest
615,Forest,Grassland,Water,Non_Wetland,Wetland
616,Forest,Grassland,Water,Non_Wetland,Water
617,Forest,Grassland,Water,Non_Wetland,Forest
618,Forest,Cropland,NULL,Non_Wetland,Grassland
619,Forest,Cropland,NULL,Non_Wetland,Wetland
620,Forest,Cropland,NULL,Non_Wetland,Water
621,Forest,Cropland,NULL,Non_Wetland,Forest
622,Forest,Cropland,Non_Water,Non_Wetland,Forest
623,Forest,Cropland,Water,Non_Wetland,Grassland
624,Forest,Cropland,Water,Non_Wetland,Forest
625,Forest,Wetland,NULL,Wetland,NULL
626,Forest,Wetland,NULL,Wetland,Grassland
627,Forest,Wetland,NULL,Wetland,Wetland
628,Forest,Wetland,NULL,Wetland,Water
629,Forest,Wetland,NULL,Wetland,Forest
630,Forest,Wetland,Non_Water,Wetland,NULL
631,Forest,Wetland,Non_Water,Wetland,Grassland
632,Forest,Wetland,Non_Water,Wetland,Wetland
633,Forest,Wetland,Non_Water,Wetland,Water
634,Forest,Wetland,Non_Water,Wetland,Forest
635,Forest,Wetland,Water,Wetland,Grassland
636,Forest,Wetland,Water,Wetland,Wetland
637,Forest,Wetland,Water,Wetland,Water
638,Forest,Wetland,Water,Wetland,Forest
639,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
640,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
641,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
642,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
643,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
644,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
645,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
646,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
647,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
648,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
649,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
650,Forest,Bareland,NULL,Non_Wetland,NULL
651,Forest,Bareland,NULL,Non_Wetland,Grassland
652,Forest,Bareland,NULL,Non_Wetland,Wetland
653,Forest,Bareland,NULL,Non_Wetland,Bareland
654,Forest,Bareland,NULL,Non_Wetland,Water
655,Forest,Bareland,NULL,Non_Wetland,Forest
656,Forest,Bareland,Non_Water,Non_Wetland,Grassland
657,Forest,Bareland,Non_Water,Non_Wetland,Wetland
658,Forest,Bareland,Non_Water,Non_Wetland,Water
659,Forest,Bareland,Non_Water,Non_Wetland,Forest
660,Forest,Bareland,Water,Non_Wetland,Grassland
661,Forest,Bareland,Water,Non_Wetland,Wetland
662,Forest,Bareland,Water,Non_Wetland,Bareland
663,Forest,Bareland,Water,Non_Wetland,Water
664,Forest,Bareland,Water,Non_Wetland,Forest
665,Forest,Built-up,NULL,Non_Wetland,Forest
666,Forest,Water,NULL,Water,NULL
667,Forest,Water,NULL,Water,Grassland
668,Forest,Water,NULL,Water,Wetland
669,Forest,Water,NULL,Water,Water
670,Forest,Water,NULL,Water,Forest
671,Forest,Water,Non_Water,Water,Grassland
672,Forest,Water,Non_Water,Water,Wetland
673,Forest,Water,Non_Water,Water,Water
674,Forest,Water,Non_Water,Water,Forest
675,Forest,Water,Water,Water,Grassland
676,Forest,Water,Water,Water,Wetland
677,Forest,Water,Water,Water,Water
678,Forest,Water,Water,Water,Forest
679,Forest,Forest,NULL,Non_Wetland,NULL
680,Forest,Forest,NULL,Non_Wetland,Grassland
681,Forest,Forest,NULL,Non_Wetland,Wetland
682,Forest,Forest,NULL,Non_Wetland,Water
683,Forest,Forest,NULL,Non_Wetland,Forest
684,Forest,Forest,Non_Water,Non_Wetland,NULL
685,Forest,Forest,Non_Water,Non_Wetland,Grassland
686,Forest,Forest,Non_Water,Non_Wetland,Wetland
687,Forest,Forest,Non_Water,Non_Wetland,Water
688,Forest,Forest,Non_Water,Non_Wetland,Forest
689,Forest,Forest,Water,Non_Wetland,Grassland
690,Forest,Forest,Water,Non_Wetland,Wetland
691,Forest,Forest,Water,Non_Wetland,Water
692,Forest,Forest,Water,Non_Wetland,Forest
